"kiva_pin","county_apn","address_number","fraction","prefix","street","street_type","suite","combined_full_address","combined_streamlined_address","city","state","x_coordinate","y_coordinate","longitude","latitude","latitude_and_longitude","location_field"
"100230","CL0952000070090001","719",,"NW","113TH","ST",,"719  NW 113TH ST ","719 NW 113TH ST ","Kansas City","Missouri","2763530.09","1141340.557","-94.58897485","39.30112225","(39.30112225, -94.58897485)","113TH
Kansas City, Missouri 
(39.30112225, -94.58897485)"
"100230","CL0952000070090001","11277",,"N","SUMMIT","ST",,"11277  N SUMMIT ST ","11277 N SUMMIT ST ","Kansas City","Missouri","2763530.09","1141340.557","-94.58897485","39.30112225","(39.30112225, -94.58897485)","SUMMIT
Kansas City, Missouri 
(39.30112225, -94.58897485)"
"100231","CL0952000070080001","11273",,"N","SUMMIT","ST",,"11273  N SUMMIT ST ","11273 N SUMMIT ST ","Kansas City","Missouri","2763609.673","1141329.818","-94.58869358","39.30109298","(39.30109298, -94.58869358)","SUMMIT
Kansas City, Missouri 
(39.30109298, -94.58869358)"
"100232","CL0952000070070001","11269",,"N","SUMMIT","ST",,"11269  N SUMMIT ST ","11269 N SUMMIT ST ","Kansas City","Missouri","2763682.447","1141312.769","-94.58843635","39.30104637","(39.30104637, -94.58843635)","SUMMIT
Kansas City, Missouri 
(39.30104637, -94.58843635)"
"100233","CL0952000070060001","11265",,"N","SUMMIT","ST",,"11265  N SUMMIT ST ","11265 N SUMMIT ST ","Kansas City","Missouri","2763739.879","1141268.912","-94.58823325","39.30092611","(39.30092611, -94.58823325)","SUMMIT
Kansas City, Missouri 
(39.30092611, -94.58823325)"
"100234","CL0952000070050001","11261",,"N","SUMMIT","ST",,"11261  N SUMMIT ST ","11261 N SUMMIT ST ","Kansas City","Missouri","2763787.419","1141214.051","-94.58806506","39.30077561","(39.30077561, -94.58806506)","SUMMIT
Kansas City, Missouri 
(39.30077561, -94.58806506)"
"100235","CL0952000070040001","11257",,"N","SUMMIT","ST",,"11257  N SUMMIT ST ","11257 N SUMMIT ST ","Kansas City","Missouri","2763830.357","1141161.831","-94.58791315","39.30063235","(39.30063235, -94.58791315)","SUMMIT
Kansas City, Missouri 
(39.30063235, -94.58791315)"
"100236","CL0952000070030001","11253",,"N","SUMMIT","ST",,"11253  N SUMMIT ST ","11253 N SUMMIT ST ","Kansas City","Missouri","2763873.504","1141111.877","-94.58776051","39.30049532","(39.30049532, -94.58776051)","SUMMIT
Kansas City, Missouri 
(39.30049532, -94.58776051)"
"100237","CL0952000070020001","11251",,"N","SUMMIT","ST",,"11251  N SUMMIT ST ","11251 N SUMMIT ST ","Kansas City","Missouri","2763919.4","1141063.274","-94.58759816","39.30036199","(39.30036199, -94.58759816)","SUMMIT
Kansas City, Missouri 
(39.30036199, -94.58759816)"
"100238","CL0952000050130001","11260",,"N","SUMMIT","ST",,"11260  N SUMMIT ST ","11260 N SUMMIT ST ","Kansas City","Missouri","2763697.53","1141051.538","-94.58838215","39.30032918","(39.30032918, -94.58838215)","SUMMIT
Kansas City, Missouri 
(39.30032918, -94.58838215)"
"100239","CL0952000050120001","11264",,"N","SUMMIT","ST",,"11264  N SUMMIT ST ","11264 N SUMMIT ST ","Kansas City","Missouri","2763654.712","1141103.51","-94.58853364","39.30047176","(39.30047176, -94.58853364)","SUMMIT
Kansas City, Missouri 
(39.30047176, -94.58853364)"
"10024","JA28310230800000000","3705",,"E","9TH","ST",,"3705  E 9TH ST ","3705 E 9TH ST ","Kansas City","Missouri","2777683.322","1068706.615","-94.53885019","39.1017235","(39.1017235, -94.53885019)","9TH
Kansas City, Missouri 
(39.1017235, -94.53885019)"
"100240","CL0952000050110001","11268",,"N","SUMMIT","ST",,"11268  N SUMMIT ST ","11268 N SUMMIT ST ","Kansas City","Missouri","2763599.27","1141146.498","-94.58872971","39.30058964","(39.30058964, -94.58872971)","SUMMIT
Kansas City, Missouri 
(39.30058964, -94.58872971)"
"100241","CL0952000050100001","11272",,"N","SUMMIT","ST",,"11272  N SUMMIT ST ","11272 N SUMMIT ST ","Kansas City","Missouri","2763531.407","1141168.302","-94.5889696","39.30064932","(39.30064932, -94.5889696)","SUMMIT
Kansas City, Missouri 
(39.30064932, -94.5889696)"
"100242","CL0952000050090001","11300",,"N","SUMMIT","ST",,"11300  N SUMMIT ST ","11300 N SUMMIT ST ","Kansas City","Missouri","2763462.637","1141170.471","-94.58921262","39.30065509","(39.30065509, -94.58921262)","SUMMIT
Kansas City, Missouri 
(39.30065509, -94.58921262)"
"100243","CL0952000010010001","11520",,"N","MADISON","AVE",,"11520  N MADISON AVE ","11520 N MADISON AVE ","Kansas City","Missouri","2762550.881","1142207.913","-94.5924383","39.30350096","(39.30350096, -94.5924383)","MADISON
Kansas City, Missouri 
(39.30350096, -94.5924383)"
"100244","CL0952000010020001","11516",,"N","MADISON","AVE",,"11516  N MADISON AVE ","11516 N MADISON AVE ","Kansas City","Missouri","2762453.305","1142228.205","-94.5927832","39.3035564","(39.3035564, -94.5927832)","MADISON
Kansas City, Missouri 
(39.3035564, -94.5927832)"
"100245","CL0952000010030001","11512",,"N","MADISON","AVE",,"11512  N MADISON AVE ","11512 N MADISON AVE ","Kansas City","Missouri","2762379.612","1142173.918","-94.59304343","39.30340714","(39.30340714, -94.59304343)","MADISON
Kansas City, Missouri 
(39.30340714, -94.59304343)"
"100246","CL0952000010040001","11508",,"N","MADISON","AVE",,"11508  N MADISON AVE ","11508 N MADISON AVE ","Kansas City","Missouri","2762392.429","1142060.488","-94.59299772","39.30309574","(39.30309574, -94.59299772)","MADISON
Kansas City, Missouri 
(39.30309574, -94.59299772)"
"100247","CL0952000010050001","11504",,"N","MADISON","AVE",,"11504  N MADISON AVE ","11504 N MADISON AVE ","Kansas City","Missouri","2762394.791","1141990.641","-94.59298912","39.30290398","(39.30290398, -94.59298912)","MADISON
Kansas City, Missouri 
(39.30290398, -94.59298912)"
"100248","CL0952000010060001","11500",,"N","MADISON","AVE",,"11500  N MADISON AVE ","11500 N MADISON AVE ","Kansas City","Missouri","2762390.982","1141919.867","-94.59300232","39.30270965","(39.30270965, -94.59300232)","MADISON
Kansas City, Missouri 
(39.30270965, -94.59300232)"
"100249","CL0952000010070001","11420",,"N","MADISON","AVE",,"11420  N MADISON AVE ","11420 N MADISON AVE ","Kansas City","Missouri","2762390.68","1141844.839","-94.59300312","39.30250366","(39.30250366, -94.59300312)","MADISON
Kansas City, Missouri 
(39.30250366, -94.59300312)"
"10025","JA28310233200000000","3616",,"E","10TH","ST",,"3616  E 10TH ST ","3616 E 10TH ST ","Kansas City","Missouri","2777671.492","1068515.54","-94.53889158","39.10119885","(39.10119885, -94.53889158)","10TH
Kansas City, Missouri 
(39.10119885, -94.53889158)"
"100250","CL0952000010080001","11416",,"N","MADISON","AVE",,"11416  N MADISON AVE ","11416 N MADISON AVE ","Kansas City","Missouri","2762390.367","1141764.845","-94.59300393","39.30228403","(39.30228403, -94.59300393)","MADISON
Kansas City, Missouri 
(39.30228403, -94.59300393)"
"100251","CL0952000010090001","11412",,"N","MADISON","AVE",,"11412  N MADISON AVE ","11412 N MADISON AVE ","Kansas City","Missouri","2762389.531","1141689.376","-94.59300662","39.30207682","(39.30207682, -94.59300662)","MADISON
Kansas City, Missouri 
(39.30207682, -94.59300662)"
"100252","CL0952000010100001","11408",,"N","MADISON","AVE",,"11408  N MADISON AVE ","11408 N MADISON AVE ","Kansas City","Missouri","2762388.501","1141608.698","-94.59300996","39.30185531","(39.30185531, -94.59300996)","MADISON
Kansas City, Missouri 
(39.30185531, -94.59300996)"
"100253","CL0952000010110001","11404",,"N","MADISON","AVE",,"11404  N MADISON AVE ","11404 N MADISON AVE ","Kansas City","Missouri","2762395.683","1141522.844","-94.59298427","39.30161961","(39.30161961, -94.59298427)","MADISON
Kansas City, Missouri 
(39.30161961, -94.59298427)"
"100254","CL0952000010120001","11400",,"N","MADISON","AVE",,"11400  N MADISON AVE ","11400 N MADISON AVE ","Kansas City","Missouri","2762408.569","1141428.04","-94.59293839","39.30135935","(39.30135935, -94.59293839)","MADISON
Kansas City, Missouri 
(39.30135935, -94.59293839)"
"100255","CL0952000010130001","11320",,"N","MADISON","AVE",,"11320  N MADISON AVE ","11320 N MADISON AVE ","Kansas City","Missouri","2762455.96","1141357.481","-94.59277066","39.30116576","(39.30116576, -94.59277066)","MADISON
Kansas City, Missouri 
(39.30116576, -94.59277066)"
"100256","CL0952000010140001","11316",,"N","MADISON","AVE",,"11316  N MADISON AVE ","11316 N MADISON AVE ","Kansas City","Missouri","2762528.688","1141318.035","-94.59251351","39.30105766","(39.30105766, -94.59251351)","MADISON
Kansas City, Missouri 
(39.30105766, -94.59251351)"
"100257","CL0952000010150001","11312",,"N","MADISON","AVE",,"11312  N MADISON AVE ","11312 N MADISON AVE ","Kansas City","Missouri","2762594.433","1141277.65","-94.59228104","39.30094697","(39.30094697, -94.59228104)","MADISON
Kansas City, Missouri 
(39.30094697, -94.59228104)"
"100258","CL0952000010160001","11310",,"N","MADISON","AVE",,"11310  N MADISON AVE ","11310 N MADISON AVE ","Kansas City","Missouri","2762653.412","1141227.12","-94.59207244","39.3008084","(39.3008084, -94.59207244)","MADISON
Kansas City, Missouri 
(39.3008084, -94.59207244)"
"100259","CL0952000010170001","11308",,"N","MADISON","AVE",,"11308  N MADISON AVE ","11308 N MADISON AVE ","Kansas City","Missouri","2762700.939","1141175.725","-94.5919043","39.30066742","(39.30066742, -94.5919043)","MADISON
Kansas City, Missouri 
(39.30066742, -94.5919043)"
"10026","JA28310234500000000","3618",,"E","10TH","ST",,"3618  E 10TH ST ","3618 E 10TH ST ","Kansas City","Missouri","2777721.451","1068513.392","-94.53871554","39.10119301","(39.10119301, -94.53871554)","10TH
Kansas City, Missouri 
(39.10119301, -94.53871554)"
"100260","CL0952000010180001","11300",,"N","MADISON","AVE",,"11300  N MADISON AVE ","11300 N MADISON AVE ","Kansas City","Missouri","2762754.558","1141115.772","-94.59171461","39.30050296","(39.30050296, -94.59171461)","MADISON
Kansas City, Missouri 
(39.30050296, -94.59171461)"
"100261","CL0952000020240001","11505",,"N","MADISON","AVE",,"11505  N MADISON AVE ","11505 N MADISON AVE ","Kansas City","Missouri","2762574.407","1142005.124","-94.59235443","39.30294425","(39.30294425, -94.59235443)","MADISON
Kansas City, Missouri 
(39.30294425, -94.59235443)"
"100262","CL0952000020230001","11501",,"N","MADISON","AVE",,"11501  N MADISON AVE ","11501 N MADISON AVE ","Kansas City","Missouri","2762564.303","1141903.168","-94.59238977","39.30266429","(39.30266429, -94.59238977)","MADISON
Kansas City, Missouri 
(39.30266429, -94.59238977)"
"100263","CL0952000020220001","11419",,"N","MADISON","AVE",,"11419  N MADISON AVE ","11419 N MADISON AVE ","Kansas City","Missouri","2762565.605","1141828.207","-94.5923849","39.30245848","(39.30245848, -94.5923849)","MADISON
Kansas City, Missouri 
(39.30245848, -94.5923849)"
"100264","CL0952000020210001","11415",,"N","MADISON","AVE",,"11415  N MADISON AVE ","11415 N MADISON AVE ","Kansas City","Missouri","2762566.901","1141753.161","-94.59238005","39.30225244","(39.30225244, -94.59238005)","MADISON
Kansas City, Missouri 
(39.30225244, -94.59238005)"
"100265","CL0952000020200001","11409",,"N","MADISON","AVE",,"11409  N MADISON AVE ","11409 N MADISON AVE ","Kansas City","Missouri","2762566.427","1141677.084","-94.59238145","39.30204357","(39.30204357, -94.59238145)","MADISON
Kansas City, Missouri 
(39.30204357, -94.59238145)"
"100266","CL0952000020190001","11405",,"N","MADISON","AVE",,"11405  N MADISON AVE ","11405 N MADISON AVE ","Kansas City","Missouri","2762573.874","1141601.36","-94.59235486","39.30183568","(39.30183568, -94.59235486)","MADISON
Kansas City, Missouri 
(39.30183568, -94.59235486)"
"100267","CL0952000020180001","11401",,"N","MADISON","AVE",,"11401  N MADISON AVE ","11401 N MADISON AVE ","Kansas City","Missouri","2762610.956","1141530.535","-94.59222356","39.30164133","(39.30164133, -94.59222356)","MADISON
Kansas City, Missouri 
(39.30164133, -94.59222356)"
"100268","CL0952000020170001","11319",,"N","MADISON","AVE",,"11319  N MADISON AVE ","11319 N MADISON AVE ","Kansas City","Missouri","2762659.556","1141472.994","-94.59205161","39.30148348","(39.30148348, -94.59205161)","MADISON
Kansas City, Missouri 
(39.30148348, -94.59205161)"
"100269","CL0952000020160001","11315",,"N","MADISON","AVE",,"11315  N MADISON AVE ","11315 N MADISON AVE ","Kansas City","Missouri","2762709.755","1141417.008","-94.59187402","39.30132991","(39.30132991, -94.59187402)","MADISON
Kansas City, Missouri 
(39.30132991, -94.59187402)"
"10027","JA28310233500000000","3718",,"E","10TH","ST",,"3718  E 10TH ST ","3718 E 10TH ST ","Kansas City","Missouri","2777763.926","1068511.558","-94.53856586","39.10118802","(39.10118802, -94.53856586)","10TH
Kansas City, Missouri 
(39.10118802, -94.53856586)"
"100270","CL0952000020150001","11311",,"N","MADISON","AVE",,"11311  N MADISON AVE ","11311 N MADISON AVE ","Kansas City","Missouri","2762760.388","1141361.67","-94.59169489","39.30117811","(39.30117811, -94.59169489)","MADISON
Kansas City, Missouri 
(39.30117811, -94.59169489)"
"100271","CL0952000020140001","11307",,"N","MADISON","AVE",,"11307  N MADISON AVE ","11307 N MADISON AVE ","Kansas City","Missouri","2762811.03","1141306.346","-94.59151573","39.30102636","(39.30102636, -94.59151573)","MADISON
Kansas City, Missouri 
(39.30102636, -94.59151573)"
"100272","CL0952000020130001","11301",,"N","MADISON","AVE",,"11301  N MADISON AVE ","11301 N MADISON AVE ","Kansas City","Missouri","2762867.632","1141243.039","-94.59131549","39.3008527","(39.3008527, -94.59131549)","MADISON
Kansas City, Missouri 
(39.3008527, -94.59131549)"
"100273","CL0952000050020001","11271",,"N","MADISON","AVE",,"11271  N MADISON AVE ","11271 N MADISON AVE ","Kansas City","Missouri","2762978.752","1141146.824","-94.59092247","39.30058884","(39.30058884, -94.59092247)","MADISON
Kansas City, Missouri 
(39.30058884, -94.59092247)"
"100274","CL0952000050010001","11267",,"N","MADISON","AVE",,"11267  N MADISON AVE ","11267 N MADISON AVE ","Kansas City","Missouri","2763046.413","1141107.581","-94.59068324","39.30048128","(39.30048128, -94.59068324)","MADISON
Kansas City, Missouri 
(39.30048128, -94.59068324)"
"100275","CL0952000060010001","11268",,"N","MADISON","AVE",,"11268  N MADISON AVE ","11268 N MADISON AVE ","Kansas City","Missouri","2762867.992","1141017.073","-94.59131341","39.30023229","(39.30023229, -94.59131341)","MADISON
Kansas City, Missouri 
(39.30023229, -94.59131341)"
"100276","CL0952000060020001","11264",,"N","MADISON","AVE",,"11264  N MADISON AVE ","11264 N MADISON AVE ","Kansas City","Missouri","2762937.749","1140974.012","-94.59106676","39.30011426","(39.30011426, -94.59106676)","MADISON
Kansas City, Missouri 
(39.30011426, -94.59106676)"
"100277","CL0952000060030001","11260",,"N","MADISON","AVE",,"11260  N MADISON AVE ","11260 N MADISON AVE ","Kansas City","Missouri","2763003.092","1140942.07","-94.59083573","39.30002674","(39.30002674, -94.59083573)","MADISON
Kansas City, Missouri 
(39.30002674, -94.59083573)"
"100278","CL0952000030010001","11527",,"N","SUMMIT","ST",,"11527  N SUMMIT ST ","11527 N SUMMIT ST ","Kansas City","Missouri","2762704.114","1142206.323","-94.59189678","39.30349702","(39.30349702, -94.59189678)","SUMMIT
Kansas City, Missouri 
(39.30349702, -94.59189678)"
"100279","CL0952000030020001","11523",,"N","SUMMIT","ST",,"11523  N SUMMIT ST ","11523 N SUMMIT ST ","Kansas City","Missouri","2762798.561","1142225.445","-94.59156308","39.30354978","(39.30354978, -94.59156308)","SUMMIT
Kansas City, Missouri 
(39.30354978, -94.59156308)"
"10028","JA28310233600000000","3720",,"E","10TH","ST",,"3720  E 10TH ST ","3720 E 10TH ST ","Kansas City","Missouri","2777788.905","1068510.474","-94.53847784","39.10118508","(39.10118508, -94.53847784)","10TH
Kansas City, Missouri 
(39.10118508, -94.53847784)"
"100280","CL0952000030030001","11519",,"N","SUMMIT","ST",,"11519  N SUMMIT ST ","11519 N SUMMIT ST ","Kansas City","Missouri","2762891.836","1142182.603","-94.59123331","39.30343242","(39.30343242, -94.59123331)","SUMMIT
Kansas City, Missouri 
(39.30343242, -94.59123331)"
"100281","CL0952000030040001","11515",,"N","SUMMIT","ST",,"11515  N SUMMIT ST ","11515 N SUMMIT ST ","Kansas City","Missouri","2762882.377","1142060.077","-94.5912663","39.30309599","(39.30309599, -94.5912663)","SUMMIT
Kansas City, Missouri 
(39.30309599, -94.5912663)"
"100282","CL0952000030050001","11509",,"N","SUMMIT","ST",,"11509  N SUMMIT ST ","11509 N SUMMIT ST ","Kansas City","Missouri","2762873.685","1141989.457","-94.59129676","39.30290207","(39.30290207, -94.59129676)","SUMMIT
Kansas City, Missouri 
(39.30290207, -94.59129676)"
"100283","CL0952000030060001","11505",,"N","SUMMIT","ST",,"11505  N SUMMIT ST ","11505 N SUMMIT ST ","Kansas City","Missouri","2762878.162","1141920.374","-94.59128069","39.30271241","(39.30271241, -94.59128069)","SUMMIT
Kansas City, Missouri 
(39.30271241, -94.59128069)"
"100284","CL0952000030070001","11501",,"N","SUMMIT","ST","BSMT","11501  N SUMMIT ST BSMT","11501 N SUMMIT ST ","Kansas City","Missouri","2762874.565","1141853.085","-94.59129316","39.30252765","(39.30252765, -94.59129316)","SUMMIT
Kansas City, Missouri 
(39.30252765, -94.59129316)"
"100284","CL0952000030070001","11501",,"N","SUMMIT","ST",,"11501  N SUMMIT ST ","11501 N SUMMIT ST ","Kansas City","Missouri","2762874.565","1141853.085","-94.59129316","39.30252765","(39.30252765, -94.59129316)","SUMMIT
Kansas City, Missouri 
(39.30252765, -94.59129316)"
"100285","CL0952000030080001","11407",,"N","SUMMIT","ST",,"11407  N SUMMIT ST ","11407 N SUMMIT ST ","Kansas City","Missouri","2762869.34","1141787.142","-94.5913114","39.30234659","(39.30234659, -94.5913114)","SUMMIT
Kansas City, Missouri 
(39.30234659, -94.5913114)"
"100286","CL0952000030090001","11403",,"N","SUMMIT","ST",,"11403  N SUMMIT ST ","11403 N SUMMIT ST ","Kansas City","Missouri","2762864.218","1141720.35","-94.59132925","39.30216319","(39.30216319, -94.59132925)","SUMMIT
Kansas City, Missouri 
(39.30216319, -94.59132925)"
"100287","CL0952000030100001","11401",,"N","SUMMIT","ST",,"11401  N SUMMIT ST ","11401 N SUMMIT ST ","Kansas City","Missouri","2762896.55","1141661.855","-94.59121479","39.30200267","(39.30200267, -94.59121479)","SUMMIT
Kansas City, Missouri 
(39.30200267, -94.59121479)"
"100288","CL0952000030110001","11333",,"N","SUMMIT","ST",,"11333  N SUMMIT ST ","11333 N SUMMIT ST ","Kansas City","Missouri","2762955.67","1141627.941","-94.59100575","39.30190972","(39.30190972, -94.59100575)","SUMMIT
Kansas City, Missouri 
(39.30190972, -94.59100575)"
"100289","CL0952000030120001","11329",,"N","SUMMIT","ST",,"11329  N SUMMIT ST ","11329 N SUMMIT ST ","Kansas City","Missouri","2762982.571","1141565.641","-94.59091046","39.30173875","(39.30173875, -94.59091046)","SUMMIT
Kansas City, Missouri 
(39.30173875, -94.59091046)"
"10029","JA28310233700000000","3722",,"E","10TH","ST",,"3722  E 10TH ST ","3722 E 10TH ST ","Kansas City","Missouri","2777826.38","1068508.861","-94.53834578","39.10118069","(39.10118069, -94.53834578)","10TH
Kansas City, Missouri 
(39.10118069, -94.53834578)"
"100290","CL0952000030130001","11302",,"N","JEFFERSON","ST",,"11302  N JEFFERSON ST ","11302 N JEFFERSON ST ","Kansas City","Missouri","2763022.378","1141460.213","-94.59076942","39.3014494","(39.3014494, -94.59076942)","JEFFERSON
Kansas City, Missouri 
(39.3014494, -94.59076942)"
"100291","CL0952000030140001","11306",,"N","JEFFERSON","ST",,"11306  N JEFFERSON ST ","11306 N JEFFERSON ST ","Kansas City","Missouri","2763074.636","1141516.149","-94.59058495","39.30160312","(39.30160312, -94.59058495)","JEFFERSON
Kansas City, Missouri 
(39.30160312, -94.59058495)"
"100292","CL0952000030150001","11310",,"N","JEFFERSON","ST",,"11310  N JEFFERSON ST ","11310 N JEFFERSON ST ","Kansas City","Missouri","2763111.168","1141582.297","-94.59045608","39.30178483","(39.30178483, -94.59045608)","JEFFERSON
Kansas City, Missouri 
(39.30178483, -94.59045608)"
"100293","CL0952000030160001","11314",,"N","JEFFERSON","ST",,"11314  N JEFFERSON ST ","11314 N JEFFERSON ST ","Kansas City","Missouri","2763111.839","1141668.628","-94.59045402","39.30202186","(39.30202186, -94.59045402)","JEFFERSON
Kansas City, Missouri 
(39.30202186, -94.59045402)"
"100294","CL0952000020010001","11508",,"N","SUMMIT","ST",,"11508  N SUMMIT ST ","11508 N SUMMIT ST ","Kansas City","Missouri","2762676.654","1142014.293","-94.59199314","39.30296971","(39.30296971, -94.59199314)","SUMMIT
Kansas City, Missouri 
(39.30296971, -94.59199314)"
"100295","CL0952000020020001","11504",,"N","SUMMIT","ST",,"11504  N SUMMIT ST ","11504 N SUMMIT ST ","Kansas City","Missouri","2762689.58","1141926.971","-94.59194714","39.30273","(39.30273, -94.59194714)","SUMMIT
Kansas City, Missouri 
(39.30273, -94.59194714)"
"100296","CL0952000020030001","11500",,"N","SUMMIT","ST",,"11500  N SUMMIT ST ","11500 N SUMMIT ST ","Kansas City","Missouri","2762687.851","1141860.766","-94.59195301","39.30254822","(39.30254822, -94.59195301)","SUMMIT
Kansas City, Missouri 
(39.30254822, -94.59195301)"
"100297","CL0952000020040001","11412",,"N","SUMMIT","ST",,"11412  N SUMMIT ST ","11412 N SUMMIT ST ","Kansas City","Missouri","2762686.37","1141793.863","-94.59195801","39.30236453","(39.30236453, -94.59195801)","SUMMIT
Kansas City, Missouri 
(39.30236453, -94.59195801)"
"100298","CL0952000020050001","11408",,"N","SUMMIT","ST",,"11408  N SUMMIT ST ","11408 N SUMMIT ST ","Kansas City","Missouri","2762686.384","1141723.932","-94.59195771","39.30217253","(39.30217253, -94.59195771)","SUMMIT
Kansas City, Missouri 
(39.30217253, -94.59195771)"
"100299","CL0952000020060001","11404",,"N","SUMMIT","ST",,"11404  N SUMMIT ST ","11404 N SUMMIT ST ","Kansas City","Missouri","2762697.645","1141653.829","-94.59191766","39.30198009","(39.30198009, -94.59191766)","SUMMIT
Kansas City, Missouri 
(39.30198009, -94.59191766)"
"1003","JA46320121900000000","6017",,,"AGNES","AVE",,"6017   AGNES AVE ","6017  AGNES AVE ","Kansas City","Missouri","2774240.776","1037750.389","-94.55092002","39.01672228","(39.01672228, -94.55092002)","AGNES
Kansas City, Missouri 
(39.01672228, -94.55092002)"
"10030","JA28310233800000000","3726",,"E","10TH","ST",,"3726  E 10TH ST ","3726 E 10TH ST ","Kansas City","Missouri","2777876.359","1068506.704","-94.53816966","39.10117483","(39.10117483, -94.53816966)","10TH
Kansas City, Missouri 
(39.10117483, -94.53816966)"
"100300","CL0952000020070001","11400",,"N","SUMMIT","ST",,"11400  N SUMMIT ST ","11400 N SUMMIT ST ","Kansas City","Missouri","2762722.839","1141587.245","-94.59182839","39.30179734","(39.30179734, -94.59182839)","SUMMIT
Kansas City, Missouri 
(39.30179734, -94.59182839)"
"100301","CL0952000020080001","11340",,"N","SUMMIT","ST",,"11340  N SUMMIT ST ","11340 N SUMMIT ST ","Kansas City","Missouri","2762761.941","1141528.15","-94.59169","39.3016352","(39.3016352, -94.59169)","SUMMIT
Kansas City, Missouri 
(39.3016352, -94.59169)"
"100302","CL0952000020090001","11336",,"N","SUMMIT","ST",,"11336  N SUMMIT ST ","11336 N SUMMIT ST ","Kansas City","Missouri","2762809.555","1141478.319","-94.59152156","39.30149852","(39.30149852, -94.59152156)","SUMMIT
Kansas City, Missouri 
(39.30149852, -94.59152156)"
"100303","CL0952000020100001","11332",,"N","SUMMIT","ST",,"11332  N SUMMIT ST ","11332 N SUMMIT ST ","Kansas City","Missouri","2762854.117","1141429.63","-94.59136391","39.30136496","(39.30136496, -94.59136391)","SUMMIT
Kansas City, Missouri 
(39.30136496, -94.59136391)"
"100304","CL0952000020110001","11328",,"N","SUMMIT","ST",,"11328  N SUMMIT ST ","11328 N SUMMIT ST ","Kansas City","Missouri","2762898.672","1141380.956","-94.59120629","39.30123145","(39.30123145, -94.59120629)","SUMMIT
Kansas City, Missouri 
(39.30123145, -94.59120629)"
"100305","CL0952000020120001","11324",,"N","SUMMIT","ST",,"11324  N SUMMIT ST ","11324 N SUMMIT ST ","Kansas City","Missouri","2762945.989","1141326.233","-94.59103889","39.30108133","(39.30108133, -94.59103889)","SUMMIT
Kansas City, Missouri 
(39.30108133, -94.59103889)"
"100306","CL0952000050030001","11320",,"N","SUMMIT","ST",,"11320  N SUMMIT ST ","11320 N SUMMIT ST ","Kansas City","Missouri","2763053.927","1141236.482","-94.59065714","39.30083521","(39.30083521, -94.59065714)","SUMMIT
Kansas City, Missouri 
(39.30083521, -94.59065714)"
"100307","CL0952000050040001","11316",,"N","SUMMIT","ST",,"11316  N SUMMIT ST ","11316 N SUMMIT ST ","Kansas City","Missouri","2763123.827","1141200.472","-94.59041","39.30073653","(39.30073653, -94.59041)","SUMMIT
Kansas City, Missouri 
(39.30073653, -94.59041)"
"100308","CL0952000050050001","11312",,"N","SUMMIT","ST",,"11312  N SUMMIT ST ","11312 N SUMMIT ST ","Kansas City","Missouri","2763195.628","1141180.499","-94.5901562","39.30068189","(39.30068189, -94.5901562)","SUMMIT
Kansas City, Missouri 
(39.30068189, -94.5901562)"
"100309","CL0952000040060001","11323",,"N","JEFFERSON","ST",,"11323  N JEFFERSON ST ","11323 N JEFFERSON ST ","Kansas City","Missouri","2763348.533","1141673.726","-94.5896176","39.30203651","(39.30203651, -94.5896176)","JEFFERSON
Kansas City, Missouri 
(39.30203651, -94.5896176)"
"10031","JA28310233900000000","3728",,"E","10TH","ST",,"3728  E 10TH ST ","3728 E 10TH ST ","Kansas City","Missouri","2777919.867","1068462.559","-94.53801628","39.10105367","(39.10105367, -94.53801628)","10TH
Kansas City, Missouri 
(39.10105367, -94.53801628)"
"100310","CL0952000040050001","11319",,"N","JEFFERSON","ST",,"11319  N JEFFERSON ST ","11319 N JEFFERSON ST ","Kansas City","Missouri","2763311.397","1141593.113","-94.58974855","39.30181508","(39.30181508, -94.58974855)","JEFFERSON
Kansas City, Missouri 
(39.30181508, -94.58974855)"
"100311","CL0952000040040001","11315",,"N","JEFFERSON","ST",,"11315  N JEFFERSON ST ","11315 N JEFFERSON ST ","Kansas City","Missouri","2763285.791","1141521.987","-94.58983879","39.30161972","(39.30161972, -94.58983879)","JEFFERSON
Kansas City, Missouri 
(39.30161972, -94.58983879)"
"100312","CL0952000040030001","11311",,"N","JEFFERSON","ST",,"11311  N JEFFERSON ST ","11311 N JEFFERSON ST ","Kansas City","Missouri","2763261.936","1141454.469","-94.58992285","39.30143428","(39.30143428, -94.58992285)","JEFFERSON
Kansas City, Missouri 
(39.30143428, -94.58992285)"
"100313","CL0952000040020001","11307",,"N","JEFFERSON","ST",,"11307  N JEFFERSON ST ","11307 N JEFFERSON ST ","Kansas City","Missouri","2763212.777","1141401.184","-94.59009638","39.30128785","(39.30128785, -94.59009638)","JEFFERSON
Kansas City, Missouri 
(39.30128785, -94.59009638)"
"100314","CL0952000040010001","11303",,"N","JEFFERSON","ST",,"11303  N JEFFERSON ST ","11303 N JEFFERSON ST ","Kansas City","Missouri","2763169.598","1141343.738","-94.59024876","39.30113001","(39.30113001, -94.59024876)","JEFFERSON
Kansas City, Missouri 
(39.30113001, -94.59024876)"
