"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Local Meeting Expense","Operating Expense","250","250"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","4000","4000"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","Public Safety Sales Tax","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","50000","50000"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","Health Levy","Tax Supported Funds","Health Education & Prev Svcs","Operating Expense","357000","357000"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","Health Levy","Tax Supported Funds","Pager Usage","Operating Expense","53","53"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","Health Levy","Tax Supported Funds","Wireless Phone Usage","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","Emp Charged-In","Personnel Cost","1035","1035"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","340","340"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","63058","63058"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","24163","24163"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","18172","18172"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","315854","315854"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","Health Levy","Tax Supported Funds","Life Insurance","Personnel Cost","73","73"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","Health Levy","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","5942","5942"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","Health Levy","Tax Supported Funds","FICA Benefits-City","Personnel Cost","5212","5212"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","Health Levy","Tax Supported Funds","EO and EMS Defined Contr Pension Plan","Personnel Cost","8176","8176"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Personal Services","Health Levy","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","68130","68130"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Commodities","General Fund","Tax Supported Funds","Minor Equipment Hand Tools Har","Operating Expense","1200","1200"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","399","399"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1200","1200"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1600","1600"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","1890","1890"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Auto Equip Repair & Maintenanc","Operating Expense","2208","2208"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","3181","3181"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1146","1146"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","2898","2898"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","2898","2898"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","9641","9641"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","5509","5509"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","2950","2950"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","6","6"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","289","289"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","108","108"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","5900","5900"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Auto Liability Claims","Operating Expense","471","471"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","2313","2313"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","2000","2000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","1000","1000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Automobile Allowance","Operating Expense","1000","1000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","20000","20000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Laboratory Services","Operating Expense","2000","2000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Contractual Services","General Fund","Tax Supported Funds","Consultant Services","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Debt Service","Public Safety Sales Tax","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Debt Service","Public Safety Sales Tax","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","66237","66237"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-44819","-44819"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","329","329"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","386","386"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","43533","43533"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","63058","63058"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","4800","4800"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","23404","23404"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","27436","27436"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","39316","39316"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","40744","40744"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Wages-Contract Employees","Personnel Cost","41592","41592"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","305935","305935"
"2018","Finance and Governance","Office of the City Manager","Environmental Quality and Compliance","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","317046","317046"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Contractual Services","General Fund","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","26000","26000"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1285","1285"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Contractual Services","General Fund","Tax Supported Funds","Prof Svcs Not Otherwise Specif","Operating Expense","105000","105000"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","372","372"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","69000","69000"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","26492","26492"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","44502","44502"
"2018","Finance and Governance","Office of the City Manager","Office of Performance Management","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","346295","346295"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Commodities","Convention and Tourism","Tax Supported Funds","Gen.Office Supplies","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Commodities","Capital Improvements","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3000","3000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Commodities","Capital Improvements","Tax Supported Funds","Gen.Office Supplies","Operating Expense","2000","2000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","162000","162000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","General Fund","Tax Supported Funds","Promotional Expense","Operating Expense","30000","30000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Neighborhood Tourist Development","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","300000","300000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Neighborhood Tourist Development","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","20000","20000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Neighborhood Tourist Development","Tax Supported Funds","Local Meeting Expense","Operating Expense","10000","10000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Convention and Tourism","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","125000","125000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Convention and Tourism","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","100000","100000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Convention and Tourism","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","75000","75000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Convention and Tourism","Tax Supported Funds","Promotional Expense","Operating Expense","300000","300000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Convention and Tourism","Tax Supported Funds","Promotional Expense","Operating Expense","300000","300000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","30000","30000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Wireless Phone Usage","Operating Expense","2424","2424"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Wireless Phone Usage","Operating Expense","428","428"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","380","380"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","10000","10000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Local Meeting Expense","Operating Expense","10000","10000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Training Svs/Registrations","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Training Svs/Registrations","Operating Expense","2000","2000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Contractual Services","Capital Improvements","Tax Supported Funds","Temporary/Overload Employees","Operating Expense","30000","30000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Debt Service","General Fund","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","2500","2500"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Debt Service","General Fund","Tax Supported Funds","Lease Payment-(DS)","Operating Expense","409812","409812"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Debt Service","Capital Improvements","Tax Supported Funds","Principal Retirement-(DS)","Operating Expense","265000","265000"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Debt Service","Capital Improvements","Tax Supported Funds","Interest Expense-(DS)","Operating Expense","180525","180525"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Debt Service","Capital Improvements","Tax Supported Funds","Fiscal Agent Fees-(DS)","Operating Expense","1370","1370"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Neighborhood Tourist Development","Tax Supported Funds","Emp Charged-In","Personnel Cost","62830","62830"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-62649","-62649"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Life Insurance","Personnel Cost","248","248"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","29461","29461"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5908","5908"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","FICA Benefits-City","Personnel Cost","17621","17621"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Employee Pension","Personnel Cost","29600","29600"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Convention and Tourism","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","230334","230334"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Life Insurance","Personnel Cost","105","105"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Life Insurance","Personnel Cost","81","81"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","7088","7088"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","FICA Benefits-City","Personnel Cost","7502","7502"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","FICA Benefits-City","Personnel Cost","5795","5795"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Employee Pension","Personnel Cost","9128","9128"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Employee Pension","Personnel Cost","9735","9735"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Wages-Contract Employees","Personnel Cost","27040","27040"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","71027","71027"
"2018","Finance and Governance","Office of the City Manager","Special Projects","Personal Services","Capital Improvements","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","75751","75751"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Commodities","General Fund","Tax Supported Funds","Wearing Apparel","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Commodities","General Fund","Tax Supported Funds","Food","Operating Expense","2500","2500"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3000","3000"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Honorariums","Operating Expense","3000","3000"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","2160","2160"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","6573","6573"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","12216","12216"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","7654","7654"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","7161","7161"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","2424","2424"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","21","21"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","434","434"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Printing & Revision-Ordinance","Operating Expense","35000","35000"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Public Notices Ads","Operating Expense","1500","1500"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Title Expense Recording Fees","Operating Expense","1800","1800"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","6000","6000"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Contractual Services","General Fund","Tax Supported Funds","Legal Services","Operating Expense","1500","1500"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","262","262"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","42963","42963"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5167","5167"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","18678","18678"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","31377","31377"
"2018","Finance and Governance","Office of the City Clerk","Office of the City Clerk","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","244161","244161"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Commodities","General Fund","Tax Supported Funds","Magazines Maps Pamphlets Perio","Operating Expense","800","800"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","6000","6000"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","2800","2800"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","1890","1890"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","750","750"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","17102","17102"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","8930","8930"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","2648","2648"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","844","844"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","17220","17220"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","2000","2000"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Traveling Expenses-Non Local","Operating Expense","2500","2500"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","75","75"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Local Meeting Expense","Operating Expense","1000","1000"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Parking Expense","Operating Expense","50","50"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Automobile Allowance","Operating Expense","50","50"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Personnel Ads","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","8500","8500"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","HRA Wellness Subsidy","Personnel Cost","960","960"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","904","904"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","90001","90001"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5167","5167"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","64346","64346"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","108093","108093"
"2018","Finance and Governance","Office of the City Auditor","Office of the City Auditor","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","841129","861129"
"2018","Finance and Governance","Law","Corporate Legal Services","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","10500","10500"
"2018","Finance and Governance","Law","Corporate Legal Services","Commodities","General Fund","Tax Supported Funds","Books","Operating Expense","15000","15000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","21000","21000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Honorariums","Operating Expense","5000","5000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","10440","10440"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","100000","100000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1000","1000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","109944","109944"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","54853","54853"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","1296","1296"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","854937","854937"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","6432","6432"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","503","503"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","10264","10264"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","5000","5000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Traveling Expenses-Non Local","Operating Expense","14800","14800"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","12000","12000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Automobile Allowance","Operating Expense","2500","2500"
