Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag  ,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
130030583,05/06/2013 12:00:00 AM,7:52,05/06/2013 12:00:00 AM,2:00,05/06/2013 12:00:00 AM,7:00,702,240,Auto Theft,314,64123,PJ0355,EPD,N,1,VIC,W,M,35,N,"4000 ANDERSON AV
KANSAS CITY, MO 64123
(39.111217911000494, -94.53495940999966)",202,4,7,70
130001070,01/05/2013 12:00:00 AM,12:22,12/22/2012 12:00:00 AM,18:00,12/23/2012 12:00:00 AM,9:00,690,23H,Stealing All Other,132,64111,PJ2902,CPD,U,1,SUS,U,U,,N,"3600 WALNUT ST
KANSAS CITY, MO 64111
(39.061632605000455, -94.5846453909997)",32,4,7,50
130000239,01/02/2013 12:00:00 AM,5:07,01/02/2013 12:00:00 AM,5:00,,,640,23F,Stealing From Auto,641,64119,PC0543,SCP,U,1,SUS,U,U,,N,"6800 N CORRINGTON AV
KANSAS CITY, MO 64119
(39.21725336200046, -94.49391132799968)",244,6,4,135
130001172,01/05/2013 12:00:00 AM,20:00,01/05/2013 12:00:00 AM,13:30,01/05/2013 12:00:00 AM,19:50,501,220,Burglary - Residence,632,64117,PC1106,SCP,U,1,SUS,U,U,,N,"4300 NE 44 TE
KANSAS CITY, MO 64117
(39.174537631000476, -94.52959048099967)",127,6,4,166
130001034,01/05/2013 12:00:00 AM,10:15,01/02/2013 12:00:00 AM,10:00,01/05/2013 12:00:00 AM,9:00,640,23F,Stealing From Auto,344,64130,PJ2966,EPD,U,1,VIC,W,M,27,N,"I 435 N TO I 70 W RA/I 70 HW
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)",175,2,7,157
130000275,01/02/2013 12:00:00 AM,8:40,01/01/2013 12:00:00 AM,14:30,01/02/2013 12:00:00 AM,8:30,501,220,Burglary - Residence,423,64156,PC0276,NPD,N,1,VIC,W,F,50,N,"1100 NW 91 TE
KANSAS CITY, MO 64156
(39.260457069000495, -94.59436939399967)",180,5,4,82
130001040,01/05/2013 12:00:00 AM,10:30,01/05/2013 12:00:00 AM,10:30,,,630,23C,Stealing Shoplifting,345,64133,PJX007,OSPD,U,1,VIC,,,,N,"11600 E US 40 HW E
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)",,,7,37
130000754,01/04/2013 12:00:00 AM,7:00,01/04/2013 12:00:00 AM,,,,702,240,Auto Theft,635,64119,PC1128,SCP,N,1,SUS,U,U,1,N,"6400 NE 43 ST
KANSAS CITY, MO 64119
(39.17167412300046, -94.55402893099966)",86,6,4,167
120092979,01/30/2013 12:00:00 AM,7:37,01/15/2013 12:00:00 AM,,,,1122,26B,Credit/Debit/ATM Car,641,64119,PC0579,SCP,U,1,VIC,W,M,30,N,"6800 NE PLEASANT VALLEY RD
KANSAS CITY, MO 64119
(39.2166393280005, -94.49987966199967)",244,6,4,135
130001089,01/05/2013 12:00:00 AM,13:54,01/05/2013 12:00:00 AM,8:00,,,1401,290,Property Damage,233,64114,PJ5975,MPD,U,1,VIC,W,M,67,N,"8300 SUMMIT ST
KANSAS CITY, MO 64114
(38.97776219500048, -94.5995855329997)",141,1,7,162
130000259,01/02/2013 12:00:00 AM,8:15,12/29/2012 12:00:00 AM,6:30,12/29/2012 12:00:00 AM,15:45,650,23G,Stealing Auto Parts/,221,64110,PJ4095,MPD,U,1,VIC,W,M,38,N,"5100 MAIN ST
KANSAS CITY, MO 64110
(39.03477256500048, -94.58735531999969)",36,4,7,44
130000945,01/04/2013 12:00:00 AM,19:55,01/04/2013 12:00:00 AM,19:55,,,630,23C,Stealing Shoplifting,224,64130,PJ4883,MPD,U,1,VIC,,,,N,"1600 E 63 ST
KANSAS CITY, MO 64130
(39.01302589900047, -94.56803811299966)",64,2,7,165
130050237,07/17/2013 12:00:00 AM,13:08,07/17/2013 12:00:00 AM,13:00,,,1050,250,Counterfeiting,322,64127,PJ1414,EPD,U,1,VIC,,,,N,"3800 E TRUMAN RD
KANSAS CITY, MO 64127
(39.094203493000464, -94.53769010799965)",17,3,7,95
130000863,01/04/2013 12:00:00 AM,14:03,01/04/2013 12:00:00 AM,14:03,,,630,23C,Stealing Shoplifting,345,64133,PJ3601,EPD,U,1,ARR,W,F,36,N,"11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)",,,7,146
130001165,01/05/2013 12:00:00 AM,19:48,01/05/2013 12:00:00 AM,19:45,,,302,120,Armed Robbery,123,64108,PJ1515,CPD,U,3,VIC,U,F,,Y,"1500 E 18 ST
KANSAS CITY, MO 64108
(39.09125628300046, -94.56437203199965)",54,3,7,92
130000366,01/02/2013 12:00:00 AM,14:15,12/29/2012 12:00:00 AM,22:00,12/29/2012 12:00:00 AM,22:20,670,23D,Stealing from Buildi,134,64111,PJ3781,CPD,U,1,SUS,U,U,,N,"4700 PENNSYLVANIA AV
KANSAS CITY, MO 64111
(39.04229291500047, -94.59350653199965)",103,4,7,44
130000161,01/01/2013 12:00:00 AM,15:48,01/01/2013 12:00:00 AM,15:30,,,1401,290,Property Damage,322,64127,PJ1295,EPD,N,1,SUS,U,U,,N,"1200 VAN BRUNT BL
KANSAS CITY, MO 64127
(39.097794433000445, -94.52326569999968)",17,3,7,95
130000938,01/04/2013 12:00:00 AM,19:57,01/04/2013 12:00:00 AM,17:00,01/04/2013 12:00:00 AM,18:00,690,23H,Stealing All Other,115,64108,PJ2003,CPD,U,1,SUS,U,U,,N,"2400 GRAND AV
KANSAS CITY, MO 64108
(39.083845071000496, -94.58173698799965)",97,4,7,92
130000083,01/01/2013 12:00:00 AM,9:25,01/01/2013 12:00:00 AM,2:30,,,302,120,Armed Robbery,121,64106,PJ0321,CPD,N,3,SUS,B,M,25,N,"400 TRACY AV
KANSAS CITY, MO 64106
(39.111383729000465, -94.56655471899967)",102,4,7,75
130000330,01/02/2013 12:00:00 AM,12:05,01/01/2013 12:00:00 AM,13:30,,,1120,26A,Fraud/Confidence Gam,415,64118,PC0373,NPD,U,1,SUS,U,U,,N,"100 NE 83 ST
KANSAS CITY, MO 64118
(39.24462862000047, -94.57956072099967)",243,5,4,154
90068240,08/01/2013 12:00:00 AM,23:31,08/01/2013 12:00:00 AM,23:31,,,1352,280,Stolen Property OFFE,233,64132,PJ5990,MPD,U,1,VIC,W,M,43,N,"8200 LYDIA AV
KANSAS CITY, MO 64132
(38.97917462000049, -94.57169635199966)",205,2,7,163
130001528,01/07/2013 12:00:00 AM,14:33,01/06/2013 12:00:00 AM,14:00,01/07/2013 12:00:00 AM,10:00,650,23G,Stealing Auto Parts/,531,64134,PJ6566,SPD,U,1,VIC,,,,N,"4700 E BANNISTER RD
KANSAS CITY, MO 64134
(38.95349445700049, -94.53471448399966)",139,2,7,151
130000226,01/01/2013 12:00:00 AM,23:44,01/01/2013 12:00:00 AM,23:40,,,1401,290,Property Damage,345,64129,PJ5357,EPD,U,3,VIC,U,U,,N,"E 67 ST/PROCTOR AVE
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)",19,3,7,155
120091923,02/13/2013 12:00:00 AM,12:05,12/25/2012 12:00:00 AM,15:30,12/25/2012 12:00:00 AM,17:50,690,23H,Stealing All Other,425,64153,PP0205,NPD,U,1,VIC,B,F,21,N,"00 BEIRUT CI
KANSAS CITY, MO 64153
(39.29502328800049, -94.71447938599965)",203,5,3,130
130000384,01/02/2013 12:00:00 AM,15:05,12/26/2012 12:00:00 AM,2:00,,,1401,290,Property Damage,113,64106,PJ1246,CPD,U,1,VIC,,,,N,"1400 GRAND AV
KANSAS CITY, MO 64106
(39.097094480000465, -94.58109769699968)",5,4,7,75
130000300,01/02/2013 12:00:00 AM,8:43,12/31/2012 12:00:00 AM,22:30,01/02/2013 12:00:00 AM,8:15,1401,290,Property Damage,999,64108,PWX001,OSPD,U,1,SUS,U,U,,N,"200 SOUTHWEST BL
KANSAS CITY, MO 64108
(39.08963351900047, -94.58615609199967)",125,4,7,92
130051914,07/23/2013 12:00:00 AM,10:21,07/22/2013 12:00:00 AM,8:00,07/22/2013 12:00:00 AM,12:30,650,23G,Stealing Auto Parts/,234,64114,PJ6273,MPD,U,1,SUS,U,U,,N,"9000 STATE LINE RD
KANSAS CITY, MO 64114
(38.91294377900044, -94.60801577899969)",,,8,7
130000134,01/01/2013 12:00:00 AM,13:32,01/01/2013 12:00:00 AM,2:00,01/01/2013 12:00:00 AM,12:30,501,220,Burglary - Residence,341,64126,PJ1791,EPD,N,1,VIC,W,M,33,N,"5800 E 17 ST
KANSAS CITY, MO 64126
(39.09035947700045, -94.51479109099967)",140,3,7,94
130057007,08/10/2013 12:00:00 AM,16:08,08/10/2013 12:00:00 AM,14:50,08/10/2013 12:00:00 AM,15:40,1401,290,Property Damage,223,64130,PJ4613,MPD,U,1,SUS,U,U,,N,"5700 INDIANA AV
KANSAS CITY, MO 64130
(39.022471288000474, -94.54621603799967)",175,2,7,157
130001104,01/05/2013 12:00:00 AM,15:04,01/04/2013 12:00:00 AM,22:00,01/05/2013 12:00:00 AM,0:01,702,240,Auto Theft,133,64111,PJ3229,CPD,U,1,SUS,U,U,,N,"4000 PENNSYLVANIA AV
KANSAS CITY, MO 64111
(39.05495600100045, -94.59314388899969)",42,4,7,50
130000513,01/03/2013 12:00:00 AM,6:46,01/02/2013 12:00:00 AM,19:00,01/03/2013 12:00:00 AM,6:35,502,220,Burglary - Non Resid,533,64114,PJ6727,SPD,U,1,SUS,U,U,,N,"1200 W 103 ST
KANSAS CITY, MO 64114
(38.94201990500045, -94.60598508099969)",210,1,7,162
130000419,01/02/2013 12:00:00 AM,16:19,01/02/2013 12:00:00 AM,16:19,,,502,220,Burglary - Non Resid,341,64125,PJ1736,EPD,U,3,SUS,W,M,30,N,"2200 MANCHESTER TF
KANSAS CITY, MO 64125
(39.1040321480005, -94.50062945799965)",55,4,7,125
130000625,01/03/2013 12:00:00 AM,14:58,01/01/2013 12:00:00 AM,0:01,01/03/2013 12:00:00 AM,9:00,1401,290,Property Damage,322,64127,PJ1779,EPD,U,1,VIC,,,,N,"4100 E 19 ST
KANSAS CITY, MO 64127
(39.088787563000494, -94.53431982899968)",17,3,7,95
130000708,01/03/2013 12:00:00 AM,21:24,01/03/2013 12:00:00 AM,20:30,01/03/2013 12:00:00 AM,20:35,660,23H,Stealing Bicycles,121,64109,PJ0365,CPD,U,1,SUS,B,M,14,N,"1100 E 5 ST
KANSAS CITY, MO 64109
(39.110898121000446, -94.56885010499968)",102,4,7,75
130000901,01/04/2013 12:00:00 AM,17:16,12/27/2012 12:00:00 AM,15:00,01/03/2013 12:00:00 AM,15:00,650,23G,Stealing Auto Parts/,143,64110,PJ3393,CPD,U,1,SUS,U,U,,N,"4200 HARRISON ST
KANSAS CITY, MO 64110
(39.050542979000454, -94.57366591399966)",191,4,7,165
130000615,01/03/2013 12:00:00 AM,14:29,01/02/2013 12:00:00 AM,17:00,01/02/2013 12:00:00 AM,21:30,1401,290,Property Damage,211,64130,PJ3976,MPD,U,1,SUS,U,U,,N,"E 50 ST/MONTGALL AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)",175,2,7,157
130000228,01/02/2013 12:00:00 AM,2:01,01/02/2013 12:00:00 AM,1:30,01/02/2013 12:00:00 AM,1:58,501,220,Burglary - Residence,415,64151,PP0424,NPD,U,2,SUS,U,U,,N,"2600 NW 80 ST
KANSAS CITY, MO 64151
(39.238698281000495, -94.61062067699964)",59,5,3,66
130000082,01/01/2013 12:00:00 AM,10:36,12/27/2012 12:00:00 AM,16:00,12/28/2012 12:00:00 AM,9:00,702,240,Auto Theft,322,64127,PJ1719,EPD,U,1,VIC,B,M,52,N,"1900 KENSINGTON AV
KANSAS CITY, MO 64127
(39.088553051000474, -94.5313955209997)",17,3,7,95
120089787,01/04/2013 12:00:00 AM,15:05,12/14/2012 12:00:00 AM,14:00,12/16/2012 12:00:00 AM,12:45,502,220,Burglary - Non Resid,243,64133,PJ5967,MPD,U,1,VIC,W,M,44,N,"8500 E 80 TE
KANSAS CITY, MO 64133
(38.97834847900049, -94.48876980599965)",181,2,7,98
130000833,01/04/2013 12:00:00 AM,13:04,12/27/2012 12:00:00 AM,17:00,01/02/2013 12:00:00 AM,19:30,650,23G,Stealing Auto Parts/,422,64154,PP0347,NPD,U,1,VIC,,,,N,"5800 NW BARRY RD
KANSAS CITY, MO 64154
(39.24693821800048, -94.6483002979997)",14,5,3,81
130032457,05/13/2013 12:00:00 AM,7:45,05/12/2013 12:00:00 AM,17:30,05/13/2013 12:00:00 AM,7:20,502,220,Burglary - Non Resid,411,64118,PC0916,NPD,U,2,VIC,,,,N,"1600 NW VIVION RD
KANSAS CITY, MO 64118
(39.18199704200049, -94.60079955299966)",63,4,4,154
130000826,01/04/2013 12:00:00 AM,12:46,01/04/2013 12:00:00 AM,11:30,01/04/2013 12:00:00 AM,12:30,1401,290,Property Damage,143,64110,PJ3322,CPD,U,1,SUS,U,U,,N,"4100 PASEO
KANSAS CITY, MO 64110
(39.052202337000494, -94.56773557599968)",204,3,7,165
130000987,01/05/2013 12:00:00 AM,0:54,01/05/2013 12:00:00 AM,0:40,,,1401,290,Property Damage,231,64114,PJ5590,MPD,U,1,VIC,,,,N,"7400 WORNALL RD
KANSAS CITY, MO 64114
(38.99406204000047, -94.59425568999967)",147,1,7,162
130000194,01/01/2013 12:00:00 AM,20:39,01/01/2013 12:00:00 AM,20:29,,,630,23C,Stealing Shoplifting,533,64131,PJ6959,SPD,U,1,SUS,B,M,,N,"11000 HOLMES RD
KANSAS CITY, MO 64131
(38.927872548000494, -94.58321001099966)",188,1,7,163
130000751,01/04/2013 12:00:00 AM,6:30,01/04/2013 12:00:00 AM,1:27,,,690,23H,Stealing All Other,544,64139,PJ6538,SPD,U,1,SUS,U,M,,N,"13900 BLUE PK E
KANSAS CITY, MO 64139
(38.9675511800005, -94.40878907699965)",214,2,7,4
130000953,01/04/2013 12:00:00 AM,21:19,01/04/2013 12:00:00 AM,21:16,,,640,23F,Stealing From Auto,131,64109,PJ3034,CPD,U,1,SUS,U,U,,N,"1400 W 39 ST
KANSAS CITY, MO 64109
(39.05722778600045, -94.60286990099968)",232,4,7,50
130083624,11/17/2013 12:00:00 AM,8:38,11/17/2013 12:00:00 AM,8:15,,,1401,290,Property Damage,533,64114,PJ6830,SPD,U,1,ARR,W,M,31,N,"1000 CARONDELET DR
KANSAS CITY, MO 64114
(38.935051202000466, -94.6016736469997)",90,1,7,162
130000845,01/04/2013 12:00:00 AM,13:38,01/03/2013 12:00:00 AM,18:00,01/04/2013 12:00:00 AM,8:30,1401,290,Property Damage,422,64154,PP0285,NPD,N,1,VIC,W,F,49,N,"8800 N CHATHAM AV
KANSAS CITY, MO 64154
(39.25621096100048, -94.64057557899969)",14,5,3,81
130000638,01/03/2013 12:00:00 AM,15:11,01/03/2013 12:00:00 AM,7:30,01/03/2013 12:00:00 AM,15:00,501,220,Burglary - Residence,545,64134,PJ7230,SPD,U,1,SUS,U,U,,N,"11600 SYCAMORE DR
KANSAS CITY, MO 64134
(38.912677638000446, -94.50011311799966)",217,1,7,143
130001034,01/05/2013 12:00:00 AM,10:15,01/02/2013 12:00:00 AM,10:00,01/05/2013 12:00:00 AM,9:00,650,23G,Stealing Auto Parts/,344,64130,PJ2966,EPD,U,1,SUS,U,U,,N,"I 435 N TO I 70 W RA/I 70 HW
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)",175,2,7,157
130000802,01/04/2013 12:00:00 AM,11:04,01/04/2013 12:00:00 AM,10:50,,,302,120,Armed Robbery,141,64110,PJ2761,CPD,Y,2,SUS,B,M,19,Y,"400 E ARMOUR BL
KANSAS CITY, MO 64110
(39.06361767600049, -94.58034953799967)",41,4,7,19
130053505,07/28/2013 12:00:00 AM,19:54,07/28/2013 12:00:00 AM,19:50,,,630,23C,Stealing Shoplifting,224,64110,PJ4875,MPD,U,1,VIC,,,,N,"900 E 63 ST
KANSAS CITY, MO 64110
(39.013358440000445, -94.5762893809997)",235,1,7,165
130010462,02/13/2013 12:00:00 AM,8:35,02/12/2013 12:00:00 AM,18:15,02/13/2013 12:00:00 AM,7:15,670,23D,Stealing from Buildi,641,64119,PC0767,SCP,U,1,SUS,U,U,,N,"5200 NE VIVION RD
KANSAS CITY, MO 64119
(39.18812754600049, -94.5185731039997)",187,6,4,135
130001161,01/05/2013 12:00:00 AM,15:24,12/31/2012 12:00:00 AM,12:00,01/02/2013 12:00:00 AM,12:00,501,220,Burglary - Residence,132,64111,PJ2896,CPD,U,1,VIC,W,F,29,N,"3600 WYANDOTTE ST
KANSAS CITY, MO 64111
(39.06192278600048, -94.58816545599967)",32,4,7,50
130001035,01/05/2013 12:00:00 AM,10:16,01/04/2013 12:00:00 AM,19:15,01/05/2013 12:00:00 AM,9:00,1401,290,Property Damage,532,64137,PJ6534,SPD,U,1,SUS,U,U,,N,"5400 E 96 PL
KANSAS CITY, MO 64137
(38.949999197000466, -94.5266891229997)",108,2,7,149
130000978,01/04/2013 12:00:00 AM,23:28,01/04/2013 12:00:00 AM,20:30,,,1401,290,Property Damage,315,64123,PJ0360,EPD,U,1,SUS,U,U,,N,"100 HARDESTY AV
KANSAS CITY, MO 64123
(39.11236444600047, -94.51869979599968)",192,4,7,76
130000139,01/01/2013 12:00:00 AM,14:39,12/31/2012 12:00:00 AM,20:00,01/01/2013 12:00:00 AM,10:00,702,240,Auto Theft,342,64129,PJ2622,EPD,U,1,SUS,U,U,,N,"E 31 ST/STARK AV
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)",19,3,7,155
130000110,01/01/2013 12:00:00 AM,12:39,01/01/2013 12:00:00 AM,0:10,,,670,23D,Stealing from Buildi,133,64129,PJ3303,CPD,U,1,VIC,W,F,23,N,"4100 MILL ST
KANSAS CITY, MO 64129
(39.05235973000049, -94.59226539499969)",42,4,7,50
130050452,07/18/2013 12:00:00 AM,2:30,07/18/2013 12:00:00 AM,2:25,,,1401,290,Property Damage,532,64137,PJ6701,SPD,U,1,SUS,B,M,48,N,"10000 HARDESTY AV
KANSAS CITY, MO 64137
(38.94343208400045, -94.52628597899968)",108,2,7,149
130000949,01/04/2013 12:00:00 AM,21:03,01/04/2013 12:00:00 AM,8:00,01/04/2013 12:00:00 AM,17:20,501,220,Burglary - Residence,345,64133,PJ4399,EPD,U,1,SUS,W,M,,N,"4900 LOGAN AV
KANSAS CITY, MO 64133
(39.031582950000484, -94.40652559099965)",214,2,7,132
130000039,01/01/2013 12:00:00 AM,3:36,01/01/2013 12:00:00 AM,3:30,,,630,23C,Stealing Shoplifting,313,64124,PJ0684,EPD,U,1,SUS,B,M,,N,"3200 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.10610836900048, -94.5441397679997)",202,4,7,70
130001157,01/05/2013 12:00:00 AM,19:22,01/05/2013 12:00:00 AM,19:15,,,1401,290,Property Damage,342,64129,PJ2591,EPD,U,1,ARR,W,M,49,N,"3000 WALLACE AV
KANSAS CITY, MO 64129
(39.069102676000455, -94.48509576799967)",236,3,7,155
130000636,01/03/2013 12:00:00 AM,15:39,12/25/2012 12:00:00 AM,12:00,01/01/2013 12:00:00 AM,16:00,650,23G,Stealing Auto Parts/,222,64110,PJ4202,MPD,U,1,SUS,U,U,,N,"5200 WOODLAND AV
KANSAS CITY, MO 64110
(39.03220239600046, -94.5641858999997)",58,2,7,157
130000234,01/02/2013 12:00:00 AM,4:28,01/02/2013 12:00:00 AM,4:28,,,502,220,Burglary - Non Resid,631,64116,PC1274,SCP,U,1,SUS,U,U,,N,"1900 NE RUSSELL RD
KANSAS CITY, MO 64116
(39.16671113900048, -94.5567716169997)",150,6,4,167
120078763,01/25/2013 12:00:00 AM,11:12,01/25/2013 12:00:00 AM,,,,1122,26B,Credit/Debit/ATM Car,641,64119,PC0579,SCP,U,1,VIC,W,M,38,N,"6800 NE PLEASANT VALLEY RD
KANSAS CITY, MO 64119
(39.2166393280005, -94.49987966199967)",244,6,4,135
130000272,01/02/2013 12:00:00 AM,8:25,12/29/2012 12:00:00 AM,8:00,01/02/2013 12:00:00 AM,8:20,501,220,Burglary - Residence,134,64112,PJ3737,CPD,U,1,VIC,W,F,27,N,"4700 FAIRMOUNT AV
KANSAS CITY, MO 64112
(39.04260269700046, -94.60438594499965)",148,4,7,44
130000053,01/01/2013 12:00:00 AM,4:01,01/01/2013 12:00:00 AM,3:50,,,302,120,Armed Robbery,311,64123,PJ0278,EPD,U,2,SUS,W,M,21,Y,"N ASKEW AV/ST JOHN AV
KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)",174,4,7,76
130000243,01/02/2013 12:00:00 AM,6:59,01/01/2013 12:00:00 AM,11:00,01/02/2013 12:00:00 AM,6:15,650,23G,Stealing Auto Parts/,312,64126,PJ1096,EPD,N,1,VIC,W,M,68,N,"1000 NEWTON AV
KANSAS CITY, MO 64126
(39.09967228700049, -94.50415646999966)",218,4,7,94
130022082,04/03/2013 12:00:00 AM,12:50,04/01/2013 12:00:00 AM,13:30,04/02/2013 12:00:00 AM,1:30,670,23D,Stealing from Buildi,411,64116,PC1252,NPD,N,1,SUS,U,U,,N,"4000 N MULBERRY DR
KANSAS CITY, MO 64116
(39.167042979000485, -94.5953071729997)",63,4,4,167
130000310,01/02/2013 12:00:00 AM,11:06,01/01/2013 12:00:00 AM,12:01,,,1401,290,Property Damage,233,64114,PJ5919,MPD,U,1,SUS,U,U,,N,"00 W 81 TE
KANSAS CITY, MO 64114
(38.980331021000495, -94.59012939799965)",129,1,7,162
130000217,01/02/2013 12:00:00 AM,0:37,01/02/2013 12:00:00 AM,0:32,,,1050,250,Counterfeiting,232,64131,PJ5653,MPD,U,1,VIC,,,,N,"7500 TROOST AV
KANSAS CITY, MO 64131
(38.991464016000464, -94.57568838699967)",146,1,7,163
130000609,01/03/2013 12:00:00 AM,14:03,01/03/2013 12:00:00 AM,8:00,01/03/2013 12:00:00 AM,13:30,1401,290,Property Damage,411,64118,PC0863,NPD,U,1,SUS,U,U,,N,"00 NE 50 CT
KANSAS CITY, MO 64118
(39.18458296300048, -94.57747740599967)",82,6,4,154
130057342,08/11/2013 12:00:00 AM,22:29,08/11/2013 12:00:00 AM,22:29,,,1401,290,Property Damage,635,64119,PC0895,SCP,U,1,VIC,W,F,29,N,"5500 NE 51 ST
KANSAS CITY, MO 64119
(39.18615787300047, -94.51540007099965)",172,6,4,135
130001054,01/05/2013 12:00:00 AM,12:07,01/05/2013 12:00:00 AM,0:01,01/05/2013 12:00:00 AM,11:30,650,23G,Stealing Auto Parts/,545,64134,PJ6922,SPD,U,1,VIC,B,M,60,N,"8400 E 108 ST
KANSAS CITY, MO 64134
(38.927715959000466, -94.49274356499967)",200,1,7,143
130000555,02/13/2013 12:00:00 AM,9:20,01/02/2013 12:00:00 AM,9:15,01/02/2013 12:00:00 AM,17:30,690,23H,Stealing All Other,425,64153,PP0066,NPD,N,1,SUS,U,U,,N,"00 ROME CI
KANSAS CITY, MO 64153
(39.29533327700045, -94.71785826899969)",203,5,3,130
120035505,01/27/2013 12:00:00 AM,16:47,04/10/2012 12:00:00 AM,9:00,05/18/2012 12:00:00 AM,9:00,1122,26B,Credit/Debit/ATM Car,321,64127,PJ1173,EPD,U,1,VIC,B,M,60,N,"1200 BENTON BL
KANSAS CITY, MO 64127
(39.09850320400045, -94.54451639199965)",109,3,7,95
130000958,01/04/2013 12:00:00 AM,19:54,01/04/2013 12:00:00 AM,19:54,,,630,23C,Stealing Shoplifting,534,64137,PJ6844,SPD,U,2,SUS,B,F,18,N,"10500 GRANDVIEW RD
KANSAS CITY, MO 64137
(38.93557115800047, -94.54121546199968)",245,1,7,149
120089787,01/04/2013 12:00:00 AM,15:05,12/14/2012 12:00:00 AM,14:00,12/16/2012 12:00:00 AM,12:45,502,220,Burglary - Non Resid,243,64133,PJ5967,MPD,U,3,VIC,,,,N,"8500 E 80 TE
KANSAS CITY, MO 64133
(38.97834847900049, -94.48876980599965)",181,2,7,98
130001092,01/05/2013 12:00:00 AM,14:40,01/03/2012 12:00:00 AM,15:30,01/03/2013 12:00:00 AM,18:00,670,23D,Stealing from Buildi,212,64130,PJ4986,MPD,U,1,SUS,U,U,,N,"4200 E 63 ST
KANSAS CITY, MO 64130
(39.011708558000464, -94.53736020799965)",170,2,7,157
130008886,02/06/2013 12:00:00 AM,10:11,01/24/2013 12:00:00 AM,17:00,01/28/2013 12:00:00 AM,10:30,502,220,Burglary - Non Resid,345,64133,PJ3601,EPD,U,1,SUS,U,U,,N,"4200 BLUE RIDGE BL
KANSAS CITY, MO 64133
(39.044480527000474, -94.43881607199967)",37,3,7,37
130000326,01/02/2013 12:00:00 AM,11:40,12/16/2012 12:00:00 AM,12:00,01/01/2013 12:00:00 AM,17:00,670,23D,Stealing from Buildi,412,64118,PC0616,NPD,N,1,VIC,W,F,63,N,"6000 N JEFFERSON ST
KANSAS CITY, MO 64118
(39.20307309000049, -94.58775022299966)",225,5,4,154
130013620,02/28/2013 12:00:00 AM,4:25,02/27/2013 12:00:00 AM,14:00,02/28/2013 12:00:00 AM,4:20,1401,290,Property Damage,343,64127,PJ2110,EPD,U,1,VIC,B,M,60,N,"2400 OAKLEY AV
KANSAS CITY, MO 64127
(39.081017975000464, -94.51774632499968)",222,3,7,95
130000659,01/03/2013 12:00:00 AM,16:50,01/03/2013 12:00:00 AM,13:00,01/03/2013 12:00:00 AM,15:00,670,23D,Stealing from Buildi,241,64130,PJ4990,MPD,U,1,SUS,U,U,,N,"2300 E MEYER BL
KANSAS CITY, MO 64130
(39.00715878900047, -94.55978085299967)",49,2,7,151
130000350,01/02/2013 12:00:00 AM,13:08,01/02/2013 12:00:00 AM,13:08,,,690,23H,Stealing All Other,232,64131,PJ5614,MPD,U,1,VIC,,,,N,"600 E 75 ST
KANSAS CITY, MO 64131
(38.9918685130005, -94.5823796149997)",146,1,7,163
130088214,12/07/2013 12:00:00 AM,0:01,12/07/2013 12:00:00 AM,0:01,,,501,220,Burglary - Residence,413,,PP0712,NPD,N,1,VIC,W,F,19,N,"5500 NW WAUKOMIS DR
KANSAS CITY, MO
(39.19533933100047, -94.60735709299968)",153,5,3,66
130000117,01/01/2013 12:00:00 AM,12:57,01/01/2013 12:00:00 AM,12:57,,,301,120,Strong Arm Robbery,332,64128,PJ2799,EPD,N,1,SUS,B,M,,N,"E 35 ST/PROSPECT AV
KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)",133,3,7,36
130001060,01/05/2013 12:00:00 AM,12:32,11/05/2012 12:00:00 AM,17:00,,,670,23D,Stealing from Buildi,231,64113,PJ5344,MPD,U,1,SUS,U,U,,N,"00 E 70 TE
KANSAS CITY, MO 64113
(39.000081768000484, -94.58448759299966)",118,1,7,164
120075126,02/08/2013 12:00:00 AM,8:07,10/19/2012 12:00:00 AM,5:45,10/19/2012 12:00:00 AM,15:00,690,23H,Stealing All Other,425,64154,PP0205,NPD,U,1,VIC,A,M,30,N,"00 BEIRUT CI
KANSAS CITY, MO 64154
(39.29502328800049, -94.71447938599965)",203,5,3,130
130000687,01/03/2013 12:00:00 AM,18:40,01/03/2013 12:00:00 AM,18:40,,,630,23C,Stealing Shoplifting,345,64133,PJ3601,EPD,U,1,ARR,W,F,28,N,"11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)",,,7,146
