"service_order_number","date_opened","structure_status","address","city","state","zip_code","neighborhood","latitude","longitude","kivapin","property_owner","demolition_ordered_date","project_phase","structure_type","structure_rating","mapped_location"
"1053728","2011-11-16T00:00:00.000","Closed (City Demolition)","2348 Topping Ave","KANSAS CITY","MO","64127","South Blue Valley","39.081436","-94.515727","20143","Land Bank",,"Land Bank Round 3",,,"2348 Topping Ave
KANSAS CITY,  64127
(39.081436, -94.515727)"
"1087535","2013-05-01T00:00:00.000","Closed (Sent to Receivership)","2312 HOLLY ST","KANSAS CITY","MO","64108","Westside South","39.085469","-94.598737","124133","Private",,,"House","Repair/Receivership","2312 HOLLY ST
KANSAS CITY,  64108
(39.085469, -94.598737)"
"1152007","2016-01-26T00:00:00.000","Closed (Owner Repair)","5700 Newton Ave","KANSAS CITY","MO","64129","Brown Estates","39.022023","-94.507866","54646","Private",,"47/63 Strategic Area","House","Repair/Receivership","5700 Newton Ave
KANSAS CITY,  64129
(39.022023, -94.507866)"
"1073010","2013-01-25T00:00:00.000","Downgraded/No Longer a DB","3121 BENTON BLVD","KANSAS CITY","MO","64128","Santa Fe","39.069064","-94.549047","25199","Private",,,"Apartment Building","Repair/Receivership","3121 BENTON BLVD
KANSAS CITY,  64128
(39.069064, -94.549047)"
"1047154","2011-04-22T00:00:00.000","On Hold - LB Sold","3830 CHESTNUT AVE","KANSAS CITY","MO","64128","Oak Park Northwest","39.056049","-94.551565","28964","Private",,"Dollar House (sold)","House","Repair/Receivership","3830 CHESTNUT AVE
KANSAS CITY,  64128
(39.056049, -94.551565)"
"1152522","2016-02-24T00:00:00.000","Closed (Owner Demolition)","6124 Harrison St","KANSAS CITY","MO","64110","Western 49-63","39.015579","-94.575935","106352","Private",,,"Accessory Building","Regular Demolition","6124 Harrison St
KANSAS CITY,  64110
(39.015579, -94.575935)"
"1154673","2016-04-05T00:00:00.000","Closed (Owner Repair)","3246 Smart Ave","KANSAS CITY","MO","64124","Scarritt Point","39.109894","-94.542299","40950","Private",,,,,"3246 Smart Ave
KANSAS CITY,  64124
(39.109894, -94.542299)"
"1061911","2012-04-18T00:00:00.000","Closed (City Demolition)","5617 E 36th Ter","KANSAS CITY","MO","64128","Dunbar","39.058621","-94.5175","30925","Land Bank",,"Dollar House List",,,"5617 E 36th Ter
KANSAS CITY,  64128
(39.058621, -94.5175)"
"1149984","2015-12-15T00:00:00.000","Closed (Sent to Receivership)","2318 Chelsea Ave","KANSAS CITY","MO","64127","East Community Team South","39.082829","-94.52693","19031","Private",,,"House","Repair/Receivership","2318 Chelsea Ave
KANSAS CITY,  64127
(39.082829, -94.52693)"
"1109655","2014-04-15T00:00:00.000","Downgraded/No Longer a DB","2613 Askew Ave","KANSAS CITY","MO","64127","Washington Wheatley","39.078004","-94.540625","17360","Private",,,"House","Repair/Receivership","2613 Askew Ave
KANSAS CITY,  64127
(39.078004, -94.540625)"
"1065790","2012-05-30T00:00:00.000","Closed (City Demolition)","1821 ASKEW AVE","KANSAS CITY","MO","64127","East Community Team North","39.089621","-94.539971","14961","Land Bank",,"Land Bank Round 3",,,"1821 ASKEW AVE
KANSAS CITY,  64127
(39.089621, -94.539971)"
"1148806","2015-11-12T00:00:00.000","Closed (City Demolition)","4409 E 9th St","KANSAS CITY","MO","64127","Lykins","39.101564","-94.52983","8297","Land Bank",,,"Apartment Building","High Priority","4409 E 9th St
KANSAS CITY,  64127
(39.101564, -94.52983)"
"1047795","2010-11-01T00:00:00.000","Closed (Owner Demolition)","5204 E 51ST ST","KANSAS CITY","MO","64130","Brown Estates","39.033187","-94.524095","33576","Private",,"47/63 Strategic Area","House","Regular Demolition","5204 E 51ST ST
KANSAS CITY,  64130
(39.033187, -94.524095)"
"1132921","2014-11-20T00:00:00.000","Closed (City Demolition)","2803 Highland Ave","KANSAS CITY","MO","64109","Mount Hope","39.075451","-94.562709","27074","Private",,"Accelerated Priority","House","High Priority","2803 Highland Ave
KANSAS CITY,  64109
(39.075451, -94.562709)"
"1169110","2016-11-01T00:00:00.000","Closed (City Demolition)","2220 Quincy Ave","KANSAS CITY","MO","64127","East Community Team North","39.084424","-94.523625","17802","Land Bank",,"was List 4",,,"2220 Quincy Ave
KANSAS CITY,  64127
(39.084424, -94.523625)"
"1147676","2015-10-20T00:00:00.000","Closed (Owner Repair)","5411 Norton Ave","KANSAS CITY","MO","64130","Swope Parkway-Elmwood","39.02727","-94.537459","35878","Private",,,"House","Repair/Receivership","5411 Norton Ave
KANSAS CITY,  64130
(39.02727, -94.537459)"
"1124622","2014-10-20T00:00:00.000","Closed (Owner Repair)","3716 Garner Ave","KANSAS CITY","MO","64124","Scarritt Point","39.108798","-94.536658","42204","Private",,,"House","Regular Demolition","3716 Garner Ave
KANSAS CITY,  64124
(39.108798, -94.536658)"
"1064125","2012-05-10T00:00:00.000","Closed (City Demolition)","2731 OLIVE ST (garage)","KANSAS CITY","MO","64109","Key Coalition","39.075959","-94.55451","26619","Private",,"Accelerated Priority","House","High Priority","2731 OLIVE ST
garage) KANSAS CITY,  64109
(39.075959, -94.55451)"
"1061717","2014-10-13T00:00:00.000","Closed (City Deconstruction)","3635 E 58TH ST","KANSAS CITY","MO","64130","North Town Fork Creek","39.020697","-94.542866","37063","Land Bank",,"Candidate for Deconstruction (was Dollar House List)",,,"3635 E 58TH ST
KANSAS CITY,  64130
(39.020697, -94.542866)"
"1081350","2012-12-13T00:00:00.000","Closed (Owner Repair)","11424 PALMER AVE","KANSAS CITY","MO","64134","Ruskin Heights","38.915909","-94.502532","72532","Private",,,"House","Regular Demolition","11424 PALMER AVE
KANSAS CITY,  64134
(38.915909, -94.502532)"
"1055005","2014-08-06T00:00:00.000","Demolition NTP Issued","3312 Charlotte St","KANSAS CITY","MO","64109","North Hyde Park","39.066516","-94.575937","128484","Private",,,"House","Repair/Receivership","3312 Charlotte St
KANSAS CITY,  64109
(39.066516, -94.575937)"
"1148013","2015-10-26T00:00:00.000","Downgraded/No Longer a DB","3629 Brooklyn Ave","KANSAS CITY","MO","64109","Ivanhoe Northeast","39.059901","-94.557635","133770","Private",,,"House","Repair/Receivership","3629 Brooklyn Ave
KANSAS CITY,  64109
(39.059901, -94.557635)"
"1170389","2016-12-08T00:00:00.000","Closed (City Demolition)","4918 Swope Pkwy","KANSAS CITY","MO","64130","North Town Fork Creek","39.036736","-94.544228","35456","City",,,,,"4918 Swope Pkwy
KANSAS CITY,  64130
(39.036736, -94.544228)"
"1102911","2013-11-08T00:00:00.000","Downgraded/No Longer a DB","8118 HICKMAN MILLS DR","KANSAS CITY","MO","64132","Marlborough East","38.978263","-94.557584","5010","Land Bank",,,,,"8118 HICKMAN MILLS DR
KANSAS CITY,  64132
(38.978263, -94.557584)"
"1156086","2016-04-28T00:00:00.000","Closed (City Demolition)","1105 Bales Ave","KANSAS CITY","MO","64127","Lykins","39.099362","-94.540689","9958","Private",,,"House","High Priority","1105 Bales Ave
KANSAS CITY,  64127
(39.099362, -94.540689)"
"1079228","2015-02-03T00:00:00.000","Closed (Owner Repair)","7606 SNI-A-BAR TER","KANSAS CITY","MO","64129","Eastwood Hills East","39.035316","-94.49339","50449","Private",,"47/63 Strategic Area","House","Regular Demolition","7606 SNI-A-BAR TER
KANSAS CITY,  64129
(39.035316, -94.49339)"
"1064362","2012-06-22T00:00:00.000","Downgraded/No Longer a DB","3215 E 27th St","KANSAS CITY","MO","64128","Santa Fe","39.076527","-94.545212","24355","Land Bank",,,,,"3215 E 27th St
KANSAS CITY,  64128
(39.076527, -94.545212)"
"1069531","2012-07-24T00:00:00.000","Demolition NTP Issued","2714 Askew Ave","KANSAS CITY","MO","64128","Ingleside","39.076121","-94.541355","23750","Private",,,"House","Regular Demolition","2714 Askew Ave
KANSAS CITY,  64128
(39.076121, -94.541355)"
"1154414","2016-03-30T00:00:00.000","Closed (Owner Repair)","4842 Eastern Ave","KANSAS CITY","MO","64129","Eastwood Hills East","39.034187","-94.499421","54366","Private",,"47/63 Strategic Area","House","Regular Demolition","4842 Eastern Ave
KANSAS CITY,  64129
(39.034187, -94.499421)"
"1114082","2014-06-09T00:00:00.000","Downgraded/No Longer a DB","1200 Winchester Ave","KANSAS CITY","MO","64126","East Blue Valley","39.097035","-94.501169","6916","Private",,,"Commercial Building","Regular Demolition","1200 Winchester Ave
KANSAS CITY,  64126
(39.097035, -94.501169)"
"1166873","2016-09-23T00:00:00.000","Closed (City Demolition)","2408 Lister Ave","KANSAS CITY","MO","64127","East Community Team South","39.081747","-94.527847","19116","Land Bank",,,,,"2408 Lister Ave
KANSAS CITY,  64127
(39.081747, -94.527847)"
"1170688","2016-12-19T00:00:00.000","Closed (City Demolition)","1230 Benton Blvd","KANSAS CITY","MO","64127","Independence Plaza","39.097408","-94.544912","11031","Private",,,"House","Regular Demolition","1230 Benton Blvd
KANSAS CITY,  64127
(39.097408, -94.544912)"
"1078726","2012-10-18T00:00:00.000","Downgraded/No Longer a DB","4233 HARRISON","KANSAS CITY","MO","64110","South Hyde Park","39.049544","-94.573364","248906","Private",,,"House","High Priority","4233 HARRISON
KANSAS CITY,  64110
(39.049544, -94.573364)"
"1133425","2015-04-27T00:00:00.000","Closed (City Demolition)","715 Wheeling Ave","KANSAS CITY","MO","64125","Sheffield","39.103047","-94.510118","5515","Private",,,"House","High Priority","715 Wheeling Ave
KANSAS CITY,  64125
(39.103047, -94.510118)"
"1150715","2016-01-11T00:00:00.000","Closed (Owner Repair)","5642 Highland Ave","KANSAS CITY","MO","64110","Blue Hills","39.023423","-94.566191","146796","Private",,"47/63 Strategic Area","House","Regular Demolition","5642 Highland Ave
KANSAS CITY,  64110
(39.023423, -94.566191)"
"1175329","2017-04-10T00:00:00.000","Closed (City Demolition)","8207 Paseo","KANSAS CITY","MO","64132","Marlborough Heights/Marlborough Pride","38.978141","-94.566839","117244","Private",,"Accelerated Priority","House","High Priority","8207 Paseo
KANSAS CITY,  64132
(38.978141, -94.566839)"
"1148464","2015-11-04T00:00:00.000","Closed (Owner Demolition)","6135 Chestnut Ave","KANSAS CITY","MO","64130","South Town Fork Creek","39.014575","-94.553396","1211","Private",,,"House",,"6135 Chestnut Ave
KANSAS CITY,  64130
(39.014575, -94.553396)"
"1139426","2015-07-02T00:00:00.000","Closed (City Demolition)","1921 Prospect Ave","KANSAS CITY","MO","64127","Washington Wheatley","39.088586","-94.551591","15458","Land Bank",,"Accelerated Priority",,,"1921 Prospect Ave
KANSAS CITY,  64127
(39.088586, -94.551591)"
"1048503","2008-01-09T00:00:00.000","Closed (City Demolition)","3330 E 20TH ST","KANSAS CITY","MO","64127","Washington Wheatley","39.088185","-94.543033","15360","Land Bank",,"Industrial Donated Demolition",,,"3330 E 20TH ST
KANSAS CITY,  64127
(39.088185, -94.543033)"
"1047991","2010-06-18T00:00:00.000","Closed (Owner Repair)","5312 RINKER RD","KANSAS CITY","MO","64129","Eastwood Hills East","39.026585","-94.488971","51232","Private",,"Dollar House (sold)","House",,"5312 RINKER RD
KANSAS CITY,  64129
(39.026585, -94.488971)"
"1154812","2016-04-07T00:00:00.000","Closed (City Demolition)","3801 Monroe Ave","KANSAS CITY","MO","64128","Palestine West And Oak Park No","39.056689","-94.540488","28173","Private",,,"House","High Priority","3801 Monroe Ave
KANSAS CITY,  64128
(39.056689, -94.540488)"
"1154579","2016-04-04T00:00:00.000","Closed (City Demolition)","2746 Denver Ave","KANSAS CITY","MO","64128","East Community Team South","39.074493","-94.523313","21720","Private",,,"House","Regular Demolition","2746 Denver Ave
KANSAS CITY,  64128
(39.074493, -94.523313)"
"1166897","2016-09-23T00:00:00.000","Closed (City Demolition)","3314 Indiana Ave","KANSAS CITY","MO","64128","Oak Park Northwest","39.065412","-94.5442","25612","Land Bank",,,,,"3314 Indiana Ave
KANSAS CITY,  64128
(39.065412, -94.5442)"
"1156708","2012-10-11T00:00:00.000","Closed (City Demolition)","5839 Agnes Ave","KANSAS CITY","MO","64130","North Town Fork Creek","39.019661","-94.550777","36840","Private",,,,,"5839 Agnes Ave
KANSAS CITY,  64130
(39.019661, -94.550777)"
"1171623","2017-01-17T00:00:00.000","Closed (City Demolition)","631 Spruce","KANSAS CITY","MO","64124","Lykins","39.104347","-94.531248","8146","Land Bank",,,,,"631 Spruce
KANSAS CITY,  64124
(39.104347, -94.531248)"
"1047432","2010-03-10T00:00:00.000","Closed (Owner Repair)","5011 EUCLID AVE","KANSAS CITY","MO","64130","Blue Hills","39.035365","-94.561316","138760","Private",,,"House","Repair/Receivership","5011 EUCLID AVE
KANSAS CITY,  64130
(39.035365, -94.561316)"
"1149137","2014-10-01T00:00:00.000","Closed (Owner Demolition)","3235 Troost Ave","KANSAS CITY","MO","64109","Center City","39.067392","-94.57084","220692","Private",,,,,"3235 Troost Ave
KANSAS CITY,  64109
(39.067392, -94.57084)"
"1092469","2013-06-07T00:00:00.000","Closed (City Demolition)","5606 E 34TH TER","KANSAS CITY","MO","64128","Dunbar","39.062949","-94.518488","23475","Land Bank",,,"House","High Priority","5606 E 34TH TER
KANSAS CITY,  64128
(39.062949, -94.518488)"
"1153946","2016-02-29T00:00:00.000","Closed (City Demolition)","3137 Elmwood Ave","KANSAS CITY","MO","64128","Knoches Park","39.067763","-94.52961","22906","Land Bank",,"Land Bank Unclaimed",,,"3137 Elmwood Ave
KANSAS CITY,  64128
(39.067763, -94.52961)"
"1154469","2016-03-31T00:00:00.000","Closed (City Demolition)","4017 E 58th St","KANSAS CITY","MO","64130","Swope Parkway-Elmwood","39.020293","-94.538744","37364","Land Bank",,"Kissick Donated Demolition",,,"4017 E 58th St
KANSAS CITY,  64130
(39.020293, -94.538744)"
"1047527","2009-02-06T00:00:00.000","Downgraded/No Longer a DB","5613 BONITA AVE","KANSAS CITY","MO","64128","South Blue Valley","39.073591","-94.517499","21620","Private",,,"House","More Information Needed","5613 BONITA AVE
KANSAS CITY,  64128
(39.073591, -94.517499)"
"1153178","2016-02-29T00:00:00.000","Closed (City Demolition)","2023 Chelsea Ave","KANSAS CITY","MO","64127","East Community Team North","39.08625","-94.526158","18826","Land Bank",,"Kissick Donated Demolition",,,"2023 Chelsea Ave
KANSAS CITY,  64127
(39.08625, -94.526158)"
"1130200","2015-03-05T00:00:00.000","Downgraded/No Longer a DB","5516 Jaudon Ave","KANSAS CITY","MO","64130","North Town Fork Creek","39.025464","-94.55037","36503","Private",,"47/63 Strategic Area","House","Regular Demolition","5516 Jaudon Ave
KANSAS CITY,  64130
(39.025464, -94.55037)"
"1147020","2015-10-08T00:00:00.000","Downgraded/No Longer a DB","816 Bales Ct","KANSAS CITY","MO","64124","Lykins","39.102507","-94.540082","9769","Private",,,"House","Repair/Receivership","816 Bales Ct
KANSAS CITY,  64124
(39.102507, -94.540082)"
"1127876","2015-01-09T00:00:00.000","Closed (Owner Repair)","4214 Flora Ave","KANSAS CITY","MO","64110","Ivanhoe Southwest","39.04996","-94.566996","136095","Private",,,"House","Repair/Receivership","4214 Flora Ave
KANSAS CITY,  64110
(39.04996, -94.566996)"
"1133920","2015-05-01T00:00:00.000","Closed (City Demolition)","6653 Bales Ave","KANSAS CITY","MO","64132","Swope Park Campus","39.005435","-94.545719","1944","Private",,,"House","Regular Demolition","6653 Bales Ave
KANSAS CITY,  64132
(39.005435, -94.545719)"
"1098466","2013-08-16T00:00:00.000","Downgraded/No Longer a DB","5128 INDIANA AVE","KANSAS CITY","MO","64130","North Town Fork Creek","39.03224","-94.545908","35965","Private",,"47/63 Strategic Area","House","Repair/Receivership","5128 INDIANA AVE
KANSAS CITY,  64130
(39.03224, -94.545908)"
"1147790","2013-03-01T00:00:00.000","Closed (City Demolition)","3403 COLLEGE AVE","KANSAS CITY","MO","64128","Oak Park Northwest","39.063985","-94.544808","25560","Land Bank",,,"House","High Priority","3403 COLLEGE AVE
KANSAS CITY,  64128
(39.063985, -94.544808)"
"1140338","2015-07-14T00:00:00.000","Closed (Owner Repair)","4928 Tracy Ave","KANSAS CITY","MO","64110","Eastern 49-63","39.036839","-94.571253","138191","Private",,,"House","Repair/Receivership","4928 Tracy Ave
KANSAS CITY,  64110
(39.036839, -94.571253)"
"1151233","2016-01-26T00:00:00.000","Downgraded/No Longer a DB","4313-15 Paseo","KANSAS CITY","MO","64110","Ivanhoe Southwest","39.048178","-94.567539","137470","Private",,,"Apartment Building","Repair/Receivership","4313 15
Paseo KANSAS CITY,  64110
(39.048178, -94.567539)"
"1108412","2014-03-25T00:00:00.000","Downgraded/No Longer a DB","6938 Askew Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.000372","-94.545464","2492","Private",,,"House","Repair/Receivership","6938 Askew Ave
KANSAS CITY,  64132
(39.000372, -94.545464)"
"1047572","2008-11-25T00:00:00.000","Closed (City Demolition)","3523 E 58TH TER","KANSAS CITY","MO","64130","North Town Fork Creek","39.019653","-94.544341","37136","Land Bank",,"47/63 Strategic Area","House","High Priority","3523 E 58TH TER
KANSAS CITY,  64130
(39.019653, -94.544341)"
"1047337","2007-03-12T00:00:00.000","Closed (City Demolition)","5636 AGNES AVE","KANSAS CITY","MO","64130","North Town Fork Creek","39.023203","-94.551546","36546","Private",,"47/63 Strategic Area","House","Regular Demolition","5636 AGNES AVE
KANSAS CITY,  64130
(39.023203, -94.551546)"
"1143720","2015-08-24T00:00:00.000","Downgraded/No Longer a DB","5310 Euclid Ave","KANSAS CITY","MO","64130","Blue Hills","39.029985","-94.562318","145792","Private",,"47/63 Strategic Area","House","Regular Demolition","5310 Euclid Ave
KANSAS CITY,  64130
(39.029985, -94.562318)"
"1047519","2010-02-18T00:00:00.000","Closed (City Demolition)","2900 ASKEW AVE","KANSAS CITY","MO","64128","Ingleside","39.072995","-94.541522","23874","Land Bank",,"Dollar House List",,,"2900 ASKEW AVE
KANSAS CITY,  64128
(39.072995, -94.541522)"
"1102997","2013-11-12T00:00:00.000","Closed (Owner Repair)","322 N LAWNDALE AVE","KANSAS CITY","MO","64123","North Indian Mound","39.114972","-94.515351","43023","Private",,,"House","Repair/Receivership","322 N LAWNDALE AVE
KANSAS CITY,  64123
(39.114972, -94.515351)"
"1154192","2016-03-25T00:00:00.000","Closed (City Demolition)","1810 E 41st St","KANSAS CITY","MO","64130","Ivanhoe Southwest","39.052394","-94.562504","136536","Land Bank",,"Land Bank Unclaimed",,,"1810 E 41st St
KANSAS CITY,  64130
(39.052394, -94.562504)"
"1047622","2008-06-28T00:00:00.000","Closed (City Demolition)","2632 Brighton Ave","KANSAS CITY","MO","64127","East Community Team South","39.076881","-94.525338","19946","Land Bank",,,"House","High Priority","2632 Brighton Ave
KANSAS CITY,  64127
(39.076881, -94.525338)"
"1070212","2012-08-02T00:00:00.000","Closed (Owner Repair)","5811 E 52ND TER","KANSAS CITY","MO","64129","Brown Estates","39.029148","-94.512715","54473","Private",,"47/63 Strategic Area","House","Repair/Receivership","5811 E 52ND TER
KANSAS CITY,  64129
(39.029148, -94.512715)"
"1080449","2012-11-27T00:00:00.000","Closed (City Demolition)","2324 KENSINGTON AVE","KANSAS CITY","MO","64127","East Community Team South","39.082906","-94.531987","19313","Land Bank",,"Kissick Donated Demolition (Dollar House List)",,,"2324 KENSINGTON AVE
KANSAS CITY,  64127
(39.082906, -94.531987)"
"1155482","2016-04-20T00:00:00.000","Closed (Owner Repair)","419 NW 81st St","KANSAS CITY","MO","64118","Jefferson Highlands","39.241157","-94.586267","92459","Private",,,"House","Regular Demolition","419 NW 81st St
KANSAS CITY,  64118
(39.241157, -94.586267)"
"1047240","2010-08-30T00:00:00.000","Closed (Owner Repair)","4920 WALROND AVE","KANSAS CITY","MO","64130","North Town Fork Creek","39.036318","-94.547981","35245","Private",,"47/63 Strategic Area","House","Regular Demolition","4920 WALROND AVE
KANSAS CITY,  64130
(39.036318, -94.547981)"
"1074306","2012-08-30T00:00:00.000","Closed (City Demolition)","3815 FLORA AVE","KANSAS CITY","MO","64109","Linwood Homeowners-Ivanhoe","39.056467","-94.565902","135023","Private",,,"House","Regular Demolition","3815 FLORA AVE
KANSAS CITY,  64109
(39.056467, -94.565902)"
"1061673","2012-04-13T00:00:00.000","Downgraded/No Longer a DB","3346 BELLEFONTAINE AVE","KANSAS CITY","MO","64128","Oak Park Northwest","39.064412","-94.547742","25633","Private",,,"House","Repair/Receivership","3346 BELLEFONTAINE AVE
KANSAS CITY,  64128
(39.064412, -94.547742)"
"1048070","2009-01-09T00:00:00.000","Closed (City Demolition)","723 CAMBRIDGE AVE","KANSAS CITY","MO","64125","Sheffield","39.102574","-94.501406","5130","Land Bank",,,"House","Regular Demolition","723 CAMBRIDGE AVE
KANSAS CITY,  64125
(39.102574, -94.501406)"
"1047790","2010-04-02T00:00:00.000","Closed (City Demolition)","5536 WOODLAND AVE","KANSAS CITY","MO","64110","Blue Hills","39.025189","-94.564928","146721","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"5536 WOODLAND AVE
KANSAS CITY,  64110
(39.025189, -94.564928)"
"1057208","2012-02-08T00:00:00.000","Closed (City Demolition)","3221 ROBERTS ST","KANSAS CITY","MO","64124","Scarritt Point","39.106754","-94.543768","41324","Land Bank",,"Accelerated Priority","House",,"3221 ROBERTS ST
KANSAS CITY,  64124
(39.106754, -94.543768)"
"1060454","2012-04-05T00:00:00.000","Closed (City Demolition)","8719 E 29th Ter","KANSAS CITY","MO","64129","Western Blue Township","39.069411","-94.480292","47717","Land Bank",,"Dollar House List",,,"8719 E 29th Ter
KANSAS CITY,  64129
(39.069411, -94.480292)"
"1166868","2016-09-23T00:00:00.000","Closed (City Demolition)","1321 Monroe Ave","KANSAS CITY","MO","64127","Lykins","39.096264","-94.538531","11418","Land Bank",,,,,"1321 Monroe Ave
KANSAS CITY,  64127
(39.096264, -94.538531)"
"1120511","2014-08-18T00:00:00.000","Closed (Owner Repair)","6621 E 13th St","KANSAS CITY","MO","64126","East Blue Valley","39.09529","-94.5045","7075","Private",,,"House",,"6621 E 13th St
KANSAS CITY,  64126
(39.09529, -94.5045)"
"1174252","2017-03-16T00:00:00.000","Closed (City Demolition)","3235 E 7th St","KANSAS CITY","MO","64124","Lykins","39.103908","-94.542336","10311","Land Bank",,,"House","High Priority","3235 E 7th St
KANSAS CITY,  64124
(39.103908, -94.542336)"
"1106199","2014-02-12T00:00:00.000","Closed (City Demolition)","6124 Agnes Ave","KANSAS CITY","MO","64130","South Town Fork Creek","39.014933","-94.551728","1167","Land Bank",,"Dollar House List",,,"6124 Agnes Ave
KANSAS CITY,  64130
(39.014933, -94.551728)"
"1060864","2012-04-06T00:00:00.000","Closed (City Demolition)","2208 CHELSEA AVE","KANSAS CITY","MO","64127","East Community Team North","39.084898","-94.526825","18848","Land Bank",,"Dollar House List",,,"2208 CHELSEA AVE
KANSAS CITY,  64127
(39.084898, -94.526825)"
"1064494","2014-08-05T00:00:00.000","On Hold - LB Sold","4441 PASEO","KANSAS CITY","MO","64110","Ivanhoe Southwest","39.045493","-94.567668","137482","Private",,,"House","Repair/Receivership","4441 PASEO
KANSAS CITY,  64110
(39.045493, -94.567668)"
"1096287","2013-07-18T00:00:00.000","Closed (Owner Repair)","3200 E 28th St","KANSAS CITY","MO","64128","Santa Fe","39.074946","-94.545855","24428","Private",,,"House","More Information Needed","3200 E 28th St
KANSAS CITY,  64128
(39.074946, -94.545855)"
"1069723","2012-07-27T00:00:00.000","Closed (City Demolition)","3115 POPLAR AVE","KANSAS CITY","MO","64128","Knoches Park","39.068427","-94.526487","22818","Land Bank",,"Dollar House List",,,"3115 POPLAR AVE
KANSAS CITY,  64128
(39.068427, -94.526487)"
"1064046","2012-05-10T00:00:00.000","Closed (Sent to Receivership)","2735 Brooklyn Ave","KANSAS CITY","MO","64109","Key Coalition","39.075948","-94.556812","26563","Private",,,"House","Repair/Receivership","2735 Brooklyn Ave
KANSAS CITY,  64109
(39.075948, -94.556812)"
"1142490","2015-08-10T00:00:00.000","Closed (City Demolition)","5619 E 56th St","KANSAS CITY","MO","64130","Brown Estates","39.023285","-94.519524","38163","Private",,"Dead End Case","House","Regular Demolition","5619 E 56th St
KANSAS CITY,  64130
(39.023285, -94.519524)"
"1077944","2012-10-04T00:00:00.000","Closed (City Demolition)","2008 Brighton Ave","KANSAS CITY","MO","64127","East Community Team North","39.08664","-94.52468","18715","Land Bank",,,,,"2008 Brighton Ave
KANSAS CITY,  64127
(39.08664, -94.52468)"
"1136391","2015-05-29T00:00:00.000","Closed (City Demolition)","5045 Brooklyn Ave (garage only)","KANSAS CITY","MO","64130","Blue Hills","39.034113","-94.559025","138903","Private",,"47/63 Strategic Area","Unattached Garage","High Priority","5045 Brooklyn Ave
garage only) KANSAS CITY,  64130
(39.034113, -94.559025)"
"1147014","2015-10-08T00:00:00.000","Downgraded/No Longer a DB","1522 Drury Ave","KANSAS CITY","MO","64127","West Blue Valley","39.093159","-94.518577","9443","Private",,,"House","Repair/Receivership","1522 Drury Ave
KANSAS CITY,  64127
(39.093159, -94.518577)"
"1047776","2009-01-12T00:00:00.000","Closed (City Demolition)","1625 E 77TH TER","KANSAS CITY","MO","64131","East Meyer 6","38.985748","-94.568536","116333","Private",,"Accelerated Priority","House","High Priority","1625 E 77TH TER
KANSAS CITY,  64131
(38.985748, -94.568536)"
"1069712","2012-07-27T00:00:00.000","Closed (City Demolition)","3814 E 25TH ST","KANSAS CITY","MO","64127","East Community Team South","39.08044","-94.53776","17126","Land Bank",,"Dollar House List",,,"3814 E 25TH ST
KANSAS CITY,  64127
(39.08044, -94.53776)"
"1079390","2012-11-01T00:00:00.000","Closed (Owner Demolition)","2517 AGNES AVE","KANSAS CITY","MO","64127","Washington Wheatley","39.079902","-94.547345","16696","Private",,,"Unattached Garage","High Priority","2517 AGNES AVE
KANSAS CITY,  64127
(39.079902, -94.547345)"
"1111440","2014-05-12T00:00:00.000","Closed (Owner Repair)","3910 N Garfield Ave","KANSAS CITY","MO","64116","River Forest","39.165049","-94.555534","85526","Private",,,"House","Repair/Receivership","3910 N Garfield Ave
KANSAS CITY,  64116
(39.165049, -94.555534)"
"1153381","2016-03-10T00:00:00.000","Closed (City Demolition)","4504 E 25th St","KANSAS CITY","MO","64127","East Community Team South","39.080185","-94.53047","19418","Land Bank",,"Kissick Donated Demolition",,,"4504 E 25th St
KANSAS CITY,  64127
(39.080185, -94.53047)"
"1130379","2015-03-09T00:00:00.000","Closed (City Demolition)","813 SPRUCE AVE","KANSAS CITY","MO","64124","Lykins","39.10251","-94.531337","8166","Land Bank",,"formerly Adam Jones list","House","High Priority","813 SPRUCE AVE
KANSAS CITY,  64124
(39.10251, -94.531337)"
"1152392","2016-02-22T00:00:00.000","Closed (Owner Repair)","6120 E 64th St","KANSAS CITY","MO","64133","Swope Park Ridge-Winchester","39.01025","-94.514814","240102","Private",,,"House","High Priority","6120 E 64th St
KANSAS CITY,  64133
(39.01025, -94.514814)"
"1139340","2015-07-01T00:00:00.000","Closed (Owner Repair)","4429 Wyoming St","KANSAS CITY","MO","64111","West Plaza","39.047102","-94.60437","141170","Private",,"AHA Candidate","House","Repair/Receivership","4429 Wyoming St
KANSAS CITY,  64111
(39.047102, -94.60437)"
"1126631","2013-01-14T00:00:00.000","Closed (City Demolition)","4407 E 30TH ST","KANSAS CITY","MO","64128","Knoches Park","39.070771","-94.531234","22586","Land Bank",,,"House","High Priority","4407 E 30TH ST
KANSAS CITY,  64128
(39.070771, -94.531234)"
"1127797","2015-01-07T00:00:00.000","Downgraded/No Longer a DB","1414 E 75th Ter","KANSAS CITY","MO","64131","East Meyer 6","38.990608","-94.570317","115893","Private",,,"House","Regular Demolition","1414 E 75th Ter
KANSAS CITY,  64131
(38.990608, -94.570317)"
