"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","zip_code","city","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"100006693","2010-01-27T00:00:00.000","10:35","2010-01-26T00:00:00.000","13:35","2010-01-26T00:00:00.000","17:00","1130","26A","Fraud Confidence Gam","221","4800  MAIN ST","64112","KANSAS CITY","PJ3870","MPD","U","1","VIC","W","F","29","4800 MAIN ST
KANSAS CITY, MO 64112
(39.038923921000446, -94.58714567899966)","N"
"100005498","2010-01-21T00:00:00.000","13:30","2010-01-20T00:00:00.000","16:30","2010-01-21T00:00:00.000","13:30","1401","290","Property Damage","412","700  NW 60 ST ","64118","KANSAS CITY","PC0599","NPD","N","1","VIC","W","M","54","700 60 ST
KANSAS CITY, MO 64118
(39.203011786000445, -94.58783125599967)","N"
"100014634","2010-02-28T00:00:00.000","2:52","2010-02-27T00:00:00.000","18:30","2010-02-27T00:00:00.000","22:30","702","240","Auto Theft","112","E 12 ST/OAK ST","64106","KANSAS CITY","PJ1026","CPD","U","1","SUS","U","U",,"12 ST OAK ST
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","N"
"100008877","2010-02-04T00:00:00.000","9:05","2010-02-03T00:00:00.000","17:00",,,"2601","90Z","Misc Violation","644","10900  N MANCHESTER AV","64157","KANSAS CITY","PC0124","SCP","N","1","SUS","B","M",,"10900 MANCHESTER AV
KANSAS CITY, MO 64157
(39.29139966600047, -94.48865225199967)","N"
"100004110","2010-01-17T00:00:00.000","10:46","2010-01-16T00:00:00.000","21:00","2010-01-17T00:00:00.000","9:00","1401","290","Property Damage","121","2100  LEXINGTON AV","64124","KANSAS CITY","PJ0389","CPD","U","1","SUS","U","U",,"2100 LEXINGTON AV
KANSAS CITY, MO 64124
(39.11111746000046, -94.55673288099968)","N"
"100001447","2010-01-06T00:00:00.000","19:58","2009-12-15T00:00:00.000","11:00","2010-01-06T00:00:00.000","19:40","831","13C","Intimidation","334","4000  E 46 TE","64130","KANSAS CITY","PJ3798","EPD","U","1","VIC","B","F","30","4000 46
TE KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"100040545","2010-05-31T00:00:00.000","22:32","2010-05-31T00:00:00.000","22:15",,,"802","13B","Non Agg Assault Dome","412","6200  N BELL ST","64151","KANSAS CITY","PP0674","NPD","Y","1","ARR","B","M","27","6200 BELL ST
KANSAS CITY, MO 64151
(39.20767504200046, -94.6051451519997)","N"
"100007177","2010-01-28T00:00:00.000","23:54","2010-01-28T00:00:00.000","23:54",,,"799",,"Auto Theft Outside S","321","I 70 HW/PROSPECT AV","64123","KANSAS CITY","PJ1259","EPD","U","1","VIC","U","F",,"70 HW PROSPECT AV
KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)","N"
"100010207","2010-02-09T00:00:00.000","17:27","2010-02-09T00:00:00.000","12:48","2010-02-09T00:00:00.000","15:15","670","23D","Stealing from Buildi","333","4200  CHESTNUT AV","64130","KANSAS CITY","PJ3440","EPD","U","1","SUS","U","U",,"4200 CHESTNUT AV
KANSAS CITY, MO 64130
(39.04982285700049, -94.5515861509997)","N"
"100015098","2010-03-02T00:00:00.000","4:01","2010-03-02T00:00:00.000","3:57","2010-03-02T00:00:00.000","3:59","502","220","Burglary - Non Resid","331","3000  PROSPECT AV","64127","KANSAS CITY","PJ2484","EPD","U","1","SUS","B","M",,"3000 PROSPECT AV
KANSAS CITY, MO 64127
(39.071602965000466, -94.55276582299967)","N"
"100005386","2010-01-22T00:00:00.000","7:15","2010-01-19T00:00:00.000","17:00","2010-01-20T00:00:00.000","9:00","650","23G","Stealing Auto Parts/","243","8300  HILLCREST RD","64138","KANSAS CITY","PJ6078","MPD","U","1","VIC","B","F","37","8300 HILLCREST RD
KANSAS CITY, MO 64138
(38.97465328900046, -94.52082743499966)","N"
"100006281","2010-01-25T00:00:00.000","14:46","2009-12-07T00:00:00.000","0:01","2010-01-25T00:00:00.000","8:30","1120","26A","Fraud","114","2700  MERCIER ST","64108","KANSAS CITY","PJ2175","CPD","U","1","VIC",,,,"2700 MERCIER ST
KANSAS CITY, MO 64108
(39.07788063000049, -94.59976191699968)","N"
"100000542","2010-01-03T00:00:00.000","13:26","2010-01-02T00:00:00.000","23:00","2010-01-03T00:00:00.000","12:00","1401","290","Property Damage","115","600  E 29 ST","64109","KANSAS CITY","PJ2367","CPD","U","1","VIC","W","F","28","600 29 ST
KANSAS CITY, MO 64109
(39.0743870660005, -94.57743986199966)","N"
"100013505","2010-02-23T00:00:00.000","11:34","2010-02-16T00:00:00.000","20:00",,,"1198","26E","Impersonation","421","8200  N EVERTON AV ","64156","KANSAS CITY","PP0375","NPD","U","1","VIC","A","F","26","8200 EVERTON AV
KANSAS CITY, MO 64156
(39.266613564000465, -94.5274164169997)","N"
"100007862","2010-01-31T00:00:00.000","12:06","2010-01-20T00:00:00.000","17:30","2010-01-31T00:00:00.000","11:40","650","23G","Stealing Auto Parts/","323","2400  PROSPECT AV","64127","KANSAS CITY","PJ1981","EPD","U","1","VIC","B","M","62","2400 PROSPECT AV
KANSAS CITY, MO 64127
(39.08292236700049, -94.55225534299967)","N"
"100004073","2010-01-17T00:00:00.000","5:14","2010-01-17T00:00:00.000","5:10",,,"1401","290","Property Damage","313","3500  INDEPENDENCE AV","64124","KANSAS CITY","PJ0619","EPD","U","1","SUS","U","U",,"3500 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.10594847300047, -94.54029991199968)","N"
"100017090","2010-03-09T00:00:00.000","16:38","2010-03-09T00:00:00.000","16:00","2010-03-09T00:00:00.000","16:30","1401","290","Property Damage","636","4800  N TULLIS AV","64119","KANSAS CITY","PC0963","SCP","N","1","VIC","W","M","34","4800 TULLIS AV
KANSAS CITY, MO 64119
(39.18078302300046, -94.48577561799965)","N"
"100005134","2010-01-21T00:00:00.000","9:04","2010-01-16T00:00:00.000","18:00","2010-01-20T00:00:00.000","19:00","1401","290","Property Damage","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100009926","2010-02-08T00:00:00.000","15:29","2010-02-08T00:00:00.000","15:15",,,"801","13B","Non Aggravated Assau","545","E 106 ST/GREENWOOD RD","64134","KANSAS CITY","PJ6826","SPD","N","1","SUS","B","M","14","106 ST GREENWOOD RD
KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"100006295","2010-01-25T00:00:00.000","16:24","2010-01-24T00:00:00.000","17:00","2010-01-25T00:00:00.000","5:00","650","23G","Stealing Auto Parts/","132","3700  WARWICK BL","64111","KANSAS CITY","PJ2978","CPD","U","1","SUS","U","U",,"3700 WARWICK
BL KANSAS CITY, MO 64111
(39.05995192800049, -94.58359600399967)","N"
"100013152","2010-02-21T00:00:00.000","22:03","2010-02-21T00:00:00.000","13:15","2010-02-21T00:00:00.000","15:00","650","23G","Stealing Auto Parts/","132","00  E ARMOUR BL","64111","KANSAS CITY","PJ2753","CPD","U","1","SUS","U","U",,"00 ARMOUR
BL KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","N"
"100015568","2010-03-03T00:00:00.000","21:27","2010-03-03T00:00:00.000","18:45","2010-03-03T00:00:00.000","20:15","640","23F","Stealing From Auto","212","4200  E 63 ST","64130","KANSAS CITY","PJ4986","MPD","U","1","SUS","U","U",,"4200 63 ST
KANSAS CITY, MO 64130
(39.011708558000464, -94.53736020799965)","N"
"100009103","2010-02-04T00:00:00.000","23:26","2010-02-04T00:00:00.000","23:15",,,"1401","290","Property Damage","241","2300  E MEYER BLVD","64132","KANSAS CITY","PJ4990","MPD","U","1","VIC",,,,"2300 MEYER BLVD
KANSAS CITY, MO 64132
(39.00715878900047, -94.55978085299967)","N"
"100005578","2010-01-22T00:00:00.000","17:41","2010-01-22T00:00:00.000","17:40",,,"802","13B","Non Agg Assault Dome","222","4900  BROOKLYN AV","64130","KANSAS CITY","PJ3966","MPD","U","1","ARR","B","F","34","4900 BROOKLYN AV
KANSAS CITY, MO 64130
(39.03743274900046, -94.55925638799965)","N"
"100017617","2010-03-11T00:00:00.000","14:12","2010-03-11T00:00:00.000","11:00","2010-03-11T00:00:00.000","11:30","702","240","Auto Theft","324","2400  LISTER AV","64127","KANSAS CITY","PJ2101","EPD","U","1","VIC","B","F","24","2400 LISTER AV
KANSAS CITY, MO 64127
(39.08200284500049, -94.5275552709997)","N"
"100006797","2010-01-27T00:00:00.000","15:01","2009-11-02T00:00:00.000","16:30","2009-11-02T00:00:00.000","17:30","501","220","Burglary - Residence","541","9400  WHITE AV","64138","KANSAS CITY","PJ6478","SPD","U","1","SUS","U","U",,"9400 WHITE AV
KANSAS CITY, MO 64138
(38.954560797000454, -94.5188857879997)","N"
"100016070","2010-03-05T00:00:00.000","17:28","2010-03-03T00:00:00.000","21:45","2010-03-04T00:00:00.000","7:30","702","240","Auto Theft","545","10400  MANCHESTER AV","64134","KANSAS CITY","PJ6804","SPD","U","1","SUS","U","U",,"10400 MANCHESTER AV
KANSAS CITY, MO 64134
(38.93612190900046, -94.49882544299965)","N"
"100002891","2010-01-12T00:00:00.000","19:08","2010-01-12T00:00:00.000","19:08",,,"301","120","Strong Arm Robbery","533","1000  W 103 ST","64114","KANSAS CITY","PJ6708","SPD","N","1","SUS","B","F",,"1000 103 ST
KANSAS CITY, MO 64114
(38.94189384200047, -94.60379099599965)","N"
"100013898","2010-02-24T00:00:00.000","22:10","2010-02-24T00:00:00.000","22:10",,,"1849","35A","Possession/Sale/Dist","222","E 51 ST/HIGHLAND AV","64110","KANSAS CITY","PJ4056","MPD","U","1","ARR","B","M","39","51 ST HIGHLAND AV
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)","N"
"100017266","2010-03-10T00:00:00.000","10:44","2010-03-09T00:00:00.000","8:00",,,"1198","26C","Impersonation","233","1400  E 80 ST","64131","KANSAS CITY","PJ5850","MPD","U","1","VIC","B","F","45","1400 80 ST
KANSAS CITY, MO 64131
(38.983037555000465, -94.57192956999967)","N"
"100016438","2010-03-07T00:00:00.000","2:39","2010-03-07T00:00:00.000","1:30","2010-03-07T00:00:00.000","2:25","640","23F","Stealing From Auto","114","AVENIDA CESAR CHAVEZ/SOUTHWEST BL","64108","KANSAS CITY","PJ1774","CPD","U","1","SUS","U","U",,"
AVENIDA CESAR CHAVEZ SOUTHWEST BL KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)","N"
"100004228","2010-01-17T00:00:00.000","21:41","2010-01-17T00:00:00.000","21:35",,,"802","13B","Non Agg Assault Dome","542","9300  NEWTON DR ","64134","KANSAS CITY","PJ6481","SPD","U","2","VIC","B","M","22","9300 NEWTON DR
KANSAS CITY, MO 64134
(38.908293940000476, -94.51444772699966)","N"
"100006087","2010-01-24T00:00:00.000","19:11","2010-01-22T00:00:00.000","18:30","2010-01-23T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","231","7100  PENNSYLVANIA AV","64114","KANSAS CITY","PJ5372","MPD","U","1","VIC","W","F","45","7100 PENNSYLVANIA AV
KANSAS CITY, MO 64114
(38.999551778000466, -94.59614600799966)","N"
"100000994","2010-01-05T00:00:00.000","10:29","2010-01-04T00:00:00.000","14:00","2010-01-04T00:00:00.000","15:00","501","220","Burglary - Residence","142","2000  E 36 ST","64129","KANSAS CITY","PJ2864","CPD","U","1","SUS","U","U",,"2000 36 ST
KANSAS CITY, MO 64129
(39.05947128600047, -94.50959860999967)","N"
"100094415","2010-12-05T00:00:00.000","8:44","2010-12-05T00:00:00.000","8:30",,,"1849","35A","Possession/Sale/Dist","112","1100  LOCUST ST","64109","KANSAS CITY","PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
KANSAS CITY, MO 64109
(39.100854728000456, -94.57737538399965)","N"
"100012601","2010-02-19T00:00:00.000","14:51","2010-02-19T00:00:00.000","7:10","2010-02-19T00:00:00.000","14:40","501","220","Burglary - Residence","223","5400  CHESTNUT AV","64130","KANSAS CITY","PJ4372","MPD","U","2","VIC","B","M","13","5400 CHESTNUT AV
KANSAS CITY, MO 64130
(39.02816251700045, -94.55279863199968)","N"
"100001487","2010-01-07T00:00:00.000","3:42","2010-01-06T00:00:00.000","22:45","2010-01-07T00:00:00.000","3:40","501","220","Burglary - Residence","545","11500  MANCHESTER AV","64134","KANSAS CITY","PJ7232","SPD","U","1","VIC","B","F","53","11500 MANCHESTER AV
KANSAS CITY, MO 64134
(38.914743316000454, -94.50158511699965)","N"
"100012612","2010-02-19T00:00:00.000","14:43","2010-02-19T00:00:00.000","14:42",,,"1401","290","Property Damage","345","9900  E 47 ST","64133","KANSAS CITY","PJ3890","EPD","U","1","SUS","W","F","29","9900 47 ST
KANSAS CITY, MO 64133
(39.03756777200044, -94.46286913799969)","N"
"100007043","2010-01-28T00:00:00.000","12:59","2010-01-27T00:00:00.000","21:00","2010-01-28T00:00:00.000","12:15","690","23H","Stealing All Other","142","3500  VIRGINIA AV","64109","KANSAS CITY","PJ2857","CPD","U","1","VIC","W","F","45","3500 VIRGINIA AV
KANSAS CITY, MO 64109
(39.06303148800049, -94.56829666499965)","N"
"100012644","2010-02-19T00:00:00.000","17:20","2010-02-19T00:00:00.000","17:20",,,"2601","90Z","Misc Violation","132","3500  MAIN ST","64111","KANSAS CITY","PJ2828","CPD","U","1","VIC",,,,"3500 MAIN ST
KANSAS CITY, MO 64111
(39.063691846000495, -94.5857111199997)","N"
"100008085","2010-02-01T00:00:00.000","10:17","2010-02-01T00:00:00.000","10:00",,,"501","220","Burglary - Residence","122","1600  ELLA FITZGERALD LN","64127","KANSAS CITY","PJ1056","CPD","U","1","SUS","U","U","99","1600 ELLA FITZGERALD LN
KANSAS CITY, MO 64127
(39.100264053000444, -94.5624117429997)","N"
"100016857","2010-03-08T00:00:00.000","18:30","2010-03-07T00:00:00.000","20:00","2010-03-08T00:00:00.000","17:00","1401","290","Property Damage","232","7100  WAYNE AV","64131","KANSAS CITY","PJ5418","MPD","U","1","SUS","U","U",,"7100 WAYNE AV
KANSAS CITY, MO 64131
(38.99833302100046, -94.56841542699965)","N"
"100011565","2010-02-15T00:00:00.000","11:25","2010-02-14T00:00:00.000","17:30","2010-02-14T00:00:00.000","17:46","801","13B","Non Aggravated Assau","122","1600  ELLA FITZGERALD LN","64127","KANSAS CITY","PJ1056","CPD","N","1","SUS","B","M","32","1600 ELLA FITZGERALD LN
KANSAS CITY, MO 64127
(39.100264053000444, -94.5624117429997)","N"
"100000246","2010-01-01T00:00:00.000","22:35","2010-01-01T00:00:00.000","10:00","2010-01-01T00:00:00.000","11:00","1401","290","Property Damage","341","6000  E 15 TE","64127","KANSAS CITY","PJ1431","EPD","N","1","VIC","W","F","46","6000 15
TE KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"100005097","2010-01-21T00:00:00.000","20:30","2010-01-21T00:00:00.000","20:30",,,"1849","35A","Possession/Sale/Dist","321","E 11 ST/JACKSON AV","64123","KANSAS CITY","PJ1004","EPD","U","1","VIC","W","M","27","11 ST JACKSON AV
KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)","N"
"100008946","2010-02-04T00:00:00.000","13:14","2010-02-01T00:00:00.000","0:01","2010-02-04T00:00:00.000","12:00","650","23G","Stealing Auto Parts/","133","4000  OAK ST","64111","KANSAS CITY","PJ3267","CPD","U","1","VIC","W","M","45","4000 OAK ST
KANSAS CITY, MO 64111
(39.05373259300046, -94.58163580699966)","N"
"100009707","2010-02-07T00:00:00.000","18:19","2010-02-07T00:00:00.000","11:00","2010-02-07T00:00:00.000","18:00","670","23D","Stealing from Buildi","321","1000  JACKSON AV","64127","KANSAS CITY","PJ1004","EPD","U","1","VIC","W","M","53","1000 JACKSON AV
KANSAS CITY, MO 64127
(39.10045399800049, -94.53321595899968)","N"
"100002995","2010-01-13T00:00:00.000","10:17","2010-01-13T00:00:00.000","10:17",,,"1850","35B","Possession of Drug E","223","2800  E 53 ST","64130","KANSAS CITY","PJ4296","MPD","U","1","VIC",,,,"2800 53 ST
KANSAS CITY, MO 64130
(39.03006299800046, -94.55252121599966)","N"
"100001413","2010-01-06T00:00:00.000","16:39","2009-12-31T00:00:00.000","16:00",,,"802","13B","Non Agg Assault Dome","641","10900  N WINDSOR","64157","KANSAS CITY","PC0579","SCP","Y","1","SUS","W","M","50","10900 WINDSOR
KANSAS CITY, MO 64157
(39.27803223900048, -94.47222615699968)","N"
"100012074","2010-02-17T00:00:00.000","12:52","2010-02-17T00:00:00.000","12:52",,,"2601","90Z","Misc Violation","425","10300  NW PRAIRIE VIEW RD","64153","KANSAS CITY","PP0256","NPD","U","1","VIC","U","U",,"10300 PRAIRIE VIEW RD
KANSAS CITY, MO 64153
(39.28052971700049, -94.67510570399969)","N"
"100004839","2010-01-20T00:00:00.000","6:30","2010-01-20T00:00:00.000","6:30",,,"690","23H","Stealing All Other","312","EWING AV/E INDEPENDENCE AV","64124","KANSAS CITY","PJ0703","EPD","U","2","ARR","W","M","19","
EWING AV E INDEPENDENCE AV KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)","N"
"100000055","2010-01-01T00:00:00.000","2:34","2010-01-01T00:00:00.000","2:30",,,"801","13B","Non Aggravated Assau","113","E TRUMAN RD/WALNUT ST","64108","KANSAS CITY","PJ1306","CPD","N","1","SUS","W","M","28","
E TRUMAN RD WALNUT ST KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)","N"
"100012179","2010-02-17T00:00:00.000","20:21","2010-02-16T00:00:00.000","22:00","2010-02-17T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","125","3300  WABASH AV","64109","KANSAS CITY","PJ2730","CPD","U","1","VIC","B","M","49","3300 WABASH AV
KANSAS CITY, MO 64109
(39.06615231300049, -94.55421553999969)","N"
"100006525","2010-01-26T00:00:00.000","15:54","2010-01-26T00:00:00.000","8:00","2010-01-26T00:00:00.000","15:00","650","23G","Stealing Auto Parts/","134","4400  WORNALL RD","64111","KANSAS CITY","PJ3485","CPD","U","1","VIC","B","F","30","4400 WORNALL RD
KANSAS CITY, MO 64111
(39.04635339100048, -94.59018369999967)","N"
"100012086","2010-02-17T00:00:00.000","14:20","2010-01-15T00:00:00.000","10:30","2010-01-15T00:00:00.000","15:30","670","23D","Stealing from Buildi","113","1200  WYANDOTTE ST","64105","KANSAS CITY","PJ1083","CPD","U","1","SUS","U","U",,"1200 WYANDOTTE ST
KANSAS CITY, MO 64105
(39.099894238000445, -94.58560954099966)","N"
"100006258","2010-01-25T00:00:00.000","13:00","2010-01-23T00:00:00.000","15:00","2010-01-23T00:00:00.000","21:00","2601","90Z","Misc Violation","415","4300  NW 79 ST","64151","KANSAS CITY","PP0434","NPD","U","1","SUS","U","U",,"4300 79 ST
KANSAS CITY, MO 64151
(39.2375114190005, -94.62612800999966)","N"
"100016881","2010-03-08T00:00:00.000","20:37","2010-03-03T00:00:00.000","7:20",,,"690","23H","Stealing All Other","542","9000  OLD SANTA FE RD","64138","KANSAS CITY","PJ6346","SPD","U","1","SUS","B","M","16","9000 OLD SANTA FE RD
KANSAS CITY, MO 64138
(38.96073512400045, -94.50479486799969)","N"
"100011567","2010-02-15T00:00:00.000","12:21","2010-02-14T00:00:00.000","17:00","2010-02-15T00:00:00.000","12:00","1401","290","Property Damage","642","NE 85 TE/N HIGHLAND AV","64155","KANSAS CITY","PC0335","SCP","N","1","VIC","W","F","24","85 TE N HIGHLAND AV
KANSAS CITY, MO 64155
(39.27609002000048, -94.57066660199968)","N"
"100003160","2010-01-13T00:00:00.000","19:16","2010-01-12T00:00:00.000","19:27","2010-01-13T00:00:00.000","18:44","831","13C","Intimidation","642","8300  N VIRGINIA AV","64118","KANSAS CITY","PC0381","SCP","U","1","SUS","U","U",,"8300 VIRGINIA AV
KANSAS CITY, MO 64118
(39.244582428000456, -94.56397270599967)","N"
"100011977","2010-02-17T00:00:00.000","8:16","2010-02-17T00:00:00.000","1:00","2010-02-17T00:00:00.000","8:00","702","240","Auto Theft","224","6000  BLUE HILLS RD","64110","KANSAS CITY","PJ4734","MPD","U","1","SUS","U","U",,"6000 BLUE HILLS RD
KANSAS CITY, MO 64110
(39.018106731000444, -94.56850081299967)","N"
"100013404","2010-02-22T00:00:00.000","21:54","2010-02-22T00:00:00.000","21:54",,,"302","120","Armed Robbery","224","1600  E 63 ST","64130","KANSAS CITY","PJ4883","MPD","U","1","VIC","A","F","24","1600 63 ST
KANSAS CITY, MO 64130
(39.01187021700048, -94.54207662999966)","Y"
"100002014","2010-01-09T00:00:00.000","8:57","2010-01-08T00:00:00.000","21:00","2010-01-09T00:00:00.000","8:50","501","220","Burglary - Residence","534","11100  ELMWOOD AV","64137","KANSAS CITY","PJ7045","SPD","U","1","VIC","B","M","34","11100 ELMWOOD AV
KANSAS CITY, MO 64137
(38.9239220340005, -94.53613021499967)","N"
"100001185","2010-01-05T00:00:00.000","18:58","2010-01-05T00:00:00.000","18:30",,,"630","23C","Stealing Shoplifting","642","600  NE BARRY RD","64119","KANSAS CITY","PC0340","SCP","U","1","ARR","W","M","44","600 BARRY RD
KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)","N"
"100009783","2010-02-08T00:00:00.000","3:12","2010-02-08T00:00:00.000","3:00","2010-02-08T00:00:00.000","3:10","402","13A","Agg Assault - Drive-","313","800  MONROE AV","64124","KANSAS CITY","PJ0889","EPD","U","3","VIC","A","F","60","800 MONROE AV
KANSAS CITY, MO 64124
(39.10296257700048, -94.5389461319997)","Y"
"100009898","2010-02-08T00:00:00.000","13:40","2010-02-08T00:00:00.000","12:00","2010-02-08T00:00:00.000","13:00","802","13B","Non Agg Assault Dome","332","3300  MONROE AV","64130","KANSAS CITY","PJ2746","EPD","Y","1","SUS","B","M","33","3300 MONROE AV
KANSAS CITY, MO 64130
(39.06575482800048, -94.54041481999968)","N"
"100007789","2010-01-31T00:00:00.000","2:04","2010-01-31T00:00:00.000","2:00",,,"401","13A","Aggravated Assault (","224","6000  BLUE HILLS RD ","64130","KANSAS CITY","PJ4734","MPD","U","1","VIC","B","M","30","6000 BLUE HILLS RD
KANSAS CITY, MO 64130
(39.018106731000444, -94.56850081299967)","Y"
"100001175","2010-01-05T00:00:00.000","18:37","2010-01-05T00:00:00.000","18:37",,,"801","13B","Non Aggravated Assau","535","14500  S US 71 HWY WEST FRONT RD ","64147","KANSAS CITY","PJ7443","SPD","Y","1","ARR","B","M","20","14500 US 71 HWY WEST FRONT RD
KANSAS CITY, MO 64147
(38.85709245000049, -94.52893716899968)","N"
"100002555","2010-01-11T00:00:00.000","15:42","2010-01-11T00:00:00.000","8:00","2010-01-11T00:00:00.000","15:30","1401","290","Property Damage","331","3700  E LINWOOD BL","64128","KANSAS CITY","PJ2586","EPD","U","1","SUS","U","U",,"3700 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)","N"
"100032586","2010-05-04T00:00:00.000","12:05","2009-08-01T00:00:00.000","8:00","2010-04-22T00:00:00.000","12:00","831","13C","Intimidation","641","5800  N OAKLEY AV","64119","KANSAS CITY","PC0640","SCP","N","2","SUS","W","M","28","5800 OAKLEY AV
KANSAS CITY, MO 64119
(39.19926336500049, -94.51225546299969)","N"
"100007657","2010-01-30T00:00:00.000","14:23","2010-01-29T00:00:00.000","23:15","2010-01-30T00:00:00.000","9:00","690","23H","Stealing All Other","131","900  W 39 ST","64111","KANSAS CITY","PJ3046","CPD","U","1","VIC",,,,"900 39 ST
KANSAS CITY, MO 64111
(39.057023089000495, -94.59702834699965)","N"
"100004600","2010-01-19T00:00:00.000","10:57","2010-01-18T00:00:00.000","20:00","2010-01-19T00:00:00.000","10:30","650","23G","Stealing Auto Parts/","242","1800  E 76 TE","64132","KANSAS CITY","PJ5739","MPD","N","1","VIC","B","M","67","1800 76
TE KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)","N"
"100044359","2010-06-14T00:00:00.000","8:29","2010-06-13T00:00:00.000","22:00","2010-06-14T00:00:00.000","8:00","650","23G","Stealing Auto Parts/","231","1200  W 72 TE","64114","KANSAS CITY","PJ5436","MPD","U","1","SUS","U","U",,"1200 72
TE KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)","N"
"100004229","2010-01-17T00:00:00.000","22:05","2010-01-17T00:00:00.000","22:05",,,"2655","90J","Trespassing","115","E 24 ST/HOLMES ST","64108","KANSAS CITY","PJ1874","CPD","U","1","VIC",,,,"24 ST HOLMES ST
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)","N"
"100016356","2010-03-06T00:00:00.000","18:05","2010-03-06T00:00:00.000","18:05",,,"1849","35A","Possession/Sale/Dist","532","5600  E BANNISTER RD","64134","KANSAS CITY","PJ6529","SPD","U","2","VIC",,,,"5600 BANNISTER RD
KANSAS CITY, MO 64134
(38.94965093900049, -94.44286677299965)","N"
"100004482","2010-01-18T00:00:00.000","19:48","2010-01-18T00:00:00.000","15:00","2010-01-18T00:00:00.000","19:40","702","240","Auto Theft","315","500  N LAWNDALE AV","64123","KANSAS CITY","PJ0164","EPD","U","1","VIC","B","M","32","500 LAWNDALE AV
KANSAS CITY, MO 64123
(39.10681309200049, -94.51554575299969)","N"
"100013275","2010-02-22T00:00:00.000","12:54","2010-02-13T00:00:00.000","12:00",,,"1002","250","Forged Checks","642","1500  NE 99 ST","64155","KANSAS CITY","PC0227","SCP","N","1","SUS","U","U",,"1500 99 ST
KANSAS CITY, MO 64155
(39.272864944000446, -94.56245073999969)","N"
"100009438","2010-02-06T00:00:00.000","12:21","2010-02-05T00:00:00.000","23:00",,,"640","23F","Stealing From Auto","132","W 38 ST/MAIN ST","64131","KANSAS CITY","PJ2974","CPD","U","1","VIC","B","F","22","38 ST MAIN ST
KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"100016701","2010-03-08T00:00:00.000","8:55","2010-03-07T00:00:00.000","20:45","2010-03-08T00:00:00.000","8:55","1401","290","Property Damage","334","4000  E 47 ST","64130","KANSAS CITY","PJ3783","EPD","N","1","SUS","U","U",,"4000 47 ST
KANSAS CITY, MO 64130
(39.04053827100046, -94.53801281799969)","N"
"100038729","2010-05-25T00:00:00.000","9:41","2010-05-25T00:00:00.000","9:41",,,"1849","35A","Possession/Sale/Dist","123","E 18 ST/PASEO","64108","KANSAS CITY","PJ1515","CPD","U","1","VIC",,,,"18 ST
PASEO KANSAS CITY, MO 64108
(39.09105033800046, -94.58884958399966)","N"
"100077674","2010-10-06T00:00:00.000","13:00","2010-10-06T00:00:00.000","12:55",,,"670","23D","Stealing from Buildi","543","7000  E 111 ST","64134","KANSAS CITY","PJ7014","SPD","U","1","VIC",,,,"7000 111 ST
KANSAS CITY, MO 64134
(38.92254255600045, -94.50801934699967)","N"
"100009295","2010-02-05T00:00:00.000","20:45","2009-11-24T00:00:00.000","20:15","2010-02-05T00:00:00.000","19:50","2601","90Z","Misc Violation","121","500  HARRISON ST","64106","KANSAS CITY","PJ0437","CPD","U","1","VIC","B","F","39","500 HARRISON ST
KANSAS CITY, MO 64106
(39.110326425000494, -94.57219479199966)","N"
"100013920","2010-02-25T00:00:00.000","3:58","2010-02-25T00:00:00.000","3:58",,,"1401","290","Property Damage","341","5400  E TRUMAN RD","64127","KANSAS CITY","PJ1426","EPD","U","1","VIC",,,,"5400 TRUMAN RD
KANSAS CITY, MO 64127
(39.09412806600045, -94.5188988169997)","N"
