"fy","local_government_type","muni_name","www","_351_rate","_351_revenue","_1_info_revenue","_1_info__percentage","_2_reg_revenue","_2_reg__percentage","_3_ad_revenue","_3_ad__percentage","_4_art_revenue","_4_art__percentage","_5_hist_revenue","_5_hist__percentage","_9_sign_revenue","_9_sign__pecentage","_334_rate","_334_revenue"
"2018","city","City of Desoto",,"0.07","1057307","180715.88","0.17",,"0","19095","0.02","18153.02","0.02",,"0",,"0",,
"2019","city","City of Hutchins",,"0.07","169934",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Hutchins",,"0.07","180099.45",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Hutchins",,"0.07","192794.69",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Lewisville",,"0.07","2545311.3","803090.81","0.32",,"0","2300429.23","0.9","322024.11","0.13",,"0",,"0",,
"2021","city","City of Lewisville",,"0.07","1915655.84","694512.86","0.36",,"0","827526.23","0.43","199914.64","0.1",,"0",,"0",,
"2018","city","City of Lewisville",,"0.07","2548041.4","689024.3","0.27",,"0","786103.13","0.31","292562.5","0.11",,"0",,"0",,
"2017","city","City of Lewisville",,"0.07","2599624.03","673000.59","0.26",,"0","775668.9","0.3","319279.45","0.12",,"0",,"0",,
"2020","city","City of Lewisville",,"0.07","1655180.44","905266.74","0.55",,"0","398623.38","0.24","246976.95","0.15",,"0",,"0",,
"2020","city","City of Lancaster",,"0.07","246706","20422.6","0.08",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Lancaster",,"0.07","277359","21762.13","0.08",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Lancaster","http://lancaster-tx.com/586/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2018","city","City of Lancaster","http://www.lancaster-tx.com/DocumentCenter/View/12342/2018-Hotel-Occupancy-Tax-Report",,,,,,,,,,,,,,,,
"2019","city","City of Mesquite",,"0.07","1958665.23","531090.57","0.27",,"0","407815.01","0.21","234505.57","0.12","234505.57","0.12",,"0",,
"2018","city","City of Mesquite",,"0.07","1629513.83","527570.08","0.32","0","0","255295.3","0.16","192128.32","0.12","192128.32","0.12","0","0",,
"2017","city","City of Mesquite",,"0.07","1539447.83","461286.27","0.3",,"0","241592.39","0.16","179733.6","0.12","179733.6","0.12",,"0",,
"2017","city","City of Garland",,"0.07","1415395","177768","0.13","27360","0.02","395514","0.28","115898","0.08","58346","0.04",,"0",,
"2018","city","City of Garland",,"0.07","1431266","161860.29","0.11",,"0","408181.69","0.29","135934","0.1","90292.13","0.06","25000","0.02",,
"2021","city","City of Garland",,"0.07","1380570","29617","0.02",,"0","1029284","0.75","176416","0.13","145253","0.11",,"0",,
"2019","city","City of Garland",,"0.07","1525983","112910","0.07",,"0","709769","0.47","152559","0.1","113906","0.07","29500","0.02",,
"2020","city","City of Garland",,"0.07","1250292.78","50424.95","0.04",,"0","913068.79","0.73","160368","0.13","126431.04","0.1",,"0",,
"2021","town","Town of Sunnyvale","http://townofsunnyvale.org/financialtransparency",,,,,,,,,,,,,,,,
"2020","town","Town of Sunnyvale",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2017","city","City of Weslaco",,"0.07","444204.68","51440","0.12",,"0","172173","0.39",,"0","10000","0.02","10000","0.02",,
"2019","town","Town of Laguna Vista",,"0.07","35301.4","0","0","0","0","20000","0.57","0","0","0","0","8000","0.23",,
"2019","city","City of Roma",,"0.04","710.4",,"0",,"0","710.4","1",,"0",,"0",,"0",,
"2020","city","City of Roma",,"0.04","2612.64",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Roma",,"0.04","2373.6",,"0",,"0",,"0",,"0","720","0.3",,"0",,
"2017","city","City of Roma",,"0.04","701.4",,"0",,"0","701.4","1",,"0",,"0",,"0",,
"2018","city","City of Mcallen",,"0.07","3524271.75","1762135.88","0.5","0","0","1006884.44","0.29","755251.44","0.21","0","0","0","0",,
"2017","city","City of La Feria",,"0.07","20434.99",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Laredo",,"0.07","4410592","151603","0.03","2966093","0.67","304510","0.07","386458","0.09","15000","0","74254","0.02","0.0025","9313824"
"2018","city","City of Laredo",,"0.07","4230248",,"0","2836482","0.67","297209","0.07","441732","0.1","10445","0","202841","0.05","0.0025","8689743"
"2017","city","City of Laredo",,"0.07","3842752",,"0","2537361","0.66","273172","0.07","888598","0.23","73245","0.02","242825","0.06","0.0025","7883571"
"2021","city","City of Laredo",,"0.07","3201832.65",,"0","2957538.97","0.92","188005.49","0.06","311644.25","0.1",,"0","70918.67","0.02","0.0025","9588765.85"
"2020","city","City of Laredo",,"0.07","3256776.16","260216","0.08","2618627.74","0.8","291507.2","0.09","584794","0.18","0","0","47498.61","0.01","0.0025","8989040.12"
"2018","city","City of Alamo",,"0.07","87344.68",,"0",,"0",,"0","23000","0.26",,"0","63928.28","0.73",,
"2017","city","City of Raymondville",,"0.05","93123.28","30118.92","0.32","0","0","25115.67","0.27","0","0","12000","0.13","420","0",,
"2020","city","City of Raymondville",,"0.05","110504","19112","0.17","24417","0.22","25647","0.23",,"0","9000","0.08",,"0",,
"2019","city","City of Mcallen",,"0.07","4130349.31","2188661.59","0.53","0","0","1394330.81","0.34","547356.91","0.13","0","0","0","0","0.02","1180205.11"
"2017","city","City of Mcallen",,"0.07","3845867.6","1890898.8","0.49",,"0","1080184.37","0.28","874784.43","0.23",,"0",,"0",,
"2020","city","City of Mcallen",,"0.07","3086414.36","1592157.17","0.52",,"0","1096078.58","0.36","398178.61","0.13",,"0",,"0",,
"2021","city","City of Mcallen",,"0.07","3249439.53","1728164.74","0.53","0","0","1089082.36","0.34","432192.4","0.13","0","0","0","0","0.02","998742.41"
"2021","city","City of Raymondville",,"0.05","133061","36185","0.27",,"0","8461","0.06","15000","0.11",,"0",,"0",,
"2021","city","City of",,"0.07","494354.56","232500","0.47",,"0","42508","0.09",,"0",,"0",,"0",,
"2020","city","City of Mission",,"0.07","448409.11","370000","0.83",,"0","44692","0.1",,"0",,"0",,"0",,
"2017","city","City of Mission",,"0.07","526505.03","412500","0.78","0","0","22592","0.04","0","0","0","0","0","0",,
"2019","city","City of Mission",,"0.07","483377.05","370000","0.77",,"0","61817","0.13",,"0",,"0",,"0",,
"2019","city","City of Mercedes","https://cityofmercedes.com/wp-content/uploads/2020/02/Hotel-FY-18-19.pdf",,,,,,,,,,,,,,,,
"2021","city","City of Mercedes",,"0.07","95354",,"0",,"0","59974","0.63","11250","0.12","10000","0.1","14130","0.15",,
"2018","city","City of Mercedes","https://cityofmercedes.com/wp-content/uploads/2019/02/Hotel-Motel-FY-17-18.pdf",,,,,,,,,,,,,,,,
"2018","city","City of Brownsville",,"0.07","1567755.67","650451.82","0.41",,"0","494788.14","0.32","216817.27","0.14","205698.44","0.13",,"0",,
"2017","city","City of Brownsville",,"0.07","1366588.07","566989","0.41",,"0","431299","0.32","188996","0.14","179304","0.13",,"0",,
"2019","city","City of Brownsville",,"0.07","1650122.78","592433.56","0.36",,"0","615586.32","0.37","235042.05","0.14","207060.85","0.13",,"0",,
"2020","city","City of Brownsville",,"0.07","1494052.71","548635.83","0.37",,"0","545498.37","0.37","223763.93","0.15","176154.58","0.12",,"0",,
"2021","city","City of Brownsville",,"0.07","1592720.09","779599.08","0.49",,"0","524426.45","0.33","199942.37","0.13","88752.19","0.06",,"0",,
"2021","county","Cameron County",,"0","0",,,,,,,,,,,,,"0.02","1722441.03"
"2020","city","City of Mercedes","https://cityofmercedes.com/wp-content/uploads/2020/11/COM-Hotel-Motel-FY19-20.pdf",,,,,,,,,,,,,,,,
"2021","city","City of San Benito",,"0.07","86387.34","0","0","0","0","2207.56","0.03","204","0","0","0","0","0",,
"2017","city","City of Donna",,"0.07","140979.96","30728.83","0.22",,"0","105861.66","0.75",,"0","6300","0.04","6402","0.05",,
"2020","city","City of Palmview",,"0.07","5172.23",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Palmview",,"0.07","3148.72",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Pharr","http://pharr-tx.gov/finance/fiscal-transparency/",,,,,,,,,,,,,,,,
"2019","city","City of Pharr","http://pharr-tx.gov/departments/finance/fiscal-transparency/",,,,,,,,,,,,,,,,
"2017","city","City of Pharr",,"0.07","789619",,"0",,"0","452991","0.57",,"0",,"0",,"0",,
"2017","city","City of Edinburg",,"0.07","510247","186500.02","0.37","0","0","20056","0.04","50007.64","0.1","95000","0.19","0","0",,
"2020","city","City of Pearsall","https://www.cityofpearsall.org/170/Hotel-Occupancy-Tax",,,,,,,,,,,,,,,,
"2018","city","City of San Benito",,"0.07","79857.02",,"0",,"0","6000","0.08","15675.93","0.2",,"0",,"0",,
"2016","city","City of San Benito",,"0.07","75303.7",,"0","400","0.01",,"0",,"0",,"0",,"0",,
"2017","city","City of San Benito",,"0.07","68510.14",,"0",,"0","11400","0.17",,"0",,"0",,"0",,
"2020","city","City of San Benito",,"0.07","75517.64",,"0",,"0","4748.69","0.06","804.39","0.01",,"0",,"0",,
"2018","city","City of Mission",,"0.07","408547.32","370000","0.91",,"0","22592","0.06",,"0",,"0",,"0",,
"2019","city","City of Los Fresnos",,"0.07","18040",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Los Fresnos",,"0.07","17490",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Los Fresnos",,"0.07","14409.18",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Los Fresnos",,"0.07","6597.45",,"0",,"0","6597.45","1",,"0",,"0",,"0",,
"2018","city","City of Harlingen",,"0.07","1020303.25","630206.25","0.62",,"0","123294","0.12","196803","0.19","70000","0.07",,"0",,
"2019","city","City of Harlingen",,"0.07","1171919","557492","0.48",,"0","142417","0.12","199000","0.17","32000","0.03",,"0",,
"2017","city","City of Harlingen",,"0.07","954224","285065.31","0.3",,"0","294828.69","0.31","143100","0.15","32000","0.03",,"0",,
"2017","city","City of Mercedes",,"0.07","95909.97",,"0",,"0","58084.97","0.61","15000","0.16","10000","0.1","12825","0.13",,
"2017","city","City of Childress",,"0.007","395612.43","294020.63","0.74","0","0","60919.94","0.15","0","0","40671.86","0.1","0","0",,
"2021","city","City of Seymour",,"0.007","54058.59","5770","0.11",,"0","13662.8","0.25","4000","0.07","1200","0.02",,"0",,
"2021","city","City of Bowie",,"0.07","67081",,"0",,"0","37060","0.55",,"0",,"0",,"0",,
"2019","city","City of Bowie",,"0.07","93711.88",,"0",,"0","72064.64","0.77","13146.8","0.14",,"0",,"0",,
"2017","city","City of Bowie",,"0.07","84566.45",,"0",,"0","46188.25","0.55",,"0",,"0","11115.49","0.13",,
"2020","city","City of Bowie",,"0.07","63899",,"0",,"0","54330.25","0.85","10669.2","0.17",,"0",,"0",,
"2021","city","City of Haskell",,"0.07","81592.47",,"0",,"0","6707","0.08",,"0",,"0",,"0",,
"2018","city","City of Haskell",,"0.07","56053","28026.5","0.5",,"0","8515.54","0.15","1000","0.02","14124.23","0.25",,"0",,
"2017","city","City of Haskell",,"0.07","56557.56","28278.78","0.5",,"0","9741.22","0.17",,"0","12946.51","0.23",,"0",,
"2017","city","City of Throckmorton",,"0.06","2240.46","0","0","0","0","200","0.09","0","0","0","0","0","0",,
"2018","city","City of Throckmorton",,"0.06","1714.97","0","0","0","0","1006.35","0.59","0","0","0","0","0","0",,
"2019","city","City of Throckmorton",,"0.06","2066.74",,"0",,"0","2066.74","1",,"0",,"0",,"0",,
"2021","city","City of Throckmorton",,"0.06","3841.09",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Nocona",,"0.07","29342.97","6287.84","0.21",,"0","7237.84","0.25",,"0","12575.67","0.43",,"0",,
"2020","city","City of Nocona",,"0.07","29689.23","6362.44","0.21",,"0","7312.44","0.25",,"0","12724.88","0.43",,"0",,
"2017","city","City of Nocona",,"0.07","21907.12","4694.62","0.21",,"0","5569.62","0.25",,"0","9389.24","0.43",,"0",,
"2019","city","City of Nocona",,"0.07","27536.49","5900.92","0.21",,"0","6850.92","0.25",,"0","11801.82","0.43",,"0",,
"2018","town","Town of Nocona",,"0.07","28557.69","6119.91","0.21",,"0","7069.91","0.25",,"0","12239.82","0.43","2290","0.08",,
"2021","city","City of Wichita Falls",,"0.07","2046248.52","464159.69","0.23","0","0","77571.55","0.04","50000","0.02","0","0","0","0","0.02","582701.45"
"2020","city","City of Wichita Falls",,"0.07","1534678.32","483277.11","0.31",,"0","88256.78","0.06","86500","0.06",,"0",,"0",,
"2017","city","City of Wichita Falls",,"0.07","1825778.42","587874.24","0.32",,"0","112139.72","0.06","79720","0.04",,"0",,"0",,
"2018","city","City of Wichita Falls",,"0.07","1914596.71","594358","0.31",,"0","101863.23","0.05","82000","0.04",,"0",,"0",,
"2019","city","City of Wichita Falls",,"0.07","2038732.48","683584.97","0.34",,"0","108823.86","0.05","86500","0.04",,"0",,"0",,
"2020","city","City of Muenster",,"0.04","4624.23",,"0",,"0",,"0",,"0",,"0","5040","1.09",,
"2018","city","City of Muenster","https://www.cityofmuenstertx.com",,,,,,,,,,,,,,,,
"2019","city","City of Muenster","https://www.cityofmuenstertx.com/",,,,,,,,,,,,,,,,
"2017","city","City of Muenster",,"0.04","5507.1",,"0",,"0","958.28","0.17",,"0",,"0",,"0",,
"2020","city","City of Gainesville",,"0.07","647063","230144","0.36",,"0","178750","0.28","61500","0.1","45422","0.07",,"0",,
"2019","city","City of Childress",,"0.07","409619.97","98622.52","0.24","43138.36","0.11","79802.31","0.19","2250","0.01","44112.82","0.11","29211.1","0.07",,
"2021","city","City of Valley View",,"0.07","15423.06",,"0",,"0","3417.65","0.22",,"0",,"0",,"0",,
"2020","city","City of Valley View",,"0.07","10601.78",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Valley View",,"0.07","16917.74",,"0",,"0","5250","0.31",,"0",,"0",,"0",,
"2018","city","City of Valley View",,"0.07","13075.64",,"0",,"0",,"0",,"0",,"0","6000","0.46",,
"2017","city","City of Valley View",,"0.07","2346.4",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Pilot Point",,"0.07","7749.77","0","0","0","0","0","0","0","0","0","0","0","0",,
"2018","city","City of Pilot Point","https://www.cityofpilotpoint.org/DocumentCenter/View/2043/2018-TX-Comptoller-Transparency-Report",,,,,,,,,,,,,,,,
"2017","city","City of Crowell",,"0.07","1515.85",,"0",,"0","1515.85","1",,"0",,"0",,"0",,
"2018","city","City of Crowell",,"0.07","2022.94","0","0","0","0","2022.94","1","0","0","0","0","0","0",,
"2019","city","City of Crowell",,"0.07","2975",,"0",,"0","2975","1",,"0",,"0",,"0",,
"2021","city","City of Crowell",,"0.07","4132",,"0",,"0","4132","1",,"0",,"0",,"0",,
"2020","city","City of Bridgeport",,"0.07","85016","30000","0.35","0","0","20808","0.24","10000","0.12","14034","0.17","8360","0.1",,
"2019","city","City of Bridgeport",,"0.07","107346","26000","0.24",,"0","36355","0.34","10000","0.09","64313","0.6",,"0",,
"2017","city","City of Bridgeport",,"0.07","91811","24000","0.26",,"0","38000","0.41","7500","0.08","26500","0.29","2500","0.03",,
"2018","city","City of Bridgeport",,"0.07","101582.93","31000","0.31",,"0","63139.82","0.62",,"0","4025","0.04",,"0",,
"2017","city","City of Gainesville",,"0.07","655152.46","333231","0.51",,"0","183922","0.28","28688","0.04","35000","0.05",,"0",,
"2019","city","City of Gainesville",,"0.07","729842","331648","0.45",,"0","107750","0.15","25500","0.03","55286","0.08",,"0",,
"2018","city","City of Gainesville",,"0.07","685350.26","211919.43","0.31",,"0","207385.75","0.3","177635.81","0.26","88409.27","0.13",,"0",,
"2021","city","City of Gainesville",,"0.07","929272","309000","0.33",,"0","133570","0.14","74524","0.08","37430","0.04",,"0",,
"2020","city","City of Lindsay",,"0.04","4475.16","0","0","0","0","0","0","4475.16","1","0","0","0","0",,
"2021","city","City of Lindsay",,"0.04","6371.95","0","0","0","0","0","0","2125","0.33","0","0","0","0",,
"2017","city","City of Lindsay",,"0.04","7103.31","0","0","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Graford",,"0.0825","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2019","city","City of Graford",,"0.0143","25142.3",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Quanah",,"0.07","57791","24738","0.43","12369","0.21","261","0","8054","0.14","12369","0.21",,"0",,
"2021","city","City of Quanah",,"0.07","41578","31924","0.77","0","0","0","0","0","0","9452","0.23","0","0",,
"2019","city","City of Quanah",,"0.07","68809","30188","0.44",,"0",,"0",,"0","9633","0.14",,"0",,
"2021","county","Palo Pinto County",,"0.04","220082.62",,,,,,,,,,,,,,
"2021","city","City of Knox City",,"0.07","7247.73","7247.73","1",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Knox Ciy",,"0.07","2231.08","2231.08","1",,"0",,"0",,"0",,"0",,"0",,
"2017","town","Town of Northlake",,"0.007","278265",,"0",,"0","88965","0.32",,"0",,"0",,"0",,
"2021","city","City of Runaway Bay",,"0.07","4088",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Runaway Bay",,"0.07","3694.21",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Burkburnett",,"0.07","19766.72",,"0",,"0","39955.83","2.02","42787.87","2.16",,"0","980","0.05",,
"2020","city","City of Burkburnett",,"0.07","54715",,"0","1800","0.03","54127","0.99",,"0",,"0",,"0",,
"2019","city","City of Burkburnett",,"0.07","66240.06",,"0",,"0","66240.06","1",,"0",,"0",,"0",,
"2018","city","City of Burkburnett",,"0.07","56515.9",,"0",,"0","56515.9","1",,"0",,"0",,"0",,
"2017","city","City of Burkburnett",,"0.07","81544.56",,"0",,"0","81544.56","1",,"0",,"0",,"0",,
"2021","city","City of Jacksboro",,"0.07","22574.43",,"0",,"0","6149","0.27",,"0",,"0",,"0",,
"2020","city","City of Jacksboro",,"0.07","14460.69","0","0","0","0","4504","0.31","0","0","0","0","0","0",,
"2018","city","City of Jacksboro","https://cityofjacksboro.com",,,,,,,,,,,,,,,,
"2017","city","City of Olney",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Olney",,"0.07","755.51",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Vernon",,"0.07","318880.19","15000","0.05","90000","0.28","51309","0.16","40000","0.13","25000","0.08",,"0",,
"2020","city","City of Vernon",,"0.07","354807.55","20000","0.06","8200","0.02","136559","0.38",,"0","86000","0.24","50000","0.14",,
"2018","town","Town of Vernon",,"0.07","344544","15000","0.04","2500","0.01","114020","0.33","66738","0.19","3500","0.01","64319","0.19",,
"2021","city","City of Vernon",,"0.07","411139.83","13412","0.03","5633","0.01","108001","0.26","4470","0.01","63481","0.15","24409","0.06",,
"2021","county","Wilbarger County",,"0.02","48700.77",,,,,,,,,,,,,,
"2021","city","City of Graham",,"0.07","188711","53122","0.28","2850","0.02","107603","0.57","0","0","25136","0.13","0","0",,
"2019","city","City of Graham",,"0.07","186724.56","148404.84","0.79","0","0","24313.97","0.13","8440.8","0.05","0","0","5564.95","0.03",,
"2020","city","City of Graham",,"0.07","196157","120734.63","0.62","0","0","74775.05","0.38","490.39","0","0","0","156.93","0",,
"2016","city","City of Graham","http://www.cityofgrahamtexas.com/Files/HOT_tax_2016_SB2116.pdf",,,,,,,,,,,,,,,,
"2021","county","Young County",,"0.0005","69985.38",,,,,,,,,,,,,,
"2018","city","City of Henrietta",,"0.07","53420.78","0","0","0","0","1140","0.02","19000","0.36","0","0","7676","0.14",,
"2017","city","City of Henrietta",,"0.07","48148.5",,"0",,"0","19905","0.41",,"0",,"0","7500","0.16",,
"2020","city","City of Henrietta",,"0.06","52420.78","0","0","0","0","1425","0.03","19000","0.36","0","0","6300","0.12",,
"2017","city","City of Corinth","https://www.cityofcorinth.com/DocumentCenter/View/10127",,,,,,,,,,,,,,,,
"2018","city","City of Corinth",,"0.07","61180.55",,"0",,"0",,"0","60360.38","0.99",,"0","7100","0.12",,
"2019","city","City of Corinth",,"0.07","82835",,"0",,"0","51202","0.62",,"0",,"0","3972","0.05",,
"2020","city","City of Corinth",,"0.07","71707",,"0",,"0","58070","0.81",,"0",,"0",,"0",,
"2021","city","City of Corinth",,"0.07","77878.16",,"0",,"0","18691.36","0.24",,"0",,"0",,"0",,
"2021","town","Town of Shady Shores",,"0.017",,,,,,,,,,,,,,,
"2018","town","Town of Hickory Creek",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2019","city","City of Lake Dallas",,"0.07","33091",,"0",,"0","33893","1.02",,"0",,"0",,"0",,
"2020","city","City of Lake Dallas",,"0.07","3904",,"0",,"0","13133","3.36",,"0",,"0",,"0",,
"2021","city","City of Lake Dallas",,"0.07","17110",,"0",,"0","30565","1.79",,"0",,"0",,"0",,
"2017","city","City of Lake Dallas",,"0.07","73827",,"0",,"0","65784","0.89",,"0",,"0",,"0",,
"2019","city","City of Electra",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Electra",,"0.07","1375.43",,"0",,"0","1375.43","1",,"0",,"0",,"0",,
"2020","town","Town of Argyle",,"0.0175",,,,,,,,,,,,,,,
"2019","city","City of Sanger",,"0.07","24600","11693","0.48",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Sanger","http://www.sangertexas.org/page/hotel_tax",,,,,,,,,,,,,,,,
"2017","city","City of Sanger",,"0.07","22409","11144","0.5",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Sanger",,"0.07","98853.5",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Aubrey",,"0.07","126",,"0",,"0","126","1",,"0",,"0",,"0",,
"2018","city","City of Aubrey",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2019","city","City of Aubrey",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2020","city","City of Tioga",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Tioga",,"0.07",,,,,,,,,,,,,,,
"2019","city","City of Tioga",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Alvord",,"0.06","1370.89",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Alvord",,"0.06","1621.34",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Alvord",,"0.06","1711.98",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Decatur",,"0.07","517900","355956","0.69",,"0","20262","0.04",,"0","5400","0.01",,"0",,
"2020","city","City of Decatur",,"0.07","431091.17","391683.56","0.91",,"0","28716.45","0.07",,"0","5400","0.01",,"0",,
"2018","city","City of Decatur",,"0.07","540813.73","528013.73","0.98",,"0","7400","0.01",,"0","5400","0.01",,"0",,
"2017","city","City of Decatur",,"0.07","417267.78","380050.22","0.91",,"0","5000","0.01",,"0",,"0",,"0",,
"2019","city","City of Decatur",,"0.07","536582.72","441773.72","0.82",,"0","37666.11","0.07",,"0","5400","0.01",,"0",,
"2021","town","Town of Cross Roads",,"0.07",,,,,,,,,,,,,,,
"2020","town","Town of Cross Roads",,"0.07",,,,,,,,,,,,,,,
"2018","town","Town of Cross Roads",,"0.07",,,,,,,,,,,,,,,
"2019","city","City of Denton","https://www.cityofdenton.com/CoD/media/City-of-Denton/Government/Financial%20Transparency/2019-Annual-Report.pdf",,,,,,,,,,,,,,,,
"2021","city","City of Denton","https://www.cityofdenton.com/Archive.aspx?AMID=49",,,,,,,,,,,,,,,,
"2020","city","City of Denton","https://www.cityofdenton.com/CoD/media/City-of-Denton/Residents/Make%20a%20Difference/Sustainable%20Denton/Denton-HOT-2019-20-SB1221.pdf",,,,,,,,,,,,,,,,
"2017","city","City of Denton","https://www.cityofdenton.com/hot",,,,,,,,,,,,,,,,
"2018","city","City of Denton","https://www.cityofdenton.com/CoD/media/City-of-Denton/Government/Financial%20Transparency/Denton-2017-18-SB-1221.pdf",,,,,,,,,,,,,,,,
"2018","town","Town of Northlake",,"0.07","439385.31","439385.31","1",,"0",,"0",,"0",,"0",,"0",,
"2016","city","City of Mineral Wells",,"0.07","200477.05","109740.06","0.55",,"0","58293.06","0.29","4140","0.02","7847.5","0.04",,"0",,
"2019","city","City of Mineral Wells",,"0.07","178878","177983","1","0","0","0","0","0","0","0","0","0","0",,
"2018","city","City of Mineral Wells",,"0.07","198369.97","197378.11","1",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Mineral Wells",,"0.07","149498.69","148751.2","1",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Mineral Wells",,"0.07","186243.73","185312.51","1",,"0",,"0",,"0",,"0",,"0",,
"2021","county","Cooke County",,"0.02","276997.56",,,,,,,,,,,,,,
"2020","town","Town of Hickory Creek",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2021","town","Town of Hickory Creek",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2017","town","Town of Hickory Creek",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2019","town","Town of Hickory Creek",,"0.07","0",,,,,,,,,,,,,,
"2019","town","Town of Northlake",,"0.07","464117.5","74884.18","0.16",,"0","3500","0.01",,"0",,"0",,"0",,
"2020","town","Town of Northlake",,"0.07","415930","1755468","4.22",,"0","69537","0.17",,"0",,"0",,"0",,
"2021","city","Town of Northlake",,"0.07","602202.57","224428.26","0.37",,"0","59287.16","0.1",,"0",,"0",,"0",,
"2017","city","City of Willis",,"0.04","23763.47",,"0",,"0",,"0",,"0",,"0","3828.84","0.16",,
"2019","city","City of Willis",,"0.056",,,,,,,,,,,,,,,
"2021","city","City of Panorama Village",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Diboll",,"0.07","16856.83","14000","0.83",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Diboll",,"0.07","16494.32",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Diboll",,"0.07","17888","3650","0.2",,"0","7715","0.43","2635","0.15",,"0",,"0",,
"2018","city","City of Diboll",,"0.07","16848.2",,"0",,"0","7392.2","0.44","9254.8","0.55",,"0","201.2","0.01",,
"2017","city","City of Navasota",,"0.07","141455.16",,"0",,"0","100000","0.71",,"0","41455","0.29",,"0",,
"2019","city","City of Navasota",,"0.07","162824","0","0","0","0","134824","0.83","28000","0.17","0","0","0","0",,
"2020","city","City of Navasota",,"0.0175","145432.83","0","0","0","0","10000","0.07","130000","0.89","0","0","0","0",,
"2021","city","City of Grapeland",,"0.0473","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2021","city","City of Coldspring",,"0.04","3686.1",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Onalaska",,"0.07","15488","2500","0.16",,"0","10148","0.66",,"0",,"0","2800","0.18",,
"2021","city","City of Onalaska",,"0.07","18626.84",,"0",,"0","14124.18","0.76",,"0",,"0",,"0",,
"2020","city","City of Onalaska",,"0.07","23789.19","2765","0.12",,"0","5600.73","0.24","594.15","0.03","2500","0.11","669.23","0.03",,
"2018","city","City of Onalaska",,"0.07","19242.86",,"0",,"0","14480.31","0.75","1200.79","0.06","2500","0.13","1061.76","0.06",,
"2021","county","Trinity County",,"0.02","20807.29",,,,,,,,,,,,,,
"2018","city","City of Lufkin",,"0.07","1086755","308806","0.28",,"0","110338","0.1","208439","0.19","35550","0.03","13250","0.01",,
"2019","city","City of Shepherd",,"0.07","12000",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Shepherd",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Shepherd",,"0.07","2000",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Center",,"0.07","344899","223700","0.65","20000","0.06","6108","0.02",,"0",,"0","3275","0.01",,
