"fiscal_year","county","region","race_ethnicity","children_served_in_fbss_family_preservation_services","children_served_with_duplications_by_stage"
"2021","Morris","4-Tyler","Other","6","6"
"2021","Nacogdoches","5-Beaumont","African American","53","53"
"2021","Nacogdoches","5-Beaumont","Anglo","48","50"
"2021","Nacogdoches","5-Beaumont","Hispanic","19","21"
"2021","Nacogdoches","5-Beaumont","Other","14","14"
"2021","Navarro","3-Arlington","African American","40","42"
"2021","Navarro","3-Arlington","Anglo","74","77"
"2021","Navarro","3-Arlington","Hispanic","62","62"
"2021","Navarro","3-Arlington","Native American","1","1"
"2021","Navarro","3-Arlington","Other","22","22"
"2021","Newton","5-Beaumont","African American","13","14"
"2021","Newton","5-Beaumont","Anglo","28","28"
"2021","Newton","5-Beaumont","Other","3","5"
"2021","Nolan","2-Abilene","African American","8","8"
"2021","Nolan","2-Abilene","Anglo","32","33"
"2021","Nolan","2-Abilene","Hispanic","68","71"
"2021","Nolan","2-Abilene","Other","6","6"
"2021","Nueces","11-Edinburg","African American","69","70"
"2021","Nueces","11-Edinburg","Anglo","205","207"
"2021","Nueces","11-Edinburg","Asian","1","1"
"2021","Nueces","11-Edinburg","Hispanic","1109","1128"
"2021","Nueces","11-Edinburg","Other","56","56"
"2021","Ochiltree","1-Lubbock","Anglo","9","9"
"2021","Ochiltree","1-Lubbock","Hispanic","21","21"
"2021","Ochiltree","1-Lubbock","Other","2","2"
"2021","Oldham","1-Lubbock","Anglo","2","2"
"2021","Orange","5-Beaumont","African American","21","21"
"2021","Orange","5-Beaumont","Anglo","105","105"
"2021","Orange","5-Beaumont","Hispanic","12","12"
"2021","Orange","5-Beaumont","Other","14","14"
"2021","Out of State","Out of State","African American","3","3"
"2021","Out of State","Out of State","Anglo","5","5"
"2021","Out of State","Out of State","Other","1","1"
"2021","Palo Pinto","3-Arlington","African American","6","6"
"2021","Palo Pinto","3-Arlington","Anglo","113","113"
"2021","Palo Pinto","3-Arlington","Hispanic","46","46"
"2021","Palo Pinto","3-Arlington","Other","15","15"
"2021","Panola","4-Tyler","African American","4","4"
"2021","Panola","4-Tyler","Anglo","19","19"
"2021","Panola","4-Tyler","Hispanic","1","1"
"2021","Panola","4-Tyler","Other","4","4"
"2021","Parker","3-Arlington","African American","9","9"
"2021","Parker","3-Arlington","Anglo","260","263"
"2021","Parker","3-Arlington","Hispanic","90","95"
"2021","Parker","3-Arlington","Native American","1","1"
"2021","Parker","3-Arlington","Other","23","23"
"2021","Parmer","1-Lubbock","Anglo","3","3"
"2021","Parmer","1-Lubbock","Hispanic","19","19"
"2021","Parmer","1-Lubbock","Other","2","2"
"2021","Pecos","9-Midland","African American","1","1"
"2021","Pecos","9-Midland","Anglo","2","2"
"2021","Pecos","9-Midland","Hispanic","39","39"
"2021","Polk","5-Beaumont","African American","2","2"
"2021","Polk","5-Beaumont","Anglo","59","59"
"2021","Polk","5-Beaumont","Hispanic","9","9"
"2021","Polk","5-Beaumont","Other","3","3"
"2021","Potter","1-Lubbock","African American","37","37"
"2021","Potter","1-Lubbock","Anglo","108","110"
"2021","Potter","1-Lubbock","Asian","7","7"
"2021","Potter","1-Lubbock","Hispanic","132","133"
"2021","Potter","1-Lubbock","Other","33","33"
"2021","Presidio","10-El Paso","Anglo","1","1"
"2021","Presidio","10-El Paso","Hispanic","10","10"
"2021","Rains","4-Tyler","African American","5","5"
"2021","Rains","4-Tyler","Anglo","16","16"
"2021","Rains","4-Tyler","Other","3","3"
"2021","Randall","1-Lubbock","African American","8","8"
"2021","Randall","1-Lubbock","Anglo","91","91"
"2021","Randall","1-Lubbock","Hispanic","73","73"
"2021","Randall","1-Lubbock","Other","5","5"
"2021","Reagan","9-Midland","Hispanic","12","12"
"2021","Reagan","9-Midland","Other","2","2"
"2021","Real","8-San Antonio","Anglo","14","15"
"2021","Real","8-San Antonio","Hispanic","6","7"
"2021","Real","8-San Antonio","Other","1","1"
"2021","Red River","4-Tyler","African American","2","2"
"2021","Red River","4-Tyler","Anglo","38","41"
"2021","Red River","4-Tyler","Hispanic","20","20"
"2021","Red River","4-Tyler","Other","3","3"
"2021","Reeves","9-Midland","Anglo","5","5"
"2021","Reeves","9-Midland","Hispanic","40","40"
"2021","Reeves","9-Midland","Other","1","1"
"2021","Refugio","11-Edinburg","Anglo","1","1"
"2021","Refugio","11-Edinburg","Hispanic","12","12"
"2021","Roberts","1-Lubbock","Other","2","2"
"2021","Robertson","7-Austin","African American","11","11"
"2021","Robertson","7-Austin","Anglo","3","3"
"2021","Robertson","7-Austin","Hispanic","3","3"
"2021","Robertson","7-Austin","Other","1","1"
"2021","Rockwall","3-Arlington","African American","35","35"
"2021","Rockwall","3-Arlington","Anglo","82","82"
"2021","Rockwall","3-Arlington","Asian","2","2"
"2021","Rockwall","3-Arlington","Hispanic","45","45"
"2021","Rockwall","3-Arlington","Native American","1","1"
"2021","Rockwall","3-Arlington","Other","28","28"
"2021","Runnels","2-Abilene","Anglo","19","20"
"2021","Runnels","2-Abilene","Hispanic","25","27"
"2021","Runnels","2-Abilene","Other","2","2"
"2021","Rusk","4-Tyler","African American","28","28"
"2021","Rusk","4-Tyler","Anglo","33","33"
"2021","Rusk","4-Tyler","Hispanic","21","21"
"2021","Rusk","4-Tyler","Other","4","4"
"2021","Sabine","5-Beaumont","African American","1","1"
"2021","Sabine","5-Beaumont","Anglo","25","26"
"2021","San Augustine","5-Beaumont","African American","3","3"
"2021","San Augustine","5-Beaumont","Anglo","22","22"
"2021","San Augustine","5-Beaumont","Hispanic","6","6"
"2021","San Augustine","5-Beaumont","Other","3","3"
"2021","San Jacinto","5-Beaumont","Anglo","49","49"
"2021","San Jacinto","5-Beaumont","Hispanic","7","7"
"2021","San Jacinto","5-Beaumont","Other","6","6"
"2021","San Patricio","11-Edinburg","African American","7","10"
"2021","San Patricio","11-Edinburg","Anglo","52","53"
"2021","San Patricio","11-Edinburg","Hispanic","196","196"
"2021","San Patricio","11-Edinburg","Other","7","8"
"2021","San Saba","7-Austin","Anglo","4","4"
"2021","Schleicher","9-Midland","Anglo","1","1"
"2021","Schleicher","9-Midland","Hispanic","6","6"
"2021","Scurry","2-Abilene","African American","6","6"
"2021","Scurry","2-Abilene","Anglo","24","24"
"2021","Scurry","2-Abilene","Hispanic","47","47"
"2021","Shackelford","2-Abilene","Anglo","1","1"
"2021","Shackelford","2-Abilene","Other","3","3"
"2021","Shelby","5-Beaumont","African American","2","2"
"2021","Shelby","5-Beaumont","Anglo","9","9"
"2021","Shelby","5-Beaumont","Hispanic","11","11"
"2021","Shelby","5-Beaumont","Other","7","7"
"2021","Sherman","1-Lubbock","Anglo","1","1"
"2021","Sherman","1-Lubbock","Hispanic","6","6"
"2021","Smith","4-Tyler","African American","209","216"
"2021","Smith","4-Tyler","Anglo","224","227"
"2021","Smith","4-Tyler","Asian","2","2"
"2021","Smith","4-Tyler","Hispanic","128","130"
"2021","Smith","4-Tyler","Other","47","47"
"2021","Somervell","3-Arlington","Anglo","31","31"
"2021","Somervell","3-Arlington","Hispanic","5","5"
"2021","Somervell","3-Arlington","Other","1","1"
"2021","Starr","11-Edinburg","Hispanic","110","112"
"2021","Stephens","2-Abilene","Anglo","8","8"
"2021","Stephens","2-Abilene","Hispanic","8","8"
"2021","Sterling","9-Midland","Hispanic","5","5"
"2021","Stonewall","2-Abilene","Hispanic","3","3"
"2021","Sutton","9-Midland","Anglo","3","3"
"2021","Sutton","9-Midland","Hispanic","20","20"
"2021","Swisher","1-Lubbock","African American","8","8"
"2021","Swisher","1-Lubbock","Anglo","10","10"
"2021","Swisher","1-Lubbock","Hispanic","13","13"
"2021","Swisher","1-Lubbock","Other","4","4"
"2021","Tarrant","3-Arlington","African American","1477","1503"
"2021","Tarrant","3-Arlington","Anglo","951","966"
"2021","Tarrant","3-Arlington","Asian","37","38"
"2021","Tarrant","3-Arlington","Hispanic","1496","1511"
"2021","Tarrant","3-Arlington","Native American","6","6"
"2021","Tarrant","3-Arlington","Other","328","333"
"2021","Taylor","2-Abilene","African American","92","93"
"2021","Taylor","2-Abilene","Anglo","377","397"
"2021","Taylor","2-Abilene","Hispanic","401","416"
"2021","Taylor","2-Abilene","Native American","1","1"
"2021","Taylor","2-Abilene","Other","68","70"
"2021","Terry","1-Lubbock","African American","2","2"
"2021","Terry","1-Lubbock","Anglo","4","4"
"2021","Terry","1-Lubbock","Hispanic","63","64"
"2021","Terry","1-Lubbock","Other","7","7"
"2021","Titus","4-Tyler","African American","12","14"
"2021","Titus","4-Tyler","Anglo","10","10"
"2021","Titus","4-Tyler","Hispanic","19","19"
"2021","Titus","4-Tyler","Other","7","7"
"2021","Tom Green","9-Midland","African American","36","38"
"2021","Tom Green","9-Midland","Anglo","151","151"
"2021","Tom Green","9-Midland","Asian","3","3"
"2021","Tom Green","9-Midland","Hispanic","309","310"
"2021","Tom Green","9-Midland","Native American","1","1"
"2021","Tom Green","9-Midland","Other","21","21"
"2021","Travis","7-Austin","African American","447","458"
"2021","Travis","7-Austin","Anglo","235","237"
"2021","Travis","7-Austin","Asian","5","5"
"2021","Travis","7-Austin","Hispanic","1093","1113"
"2021","Travis","7-Austin","Native American","1","1"
"2021","Travis","7-Austin","Other","103","106"
"2021","Trinity","5-Beaumont","Anglo","24","24"
"2021","Trinity","5-Beaumont","Hispanic","2","2"
"2021","Trinity","5-Beaumont","Other","3","3"
"2021","Tyler","5-Beaumont","Anglo","20","20"
"2021","Upshur","4-Tyler","African American","3","3"
"2021","Upshur","4-Tyler","Anglo","66","66"
"2021","Upshur","4-Tyler","Hispanic","18","18"
"2021","Upshur","4-Tyler","Other","17","18"
"2021","Upton","9-Midland","Anglo","4","4"
"2021","Upton","9-Midland","Hispanic","6","6"
"2021","Uvalde","8-San Antonio","Anglo","14","14"
"2021","Uvalde","8-San Antonio","Hispanic","126","130"
"2021","Uvalde","8-San Antonio","Other","1","1"
"2021","Val Verde","8-San Antonio","African American","1","1"
"2021","Val Verde","8-San Antonio","Anglo","7","7"
"2021","Val Verde","8-San Antonio","Hispanic","158","161"
"2021","Van Zandt","4-Tyler","African American","2","2"
"2021","Van Zandt","4-Tyler","Anglo","109","109"
"2021","Van Zandt","4-Tyler","Hispanic","24","24"
"2021","Van Zandt","4-Tyler","Other","23","24"
"2021","Victoria","8-San Antonio","African American","39","39"
"2021","Victoria","8-San Antonio","Anglo","70","70"
"2021","Victoria","8-San Antonio","Hispanic","206","206"
"2021","Victoria","8-San Antonio","Other","20","20"
"2021","Walker","6-Houston","African American","35","35"
"2021","Walker","6-Houston","Anglo","35","35"
"2021","Walker","6-Houston","Hispanic","28","28"
"2021","Walker","6-Houston","Other","7","7"
"2021","Waller","6-Houston","African American","9","9"
"2021","Waller","6-Houston","Anglo","30","30"
"2021","Waller","6-Houston","Asian","2","2"
"2021","Waller","6-Houston","Hispanic","14","14"
"2021","Waller","6-Houston","Other","1","1"
"2021","Ward","9-Midland","African American","2","2"
"2021","Ward","9-Midland","Anglo","24","24"
"2021","Ward","9-Midland","Hispanic","22","22"
"2021","Ward","9-Midland","Other","2","2"
"2021","Washington","7-Austin","African American","12","12"
"2021","Washington","7-Austin","Anglo","7","7"
"2021","Washington","7-Austin","Hispanic","5","5"
"2021","Washington","7-Austin","Other","3","3"
"2021","Webb","11-Edinburg","African American","2","2"
"2021","Webb","11-Edinburg","Anglo","9","9"
"2021","Webb","11-Edinburg","Hispanic","881","900"
"2021","Webb","11-Edinburg","Other","11","11"
"2021","Wharton","6-Houston","African American","24","24"
"2021","Wharton","6-Houston","Anglo","23","23"
"2021","Wharton","6-Houston","Hispanic","68","68"
"2021","Wharton","6-Houston","Other","9","9"
"2021","Wheeler","1-Lubbock","Anglo","8","8"
"2021","Wheeler","1-Lubbock","Hispanic","9","9"
"2021","Wheeler","1-Lubbock","Other","2","2"
"2021","Wichita","2-Abilene","African American","84","84"
"2021","Wichita","2-Abilene","Anglo","210","212"
"2021","Wichita","2-Abilene","Asian","2","2"
"2021","Wichita","2-Abilene","Hispanic","156","156"
"2021","Wichita","2-Abilene","Other","65","65"
"2021","Wilbarger","2-Abilene","African American","1","1"
"2021","Wilbarger","2-Abilene","Anglo","10","10"
"2021","Wilbarger","2-Abilene","Hispanic","11","11"
"2021","Wilbarger","2-Abilene","Other","1","1"
"2021","Willacy","11-Edinburg","Anglo","2","2"
"2021","Willacy","11-Edinburg","Hispanic","71","72"
"2021","Willacy","11-Edinburg","Other","1","1"
"2021","Williamson","7-Austin","African American","45","45"
"2021","Williamson","7-Austin","Anglo","172","175"
"2021","Williamson","7-Austin","Asian","2","2"
"2021","Williamson","7-Austin","Hispanic","216","216"
"2021","Williamson","7-Austin","Native American","2","2"
"2021","Williamson","7-Austin","Other","43","43"
"2021","Wilson","8-San Antonio","African American","2","2"
"2021","Wilson","8-San Antonio","Anglo","51","52"
"2021","Wilson","8-San Antonio","Hispanic","60","60"
"2021","Wilson","8-San Antonio","Other","4","5"
"2021","Winkler","9-Midland","Anglo","11","11"
"2021","Winkler","9-Midland","Hispanic","15","15"
"2021","Wise","3-Arlington","African American","3","3"
"2021","Wise","3-Arlington","Anglo","110","110"
"2021","Wise","3-Arlington","Hispanic","56","57"
"2021","Wise","3-Arlington","Other","2","2"
"2021","Wood","4-Tyler","African American","5","5"
"2021","Wood","4-Tyler","Anglo","51","51"
"2021","Wood","4-Tyler","Hispanic","13","15"
"2021","Wood","4-Tyler","Other","3","3"
"2021","Yoakum","1-Lubbock","Hispanic","3","3"
"2021","Young","2-Abilene","Anglo","31","31"
"2021","Young","2-Abilene","Hispanic","19","19"
"2021","Young","2-Abilene","Other","3","3"
"2021","Zapata","11-Edinburg","Anglo","3","3"
"2021","Zapata","11-Edinburg","Hispanic","58","58"
"2021","Zapata","11-Edinburg","Other","2","2"
"2021","Zavala","8-San Antonio","Anglo","2","2"
"2021","Zavala","8-San Antonio","Hispanic","77","77"
"2021","Zavala","8-San Antonio","Other","2","2"
"2020","Anderson","4-Tyler","African American","15","15"
"2020","Anderson","4-Tyler","Anglo","47","47"
"2020","Anderson","4-Tyler","Hispanic","12","12"
"2020","Anderson","4-Tyler","Native American","1","1"
"2020","Anderson","4-Tyler","Other","13","13"
"2020","Andrews","9-Midland","Anglo","24","26"
"2020","Andrews","9-Midland","Hispanic","45","45"
"2020","Andrews","9-Midland","Native American","1","1"
"2020","Andrews","9-Midland","Other","2","2"
"2020","Angelina","5-Beaumont","African American","24","24"
"2020","Angelina","5-Beaumont","Anglo","89","89"
"2020","Angelina","5-Beaumont","Hispanic","26","26"
"2020","Angelina","5-Beaumont","Other","16","16"
"2020","Aransas","11-Edinburg","African American","3","3"
"2020","Aransas","11-Edinburg","Anglo","67","71"
"2020","Aransas","11-Edinburg","Hispanic","50","52"
"2020","Aransas","11-Edinburg","Other","12","13"
"2020","Archer","2-Abilene","Anglo","10","10"
"2020","Armstrong","1-Lubbock","Anglo","2","2"
"2020","Atascosa","8-San Antonio","Anglo","78","87"
"2020","Atascosa","8-San Antonio","Hispanic","222","223"
"2020","Atascosa","8-San Antonio","Other","3","3"
"2020","Austin","6-Houston","African American","17","17"
"2020","Austin","6-Houston","Anglo","24","24"
"2020","Austin","6-Houston","Hispanic","10","10"
"2020","Austin","6-Houston","Other","7","7"
"2020","Bailey","1-Lubbock","Hispanic","17","17"
"2020","Bandera","8-San Antonio","African American","4","7"
"2020","Bandera","8-San Antonio","Anglo","47","49"
"2020","Bandera","8-San Antonio","Hispanic","26","27"
"2020","Bandera","8-San Antonio","Other","5","7"
"2020","Bastrop","7-Austin","African American","31","31"
"2020","Bastrop","7-Austin","Anglo","67","67"
"2020","Bastrop","7-Austin","Hispanic","159","159"
"2020","Bastrop","7-Austin","Other","10","10"
"2020","Baylor","2-Abilene","Anglo","12","12"
"2020","Baylor","2-Abilene","Hispanic","8","8"
"2020","Baylor","2-Abilene","Other","7","7"
"2020","Bee","11-Edinburg","Anglo","20","20"
"2020","Bee","11-Edinburg","Hispanic","103","104"
"2020","Bee","11-Edinburg","Other","8","8"
"2020","Bell","7-Austin","African American","348","350"
"2020","Bell","7-Austin","Anglo","290","295"
"2020","Bell","7-Austin","Asian","2","2"
"2020","Bell","7-Austin","Hispanic","282","283"
"2020","Bell","7-Austin","Native American","3","3"
"2020","Bell","7-Austin","Other","104","105"
"2020","Bexar","8-San Antonio","African American","805","833"
"2020","Bexar","8-San Antonio","Anglo","909","929"
"2020","Bexar","8-San Antonio","Asian","16","16"
"2020","Bexar","8-San Antonio","Hispanic","6953","7124"
"2020","Bexar","8-San Antonio","Native American","7","7"
"2020","Bexar","8-San Antonio","Other","381","386"
"2020","Blanco","7-Austin","Anglo","3","3"
"2020","Blanco","7-Austin","Other","3","3"
"2020","Borden","9-Midland","Anglo","2","2"
"2020","Borden","9-Midland","Hispanic","2","2"
"2020","Bosque","7-Austin","Anglo","22","22"
"2020","Bosque","7-Austin","Hispanic","4","4"
"2020","Bosque","7-Austin","Other","1","1"
"2020","Bowie","4-Tyler","African American","73","73"
"2020","Bowie","4-Tyler","Anglo","116","118"
"2020","Bowie","4-Tyler","Hispanic","14","17"
"2020","Bowie","4-Tyler","Other","41","41"
"2020","Brazoria","6-Houston","African American","145","150"
"2020","Brazoria","6-Houston","Anglo","398","404"
"2020","Brazoria","6-Houston","Asian","4","4"
"2020","Brazoria","6-Houston","Hispanic","452","464"
"2020","Brazoria","6-Houston","Native American","2","2"
"2020","Brazoria","6-Houston","Other","53","56"
"2020","Brazos","7-Austin","African American","45","45"
"2020","Brazos","7-Austin","Anglo","14","14"
"2020","Brazos","7-Austin","Hispanic","48","48"
"2020","Brazos","7-Austin","Other","8","8"
"2020","Brewster","10-El Paso","African American","5","5"
"2020","Brewster","10-El Paso","Anglo","8","8"
"2020","Brewster","10-El Paso","Hispanic","22","22"
"2020","Brewster","10-El Paso","Other","3","3"
"2020","Brooks","11-Edinburg","Anglo","2","2"
"2020","Brooks","11-Edinburg","Hispanic","99","103"
"2020","Brown","2-Abilene","African American","24","24"
"2020","Brown","2-Abilene","Anglo","193","193"
"2020","Brown","2-Abilene","Hispanic","109","113"
"2020","Brown","2-Abilene","Other","26","26"
"2020","Burleson","7-Austin","Anglo","4","4"
"2020","Burleson","7-Austin","Hispanic","4","4"
"2020","Burnet","7-Austin","African American","3","3"
"2020","Burnet","7-Austin","Anglo","44","44"
"2020","Burnet","7-Austin","Hispanic","49","49"
"2020","Burnet","7-Austin","Other","1","1"
"2020","Caldwell","7-Austin","African American","11","11"
"2020","Caldwell","7-Austin","Anglo","48","49"
"2020","Caldwell","7-Austin","Hispanic","125","127"
"2020","Caldwell","7-Austin","Other","10","12"
"2020","Calhoun","8-San Antonio","Anglo","31","32"
"2020","Calhoun","8-San Antonio","Hispanic","48","49"
"2020","Calhoun","8-San Antonio","Other","2","2"
"2020","Callahan","2-Abilene","Anglo","22","25"
"2020","Callahan","2-Abilene","Hispanic","3","4"
"2020","Callahan","2-Abilene","Other","4","4"
"2020","Cameron","11-Edinburg","African American","10","10"
"2020","Cameron","11-Edinburg","Anglo","46","46"
"2020","Cameron","11-Edinburg","Asian","3","3"
"2020","Cameron","11-Edinburg","Hispanic","1322","1340"
"2020","Cameron","11-Edinburg","Other","24","24"
"2020","Camp","4-Tyler","African American","12","12"
"2020","Camp","4-Tyler","Anglo","24","24"
"2020","Camp","4-Tyler","Hispanic","8","8"
"2020","Camp","4-Tyler","Other","10","10"
"2020","Carson","1-Lubbock","Anglo","17","17"
"2020","Carson","1-Lubbock","Hispanic","10","10"
"2020","Carson","1-Lubbock","Other","1","1"
"2020","Cass","4-Tyler","African American","10","10"
"2020","Cass","4-Tyler","Anglo","74","74"
"2020","Cass","4-Tyler","Hispanic","12","12"
"2020","Cass","4-Tyler","Other","20","20"
"2020","Castro","1-Lubbock","Hispanic","14","14"
"2020","Chambers","6-Houston","African American","2","2"
"2020","Chambers","6-Houston","Anglo","23","23"
"2020","Chambers","6-Houston","Asian","3","3"
"2020","Chambers","6-Houston","Hispanic","8","8"
"2020","Chambers","6-Houston","Other","7","7"
"2020","Cherokee","4-Tyler","African American","18","18"
"2020","Cherokee","4-Tyler","Anglo","73","73"
"2020","Cherokee","4-Tyler","Hispanic","69","69"
"2020","Cherokee","4-Tyler","Other","21","21"
"2020","Childress","1-Lubbock","Anglo","24","28"
"2020","Childress","1-Lubbock","Hispanic","17","17"
"2020","Clay","2-Abilene","Anglo","29","30"
"2020","Clay","2-Abilene","Hispanic","1","1"
"2020","Clay","2-Abilene","Other","3","3"
"2020","Cochran","1-Lubbock","Anglo","3","3"
"2020","Coke","9-Midland","Anglo","9","9"
"2020","Coke","9-Midland","Hispanic","10","10"
"2020","Coke","9-Midland","Other","1","1"
"2020","Coleman","2-Abilene","Anglo","45","48"
"2020","Coleman","2-Abilene","Hispanic","15","15"
"2020","Collin","3-Arlington","African American","260","266"
"2020","Collin","3-Arlington","Anglo","373","382"
"2020","Collin","3-Arlington","Asian","12","12"
"2020","Collin","3-Arlington","Hispanic","268","276"
"2020","Collin","3-Arlington","Native American","2","2"
"2020","Collin","3-Arlington","Other","106","107"
"2020","Collingsworth","1-Lubbock","Anglo","2","2"
"2020","Collingsworth","1-Lubbock","Hispanic","7","7"
"2020","Collingsworth","1-Lubbock","Native American","1","1"
"2020","Colorado","6-Houston","African American","11","11"
"2020","Colorado","6-Houston","Anglo","14","14"
"2020","Colorado","6-Houston","Hispanic","6","6"
"2020","Colorado","6-Houston","Other","8","8"
"2020","Comal","8-San Antonio","African American","11","11"
"2020","Comal","8-San Antonio","Anglo","135","137"
"2020","Comal","8-San Antonio","Hispanic","159","167"
"2020","Comal","8-San Antonio","Other","14","14"
"2020","Comanche","2-Abilene","Anglo","32","32"
"2020","Comanche","2-Abilene","Hispanic","17","17"
"2020","Comanche","2-Abilene","Other","1","1"
"2020","Concho","9-Midland","Anglo","11","11"
"2020","Concho","9-Midland","Hispanic","1","1"
"2020","Cooke","3-Arlington","African American","12","12"
"2020","Cooke","3-Arlington","Anglo","100","102"
"2020","Cooke","3-Arlington","Asian","1","1"
"2020","Cooke","3-Arlington","Hispanic","60","61"
"2020","Cooke","3-Arlington","Native American","2","2"
"2020","Cooke","3-Arlington","Other","24","25"
"2020","Coryell","7-Austin","African American","38","38"
"2020","Coryell","7-Austin","Anglo","86","87"
"2020","Coryell","7-Austin","Asian","2","2"
"2020","Coryell","7-Austin","Hispanic","38","40"
"2020","Coryell","7-Austin","Other","38","38"
"2020","Cottle","2-Abilene","Hispanic","7","7"
"2020","Cottle","2-Abilene","Other","1","1"
"2020","Crane","9-Midland","Anglo","1","1"
"2020","Crockett","9-Midland","Anglo","6","6"
"2020","Crockett","9-Midland","Hispanic","10","10"
"2020","Crockett","9-Midland","Other",,"1"
"2020","Crosby","1-Lubbock","Anglo","3","3"
"2020","Crosby","1-Lubbock","Hispanic","23","23"
"2020","Culberson","10-El Paso","Anglo","4","4"
"2020","Culberson","10-El Paso","Hispanic","24","24"
"2020","Dallam","1-Lubbock","Anglo","5","5"
"2020","Dallam","1-Lubbock","Hispanic","2","2"
