"cn","princ_name","rn","reg_ent_name","phys_loc_desc_txt","near_city_name","loc_cnty_name","loc_zip_txt","lat_dec_coord_num","long_dec_coord_num","deliv_txt","deliv_2_txt","usps_state_cd","zip_plus4_cd","incid_track_num","status_cd","start_dt","rcvd_dt","status_dt","media_name","rcv_wtr_body_txt","source","material_name","amt_num","uom_cd","clas_cd","incident_effect","incident_nature","comments","action","description","inv_num","tnrcc_region_name","coordinates"
"CN600745392","EL PASO WATER UTILITIES PUBLIC SERVICE BOARD","RN103870341","EL PASO WATER UTILITIES NORTHWEST WWTP",,"EL PASO","EL PASO","79922","31.794720","-106.521764","701 EXECUTIVE CENTER BLVD",,"TX","1604","374170","CLOSED","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-02-10T00:00:00.000","WATER",,"manhole","Sewage","650","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On February 7, 2022, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 650 gallons of raw sewage which occurred within Zip Code 79922.","1794104","REGION 06 - EL PASO","POINT (-106.521764 31.79472)"
"CN605955921","FALCON FREIGHT INC","RN111373676","EMERGENCY RESPONSE I-20 BETWEEN MM 278 & 279 TYE","IN THE MEDIAN OF I-20 BETWEEN MM 278 & 279, TYE, TAYLOR COUNTY","TYE","TAYLOR","79563",,,,,,,"370204","CLOSED","2021-10-14T00:00:00.000","2021-10-15T00:00:00.000","2022-01-21T00:00:00.000","WASTE",,"tractor trailer","Diesel fuel","150","GALLONS","003_OIL","ENVIRONMENTAL","OTHER",,"On January 21, 2022, Mr. Jim Weber, Environmental Investigator with the Texas Commission on Environmental Quality (TCEQ) Region 3 - Abilene  Office, conducted an Emergency Response In House Evaluation (ER IHEVAL)  investigation to determine if a spill incident was managed in compliance with Spill Prevention & Control rules found in 30 Tex. Admin. Code 327 (30 TAC 327).  More information is provided in investigation number 1788191.","On October 15, 2021, the TCEQ Abilene Region Office received an initial notification of a reportable quantity spill.","1788191","REGION 03 - ABILENE",
"CN601403199","ENERGY TRANSFER MARKETING & TERMINALS LP","RN100214626","ENERGY TRANSFER NEDERLAND TERMINAL",,"NEDERLAND","JEFFERSON","77627","29.986944","-94.003266","2300 N TWIN CITY HWY",,"TX","3550","369701","CLOSED","2021-10-21T00:00:00.000","2021-10-21T00:00:00.000","2022-02-18T00:00:00.000","WASTE","NA","Pipeline Terminal","Crude Oil","10","BARRELS","003_OIL","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On October 21, 2021, Chemtel notified Wade Graham, Texas Commission on Environmental Quality Region 10 (TCEQ R10) Emergency Response Coordinator (ERC) of the incident (Report No. 20213794).","Actions taken in response to the spill were reported to include utilization of absorbents and recovery of free liquid by vacuum truck by in-house personnel.","On October 21, 2021 at 0949 hours, Mr. Wilfredo Rodriguez with Energy Transfer reported a spill 10 barrels of crude (WTI) oil from a pipeline manifold at 2300 North Twin City Highway in Nederland (Jefferson County), Texas. The reported cause of the spill was a gasket failure. The release occurred on October 21, 2021 at 0400 hours and impacted land.","1795215","REGION 10 - BEAUMONT","POINT (-94.003266 29.986944)"
"CN600131098","UNION PACIFIC RAILROAD COMPANY","RN111426599","ER INCIDENT ON LIBERTY DRIVE AT LAUGHLIN AFB NORTH GATE","TURN RIGHT ONTO LIBERTY DRIVE FROM US90 FOLLOW ROAD APPROXIMATELY 400 FEET TO THE RAILROAD TRACK",,"VAL VERDE",,,,,,,,"370128","CLOSED","2021-11-15T00:00:00.000","2021-11-15T00:00:00.000","2022-02-09T00:00:00.000","WASTE",,"Tanker","Jet Fuel","7000","GALLONS","002_OIL","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","After reviewing the details of the incident, it was determined that further clean-up and remediation is required to address the aforementioned release.  A follow-up investigation will ben conducted upon submittal of the final spill response report.","Clean up/remediation was conducted at the site from November 15, 2021 through November 17, 2021.","On November 15, 2021, the TCEQ Laredo Region received an emergency response notification regarding a spill of approximately 7000 gallons of jet fuel due a tanker and train collision.  The collision occured on the tracks near the entrance of Laughlin Air Force Base in Del Rio (Val Verde County).","1790006","REGION 16 - LAREDO",
"CN600786305","U-HAUL","RN104033402","GENERIC INCIDENT ZIP CODE 75160",,"TERRELL","KAUFMAN","75160",,,,,,,"298870","CLOSED","2018-12-11T00:00:00.000","2018-12-11T00:00:00.000","2019-01-29T00:00:00.000","WATER","Brushy Creek","U-Haul Truck","Gasoline","45","GALLONS","003_OIL","ENVIRONMENTAL","MUNICIPAL NON-INDUSTRIAL",,"On December 12, 2018, a TCEQ Investigator called Mr. Steve Howie, Kaufman County Emergency Management Coordinator, to discuss the incident.  Mr. Howie stated that due to the amount of water moving through the creek, the spilled materials were unrecoverable.","Incident Date: December 11, 2018
Responsible Party: U-Hail 
Material/Quantity Released: Gasoline and motor oil / 45 and 2 gallons  
Incident Location: Near US Highway 80 and Brushy Creek, Terrell (Kaufman County), Texas 75160
Spill Report Number(s): 20184652
Contractor(s): None",,"REGION 04 - DFW METROPLEX",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104035589","GENERIC INCIDENT ZIP CODE 75494",,"WINNSBORO","WOOD","75494",,,,,,,"366372","CLOSED","2021-09-13T00:00:00.000","2021-09-13T00:00:00.000","2021-09-16T00:00:00.000","WASTE",,"Saddle Tank","DIESEL OIL #2/GUAR GUM","35","GALLONS","006_OTHER","GENERAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On September 13, 2021, at approximately 1400 hours, the investigator went to the location of the spill.  There were no response personnel present and the truck involved in the accident had been removed.  The area of impacted soils had been excavated, however there was diesel fuel impacted soils near a concrete culvert.  There did not appear to be an impact to waters of the State from the spill.  A phone call was made to Mr. Tony McGovern, Project Manager, Lone Star Hazmat.  Mr. McGovern indicated he would return to the location to remove the impacted soils.  

On September 13, 2021, the investigator, gave to directives to, Mr. Tony McGovern, Project Manager, Lone Star Hazmat, to submit a written report to the attention of the investigator for this incident, no later than 30 working days from the incident. At a minimum, the report is to describe the details of the discharge or spill, a statement that the discharge or spill response action has been completed, a description of how the response action was conducted, proof of disposal of any contaminated media to an approved facility, and photographs for verification.","The TCEQ Tyler office will continue to monitor the remediation of the spill.","On September 13, 2021, at 0415 hours, Mr. Tony McGovern, Project Manager, Lone Star Hazmat, called with a report of a spill (Chem-Tel No. 20213305).  On September 13, 2021, at approximately 0100 hours, a semi-truck ran off the road.  This caused a release of an estimated 35 gallons of diesel to be shoulder of the road.  The release occurred on the North bound shoulder of Highway 37, in front of the residence located at 12213 SH 37, Winnsboro, Franklin County, Texas.

The semi-truck that leaked the diesel fuel was owned by: 

TLD Logistics
300 Everett Road
Knoxville, TN 37932 
Phone: (865) 539-1285
POC: Mr. Kip Berlin, Safety Supervisor","1762831","REGION 05 - TYLER",
"CN603072612","TCEQ REGION 13","RN104049549","GENERIC INCIDENT ZIP CODE 78245",,"SAN ANTONIO","BEXAR","78245",,,,,,,"376577","BREFERRED","2022-03-19T00:00:00.000","2022-03-19T00:00:00.000","2022-03-22T00:00:00.000","AIR","Upper Medio Creek",,,,,,"GENERAL","OUTDOOR BURNING",,"Referred to Air Section as complaint.  Assigned Incident No. 376614 for further investigation.","Anonymous person in the neighborhood is burning trash which is creating a strong plastic odor in the air.",,"REGION 13 - SAN ANTONIO",
"CN601214406","EASTMAN CHEMICAL COMPANY","RN104816863","TEXAS EASTMAN DIVISION EASTMAN CHEMICAL","ON HIGHWAY 149 & HWY 20","LONGVIEW","HARRISON","75603","32.447780","-94.693060",,,,,"367229","CLOSED","2021-09-21T00:00:00.000","2021-09-21T00:00:00.000","2021-10-13T00:00:00.000","WASTE",,"Acetaldehyde Plant","Acetaldehyde","15000","POUNDS","005_HAZMIN","GENERAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On September 21, 2021, verbal directives were given to Ms. Christin Haney, Environmental Operations, Eastman Chemical, to contain the release until remediation is complete, mitigate the release in order to prevent further contamination, assess the impact of the release to determine extent of remediation and/or public health activities, remove all contaminated media for disposal to an approved facility and submit a written report to the attention of the investigator, no later than 30 days from the incident.","Based on information submitted to the TCEQ Tyler by Texas Eastman Company on October 1, 2021, the spill did not enter the environment.  The spill was contained and diverted into the onsite industrial wastewater plant. Therefore, the spill was not a 30 TAC 327.4 reportable spill.  No further action is recommended at this time.","On September 21, 2021, at 1443 hours, Mr. Timothy McMeen, Environmental Operations, Eastman Chemical, called with a report of a spill (Chem-Tel No. 20213432).   On September 21, 2021, at approximately 1100 hours, a pipe burst at the Acetaldehyde Plant.  This resulted in an estimated 1500 pounds of water and acetaldehyde to discharge into Cooling Water Reservoir 1.",,"REGION 05 - TYLER","POINT (-94.69306 32.44778)"
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104041637","GENERIC INCIDENT ZIP CODE 76705",,"WACO","MCLENNAN","76705",,,,,,,"368307","CLOSED","2001-01-01T00:00:00.000","2021-10-13T00:00:00.000","2021-10-21T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","OTHER","This complaint does not meet the necessary criteria for conducting a complaint investigation.",,"Spill report.",,"REGION 09 - WACO",
"CN600745392","EL PASO WATER UTILITIES PUBLIC SERVICE BOARD","RN103870341","EL PASO WATER UTILITIES NORTHWEST WWTP",,"EL PASO","EL PASO","79922","31.794720","-106.521764","701 EXECUTIVE CENTER BLVD",,"TX","1604","372365","CLOSED","2022-01-03T00:00:00.000","2022-01-03T00:00:00.000","2022-02-08T00:00:00.000","WATER",,"El Paso Water","Wastewater discharge, municipal","0",,"006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On January 3, 2022, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 200 gallons of raw sewage which occurred within Zip Code 79922.","1782942","REGION 06 - EL PASO","POINT (-106.521764 31.79472)"
"CN604620575","JORAWHAR INC","RN101442739","DADDYS CORNER STORE","INTERSTATE 20","CANTON","VAN ZANDT","75103",,,"17169 INTERSTATE 20",,"TX","3550","376389","CLOSED","2022-03-15T00:00:00.000","2022-03-15T00:00:00.000","2022-03-24T00:00:00.000","WASTE","Storm drains","Fuel Dispenser","DIESEL OIL #2/GUAR GUM","30","GALLONS","006_OTHER","GENERAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On March 16, 2022, at approximately 1100 hours, the investigator went to the location of the spill.  The investigator met with Ms. Lori Brown, Project Manager, Fuller Environmental.  Fuller personnel were removing the diesel fuel from the storm drains and parking lot of the neighboring Dairy Queen Restaurant.  The investigator went to Nat 4 and met with Mr. Gary Sing, Clerk, Nat 4.  Mr. Sing explained that sometime the morning of March 15, 2022, had truck overfilled the saddle tank.  This resulted in a spill of diesel fuel to the diesel truck fueling area.  The fuel flowed from the dispenser area to the west onto Dairy Queen property. A phone call was made to Mr. Jaspreet Nat, Owner, Nat 4.  Mr. Nat indicated that it was a small spill, and he was not going to clean the diesel up on the dairy queen property. The investigator explained that Nat 4 was responsible for cleanup of fuel spills at the gas station, including the spills that leave gas station property.


Prior to the investigator departing the location, Fuller Environmental crews finished cleaning the Dairy Queen parking lot and flushing the storm drains.  Ms. Fuller indicated that they were called by the Owner of the Dairy Queen at the request of Canton Fire Department.  Ms. Brown indicated that she would be attempting to bill Nat 4 for the for the cleanup of the spill.  


Verbal directives were issued, on March 16, 2022, Mr. Jaspreet Nat, Owner, Nat 4, to submit a written report to the attention of the investigator, no later than 30 working days from the incident. At a minimum, the report is to describe the details of the discharge or spill, a statement that the discharge or spill response action has been completed, a description of how the response action was conducted, proof of disposal of any contaminated media to an approved facility, and photographs for verification.","The TCEQ Tyler office will continue to monitor the remediation of the spill.","On March 15, 2022, at 1917 hours, Mr. Bryan Kelly, Owner, Dairy Queen and on March 16, 2022, at 1001 hours, Mr. Josh Milton, Officer, Canton Police, called with separate reports of a spill (Chemtel Nos. 20220813 and 20220818).  On March 15, 2022, at approximately 8:00 hours a truck overfilled the saddle tank.  This resulted in a release of an estimated 30 gallon of diesel fuel to the concrete of the truck fueling area.","1803313","REGION 05 - TYLER",
"CN602629644","FORT BLISS WATER SERVICES COMPANY","RN105390975","FT BLISS SPILL RESPONSE SITE","SPILLS OCCURRING WITHIN THE JURISDICTIONAL BOUNDARIES OF FT BLISS MILITARY RESERVATION, TEXAS (TO INCLUDE BIGGS ARMY AIRFIELD AND FIRING RANGES LOCATED IN TEXAS)","EL PASO","EL PASO",,,,,,,,"369580","CLOSED","2021-10-27T00:00:00.000","2021-10-27T00:00:00.000","2021-11-10T00:00:00.000","WATER",,"Anzio Lift Station","Wastewater discharge, municipal","50","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On October 27, 2021, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 50 gallons of raw sewage which occurred within Zip Code 79916.","1773243","REGION 06 - EL PASO",
"CN600521272","CITY OF SAN MARCOS","RN101416337","CITY OF SAN MARCOS","630 E HOPKINS ST","SAN MARCOS","HAYS","78666",,,,,,,"372400","CLOSED","2021-12-14T00:00:00.000","2021-12-15T00:00:00.000","2022-01-06T00:00:00.000","WATER","san marcos river","potable water main","Water (H2O)","4000000","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","This incident does not meet the necessary criteria for conducting an onsite emergency response investigation.",,"Phone call and Email from TXDOT reporting 400,000 gallons of potable water discharged into the San Marcos River.",,"REGION 11 - AUSTIN",
,,"RN104047022","GENERIC INCIDENT ZIP CODE 77703",,"BEAUMONT","JEFFERSON","77703",,,,,,,"377727","CLOSED","2022-03-31T00:00:00.000","2022-03-31T00:00:00.000","2022-04-14T00:00:00.000","WASTE","NA","Fuel Dispenser (Pump)","Diesel fuel","120","GALLONS","003_OIL","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On March 31, 2022, Chemtel provided notification of the incident to Mr. Wade Graham, Texas Commission on Environmental Quality Region 10 (TCEQ R10) Emergency Response Coordinator (Report Number 20220991).","Actions taken in response to the spill were reported to include of application of absorbents by BISD personnel.","On March 31, 2022 at 0755 hours, Mr. Steve Tatum with the Beaumont Independent School District (BISD) reported a spill of 120 gallons of diesel fuel at their maintenance facility located at 1650 Caldwell Avenue in Beaumont (Jefferson County), Texas. The reported cause of the spill was equipment failure. The release occurred on March 31, 2022 at 0730 hours and impacted land.",,"REGION 10 - BEAUMONT",
"CN603701905","UNION PACIFIC RAILROAD CO","RN104049275","GENERIC INCIDENT ZIP CODE 78218",,"SAN ANTONIO","BEXAR","78218",,,,,,,"367540","CLOSED","2021-09-21T00:00:00.000","2021-09-21T00:00:00.000","2021-09-29T00:00:00.000","WASTE","Rosillo Creek",,,,,,"GENERAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","Notification was received through the National Response Center and does not fall under the jurisdiction of the TCEQ.  Therefore, the incident will be closed.",,"The caller is reporting a train vs vehicle at a grade crossing.  The caller stated that the trespasser exited the vehicle before the vehicle was hit.",,"REGION 13 - SAN ANTONIO",
"CN600630396","LOWER VALLEY WATER DISTRICT","RN104057708","GENERIC INCIDENT ZIP CODE 79928",,"EL PASO","EL PASO","79928",,,,,,,"373102","CLOSED","2022-01-16T00:00:00.000","2022-01-21T00:00:00.000","2022-02-23T00:00:00.000","WATER",,"Sewage","Sewage","1000","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On January 16, 2022, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of an unknown amount of raw sewage which occurred within Zip Code 79928.","1794349","REGION 06 - EL PASO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104048947","GENERIC INCIDENT ZIP CODE 78145",,"PAWNEE","BEE","78145",,,,,,,"367909","CLOSED","2021-10-06T00:00:00.000","2021-10-06T00:00:00.000","2022-01-04T00:00:00.000","WASTE",,"Crane","Hydraulic Oil","55","GALLONS","003_OIL","ENVIRONMENTAL","OTHER","On October 6, 2021, Mr. Bill Ross, Emergency Response Coordinator (ERC) from TCEQ R14 contacted Ms. Debbie Greenacre (Principal, VP Environmental) with Spartan via telephone and email to gather additional information and request a spill remediation report per 30 TAC §327.","TCEQ R14 will continue to gather information and assess the situation.","On October 6, 2021, the TCEQ R14 received notification via telephone, State Emergency Response Commission (SERC) hotline report No. 20213613 of a spill of approximately 55 gallons of hydraulic oil to soil. The spill occurred near the intersection of Farm-to-Market (FM) Road 673 and County Road (CR) 124 Pawnee, Bee County, Texas. The responsible party (RP) was determined to be Spartan Infrastructure (Spartan).","1782665","REGION 14 - CORPUS CHRISTI",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104047501","GENERIC INCIDENT ZIP CODE 77868",,"NAVASOTA","GRIMES","77868",,,,,,,"371704","CLOSED","2021-12-09T00:00:00.000","2021-12-09T00:00:00.000","2022-01-10T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","Report of a diesel spill was sent to the Waco Region Office.","1783353","REGION 09 - WACO",
"CN604571380","FOREST GLEN UTILITY","RN104048111","GENERIC INCIDENT ZIP CODE 78009",,"CASTROVILLE","MEDINA","78009",,,,,,,"366867","CLOSED","2021-09-17T00:00:00.000","2021-09-18T00:00:00.000","2021-09-20T00:00:00.000","WATER","Medina River","Pipe","Sewage","100","GALLONS","006_OTHER",,"BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","The incident was referred to the TCEQ R13 Water Section for further evaluation.","In-house personnel remediated the soil and all the lines have been cleaned.","A blockage in the sewer line from an accumulation of trash.  Impact is land.",,"REGION 13 - SAN ANTONIO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104041686","GENERIC INCIDENT ZIP CODE 76711",,"WACO","MCLENNAN","76711",,,,,,,"369837","CLOSED","2001-01-01T00:00:00.000","2021-11-08T00:00:00.000","2021-11-23T00:00:00.000","WASTE",,,,,,,,"OTHER","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","Diesel spill was reported to the Regional Office","1774780","REGION 09 - WACO",
"CN600745392","EL PASO WATER UTILITIES PUBLIC SERVICE BOARD","RN102286366","ROBERTO R BUSTAMANTE WWTP","LOCATED APPROX 4000 FT SE OF THE RIVERSIDE CANAL HEADGATES N OF THE RIO GRANDE AND 1.5 MI NW OF THE ABANDONED SOCORRO WWTP","EL PASO","EL PASO","79927",,,,,,,"370074","CLOSED","2021-11-05T00:00:00.000","2021-11-06T00:00:00.000","2021-12-17T00:00:00.000","WATER",,"sewage","Sewage","200","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On November 6, 2021, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 200 gallons of raw sewage which occurred within Zip Code 79935.","1774614","REGION 06 - EL PASO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104049473","GENERIC INCIDENT ZIP CODE 78238",,"SAN ANTONIO","BEXAR","78238",,,,,,,"299068","CLOSED","2018-12-16T00:00:00.000","2018-12-16T00:00:00.000","2018-12-20T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE",,"TCEQ referred to City of San Antonio Code Compliance (311) on December 17, 2018.","Caller stated that someone was changing transmission fluid in vehicle and dumped the fluid on the groud, impact is a storm drain.",,"REGION 13 - SAN ANTONIO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104036546","GENERIC INCIDENT ZIP CODE 75708",,"TYLER","SMITH","75708",,,,,,,"377440","CLOSED","2022-03-31T00:00:00.000","2022-03-31T00:00:00.000","2022-04-06T00:00:00.000","WASTE",,"Saddle Tank","DIESEL OIL #2/GUAR GUM","175","GALLONS","006_OTHER",,"BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On March 31, 2022, at approximately 1700 hours, investigator Tom Erny went to the location of the spill.  The were no response personnel at the location and the truck involved in the spill had been removed.  There were absorbents placed in the drainage in the center median and the impacted soils had been removed.  There did not appear to be an impact to waters of the State from the spill.  

On March 31, 2022, the investigator, gave verbal directives to Mr. Tony McGovern, Project Manager, Lone Star Hazmat to submit a written report to the attention of the investigator for this incident, no later than 30 working days from the incident. At a minimum, the report is to describe the details of the discharge or spill, a statement that the discharge or spill response action has been completed, a description of how the response action was conducted, proof of disposal of any contaminated media to an approved facility, and photographs for verification.","The TCEQ Tyler office will continue to monitor the remediation of the spill.","On March 31, 2022, at 1337 hours, Mr. Tony McGovern, Project Manager, Lone Star Hazmat, called with a report of a spill (CHEMTEL No. 20221000).  On March 31, 2022, at approximately 1300 hours, a semi-truck was involved in an accident puncturing the saddle tank.  This caused a leak of an estimated 175 gallons of diesel fuel East bound center median of I-20, at the County Road 353 bridge, Tyler, Smith County, Texas.  The coordinates where the spill occurred are North 32.44650 degrees and West -95.14940 degrees.

The semi-truck that spilled the diesel fuel is owned by: 

James Gentry LLC
170 Holly Street
Waskom, Texas 75692
Phone 318-938-5396
POC: Mr. James Gentry, President","1805772","REGION 05 - TYLER",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104036769","GENERIC INCIDENT ZIP CODE 75771",,"LINDALE","SMITH","75771",,,,,,,"373234","CLOSED","2022-01-08T00:00:00.000","2022-01-08T00:00:00.000","2022-01-26T00:00:00.000","AIR",,"Tractor Trailer","DIESEL OIL #2/GUAR GUM","50","GALLONS","003_OIL","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","On January 9, 2022, at approximately 1400 hours, investigator Miguel Gaona went to the location of the spill. The tractor trailer involved in the accident had been removed and there were no response personnel at the location.  The area appeared to be stabilized with several absorbent booms placed on location and it did not appear that there was impact to waters of the State. The investigator contacted Mr. Chris Ellis by phone and directives were issued, to submit a written report to the attention of the investigator, no later than 30 working days from the incident. At a minimum, the report is to describe the details of the discharge or spill, a statement that the discharge or spill response action has been completed, a description of how the response action was conducted, proof of disposal of any contaminated media to an approved facility, and photographs for verification.","The TCEQ Tyler office will continue to monitor the remediation of the spill.","On January 9, 2022, the Texas Commission on Environmental Quality (TCEQ) Region 5 (R5) Emergency Response Investigator, Mr. Miguel Gaona investigated a spill of diesel fuel on the west bound lane of I-20 near mile marker 556, Lindale, Smith County, Texas.

The semi-truck involved in the accident was owned by: 

Prime INC
2740 N Mayfair Ave
Springfield, MO 65803
Phone (417) 866-0001","1788408","REGION 05 - TYLER",
"CN602629644","FORT BLISS WATER SERVICES COMPANY","RN105390975","FT BLISS SPILL RESPONSE SITE","SPILLS OCCURRING WITHIN THE JURISDICTIONAL BOUNDARIES OF FT BLISS MILITARY RESERVATION, TEXAS (TO INCLUDE BIGGS ARMY AIRFIELD AND FIRING RANGES LOCATED IN TEXAS)","EL PASO","EL PASO",,,,,,,,"374854","CLOSED","2022-02-21T00:00:00.000","2022-02-21T00:00:00.000","2022-02-26T00:00:00.000","WATER",,"Fort Bliss Water Services Company","Sewage","400","GALLONS","003_OIL","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On February 21, 2022, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 410 gallons of raw sewage which occurred within Zip Code 79904.","1795750","REGION 06 - EL PASO",
"CN605199595","VEOLIA NORTH AMERICA REGENERATION SERVICES LLC","RN104477161","VEOLIA BORDERLAND PLANT","6501 TROWBRIDGE DR","EL PASO","EL PASO","79905","31.770500","-106.400000","6501 TROWBRIDGE DR",,"TX","3401","371613","CLOSED","2021-12-15T00:00:00.000","2021-11-30T00:00:00.000","2022-01-18T00:00:00.000","WASTE",,"Vapor Cloud","SO2","46","POUNDS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On December 15, 2021, an emergency response was received by the TCEQ El Paso Region Office for a release of an unknown amount of vapor which occurred within Zip Code 79905.","1781916","REGION 06 - EL PASO","POINT (-106.4 31.7705)"
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104050455","GENERIC INCIDENT ZIP CODE 78390","ZIP CODE 78390","TAFT","SAN PATRICIO","78390",,,,,,,"368489","CLOSED","2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","2021-12-07T00:00:00.000","WASTE",,"TTST","Diesel fuel","500","GALLONS","003_OIL","ENVIRONMENTAL","OTHER","On October 15, 2021, Mr. Bill Ross, Emergency Response Coordinator (ERC) from TCEQ R14 contacted Ms. Cindy Culpepper (Yard Manager with CT) via telephone to gather additional information. Ms. Culpepper indicated the incident occurred while transferring fuel to an above ground storage tank (AST) on a farm. CT contracted Miller Environmental Services (MES) to respond and remediate the spill site. A spill remediation report was requested as per Title 30 Texas Administrative Code Chapter 327 (30 TAC §327).","TCEQ R14 will continue to gather information and assess the situation.","On October 15, 2021, the TCEQ R14 received notification via telephone of a spill of approximately 200 - 500 gallons of highway diesel due to an issue during offloading the fuel. The spill occurred 8808 County Road (CR) 102 Taft, TX, San Patricio County, Texas. The responsible party (RP) was determined to be Coastal Transportation (CT).","1765872","REGION 14 - CORPUS CHRISTI",
"CN601060858","PRIEFERT MFG CO INC","RN104032842","GENERIC INCIDENT ZIP CODE 75087",,"ROCKWALL","ROCKWALL","75087",,,,,,,"371216","CLOSED","2021-12-09T00:00:00.000","2021-12-09T00:00:00.000","2022-01-24T00:00:00.000","WASTE",,"Tractor Trailer","Diesel fuel","80","GALLONS","003_OIL","ENVIRONMENTAL","MUNICIPAL NON-INDUSTRIAL",,"On December 15, 2021, a response action report was received by the TCEQ DFW Region Office.  The report included a description of the incident, cleanup actions taken, and disposal documentation.  On December 9, 2021, approximately 80 gallons of diesel fuel was spilled from the passenger side saddle tank of a tractor trailer. The cause of the spill was a motor vehicle accident involving a tractor trailer and a passenger truck. The spill impacted the roadway only. No waters of the state were impacted by this spill. The responsible party contracted CTR Environmental to remediate the spill.

CTR Environmental stopped the remaining diesel from escaping the damaged tank by filling it with absorbent. Absorbent material was then applied around the crash site and to areas of pooling fuel. Spill Tackle was used to cover the remaining spread. Impacted area was then scrubbed with Skid Steer and a pickup broom; spent absorbent was contained in a dump trailer. Area was then treated with ELMN8 and more Spill Tackle, scrubbed and evenly spread. The waste generated during the cleanup activities was disposed at Turkey Creek Landfill (Municipal Solid Waste Permit No. 1417C) located in Alvarado (Johnson County), Texas.

Based on the information received, it appears no further action is warranted at this time.","Incident Date: December 9, 2021
Responsible Party: Priefert Manufacturing	
Material/Quantity Released: Disel Fuel / 80 gallons
Incident Location: Intersection of FM 3549 and I-30, Rockwall (Rockwall County), TX 75087
Spill Report Number(s): 20214358
Contractor(s): CTR Environmental",,"REGION 04 - DFW METROPLEX",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104051545","GENERIC INCIDENT ZIP CODE 78602",,"BASTROP","BASTROP","78602",,,,,,,"368869","CLOSED","2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","2021-11-04T00:00:00.000","WASTE",,"truck","Diesel fuel","0",,"005_HAZMIN","ENVIRONMENTAL","OTHER","This incident does not meet the necessary criteria for conducting an onsite emergency response investigation.",,"A vehicle accident involving an 18 wheeler resulted in a the truck rolling over and spilling diesel fuel from the saddle tank.",,"REGION 11 - AUSTIN",
