Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document,Estimated Worth
745,UT Health San Antonio,745-21-P01,913,56,Special Trades,1,EA,Generator Piping & Containment @ Central Energy Plant,Andrea Parks-Stahl,(210) 567-2901,parksa3@uthscsa.edu,Register & Submit via BONFIRE Portal: https://uthscsa.bonfirehub.com/portal/?tab=openOpportunities,,,,"$480,000.00"
745,UT Health San Antonio,745-21-P07,941,55,Special Trades,1,EA,Replace Boiler @ Mays Cancer Center,Andrea Parks-Stahl,(210) 567-2901,parksa3@uthscsa.edu,Register & Submit via BONFIRE Portal: https://uthscsa.bonfirehub.com/portal/?tab=openOpportunities,,,,"$810,000.00"
745,UT Health San Antonio,745-21-P11,910,65,Building Construction,1,EA,"Gross Anatomy Lab - Laredo, TX",Andrea Parks-Stahl,(210) 567-2901,parksa3@uthscsa.edu,Register & Submit via BONFIRE Portal: https://uthscsa.bonfirehub.com/portal/?tab=openOpportunities,,,,"$383,000.00"
405,Department of Public Safety,21R00003242,485,40,Commodities,36,Each,19oz Lysol[REG] Professional Original Disinfectant Spray,Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/ac06813b-0ec1-4caa-b29a-20e08d1ed930?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/df9a0de1-1dbb-43d0-bc12-3c85f34adaa3?filename=21R0003242_Cleaning+Products+%26+Sanitizer.pdf,1013.86
405,Department of Public Safety,21R0003268,201,42,Commodities,5,Case,"Culture Tubes, Disposable, Borosilicate Glass",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/e30de74d-eb07-4454-a695-52cedb50bbd9?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/7edb2fc7-0961-469c-aa58-a3f82ec791c6?filename=21R0003268_Culture+Tubes+%26+Nitrile+Examination+Gloves.pdf,$1858.95
731,Texas Woman's University,SPF-731-20-004-DW,485,,,,,Janitorial Supplies,David Willerton,9408983359,dwillerton@twu.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/fa791fee-1485-4ac2-96b5-a45db91afafc?filename=SPF-731-20-004-DW.pdf,
405,Department of Public Safety,21R0000728,045,075,Commodities,245,Each,"Rubbermaid Step-On Trash Can - 8 Gallon, Black, Rubbermaid Step-On Trash Can - 8 Gallon, Black",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,Various Locations,,https://data.texas.gov/views/dxdw-hs8h/files/ba89b0fb-2cf4-40ed-bc06-19ebd2eeeece?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/f7b0366c-a3a4-43e7-ad19-216c15b03eda?filename=21R0000728_Rubbermaid+Trash+Cans.pdf,"$24,728.00"
405,Department of Public Safety,21R0003342,204,88,Commodity,10,each,FUJITSU fi-7180 Automatic Document Feeder Scanner,Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/78ec5223-6489-41cb-b515-82842a4c1cf0?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/5dea8c62-c1d9-411d-b4a5-7b3781eb3c8b?filename=21R0003342_FUJITSU+fi-7180+Automatic+Document+Feeder+Scanner.pdf,"$14,093.60"
405,Department of Public Safety,21R0003394,740,55,Commodities,344.5,US Dollar,30 lbs R22 Refrigerant,Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/ae4845a7-d8b4-4825-a43f-12d3abebcf6a?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/81e7dddb-45a2-403b-890c-e19b760aeaa1?filename=21R0003394_30+lbs+R22+Refrigerant.pdf,"$13,780.00"
405,Department of Public Safety,21R0003421,"020, 515","64,10",Commodities,11,each,"Mower, Push, Husqvarna, Walk, Pole Saw, Dewalt 8 in. 20V Max, Trimmer, Hedge",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/78e612d5-6f94-414f-8cd3-27f1532f2521?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/0a86219f-8049-46e0-85cf-54ff9b5dbf1b?filename=21R0003421_Mower%2C+Trimmer+%26+Pole+Saw.pdf,"$3,635.05"
405,Department of Public Safety,21R0003707,"515, 031, 545, 545","10, 06, 75, 09",Commodities,10,each,"Stihl Chain saw - MS 180, Stihl Pole Pruner HT 56, Stihl Edger - FC 96, Stihl Weedeater trimmer - FS94 R, Stihl Pole Pruner HT 56",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/ea9318b0-336b-4017-bed0-4cb9e2cb8cf8?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/385d01a3-d7b6-4ee7-a378-f2a558120ffb?filename=21R0003707_Weed+Eater%2C+Blower%2C+Edger+%26+Saw.pdf,"$3,825.00"
405,Department of Public Safety,21R0003168,065,85,Commodity,1,each,PP-TAH-2015-L3-2D-11 Drawer Locks,Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/fc30569c-a1db-4e7b-8fc5-ab8cf8c79c55?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/52a71217-1b01-4590-bfc9-6fd43ce082ee?filename=21R0003168_PP-TAH-2015-L3-2D-11+Drawer+Locks.pdf,"$2,300.00"
405,Department of Public Safety,21R0004526,065,85,Commodities,4,each,"Samsung 50"" LED Flat UHD HDR Smart, WIFI-10443309, Smartmount Universal Tilt Wall Mount 32-50 inches-10987570",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/d40f5508-7d6a-4a00-a527-498f3c350ea7?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/677609be-99ec-4358-aee0-c07d93c48a0d?filename=21R0004526_SAMSUNG+50+INCH+LED+TV+%26+Smartmount.pdf,"$2,163.96"
405,Department of Public Safety,21R0002784,201,42,Commodity,10,Case,"Purple Nitrile¿ And Purple Nitrile-Xtra¿ Examination Gloves, Kimberly-Clark Medium",Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/2cf5d3af-e214-42eb-bf64-b7f443646596?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/13666ad9-cd52-4b88-ba06-f95ae3289bf4?filename=21R0002784_Purple+Nitrile+Gloves.pdf,"$1,610.70"
405,Department of Public Safety,21R0003220,"207, 600","72, 82",Commodities,6,Each,"Boxis® AutoShred® 300-Sheet Autofeed Micro-cut Shredder, AF300,HP 414A Cyan HP 414A Yellow Toner Cartridge (W2022A), Toner Cartridge (W2021A), HP 414A Black Toner Cartridge (W2020A),HP 414A Magenta Toner Cartridge (W2023A)",Sandra Wallis,512-424-5255,Procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/6e6a032f-0b2c-43c8-8043-e3d913177fbf?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/8e7f09d9-b203-4a44-9932-140a081c871f?filename=21R0003220_HP+Toner+Cartidges+%26+Micro-cut+Shredder+AF300.pdf,"$1,569.92"
5551,Texas Department of Agriculture,0000001838,,,,1,ea,Video Production for 3-4 minute video and :15 highlight reel,Jack Hammond,512-463-5936,jack.hammond@texasagriculture.gov,See specs and drawings for specifications,https://data.texas.gov/views/dxdw-hs8h/files/4382ab8b-6df8-4525-8193-f28dae089772?filename=DOCUMENT+-+HART_Video_21_SOW_+Final.pdf,,https://data.texas.gov/views/dxdw-hs8h/files/5a2526b7-110c-4702-9dfa-ad50a3c4adfb?filename=Rqr+0000001838+HART+Video.pdf,
551,Texas Department of Agriculture,0000001839,,,,200000,ea,"3""x3"" Round Stickers - see specs for further details",Jack Hammond,512-463-4936,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/dxdw-hs8h/files/ef8aaa95-fa9c-44a3-a9a5-bb21bffff760?filename=Sticker+specifications.pdf,,https://data.texas.gov/views/dxdw-hs8h/files/2b15d2c1-e9ac-4576-bf08-12dcab0d9409?filename=Req+0000001839+Sticker+Print+Request.pdf,
582,TCEQ,582-21-10949,035,28,Commodities,40,EA,"Memory card, Micro SD, 128 Gigabyte",Roger Dube,512-239-3427,Roger.Dube@tceq.texas.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/2a7ae54b-b3a5-458a-ad04-82fa4fc7308b?filename=21-10949+-+Solicitation.pdf,
731,Texas Woman's University,SPF-731-20-001-DW,475,,,,,Personal Protection Equipment,David Willerton,9408983359,dwillerton@twu.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/c0d65c26-c53f-4659-8183-8fc27324d141?filename=SPF-731-20-001-DW.pdf,
731,Texas Woman's University,SPF-731-20-002-DW,045,84,,1,Each,Vent-A-Hood,David Willerton,9408983359,dwillerton@twu.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/16999ecf-fc53-47f5-91a5-01b6fd1e4fbb?filename=SPF-731-20-002-DW.pdf,
731,Texas Woman's University,SPF-731-20-003-DW,340,29,,,,Fire Extinguisher Service,David Willerton,9408983359,dwillerton@twu.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/aa116998-301e-420b-af7e-70240bbe1707?filename=SPF-731-20-003-DW.pdf,
405,Department of Public Safety,21R0004510,204,68,Commodities,100,each,Headsets Blue Parrot,Sandra Wallis,512-424-5255,procurement@dps.texas.gov,,,https://data.texas.gov/views/dxdw-hs8h/files/7224f486-f44d-4098-adfe-90a60fb53983?filename=00-Standard+Terms+and+Conditions+20190910.pdf,https://data.texas.gov/views/dxdw-hs8h/files/b1b23634-2977-4912-817f-dee5901d4088?filename=21R0004510_Headsets+Blue+Parrot+%26+Headsets+Blue+Parrot+%28Wireless-Noise+B250-XT%29.pdf,"$8,349.93"
529,Texas Health and Human Services,HHS0009699,936,67,,1,HR,As-needed repair services for refrigeration equipment,Lori Ashworth,512-406-2462,lori.ashworth@hhs.texas.gov,,,,,
601,TxDOT,60132-46721,100,30,Commodities,1,Each,Pre-Engineered Hazmat/Chemical Storage building,Gina M. Gonzales,9157904222,ginam.gonzalez@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/3ed05002-8e40-4abf-b2b8-c15836dd7792?filename=IFB+601320000046721.pdf,
601,TxDOT,60134-42598,"485,165","44,86,5",Commodities,224,Each,"Soap Dispensers, Hand Soap, Cabinets counters stand tables",Gina M. Gonzales,9157904222,ginam.gonzalez@txdot.gov,"bid document includes three items automatic touchless hand dispensers, alcohol hand sanitizers refills and floor stands for automatic touch less hand dispensers",,,https://data.texas.gov/views/dxdw-hs8h/files/f38dc0c8-f500-41e5-ad37-3ee01cc57d6b?filename=IFB+601340000042598.pdf,
696,Texas Department of Criminal Justice,IW054436,445,27,Commodities,1,EA,Cordless Drill,Shane Neal,936-437-7054,Shane.Neal@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/f49d3ca9-2e28-45b0-976a-1ae4a3fd141d?filename=IW054436.pdf,,,
696,Texas Department of Criminal Justice,IW054437,110,90,Commodities,2,EA,V-Belt,Shane Neal,936-437-7054,Shane.Neal@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/8308f007-c692-4370-913c-91199b45673f?filename=IW054437.pdf,,,
696,Texas Department of Criminal Justice,IW054438,320,10,Commodities,1,EA,,Shane Neal,936-437-7054,Shane.Neal@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/b37ab7f7-d33f-4d8f-b5c4-366832b8203c?filename=IW054438.pdf,,,
696,Texas Department of Criminal Justice,IW054439,832,20,Commodities,1,EA,Magnetic Adhesive Tape Roll,Shane Neal,936-437-7054,Shane.Neal@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/686df11e-7a78-4cd2-b844-4ae11149ddc8?filename=IW054439.pdf,,,
696,t,,,,,,,,,,,,,,,
696,Texas Department of Criminal Justice,IW054423,670,56,Commodities,1,EA,Faucet,Libby Moore,936-437-71068,Libby.Moore@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/1f0df9b7-2556-4def-85b3-46e93a6caa1f?filename=IW054423.pdf,,,
696,Texas Department of Criminal Justice,IW054171,320,10,Commodities,2,EA,Expansion Wedge Anchor,Traci Bump,936-437-7156,Traci.Bump@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/2f1d5e3f-11e8-4657-9661-83ed973fec1a?filename=IW054171.pdf,,,
696,Texas Department of Criminal Justice,IW054252,165,02,Commodities,1,EA,Mixer,Phyllis Johnston,936-437-7025,Phyllis.Johnston@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/20b1b201-220c-4f84-b058-6e2efbf050b8?filename=IW054252.pdf,,,
696,Texas Department of Criminal Justice,IW054013,590,20,Commodities,4,EA,Heat Seal,Haley Seils,936-437-7057,Haley.Seils@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/dc8802a2-de8f-4581-9205-b2c8e7ee21a5?filename=IW054013.pdf,,,
696,Texas Department of Criminal Justice,IW054168,320,70,Commodities,10,PK,Flat Head Screw,Haley Seils,936-437-7057,Haley.Seils@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/a2c87f91-1780-41a0-aa1a-b453f763ad36?filename=IW054168.pdf,,,
696,Texas Department of Criminal Justice,IW054165,320,74,co,,,,Lucy Gonzalez,9364377061,Lucero.Gonzalez@tdcj.texas.gov,,,,,
696,Texas Department of Criminal Justice,IW054165,320,74,Commodities,5,BOX,Screws,Haley Seils,936-437-7057,Haley.Seils@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/41bcd660-9047-4e78-b263-1e974b81fc96?filename=IW054165.pdf,,,
696,Texas Department of Criminal Justice,IW053354,520,72,Commodities,2,EA,Shine Brush,Haley Seils,936437-7057,Haley.Seils@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/baf9dea1-624b-47c4-9ef9-c124ee0c6636?filename=IW053354.pdf,,,
696,Texas Department of Criminal Justice,IW054170,445,21,Commodities,1,EA,Wire Stripper,Haley Seils,936-437-7057,Haley.Seils@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/88fc5196-3362-4327-a49b-e9393ab3aa9d?filename=IW054170.pdf,,,
696,Texas Department of Criminal Justice,IW054183,450,01,Commodities,2,EA,Sealant,Diana Martinez-Rivas,936-437-7027,Diana.Martinez-Rivas@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/087e8e67-ca0c-4217-bf9d-93225a3a526d?filename=IW054183.pdf,,,
696,Texas Department of Criminal Justice,IW054185,450,06,Commodities,1,PKG,Battery,Diana Martinez-Rivas,936-437-7027,Diana.Martinez-Rivas@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/1dba752f-10c1-4cd8-b856-6dca9ae4f561?filename=IW054185.pdf,,,
601,TxDOT,60129-19802,350,70,Commodities,50,Each,State Flags,Araceli Rodriguez,2106155954,araceli.ann.rodriguez@txdot.gov,State Flags,,,https://data.texas.gov/views/dxdw-hs8h/files/7fc83059-f618-44ef-8a5d-a323948e2fce?filename=RFQ+601290000019802.pdf,
696,Texas Department of Criminal Justice,IW054224,165,12,Commodities,60,EA,Manual Can Opener,Phyllis Johnston,936-437-7025,Phyllis.Johnston@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/78d65a2c-f418-4307-9aad-e8063a2ffbc8?filename=IW054224.pdf,,,
696,Texas Department of Criminal Justice,IW054187,785,25,Commodities,15,EA,Bulletin Board,Candice Johnson,936-437-7103,Candice.Johnson@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/ffbc1fe8-d9cb-4015-b1dd-4544818fdd9d?filename=IW054187.pdf,,,
696,Texas Department of Criminal Justice,IW054217,031,06,Commodities,1,EA,Hail Guard Kit,Ron Schlenker,936-437-7102,Ronald.Schlenker@tdcj.texas.gob,,https://data.texas.gov/views/dxdw-hs8h/files/dc4e0982-662d-433a-a2a9-ae2978769fe4?filename=IW054217.pdf,,,
601,TxDOT,60129-19804,75,46,Commodities,4,Each,Reel Hose,Leigh Wilson,9035109276,leigh.wilson@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/7720c6dc-2981-4b5d-9d99-c405ccca0491?filename=RFQ+601290000019804.pdf,
696,Texas Department of Criminal Justice,IW054215,031,55,Commodities,1,EA,Testo Digital Mainfold Gauge Set,Ron Schlenker,936-437-7102,Ronald.Schlenker@tdcj.texas.gob,,https://data.texas.gov/views/dxdw-hs8h/files/75cb5800-dd40-4b7e-b996-0cdb39e8b828?filename=IW054215.pdf,,,
696,Texas Department of Criminal Justice,IW054006,615,19,Commodities,12,EA,Calendar Holder,Oluwaseun Kittrell,936-437-7116,Oluwaseun.Kittrell@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/02743c8b-9200-40a0-a86a-8df1c61043d1?filename=IW054006.pdf,,,
601,TxDOT,60129-19805,340,28,Commodities,40,Each,Fire Extenguishers,Perla Hernandez,9364358582,herbert.miller@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/86f4b3b1-f12a-4c46-a316-5ba5d5108f9d?filename=RFQ+601290000019805.pdf,
696,Texas Department of Criminal Justice,IW054181,005,14,Commodities,10,EA,Sanding Roll,Libby Moore,936-437-7068,Libby.Moore@tdcj.texas.gov,,https://data.texas.gov/views/dxdw-hs8h/files/70004d3b-63a9-4774-a994-ff5319f9c217?filename=IW054181.pdf,,,
601,TxDOT,60131-68025,755,"10,35",Commodities,10,Each,"Asphalt Distributor Parts O Rings, Plate Outlet, Inlets, and Gaskets",Jason Jones,9157904347,jason.jones@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/fbae4d6b-c9f1-44ff-821d-1d77e551363f?filename=RFQ+601310000068025.pdf,
601,TxDOT,60132-47219,615,15,Commodities,15,Each,Appointment Books,Melissa Zunker,3618082408,Melissa.Zunker@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/ff3adb79-d797-490d-8dc6-1c2853f15850?filename=RFQ+601320000047219.PDF,
601,TxDOT,60144-30327,485,13,Commodities,1,Each,Hand sanitizer,Perla Hernandez,9364358582,perla.hernandez@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/8b5fa92c-3842-43a2-8ba0-566802878ccd?filename=RFQ+601440000030327.pdf,
601,TxDOT,60129-19807,405,90,Commodities,480,Quarts,"Oil, Motor",Leigh Wilson,9035109276,leigh.wilson@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/b08ca3db-9853-4b78-9f5e-1b750cd41962?filename=RFQ+601290000019807.pdf,
601,TxDOT,60129-19808,450,63,Commodities,60,Each,"Pulley, V Type",Leigh Wilson,9035109276,herbert.miller@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/eebfda0d-d5c6-4a66-9016-01ffe28679ec?filename=RFQ+601290000019808.pdf,
601,TxDOT,60132-47212,615,23,Commodities,6,Each,Bambo Chair Mats,Melissa Zunker,3618082408,herbert.miller@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/4e09a390-25c7-4217-8a2e-5589039f0f0f?filename=RFQ+601320000047212.PDF,
601,TxDOT,60132-47213,615,"88,80",Commodities,2,Each,"Tape, Sheet Protectors",Melissa Zunker,3618082408,Melissa.Zunker@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/7da7c1a0-5f57-45b5-bbc2-3cb4e14ff269?filename=RFQ+601320000047213.PDF,
601,TxDOT,60132-47216,615,17,Commodities,5,Each,Plastic Boxes,Melissa Zunker,3618082408,herbert.miller@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/db7c770e-a240-4044-a2b8-8f644b6abc06?filename=RFQ+601320000047216.PDF,
601,TxDOT,60132-47236,"605,615,420","84,81,93",Commodities,12,Each,"Staples, Staplers, Step stools",Melissa Zunker,3618082408,Melissa.Zunker@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/07fb5365-46bf-4b71-998c-cd586dab2379?filename=RFQ+601320000047236.PDF,
601,TxDOT,60132-47279,755,74,Commodities,7,Each,Curing Tank Heater,Jason Jones,9157904347,jason.jones@txdot.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/245f4fff-ee9a-421a-b5a7-d32a67d7a527?filename=RFQ+601320000047279.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-01,,,,,,Dymo Label Cartridges,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/14e13479-addf-40e3-a277-1357558a68ae?filename=HMSDC+SBF+01+-+Dymo+Label+Cartridges.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-02,,,,,,Air Filters,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/ded648c0-b0f9-4de6-ad1b-f86f118eb868?filename=HMSDC+SBF+02+-+Air+Filters.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-03,,,,,,OSHA Compatible Kit,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/8af873c5-f9aa-4d34-9af1-53a92907e891?filename=HMSDC+SBF+03+-+OSHA+Compatible+Kit.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-04,,,,,,Electrical Tape,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/748917f3-c95f-4abc-9a86-eda7a1a77cb8?filename=HMSDC+SBF+04+-+Electrical+Tape.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-05,,,,,,Anti-shorting Bushings,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/7cb44be4-5fd3-45cf-90c8-f35347a5db6b?filename=HMSDC+SBF+05+-+anti-shorting+bushings.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-06,,,,,,Scott Towels,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/4bf1720c-b2a0-487c-8f42-5cc053b2eebb?filename=HMSDC+SBF+06+-+Scott+Towels.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-07,,,,,,GOJO Hand Soap,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/47627152-a241-4b87-a6e4-9070e7deab9a?filename=HMSDC+SBF+07+-+GOJO+Hand+Soap.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-08,,,,,,Paint Roller Covers,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/12abb90d-b43c-4cad-b7d1-9084d8587a0e?filename=HMSDC+SBF+08+-+Paint+Roller+Covers.pdf,
738,The University of Texas at Dallas,HMSDC-SBF-09,,,,,,Microwaves,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/dxdw-hs8h/files/e39bebca-0700-4c9e-9253-b95e0c9eb3b5?filename=HMSDC+SBF+09+-+Microwaves.pdf,
529,Texas Health and Human Services,0000137043 ,345,94,,2,CS,DISINFECTANT SPRAY,Julia Chapa,512-406-2527,Julia.Chapa@hhsc.state.tx.us,,,,,
529,Texas Health and Human Services,0000137824,615,60,,6,CS and CTN,Clorox and Lysol Wipes, Julia Chapa , 512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,,,,,
529,Texas Health and Human Services,0000137896,615,60,,1,,,,,,,,,,
0000139467 ,Texas Health and Human Services,0000139467 ,71,53,,4,Each,Golf cart electric,Julia Chapa ,512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,,,,,
529,Texas Health and Human Services,0000139537 ,615,45,,775,Box,"Folders, File, Manila",Julia Chapa ,512-406-2527 , Julia.Chapa@hhsc.state.tx.us,,,,,
529,Texas Health and Human Services,00001140033 ,450,03,,30,Each,"GLUE, 4 OZ., ALL PURPOSE, ITEM# 99468937, ", Julia Chapa,512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,,,,,
529 ,Texas Health and Human Services,0000140035 ,450,06,,50,PCK,"BATTERIES, ALKALINE, SIZE: AAAA, 2 PER PACK,", Julia Chapa, 512-406-2527 ,Julia.Chapa@hhsc.state.tx.us,,,,,
529,Texas Health and Human Services,0000140037 ,485,54,,25,Each,"SOAP, DISHWASHING, 38 OZ., ORIGINAL DAWN,", Julia Chapa ,512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,,,,,
529,Texas Health and Human ,0000140042 ,475-09 & 615-91,,,50,Package,"BAND AIDS, 1"" X 3"", 100 COUNT, Folders",Julia Chapa,512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,,,,,
529,Texas ,,,,,,,,,,,,,,,
529,Texas Health and Human Services,0000140046 ,785/73 ,,,,,,,,,,,,,
529,Texas Health and  Human Services,0000140304 ,045,20,,1,Each,"COFFEEMAKER, BUNN MODEL# 04275.0031",Julia Chapa, 512-406-2527 ,Julia.Chapa@hhsc.state.tx.us,,,,,
529,Texas Health and Human Services,0000140347 ,615,60,,,Each,AA and AAA  Duracell batteries,Julia Chapa , 512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,The respondents/bidders must either submit their responses using,,,,
529,Texas Health and Human Services,0000140387 ,,,,,"Each, Package, Box","First Aid kits, office supplies - see solicitation", Julia Chapa,512-406-2527, Julia.Chapa@hhsc.state.tx.us,The respondents/bidders must either submit their responses using,,,,
529,Texas Health and Human Services,0000140576,,,,,Package,"Cardstock, Envelopes, Eraser, Glue Stick, Labels",Julia Chapa , 512-406-2527 , Julia.Chapa@hhsc.state.tx.us,The respondents/bidders must either submit their responses using,,,,
529,Texas Health and Human Services,0000140668 ,803,39,,,Each,Panasonic ErgoFit In-Ear Earbud Headphones - see solicitation,Julia Chapa , 512-406-2527 , Julia.Chapa@hhsc.state.tx.us,"Response Due Date: November 25, 2020",,,,
529,Texas Health and Human Services,0000140765 ,615,51,,10,Each,"DYMO LW Address Label Rolls, #30252, Rectangular,", Julia Chapa , 512-406-2527 , Julia.Chapa@hhsc.state.tx.us,,,,,
529,Texas Health and Human Services,0000140046 ,,,,,Each,"PADS, STENO, NOTEBOOK, STAPLER, DESK (MANUAL)",Julia Chapa ,512-406-2527 , Julia.Chapa@hhsc.state.tx.us ,email to pcsbids@hhsc.state.tx.us,,,,
00730,University of Houston ,ITB-730-21015,20,400,,2,Each ,"The University of Houston is looking to purchase Dell 24 Monitor- P2419H, Dell Latitude 7410, and CUS, SPKR. ",Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/c26f13b8-d384-4395-a4dd-74839a44330c?filename=UH+HMSDC+ITB+730-21015+Dell+24+Monitor-+P2419H.doc,"$1,679.00"
