"fiscal_year","region","race_ethnicity","gender","eligible_for_pal_services","served","served_in_fiscal_year"
"2020","3-Arlington","African American","Male","13","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","African American","Male","348","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Male","20","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Male","7","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Male","337","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Asian","Male","8","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Male","19","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Male","5","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Male","206","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Native American","Male","2","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Other","Male","6","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Other","Male","3","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Other","Male","62","Served","Served In Current Fiscal Year"
"2020","3-Arlington","African American","Unknown","1","Served","Served In Current Fiscal Year"
"2020","4-Tyler","African American","Female","7","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","African American","Female","59","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Female","17","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Female","2","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Female","171","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Hispanic","Female","4","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Hispanic","Female","1","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Hispanic","Female","50","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Other","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Other","Female","23","Served","Served In Current Fiscal Year"
"2020","4-Tyler","African American","Male","3","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","African American","Male","53","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Male","12","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Male","7","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Anglo","Male","180","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Hispanic","Male","1","Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Hispanic","Male","40","Served","Served In Current Fiscal Year"
"2020","4-Tyler","Other","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","4-Tyler","Other","Male","23","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","African American","Female","3","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","African American","Female","29","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Female","5","Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Female","78","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Hispanic","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Hispanic","Female","32","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Other","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Other","Female","19","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","African American","Male","21","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Male","6","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Male","6","Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Anglo","Male","83","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Hispanic","Male","1","Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Hispanic","Male","21","Served","Served In Current Fiscal Year"
"2020","5-Beaumont","Other","Male","2","Not Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Other","Male","1","Served","Not Served In Current Fiscal Year"
"2020","5-Beaumont","Other","Male","8","Served","Served In Current Fiscal Year"
"2020","6-Houston","African American","Female","36","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","African American","Female","65","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","African American","Female","343","Served","Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Female","27","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Female","36","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Female","178","Served","Served In Current Fiscal Year"
"2020","6-Houston","Asian","Female","1","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Asian","Female","5","Served","Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Female","39","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Female","64","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Female","196","Served","Served In Current Fiscal Year"
"2020","6-Houston","Other","Female","7","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Other","Female","8","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Other","Female","46","Served","Served In Current Fiscal Year"
"2020","6-Houston","African American","Male","30","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","African American","Male","88","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","African American","Male","270","Served","Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Male","26","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Male","55","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Anglo","Male","161","Served","Served In Current Fiscal Year"
"2020","6-Houston","Asian","Male","3","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Asian","Male","4","Served","Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Male","31","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Male","53","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Hispanic","Male","157","Served","Served In Current Fiscal Year"
"2020","6-Houston","Native American","Male","1","Served","Served In Current Fiscal Year"
"2020","6-Houston","Other","Male","4","Not Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Other","Male","8","Served","Not Served In Current Fiscal Year"
"2020","6-Houston","Other","Male","36","Served","Served In Current Fiscal Year"
"2020","7-Austin","African American","Female","39","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","African American","Female","23","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","African American","Female","169","Served","Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Female","51","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Female","42","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Female","231","Served","Served In Current Fiscal Year"
"2020","7-Austin","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Asian","Female","2","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Asian","Female","4","Served","Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Female","64","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Female","43","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Female","227","Served","Served In Current Fiscal Year"
"2020","7-Austin","Other","Female","9","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Other","Female","10","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Other","Female","41","Served","Served In Current Fiscal Year"
"2020","7-Austin","African American","Male","25","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","African American","Male","22","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","African American","Male","137","Served","Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Male","56","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Male","48","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Anglo","Male","186","Served","Served In Current Fiscal Year"
"2020","7-Austin","Asian","Male","3","Served","Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Male","57","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Male","35","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Hispanic","Male","164","Served","Served In Current Fiscal Year"
"2020","7-Austin","Native American","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Native American","Male","1","Served","Served In Current Fiscal Year"
"2020","7-Austin","Other","Male","6","Not Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Other","Male","5","Served","Not Served In Current Fiscal Year"
"2020","7-Austin","Other","Male","35","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Female","8","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Female","7","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Female","94","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Female","22","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Female","14","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Female","161","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Asian","Female","1","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Female","54","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Female","42","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Female","617","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Native American","Female","1","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Other","Female","5","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Other","Female","27","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Male","6","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Male","8","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","African American","Male","66","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Male","9","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Male","26","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Anglo","Male","146","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Asian","Male","2","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Male","62","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Male","53","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Hispanic","Male","457","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Native American","Male","1","Served","Served In Current Fiscal Year"
"2020","8-San Antonio","Other","Male","3","Not Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Other","Male","5","Served","Not Served In Current Fiscal Year"
"2020","8-San Antonio","Other","Male","19","Served","Served In Current Fiscal Year"
"2020","9-Midland","African American","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","9-Midland","African American","Female","2","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","African American","Female","13","Served","Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Female","4","Not Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Female","2","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Female","62","Served","Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Female","14","Not Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Female","10","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Female","84","Served","Served In Current Fiscal Year"
"2020","9-Midland","Native American","Female","1","Served","Served In Current Fiscal Year"
"2020","9-Midland","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Other","Female","9","Served","Served In Current Fiscal Year"
"2020","9-Midland","African American","Male","2","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","African American","Male","8","Served","Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Male","4","Not Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Male","4","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Male","57","Served","Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Male","7","Not Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Male","7","Served","Not Served In Current Fiscal Year"
"2020","9-Midland","Hispanic","Male","57","Served","Served In Current Fiscal Year"
"2020","9-Midland","Native American","Male","1","Served","Served In Current Fiscal Year"
"2020","9-Midland","Other","Male","6","Served","Served In Current Fiscal Year"
"2020","9-Midland","Anglo","Unknown","1","Served","Served In Current Fiscal Year"
"2020","10-El Paso","African American","Female","7","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Anglo","Female","6","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Asian","Female","1","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Female","4","Served","Not Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Female","70","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Native American","Female","1","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Other","Female","1","Served","Served In Current Fiscal Year"
"2020","10-El Paso","African American","Male","3","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Anglo","Male","10","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Male","2","Served","Not Served In Current Fiscal Year"
"2020","10-El Paso","Hispanic","Male","65","Served","Served In Current Fiscal Year"
"2020","10-El Paso","Native American","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","10-El Paso","Other","Male","2","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","African American","Female","4","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Female","3","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Female","7","Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Female","53","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Asian","Female","1","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Female","49","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Female","26","Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Female","360","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Other","Female","6","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","African American","Male","7","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Male","4","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Male","5","Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Anglo","Male","37","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Male","29","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Male","21","Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Hispanic","Male","280","Served","Served In Current Fiscal Year"
"2020","11-Edinburg","Other","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","11-Edinburg","Other","Male","4","Served","Served In Current Fiscal Year"
"2020","Out of State","African American","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","Out of State","Anglo","Female","3","Served","Served In Current Fiscal Year"
"2020","Out of State","Hispanic","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","Out of State","Hispanic","Female","1","Served","Served In Current Fiscal Year"
"2020","Out of State","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2020","Out of State","Other","Female","1","Served","Served In Current Fiscal Year"
"2020","Out of State","African American","Male","1","Served","Served In Current Fiscal Year"
"2020","Out of State","Anglo","Male","1","Served","Not Served In Current Fiscal Year"
"2020","Out of State","Anglo","Male","2","Served","Served In Current Fiscal Year"
"2020","Out of State","Hispanic","Male","2","Served","Served In Current Fiscal Year"
"2020","Out of State","Other","Male","1","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Female","3","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Female","2","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Female","40","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Female","5","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Female","9","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Female","123","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Asian","Female","4","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Female","9","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Female","7","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Female","184","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Native American","Female","1","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Other","Female","2","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Other","Female","2","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Other","Female","28","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Male","4","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","African American","Male","39","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Male","6","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Male","8","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Anglo","Male","95","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Male","5","Not Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Male","10","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Hispanic","Male","148","Served","Served In Current Fiscal Year"
"2019","1-Lubbock","Other","Male","3","Served","Not Served In Current Fiscal Year"
"2019","1-Lubbock","Other","Male","19","Served","Served In Current Fiscal Year"
"2019","2-Abilene","African American","Female","2","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","African American","Female","34","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Female","18","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Female","1","Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Female","110","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Hispanic","Female","9","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Hispanic","Female","61","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Native American","Female","1","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Other","Female","21","Served","Served In Current Fiscal Year"
"2019","2-Abilene","African American","Male","3","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","African American","Male","13","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Male","15","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Male","2","Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Anglo","Male","104","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Asian","Male","1","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Hispanic","Male","10","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Hispanic","Male","45","Served","Served In Current Fiscal Year"
"2019","2-Abilene","Other","Male","1","Not Served","Not Served In Current Fiscal Year"
"2019","2-Abilene","Other","Male","17","Served","Served In Current Fiscal Year"
"2019","3-Arlington","African American","Female","47","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","African American","Female","4","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","African American","Female","387","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Female","47","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Female","1","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Female","366","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Asian","Female","7","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Female","37","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Female","3","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Female","248","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Native American","Female","1","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Other","Female","8","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Other","Female","59","Served","Served In Current Fiscal Year"
"2019","3-Arlington","African American","Male","56","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","African American","Male","8","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","African American","Male","325","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Male","47","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Male","4","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Male","299","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Asian","Male","9","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Male","28","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Male","1","Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Hispanic","Male","195","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Native American","Male","2","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Other","Male","7","Not Served","Not Served In Current Fiscal Year"
"2019","3-Arlington","Other","Male","64","Served","Served In Current Fiscal Year"
"2019","3-Arlington","Anglo","Unknown","1","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","African American","Female","10","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","African American","Female","2","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","African American","Female","50","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Female","32","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Female","2","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Female","141","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Female","9","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Female","1","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Female","37","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Other","Female","6","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Other","Female","16","Served","Served In Current Fiscal Year"
"2019","4-Tyler","African American","Male","7","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","African American","Male","2","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","African American","Male","52","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Male","42","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Male","10","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Anglo","Male","157","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Male","8","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Male","1","Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Hispanic","Male","32","Served","Served In Current Fiscal Year"
"2019","4-Tyler","Other","Male","4","Not Served","Not Served In Current Fiscal Year"
"2019","4-Tyler","Other","Male","16","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Female","5","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Female","2","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Female","29","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Female","10","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Female","2","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Female","81","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Hispanic","Female","1","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Hispanic","Female","28","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Other","Female","17","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Male","2","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","African American","Male","23","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Male","16","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Male","4","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Anglo","Male","73","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Hispanic","Male","5","Not Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Hispanic","Male","1","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Hispanic","Male","19","Served","Served In Current Fiscal Year"
"2019","5-Beaumont","Other","Male","1","Served","Not Served In Current Fiscal Year"
"2019","5-Beaumont","Other","Male","9","Served","Served In Current Fiscal Year"
"2019","6-Houston","African American","Female","39","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","African American","Female","53","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","African American","Female","351","Served","Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Female","27","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Female","28","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Female","191","Served","Served In Current Fiscal Year"
"2019","6-Houston","Asian","Female","2","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Asian","Female","1","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Asian","Female","5","Served","Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Female","43","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Female","40","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Female","221","Served","Served In Current Fiscal Year"
"2019","6-Houston","Other","Female","1","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Other","Female","2","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Other","Female","38","Served","Served In Current Fiscal Year"
"2019","6-Houston","African American","Male","32","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","African American","Male","51","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","African American","Male","286","Served","Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Male","34","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Male","47","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Male","178","Served","Served In Current Fiscal Year"
"2019","6-Houston","Asian","Male","1","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Asian","Male","6","Served","Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Male","31","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Male","48","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Hispanic","Male","166","Served","Served In Current Fiscal Year"
"2019","6-Houston","Other","Male","2","Not Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Other","Male","7","Served","Not Served In Current Fiscal Year"
"2019","6-Houston","Other","Male","36","Served","Served In Current Fiscal Year"
"2019","6-Houston","Anglo","Unknown","1","Not Served","Not Served In Current Fiscal Year"
