"application_id","applicant_name","region","grant_amount","project_title_long","grant_summary","city","geo"
"48555","Carver Development Board","South Texas Plains","3000","Arts Respond Education","To support a series of educational, interactive performances for K-12th grade students in the San Antonio metropolitan area.","San Antonio","POINT (-98.494599 29.425173)"
"48141","Dance Houston","Gulf Coast","3500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"77748589","IEA: Inspire, Encourage, Achieve","Gulf Coast","10000","Designated Funding-Texas Women for the Arts","Support to implement creative arts programming in the Minnie Rogers Juvenile Justice Center and Ben’s Kids Outreach Program in Beaumont.","Beaumont","POINT (-94.102012 30.08617)"
"48445","Dallas Arts District","Prairies & Lakes","96000","Cultural District Project","To support three interactive digital information kiosks for the Dallas Arts District which will also count pedestrians, vehicles, scooters and bicycles at major intersections in the district.","Dallas","POINT (-96.796215 32.777977)"
"48549","Bihl Haus Arts","South Texas Plains","3000","Arts Respond Health & Human Services","To support COVID-19 Coping, a program for San Antonio healthcare personnel to de-stress through personal responses in writing and visual art.","San Antonio","POINT (-98.494599 29.425173)"
"77748582","Contemporary Art for San Antonio/Blue Star Art Space","South Texas Plains","2500","Designated Funding-Texas Women for the Arts","Support for two creative youth development programs, Creative Classrooms and the MOSAIC Student Artist Program, to provide artist-led experiential activities for children in San Antonio.","San Antonio","POINT (-98.494599 29.425173)"
"48723","UTEP/Art Galleries","Big Bend Country","2500","Arts Respond Health & Human Services","To support virtual visual arts programming with coordinated art kits for clients of the Center Against Sexual and Family Violence.","El Paso","POINT (-106.492257 31.76006)"
"77748065","Rice Design Alliance/Rice University","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"10089262","Woodlands Children's Museum","Gulf Coast","629","Performance Support","Artistic fee subsidy for Joe McDermott to perform in The Woodlands on December 12, 2020.","The Woodlands","POINT (-95.484612 30.182039)"
"77748146","Waco Civic Theatre","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Waco","POINT (-97.129989 31.556767)"
"77748486","Chris Beall","Hill Country","5000","Commission Initiative - Summer Tour","Support for this Texas Touring Roster artist to give a rural tour with at least one performance in Comanche County and five more in Callahan, Comanche, Eastland, Shackleford, Stephens, and/or Throckmorton counties by August 31, 2021.","Austin","POINT (-97.746598 30.264979)"
"77747976","Lubbock Arts Alliance","Panhandle Plains","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Lubbock","POINT (-101.855113 33.583578)"
"77748028","Mineola League of the Arts","Piney Woods","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Mineola","POINT (-73.63462 40.74607)"
"48156","El Paso Pro-Musica","Big Bend Country","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","El Paso","POINT (-106.492257 31.76006)"
"48423","Zilker Theatre Productions","Hill Country","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"77748565","Amarillo Symphony","Panhandle Plains","2000","Designated Funding-Texas Women for the Arts","Support for the Amarillo Symphony Class Act program to present interactive string quartet performances in K-12 classrooms throughout the Texas Panhandle.","Amarillo","POINT (-101.832013 35.207009)"
"48464","Houston Symphony","Gulf Coast","225000","Cultural District Project","To support three concerts featuring Itzhak Perlman, and culminating with him conducting the Houston Symphony in May 2021.","Houston","POINT (-95.369506 29.760803)"
"10089450","Young Audiences of Houston","Gulf Coast","1187","Performance Support","Artistic fee subsidy for Open Dance Project to perform in Houston, December 15, 2020-March 14, 2021.","Houston","POINT (-95.369506 29.760803)"
"48818","Dallas Children's Theater","Prairies & Lakes","5000","Arts Respond Health & Human Services","To support the distribution of My Faraway Adventure Kit, a live virtual theater performance supplemented by a travel-related activity kit, to children at Ronald McDonald House, Vogel Alcove Childcare Center for the Homeless, and Hope Kids in Dallas.","Dallas","POINT (-96.796215 32.777977)"
"77748163","Youth Orchestra of Greater Fort Worth","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Fort Worth","POINT (-97.340038 32.739977)"
"48102","Chinati Foundation/La Fundacion Chinati","Big Bend Country","14500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Marfa","POINT (-104.020624 30.309412)"
"77748422","BT Studios (dba Be Theatre)","Panhandle Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Angelo","POINT (-100.437304 31.46378)"
"48241","Kingwood Dance Theatre","Gulf Coast","3500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Kingwood","POINT (-95.260803 30.0333)"
"48857","Houston Symphony","Gulf Coast","6500","Arts Respond Health & Human Services","To support the Music and Wellness Initiative, an outreach program that brings free virtual concerts and music experiences to the bedside of pediatric and adult cancer and hematology patients at three Houston area hospitals.","Houston","POINT (-95.369506 29.760803)"
"77748289","Cypress Creek FACE","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Spring","POINT (-95.41769 30.079731)"
"77748362","Historic Mansfield Performance Park","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Mansfield","POINT (-82.515469 40.758553)"
"77748178","Alley Theatre","Gulf Coast","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48650","Marfa Live Arts (formerly Marfa Theatre)","Big Bend Country","4000","Arts Respond Education","To support playwriting preparatory courses for 7th and 8th graders in Marfa.","Marfa","POINT (-104.020624 30.309412)"
"48675","Public Poetry","Gulf Coast","2500","Arts Respond Economic Development","To support REELpoetry/HoustonTX, an online international poetry film festival showcasing video poetry, poetry films, and documentary films about poets.","Houston","POINT (-95.369506 29.760803)"
"48194","Harbor Playhouse","Gulf Coast","3500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Corpus Christi","POINT (-97.404131 27.796416)"
"10089326","Arcadia Live (dba)","Hill Country","1400","Performance Support","Artistic fee subsidy for Montopolis Productions to perform in Kerrville on October 22, 2020.","Kerrville","POINT (-99.135299 30.042787)"
"77748043","National Center for Children's Illustrated Literature","Panhandle Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Abilene","POINT (-99.732654 32.453562)"
"77748130","Turtle Creek Chorale","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Dallas","POINT (-96.796215 32.777977)"
"48696","Symphony Arlington","Prairies & Lakes","5000","Arts Respond Education","To support educational orchestra performances, supported by classroom workshops, for Arlington-area 5th grade students.","Arlington","POINT (-97.10711 32.735594)"
"48523","Art Museum of Southeast Texas","Gulf Coast","4500","Arts Respond Public Safety & Criminal Justice","To support the Art After School program, which brings 4th grade students from Title I schools near Beaumont to the museum for art-making experiences.","Beaumont","POINT (-94.102012 30.08617)"
"77748081","Say Si","South Texas Plains","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"48874","Louise Hopkins Underwood Center for the Arts","Panhandle Plains","3165","Arts Respond Economic Development","To support the First Friday Art Trail, with in-person and virtual components in the Lubbock Cultural District.","Lubbock","POINT (-101.855113 33.583578)"
"77748317","El Paso Pro-Musica","Big Bend Country","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","El Paso","POINT (-106.492257 31.76006)"
"10089266","Hermalinda Rodriguez Elementary/Austin ISD","Hill Country","250","Performance Support","Artistic fee subsidy for Kim Lehman to perform in Austin on November 6, 2020.","Austin","POINT (-97.746598 30.264979)"
"48234","K Space Contemporary","Gulf Coast","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Corpus Christi","POINT (-97.404131 27.796416)"
"48024","Anthropos Arts","Hill Country","6500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"77748377","Houston International Dance Coalition","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48425","Abilene Philharmonic Association","Panhandle Plains","7000","Cultural District Project","To support A New World, the opening concert of the 2021 season that will attract visitors to the Abilene Cultural District and mark the organization's 70th anniversary.","Abilene","POINT (-99.732654 32.453562)"
"77748578","Ballet Lubbock","Panhandle Plains","2500","Designated Funding-Texas Women for the Arts","Support for Ballet Lubbock's partnerships with Covenant Children’s Hospital and United Medical Center to bring ballet to patients and their families.","Lubbock","POINT (-101.855113 33.583578)"
"10090884","Bryan+College Station Public Library System/City of Bryan","Gulf Coast","175","Performance Support","Artistic fee subsidy for Kim Lehman to perform at Kim Lehman's home in Program will be shown virtually through library website., 7/13/2021 - 7/13/2021","Bryan","POINT (-96.370542 30.670524)"
"48502","Abilene Cultural Affairs Council","Panhandle Plains","3000","Arts Respond Economic Development","To support the Children’s Art and Literacy Festival, a three-day event designed to attract visitors to Abilene and make art and literacy exciting for children and their families.","Abilene","POINT (-99.732654 32.453562)"
"77748098","Symphony of the Hills Association","Hill Country","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Kerrville","POINT (-99.135299 30.042787)"
"48765","Art and Beyond","Prairies & Lakes","1411","Arts Respond Natural Resources & Agriculture","To support in-person and virtual summer art camps for economically disadvantaged youth in the Dallas area, focusing on creating green art by using recycled materials.","Cedar Hill","POINT (-96.954231 32.589903)"
"48058","Avant Chamber Ballet","Prairies & Lakes","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Dallas","POINT (-96.796215 32.777977)"
"10090449","Panoramic Voices (formerly Texas Choral Consort)","Hill Country","1400","Performance Support","Artistic fee subsidy for ARCOS to perform in Austin on May 1, 2021.","Austin","POINT (-97.746598 30.264979)"
"77748198","Art League of Houston","Gulf Coast","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48114","Community Music Center of Houston","Gulf Coast","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"48631","Jump-Start Performance Co.","South Texas Plains","2500","Arts Respond Health & Human Services","To support a weekly arts therapy class in performing, visual, and media arts with residents of the Fairweather Lodge, a long-term treatment facility for individuals with mental illness, in San Antonio.","San Antonio","POINT (-98.494599 29.425173)"
"48757","Amarillo Symphony","Panhandle Plains","4500","Arts Respond Economic Development","To support the Greater Southwest Music Festival, which brings students from three states to Amarillo for competition and performance.","Amarillo","POINT (-101.832013 35.207009)"
"10089443","Young Audiences of Houston","Gulf Coast","810","Performance Support","Artistic fee subsidy for Open Dance Project to perform in Houston, January 12-March 11, 2021.","Houston","POINT (-95.369506 29.760803)"
"77748243","Blue Lapis Light","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"48349","Symphony of Southeast Texas","Gulf Coast","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Beaumont","POINT (-94.102012 30.08617)"
"77747996","Las Colinas Symphony Orchestra","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Irving","POINT (-96.949933 32.813879)"
"48794","Carver Development Board","South Texas Plains","4000","Arts Respond Public Safety & Criminal Justice","To support multidisciplinary arts camps for youth in San Antonio's Eastside.","San Antonio","POINT (-98.494599 29.425173)"
"48941","Wise Performing Arts Guild","Prairies & Lakes","3000","Arts Respond Economic Development","To support performances of the ballet Peter Pan, featuring the students of the Wise Ballet and Music Academy, drawing visitors to Decatur.","Decatur","POINT (-88.955851 39.841454)"
"77748109","Tejas Storytelling Association","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Denton","POINT (-97.13245 33.215533)"
"48364","Texas Ballet Theater","Prairies & Lakes","12500","Arts Create - Major 4","To advance the creative economy of Texas by investing in the operations of this arts organization.","Fort Worth","POINT (-97.340038 32.739977)"
"77748345","Genesis Theatre (dba)","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Plano","POINT (-96.697586 33.019695)"
"48399","Video Association of Dallas","Prairies & Lakes","8500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Dallas","POINT (-96.796215 32.777977)"
"48187","Grace Museum","Panhandle Plains","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Abilene","POINT (-99.732654 32.453562)"
"10089439","Young Audiences of Houston","Gulf Coast","100","Performance Support","Artistic fee subsidy for Outspoken Bean to perform in Houston, January 12-March 14, 2021.","Houston","POINT (-95.369506 29.760803)"
"48284","Mount Vernon Music Association","Prairies & Lakes","13500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Mount Vernon","POINT (-88.904734 38.317612)"
"10090559","Henderson County/Clint W. Murchison Memorial Library","Prairies & Lakes","425","Performance Support","Artistic fee subsidy for Kim Lehman to perform at Henderson County Performing Arts Center in Athens, 7/1/2021 - 7/1/2021","Athens","POINT (-83.376798 33.957412)"
"48356","Teatro Vivo","Hill Country","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"48933","UTEP/Art Galleries","Big Bend Country","3500","Arts Respond Public Safety & Criminal Justice","To support an outdoor two-week robot building workshop at the Rubin Center for Bowie High School students.","El Paso","POINT (-106.492257 31.76006)"
"48636","Kids Creativity Shell","Gulf Coast","2000","Arts Respond Economic Development","To support the Munchkin Market in Houston, where K-12 grade students create and sell handmade art and fashion items along with other vendors in a one-day event.","Kingwood","POINT (-95.260803 30.0333)"
"10088873","St. Edwards University/Writing & Rhetoric Department","Hill Country","1000","Performance Support","Artistic fee subsidy for Ire'ne Lara Silva to perform in Austin on October 6, 2020.","Austin","POINT (-97.746598 30.264979)"
"48073","Big Medium","Hill Country","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"48389","Uptown Dance Company","Gulf Coast","3500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"48813","CYT (Christian Youth Theater) Dallas-Fort Worth","Prairies & Lakes","3000","Arts Respond Economic Development","To support a production of Shrek the Musical, developing creativity, communication, and problem-solving for Dallas and surrounding community youth.","Lewisville","POINT (-96.994166 33.046344)"
"48097","Chamberlain Ballet Company","Prairies & Lakes","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Plano","POINT (-96.697586 33.019695)"
"77748330","Fort Worth Classic Guitar Society","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Fort Worth","POINT (-97.340038 32.739977)"
"48322","Rude Mechanicals","Hill Country","8500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"77748463","Rockport Cultural Arts District","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Rockport","POINT (-97.042511 28.041249)"
"48036","Arts Council of Fort Worth and Tarrant County","Prairies & Lakes","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Fort Worth","POINT (-97.340038 32.739977)"
"48266","Marfa Live Arts (formerly Marfa Theatre)","Big Bend Country","10500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Marfa","POINT (-104.020624 30.309412)"
"48938","Washington Avenue Arts District","Gulf Coast","3000","Arts Respond Natural Resources & Agriculture","To support a new mural highlighting the fauna of White Oak Bayou and Buffalo Bayou, a live-streamed discussion with the muralist and a Master Naturalist highlighting the unique ecology of the bayous, and a self-guided tour for visitors.","Houston","POINT (-95.369506 29.760803)"
"48469","Longview Symphony League","Piney Woods","24000","Cultural District Project","To support performing the music of Harry Potter at the Belcher Center to attract visitors to the Arts!Longview Cultural District.","Longview","POINT (-94.742336 32.494556)"
"48797","Centro Cultural Aztlan","South Texas Plains","5000","Arts Respond Education","To support Superheroes in the Schools, a series of visual art workshops with pandemic safety measures for K-12th grade students in San Antonio schools.","San Antonio","POINT (-98.494599 29.425173)"
"48729","Waco Civic Theatre","Prairies & Lakes","4000","Arts Respond Economic Development","To support Wade in the Brazos, a celebration focused on the work of baritone Jules Bledsoe, a Waco native known for his rendition of Ol’ Man River, that will attract audiences to the Waco Cultural District from across the state and nation.","Waco","POINT (-97.129989 31.556767)"
"77748153","WindSync","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48531","Astraios","Prairies & Lakes","5000","Arts Respond Education","To support educational chamber music concerts for Frisco and DeSoto elementary school students.","Frisco","POINT (-96.825082 33.15066)"
"48201","Historic Mansfield Performance Park","Prairies & Lakes","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Mansfield","POINT (-82.515469 40.758553)"
"48865","Katy Artreach","Gulf Coast","2880","Arts Respond Health & Human Services","To support StoryTime, which brings bedside performances of classic children's literature, conducted with pandemic safety measures, to youth in hospitals and infusion centers in the greater Houston area and leaves each child with a copy of the book.","Katy","POINT (-95.816531 29.794857)"
"48493","Vortex Repertory Company","Hill Country","200000","Cultural District Project","To support production expenses for the world premiere of Annie Jump and the Library of Heaven, a new play by Reina Hardy that will attract visitors to Six Square - Austin's Black Cultural District.","Austin","POINT (-97.746598 30.264979)"
"77747981","Leap of Joy","Hill Country","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"10090817","Bulverde/Spring Branch Library","Hill Country","125","Performance Support","Artistic fee subsidy for Carolina Storyteller to perform at Mammen Family Public Library in Virtual (Bulverde), 8/4/2021 - 8/4/2021","Bulverde","POINT (-98.445088 29.761274)"
"10090904","Hondo Public Library/City of Hondo","Hill Country","200","Performance Support","Artistic fee subsidy for Sue Young to perform at Veterans Memorial Square in Hondo, 7/22/2021 - 7/22/2021","Hondo","POINT (-99.141687 29.347585)"
"77748015","Media Projects","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Dallas","POINT (-96.796215 32.777977)"
"48220","Hyde Park Theatre","Hill Country","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"48798","Chamberlain Ballet Company","Prairies & Lakes","4000","Arts Respond Health & Human Services","To support the Shining Stars Program, which provides low-cost, virtual dance classes to children and young adults with special needs in North Texas and culminates in a performance showcase video.","Plano","POINT (-96.697586 33.019695)"
"48573","Creative Action (dba)","Hill Country","4500","Arts Respond Health & Human Services","To support the Changing Lives Youth Theatre Ensemble, through which Austin teens learn about building healthy relationships and devise an original script that is performed at area middle schools and culminates in a public performance.","Austin","POINT (-97.746598 30.264979)"
"48841","Fuse Box Austin","Hill Country","3000","Arts Respond Economic Development","To support the in-person, livestreamed Austin premiere of MXTX, a collaboration between 20 DJ-producers and 20 composers from both sides of the Rio Grande, resulting in an open-source audio sample library, an album, and live performances.","Austin","POINT (-97.746598 30.264979)"
"48614","Habitable Spaces","Prairies & Lakes","3500","Arts Respond Economic Development","To support the Fall Harvest Festival in partnership with the City of Kingsbury, featuring interactive art installations and performances, to encourage economic resiliency in the rural community.","Kingsbury","POINT (-86.698424 41.53154)"
"77748270","Cine Las Americas","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77748339","Fresh Arts (dba)","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"10090518","Westbank Community Library District","Hill Country","300","Performance Support","Artistic fee subsidy for Mr. Will/Will and The Wilderness to perform in Austin on March 15, 2021.","Austin","POINT (-97.746598 30.264979)"
"48394","UT Austin/Landmark Arts","Hill Country","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"48264","Magik Theatre","South Texas Plains","7500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","San Antonio","POINT (-98.494599 29.425173)"
"48808","Creative Action (dba)","Hill Country","7500","Arts Respond Education","To support Brave Schools, placing teaching artists in pre-K-7th grade classrooms in Central Texas schools.","Austin","POINT (-97.746598 30.264979)"
"48744","Zachary Scott Theatre Center","Hill Country","3000","Arts Respond Health & Human Services","To support a program to enhance access to people with disabilities by offering sign language-interpreted and open-captioned performances, touch tours, audio description services, and sensory-friendly performances, in Austin.","Austin","POINT (-97.746598 30.264979)"
"77748594","Marfa Live Arts (formerly Marfa Theatre)","Big Bend Country","18000","Designated Funding-Texas Women for the Arts","Support for high-quality educational programs to provide vital dramatic arts, dance, and music education for students in Marfa.","Marfa","POINT (-104.020624 30.309412)"
"48258","Louise Hopkins Underwood Center for the Arts","Panhandle Plains","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Lubbock","POINT (-101.855113 33.583578)"
"48569","Community Music Center of Houston","Gulf Coast","2000","Arts Respond Public Safety & Criminal Justice","To support an audiovisual production concerning COVID-19 and the impact it has had on the isolation of African-American youth in Houston.","Houston","POINT (-95.369506 29.760803)"
"48314","Purple Songs Can Fly","Gulf Coast","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"10090853","San Marcos Performing Arts Association","Hill Country","1250","Performance Support","Artistic fee subsidy for Dale Watson to perform at San Marcos Plaza Park in San Marcos, 7/29/2021 - 7/29/2021","San Marcos","POINT (-97.939985 29.882083)"
"48508","Amarillo Symphony","Panhandle Plains","2000","Arts Respond Education","To support string quartet performances in schools in the Texas Panhandle.","Amarillo","POINT (-101.832013 35.207009)"
"77748366","Hyde Park Theatre","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77748061","Puerto Rican Folkloric Dance","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"48132","Dallas Chamber Symphony","Prairies & Lakes","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Dallas","POINT (-96.796215 32.777977)"
"48296","Odysseus Chamber Orchestra","Prairies & Lakes","3000","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Denton","POINT (-97.13245 33.215533)"
"48152","El Paseo Arts Foundation","Gulf Coast","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Port Isabel","POINT (-97.218538 26.071358)"
"48579","Czech Center Museum Houston","Gulf Coast","4000","Arts Respond Education","To support digital folk art exhibitions and lesson plans for students in the greater Houston area.","Houston","POINT (-95.369506 29.760803)"
"77748381","Houston Symphony","Gulf Coast","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"77748166","Zilker Theatre Productions","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"48892","Orange Show Center for Visionary Art","Gulf Coast","3500","Arts Respond Economic Development","To support a socially distanced drive-through Art Car Parade, the world’s oldest and largest art car parade that attracts vehicles from across the nation and an audience of over 300,000 to Houston.","Houston","POINT (-95.369506 29.760803)"
"77748250","Bugle Boy Foundation","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","La Grange","POINT (-96.876663 29.905588)"
"48033","Artpace San Antonio","South Texas Plains","17500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","San Antonio","POINT (-98.494599 29.425173)"
"48733","Wichita Falls Symphony Orchestra","Panhandle Plains","2500","Arts Respond Education","To support educational symphony orchestra performances for 5th grade students in Wichita Falls.","Wichita Falls","POINT (-98.500854 33.90976)"
"10090848","Midland County/Public Libraries","Big Bend Country","535","Performance Support","Artistic fee subsidy for Elizabeth Ellis to perform at MCPL Downtown Library in Midland, 7/20/2021 - 7/20/2021","Midland","POINT (-102.078043 31.997433)"
"77748032","Mount Vernon Music Association","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Mount Vernon","POINT (-88.904734 38.317612)"
"48104","Christine Alberts Swan Songs","Hill Country","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"10089454","Trinity Star Arts Council","Prairies & Lakes","1350","Performance Support","Artistic fee subsidy for Bobby Flores to perform in Fairfield on February 20, 2021.","Fairfield","POINT (-122.049851 38.251488)"
"48065","Ballet Lubbock","Panhandle Plains","6500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Lubbock","POINT (-101.855113 33.583578)"
"77748195","Armstrong Community Music School","Hill Country","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77748414","Artes de la Rosa (dba)","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Fort Worth","POINT (-97.340038 32.739977)"
"77748281","Contemporary Art for San Antonio/Blue Star Art Space","South Texas Plains","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"77748048","Opera San Antonio","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"77748133","Unity Theatre Company","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Brenham","POINT (-96.398466 30.160692)"
"48747","Print Austin Collective","Hill Country","2000","Arts Respond Economic Development","To support PrintEXPO, a free annual print fair that brings together the work of over 100 artists, galleries, print shops, and universities that will feature an online virtual experience to comply with COVID-19 restrictions.","Austin","POINT (-97.746598 30.264979)"
