"fiscal_year","county","region","when_completed_fbss_services","children_served","subsequently_alleged_as"
"2021","Gillespie","8-San Antonio","Prior Fiscal Year","3","Yes"
"2021","Gillespie","8-San Antonio","5 Years Prior","16","No"
"2021","Gillespie","8-San Antonio","5 Years Prior","9","Yes"
"2021","Gillespie","8-San Antonio","First 6 Months of FY","33","No"
"2021","Gillespie","8-San Antonio","First 6 Months of FY","6","Yes"
"2021","Glasscock","9-Midland","5 Years Prior","1","No"
"2021","Glasscock","9-Midland","5 Years Prior","1","Yes"
"2021","Goliad","8-San Antonio","Prior Fiscal Year","12","No"
"2021","Goliad","8-San Antonio","Prior Fiscal Year","5","Yes"
"2021","Goliad","8-San Antonio","5 Years Prior","4","No"
"2021","Goliad","8-San Antonio","5 Years Prior","2","Yes"
"2021","Goliad","8-San Antonio","First 6 Months of FY","7","No"
"2021","Gonzales","8-San Antonio","Prior Fiscal Year","25","No"
"2021","Gonzales","8-San Antonio","Prior Fiscal Year","14","Yes"
"2021","Gonzales","8-San Antonio","5 Years Prior","20","No"
"2021","Gonzales","8-San Antonio","5 Years Prior","15","Yes"
"2021","Gonzales","8-San Antonio","First 6 Months of FY","19","No"
"2021","Gonzales","8-San Antonio","First 6 Months of FY","1","Yes"
"2021","Gray","1-Lubbock","Prior Fiscal Year","90","No"
"2021","Gray","1-Lubbock","Prior Fiscal Year","23","Yes"
"2021","Gray","1-Lubbock","5 Years Prior","35","No"
"2021","Gray","1-Lubbock","5 Years Prior","21","Yes"
"2021","Gray","1-Lubbock","First 6 Months of FY","25","No"
"2021","Gray","1-Lubbock","First 6 Months of FY","8","Yes"
"2021","Grayson","3-Arlington","Prior Fiscal Year","195","No"
"2021","Grayson","3-Arlington","Prior Fiscal Year","54","Yes"
"2021","Grayson","3-Arlington","5 Years Prior","182","No"
"2021","Grayson","3-Arlington","5 Years Prior","179","Yes"
"2021","Grayson","3-Arlington","First 6 Months of FY","108","No"
"2021","Grayson","3-Arlington","First 6 Months of FY","17","Yes"
"2021","Gregg","4-Tyler","Prior Fiscal Year","129","No"
"2021","Gregg","4-Tyler","Prior Fiscal Year","46","Yes"
"2021","Gregg","4-Tyler","5 Years Prior","130","No"
"2021","Gregg","4-Tyler","5 Years Prior","93","Yes"
"2021","Gregg","4-Tyler","First 6 Months of FY","87","No"
"2021","Gregg","4-Tyler","First 6 Months of FY","25","Yes"
"2021","Grimes","7-Austin","Prior Fiscal Year","1","No"
"2021","Grimes","7-Austin","5 Years Prior","23","No"
"2021","Grimes","7-Austin","5 Years Prior","19","Yes"
"2021","Grimes","7-Austin","First 6 Months of FY","7","No"
"2021","Grimes","7-Austin","First 6 Months of FY","3","Yes"
"2021","Guadalupe","8-San Antonio","Prior Fiscal Year","244","No"
"2021","Guadalupe","8-San Antonio","Prior Fiscal Year","55","Yes"
"2021","Guadalupe","8-San Antonio","5 Years Prior","100","No"
"2021","Guadalupe","8-San Antonio","5 Years Prior","73","Yes"
"2021","Guadalupe","8-San Antonio","First 6 Months of FY","133","No"
"2021","Guadalupe","8-San Antonio","First 6 Months of FY","14","Yes"
"2021","Hale","1-Lubbock","Prior Fiscal Year","67","No"
"2021","Hale","1-Lubbock","Prior Fiscal Year","12","Yes"
"2021","Hale","1-Lubbock","5 Years Prior","56","No"
"2021","Hale","1-Lubbock","5 Years Prior","36","Yes"
"2021","Hale","1-Lubbock","First 6 Months of FY","52","No"
"2021","Hale","1-Lubbock","First 6 Months of FY","11","Yes"
"2021","Hall","1-Lubbock","Prior Fiscal Year","17","No"
"2021","Hall","1-Lubbock","Prior Fiscal Year","2","Yes"
"2021","Hall","1-Lubbock","5 Years Prior","2","No"
"2021","Hall","1-Lubbock","First 6 Months of FY","2","No"
"2021","Hamilton","7-Austin","Prior Fiscal Year","19","No"
"2021","Hamilton","7-Austin","Prior Fiscal Year","7","Yes"
"2021","Hamilton","7-Austin","5 Years Prior","3","No"
"2021","Hamilton","7-Austin","First 6 Months of FY","3","No"
"2021","Hamilton","7-Austin","First 6 Months of FY","2","Yes"
"2021","Hansford","1-Lubbock","Prior Fiscal Year","4","No"
"2021","Hansford","1-Lubbock","5 Years Prior","4","No"
"2021","Hansford","1-Lubbock","5 Years Prior","5","Yes"
"2021","Hardeman","2-Abilene","Prior Fiscal Year","11","No"
"2021","Hardeman","2-Abilene","Prior Fiscal Year","1","Yes"
"2021","Hardeman","2-Abilene","5 Years Prior","1","No"
"2021","Hardeman","2-Abilene","5 Years Prior","3","Yes"
"2021","Hardeman","2-Abilene","First 6 Months of FY","4","No"
"2021","Hardin","5-Beaumont","Prior Fiscal Year","48","No"
"2021","Hardin","5-Beaumont","Prior Fiscal Year","5","Yes"
"2021","Hardin","5-Beaumont","5 Years Prior","24","No"
"2021","Hardin","5-Beaumont","5 Years Prior","28","Yes"
"2021","Hardin","5-Beaumont","First 6 Months of FY","25","No"
"2021","Hardin","5-Beaumont","First 6 Months of FY","5","Yes"
"2021","Harris","6-Houston","Prior Fiscal Year","4586","No"
"2021","Harris","6-Houston","Prior Fiscal Year","742","Yes"
"2021","Harris","6-Houston","5 Years Prior","3937","No"
"2021","Harris","6-Houston","5 Years Prior","2117","Yes"
"2021","Harris","6-Houston","First 6 Months of FY","2582","No"
"2021","Harris","6-Houston","First 6 Months of FY","253","Yes"
"2021","Harrison","4-Tyler","Prior Fiscal Year","110","No"
"2021","Harrison","4-Tyler","Prior Fiscal Year","19","Yes"
"2021","Harrison","4-Tyler","5 Years Prior","38","No"
"2021","Harrison","4-Tyler","5 Years Prior","46","Yes"
"2021","Harrison","4-Tyler","First 6 Months of FY","58","No"
"2021","Harrison","4-Tyler","First 6 Months of FY","7","Yes"
"2021","Hartley","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Hartley","1-Lubbock","5 Years Prior","2","No"
"2021","Hartley","1-Lubbock","5 Years Prior","5","Yes"
"2021","Hartley","1-Lubbock","First 6 Months of FY","4","No"
"2021","Haskell","2-Abilene","Prior Fiscal Year","10","No"
"2021","Haskell","2-Abilene","Prior Fiscal Year","2","Yes"
"2021","Haskell","2-Abilene","5 Years Prior","3","No"
"2021","Haskell","2-Abilene","5 Years Prior","1","Yes"
"2021","Haskell","2-Abilene","First 6 Months of FY","2","No"
"2021","Haskell","2-Abilene","First 6 Months of FY","1","Yes"
"2021","Hays","7-Austin","Prior Fiscal Year","218","No"
"2021","Hays","7-Austin","Prior Fiscal Year","43","Yes"
"2021","Hays","7-Austin","5 Years Prior","66","No"
"2021","Hays","7-Austin","5 Years Prior","73","Yes"
"2021","Hays","7-Austin","First 6 Months of FY","108","No"
"2021","Hays","7-Austin","First 6 Months of FY","14","Yes"
"2021","Hemphill","1-Lubbock","Prior Fiscal Year","8","No"
"2021","Hemphill","1-Lubbock","Prior Fiscal Year","3","Yes"
"2021","Hemphill","1-Lubbock","5 Years Prior","6","No"
"2021","Henderson","4-Tyler","Prior Fiscal Year","117","No"
"2021","Henderson","4-Tyler","Prior Fiscal Year","35","Yes"
"2021","Henderson","4-Tyler","5 Years Prior","81","No"
"2021","Henderson","4-Tyler","5 Years Prior","67","Yes"
"2021","Henderson","4-Tyler","First 6 Months of FY","66","No"
"2021","Henderson","4-Tyler","First 6 Months of FY","6","Yes"
"2021","Hidalgo","11-Edinburg","Prior Fiscal Year","1698","No"
"2021","Hidalgo","11-Edinburg","Prior Fiscal Year","427","Yes"
"2021","Hidalgo","11-Edinburg","5 Years Prior","1948","No"
"2021","Hidalgo","11-Edinburg","5 Years Prior","1209","Yes"
"2021","Hidalgo","11-Edinburg","First 6 Months of FY","842","No"
"2021","Hidalgo","11-Edinburg","First 6 Months of FY","108","Yes"
"2021","Hill","7-Austin","Prior Fiscal Year","56","No"
"2021","Hill","7-Austin","Prior Fiscal Year","15","Yes"
"2021","Hill","7-Austin","5 Years Prior","12","No"
"2021","Hill","7-Austin","5 Years Prior","13","Yes"
"2021","Hill","7-Austin","First 6 Months of FY","18","No"
"2021","Hill","7-Austin","First 6 Months of FY","9","Yes"
"2021","Hockley","1-Lubbock","Prior Fiscal Year","74","No"
"2021","Hockley","1-Lubbock","Prior Fiscal Year","25","Yes"
"2021","Hockley","1-Lubbock","5 Years Prior","21","No"
"2021","Hockley","1-Lubbock","5 Years Prior","23","Yes"
"2021","Hockley","1-Lubbock","First 6 Months of FY","25","No"
"2021","Hockley","1-Lubbock","First 6 Months of FY","3","Yes"
"2021","Hood","3-Arlington","Prior Fiscal Year","88","No"
"2021","Hood","3-Arlington","Prior Fiscal Year","35","Yes"
"2021","Hood","3-Arlington","5 Years Prior","113","No"
"2021","Hood","3-Arlington","5 Years Prior","92","Yes"
"2021","Hood","3-Arlington","First 6 Months of FY","51","No"
"2021","Hood","3-Arlington","First 6 Months of FY","15","Yes"
"2021","Hopkins","4-Tyler","Prior Fiscal Year","67","No"
"2021","Hopkins","4-Tyler","Prior Fiscal Year","24","Yes"
"2021","Hopkins","4-Tyler","5 Years Prior","14","No"
"2021","Hopkins","4-Tyler","5 Years Prior","18","Yes"
"2021","Hopkins","4-Tyler","First 6 Months of FY","28","No"
"2021","Hopkins","4-Tyler","First 6 Months of FY","5","Yes"
"2021","Houston","5-Beaumont","Prior Fiscal Year","14","No"
"2021","Houston","5-Beaumont","Prior Fiscal Year","7","Yes"
"2021","Houston","5-Beaumont","5 Years Prior","15","No"
"2021","Houston","5-Beaumont","5 Years Prior","30","Yes"
"2021","Houston","5-Beaumont","First 6 Months of FY","26","No"
"2021","Houston","5-Beaumont","First 6 Months of FY","4","Yes"
"2021","Howard","9-Midland","Prior Fiscal Year","29","No"
"2021","Howard","9-Midland","Prior Fiscal Year","11","Yes"
"2021","Howard","9-Midland","5 Years Prior","61","No"
"2021","Howard","9-Midland","5 Years Prior","36","Yes"
"2021","Howard","9-Midland","First 6 Months of FY","18","No"
"2021","Hudspeth","10-El Paso","Prior Fiscal Year","2","No"
"2021","Hudspeth","10-El Paso","Prior Fiscal Year","1","Yes"
"2021","Hudspeth","10-El Paso","First 6 Months of FY","4","No"
"2021","Hunt","3-Arlington","Prior Fiscal Year","124","No"
"2021","Hunt","3-Arlington","Prior Fiscal Year","35","Yes"
"2021","Hunt","3-Arlington","5 Years Prior","86","No"
"2021","Hunt","3-Arlington","5 Years Prior","60","Yes"
"2021","Hunt","3-Arlington","First 6 Months of FY","49","No"
"2021","Hunt","3-Arlington","First 6 Months of FY","11","Yes"
"2021","Hutchinson","1-Lubbock","Prior Fiscal Year","73","No"
"2021","Hutchinson","1-Lubbock","Prior Fiscal Year","16","Yes"
"2021","Hutchinson","1-Lubbock","5 Years Prior","37","No"
"2021","Hutchinson","1-Lubbock","5 Years Prior","28","Yes"
"2021","Hutchinson","1-Lubbock","First 6 Months of FY","26","No"
"2021","Hutchinson","1-Lubbock","First 6 Months of FY","6","Yes"
"2021","Irion","9-Midland","Prior Fiscal Year","6","No"
"2021","Irion","9-Midland","First 6 Months of FY","3","No"
"2021","Jack","2-Abilene","Prior Fiscal Year","5","No"
"2021","Jack","2-Abilene","5 Years Prior","11","No"
"2021","Jack","2-Abilene","5 Years Prior","14","Yes"
"2021","Jack","2-Abilene","First 6 Months of FY","5","No"
"2021","Jack","2-Abilene","First 6 Months of FY","1","Yes"
"2021","Jackson","8-San Antonio","Prior Fiscal Year","8","No"
"2021","Jackson","8-San Antonio","5 Years Prior","25","No"
"2021","Jackson","8-San Antonio","5 Years Prior","25","Yes"
"2021","Jackson","8-San Antonio","First 6 Months of FY","14","No"
"2021","Jackson","8-San Antonio","First 6 Months of FY","3","Yes"
"2021","Jasper","5-Beaumont","Prior Fiscal Year","41","No"
"2021","Jasper","5-Beaumont","Prior Fiscal Year","7","Yes"
"2021","Jasper","5-Beaumont","5 Years Prior","29","No"
"2021","Jasper","5-Beaumont","5 Years Prior","21","Yes"
"2021","Jasper","5-Beaumont","First 6 Months of FY","27","No"
"2021","Jasper","5-Beaumont","First 6 Months of FY","6","Yes"
"2021","Jeff Davis","10-El Paso","5 Years Prior","10","No"
"2021","Jeff Davis","10-El Paso","5 Years Prior","2","Yes"
"2021","Jeff Davis","10-El Paso","First 6 Months of FY","2","No"
"2021","Jefferson","5-Beaumont","Prior Fiscal Year","138","No"
"2021","Jefferson","5-Beaumont","Prior Fiscal Year","27","Yes"
"2021","Jefferson","5-Beaumont","5 Years Prior","107","No"
"2021","Jefferson","5-Beaumont","5 Years Prior","114","Yes"
"2021","Jefferson","5-Beaumont","First 6 Months of FY","139","No"
"2021","Jefferson","5-Beaumont","First 6 Months of FY","32","Yes"
"2021","Jim Hogg","11-Edinburg","Prior Fiscal Year","15","No"
"2021","Jim Hogg","11-Edinburg","5 Years Prior","16","No"
"2021","Jim Hogg","11-Edinburg","5 Years Prior","4","Yes"
"2021","Jim Hogg","11-Edinburg","First 6 Months of FY","15","No"
"2021","Jim Hogg","11-Edinburg","First 6 Months of FY","11","Yes"
"2021","Jim Wells","11-Edinburg","Prior Fiscal Year","170","No"
"2021","Jim Wells","11-Edinburg","Prior Fiscal Year","39","Yes"
"2021","Jim Wells","11-Edinburg","5 Years Prior","107","No"
"2021","Jim Wells","11-Edinburg","5 Years Prior","132","Yes"
"2021","Jim Wells","11-Edinburg","First 6 Months of FY","104","No"
"2021","Jim Wells","11-Edinburg","First 6 Months of FY","16","Yes"
"2021","Johnson","3-Arlington","Prior Fiscal Year","327","No"
"2021","Johnson","3-Arlington","Prior Fiscal Year","90","Yes"
"2021","Johnson","3-Arlington","5 Years Prior","474","No"
"2021","Johnson","3-Arlington","5 Years Prior","258","Yes"
"2021","Johnson","3-Arlington","First 6 Months of FY","181","No"
"2021","Johnson","3-Arlington","First 6 Months of FY","32","Yes"
"2021","Jones","2-Abilene","Prior Fiscal Year","31","No"
"2021","Jones","2-Abilene","Prior Fiscal Year","6","Yes"
"2021","Jones","2-Abilene","5 Years Prior","8","No"
"2021","Jones","2-Abilene","5 Years Prior","17","Yes"
"2021","Jones","2-Abilene","First 6 Months of FY","23","No"
"2021","Jones","2-Abilene","First 6 Months of FY","3","Yes"
"2021","Karnes","8-San Antonio","Prior Fiscal Year","28","No"
"2021","Karnes","8-San Antonio","Prior Fiscal Year","5","Yes"
"2021","Karnes","8-San Antonio","5 Years Prior","5","No"
"2021","Karnes","8-San Antonio","5 Years Prior","14","Yes"
"2021","Karnes","8-San Antonio","First 6 Months of FY","12","No"
"2021","Karnes","8-San Antonio","First 6 Months of FY","2","Yes"
"2021","Kaufman","3-Arlington","Prior Fiscal Year","225","No"
"2021","Kaufman","3-Arlington","Prior Fiscal Year","39","Yes"
"2021","Kaufman","3-Arlington","5 Years Prior","119","No"
"2021","Kaufman","3-Arlington","5 Years Prior","77","Yes"
"2021","Kaufman","3-Arlington","First 6 Months of FY","172","No"
"2021","Kaufman","3-Arlington","First 6 Months of FY","16","Yes"
"2021","Kendall","8-San Antonio","Prior Fiscal Year","28","No"
"2021","Kendall","8-San Antonio","5 Years Prior","15","No"
"2021","Kendall","8-San Antonio","5 Years Prior","14","Yes"
"2021","Kendall","8-San Antonio","First 6 Months of FY","21","No"
"2021","Kendall","8-San Antonio","First 6 Months of FY","1","Yes"
"2021","Kerr","8-San Antonio","Prior Fiscal Year","88","No"
"2021","Kerr","8-San Antonio","Prior Fiscal Year","29","Yes"
"2021","Kerr","8-San Antonio","5 Years Prior","55","No"
"2021","Kerr","8-San Antonio","5 Years Prior","69","Yes"
"2021","Kerr","8-San Antonio","First 6 Months of FY","52","No"
"2021","Kerr","8-San Antonio","First 6 Months of FY","3","Yes"
"2021","Kimble","9-Midland","Prior Fiscal Year","5","No"
"2021","Kimble","9-Midland","5 Years Prior","8","No"
"2021","Kimble","9-Midland","5 Years Prior","7","Yes"
"2021","Kimble","9-Midland","First 6 Months of FY","4","No"
"2021","Kimble","9-Midland","First 6 Months of FY","3","Yes"
"2021","Kinney","8-San Antonio","Prior Fiscal Year","8","No"
"2021","Kinney","8-San Antonio","Prior Fiscal Year","8","Yes"
"2021","Kinney","8-San Antonio","5 Years Prior","7","No"
"2021","Kinney","8-San Antonio","First 6 Months of FY","6","No"
"2021","Kleberg","11-Edinburg","Prior Fiscal Year","106","No"
"2021","Kleberg","11-Edinburg","Prior Fiscal Year","27","Yes"
"2021","Kleberg","11-Edinburg","5 Years Prior","48","No"
"2021","Kleberg","11-Edinburg","5 Years Prior","45","Yes"
"2021","Kleberg","11-Edinburg","First 6 Months of FY","56","No"
"2021","Kleberg","11-Edinburg","First 6 Months of FY","9","Yes"
"2021","Knox","2-Abilene","5 Years Prior","3","Yes"
"2021","Knox","2-Abilene","First 6 Months of FY","6","No"
"2021","Knox","2-Abilene","First 6 Months of FY","1","Yes"
"2021","Lamar","4-Tyler","Prior Fiscal Year","140","No"
"2021","Lamar","4-Tyler","Prior Fiscal Year","34","Yes"
"2021","Lamar","4-Tyler","5 Years Prior","62","No"
"2021","Lamar","4-Tyler","5 Years Prior","64","Yes"
"2021","Lamar","4-Tyler","First 6 Months of FY","95","No"
"2021","Lamar","4-Tyler","First 6 Months of FY","15","Yes"
"2021","Lamb","1-Lubbock","Prior Fiscal Year","22","No"
"2021","Lamb","1-Lubbock","Prior Fiscal Year","5","Yes"
"2021","Lamb","1-Lubbock","5 Years Prior","37","No"
"2021","Lamb","1-Lubbock","5 Years Prior","23","Yes"
"2021","Lamb","1-Lubbock","First 6 Months of FY","1","No"
"2021","Lampasas","7-Austin","Prior Fiscal Year","31","No"
"2021","Lampasas","7-Austin","Prior Fiscal Year","24","Yes"
"2021","Lampasas","7-Austin","5 Years Prior","10","No"
"2021","Lampasas","7-Austin","5 Years Prior","14","Yes"
"2021","Lampasas","7-Austin","First 6 Months of FY","14","No"
"2021","La Salle","8-San Antonio","Prior Fiscal Year","13","No"
"2021","La Salle","8-San Antonio","Prior Fiscal Year","3","Yes"
"2021","La Salle","8-San Antonio","5 Years Prior","9","No"
"2021","La Salle","8-San Antonio","5 Years Prior","20","Yes"
"2021","La Salle","8-San Antonio","First 6 Months of FY","25","No"
"2021","La Salle","8-San Antonio","First 6 Months of FY","2","Yes"
"2021","Lavaca","8-San Antonio","Prior Fiscal Year","24","No"
"2021","Lavaca","8-San Antonio","Prior Fiscal Year","7","Yes"
"2021","Lavaca","8-San Antonio","5 Years Prior","9","No"
"2021","Lavaca","8-San Antonio","5 Years Prior","7","Yes"
"2021","Lavaca","8-San Antonio","First 6 Months of FY","15","No"
"2021","Lee","7-Austin","Prior Fiscal Year","6","No"
"2021","Lee","7-Austin","5 Years Prior","10","No"
"2021","Lee","7-Austin","5 Years Prior","10","Yes"
"2021","Lee","7-Austin","First 6 Months of FY","7","No"
"2021","Leon","7-Austin","Prior Fiscal Year","3","No"
"2021","Leon","7-Austin","5 Years Prior","3","No"
"2021","Leon","7-Austin","5 Years Prior","3","Yes"
"2021","Leon","7-Austin","First 6 Months of FY","4","No"
"2021","Liberty","6-Houston","Prior Fiscal Year","58","No"
"2021","Liberty","6-Houston","Prior Fiscal Year","15","Yes"
"2021","Liberty","6-Houston","5 Years Prior","110","No"
"2021","Liberty","6-Houston","5 Years Prior","62","Yes"
"2021","Liberty","6-Houston","First 6 Months of FY","48","No"
"2021","Liberty","6-Houston","First 6 Months of FY","6","Yes"
"2021","Limestone","7-Austin","Prior Fiscal Year","9","No"
"2021","Limestone","7-Austin","5 Years Prior","22","No"
"2021","Limestone","7-Austin","5 Years Prior","21","Yes"
"2021","Limestone","7-Austin","First 6 Months of FY","19","No"
"2021","Lipscomb","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Lipscomb","1-Lubbock","5 Years Prior","2","No"
"2021","Lipscomb","1-Lubbock","5 Years Prior","5","Yes"
"2021","Lipscomb","1-Lubbock","First 6 Months of FY","5","No"
"2021","Live Oak","11-Edinburg","Prior Fiscal Year","27","No"
"2021","Live Oak","11-Edinburg","Prior Fiscal Year","11","Yes"
"2021","Live Oak","11-Edinburg","5 Years Prior","44","No"
"2021","Live Oak","11-Edinburg","5 Years Prior","30","Yes"
"2021","Live Oak","11-Edinburg","First 6 Months of FY","4","No"
"2021","Live Oak","11-Edinburg","First 6 Months of FY","2","Yes"
"2021","Llano","7-Austin","Prior Fiscal Year","47","No"
"2021","Llano","7-Austin","Prior Fiscal Year","15","Yes"
"2021","Llano","7-Austin","5 Years Prior","11","No"
"2021","Llano","7-Austin","5 Years Prior","13","Yes"
"2021","Llano","7-Austin","First 6 Months of FY","32","No"
"2021","Llano","7-Austin","First 6 Months of FY","9","Yes"
"2021","Loving","9-Midland","Prior Fiscal Year","4","Yes"
"2021","Lubbock","1-Lubbock","Prior Fiscal Year","773","No"
"2021","Lubbock","1-Lubbock","Prior Fiscal Year","184","Yes"
"2021","Lubbock","1-Lubbock","5 Years Prior","470","No"
"2021","Lubbock","1-Lubbock","5 Years Prior","401","Yes"
"2021","Lubbock","1-Lubbock","First 6 Months of FY","372","No"
"2021","Lubbock","1-Lubbock","First 6 Months of FY","42","Yes"
"2021","Lynn","1-Lubbock","Prior Fiscal Year","18","No"
"2021","Lynn","1-Lubbock","Prior Fiscal Year","5","Yes"
"2021","Lynn","1-Lubbock","5 Years Prior","9","No"
"2021","Lynn","1-Lubbock","5 Years Prior","4","Yes"
"2021","Lynn","1-Lubbock","First 6 Months of FY","6","No"
"2021","Madison","7-Austin","Prior Fiscal Year","1","No"
"2021","Madison","7-Austin","5 Years Prior","2","No"
"2021","Madison","7-Austin","5 Years Prior","3","Yes"
"2021","Madison","7-Austin","First 6 Months of FY","6","No"
"2021","Madison","7-Austin","First 6 Months of FY","1","Yes"
"2021","Marion","4-Tyler","Prior Fiscal Year","20","No"
"2021","Marion","4-Tyler","Prior Fiscal Year","10","Yes"
"2021","Marion","4-Tyler","5 Years Prior","8","No"
"2021","Marion","4-Tyler","5 Years Prior","7","Yes"
"2021","Marion","4-Tyler","First 6 Months of FY","2","No"
"2021","Martin","9-Midland","Prior Fiscal Year","1","No"
"2021","Martin","9-Midland","5 Years Prior","4","No"
"2021","Martin","9-Midland","5 Years Prior","5","Yes"
"2021","Martin","9-Midland","First 6 Months of FY","4","No"
"2021","Mason","9-Midland","Prior Fiscal Year","1","No"
"2021","Mason","9-Midland","5 Years Prior","6","No"
"2021","Mason","9-Midland","5 Years Prior","10","Yes"
"2021","Matagorda","6-Houston","Prior Fiscal Year","76","No"
"2021","Matagorda","6-Houston","Prior Fiscal Year","10","Yes"
"2021","Matagorda","6-Houston","5 Years Prior","34","No"
"2021","Matagorda","6-Houston","5 Years Prior","30","Yes"
"2021","Matagorda","6-Houston","First 6 Months of FY","32","No"
"2021","Matagorda","6-Houston","First 6 Months of FY","2","Yes"
"2021","Maverick","8-San Antonio","Prior Fiscal Year","96","No"
"2021","Maverick","8-San Antonio","Prior Fiscal Year","18","Yes"
"2021","Maverick","8-San Antonio","5 Years Prior","30","No"
"2021","Maverick","8-San Antonio","5 Years Prior","12","Yes"
"2021","Maverick","8-San Antonio","First 6 Months of FY","50","No"
"2021","Maverick","8-San Antonio","First 6 Months of FY","3","Yes"
"2021","McCulloch","9-Midland","Prior Fiscal Year","5","No"
"2021","McCulloch","9-Midland","Prior Fiscal Year","5","Yes"
"2021","McCulloch","9-Midland","5 Years Prior","13","No"
"2021","McCulloch","9-Midland","5 Years Prior","21","Yes"
"2021","McCulloch","9-Midland","First 6 Months of FY","4","No"
"2021","McCulloch","9-Midland","First 6 Months of FY","1","Yes"
"2021","McLennan","7-Austin","Prior Fiscal Year","335","No"
"2021","McLennan","7-Austin","Prior Fiscal Year","80","Yes"
"2021","McLennan","7-Austin","5 Years Prior","343","No"
"2021","McLennan","7-Austin","5 Years Prior","347","Yes"
"2021","McLennan","7-Austin","First 6 Months of FY","276","No"
"2021","McLennan","7-Austin","First 6 Months of FY","30","Yes"
"2021","McMullen","11-Edinburg","5 Years Prior","6","No"
"2021","McMullen","11-Edinburg","5 Years Prior","1","Yes"
"2021","Medina","8-San Antonio","Prior Fiscal Year","94","No"
"2021","Medina","8-San Antonio","Prior Fiscal Year","29","Yes"
"2021","Medina","8-San Antonio","5 Years Prior","31","No"
"2021","Medina","8-San Antonio","5 Years Prior","34","Yes"
"2021","Medina","8-San Antonio","First 6 Months of FY","72","No"
"2021","Medina","8-San Antonio","First 6 Months of FY","12","Yes"
"2021","Menard","9-Midland","Prior Fiscal Year","3","Yes"
"2021","Menard","9-Midland","5 Years Prior","5","Yes"
"2021","Midland","9-Midland","Prior Fiscal Year","120","No"
"2021","Midland","9-Midland","Prior Fiscal Year","22","Yes"
"2021","Midland","9-Midland","5 Years Prior","139","No"
"2021","Midland","9-Midland","5 Years Prior","82","Yes"
"2021","Midland","9-Midland","First 6 Months of FY","109","No"
"2021","Midland","9-Midland","First 6 Months of FY","10","Yes"
"2021","Milam","7-Austin","Prior Fiscal Year","18","No"
"2021","Milam","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Milam","7-Austin","5 Years Prior","31","No"
"2021","Milam","7-Austin","5 Years Prior","16","Yes"
"2021","Milam","7-Austin","First 6 Months of FY","7","No"
"2021","Milam","7-Austin","First 6 Months of FY","2","Yes"
"2021","Mills","7-Austin","Prior Fiscal Year","5","No"
"2021","Mills","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Mills","7-Austin","5 Years Prior","2","No"
"2021","Mills","7-Austin","5 Years Prior","1","Yes"
"2021","Mitchell","2-Abilene","Prior Fiscal Year","16","No"
"2021","Mitchell","2-Abilene","Prior Fiscal Year","14","Yes"
"2021","Mitchell","2-Abilene","5 Years Prior","23","No"
"2021","Mitchell","2-Abilene","5 Years Prior","15","Yes"
"2021","Mitchell","2-Abilene","First 6 Months of FY","10","No"
"2021","Mitchell","2-Abilene","First 6 Months of FY","6","Yes"
"2021","Montague","2-Abilene","Prior Fiscal Year","45","No"
"2021","Montague","2-Abilene","Prior Fiscal Year","11","Yes"
"2021","Montague","2-Abilene","5 Years Prior","32","No"
"2021","Montague","2-Abilene","5 Years Prior","56","Yes"
"2021","Montague","2-Abilene","First 6 Months of FY","32","No"
"2021","Montague","2-Abilene","First 6 Months of FY","9","Yes"
"2021","Montgomery","6-Houston","Prior Fiscal Year","337","No"
"2021","Montgomery","6-Houston","Prior Fiscal Year","76","Yes"
"2021","Montgomery","6-Houston","5 Years Prior","372","No"
"2021","Montgomery","6-Houston","5 Years Prior","249","Yes"
"2021","Montgomery","6-Houston","First 6 Months of FY","204","No"
"2021","Montgomery","6-Houston","First 6 Months of FY","26","Yes"
"2021","Moore","1-Lubbock","Prior Fiscal Year","71","No"
"2021","Moore","1-Lubbock","Prior Fiscal Year","16","Yes"
"2021","Moore","1-Lubbock","5 Years Prior","28","No"
"2021","Moore","1-Lubbock","5 Years Prior","19","Yes"
"2021","Moore","1-Lubbock","First 6 Months of FY","31","No"
"2021","Moore","1-Lubbock","First 6 Months of FY","3","Yes"
"2021","Morris","4-Tyler","Prior Fiscal Year","32","No"
"2021","Morris","4-Tyler","Prior Fiscal Year","18","Yes"
"2021","Morris","4-Tyler","5 Years Prior","14","No"
"2021","Morris","4-Tyler","5 Years Prior","4","Yes"
"2021","Morris","4-Tyler","First 6 Months of FY","25","No"
"2021","Morris","4-Tyler","First 6 Months of FY","7","Yes"
"2021","Motley","1-Lubbock","Prior Fiscal Year","2","Yes"
"2021","Motley","1-Lubbock","5 Years Prior","1","No"
"2021","Nacogdoches","5-Beaumont","Prior Fiscal Year","70","No"
"2021","Nacogdoches","5-Beaumont","Prior Fiscal Year","17","Yes"
"2021","Nacogdoches","5-Beaumont","5 Years Prior","35","No"
"2021","Nacogdoches","5-Beaumont","5 Years Prior","36","Yes"
"2021","Nacogdoches","5-Beaumont","First 6 Months of FY","42","No"
"2021","Nacogdoches","5-Beaumont","First 6 Months of FY","6","Yes"
