"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county_code","mailing_address_county","mailing_address_zip","owner_telephone","license_subtype","continuing_education_flag"
"Barber Shop","230589","BEXAR","TONE CITY CUTS","1435 CULEBRA RD",,"SAN ANTONIO TX 78201-5937","2109549808","05/13/2023","TONE CITY CUTS","1435 CULEBRA RD",,"SAN ANTONIO TX 78201-5937","29","BEXAR","78201",,"BS","N"
"Barber Shop","12491","HARRIS","BARBER CUTS","3425 F M 2920 STE 280",,"SPRING TX 77388","2819236021","05/01/2023","BARBER CUTS","3425 FM 2920 RD STE 280",,"SPRING TX 77388-4106","201","HARRIS","77388",,"BS","N"
"Barber Shop","229532","HARRIS","ELI BARBER CHOP","13500 TOMBALL PKWY F",,"HOUSTON TX 77086","7137320233","02/12/2022","ELI BARBER CHOP","8217 DARLINGTON DR",,"HOUSTON TX 77028-2711","201","HARRIS","77086",,"BS","N"
"Barber Shop","200257","MOORE","DEMON BARBER SHOP","119 E 8TH",,"DUMAS TX 79029","8069354014","10/27/2022","DEMON BARBER SHOP","119 E 8TH ST",,"DUMAS TX 79029-4416","341","MOORE","79029",,"BS","N"
"Barber Shop","225503","COOKE","BECK'S BARBER SHOP","121 E. MAIN ST.",,"LINDSAY TX 76250","9406680999","12/10/2023","BECK'S BARBER SHOP","PO BOX 276",,"GAINESVILLE TX 76241-0276","97","COOKE","76250",,"BS","N"
"Barber Shop","229323","HARRIS","THE FAMILY BARBERSHOP","13035 SOUTH POST OAK RD STE H",,"HOUSTON TX 77045","8328670861","10/25/2023","THE FAMILY BARBERSHOP","12009 BANKS RUN DR",,"PEARLAND TX 77584-8831","201","BRAZORIA","77045",,"BS","N"
"Barber Shop","4953","HARRIS","WEST MEMORIAL BARBER SHOP","14777 MEMORIAL DR",,"HOUSTON TX 77079","2814932342","08/24/2022","WEST MEMORIAL BARBER SHOP","14777 MEMORIAL DR",,"HOUSTON TX 77079-5210","201","HARRIS","77079",,"BS","N"
"Barber Shop","229752","DALLAS","THE BARBER & CO","525 W. ARAPAHO RD. STE 23",,"RICHARDSON TX 75080","4694787309","05/18/2022","THE BARBER & CO","6622 VICTORIA AVE",,"DALLAS TX 75209-4523","113","DALLAS","75080",,"BS","N"
"Barber Shop","224913","CHEROKEE","GALLEGOS BARBER SHOP","550 N MAIN ST",,"JACKSONVILLE TX 75766-4468","9033121274","12/01/2022","GALLEGOS BARBER SHOP","PO BOX 1892",,"JACKSONVILLE TX 75766-1892","73","CHEROKEE","75766",,"BS","N"
"Barber Shop","226670","PANOLA","THE ELITE SALON","4202 NW LOOP",,"CARTHAGE TX 75633","9036924887","03/14/2024","THE ELITE SALON","114 COUNTY ROAD 2793",,"CARTHAGE TX 75633-6458","365","PANOLA","75633",,"BS","N"
"Barber Shop","229619","HARRIS","PRIME TIME BARBERSHOP","5015 WESTHEIMER ROAD","SUITE #1158","HOUSTON TX 77056","7705687803","03/13/2022","PRIME TIME BARBERSHOP","744 PENINSULA OVERLOOK",,"HAMPTON GA 30228-6062","201","OUT OF STATE","77056",,"BS","N"
"Barber Shop","225520","ELLIS","TEXAS FINEST BARBERSHOP","235 E OVILLA RD",,"RED OAK TX 75154","8177031376","03/03/2024","TEXAS FINEST BARBERSHOP","1115 DEER VALLEY LN",,"ARLINGTON TX 76001-7906","139","TARRANT","75154",,"BS","N"
"Barber Shop","230720","HIDALGO","GENT'S BARBER SHOP","4619 N CONWAY AVE","SUITE 7","MISSION TX 78573","9562403789","07/06/2023","GENT'S BARBER SHOP","114 WAGON TRAIL RD",,"MISSION TX 78573-3969","215","HIDALGO","78573",,"BS","N"
"Barber Shop","229845","LIBERTY","KRYSTAL'S BARBERSHOP","2602 NORTH MAIN",,"LIBERTY TX 77575","9366410338","06/11/2024","KRYSTAL'S BARBERSHOP","525 COUNTY ROAD 2360",,"LIBERTY TX 77575-4686","291","LIBERTY","77575",,"BS","N"
"Barber Shop","224782","ANGELINA","LEE'S BARBER SHOP","1105 KURTH DR",,"LUFKIN TX 75904-1945","9364143645","10/12/2022","LEE'S BARBER SHOP","1806 E DENMAN AVE APT 2",,"LUFKIN TX 75901-6125","5","ANGELINA","75904",,"BS","N"
"Barber Shop","228435","DALLAS","CJ'S OFF THE TOP GENTLEMEN'S BARBER SHOP","1704 N. HAMPTON RD #203",,"DESOTO TX 75115","2147340521","08/22/2022","CJ'S OFF THE TOP GENTLEMEN'S BARBER SHOP","1704 N HAMPTON RD STE 203",,"DESOTO TX 75115-8623","113","DALLAS","75115",,"BS","N"
"Barber Shop","210937","NUECES","SUPERCUTS","1314 AIRLINE",,"CORPUS CHRISTI TX 78412-3910","3616882122","08/30/2023","SUPERCUTS","4001 SARATOGA BLVD STE 102",,"CORPUS CHRISTI TX 78413-2145","355","NUECES","78412",,"BS","N"
"Barber Shop","9324","COLLINGSWORTH","JIM'S BARBER SHOP","805 ARLINGTON STREET",,"WELLINGTON TX 79095","8064475467","10/01/2022","JIM'S BARBER SHOP","805 ARLINGTON ST",,"WELLINGTON TX 79095-2760","87","COLLINGSWORTH","79095",,"BS","N"
"Barber Shop","228454","BOWIE","OAKLAWN BARBERSHOP","2142 N ROBISON RD",,"TEXARKANA TX 75501","9034233054","08/06/2023","OAKLAWN BARBERSHOP","2142 N ROBISON RD",,"TEXARKANA TX 75501-3247","37","BOWIE","75501",,"BS","N"
"Barber Shop","231171","HARRIS","NEXT LEVEL GROOMING LOUNGE","618 E FIRST ST","SUITE D","HUMBLE TX 77338","8329150773","02/23/2024","NEXT LEVEL GROOMING LOUNGE","APT 731","10373 N SAM HOUSTON PKWY E","HUMBLE TX 77396-4446","201","HARRIS","77338",,"BS","N"
"Barber Shop","230617","HARRIS","REYES BARBERSHOP","2116 FRY RD",,"HOUSTON TX 77084-5825","7138853340","05/27/2023","REYES BARBERSHOP","2116 FRY RD",,"HOUSTON TX 77084-5825","201","HARRIS","77084",,"BS","N"
"Barber Shop","228820","RANDALL","PARIS BARBERSHOP","3311 OLSEN BLVD",,"AMARILLO TX 79109","8063283898","03/06/2023","PARIS BARBERSHOP","3311 OLSEN BLVD",,"AMARILLO TX 79109-3014","381","RANDALL","79109",,"BS","N"
"Barber Shop","227552","POTTER","EXCLUSIVE BARBER SHOP","1000 E AMARILLO BLVD",,"AMARILLO TX 79107-8415","8062233960","06/10/2021","EXCLUSIVE BARBER SHOP","1603 N WILLIAMS ST",,"AMARILLO TX 79107-6662","375","POTTER","79107",,"BS","N"
"Barber Shop","223963","HARRIS","KBBC HOLDING CO","12401 S POST OAK RD",,"HOUSTON TX 77045","7137269115","11/17/2022","KBBC HOLDING CO","12401 S POST OAK RD",,"HOUSTON TX 77045-2020","201","HARRIS","77045",,"BS","N"
"Barber Shop","230184","HIDALGO","THE BARBER'S CLUB","3513 N CLOSNER BLVD STE H",,"EDINBURG TX 78541-4753","9566510120","11/19/2022","THE BARBER'S CLUB","2605 AMANDA DR",,"EDINBURG TX 78542-6172","215","HIDALGO","78541",,"BS","N"
"Barber Shop","229190","HIDALGO","THE LEGACY BARBER SHOP","210 N. 10TH ST",,"MCALLEN TX 78572","8323307252","08/15/2023","THE LEGACY BARBER SHOP","210 N 10TH ST",,"MCALLEN TX 78501-4506","215","HIDALGO","78572",,"BS","N"
"Barber Shop","227281","ELLIS","ELEVATIONS","211 ENNIS ST",,"WAXAHACHIE TX 75165","8176791233","06/13/2021","ELEVATIONS","211 ENNIS ST",,"WAXAHACHIE TX 75165-2816","139","ELLIS","75165",,"BS","N"
"Barber Shop","228668","HARRIS","POCHI BARBER SHOP","8514 C.E. KING PARKWAY",,"HOUSTON TX 77044","2817968681","01/08/2021","POCHI BARBER SHOP","10611 HOYTE DR",,"HOUSTON TX 77031-1814","201","HARRIS","77044",,"BS","N"
"Barber Shop","200956","HARRIS","EL CAPRICHO BARBER SHOP","5701-G BELLAIRE",,"HOUSTON TX 77081","7136682404","08/28/2022","EL CAPRICHO BARBER SHOP","5701 BELLAIRE BLVD STE G",,"HOUSTON TX 77081-5500","201","HARRIS","77081",,"BS","N"
"Barber Shop","12700","DALLAS","KINGZ OF CUTZ","3109 GRAND AVENUE",,"DALLAS TX 75215","9724649502","10/08/2023","KINGZ OF CUTZ","2914 RIDGEDALE DR",,"GARLAND TX 75041-3328","113","DALLAS","75215",,"BS","N"
"Barber Shop","229643","BEXAR","ROYAL CUTZ BARBERSHOP","1950 AUSTIN HWY",,"SAN ANTONIO TX 78218","8304994737","03/25/2024","ROYAL CUTZ BARBERSHOP","5706 BIENVILLE DR",,"SAN ANTONIO TX 78233-6130","29","BEXAR","78218",,"BS","N"
"Barber Shop","230099","TERRY","STUDIO ONE SALON","204 NORTH CEDAR",,"BROWNFIELD TX 79316","8066373105","10/06/2022","STUDIO ONE SALON","2597 US HIGHWAY 380",,"BROWNFIELD TX 79316-7625","445","TERRY","79316",,"BS","N"
"Barber Shop","230685","GALVESTON","LEAGUE CITY BARBERS","226 S EGRET BAY BLVD",,"LEAGUE CITY TX 77573-2682","8326595975","06/24/2023","LEAGUE CITY BARBERS","226 S EGRET BAY BLVD",,"LEAGUE CITY TX 77573-2682","167","GALVESTON","77573",,"BS","N"
"Barber Shop","229906","GALVESTON","CUTSONTHEMOVE BARBER SHOP","2029 10TH AVE N",,"TEXAS CITY TX 77590","4094977626","07/10/2024","CUTSONTHEMOVE BARBER SHOP","5105 TIMOTHY ST APT 14",,"TEXAS CITY TX 77591-4670","167","GALVESTON","77590",,"BS","N"
"Barber Shop","230544","BEXAR","FADE'EM ALL LOUNGE","6450 NW LOOP 410 SUITE 114",,"SAN ANTONIO TX 78238","2105406212","04/27/2023","FADE'EM ALL LOUNGE","4531 ELDRIDGE AVE",,"SAN ANTONIO TX 78237-2633","29","BEXAR","78238",,"BS","N"
"Barber Shop","230273","STARR","OVJA NGRA FADE FACTORY","400 W 2ND ST",,"RIO GRANDE CITY TX 78582","9562565022","01/08/2023","OVJA NGRA FADE FACTORY","1611 W MAIN ST",,"RIO GRANDE CITY TX 78582-3908","427","STARR","78582",,"BS","N"
"Barber Shop","222850","HARRIS","SUPREME CUTZ","7260 SCOTT ST",,"HOUSTON TX 77021","8327747547","09/05/2021","SUPREME CUTZ","7260 SCOTT ST",,"HOUSTON TX 77021-5615","201","HARRIS","77021",,"BS","N"
"Barber Shop","226763","NUECES","FLAWLESS BARBER SHOP","1101 AIRLINE ROAD UNIT A",,"CORPUS CHRISTI TX 78412","3615632938","05/08/2024","FLAWLESS BARBER SHOP","1101 AIRLINE RD UNIT A",,"CORPUS CHRISTI TX 78412-3407","355","NUECES","78412",,"BS","N"
"Barber Shop","230459","BEXAR","FRANKIE'S BARBERSHOP","3203 NACOGDOCHES RD STE 100",,"SAN ANTONIO TX 78217-3324","2105741486","03/25/2023","FRANKIE'S BARBERSHOP","3203 NACOGDOCHES RD STE 100",,"SAN ANTONIO TX 78217-3324","29","BEXAR","78217",,"BS","N"
"Barber Shop","224277","DALLAS","HAIR PARADISE SALON","2117 W AIRPORT FRWY STE 19",,"IRVING TX 75062","9728700002","08/02/2023","HAIR PARADISE SALON","1805 E GRAUWYLER RD APT 118",,"IRVING TX 75061-3017","113","DALLAS","75062",,"BS","N"
"Barber Shop","11601","DENTON","RAY & KYLE'S PROFESSIONAL CUTS & STYLES","904 S 5TH ST",,"SANGER TX 76266-5522","9403006985","03/27/2023","RAY & KYLE'S PROFESSIONAL CUTS & STYLES","22 PLEASANT VLY",,"SANGER TX 76266-5785","121","DENTON","76266",,"BS","N"
"Barber Shop","220418","HARRIS","PETE'S BARBER SHOP","2825 HOPPER RD",,"HOUSTON TX 77093","3464049961","06/24/2023","PETE'S BARBER SHOP","2825 HOPPER RD",,"HOUSTON TX 77093-2514","201","HARRIS","77093",,"BS","N"
"Barber Shop","228754","HARRIS","OUTLINERS HAIR GROOMING DEPOT","15015 WESTHEIMER SUITE LL",,"HOUSTON TX 77082","7133289422","05/06/2023","OUTLINERS HAIR GROOMING DEPOT","5814 QUAIL VILLAGE DR",,"HOUSTON TX 77053-5036","201","HARRIS","77082",,"BS","N"
"Barber Shop","231196","HARRIS","MYRON OFFICIAL CUTTERZ BARBER SHOP","8022  HIRSCH RD",,"HOUSTON TX 77016","8328698981","03/08/2024","MYRON OFFICIAL CUTTERZ BARBER SHOP","2108 BLEKER ST",,"HOUSTON TX 77026-6504","201","HARRIS","77016",,"BS","N"
"Barber Shop","231157","HARRISON","EVAS BARRER SHOP LLC","1506 E HOUSTON ST",,"MARSHALL TX 75670","9039267196","02/15/2024","EVAS BARRER SHOP LLC","1506 E HOUSTON ST",,"MARSHALL TX 75670-4440","203","HARRISON","75670",,"BS","N"
"Barber Shop","229490","HARRIS","OMAR MALDONADO JR","4800 W 34TH ST STE C21",,"HOUSTON TX 77092","8328846806","01/23/2024","OMAR MALDONADO JR","4800 W 34TH ST STE C21",,"HOUSTON TX 77092-6671","201","HARRIS","77092",,"BS","N"
"Barber Shop","227448","DALLAS","EDWIN'S BARBERSHOP","933 B W JEFFERSON",,"DALLAS TX 75208","2149438049","04/26/2021","EDWIN'S BARBERSHOP","933B W JEFFERSON BLVD",,"DALLAS TX 75208-5050","113","DALLAS","75208",,"BS","N"
"Barber Shop","229526","TARRANT","TOP FLIGHT HAIR STUDIO","3260 WEST EULESS BLVD","SUITE 4","EULESS TX 76040","8175003160","02/10/2022","TOP FLIGHT HAIR STUDIO","433 NORMANDY LN",,"SAGINAW TX 76179-1120","439","TARRANT","76040",,"BS","N"
"Barber Shop","12568","HARRIS","MR HANDSOME BARBER SHOP","16813 THEISS MAIL ROUTE",,"SPRING TX 77379","2812579983","07/01/2023","MR HANDSOME BARBER SHOP","16813 THEISS MAIL ROUTE RD",,"SPRING TX 77379-6251","201","HARRIS","77379",,"BS","N"
"Barber Shop","201560","DALLAS","ADDISON HAIRCUTTING COMPANY","15660 QUORUM DRIVE",,"ADDISON TX 75001","9726615953","07/01/2021","ADDISON HAIRCUTTING COMPANY","15660 QUORUM DR",,"ADDISON TX 75001-3338","113","DALLAS","75001",,"BS","N"
"Barber Shop","229013","DENTON","PS SALON & SPA","1080 W ROUND GROVE RD","#1 MC","LEWISVILLE TX 75028","4406001595","05/23/2023","PS SALON & SPA","55 PUBLIC SQ STE 1180",,"CLEVELAND OH 44113-1901","121","OUT OF STATE","75028",,"BS","N"
"Barber Shop","228540","HARRIS","VIVA STYLES","710 EAST PARKER RD",,"HOUSTON TX 77076","2812211350","10/18/2022","VIVA STYLES","17106 SHEFFIELD PINES LN",,"HOUSTON TX 77095-1459","201","HARRIS","77076",,"BS","N"
"Barber Shop","225303","HIDALGO","KAYLA'S BARBER & STYLING SALON","3022 E BUSINESS 83 STE D",,"WESLACO TX 78596","9563365926","09/24/2021","KAYLA'S BARBER & STYLING SALON","3022 E BUSINESS 83 STE D",,"WESLACO TX 78596-8323","215","HIDALGO","78596",,"BS","N"
"Barber Shop","222607","ARMSTRONG","ANNETTE BARBER HAIRSTYLE SHOP","309 WEST 3RD STREET",,"CLAUDE TX 79019","8069305983","08/07/2024","ANNETTE BARBER HAIRSTYLE SHOP","PO BOX 283",,"CLAUDE TX 79019-0283","11","ARMSTRONG","79019",,"BS","N"
"Barber Shop","229309","LIBERTY","LUCIANOS BARBERSHOP","607 RIVER ST. BUILDING A","217","CLEVELAND TX 77327","8323182082","10/21/2021","LUCIANOS BARBERSHOP","217 HARDING AVE",,"CLEVELAND TX 77327-4530","291","LIBERTY","77327",,"BS","N"
"Barber Shop","230937","DALLAS","CHOP N BLADES","5916 SAMUELL BLVD",,"DALLAS TX 75227-7014","4693990925","10/12/2023","CHOP N BLADES","5916 SAMUELL BLVD",,"DALLAS TX 75227-7014","113","DALLAS","75227",,"BS","N"
"Barber Shop","229442","VICTORIA","VICTORY BARBERSHOP","1101 SAM HOUSTON DR STE C",,"VICTORIA TX 77901-4500","9794761540","01/06/2022","VICTORY BARBERSHOP","1101 SAM HOUSTON DR STE C",,"VICTORIA TX 77901-4500","469","VICTORIA","77901",,"BS","N"
"Barber Shop","227824","DALLAS","TOP NOTCH BARBERSHOP","101 W CAMP WISDOM RD # A","NONE","DUNCANVILLE TX 75116","2144144744","01/24/2024","TOP NOTCH BARBERSHOP","9319 BECKLEYCREST AVE",,"DALLAS TX 75232-5609","113","DALLAS","75116",,"BS","N"
"Barber Shop","230194","JEFFERSON","LOOKING GOOD BARBERSHOP","229 DOWLEN SUITE 8A",,"BEAUMONT TX 77706","4093384383","11/24/2022","LOOKING GOOD BARBERSHOP","229 DOWLEN RD STE 8A",,"BEAUMONT TX 77706-5962","245","JEFFERSON","77706",,"BS","N"
"Barber Shop","205646","LIMESTONE","DESIGNER CUTS","MEXIA STATE SCHOOL BLDG 790","3 MI NORTH OF HWY 171","MEXIA TX 76667","2545621320","04/01/2024","DESIGNER CUTS","PO BOX 1132",,"MEXIA TX 76667-1132","293","LIMESTONE","76667",,"BS","N"
"Barber Shop","207802","CORYELL","LARRY'S BARBER SHOP","215 SOUTH MAIN STREET",,"COPPERAS COVE TX 76522","2545183633","03/11/2023","LARRY'S BARBER SHOP","215 S MAIN ST",,"COPPERAS COVE TX 76522-2252","99","CORYELL","76522",,"BS","N"
"Barber Shop","226343","HARRIS","TIMES BARBER SHOP","2043 SW FREEWAY",,"HOUSTON TX 77098-4805","7135268882","06/16/2023","TIMES BARBER SHOP","3224 TIMMONS LN APT 167",,"HOUSTON TX 77027-5951","201","HARRIS","77098",,"BS","N"
"Barber Shop","211478","TRAVIS","OAK HILL BARBER SHOP","6136 HWY 290 WEST",,"AUSTIN TX 78735","5128922404","01/25/2021","OAK HILL BARBER SHOP","6136 W HIGHWAY 290",,"AUSTIN TX 78735-8644","453","TRAVIS","78735",,"BS","N"
"Barber Shop","226091","DENTON","1 STOP BARBER SHOP","701 S STEMMONS FWY STE 208",,"LEWISVILLE TX 75067-4519","9724209800","01/15/2023","1 STOP BARBER SHOP","701 S STEMMONS FWY STE 208",,"LEWISVILLE TX 75067-4519","121","DENTON","75067",,"BS","N"
"Barber Shop","220099","WICHITA","KUTS & KLIPS","4412 FAIRWAY BLVD",,"WICHITA FALLS TX 76308","9406911051","04/03/2024","KUTS & KLIPS","4412 FAIRWAY BLVD STE A",,"WICHITA FALLS TX 76308-2483","485","WICHITA","76308",,"BS","N"
"Barber Shop","225245","HIDALGO","BAM BAMS TOP NOTCH","415 S INTERNATIONAL BLVD",,"WESLACO TX 78596","9562742098","07/20/2021","BAM BAMS TOP NOTCH","2101 S BRIDGE AVE",,"WESLACO TX 78596-8118","215","HIDALGO","78596",,"BS","N"
"Barber Shop","229560","HENDERSON","GREAT CLIPS","1395 E TYLER ST STE 104",,"ATHENS TX 75751","8178222546","02/20/2022","GREAT CLIPS","1395 E TYLER ST STE 104",,"ATHENS TX 75751-2161","213","HENDERSON","75751",,"BS","N"
"Barber Shop","212314","CAMERON","DEL CARMEN'S THE HAIR SHOPPE","220 E OLEANDER",,"LA FERIA TX 78559","9567979086","03/24/2024","DEL CARMEN'S THE HAIR SHOPPE","220 E OLEANDER AVE",,"LA FERIA TX 78559-5102","61","CAMERON","78559",,"BS","N"
"Barber Shop","230005","TARRANT","NEW IMAGE BARBERSHOP LLC","1011 E ARKANSAS LN","SUITE 114","ARLINGTON TX 76010","8105778658","08/20/2022","NEW IMAGE BARBERSHOP LLC","APT 1226","2455 JEFFERSON COURT LN","ARLINGTON TX 76006-4244","439","TARRANT","76010",,"BS","N"
"Barber Shop","229664","HARDIN","EBERT'S BARBER SHOP","6404 CALLAHAN LN",,"LUMBERTON TX 77657","4096584833","04/16/2022","EBERT'S BARBER SHOP","6404 CALLAHAN LN",,"LUMBERTON TX 77657-9477","199","HARDIN","77657",,"BS","N"
"Barber Shop","230201","DALLAS","STANDARDS BARBERSHOP","4203 W JEFFERSON BLVD",,"DALLAS TX 75211","2149158438","12/01/2022","STANDARDS BARBERSHOP","4203 W JEFFERSON BLVD",,"DALLAS TX 75211-4620","113","DALLAS","75211",,"BS","N"
"Barber Shop","227188","BELL","BAKERS BARBER SHOP","7SOUTH 25TH STREET",,"TEMPLE TX 76504","2544930181","11/03/2022","BAKERS BARBER SHOP","7 S 25TH ST",,"TEMPLE TX 76504-4128","27","BELL","76504",,"BS","N"
"Barber Shop","223735","BOWIE","HIS CUTS","7690 HWY. 82W",,"DEKALB TX 75559","9032765071","08/22/2022","HIS CUTS","7690 US HIGHWAY 82 W",,"DE KALB TX 75559-3547","37","BOWIE","75559",,"BS","N"
"Barber Shop","10814","HARRIS","T'S BARBER & STYLE SHOP","5824 MARTIN LUTHER KING",,"HOUSTON TX 77021","7137488881","07/06/2023","T'S BARBER & STYLE SHOP","5824 MARTIN LUTHER KING BLVD",,"HOUSTON TX 77021-3613","201","HARRIS","77021",,"BS","N"
"Barber Shop","230392","OUT OF STATE","GOODFELLAS BARBERSHOPS","245 CEDAR SAGE DR",,"GARLAND AR 72204","5017443202","03/01/2023","GOODFELLAS BARBERSHOPS","4306 ASHER AVE",,"LITTLE ROCK AR 72204-6332","999","OUT OF STATE","72204",,"BS","N"
"Barber Shop","229696","COLLIN","BC'S BARBER SHOP","2801 W FM 544 SUITE 106",,"WYLIE TX 75098","9722077365","05/05/2024","BC'S BARBER SHOP","441 HOOVER AVE",,"LAVON TX 75166-1887","85","COLLIN","75098",,"BS","N"
"Barber Shop","3970","COLORADO","DAVIS BARBER SHOP","902 BACK ST","OPEN FRI & SAT 8AM-7PM","COLUMBUS TX 78934","9797328275","03/01/2023","DAVIS BARBER SHOP","902 BACK ST",,"COLUMBUS TX 78934-2227","89","COLORADO","78934",,"BS","N"
"Barber Shop","223622","HARRIS","HERMAN'S BARBER SHOP","14621 SOUTH MAIN ST",,"HOUSTON TX 77035","2818022491","04/22/2024","HERMAN'S BARBER SHOP","14621 MAIN ST",,"HOUSTON TX 77035-6559","201","HARRIS","77035",,"BS","N"
"Barber Shop","227697","TARRANT","LEGACY BARBERS","841 KELLER PARKWAY",,"KELLER TX 76248","8173372560","10/05/2023","LEGACY BARBERS","5513 SUSAN LEE LN",,"NORTH RICHLAND HILLS TX 76180","439","TARRANT","76248",,"BS","N"
"Barber Shop","228942","DENTON","LAKESIDE BARBER & CO.","2450 LAKESIDE PKWY 180",,"FLOWER MOUND TX 75022","4694643599","05/07/2023","LAKESIDE BARBER & CO.","2450 LAKESIDE PKWY STE 180",,"FLOWER MOUND TX 75022-4218","121","DENTON","75022",,"BS","N"
"Barber Shop","224572","CASS","JAMES M. COATS","1453 CR 3432",,"ATLANTA TX 75551","9037965731","06/02/2024","JAMES M. COATS","1453 COUNTY ROAD 3432",,"ATLANTA TX 75551-5715","67","CASS","75551",,"BS","N"
"Barber Shop","228378","TARRANT","2ND FLOOR BARBERSHOP","224 E COLLEGE ST",,"GRAPEVINE TX 76051","9723651441","07/27/2022","2ND FLOOR BARBERSHOP","224 E COLLEGE ST",,"GRAPEVINE TX 76051","439","TARRANT","76051",,"BS","N"
"Barber Shop","230803","LUBBOCK","OFFICIALZ BARBERSHOP","401 SLIDE RD UNIT 105",,"LUBBOCK TX 79416-4315","8067590189","08/11/2023","OFFICIALZ BARBERSHOP","5005 15TH ST",,"LUBBOCK TX 79416-5621","303","LUBBOCK","79416",,"BS","N"
"Barber Shop","5746","DALLAS","A-ACTION BARBER SHOP","2324 ROCK ISLAND RD",,"IRVING TX 75060","2149521577","05/01/2024","A-ACTION BARBER SHOP","2324 ROCK ISLAND RD",,"IRVING TX 75060-2409","113","DALLAS","75060",,"BS","N"
"Barber Shop","221971","NUECES","DEBONAIRE HAIR DESIGNS","5322 WILLIAMS DRIVE",,"CORPUS CHRISTI TX 78411","3618549391","04/16/2024","DEBONAIRE HAIR DESIGNS","5322 WILLIAMS DR",,"CORPUS CHRISTI TX 78411-4639","355","NUECES","78411",,"BS","N"
"Barber Shop","227853","PARKER","BEARDED BEAST","203 YORK AVE",,"WEATHERFORD TX 76086","8176820402","11/02/2021","BEARDED BEAST","203 YORK AVE",,"WEATHERFORD TX 76086-3251","367","PARKER","76086",,"BS","N"
"Barber Shop","3378","MCCULLOCH","DON'S BARBER SHOP","1509 S BRIDGE","P O BOX 1205","BRADY TX 76825","3257926571","09/01/2023","DON'S BARBER SHOP","PO BOX 1205",,"BRADY TX 76825-1205","307","MCCULLOCH","76825",,"BS","N"
"Barber Shop","231028","HARRIS","STEVENS BARBERSHOP","10809 SOUTH POST OAK RD",,"HOUSTON TX 77035","8322456680","12/08/2023","STEVENS BARBERSHOP","10809 S POST OAK RD",,"HOUSTON TX 77035-3101","201","HARRIS","77035",,"BS","N"
"Barber Shop","220850","HARRIS","COURTYARD SALONS","8560 HIGHWAY 6 NORTH",,"HOUSTON TX 77095","2813453900","03/27/2023","COURTYARD SALONS","5215 DARNELL ST",,"HOUSTON TX 77096-1306","201","HARRIS","77095",,"BS","N"
"Barber Shop","229070","TARRANT","CUTTING ACTS 434","209 BEDFORD RD STE 115",,"BEDFORD TX 76022","6823679064","06/18/2023","CUTTING ACTS 434","209 BEDFORD RD STE 115",,"BEDFORD TX 76022-6286","439","TARRANT","76022",,"BS","N"
"Barber Shop","229225","WALLER","SUPER CORTES","3226 1/2DEPOT ST",,"BROOKSHIRE TX 77423","8322830982","09/04/2023","SUPER CORTES","1630 QUAIL RUN BROOKSHIRE TX",,"BROOKSHIRE TX 77423-8911","473","WALLER","77423",,"BS","N"
"Barber Shop","229199","KERR","3 A'S CUTS & HATS","5790 HWY 27 SUITE B",,"CENTER POINT TX 78010","8303772197","08/21/2023","3 A'S CUTS & HATS","PO BOX 154",,"CENTER POINT TX 78010-0154","265","KERR","78010",,"BS","N"
"Barber Shop","230530","TARRANT","FAMILY BARBER","6112 LT JG BATNETT RD",,"FORT WORTH TX 76114","8176884576","04/22/2023","FAMILY BARBER","6112 LT JG BARNETT RD",,"FORT WORTH TX 76114-3106","439","TARRANT","76114",,"BS","N"
"Barber Shop","229103","TRAVIS","TNT BARBERSHOP","120 EAST BOYCE STREET",,"MANOR TX 78653","8178408619","07/02/2021","TNT BARBERSHOP","16021 BILTMORE AVE APT 1124",,"PFLUGERVILLE TX 78660-1602","453","TRAVIS","78653",,"BS","N"
"Barber Shop","4185","CHEROKEE","SIDES BARBER SHOP","220 S MAIN ST",,"JACKSONVILLE TX 75766","9035868948","06/03/2024","SIDES BARBER SHOP","220 S MAIN ST",,"JACKSONVILLE TX 75766-4924","73","CHEROKEE","75766",,"BS","N"
"Barber Shop","220746","COLORADO","WILLIAMS BARBER SHOP","408 EAST GRANGE",,"WEIMAR TX 78962","9797431811","02/14/2023","WILLIAMS BARBER SHOP","717 KALLUS ST",,"SCHULENBURG TX 78956-2021","89","FAYETTE","78962",,"BS","N"
"Barber Shop","206385","EL PASO","EL PIPO","3500 MONTANA AVE",,"EL PASO TX 79903","9155624069","05/01/2023","EL PIPO","3500 MONTANA AVE",,"EL PASO TX 79903-4333","141","EL PASO","79903",,"BS","N"
"Barber Shop","226195","DALLAS","KINGS BEST BARBER SHOP","118 N. MAIN ST",,"DUNCANVILLE TX 75116","4693534598","03/19/2023","KINGS BEST BARBER SHOP","118 N MAIN ST",,"DUNCANVILLE TX 75116-3647","113","DALLAS","75116",,"BS","N"
"Barber Shop","2530","EL PASO","MR AL'S HAIR STUDIOS","919 RAYNOLDS ST",,"EL PASO TX 79903","9155668875","02/24/2023","MR AL'S HAIR STUDIOS","919 RAYNOLDS ST",,"EL PASO TX 79903-4731","141","EL PASO","79903",,"BS","N"
