"license_type","license_number","business_name","license_expiration_date_mmddccyy","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","owner_telephone"
"Cosmetology Vocational/High School","705359","CHAPEL HILL ISD COSMETOLOGY","08/16/2022","13172 STATE HIGHWAY 64 E",,"TYLER TX 75707-5340",
"Cosmetology Vocational/High School","705248","JACK C HAYS HIGH SCHOOL","08/21/2022","4800 JACK C HAYS TRL",,"BUDA TX 78610-9361",
"Cosmetology Vocational/High School","702160","SOUTHWEST HIGH SCHOOL","12/31/2022","11914 DRAGON LN",,"SAN ANTONIO TX 78252-2612",
"Cosmetology Vocational/High School","702079","HEREFORD HIGH SCHOOL","12/31/2022","200 AVENUE F",,"HEREFORD TX 79045-4408",
"Cosmetology Vocational/High School","702103","J.W. NIXON HIGH SCHOOL","12/31/2022","2000 E PLUM ST",,"LAREDO TX 78043-1031",
"Cosmetology Vocational/High School","705298","KELLER CENTER FOR ADVANCED LEARNING","09/05/2022","201 BURSEY RD",,"KELLER TX 76248-3167",
"Cosmetology Vocational/High School","702063","EISENHOWER HIGH SCHOOL","04/18/2022","7922 ANTOINE DR",,"HOUSTON TX 77088-4312",
"Cosmetology Vocational/High School","702035","BONHAM HIGH SCHOOL","02/14/2023","1005 CHESTNUT ST",,"BONHAM TX 75418-3066",
"Cosmetology Vocational/High School","705319","PECOS-BARSTOW-TOYAH ISD","08/11/2022","PO BOX 869",,"PECOS TX 79772-0869",
"Cosmetology Vocational/High School","702354","MONTEREY HIGH SCHOOL","03/22/2023","3211 47TH ST",,"LUBBOCK TX 79413-4112",
"Cosmetology Vocational/High School","702716","SLATON ISD COSMETOLOGY SCHOOL","12/31/2022","130 W GARZA ST",,"SLATON TX 79364-4126",
"Cosmetology Vocational/High School","705404","LAMPASAS HIGH SCHOOL","08/23/2022","2716 US HIGHWAY 281 S",,"LAMPASAS TX 76550-8857",
"Cosmetology Vocational/High School","702143","ROBSTOWN HIGH SCHOOL","12/31/2022","801 N 1ST ST",,"ROBSTOWN TX 78380-2608",
"Cosmetology Vocational/High School","705471","SUNRAY SCHOOL OF COSMETOLOGY","04/21/2023","PO BOX 240",,"SUNRAY TX 79086-0240",
"Cosmetology Vocational/High School","705250","CAREER & TECHNICAL HIGH SCHOOL","10/06/2022","1348 GENOA RED BLUFF RD",,"HOUSTON TX 77034-4106",
"Cosmetology Vocational/High School","702598","ENNIS HIGH SCHOOL","01/31/2023","1405 W LAKE BARDWELL DR",,"ENNIS TX 75119-6208",
"Cosmetology Vocational/High School","702130","PALESTINE HIGH SCHOOL","12/31/2022","1007 E PARK AVE",,"PALESTINE TX 75801-4500",
"Cosmetology Vocational/High School","702172","VIDOR HIGH SCHOOL","02/11/2023","500 ORANGE ST",,"VIDOR TX 77662-5848",
"Cosmetology Vocational/High School","705029","JAMES MADISON HIGH SCHOOL","03/24/2023","13719 WHITE HEATHER DR",,"HOUSTON TX 77045",
"Cosmetology Vocational/High School","702719","KLEIN COLLINS HIGH SCHOOL","12/31/2022","20811 ELLA BLVD",,"SPRING TX 77388-3873",
"Cosmetology Vocational/High School","705411","WINDHAM SCHOOL DISTRICT","11/15/2022","PO BOX 40",,"HUNTSVILLE TX 77342-0040",
"Cosmetology Vocational/High School","705323","CYPRESS PARK HIGH SCHOOL","08/25/2022","PO BOX 692003",,"HOUSTON TX 77269-4208",
"Cosmetology Vocational/High School","702037","BRIDGE CITY SR HIGH SCHOOL","12/31/2022","PO BOX 697",,"BRIDGE CITY TX 77611-0697",
"Cosmetology Vocational/High School","705324","BRIDGELAND HIGH SCHOOL","08/25/2022","10707 MASON RD",,"CYPRESS TX 77433-6940",
"Cosmetology Vocational/High School","702038","BROWNFIELD HIGH SCHOOL","12/31/2022","702 CUB DR",,"BROWNFIELD TX 79316-4009",
"Cosmetology Vocational/High School","705441","C.E. KING HIGH SCHOOL","08/24/2022","11433 EAST SAM HOUSTON PKWY N",,"HOUSTON TX 77044",
"Cosmetology Vocational/High School","702053","D CROCKETT SR HIGH SCHOOL","03/22/2023","5601 MANCHACA RD",,"AUSTIN TX 78745-3633",
"Cosmetology Vocational/High School","705299","PEBBLE HILLS HIGH SCHOOL","08/23/2022","12440 ROJAS DR",,"EL PASO TX 79928",
"Cosmetology Vocational/High School","702788","FRANK CHISUM REGIONAL TECH CENTER","05/05/2023","649 WEBSTER ST",,"EAGLE PASS TX 78852-5410",
"Cosmetology Vocational/High School","702110","LONGVIEW HIGH SCHOOL","01/21/2023","PO BOX 3268",,"LONGVIEW TX 75606-3268",
"Cosmetology Vocational/High School","702149","HOUSTON MATH SCIENCE TECHNOLOGY CENTER","03/29/2023","9400 IRVINGTON BLVD",,"HOUSTON TX 77076-5224",
"Cosmetology Vocational/High School","705355","DENVER CITY HIGH SCHOOL","08/06/2022","601 MUSTANG DR",,"DENVER CITY TX 79323-2753",
"Cosmetology Vocational/High School","705401","CANYON ISD COSMETOLOGY","10/23/2022","3301 N 23RD ST",,"CANYON TX 79015-6166",
"Cosmetology Vocational/High School","702179","BRACKENRIDGE HIGH SCHOOL","04/06/2023","400 EAGLELAND DR",,"SAN ANTONIO TX 78210-1230",
"Cosmetology Vocational/High School","705326","WILDCAT SCHOOL OF COSMETOLOGY","01/13/2023","101 W MOBLEY ST",,"AMARILLO TX 79108-1603",
"Cosmetology Vocational/High School","702217","MOUNT PLEASANT HIGH SCHOOL","02/24/2023","PO BOX 1117",,"MOUNT PLEASANT TX 75456-1117",
"Cosmetology Vocational/High School","705502","LAMESA HIGH SCHOOL","11/01/2022","PO BOX 261",,"LAMESA TX 79331",
"Cosmetology Vocational/High School","705032","BERKNER HIGH SCHOOL","09/13/2022","701 W BELT LINE RD",,"RICHARDSON TX 75080-6015",
"Cosmetology Vocational/High School","705357","KLEIN CAIN HIGH SCHOOL","11/18/2022","10201 SPRING CYPRESS RD",,"HOUSTON TX 77070-6419",
"Cosmetology Vocational/High School","702180","WICHITA FALLS CAREER EDUCATION CENTER","12/31/2022","500 E HATTON RD",,"WICHITA FALLS TX 76302",
"Cosmetology Vocational/High School","705021","MONTWOOD HIGH SCHOOL","07/30/2022","12440 ROJAS DR",,"EL PASO TX 79928-5261",
"Cosmetology Vocational/High School","702048","CLEVELAND HIGH SCHOOL","08/07/2022","1600 HOUSTON ST",,"CLEVELAND TX 77327-4706",
"Cosmetology Vocational/High School","702025","ALICE HIGH SCHOOL","12/31/2022","1 COYOTE TRL",,"ALICE TX 78332-4061",
"Cosmetology Vocational/High School","702054","D MAC ARTHUR HIGH SCHOOL","04/11/2023","4400 ALDINE MAIL ROUTE RD",,"HOUSTON TX 77039-5913",
"Cosmetology Vocational/High School","705247","LEHMAN HIGH SCHOOL","08/21/2022","1700 LEHMAN RD",,"KYLE TX 78640-5246",
"Cosmetology Vocational/High School","705306","PROGRESO HIGH SCHOOL","12/06/2021","700 BUSINESS FM 1015",,"PROGRESO TX 78579",
"Cosmetology Vocational/High School","702196","DICKINSON HIGH SCHOOL","03/22/2023","3800 BAKER DR",,"DICKINSON TX 77539-5916",
"Cosmetology Vocational/High School","705330","JAMES EARL RUDDER HIGH SCHOOL","11/30/2022","3251 AUSTINS COLONY PKWY",,"BRYAN TX 77808-2276",
"Cosmetology Vocational/High School","702148","AISD CAREER & TECH CENTER","12/31/2022","2101 BROWNING DR",,"ARLINGTON TX 76010-5949",
"Cosmetology Vocational/High School","705321","PRAIRIE LEA ISD","09/29/2022","PO BOX 9",,"PRAIRIE LEA TX 78661-0009",
"Cosmetology Vocational/High School","702193","SOUTH SAN ANTONIO CAREER ED CT","08/05/2022","7535 BARLITE BLVD",,"SAN ANTONIO TX 78224-1311",
"Cosmetology Vocational/High School","705229","WESLACO ISD COSMETOLOGY STUDIO","09/23/2022","3601 N MILE 5 1/2 W",,"WESLACO TX 78599-2992",
"Cosmetology Vocational/High School","705253","VENOM BEAUTY ACADEMY SAN MARCOS HS","11/13/2022","2601 RATTLER ROAD",,"SAN MARCOS TX 78666-6453",
"Cosmetology Vocational/High School","705169","WALLER HIGH SCHOOL","08/24/2022","20950 FIELDS STORE RD",,"WALLER TX 77484-7071",
"Cosmetology Vocational/High School","705237","DAVIS HIGH SCHOOL","09/15/2022","12525 ELLA BLVD",,"HOUSTON TX 77067-4253",
"Cosmetology Vocational/High School","705035","LAKE HIGHLANDS HIGH SCHOOL","04/22/2023","701 W BELT LINE RD",,"RICHARDSON TX 75080-6015",
"Cosmetology Vocational/High School","705128","QUINLAN-FORD HIGH SCHOOL","08/30/2022","401 E RICHMOND",,"QUINLAN TX 75474-8792",
"Cosmetology Vocational/High School","702187","NIMITZ HIGH SCHOOL","02/21/2023","2005 WW THORNE BLVD",,"HOUSTON TX 77073-3301",
"Cosmetology Vocational/High School","702417","RATTEREE CDC","12/31/2022","PO BOX 152637",,"IRVING TX 75015-2637",
"Cosmetology Vocational/High School","702043","BURLESON HIGH SCHOOL","03/01/2023","100 ELK DR",,"BURLESON TX 76028-5648",
"Cosmetology Vocational/High School","702410","DENISON HIGH SCHOOL","12/31/2022","4200 N STATE HIGHWAY 91",,"DENISON TX 75020-1928",
"Cosmetology Vocational/High School","705165","CRYSTAL CITY HIGH SCHOOL CCISD","11/12/2022","805 E CROCKETT ST",,"CRYSTAL CITY TX 78839-2711",
"Cosmetology Vocational/High School","705191","KISD CAREER CENTER COSMETOLOGY","09/24/2022","1320 STAGECOACH RD",,"KILLEEN TX 76542-6423",
"Cosmetology Vocational/High School","705024","CYPRESS-WOODS HIGH SCHOOL","08/17/2022","PO BOX 692003",,"HOUSTON TX 77269-2003",
"Cosmetology Vocational/High School","702570","BARBARA JORDAN HIGH SCHOOL","01/22/2023","5800 EASTEX FWY",,"HOUSTON TX 77026-1565",
"Cosmetology Vocational/High School","705134","RIO GRANDE CITY CISD GRULLA HIGH SCHOOL","11/18/2022","1 S FORT RINGGOLD ST",,"RIO GRANDE CITY TX 78582-4701",
"Cosmetology Vocational/High School","705216","EDGEWOOD ACADEMY","05/24/2023","607 SW 34TH ST",,"SAN ANTONIO TX 78237-1863",
"Cosmetology Vocational/High School","702624","AMERICAS HIGH SCHOOL","01/31/2023","12101 PELLICANO DR",,"EL PASO TX 79936-6862",
"Cosmetology Vocational/High School","702158","SOUTH GARLAND HIGH SCHOOL","12/31/2022","600 COLONEL DR",,"GARLAND TX 75043-2302",
"Cosmetology Vocational/High School","702083","IOWA PARK HIGH SCHOOL","12/31/2022","NO 1 BOB DAWSON DR",,"IOWA PARK TX 76367-1191",
"Cosmetology Vocational/High School","705360","WILLIS HIGH SCHOOL COSMETOLOGY CENTER","08/16/2022","40 FM 830",,"WILLIS TX 77378",
"Cosmetology Vocational/High School","702258","HOLMES HIGH SCHOOL","02/03/2023","5900 EVERS RD",,"SAN ANTONIO TX 78238-1606",
"Cosmetology Vocational/High School","705399","EAST VIEW HIGH SCHOOL","08/08/2022","4490 E UNIVERSITY AVE",,"GEORGETOWN TX 78626-7877",
"Cosmetology Vocational/High School","705282","VETERANS MEMORIAL HIGH SCHOOL","10/15/2022","700 E MILE 2 RD",,"MISSION TX 78574-1759",
"Cosmetology Vocational/High School","702040","BRYAN HIGH SCHOOL","12/31/2022","3401 E 29TH ST",,"BRYAN TX 77802-3304",
"Cosmetology Vocational/High School","705442","SOUTHWEST LEGACY HIGH SCHOOL","08/28/2022","BLDG 100","4495 SW VERANO PARKWAY","VON ORMY TX 78073-4331",
"Cosmetology Vocational/High School","705089","CYPRESS RANCH HIGH SCHOOL","08/20/2022","PO BOX 692003",,"HOUSTON TX 77269-2003",
"Cosmetology Vocational/High School","702552","KLEIN FOREST HIGH SCHOOL","12/31/2022","11400 MISTY VALLEY DR",,"HOUSTON TX 77066-3402",
"Cosmetology Vocational/High School","705322","WHITEFACE HIGH SCHOOL","11/13/2022","PO BOX 7",,"WHITEFACE TX 79379-0007",
"Cosmetology Vocational/High School","705164","HOLLENSTEIN CAREER AND TECHNOLOGY CENTER","08/27/2022","5501 MARINE CREEK PKWY",,"FORT WORTH TX 76179-3510",
"Cosmetology Vocational/High School","705482","GORMAN ISD","08/18/2022","PO BOX 8",,"GORMAN TX 76454",
"Cosmetology Vocational/High School","702137","PORT NECHES-GROVES HIGH SCHOOL","12/31/2022","1401 MERRIMAN ST",,"PORT NECHES TX 77651-2952",
"Cosmetology Vocational/High School","702191","EDINBURG H S CAREER CENTER","01/17/2023","1000 E EBONY LN",,"EDINBURG TX 78539-4825",
"Cosmetology Vocational/High School","705093","SPLENDORA HIGH SCHOOL","01/07/2023","23747 FM 2090 RD",,"SPLENDORA TX 77372-3733",
"Cosmetology Vocational/High School","702183","RIVERSIDE TRADE AND INDUSTRY","12/31/2022","301 MIDWAY DR",,"EL PASO TX 79915-3850",
"Cosmetology Vocational/High School","705126","HORIZON HIGH SCHOOL","08/25/2022","14651 HORIZON BLVD",,"EL PASO TX 79928-8639",
"Cosmetology Vocational/High School","702065","CENTER FOR CAREER & TECH ED","01/06/2023","1170 N WALNUT ST",,"EL PASO TX 79930-1033",
"Cosmetology Private School","705522","LIYAH MARIE SCHOOL OF AESTHETICS","03/01/2023","2320 SNOWDON DR",,"ARLINGTON TX 76018",
"Cosmetology Private School","705392","BK COSMO COLLEGE OF COSMETOLOGY","06/10/2023","320 W WATER ST STE E",,"KERRVILLE TX 78028-4288",
"Cosmetology Private School","705393","COLOUR BEAUTY SCHOOL","06/21/2023","16233 CLAY RD STE 318A",,"HOUSTON TX 77084-5423",
"Cosmetology Private School","705010","I.T.S. ACADEMY OF BEAUTY","02/13/2023","1900 OATES DR STE 175",,"MESQUITE TX 75150-6850",
"Cosmetology Private School","705100","VOGUE COLLEGE OF COSMETOLOGY","03/08/2023","BLDG K","1101 S CAPITAL OF TE","WEST LAKE HILLS TX 78746-6445",
"Cosmetology Private School","705002","SALON & SPA INSTITUTE","12/28/2022","2695 N CORIA ST",,"BROWNSVILLE TX 78520-8809",
"Cosmetology Private School","705130","MILAN INSTITUTE OF COSMETOLOGY","09/16/2022","1580 GEORGE DIETER DR STE 207",,"EL PASO TX 79936-7612",
"Cosmetology Private School","702727","MANUEL & THERESA'S SCHOOL OF HAIR DESIGN","12/31/2022","715 S TEXAS AVE",,"BRYAN TX 77803-3952",
"Cosmetology Private School","705493","OGLE SCHOOL HAIR SKIN NAILS","09/20/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013",
"Cosmetology Private School","705496","OGLE SCHOOL HAIR SKIN NAILS","09/21/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","705050","SOUTHEAST TEXAS CAREER INSTITUTE","08/11/2022","975 HIGHWAY 327 E STE 150",,"SILSBEE TX 77656-5931",
"Cosmetology Private School","705437","DFW LASH UNIVERSITY","08/04/2022","2540 MARSH LANE UNIT 120",,"CARROLLTON TX 75006",
"Cosmetology Private School","705374","SHELUVLASHES IBEAUTY ACADEMY","02/25/2023","317 N HIGH STREET STE D",,"LONGVIEW TX 75601-5706",
"Cosmetology Private School","705162","G.A. BEAUTY & BARBER SCHOOL","07/18/2022","3301 N WARE RD STE A",,"MCALLEN TX 78501-3309",
"Cosmetology Private School","702635","VOGUE COLLEGE OF COSMETOLOGY","12/31/2022","BLDG K STE 150","1101 S CAPITAL TEXAS HWY","AUSTIN TX 78746-0026",
"Cosmetology Private School","705457","89 BEAUTY SCHOOL","02/01/2023","18910 FM 529 RD SUITE # 8",,"CYPRESS TX 77433",
"Cosmetology Private School","705510","NORTHWEST EDUCATIONAL CENTER","12/17/2022","2910 ANTOINE DRIVE B100",,"HOUSTON TX 77092",
"Cosmetology Private School","705115","NUVANI INSTITUTE","06/23/2023","PO BOX 1587",,"MANCHACA TX 78652-1587",
"Cosmetology Private School","700940","BALDWIN BEAUTY SCHOOLS","12/31/2022","3005 S LAMAR BLVD STE 109D",,"AUSTIN TX 78704-9995",
"Cosmetology Private School","705283","VOGUE COLLEGE OF COSMETOLOGY","10/19/2022","STE 150","1101 S CAPITAL OF TEXAS HWY","WEST LAKE HILLS TX 78746-6445",
"Cosmetology Private School","705354","RADIANT SKIN INSTITUTE","08/03/2022","6415 WOODSTREAM TRL",,"FORT WORTH TX 76133-4421",
"Cosmetology Private School","705363","UNITY BEAUTY COLLEGE II","09/18/2022","1915 BRIARCHESTER DRIVE",,"KATY TX 77450-7696",
"Cosmetology Private School","705183","SALON BOUTIQUE ACADEMY","03/26/2023","4135 BELT LINE RD STE 102",,"ADDISON TX 75001-4399",
"Cosmetology Private School","705433","ML BEAUTY ACADEMY","06/23/2022","3730 N JOSEY LN SUITE 109",,"CARROLLTON TX 75007-2484",
"Cosmetology Private School","702358","SEGUIN BEAUTY SCHOOL","12/31/2022","102 E COURT ST",,"SEGUIN TX 78155-5704",
"Cosmetology Private School","705236","HANDS ON THERAPY","04/10/2023","1804 N GALLOWAY AVE STE A",,"MESQUITE TX 75149-2294",
"Cosmetology Private School","705366","SINCLAIR'S CAREER COSMETOLOGY SCHOOL","10/30/2022","2200 N FM 157 STE 222",,"MANSFIELD TX 76063-3423",
"Cosmetology Private School","705448","BARCELONA BEAUTY ACADEMY AND SALON","11/16/2022","483 WEST HARWOOD RD",,"HURST TX 76054-2943",
"Cosmetology Private School","705371","MOGO SALON ACADEMY","11/05/2022","19380 HIGHWAY 105 W STE 505",,"MONTGOMERY TX 77356-1984",
"Cosmetology Private School","705410","CAVIAR ACADEMY OF COSMETOLOGY","10/11/2022","6913 INDIANA AVE",,"LUBBOCK TX 79413-6357",
"Cosmetology Private School","705064","MEI ACADEMY OF COSMETOLOGY","02/26/2023","2814 BOCA CHICA BLVD",,"BROWNSVILLE TX 78521-3504",
"Cosmetology Private School","705315","AVEDAARTS&SCIENCESINSTITUTECORPUSCHRISTI","08/13/2022","1110 AYERS ST",,"CORPUS CHRISTI TX 78404-3027",
"Cosmetology Private School","705230","HEIGHTS BEAUTY COLLEGE","12/01/2022","2155 RED BLUFF RD",,"PASADENA TX 77506-3752",
"Cosmetology Private School","705188","ANN WEBB SKIN INSTITUTE","05/29/2023","11701 JOLLYVILLE RD STE 103",,"AUSTIN TX 78759-3936",
"Cosmetology Private School","705119","NUVANI INSTITUTE","06/24/2023","PO BOX 1587",,"MANCHACA TX 78652-1587",
"Cosmetology Private School","705452","AMERICAN LASER & AESTHETICS INSTITUTE","12/11/2022","1111 BABCOCK ROAD",,"SAN ANTONIO TX 78201-6905",
"Cosmetology Private School","705369","CUT ARTISTRY INSTITUTE LLC","01/07/2023","15726 FERN RIDGE DR",,"HOUSTON TX 77084-3050",
"Cosmetology Private School","705096","I.T.S. ACADEMY OF BEAUTY","01/10/2023","750 SUNLAND PARK DR STE E08B",,"EL PASO TX 79912-6709",
"Cosmetology Private School","705473","SOL BARBER & STYLING ACADEMY","05/14/2023","3837 EATON DR",,"DALLAS TX 75220-5053",
"Cosmetology Private School","705466","COUTURE BEAUTY ACADEMY","03/19/2023","6441 WESTHEIMER RD",,"HOUSTON TX 77057-5105",
"Cosmetology Private School","705384","MERAKI INSTITUTE OF BEAUTY AND WELLNESS","02/11/2023","1200 W POLK AVE STE L",,"PHARR TX 78577-2106",
"Cosmetology Private School","702810","J N BEAUTY COLLEGE","11/30/2022","2802 AZLE AVE",,"FORT WORTH TX 76106",
"Cosmetology Private School","705462","LASHUP BROWDOWN ACADEMY LLC","02/23/2022","809 N LOCUST STREET",,"DENTON TX 76201",
"Cosmetology Private School","705274","360 DEGREES BEAUTY ACADEMY #1","08/14/2022","13323 BIRDCALL LN",,"CYPRESS TX 77429-3163",
"Cosmetology Private School","705415","ANN GEE'S BARBER ACADEMY","02/01/2023","4200 W ILLINOIS #140 A",,"MIDLAND TX 79703-5692",
"Cosmetology Private School","705224","NORTHWEST EDUCATIONAL CENTER","08/05/2022","2910 ANTOINE DR STE B100",,"HOUSTON TX 77092-7063",
"Cosmetology Private School","705422","THE FACIAL ROOM SOCIETY","03/13/2023","26219 OAK RIDGE DR",,"THE WOODLANDS TX 77380-1960",
"Cosmetology Private School","705390","ELITE BEAUTY ACADEMY MISSION","04/16/2021",,,,
"Cosmetology Private School","705309","ALLSTAR BEAUTY COLLEGE","02/21/2023","10925 BEECHNUT ST STE B207",,"HOUSTON TX 77072-4351",
"Cosmetology Private School","705532","GLOW ARTISTRY STUDIO LLC","05/04/2023","6000 DENTON HWY #400",,"WATAUGA TX 76148-3428",
"Cosmetology Private School","705514","LASHING OUT SA ACADEMY LLC","01/10/2023","15319 DELTA PT",,"SAN ANTONIO TX 78250-4763",
"Cosmetology Private School","705108","LEGACY BEAUTY ACADEMY","05/25/2023","112 COMMERCE ST",,"TOMBALL TX 77375-4706",
"Cosmetology Private School","705529","NAILOLOGIST 101 ACADEMY LLC","04/11/2023","1322 N DALLAS AVE",,"LANCASTER TX 75134-3202",
"Cosmetology Private School","705193","ONE LE CHIC BEAUTY ACADEMY","08/21/2022","4500 HIGHWAY 6 N STE B",,"HOUSTON TX 77084-3402",
"Cosmetology Private School","705252","THE BEAUTY POINT ACADEMY","09/24/2022","4404 CALLAGHAN RD",,"SAN ANTONIO TX 78228-3403",
"Cosmetology Private School","705501","INSTITUTO DE BELLEZA Y ARTE","10/18/2022","505 S 12TH ST",,"MCALLEN TX 78501-4925",
"Cosmetology Private School","705246","WADE GORDON HAIRDRESSING ACADEMY","07/24/2022","2520 PARAMOUNT",,"AMARILLO TX 79109-1708",
"Cosmetology Private School","702783","GREATER JERUSALEM SCHOOL","11/30/2022","8910 JENSEN DR",,"HOUSTON TX 77093-6926",
"Cosmetology Private School","705381","RGV COSMETOLOGY SCHOOL","01/11/2023","1421 CAPISTRANO DR",,"BROWNSVILLE TX 78526-1213",
"Cosmetology Private School","702653","BELLA BEAUTY COLLEGE - BEN WHITE CAMPUS","12/31/2022","623 W BEN WHITE BLVD",,"AUSTIN TX 78704-7031",
"Cosmetology Private School","705541","BUCKNER BARBER SCHOOL INC","06/03/2023","1515 S BUCKNER BLVD STE 147",,"DALLAS TX 75217-1775",
"Cosmetology Private School","702697","UCAS UNIV OF COSMETOLOGY ARTS & SCIENCES","12/31/2022","8401 N 10TH ST",,"MCALLEN TX 78504-9527",
"Cosmetology Private School","705030","PAUL MITCHELL THE SCHOOL SAN ANTONIO","11/13/2022","18402 US HIGHWAY 281 N STE 124",,"SAN ANTONIO TX 78259-7607",
"Cosmetology Private School","705450","STRAND INSTITUTE OF BEAUTY ESTHETICS","12/08/2022","1018 US HIGHWAY 181",,"PORTLAND TX 78374-1734",
"Cosmetology Private School","702424","BALDWIN BEAUTY SCHOOLS","12/31/2022","8440 BURNET RD STE 140",,"AUSTIN TX 78757-7068",
"Cosmetology Private School","702708","PAUL MITCHELL THE SCHOOL AUSTIN","12/31/2022","9503 RESEARCH BLVD BLDG 310",,"AUSTIN TX 78759-5690",
"Cosmetology Private School","705500","TONSORIAL ARTS BARBER COLLEGE","10/01/2022","2831 NEW BOSTON ROAD",,"TEXARKANA TX 75501-3264",
"Cosmetology Private School","705117","NUVANI INSTITUTE","06/23/2023","PO BOX 1587",,"MANCHACA TX 78652-1587",
"Cosmetology Private School","705368","DFW BEAUTY SCHOOL","10/02/2021","4109 STATEN ISLAND DR",,"PLANO TX 75024-3436",
"Cosmetology Private School","705425","249 BEAUTY COLLEGE","04/07/2023","6614 BAYOU CREST DR",,"HOUSTON TX 77088-3132",
"Cosmetology Private School","705184","FT WORTH BEAUTY SCHOOL-LAKE WORTH CAMPUS","06/01/2023","4760 BENBROOK BLVD",,"BENBROOK TX 76116-8892",
"Cosmetology Private School","705361","DFW SKIN INSTITUTE","08/20/2022","503 WHITE OAK ST",,"ALLEN TX 75002-3301",
"Cosmetology Private School","702494","TONI&GUY HAIRDRESSING ACADEMY","12/31/2022","4251 KELLWAY CIR",,"ADDISON TX 75001-4233",
"Cosmetology Private School","702729","BELLA BEAUTY COLLEGE - CORPUS CAMPUS","12/31/2022","5817 WEBER RD",,"CORPUS CHRISTI TX 78413-3966",
"Cosmetology Private School","705474","E.L. ROBERTSON INT'L BEAUTY AND BUSINESS","05/26/2022","9850 MEADOUGLEN LN APT 49",,"HOUSTON TX 77042-4346",
"Cosmetology Private School","705511","WOW LASH & BROW ACADEMY","12/20/2022","16741 CHAMPION FOREST DR",,"SPRING TX 77379-7020",
"Cosmetology Private School","705204","UNITY BEAUTY COLLEGE","11/12/2022","8244 ANTOINE DR STE S",,"HOUSTON TX 77088-2531",
"Cosmetology Private School","705218","UNITED BEAUTY COLLEGE","04/22/2023","1940 WALNUT PLZ",,"CARROLLTON TX 75006-5810",
"Cosmetology Private School","705281","PAUL MITCHELL THE SCHOOL CLEAR LAKE","12/13/2022","20807 GULF FWY",,"WEBSTER TX 77598-6402",
"Cosmetology Private School","702752","MILAN INSTITUTE","12/31/2022","2345 W BEECH AVE # 4139",,"VISALIA CA 93277",
"Cosmetology Private School","702595","R & E COSMETOLOGY SCHOOL","12/31/2022","305 LONG DRIVE",,"BAYTOWN TX 77521",
"Cosmetology Private School","705509","ACADEMY OF COSMETOLOGY","11/30/2022","6520 UNIVERSITY AVE STE # 7",,"LUBBOCK TX 79413-5811",
"Cosmetology Private School","705379","VANGUARDIA UNIVERSIDAD DE BELLEZA LLC","01/10/2023","5269 N 23RD ST",,"MCALLEN TX 78504-4010",
"Cosmetology Private School","705314","GLOBAL BEAUTY INSTITUTE","05/10/2022","1109 E HEBRON PKWY APT 1102",,"CARROLLTON TX 75010-1311",
"Cosmetology Private School","705424","PR BEAUTY COLLEGE","04/02/2023","580 W ARAPAHO RD STE 298",,"RICHARDSON TX 75080-4367",
"Cosmetology Private School","700935","TRI-STATE COSMETOLOGY INSTITUTE","01/05/2023","1120 VISTA DE ORO DR",,"EL PASO TX 79935-4904",
"Cosmetology Private School","705244","INSTITUTE COSMETOLOGY AFRICAN BRAIDING","05/13/2023","432 W PARKER RD",,"HOUSTON TX 77091-3203",
"Cosmetology Private School","705520","ADVANCED BEAUTY ACADEMY, LLC","02/28/2023","3910 FAIRMONT PKWY STE J",,"PASADENA TX 77504-3060",
"Cosmetology Private School","705531","JL ROYCE SCHOOL OF ESTHETICS LLC","04/27/2023","2101 W WADLEY AVE STE 26",,"MIDLAND TX 79705-6436",
"Cosmetology Private School","702696","UCAS UNIV OF COSMETOLOGY ARTS & SCIENCES","12/31/2022","8401 N 10TH ST",,"MCALLEN TX 78504-9527",
"Cosmetology Private School","705367","SLOAN BEAUTY ACADEMY","10/02/2022","1850 CROWN DR STE 1116",,"DALLAS TX 75234-9436",
"Cosmetology Private School","705382","STUDIO MOISELLE SCHOOL NAIL TECHNOLOGY","02/24/2021","3410 MAIN ST",,"DALLAS TX 75226-1642",
"Cosmetology Private School","705476","BONJOUR BEAUTY UNIVERSITY","06/21/2022","6121 W PARK BLVD STE C219",,"PLANO TX 75093-6230",
"Cosmetology Private School","705409","BOSS LADY BEAUTY ACADEMY","10/09/2022","4402 VANCE JACKSON RD STE 248",,"SAN ANTONIO TX 78230-5334",
"Cosmetology Private School","705318","A PLUS BEAUTY ACADEMY LLC","07/07/2023","3465 W WALNUT ST STE 205",,"GARLAND TX 75042-7140",
"Cosmetology Private School","705468","FINETTA BARBER AND BEAUTY ACADEMY","03/31/2023","4110 CRIPPLE CREEK CT",,"COLLEGE STATION TX 77845-2403",
"Cosmetology Private School","705414","STAY READY NAILS ACADEMY","11/26/2022","12714 NORTH FREEWAY",,"HOUSTON TX 77060-1227",
"Cosmetology Private School","705288","ABC BEAUTY ACADEMY","02/17/2023","2109 BUCKINGHAM RD",,"RICHARDSON TX 75081-5459",
"Cosmetology Private School","705292","BELLA COSMETOLOGY AND BARBER COLLEGE","06/23/2023","5015A WESLEY ST",,"GREENVILLE TX 75402-6314",
