Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth (OLD),Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document,Estimated Worth
332,Texas Department of Housing and Community Affairs,332-20-502H,785,15,Commodity,2,each,Dry Erase Board,,Suzanne Saucedo,512/475-3998,suzanne.saucedo@tdhca.state.tx.us,,,https://data.texas.gov/views/uk2f-keq4/files/f0e6b6a0-1354-4f1d-b63f-87fdd3ab5242?filename=EXHIBIT+B+Terms++Conditions.pdf,https://data.texas.gov/views/uk2f-keq4/files/5b9c8fd9-b0b1-4f7a-bd5b-3b5965d550e8?filename=332-20-502H.pdf,
332,Texas Department of Housing and Community Affairs,332-20-502I,605,88,commodity,2,each,NeXXt Series WOW Metal Stapler,,Suzanne Saucedo,512/475-3998,suzanne.saucedo@tdhca.state.tx.us,,,https://data.texas.gov/views/uk2f-keq4/files/0805e2ab-500f-4638-8ddc-9386aa156cfb?filename=EXHIBIT+B+Terms++Conditions.pdf,https://data.texas.gov/views/uk2f-keq4/files/65ba58a7-ff5d-4ece-a9db-6604981954d0?filename=332-20-502I.pdf,
738,The University of Texas at Dallas,UTD2020-SBF-001,,,,,,Laminator Rolls,,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/f4723b58-5945-42e5-84c8-64a0ba674e84?filename=Spot+Bid+Fair+RFQ+Form+2020+-+001+-+Laminator+Roll+_TC.pdf,
738,The University of Texas at Dallas,UTD2020-SBF-002,,,,,,Radios,,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/3f742813-086b-4d49-a43f-1d3b726e7704?filename=Spot+Bid+Fair+RFQ+Form+2020+-+003+-+Radios+_TC.pdf,
551,Texas Department of Agriculture,0000001419,022,43,,10,gal,1 Gallon Round Up Weed And Grass Killer Concentrate - 50% Active Ingredient - 1 Quart Makes Up To 21 Gallons Of Spray To Cover 1/4Acre - Makes Up To 84 Gallons - Mfg #25006 ,1173.90,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/45f309fa-2c4c-4701-96e5-8b5dcd3641f5?filename=1+Gallon+Round+Up+Weed+And+Grass+Killer.docx,https://data.texas.gov/views/uk2f-keq4/files/310f38f6-591b-4d9c-8e7f-6eed85a40fbb?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/9c730dd7-1661-4ec1-8f8f-568620bcd819?filename=TBD+0000001419+Round+Up+Weed+Killer.doc,
551,Texas Department of Agriculture,0000001420,022,43,,10,case,"Raid Clean Day Liquid Hand Soap, Lemon Verbena, 12.5 Oz - Adhesive Secures Under Countertops - Kills Ants For Up To Three Months -Ants Feed On The Bait And Transfer To The Colony - Ant Baits - Mfg #674796 ",939.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/3f74780f-ec86-4414-b31d-8b8ee02ab9cb?filename=Raid+Ant+Baits.docx,https://data.texas.gov/views/uk2f-keq4/files/b5fbbf41-dfbd-49d4-b41a-b1846171a0d7?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/8b4988b7-bfee-4c40-b57a-3b2bbf464c1f?filename=TBD+0000001420+Ant+Baits.doc,
303,Texas Facilities Commission,303-0-02353,450,06,Office Supplies,10,Cartons,AA & AAA Batteries,1000.00,Archana Sastry,512-463-2743,archana.sastry@tfc.state.tx.us,,,,https://data.texas.gov/views/uk2f-keq4/files/c2a043ea-28f0-49d4-9e13-b7d2d353506b?filename=IFB+303-0-02353+Bid+Document.doc,
303,Texas Facilities Commission,303-0-02353,620,80,Office Supplies,144,Dozen,"Papermate InkJoy 300 RT Pens, Black and Blue",800.00,Archana Sastry,512-463-2743,archana.sastry@tfc.state.tx.us,,,,https://data.texas.gov/views/uk2f-keq4/files/516ca91d-b41e-4943-86ac-bed89d000eae?filename=IFB+303-0-02353+Bid+Document.doc,
551,Texas Department of Agriculture,0000001422,022,43,,10,case,PESTICIDE FOR WASPS AND HORNETS PK12  Description: Pesticide Insect Control Type Kills Flying Targeted Insects Wasps Yellow Jackets Form Aerosol Size 16 oz. Active Ingredients Permethrin Piperonyl Butoxide Tetramethrin DEET Concentration DEET-Free Outdoor Only Standards EPA Registered Dilution Ratio Ready to Use,772.90,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/1582d1d8-d7b7-44f6-8f10-55cf04583279?filename=Pesticide+For+Wasps+and+Hornets+PK12.docx,https://data.texas.gov/views/uk2f-keq4/files/0fd93e3f-d0d2-4455-bc02-7914a6cdf0c1?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/b8f3283e-f2e5-42dc-8635-92ae40ccc35a?filename=TBD+0000001422+Wasp+_Hornet+Killer.doc,
720,University of Texas System,Docks07232020,204,64,Laptop Docking Stations,16,EA,Dell Dock- WD19 130w Power Delivery - 180w AC ,2800.00,Christopher Palacios,512-579-5143,purchasing@utsystem.edu,,,https://data.texas.gov/views/uk2f-keq4/files/81ad245d-b57b-4aa0-94de-8e7f451512ed?filename=PO-Terms-Conditions.pdf,https://data.texas.gov/views/uk2f-keq4/files/72c5e292-76ab-4685-8e9f-7a3464cc9eb0?filename=SPOT+BID+FAIR+UT+System+Docks07232020+-+Dell+Docks.docx,
551,Texas Department of Agriculture,0000001421,022,43,,10,case,"RAID ROACH BAITS 0.63 OZ BOX- CASE OF 72(402225)  Description: Raid Foaming Hand Soap, Lavender, 10 Oz - Kills The Roaches You See And The Ones You Don'T - Two Types Of Bait - Roaches Feed On The Bait And Transfer To The Colony - Baits Work Continuously For Up To Three Months - Mfg #697324",657.70,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/7e4b36cc-80e2-47bc-a3f3-a3320b360512?filename=Raid+Roach+Baits.docx,https://data.texas.gov/views/uk2f-keq4/files/afa34edf-9947-47ed-ad46-d156cdc14420?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/ffc96761-bf44-4fe4-8d60-385acc7f24a2?filename=TBD+0000001421+Roach+Bait.doc,
551,Texas Department of Agriculture,0000001423,022,43,,5,each,9LB PAIL BAIT BLOCK  Description: 9 Lb. Container Block Bait Holder - For Use on Mice and Rats,225.85,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/1d625b65-a546-48aa-97c4-9f83e59034b0?filename=9Lb+Pail+Bait+Block.docx,https://data.texas.gov/views/uk2f-keq4/files/961a96fb-c280-4aea-af3f-5f80810f733e?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/5e9b6847-c761-4a2a-84d2-d4b0186834ce?filename=TBD+0000001423+Rat+Bait.doc,
551,Texas Department of Agriculture,0000001426,485,16,,30,each,32OZ SPRAY BOTTLE CLOROX[REG] CLEAN-UP DISINFECTANT CLEANER WITH BLEACH,276.90,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/ba8229a7-56d8-4e43-980e-9304f354e96f?filename=0000001426+32oz+Spray+Bottle+Clorox.docx,https://data.texas.gov/views/uk2f-keq4/files/98cd8465-774f-4bb1-b1cc-3f3884624242?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/43050951-5fac-4e9a-914d-324faf37c7a3?filename=TBD+0000001426+Clorox+Spray+Bottle.doc,
787,Lamar State College Orange,IFB 787-20-Paper,645,33,Paper,80,CTN,Hammermill Paper,,Alexandra Quave,409-882-3319,alexandra.quave@lsco.edu,Must be brand specific.,,,https://data.texas.gov/views/uk2f-keq4/files/a1aa2ee4-95b1-4ca7-bb6d-e6ff165c49b7?filename=IFB%23+787-20-Paper.docx,
551,Texas Department of Agriculture,0000001427,485,16,,30,pkgs,TOILET BOWL CLEANER 24 OZ. BOTTLE PK12   Description: Bathroom Cleaners Toilet Bowl Cleaner Primary Chemical Hydrogen Peroxide Chemicals For Use On Surface Hard Nonporous Surfaces Cleaner Container Type Bottle Cleaner Container Size 24 oz. Fragrance Cool Spring Breeze Ready to Use/Concentrated Ready to Use Recommended Dilution Ready To Use Cleaner Form Liquid Color Blue Chemical Series No Series ,668.70,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/3858ce67-faa0-4581-9da2-bb0b9c48041a?filename=0000001427+Toilet+Bowl+Cleaner+24+oz.docx,https://data.texas.gov/views/uk2f-keq4/files/be032683-1606-403a-83fa-ccfa8462b856?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/a73f8809-24fb-4e34-8a39-3cfe9885f7c8?filename=TBD+0000001427+Toilet+Bowl+Cleaner.doc,
476,Tx Racing Commission,TxRC-SBF-003,204,80,,24,EA,FARGO DTC1000 Color Ribbon,,Kathryn Persak,512-833-6699,kat.persak@txrc.texas.gov,See attached solicitationv bid sheet,,https://data.texas.gov/views/uk2f-keq4/files/c5198337-72d0-454c-a581-d6475991658a?filename=TandC.pdf,https://data.texas.gov/views/uk2f-keq4/files/5a485b18-8e0f-446a-8eed-5e0df62401e4?filename=TxRC-SBF-003.pdf,
551,Texas Department of Agriculture,0000001428,485,16,,30,gallon,"SIMPLE GREEN 13005 1G CLEANER(227337)  Description: 13005 1G Simple Green Spray Cleaner - Safer alternative to toxic cleaners, solvents and bleaches. Concentrated formula can be use on any washable, indoor, outdoor and automotive surface. - Mfg #13005 ",613.50,,,,,https://data.texas.gov/views/uk2f-keq4/files/86e42c5e-5223-457a-9b22-d5ca6e72bb71?filename=0000001428+Simple+Green+13005+1G+Cleaner.docx,https://data.texas.gov/views/uk2f-keq4/files/939f1335-b47a-41a5-8913-c64afcf50766?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/3d232fb7-b8cd-430c-aa01-b0448c8b448a?filename=TBD+0000001428+Simple+Green+Cleaner.doc,
551,Texas Department of Agriculture,0000001429,485,16,,30,case,KIMCARE CITRUS AIR FRESHNER 6/ PER CASE,2756.70,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/1cf8bcec-17de-4add-95f1-4b44deb097ec?filename=0000001429+Air+Freshener.docx,https://data.texas.gov/views/uk2f-keq4/files/cd83a756-be6b-4db1-9527-8aca547f3bde?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/677cea28-d5d0-4c55-9ab6-42411ea56d5c?filename=TBD+0000001429+Air+Freshner.doc,
303,Texas Facilities Commission,303-0-02353,485,13,Commodities,200,EA,"Hand Sanitizer, 8 Oz. Pump",800.00,Archana Sastry,512-463-2743,archana.sastry@tfc.texas.gov,,,,https://data.texas.gov/views/uk2f-keq4/files/3b895158-2ad4-4f41-9ce6-c616f003598c?filename=IFB+303-0-02353+Bid+Document.doc,
303,Texas Facilities Commission,303-0-02353,615,29,Commodities,10,Ctn,"BIC Wite Out Correction Tape, 18/Ctn",250.00,Archana Sastry,512-463-2743,archana.sastry@tfc.texas.gov,,,,https://data.texas.gov/views/uk2f-keq4/files/716f8ee5-986a-4bef-aff7-5650b391d4be?filename=IFB+303-0-02353+Bid+Document.doc,
551,Texas Department of Agriculture,0000001430,486,16,,36,case,169 Oz Fabuloso Multipurpose Cleaner - Case Of 3 - Cleans And Leaves A Long-Lasting Fresh Lavender Scent - Can Be Used For A Wide Variety Of Cleaning Applications - Neutral pH Makes Product Safe For People And Surfaces - Mfg #CPC 53122,1574.28,Jack Hammond,,jack.hammond@texasagriculture.gov,,https://data.texas.gov/views/uk2f-keq4/files/95d8d61e-c9bb-4d5b-8e0e-2e52acf70b2e?filename=0000001430+Multi+Purpose+Cleaner+169+Ounce+Fabuloso+Case+Of+3.docx,https://data.texas.gov/views/uk2f-keq4/files/29a4503f-65d3-4399-b8d3-1111e3e69bd5?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/d617b550-1ff0-400c-9329-0f75afca2ee8?filename=TBD+0000001430+Multi+Purpose+Cleaner.doc,
551,Texas Department of Agriculture,0000001431,485,16,,30,gallon,"Synergize Cool Non-Foaming Disinfectant Formulated for use in animal and poultry housing facilities, Synergize Cool Non-Foaming Disinfectant prevents the spread of infectious disease. This cool cell formulation has a unique formula that kills both gram-negative and gram-positive bacteria, viruses and fungi",830.40,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/66703de8-716b-42da-9aef-c1f5b3b40eb5?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/965dfbb5-03b1-42fa-9e3b-1522a5b54190?filename=TBD+0000001431+Synergize.doc,
551,Texas Department of Agriculture,0000001432,640,75,,10,case,"Kleenex Toilet Tissue, 2 Ply, White, Recycl, 504 Sheets, 60 roll",304.10,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/104abf74-8f18-4ad9-9590-7c97c341213f?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/ed097a72-ef8a-4708-93cb-8662e9bd0811?filename=TBD+0000001432+Toilet+Paper.doc,
751,Texas A&M University-Commerce,2020-0002,475,62,Medical,10000,Ea,Surgical Masks,4000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/1aa98653-3f95-4798-8e4d-df42e4aebb26?filename=Invitiation+for+Bids-Surgical+Masks+2020-0002.pdf,
751,Texas A&M University-Commerce,2020-0003,345,72,Medical,500,Ea,N95 Respirator with Exhalation Valve,2000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/c801df78-1225-4fa1-94f4-550cae69e5f8?filename=Invitiation+for+Bids-Surgical+Masks+2020-0003.pdf,
751,Texas A&M University-Commerce,2020-0004,345,94,Medical,300,EA,Clorox Disinfecting Wipes,2000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/fb1485c0-2ae7-4840-bb9c-5e2caf868b30?filename=Invitiation+for+Bids-Wipes+2020-0004.pdf,
751,Texas A&M University-Commerce,2020-0005,475,00,Safety,1,Ea,Safety Glasses and Leather Gloves,2000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/2b15414e-3247-4e32-9be1-441c47156f53?filename=Invitiation+for+Bids-Glasses+and+Gloves+2020-0005.pdf,
724,The University of Texas at El Paso,UTEP 1,031,,Commodities,,,HVAC Filters,,,915-747-5456,baalvarez@utep.edu,Please see attachments,https://data.texas.gov/views/uk2f-keq4/files/be0daafe-da85-4f86-9fcc-e4cff62515c4?filename=Attachment+A+-+Air+filters+for+UTEP.xlsx,https://data.texas.gov/views/uk2f-keq4/files/e5e47388-42d7-4eb5-ba39-c21e6b478cff?filename=ITB+UTEP+Filters.docx,https://data.texas.gov/views/uk2f-keq4/files/0290bc1c-7101-47e2-9993-2f337a742176?filename=ITB+UTEP+Filters.docx,
751,Texas A&M University-Commerce,2020-0006,201,42,Medical,400,Box,Vinyl and Nitrile Disposable Gloves,1000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/4c3973d6-0c41-4fcf-8aae-5ea382c77092?filename=Invitiation+for+Bids-Vinyl+and+Nitrile+Gloves+2020-0006.pdf,
476,Tx Racing Commission,TxRC-SBF-001,204,80,,4,EA,Fargo DTC1250e USB Single-sided Dye Sublimation/Thermal transfer (No mag encoder),,Kathryn Persak,512-833-6699,kat.persak@txrc.texas.gov,See attached solicitationv bid sheet,,https://data.texas.gov/views/uk2f-keq4/files/466ad82c-0b1a-4090-9085-7a0cdef16319?filename=TandC.pdf,https://data.texas.gov/views/uk2f-keq4/files/e2f385a3-06bb-4a58-9459-8cad1b9e2cc8?filename=TxRC-SBF-001.pdf,
476,Tx Racing Commission,TxRC-SBF-002,204,80,,12,boxes,HID CR-79/CR-80 UltraCard PVC Cards,,Kathryn Persak,512-833-6699,kat.persak@txrc.texas.gov,See attached solicitationv bid sheet,,https://data.texas.gov/views/uk2f-keq4/files/7104013e-dca6-4c3c-8abd-b9ce75941d0f?filename=TandC.pdf,https://data.texas.gov/views/uk2f-keq4/files/77f42849-caae-429a-a268-18576152a188?filename=TxRC-SBF-002.pdf,
576,Texas A&M Forest Service,RFQ-20-010,203,72,Commodities - Office Supplies-Toner,26,Each,Toner Cartridges,,Alan Degelman,979-458-7381,adegelman@tfs.tamu.edu,Original Manufacturer Only,,,https://data.texas.gov/views/uk2f-keq4/files/c52deb27-4a95-432e-9528-884ff3468f22?filename=RFQ-20-010+TonerCartridges.pdf,
576,Texas A&M Forest Service,RFQ-20-011,207,72,Commodities,39,Each,Paper and Office Supplies,,Alan Degelman,979-458-7381,adegelman@tfs.tamu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/fedaf7df-3278-47e9-8b70-bdf4ecc27a9a?filename=RFQ-20-011+Copy+Paper.pdf,
576,Texas A&M Forest Service,RFQ-20-012,207,72,Commodities,30,Each,Paper and Office Supplies,,Alan Degelman,979-458-7381,adegelman@tfs.tamu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/19bc2d9d-3966-4880-bd26-4ed9a569062d?filename=RFQ-20-012+Copy+Paper.pdf,
576,Texas A&M Forest Service,RFQ-20-013,425,40,Commodities,1,Each,Fireproof File Cabinet,,Alan Degelman,979-458-7381,adegelman@tfs.tamu.edu,Original Manufacturer Only,,,https://data.texas.gov/views/uk2f-keq4/files/b70e1e5f-940f-4d78-baa6-b90e244da25a?filename=RFQ-20-013+Fireproof+File+Cab.pdf,
787,Lamar State College Orange,IFB 787-20- Office Supplies,615,00,Office Supplies,,,General Office Supplies,,Alexandra Quave,4098823319,alexandra.quave@lsco.edu,Must be brand specific.,,,https://data.texas.gov/views/uk2f-keq4/files/b3ece9b5-6237-478a-b573-8f58abb6473f?filename=IFB+%23+787-20-Office+Supplies.docx,
769,UNT System,IFB-769-20-3004-GO,,,,,,Paper Products,,Greg Obar,940.369.5647,greg.obar@untsystem.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/7e8c9ef0-7ec6-4cc7-8d0a-cf60a93f64bd?filename=IFB-769-20-3004-GO.pdf,
769,UNT System,IFB-769-20-3005-GO,,,,,,HVAC Filters,,Greg Obar,940.369.5647,greg.obar@untsystem.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/5da7b4dc-c162-4722-a689-95c0fdf27c3d?filename=IFB-769-20-3005-GO.pdf,
769,UNT System,IFB-769-20-3006-GO,,,,,,LED Bulbs,,Greg Obar,940.369.5647,greg.obar@untsystem.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/4d2bad2a-fd94-4c8e-9052-2792636f3df3?filename=IFB-769-20-3006-GO.pdf,
785,The University of Texas Health Science Center at Tyler,785-20-1010,,,,89,Each,#MX9N2LL/A; iPhone SE,,John Yoder,903-877-7443,john.yoder@uthct.edu,Email bid responses to john.yoder@uthct.edu,,,,
720,University of Texas System,Lat07232020,204,54,Dell Laptop Computers,8,EA,Dell Latitude 7310 with customized specifications,13100.00,Christopher Palacios,512-579-5143,purchasing@utsystem.edu,,,https://data.texas.gov/views/uk2f-keq4/files/54a4cb24-3568-461c-a1aa-38d06b9da1fd?filename=PO-Terms-Conditions.pdf,https://data.texas.gov/views/uk2f-keq4/files/1c4fe9a7-dee3-41d4-ab85-3808c8103627?filename=SPOT+BID+FAIR+UT+System+Lat072320+-+Dell+Latitudes.docx,
720,University of Texas System,Monitors07232020,204,60,Dell monitors,16,EA,Dell 24 Monitor - P2419H ,2200.00,Christopher Palacios,512-579-5143,purchasing@utsystem.edu,,,https://data.texas.gov/views/uk2f-keq4/files/869dccc9-2801-4c76-baef-7a2908ea9bc6?filename=PO-Terms-Conditions.pdf,https://data.texas.gov/views/uk2f-keq4/files/4e879305-95cb-4b24-8285-9f9df9d9eb0f?filename=SPOT+BID+FAIR+UT+System+Monitors072320+-+Dell+Monitors.docx,
551,Texas Department of Agriculture,0000000908,715,10,,6,each,Texas A&M AgriLife Extension. Grapevine Disorders: Pocket Guide for Growers in Texas. (agrilifebookstore.org),180.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/1b7fe5bc-3f47-4e82-b26a-5d88a8a559b6?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/c68980fd-61b8-41e8-a182-197c190afa26?filename=0000000908+Guide%2C+Pocket+Guide+Books.doc,
551,Texas Department of Agriculture,0000001348,035,96,,1,ea,Aerial Drone DJI. Phantom 4 Pro V2.0 aerial drone. ,1599.00,Jack Hammond,,Jack.Hammond@TexasAgriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/7e8fed6a-583e-47f3-a7cc-3deabb9f07ce?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/86904612-ab4a-443e-9f2d-d2b6b7bd7570?filename=0000001348+Aerial+Drone.doc,
551,Texas Department of agriculture,0000001348,800,86,,1,each,Magellan Outdoors Men’s Snake Shield Armor 2.0 Hunting Boots. Size 10.  ,109.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/b3b10182-12b2-443b-a540-d5dfe9ada82b?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/94edd888-03ea-474d-8f95-a022347e454f?filename=0000001348+Snake+Boots.doc,
551,Texas Department of Agriculture,0000001348,035,06,,1,ea,"Style:BT-300 Drone (2019 Edition) DJI drone, moverio BT-300 drone FPV Edition smart glasses redefine first-person view.",699.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/346a5084-8059-495e-919a-2ed927720741?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/65a2166d-0d46-4e89-bbb7-b5975ac8814b?filename=0000001348+Drone+Smart+Glasses.doc,
529,Texas Health and Human Services,119455,925,97,,4,QTR,Quaterly water treatment service for facility chiller water and hot water loops for corrosion; Wichita Falls North Texas State Hospital,,Yvonne Hopkins,512-406-2431,yvonne.hopkins@hhsc.state.tx.us,Submit responses to - onlinbids@hhsc.state.tx.us,,,https://data.texas.gov/views/uk2f-keq4/files/61734c6b-865b-4403-9b28-02f859131c6c?filename=Solicitation+119455.pdf,
551,Texas Department of Agriculture,0000001348 Step Ladder,450,40,,1,each,"Ladder, 3 steps Gorilla Ladders 3-Step Pro-Grade Steel Step Stool, 300 lbs. Load Capacity Type iA Duty Rating",59.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/03ac47d7-fe59-4674-94fb-2a11bef7f4ec?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/1f8cacf3-19b3-4c9a-a8b7-e632224200b2?filename=0000001348+Step+Ladder.doc,
551,Texas Department of Agriculture,0000001348 6 Ft Ladder,450,49,,1,each,"Ladder, step 6' 6’ step ladder preferably with rollers",112.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/197f33ec-f0de-46b0-89d6-b503690e3180?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/2e5eadcb-8362-4cf4-8a72-cdf878198098?filename=0000001348+6+Ft+Ladder.doc,
551,Texas Department of Agriculture,0000001348 Distant Meter,287,12,,6,each,Bosch. Indoor laser distance meter with measuring distance of 165 ft. with accuracy of +/- 1/16,414.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/23d70c36-2415-4df2-bb7f-faf9d5cf6a4d?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/0e4a2c70-8a68-49ed-a730-381dfc107bd0?filename=0000001348+Distant+Meter.doc,
769,UNT System,IFB-769-20-3007-GO,,,,,,Toilet Maintenance/Repair Items,,Greg Obar,940.369.5647,greg.obar@untsystem.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/73d35bfc-1811-4665-89ec-22020c2530e6?filename=IFB-769-20-3007-GO.pdf,
529,Texas Health and Human Services,123909,928,56,,3,1,"Up to 300 gallon container of motor vehicle oil filter removal services, with replacement 55 gallon drum",,William Kulesza,512-406-2419,William.Kulesza@hhsc.state.tx.us,Email respond to onlinebids@hhsc.state.tx.us ,,,https://data.texas.gov/views/uk2f-keq4/files/722d547d-0c73-43a1-b0b4-3866697b2af7?filename=Solicitation+123909.pdf,
551,Texas Department of Agriculture,0000001348 Tool Set,445,82,,1,each,"121- Piece Home Tool Set Tools that contains items for repairing building, items, and vehicles",61.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/4d335799-ace1-42e8-a663-b9f6e8744faf?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/8affca19-a045-4028-9ebe-946273be8a11?filename=0000001348+Tool+Set.doc,
551,Texas Department of Agriculture,0000001348 Bee Veil,345,64,,11,each,Folding bee protection veil V01093/Open mesh netting top with elastic cord to fit our helmets and most hats,174.35,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/e0201be7-e310-45be-b48d-0df9fc22a663?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/d9ff8410-917e-4541-b1d0-8fa09d4da2b1?filename=0000001348+Bee+Veil.doc,
738,The University of Texas at Dallas,UTD2020-SBF-007,,,,,,Dell Latitude 5510s,,Leigh Hausman,9728836971,lhausman@utdallas.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/262b59a4-b0c4-4dee-a61e-b3ee4271d2c1?filename=Spot+Bid+Fair+RFQ+Form+2020+-+007+-+Dell+Latitude+5510+_TC.pdf,
529,Texas Health and Human Services,123314,910,59,,1,Year,Total annual cost for inspection and termite control services; see locations on the SOW,,William Kulesza,512-406-2419,William.Kulesza@hhsc.state.tx.us,Email response to onlinebids@hhsc.state.tx.us,,,https://data.texas.gov/views/uk2f-keq4/files/790ff382-1932-420d-a607-6b7aed1c2569?filename=Solicitation+123314.pdf,
551,Texas Department of Agriculture,0000001348 Measuring Wheel,305,60,,4,each, TR Industrial FX Series. Collapsible measuring wheel with accurate measurement up to 1000 ft. Includes kickstand and carrying bag.  ,179.60,Jack.Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/8be8607d-954d-4289-abae-e4dca55c16c9?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/3f9391d4-20d7-4038-8571-58495f92acc6?filename=0000001348+Measuring+Wheel.doc,
