"ticket_id","ticket_method_received","ticket_created_date_time","ticket_status","ticket_closed_date_time","issue_type","issue_sub_category","request_activity","request_outcome","street_address","city","zip","neighborhood_district","latitude","longitude","new_geocoded_address"
"22-00103839","Phone","2022-08-25T12:47:48.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"4420 WELDON AVE","LITTLE ROCK","72204","WARD 6","34.71304441","-92.38122908","POINT (-92.38122908 34.71304441)"
"22-00103838","Citizen Mobile App","2022-08-25T12:47:04.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"112 HIAWATHA DR","LITTLE ROCK","72205","WARD 6","34.75215711","-92.36131471","POINT (-92.36131471 34.75215711)"
"22-00103836","Citizen Mobile App","2022-08-25T12:47:01.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"124 HIAWATHA DR","LITTLE ROCK","72205","WARD 6","34.75197762","-92.36131832","POINT (-92.36131832 34.75197762)"
"22-00103835","Phone","2022-08-25T12:45:35.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2804 WELCH ST","LITTLE ROCK","72206","WARD 1","34.72137565","-92.26044251","POINT (-92.26044251 34.72137565)"
"22-00103833","CSR Mobile Apps","2022-08-25T12:44:00.000","Open","2022-08-25T12:44:00.000","Code Violations","Abandoned/Inoperable Vehicle","Issue Violation Notice","Completed","1819 GAMBLE RD","LITTLE ROCK","72211","WARD 6","34.7371331","-92.41786233","POINT (-92.41786233 34.7371331)"
"22-00103831","Phone","2022-08-25T12:41:08.000","Open","2022-08-25T12:41:08.000","Public Works","Ditch Maintenance",,,"624 FLETCHER ST","LITTLE ROCK","72202","WARD 1","34.74117813","-92.24691517","POINT (-92.24691517 34.74117813)"
"22-00103830","Citizen Mobile App","2022-08-25T12:40:59.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"7300 WOODSIDE LN","LITTLE ROCK","72205","WARD 3","34.75110696","-92.35475829","POINT (-92.35475829 34.75110696)"
"22-00103827","Phone","2022-08-25T12:37:26.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"12401 KANIS RD","LITTLE ROCK","72211","WARD 6","34.7432724","-92.41194443","POINT (-92.41194443 34.7432724)"
"22-00103824","Phone","2022-08-25T12:35:02.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7214 H ST","LITTLE ROCK","72205","WARD 3","34.76013148","-92.35498037","POINT (-92.35498037 34.76013148)"
"22-00103823","Citizen Mobile App","2022-08-25T12:34:57.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"10 GREGORY LN","LITTLE ROCK","72205","WARD 3","34.74714275","-92.35425168","POINT (-92.35425168 34.74714275)"
"22-00103822","Citizen Mobile App","2022-08-25T12:34:56.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"3 GREGORY LN","LITTLE ROCK","72205","WARD 3","34.74672081","-92.35339649","POINT (-92.35339649 34.74672081)"
"22-00103820","CSR Mobile Apps","2022-08-25T12:31:54.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"12205 CHERRY LAUREL DR","LITTLE ROCK","72211","WARD 6","34.7388962","-92.40949008","POINT (-92.40949008 34.7388962)"
"22-00103819","Phone","2022-08-25T12:31:33.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"6911 KNOLLWOOD RD","LITTLE ROCK","72209","WARD 2","34.66434937","-92.35541535","POINT (-92.35541535 34.66434937)"
"22-00103817","Phone","2022-08-25T12:28:23.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7309 N ST","LITTLE ROCK","72207","WARD 3","34.76522726","-92.35529769","POINT (-92.35529769 34.76522726)"
"22-00103815","Phone","2022-08-25T12:27:35.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3206 LONGCOY ST","LITTLE ROCK","72204","WARD 6","34.72402853","-92.37208098","POINT (-92.37208098 34.72402853)"
"22-00103814","Phone","2022-08-25T12:26:06.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7915 BRIARWOOD CIR","LITTLE ROCK","72205","WARD 6","34.75085788","-92.35936622","POINT (-92.35936622 34.75085788)"
"22-00103811","CSR Mobile Apps","2022-08-25T12:22:55.000","Open","2022-08-25T16:18:49.000","Trash Complaints","Knuckleboom Pick-Up",,,"7900 EAGLE DR","LITTLE ROCK","72209","WARD 7","34.66765076","-92.36598388","POINT (-92.36598388 34.66765076)"
"22-00103810","Citizen Mobile App","2022-08-25T12:22:53.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"6801 W MARKHAM ST","LITTLE ROCK","72205","WARD 3","34.75227942","-92.35028663","POINT (-92.35028663 34.75227942)"
"22-00103809","CSR Mobile Apps","2022-08-25T12:22:50.000","Open","2022-08-25T12:22:50.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7201 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68496099","-92.35718297","POINT (-92.35718297 34.68496099)"
"22-00103808","Phone","2022-08-25T12:21:19.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1600 S PIERCE ST","LITTLE ROCK","72204","WARD 1","34.73755417","-92.33828795","POINT (-92.33828795 34.73755417)"
"22-00103806","CSR Mobile Apps","2022-08-25T12:16:54.000","Open","2022-08-25T12:16:54.000","Code Violations","Housing Code Violations",,,"14 CHERRYWOOD CT","LITTLE ROCK","72211","WARD 6","34.73181689","-92.40316794","POINT (-92.40316794 34.73181689)"
"22-00103805","CSR Mobile Apps","2022-08-25T12:16:50.000","Open","2022-08-25T12:16:50.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"6 CHESTNUT AVE","LITTLE ROCK","72209","WARD 7","34.68755201","-92.35795562","POINT (-92.35795562 34.68755201)"
"22-00103804","CSR Mobile Apps","2022-08-25T12:16:47.000","Open","2022-08-25T12:16:47.000","Code Violations","Abandoned/Inoperable Vehicle","Issue Violation Notice","Completed","14 CHERRYWOOD CT","LITTLE ROCK","72211","WARD 6","34.73181689","-92.40316794","POINT (-92.40316794 34.73181689)"
"22-00103803","Phone","2022-08-25T12:16:44.000","Open","2022-08-25T12:16:44.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7300 AZALEA DR","LITTLE ROCK","72209","WARD 2","34.67142885","-92.35856058","POINT (-92.35856058 34.67142885)"
"22-00103802","Phone","2022-08-25T12:16:40.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2216 S BOWMAN RD","LITTLE ROCK","72211","WARD 6","34.73397905","-92.40886668","POINT (-92.40886668 34.73397905)"
"22-00103799","Citizen Mobile App","2022-08-25T12:13:53.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"6408 BLUE BIRD DR","LITTLE ROCK","72205","WARD 3","34.74623322","-92.34607029","POINT (-92.34607029 34.74623322)"
"22-00103798","CSR Mobile Apps","2022-08-25T12:13:49.000","Open","2022-08-25T12:13:49.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"3 CHESTNUT AVE","LITTLE ROCK","72209","WARD 7","34.68713571","-92.35776919","POINT (-92.35776919 34.68713571)"
"22-00103797","CSR Mobile Apps","2022-08-25T12:13:46.000","Open","2022-08-25T12:13:46.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","14 CHERRYWOOD CT","LITTLE ROCK","72211","WARD 6","34.73181689","-92.40316794","POINT (-92.40316794 34.73181689)"
"22-00103796","CSR Mobile Apps","2022-08-25T12:10:49.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"6900 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68750707","-92.35730891","POINT (-92.35730891 34.68750707)"
"22-00103795","CSR Mobile Apps","2022-08-25T12:10:46.000","Open","2022-08-25T12:10:46.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","14 CHERRYWOOD CT","LITTLE ROCK","72211","WARD 6","34.73181689","-92.40316794","POINT (-92.40316794 34.73181689)"
"22-00103794","CSR Mobile Apps","2022-08-25T12:10:45.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"6905 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68719245","-92.35708384","POINT (-92.35708384 34.68719245)"
"22-00103792","Phone","2022-08-25T12:09:41.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2 LESLIE CIR","LITTLE ROCK","72205","WARD 4","34.75961151","-92.36390625","POINT (-92.36390625 34.75961151)"
"22-00103791","Phone","2022-08-25T12:08:06.000","Open","2022-08-25T12:09:00.000","Trash Complaints","Missed Garbage Pick-Up",,,"12805 MISTY CREEK DR","LITTLE ROCK","72211","WARD 6","34.73596449","-92.41673055","POINT (-92.41673055 34.73596449)"
"22-00103790","Phone","2022-08-25T12:07:58.000","Open","2022-08-25T12:09:00.000","Trash Complaints","Missed Garbage Pick-Up",,,"3121 CENTER ST","LITTLE ROCK","72206","WARD 1","34.71812413","-92.27642207","POINT (-92.27642207 34.71812413)"
"22-00103789","CSR Mobile Apps","2022-08-25T12:07:43.000","Open","2022-08-25T12:07:43.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7001 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68667446","-92.35708198","POINT (-92.35708198 34.68667446)"
"22-00103788","Phone","2022-08-25T12:06:36.000","Open","2022-08-25T12:06:36.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"1009 BROWN ST","LITTLE ROCK","72204","WARD 1","34.74159211","-92.30990205","POINT (-92.30990205 34.74159211)"
"22-00103787","Citizen Mobile App","2022-08-25T12:04:45.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"306 ARTHUR DR","LITTLE ROCK","72204","WARD 6","34.74434162","-92.34916526","POINT (-92.34916526 34.74434162)"
"22-00103786","CSR Mobile Apps","2022-08-25T12:04:42.000","Open","2022-08-25T12:04:42.000","Code Violations","High Grass & Weeds",,,"7004 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68649458","-92.35759341","POINT (-92.35759341 34.68649458)"
"22-00103785","Phone","2022-08-25T12:03:26.000","Open","2022-08-25T12:09:00.000","Trash Complaints","Missed Garbage Pick-Up",,,"912 SHAMROCK DR","LITTLE ROCK","72207","WARD 3","34.76043274","-92.35662626","POINT (-92.35662626 34.76043274)"
"22-00103784","Phone","2022-08-25T12:03:23.000","Open","2022-08-25T12:09:00.000","Trash Complaints","Missed Garbage Pick-Up",,,"1009 BROWN ST","LITTLE ROCK","72204","WARD 1","34.74159211","-92.30990205","POINT (-92.30990205 34.74159211)"
"22-00103782","Phone","2022-08-25T12:01:48.000","Open","2022-08-25T16:18:49.000","Trash Complaints","Knuckleboom Pick-Up",,,"2922 S IZARD ST","LITTLE ROCK","72206","WARD 1","34.71986095","-92.28422956","POINT (-92.28422956 34.71986095)"
"22-00103781","CSR Mobile Apps","2022-08-25T12:01:46.000","Open","2022-08-25T12:01:46.000","Code Violations","High Grass & Weeds",,,"7012 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68614378","-92.35760517","POINT (-92.35760517 34.68614378)"
"22-00103780","CSR Mobile Apps","2022-08-25T12:01:44.000","Closed","2022-08-25T12:16:38.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","14 DEER MEADOW CV","LITTLE ROCK","72209","WARD 2","34.64074562","-92.36316363","POINT (-92.36316363 34.64074562)"
"22-00103779","CSR Mobile Apps","2022-08-25T12:01:40.000","Open","2022-08-25T12:01:40.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7015 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68615216","-92.35713042","POINT (-92.35713042 34.68615216)"
"22-00103778","Generated by Officer","2022-08-25T12:01:25.000","Open","2022-08-25T12:01:25.000","Code Violations","High Grass & Weeds","Inspect Site","Notice Issued","1024 S WOODROW ST","LITTLE ROCK","72204","WARD 1","34.74101917","-92.30577368","POINT (-92.30577368 34.74101917)"
"22-00103776","Phone","2022-08-25T12:00:04.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"524 E 17TH ST","LITTLE ROCK","72206","WARD 1","34.73180696","-92.26740084","POINT (-92.26740084 34.73180696)"
"22-00103775","CSR Mobile Apps","2022-08-25T11:58:40.000","Open","2022-08-25T11:58:40.000","Code Violations","High Grass & Weeds",,,"7015 SHETLAND DR","LITTLE ROCK","72209","WARD 7","34.68615216","-92.35713042","POINT (-92.35713042 34.68615216)"
"22-00103774","CSR Mobile Apps","2022-08-25T11:58:39.000","Open","2022-08-25T16:18:49.000","Trash Complaints","Knuckleboom Pick-Up",,,"6 COLT AVE","LITTLE ROCK","72209","WARD 7","34.68552961","-92.35803902","POINT (-92.35803902 34.68552961)"
"22-00103773","CSR Mobile Apps","2022-08-25T11:55:44.000","Open","2022-08-25T11:55:44.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7108 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68543025","-92.3587886","POINT (-92.3587886 34.68543025)"
"22-00103772","Citizen Mobile App","2022-08-25T11:55:42.000","Open","2022-08-25T11:55:42.000","Trash Complaints","Garbage Cart Issues",,,"1725 S PARK ST","LITTLE ROCK","72202","WARD 1","34.73390339","-92.29773149","POINT (-92.29773149 34.73390339)"
"22-00103771","CSR Mobile Apps","2022-08-25T11:55:41.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"2406 PEACH TREE DR","LITTLE ROCK","72211","WARD 6","34.73284384","-92.40117916","POINT (-92.40117916 34.73284384)"
"22-00103770","CSR Mobile Apps","2022-08-25T11:55:38.000","Open","2022-08-25T11:55:38.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","15 AUSTIN CT","LITTLE ROCK","72209","WARD 2","34.64504089","-92.35429215","POINT (-92.35429215 34.64504089)"
"22-00103769","Phone","2022-08-25T11:53:08.000","Open","2022-08-25T11:53:08.000","Trash Complaints","Garbage Cart Issues",,,"7505 ILLINOIS ST","LITTLE ROCK","72207","WARD 3","34.76709195","-92.35762808","POINT (-92.35762808 34.76709195)"
"22-00103768","CSR Mobile Apps","2022-08-25T11:51:50.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"2412 PEACH TREE DR","LITTLE ROCK","72211","WARD 6","34.7326531","-92.40125684","POINT (-92.40125684 34.7326531)"
"22-00103766","CSR Mobile Apps","2022-08-25T11:51:44.000","Open","2022-08-25T11:51:44.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7100 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68577517","-92.3587078","POINT (-92.3587078 34.68577517)"
"22-00103765","CSR Mobile Apps","2022-08-25T11:51:42.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"11505 KERRY DR","LITTLE ROCK","72209","WARD 2","34.64561786","-92.3518882","POINT (-92.3518882 34.64561786)"
"22-00103764","CSR Mobile Apps","2022-08-25T11:51:39.000","Open","2022-08-25T11:51:39.000","Code Violations","High Grass & Weeds",,,"7100 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68577517","-92.3587078","POINT (-92.3587078 34.68577517)"
"22-00103763","CSR Mobile Apps","2022-08-25T11:51:36.000","Open","2022-08-25T11:51:36.000","Code Violations","Abandoned/Inoperable Vehicle",,,"7100 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68577517","-92.3587078","POINT (-92.3587078 34.68577517)"
"22-00103761","Phone","2022-08-25T11:49:17.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"1916 S GRANT ST","LITTLE ROCK","72204","WARD 1","34.73449898","-92.34065686","POINT (-92.34065686 34.73449898)"
"22-00103760","CSR Mobile Apps","2022-08-25T11:48:34.000","Open","2022-08-25T11:48:34.000","Code Violations","Abandoned/Inoperable Vehicle",,,"7008 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68630617","-92.35870765","POINT (-92.35870765 34.68630617)"
"22-00103759","Phone","2022-08-25T11:47:10.000","Open","2022-08-25T11:47:10.000","Animal Services","Stray Animal - Running at Large",,,"3204 W 23RD ST","LITTLE ROCK","72204","WARD 1","34.73057999","-92.30976148","POINT (-92.30976148 34.73057999)"
"22-00103758","Citizen Mobile App","2022-08-25T11:45:38.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"7810 BRIARWOOD CIR","LITTLE ROCK","72205","WARD 6","34.75071836","-92.36021941","POINT (-92.36021941 34.75071836)"
"22-00103757","CSR Mobile Apps","2022-08-25T11:45:34.000","Open","2022-08-25T11:45:34.000","Code Violations","High Grass & Weeds",,,"7005 MORGAN DR","LITTLE ROCK","72209","WARD 7","34.68651036","-92.35819467","POINT (-92.35819467 34.68651036)"
"22-00103756","Citizen Mobile App","2022-08-25T11:45:33.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"8105 LOUWANDA DR","LITTLE ROCK","72205","WARD 4","34.75986854","-92.36455962","POINT (-92.36455962 34.75986854)"
"22-00103755","Phone","2022-08-25T11:43:41.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"3303 WHITFIELD ST","LITTLE ROCK","72204","WARD 6","34.72276917","-92.36075318","POINT (-92.36075318 34.72276917)"
"22-00103754","CSR Mobile Apps","2022-08-25T11:42:32.000","Open","2022-08-25T11:42:32.000","Code Violations","High Grass & Weeds",,,"7323 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68796822","-92.35817614","POINT (-92.35817614 34.68796822)"
"22-00103753","Phone","2022-08-25T11:41:53.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"8908 SAGE MEADOWS DR","LITTLE ROCK","72204","WARD 6","34.7298458","-92.37466087","POINT (-92.37466087 34.7298458)"
"22-00103751","CSR Mobile Apps","2022-08-25T11:39:34.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"1800 BRAGG ST","LITTLE ROCK","72206","WARD 1","34.73088895","-92.26641651","POINT (-92.26641651 34.73088895)"
"22-00103750","CSR Mobile Apps","2022-08-25T11:39:33.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"7301 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68793655","-92.35753578","POINT (-92.35753578 34.68793655)"
"22-00103749","CSR Mobile Apps","2022-08-25T11:39:30.000","Closed","2022-08-25T12:16:51.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","11409 PONDEROSA DR","LITTLE ROCK","72209","WARD 2","34.64592178","-92.35834014","POINT (-92.35834014 34.64592178)"
"22-00103748","Phone","2022-08-25T11:38:00.000","Open","2022-08-25T11:38:00.000","Animal Services","Stray Animal - Running at Large",,,"8814 HERRICK LN","LITTLE ROCK","72209","WARD 7","34.67041516","-92.3870853","POINT (-92.3870853 34.67041516)"
"22-00103745","Web Intake","2022-08-25T11:36:57.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"14808 GORGEOUS VIEW TRL","LITTLE ROCK","72210","WARD 7","34.72729143","-92.43727912","POINT (-92.43727912 34.72729143)"
"22-00103744","CSR Mobile Apps","2022-08-25T11:36:29.000","Closed","2022-08-25T13:13:42.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","7414 MARCIA DR","LITTLE ROCK","72209","WARD 7","34.68935072","-92.3596574","POINT (-92.3596574 34.68935072)"
"22-00103743","Phone","2022-08-25T11:36:08.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"7605 W 28TH ST","LITTLE ROCK","72204","WARD 6","34.727517","-92.35995396","POINT (-92.35995396 34.727517)"
"22-00103742","Phone","2022-08-25T11:34:21.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"11223 ROCKY VALLEY DR","LITTLE ROCK","72212","WARD 4","34.78499807","-92.39817321","POINT (-92.39817321 34.78499807)"
"22-00103741","CSR Mobile Apps","2022-08-25T11:33:31.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"2120 WOLFE ST","LITTLE ROCK","72202","WARD 1","34.72849056","-92.29332962","POINT (-92.29332962 34.72849056)"
"22-00103740","CSR Mobile Apps","2022-08-25T11:33:27.000","Open","2022-08-25T11:33:27.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"7420 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68842665","-92.35994436","POINT (-92.35994436 34.68842665)"
"22-00103737","CSR Mobile Apps","2022-08-25T11:30:29.000","Open","2022-08-25T11:30:29.000","Code Violations","High Grass & Weeds",,,"7415 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68801466","-92.35972716","POINT (-92.35972716 34.68801466)"
"22-00103736","CSR Mobile Apps","2022-08-25T11:30:26.000","Open","2022-08-25T11:30:26.000","Code Violations","High Grass & Weeds",,,"7414 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68839814","-92.35971929","POINT (-92.35971929 34.68839814)"
"22-00103735","Phone","2022-08-25T11:29:10.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"1609 WOLFE ST","LITTLE ROCK","72202","WARD 1","34.73528309","-92.2929918","POINT (-92.2929918 34.73528309)"
"22-00103733","CSR Mobile Apps","2022-08-25T11:27:29.000","Open","2022-08-25T11:27:29.000","Code Violations","High Grass & Weeds",,,"7409 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68801954","-92.35929603","POINT (-92.35929603 34.68801954)"
"22-00103732","CSR Mobile Apps","2022-08-25T11:27:26.000","Open","2022-08-25T11:27:26.000","Code Violations","High Grass & Weeds",,,"7410 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68838935","-92.35924694","POINT (-92.35924694 34.68838935)"
"22-00103731","CSR Mobile Apps","2022-08-25T11:27:25.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"1814 W 15TH ST","LITTLE ROCK","72202","WARD 1","34.7368231","-92.29369459","POINT (-92.29369459 34.7368231)"
"22-00103729","CSR Mobile Apps","2022-08-25T11:24:26.000","Open","2022-08-25T11:24:26.000","Code Violations","High Grass & Weeds",,,"7407 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68799869","-92.3590839","POINT (-92.3590839 34.68799869)"
"22-00103728","CSR Mobile Apps","2022-08-25T11:24:23.000","Open","2022-08-25T11:24:23.000","Code Violations","High Grass & Weeds",,,"7404 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68838306","-92.35877543","POINT (-92.35877543 34.68838306)"
"22-00103724","Phone","2022-08-25T11:22:17.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"7501 N ST","LITTLE ROCK","72207","WARD 3","34.76528274","-92.35720146","POINT (-92.35720146 34.76528274)"
"22-00103723","Phone","2022-08-25T11:22:12.000","Open","2022-08-25T11:22:12.000","Animal Services","Stray Animal - Running at Large",,,"8521 GEYER SPRINGS RD","LITTLE ROCK","72209","WARD 2","34.67217143","-92.3433227","POINT (-92.3433227 34.67217143)"
"22-00103720","CSR Mobile Apps","2022-08-25T11:21:26.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"1923 W 16TH ST","LITTLE ROCK","72202","WARD 1","34.7354337","-92.29519636","POINT (-92.29519636 34.7354337)"
"22-00103718","CSR Mobile Apps","2022-08-25T11:21:22.000","Open","2022-08-25T11:21:22.000","Code Violations","High Grass & Weeds",,,"7401 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68798772","-92.3586363","POINT (-92.3586363 34.68798772)"
"22-00103715","Phone","2022-08-25T11:20:22.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"62 PEBBLE BEACH DR","LITTLE ROCK","72212","WARD 4","34.78462383","-92.41834555","POINT (-92.41834555 34.78462383)"
"22-00103714","Phone","2022-08-25T11:19:38.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"3401 WYNNE ST","LITTLE ROCK","72204","WARD 6","34.72206354","-92.36184647","POINT (-92.36184647 34.72206354)"
"22-00103712","Phone","2022-08-25T11:18:30.000","Open","2022-08-25T12:01:35.000","Trash Complaints","Missed Garbage Pick-Up",,,"808 GILLETTE DR","LITTLE ROCK","72205","WARD 4","34.75990667","-92.36933232","POINT (-92.36933232 34.75990667)"
"22-00103710","CSR Mobile Apps","2022-08-25T11:18:21.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"7324 GRACE DR","LITTLE ROCK","72209","WARD 7","34.68836982","-92.35833156","POINT (-92.35833156 34.68836982)"
"22-00103708","Phone","2022-08-25T11:16:05.000","Open","2022-08-25T11:16:05.000","Code Violations","Housing Code Violations",,,"4522 W 21ST ST","LITTLE ROCK","72204","WARD 1","34.7327688","-92.32470449","POINT (-92.32470449 34.7327688)"
"22-00103707","CSR Mobile Apps","2022-08-25T11:15:19.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"5322 W 32ND ST","LITTLE ROCK","72204","WARD 1","34.72313337","-92.33394411","POINT (-92.33394411 34.72313337)"
"22-00103704","CSR Mobile Apps","2022-08-25T11:12:21.000","Open","2022-08-25T11:12:21.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","6806 BROOKVIEW DR","LITTLE ROCK","72209","WARD 7","34.68870942","-92.35748465","POINT (-92.35748465 34.68870942)"
"22-00103703","CSR Mobile Apps","2022-08-25T11:12:18.000","Open","2022-08-25T11:12:18.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","6806 BROOKVIEW DR","LITTLE ROCK","72209","WARD 7","34.68870942","-92.35748465","POINT (-92.35748465 34.68870942)"
"22-00103702","Web Intake","2022-08-25T11:11:50.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"6 SHORT LEAF LN","LITTLE ROCK","72223","WARD 5","34.74924977","-92.45853233","POINT (-92.45853233 34.74924977)"
"22-00103699","CSR Mobile Apps","2022-08-25T11:09:18.000","Open","2022-08-25T11:09:18.000","Code Violations","High Grass & Weeds",,,"7224 MARCIA DR","LITTLE ROCK","72209","WARD 7","34.68926173","-92.35691555","POINT (-92.35691555 34.68926173)"
"22-00103697","CSR Mobile Apps","2022-08-25T11:06:20.000","Open","2022-08-25T11:06:20.000","Code Violations","High Grass & Weeds",,,"7305 MARCIA DR","LITTLE ROCK","72209","WARD 7","34.68890991","-92.35781108","POINT (-92.35781108 34.68890991)"
