"name","description","publication_stage","audience","approval_status","provenance","type","tags","url","api_endpoint","creation_date_utc","last_data_updated_date_utc","domain","derived_view","visits","downloads","row_count","column_count","license","attribution","attribution_link","published_version_uid","common_core_is_quality_data","common_core_publisher","common_core_temporal","common_core_contact_name","common_core_contact_email","common_core_license","common_core_issued","common_core_references","common_core_public_access","common_core_bureau_code","common_core_program_code","common_core_described_by","common_core_update_frequency","common_core_identifier","common_core_homepage","common_core_access_level","common_core_geographic","common_core_theme"
"Patent Application Multi-Page PDF Images (2001 - Present)","Contains the images of each patent application (non-provisional utility and plant) published weekly (Thursdays) from March 15, 2001 to present in Portable Document Format (PDF) created from the Patent Application Single-Page TIFF Images.","published","public","approved","community","href","pgpubs,publication,pre-grant,patent,multi-page,image,patent application,pdf,uspto,thursday","https://uspto.data.commerce.gov/d/cwsn-k8sx",,"2015-03-25T20:42:00.000","2020-01-10T15:38:00.000","uspto.data.commerce.gov","false","122","28",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","2001-03-15/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2001-03-15T00:00:00.000","http://patft.uspto.gov/netahtml/PTO/help/images.htm","public","006:51","006:070","http://patft.uspto.gov/netahtml/PTO/help/images.htm","R/P1W","EIP-2151P-OL","https://bulkdata.uspto.gov/#appls",,,"published patent application; pre-grant publications; pgpubs; multi-page pdf images"
"Patent Application Office Actions Research Dataset for Academia and Researchers (2008 - 2017)","Contains detailed information on 4.4 million Office actions mailed from 2008 through June 2017 for 2.2 million publicly viewable patent applications. The data are sourced from the text of Non-Final Rejection and Final Rejection Office actions issued by patent examiners to applicants during the patent examination process. The data files include information on grounds for rejection raised, the claims in question, and pertinent prior art.","published","public","approved","official","href","office actions,patent application,patent,uspto,stata,dta,csv","https://uspto.data.commerce.gov/d/s7qx-hanj",,"2017-11-29T20:01:00.000","2020-01-10T16:33:00.000","uspto.data.commerce.gov","false","91","0",,,"Public Domain U.S. Government","Big Data","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","2008/2017-06","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2017-11-29T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/office/actions/bigdata/2017/USPTO%20Patent%20Prosecution%20Research%20Data_Unlocking%20Office%20Action%20Traits.pdf","R/P1Y","OCE-PT-00007",,,,"patent published patent application office actions dta csv"
"Patent Application Single-Page TIFF Images (2001 - Present)","Contains the images of each patent application (non-provisional utility and plant) published weekly (Thursdays) from March 15, 2001 to present in Tagged Image File Format (TIFF) Revision 6.0 with CCITT Group 4 Compression (single-page TIFFs).","published","public","approved","official","href","pgpubs,publication,pre-grant,single-page,image,patent application,tiff,uspto,thursday","https://uspto.data.commerce.gov/d/5433-fwqr",,"2018-05-22T16:05:00.000","2020-01-10T15:36:00.000","uspto.data.commerce.gov","false","27",,,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","2001-03-15/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2001-03-15T00:00:00.000","http://www.wipo.int/export/sites/www/standards/en/pdf/03-33-01.pdf","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/application/yellowbook/2020/YellowBook2-2018-03-15.docx","R/P1W","EIP-5600P-OL","https://bulkdata.uspto.gov/#appls",,,"published patent application; pre-grant publications; pgpubs; single-page; tiff; images"
"Patent Assignment Data for Academia and Researchers (1970 - 2019)","Contains detailed information on roughly 6 million patent assignments and other transactions recorded at the USPTO since 1970 and involving over 10 million patents and patent applications.","published","public","approved","official","href","registered,recordation,pending,ownership,change,assignment,patent application,patent,uspto,stata,dta,csv","https://uspto.data.commerce.gov/d/5tdn-dhug",,"2017-09-14T16:52:00.000","2020-01-31T15:37:00.000","uspto.data.commerce.gov","false","132","2",,,"Public Domain U.S. Government","Chief Economist","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","1970/2019","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2015-08-05T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:070","https://www.uspto.gov/sites/default/files/documents/USPTO_Patents_Assignment_Dataset_WP.pdf","R/P1Y","OCE-PT-00001","https://www.uspto.gov/learning-and-resources/electronic-data-products/patent-assignment-dataset",,,"patent published patent application assignments ownership dta csv"
"Patent Assignment Search API","Use this API to retrieve patent assignment information from the USPTO assignment search database and generate XML files with the search results. An XML file with search results contains a list of found documents and their categorization. For API, please use Chrome or Safari browser.","published","public","approved","official","href","api,xml,ownership,search,assignment,patent,uspto","https://uspto.data.commerce.gov/d/k36f-z749",,"2020-01-30T18:34:00.000","2020-01-30T18:48:00.000","uspto.data.commerce.gov","false","3",,,,"Public Domain U.S. Government","Patents/Assignments","https://developer.uspto.gov/api-catalog/patent-assignment-search-beta",,"true","US Patent and Trademark Office, Department of Commerce","1980/2020","Scott Beliveau","IPD@uspto.gov","Public Domain U.S. Government","2017-02-16T00:00:00.000","https://assignment-api.uspto.gov/documentation-patent/","public","006:51","006:070","https://assignment.uspto.gov/patent/index.html#/faq","R/P1D","ODP-PAS-API","https://developer.uspto.gov/api-catalog",,"address","uspto patent assignment ownership xml api"
"Patent Examination Event Codes API","Use this API to search the Office of the Chief Economist (OCE) Patent Examination Event Codes Dataset 2015","published","public","approved","official","href","oce,office of the chief economist,api,event code,examination,patent,uspto","https://uspto.data.commerce.gov/d/dum9-ttpj",,"2020-01-30T15:29:00.000","2020-01-30T15:38:00.000","uspto.data.commerce.gov","false","6","0",,,"Public Domain U.S. Government","Chief Economist","https://developer.uspto.gov/api-catalog/oce-patent-examination-event-codes",,"true","US Patent and Trademark Office, Department of Commerce","1/1/2015","Nicholas Pairolero","IPD@uspto.gov","Public Domain U.S. Government","2019-07-29T00:00:00.000","https://developer.uspto.gov/ds-api-docs/index.html?url=https%3A//developer.uspto.gov/ds-api/swagger/docs/oce_patent_examination_event_codes.json","public","006:51","006:070","https://www.uspto.gov/sites/default/files/documents/Appendix%20B.pdf",,"ODP-OCE-PEEC-API","https://developer.uspto.gov/api-catalog",,,"uspto patent examination event code api"
"Patent Examination Research Dataset (Public PAIR) for Academia and Researchers (2001 - 2017)","Contains detailed information on 9.2 million publicly viewable patent applications filed with the USPTO through December 2017. The data are sourced from the Public Patent Application Information Retrieval (Public PAIR) system. There are several data files, each of which coincides with a tab on USPTO's Public PAIR web portal. The data files include information on each application's characteristics, prosecution history, continuation history, claims of foreign priority, patent term adjustment history, publication history, and correspondence address information.","published","public","approved","official","href","public pair,examination,patent application,patent,uspto,stata,dta,csv","https://uspto.data.commerce.gov/d/wnji-q3vd",,"2017-09-14T17:23:00.000","2020-01-10T15:33:00.000","uspto.data.commerce.gov","false","130","2",,,"Public Domain U.S. Government","Chief Economist","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","2001/2017","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2015-12-02T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:070","http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2702637","R/P1Y","OCE-PT-00003","https://www.uspto.gov/learning-and-resources/electronic-data-products/patent-examination-research-dataset-public-pair",,,"patent published patent application examination public pair dta csv"
"Patent Examination Status Codes API","Use this API to search the Office of the Chief Economist (OCE) Patent Examination Status Codes Dataset 2015","published","public","approved","official","href","oce,office of the chief economist,api,status code,examination,patent,uspto","https://uspto.data.commerce.gov/d/4pq9-rfzw",,"2020-01-30T15:12:00.000","2020-01-30T15:26:00.000","uspto.data.commerce.gov","false","10","0",,,"Public Domain U.S. Government","Chief Economist","https://developer.uspto.gov/api-catalog/oce-patent-examination-status-codes",,"true","US Patent and Trademark Office, Department of Commerce","1/1/2015","Nicholas Pairolero","IPD@uspto.gov","Public Domain U.S. Government","2018-02-26T00:00:00.000","https://developer.uspto.gov/ds-api-docs/index.html?url=https%3A//developer.uspto.gov/ds-api/swagger/docs/oce_patent_examination_status_codes.json","public","006:51","006:070","https://www.uspto.gov/sites/default/files/documents/Appendix%20A.pdf",,"ODP-OCE-PESC-API","https://developer.uspto.gov/api-catalog",,,"uspto patent examination status code api"
"Patent Grant Bibliographic Text (1976 - Present)","Contains the bibliographic text (front page) of each patent grant issued weekly (Tuesdays) from January 6, 1976 to present (excludes images/drawings). Subset of the Patent Grant Full Text Data.","published","public","approved","community","href","text,front page,bibliographic,grant,patent,xml,sgml,ascii,uspto,tuesday","https://uspto.data.commerce.gov/d/rdpi-ccuq",,"2015-03-25T20:42:00.000","2020-01-10T15:28:00.000","uspto.data.commerce.gov","false","119","75",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","1976-01-06/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1976-01-06T00:00:00.000","https://www.uspto.gov/learning-and-resources/xml-resources","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/PatentFullTextAPSDoc_GreenBook.pdf","R/P1W","EIP-5000P-OL","https://bulkdata.uspto.gov",,,"patent; patent grant; bibliographic; ascii; sgml; xml"
"Patent Grant Full Text (1976 - Present)","Contains the full text of each patent grant issued weekly (Tuesdays) from January 6, 1976 to present (excludes images/drawings). Subset of the Patent Grant Full Text Data with Embedded TIFF Images.","published","public","approved","community","href","text,mathematical expressions,genetic sequence,tables,complex work units,chemical structures,full text,grant,patent,xml,sgml,ascii,uspto,tuesday","https://uspto.data.commerce.gov/d/re2a-akhx",,"2015-03-25T20:42:00.000","2020-01-10T15:26:00.000","uspto.data.commerce.gov","false","352","53",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","1976-01-06/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1976-01-06T00:00:00.000",,"public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/PatentFullTextAPSDoc_GreenBook.pdf","R/P1W","EIP-5350P-OL","https://bulkdata.uspto.gov",,,"patent; patent grant; full text; ascii; sgml; xml"
"Patent Grant Full Text Data with Embedded TIFF Images (2001 - Present)","Contains the full text, images/drawings, and complex work units (tables, mathematical expressions, chemical structures, and genetic sequence data) of each patent grant issued weekly (Tuesdays) from January 2, 2001 to present.","published","public","approved","community","href","mathematical expressions,images,external cambridgesoft corp chemdraw cdx files,tiff,mathematica notebook nb files,mdl information systems mol files,mathml markup,cals markup,genetic sequence,tables,complex work units,chemical structures,full text,grant,patent,xml,sgml,uspto,tuesday","https://uspto.data.commerce.gov/d/e84t-779s",,"2015-03-25T20:42:00.000","2020-01-10T15:23:00.000","uspto.data.commerce.gov","false","202","83",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","2001-01-02/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2001-01-02T00:00:00.000","http://www.wipo.int/export/sites/www/standards/en/pdf/03-36-01.pdf","public","006:51","006:070","https://www.uspto.gov/learning-and-resources/xml-resources","R/P1W","EIP-5300P-OL","https://bulkdata.uspto.gov",,,"patent; patent grant; full text; sgml; xml; tiff images"
"Patent Grant Multi-Page PDF Images (1790 - Present)","Contains the images of each patent grant issued weekly (Tuesdays) from July 31, 1790 to present in Portable Document Format (PDF) created from the Patent Grant Single-Page TIFF Images. Also included are older grants that have new Certificates-of-Correction (C-of-C) and rescanned images of older patent grants.","published","public","approved","community","href","multi-page,image,grant,patent,pdf,uspto,tuesday","https://uspto.data.commerce.gov/d/s3dz-pk3e",,"2015-03-25T20:42:00.000","2020-01-23T15:37:00.000","uspto.data.commerce.gov","false","182","38",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","1790-07-31/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1990-01-01T00:00:00.000","http://patft.uspto.gov/netahtml/PTO/help/images.htm","public","006:51","006:070","http://patft.uspto.gov/netahtml/PTO/help/images.htm","R/P1W","EIP-2069P-OL","https://bulkdata.uspto.gov",,,"patent; patent grant; multi-page pdf images"
"Patent Grant Single-Page TIFF Images (1790 - Present)","Contains the images of each patent grant issued weekly (Tuesdays) from July 31, 1790 to present in Tagged Image File Format (TIFF) Revision 6.0 with CCITT Group 4 Compression (single-page TIFFs). Includes a separate weekly Certificates-of-Correction (C-of-C) file and a daily Certificates file.","published","public","approved","community","href","rescans,reexaminations,certificates-of-correction,certificates,single-page,image,grant,patent,tiff,uspto,tuesday","https://uspto.data.commerce.gov/d/xyq2-nhim",,"2015-03-25T20:42:00.000","2020-01-10T15:16:00.000","uspto.data.commerce.gov","false","151","43",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","1790-07-31/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1990-01-01T00:00:00.000","http://www.wipo.int/export/sites/www/standards/en/pdf/03-33-01.pdf","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/grant/yellowbook/2020/YellowBook2-2018-03-15.docx","R/P1W","EIP-5500P-OL","https://bulkdata.uspto.gov",,,"patent; patent grant; single-page; tiff; images"
"Patent Litigation Cases API","Use this API to search the Chief Economist (OCE) Patent Litigation Cases.","published","public","approved","official","href","api,oce,office of the chief economist,cases,litigation,patent,uspto","https://uspto.data.commerce.gov/d/qd79-eg6r",,"2020-01-30T15:39:00.000","2020-01-30T15:46:00.000","uspto.data.commerce.gov","false","6","0",,,"Public Domain U.S. Government","Chief Economist","https://developer.uspto.gov/api-catalog/oce-patent-litigation-cases",,"true","US Patent and Trademark Office, Department of Commerce","1963/2015","Nicholas Pairolero","IPD@uspto.gov","Public Domain U.S. Government","2018-02-26T00:00:00.000",,"public","006:51","006:070","https://developer.uspto.gov/ds-api-docs/index.html?url=https%3A//developer.uspto.gov/ds-api/swagger/docs/oce_patent_litigation_cases.json",,"ODP-OCE-PLC-API","https://developer.uspto.gov/api-catalog",,,"uspto patent litigation cases api"
"Patent Litigation Cases API","Use this API to search the Chief Economist (OCE) Patent Litigation Cases.","unpublished","private","not_ready","official","dataset","uspto,patent,litigation,cases,office of the chief economist,oce,api","https://uspto.data.commerce.gov/d/qd79-eg6r/revisions/1",,"2020-01-31T15:34:00.000","2020-01-31T15:34:00.000","uspto.data.commerce.gov","false",,,,"1","Public Domain U.S. Government","Chief Economist","https://developer.uspto.gov/api-catalog/oce-patent-litigation-cases",,"true","US Patent and Trademark Office, Department of Commerce","1963/2015","Nicholas Pairolero","IPD@uspto.gov","Public Domain U.S. Government","2018-02-26T00:00:00.000",,"public","006:51","006:070","https://developer.uspto.gov/ds-api-docs/index.html?url=https%3A//developer.uspto.gov/ds-api/swagger/docs/oce_patent_litigation_cases.json",,"ODP-OCE-PLC-API","https://developer.uspto.gov/api-catalog",,,"uspto patent litigation cases api"
"Patent Litigation Data Files for Academia and Researchers (1963 - 2016)","Contains detailed U.S. District Courts patent litigation data on 74,623 unique court cases filed during the period 1963 - 2016. The data was collected from the Public Access to Court Electronic Records (PACER) and RECAP as sources for all of the content. The final output datasets, provided in five different files, include information on the litigating parties involved and their attorneys; the cause of action; the court location; important dates in the litigation history; and, covering over 5 million document level information from the docket reports, descriptions of all documents submitted in a given case.","published","public","approved","official","href","pacer,docket,court,litigation,patent application,patent,uspto,stata,dta,csv","https://uspto.data.commerce.gov/d/ksfn-6sc6",,"2017-09-14T18:18:00.000","2020-01-31T15:32:00.000","uspto.data.commerce.gov","false","105","2",,,"Public Domain U.S. Government","Chief Economist","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","1963/2016","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2016-12-29T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:070","https://ssrn.com/abstract=2942295",,"OCE-PT-00004","https://www.uspto.gov/learning-and-resources/electronic-data-products/patent-litigation-docket-reports-data",,,"patent; patent grant; patent application; litigation; court; dockets; dta; csv"
"Patent Maintenance Fee Events (1981 - Present)","Contains recorded maintenance fee events for patents granted from September 1, 1981 to present. Each new weekly file is cumulative.","published","public","approved","community","href","maintenance fee,event code,grant,patent,ascii,uspto,tuesday","https://uspto.data.commerce.gov/d/95ij-9exb",,"2015-03-25T20:42:00.000","2020-01-10T15:05:00.000","uspto.data.commerce.gov","false","183","32",,,"Public Domain U.S. Government","Patents Finance",,,"true","US Patent and Trademark Office, Department of Commerce","1981-09-01/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2009-12-01T00:00:00.000",,"public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/maintenancefee/MaintFeeEventsFileDocumentation.doc","R/P1W","EIP-5710P-OL","https://bulkdata.uspto.gov/data/patent/maintenancefee",,,"patent; patent grant; maintenance; fee; events"
"Patent Official Gazettes (2002 - Present)","Contains bibliographic (front page) information, a representative claim, and a drawing (if applicable) of each patent grant issued that week. Includes U.S. Patent and Trademark Office Notices which provide important information and changes in rules concerning both patents and trademarks.","published","public","approved","official","href","notices,gazette,official,grant,patent,html,uspto,tuesday","https://uspto.data.commerce.gov/d/ukyp-7gyr",,"2017-09-12T13:18:00.000","2020-01-10T15:01:00.000","uspto.data.commerce.gov","false","42","1",,,"Public Domain U.S. Government","Patents",,,"true","US Patent and Trademark Office, Department of Commerce","2002-07-02/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2002-07-02T00:00:00.000","https://www.uspto.gov/learning-and-resources/official-gazette/official-gazette-patents","public","006:51","006:070",,"R/P1W","EIP-2200P-DL","https://bulkdata.uspto.gov",,,"patent; patent grant; official; gazette; notices"
"Patent Statistics Reports and Data Products (1963 - 2015)","The Patent Technology Monitoring Team (PTMT) studies patent statistical information and prepares reports in a variety of formats.","published","public","approved","official","href","taf,ptmt,forecast,assessment,monitoring,technology,statistics,patent","https://uspto.data.commerce.gov/d/x5f7-panx",,"2017-09-14T11:45:00.000","2020-01-10T16:22:00.000","uspto.data.commerce.gov","false","58","2",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","1963-01-01/2015","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1990-01-01T00:00:00.000",,"public","006:51","006:070","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm","R/P1Y","EIP-PTMT01-OL","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"patent; patent grant; published patent application; statistics; ptmt; taf"
"Patent Trial and Appeal Board (PTAB) API","The Patent Trial and Appeal Board (PTAB) API is a RESTful API with an easy to use search interface. You can easily browse USPTO PTAB public documents, search for specific content, and request a bulk download of PTAB content.  

The PTAB API synchronizes close to real time with the PTAB E2E (End-to-End) system making the latest public America Invents Action (AIA) Trial information and documents available.

PTAB API v2 has text search capabilities for decision documents.","published","public","approved","official","href","uspto,documents,proceedings,decisions,api,bpai,ptab,board,appeal,trial,patent","https://uspto.data.commerce.gov/d/nfzn-tgjt",,"2020-01-28T14:43:00.000","2020-01-28T15:41:00.000","uspto.data.commerce.gov","false","13","0",,,"Public Domain U.S. Government","Patents/Patent Trial and Appeal Board (PTAB) (formerly Board of Patent Appeals and Interferences (BPAI))","https://developer.uspto.gov/api-catalog/ptab-api-v2",,"true","US Patent and Trademark Office, Department of Commerce","1997/2020","PTAB E2E Team","PTABE2E@uspto.gov","Public Domain U.S. Government","2019-09-25T00:00:00.000","https://developer.uspto.gov/ptab-web","public","006:51","006:070","https://developer.uspto.gov/ptab-api/swagger-ui.html","R/P1D","ODP-PTAB-API","https://developer.uspto.gov/api-catalog",,,"uspto patent trial appeal board ptab bpai decisions proceedings documents api"
"Patenting Activity Breakout By Geographic Origin (State and Country)","This tab-delimited file, stc2015_5yr.txt, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of geographic regions from which utility patents (i.e., patents for invention) originated during the indicated 5 year time period and a corresponding count of patents for each of the years of the period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. This file generally contains the contents of the PTMT report, Patenting In Technology Classes Breakout By Geographic Origin (State and Country), CLASS ALL, ALL CLASSES, available on the USPTO Web Site at: https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","published","public","approved","community","href","technology,team,statistics,patenting by state,patenting by country,patent,monitoring,forecasting,assessment,uspto,taf,ptmt","https://uspto.data.commerce.gov/d/64zi-9a9g",,"2015-03-25T20:42:00.000","2020-01-10T16:48:00.000","uspto.data.commerce.gov","false","160","30",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2011-01-01/2015-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","public","006:51","006:070","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","R/P1Y","PTMT-0002","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"Patenting by Geographic Origin (State and Country) - Breakout By Organization","This tab-delimited file, assignees2015_5yr.txt, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of organizations receiving the most utility patents (i.e., patents for invention) during the indicated 5 year time period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. This file generally contains the contents of the PTMT report, DRILL-DOWN Utility Patent Report, Patenting by Geographic Origin (State and Country) - Breakout By Organization, available on the USPTO Web Site at: https://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","published","public","approved","community","href","technology,team,statistics,patenting by organizations,patenting by companies,patent,monitoring,forecasting,assessment,uspto,taf,ptmt","https://uspto.data.commerce.gov/d/p9kr-ixtz",,"2015-03-25T20:42:00.000","2020-01-10T16:50:00.000","uspto.data.commerce.gov","false","137","27",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2011-01-01/2015-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","public","006:51","006:070","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","R/P1Y","PTMT-0001","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"PatentsView API","Discover people and companies and visualize trends.","published","public","approved","official","href","api,visualization,patent application,patent,uspto","https://uspto.data.commerce.gov/d/uxwr-ptm8",,"2020-01-30T19:33:00.000","2020-01-30T19:51:00.000","uspto.data.commerce.gov","false","7","0",,,"Public Domain U.S. Government","Chief Economist","https://developer.uspto.gov/api-catalog/patentsview",,"true","US Patent and Trademark Office, Department of Commerce","1976/2020","Nicholas Pairelero","IPD@uspto.gov","Public Domain U.S. Government","2017-03-01T00:00:00.000","http://www.patentsview.org/web/","public","006:51","006:070","http://www.patentsview.org/api/doc.html","R/P1W","ODP-OCE-PV-API","https://developer.uspto.gov/api-catalog",,"address","uspto patent application visualization api"
"Pftaps19760106 Wk01","Patent Full Text/Automated Patent System (APS) (Green Book) for one week's worth of data January 6, 1976 (Week 01).","published","public","approved","official","dataset","patent,full,text,aps,green book,uspto","https://uspto.data.commerce.gov/d/qmwi-av63","https://uspto.data.commerce.gov/resource/qmwi-av63.json","2015-03-18T18:35:00.000","2020-01-10T16:47:00.000","uspto.data.commerce.gov","false","2473","185","747899","2","Public Domain U.S. Government","Patents","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/pftaps19760106_wk01.zip",,"true","US Patent and Trademark Office, Department of Commerce","1/6/1976","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1976-01-06T00:00:00.000",,"public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/PatentFullTextAPSDoc_GreenBook.pdf","R/P1W",,"https://bulkdata.uspto.gov/#pats",,,"Patent Full Text APS Green Book"
"Pftaps19760113 Wk02","Patent Full Text/Automated Patent System (APS) (Green Book) for one week's worth of data January 13, 1976 (Week 02).","published","public","approved","official","dataset","patent,full,text,aps,green book,uspto","https://uspto.data.commerce.gov/d/ez72-ck53","https://uspto.data.commerce.gov/resource/ez72-ck53.json","2015-03-18T18:55:00.000","2020-01-10T16:46:00.000","uspto.data.commerce.gov","false","2085","130","689068","2","Public Domain U.S. Government","Patents","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/pftaps19760113_wk02.zip",,"true","US Patent and Trademark Office, Department of Commerce","1/13/1976","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1976-01-13T00:00:00.000",,"public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/grant/redbook/fulltext/1976/PatentFullTextAPSDoc_GreenBook.pdf","R/P1W",,"https://bulkdata.uspto.gov/#pats",,,"Patent Full Text APS Green Book"
"Precedential Opinions, Informative Opinions, and Final Decisions of the Patent Trial and Appeal Board (PTAB)","Offers display/download of Patent Trial and Appeal Board (PTAB) (formerly the Board of Patent Appeals and Interferences (BPAI)) Precedential Opinions (PDF); offers display/download of PTAB Informative Opinions (PDF sorted most recent and alphabetically); and also offers search, display, and download of PTAB Final Decisions.","published","public","approved","community","href","legal status,uspto,precedential opinions,patent trial and appeal board,ptab,informative opinions,final decisions,board of patent appeals and interferences,bpai","https://uspto.data.commerce.gov/d/y7eb-j5de",,"2015-03-25T20:42:00.000","2018-12-19T14:55:00.000","uspto.data.commerce.gov","false","115","37",,,"Public Domain U.S. Government","Patents/Patent Trial and Appeal Board (PTAB) (formerly Board of Patent Appeals and Interferences (BPAI))",,,"true","US Patent and Trademark Office, Department of Commerce","1997-01-01/2019","Joseph Wolf","PTAB@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1997-07-01T00:00:00.000","https://www.uspto.gov/patents-application-process/patent-trial-and-appeal-board-0","public","006:51","006:070","https://www.uspto.gov/patents-application-process/patent-trial-and-appeal-board-0","R/P1D","PTAB-BPAI-0001",,,,
