"release_number","event_id","facility_id","site_name","address","city","zip","state","county","status","release_date","closure_date","no_further_action_type","contact","phone","email","latitude","longitude","latitude_longitude","release_source","release_cause","reimbursement_total","release_record_link"
"REL-003301","198","6600","Cedar Village Mobile Home Park","1611 Cedar Ave","Canon City","81212","CO","Fremont","Closed","4/9/1993","5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.42093","-105.208754","38.42093, -105.208754",,,,"https://socgov18.force.com/s/release/a183h000003KW7D"
"REL-001028","199","10584","Amoco Oil Co","3333 N Elizabeth St","Pueblo","81008","CO","Pueblo","Closed","7/3/1988","5/24/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.304506","-104.615746","38.304506, -104.615746",,,,"https://socgov18.force.com/s/release/a183h000003KVWY"
"REL-011097","200","13027","Star Oil Co Bulk Plant","350 W D St","Pueblo","81002","CO","Pueblo","Closed","1/12/1994","10/26/1999","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","38.266153","-104.617242","38.266153, -104.617242",,,,"https://socgov18.force.com/s/release/a183h000003KY8x"
"REL-006058","201","6262","Alta  Convenience #6129","1500 N Main St","Longmont","80501","CO","Boulder","Closed","1/18/1990","6/29/2004","Tier I","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","40.185132","-105.102229","40.185132, -105.102229",,,,"https://socgov18.force.com/s/release/a183h000003KWpg"
"REL-008369","202","4213","UCH-MHS","1400 E Boulder St","Colorado Springs","80909","CO","El Paso","Closed",,,"Administrative","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","38.839385","-104.799426","38.839385, -104.799426",,,,"https://socgov18.force.com/s/release/a183h000003KXQx"
"REL-010417","203","2498","Loaf N Jug #828","561 Big Thompson Ave","Estes Park","80517","CO","Larimer","Closed","4/5/1993","1/3/2012","Tier II","Dawn Anderson","303-318-4357","cdle_ops_public_record_center@state.co.us","40.379701","-105.514366","40.379701, -105.514366",,,,"https://socgov18.force.com/s/release/a183h000003KXxz"
"REL-008712","205","1415","City of Westminster - Municipal Service Center","6545 W 88th Ave","Westminster","80031","CO","Jefferson","Closed","9/23/1994","11/17/1995","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.856836","-105.069572","39.856836, -105.069572",,,,"https://socgov18.force.com/s/release/a183h000003KXWU"
"REL-006261","206","5317","Best West Tire","3287 S Academy Blvd","Colorado Springs","80916","CO","El Paso","Closed",,"2/8/1994","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.784912","-104.757311","38.784912, -104.757311",,,,"https://socgov18.force.com/s/release/a183h000003KWsx"
"REL-005806","207","6258","Fountain Valley School","6155 Fountain Valley School Rd","Colorado Springs","80911","CO","El Paso","Closed","10/15/1990","11/24/2004","Tier I","Dawn Anderson","303-318-4357","cdle_ops_public_record_center@state.co.us","38.743189","-104.711107","38.743189, -104.711107","Tank",,,"https://socgov18.force.com/s/release/a183h000003KWlc"
"REL-009906","208","5554","Rifle Correctional Center","0200 CR 219","Rifle","81650","CO","Garfield","Closed","3/28/1996","6/8/2000","Tier I","Mahesh Albuquerque","303-318-4357","cdle_ops_public_record_center@state.co.us","39.653581","-107.778844","39.653581, -107.778844",,,,"https://socgov18.force.com/s/release/a183h000003KXpk"
"REL-012065","209","11879","U-save Auto Rental","2803 E Fountain Blvd","Colorado Springs","80910","CO","El Paso","Closed","12/18/1989","4/3/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.817249","-104.779817","38.817249, -104.779817",,,,"https://socgov18.force.com/s/release/a183h000003KYOZ"
"REL-008713","210","1415","City of Westminster - Municipal Service Center","6545 W 88th Ave","Westminster","80031","CO","Jefferson","Implementing CAP","1/23/1991",,,"Kyle Campbell","303-318-4357","cdle_ops_public_record_center@state.co.us","39.856836","-105.069572","39.856836, -105.069572","Line - connections",,,"https://socgov18.force.com/s/release/a183h000003KXWV"
"REL-005256","211","8846","CCOD Fire Station #17","4500 Tennyson St","Denver","80212","CO","Denver","Closed",,"9/25/1992","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.778599","-105.043629","39.778599, -105.043629",,,,"https://socgov18.force.com/s/release/a183h000003KWck"
"REL-005113","212","3307","My Goods Market #6513","507 W Garden Of The Gods Rd","Colorado Springs","80907","CO","El Paso","Closed","1/16/1992","6/2/1999","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","38.896294","-104.832351","38.896294, -104.832351",,,,"https://socgov18.force.com/s/release/a183h000003KWaR"
"REL-002453","213","3361","Convenience Plus #22","128 2nd St","La Salle","80645","CO","Weld","Closed",,"12/26/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","40.35111","-104.703","40.35111, -104.703",,,,"https://socgov18.force.com/s/release/a183h000003KVtX"
"REL-002383","214","12030","Denver Post","650 15th St","Denver","80202","CO","Denver","Closed","2/27/1991","10/1/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.743536","-104.993413","39.743536, -104.993413",,,,"https://socgov18.force.com/s/release/a183h000003KVsP"
"REL-007377","215","8288","Kmart #9048","1115 W Main St","Sterling","80751","CO","Logan","Closed","1/5/1990","12/8/1995","Pre-RBCA","Richard Young","303-318-4357","cdle_ops_public_record_center@state.co.us","40.623794","-103.229543","40.623794, -103.229543",,,,"https://socgov18.force.com/s/release/a183h000003KXAx"
"REL-007333","216","9087","Kistler Graphics Inc","4000 Dahlia St","Denver","80216","CO","Denver","Closed",,"2/15/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.772805","-104.930814","39.772805, -104.930814",,,,"https://socgov18.force.com/s/release/a183h000003KXAF"
"REL-010715","217","12294","Sherwin Williams Paint Store","874 North Ave","Grand Junction","81501","CO","Mesa","Closed","11/17/1992","8/5/1996","Pre-RBCA","Donna Stoner","303-318-4357","cdle_ops_public_record_center@state.co.us","39.077681","-108.557776","39.077681, -108.557776",,,,"https://socgov18.force.com/s/release/a183h000003KY2n"
"REL-008196","218","12563","Makris Property","15970 S Old Golden Rd","Golden","80401","CO","Jefferson","Closed","12/20/1991","6/28/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.728776","-105.129299","39.728776, -105.129299",,,,"https://socgov18.force.com/s/release/a183h000003KXOA"
"REL-011882","219","4650","Tract C-A","13188 CR 24","Rifle","81650","CO","Garfield","Closed","9/6/1989","7/21/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.923329","-108.483467","39.923329, -108.483467",,,,"https://socgov18.force.com/s/release/a183h000003KYLc"
"REL-003478","220","12812","CDOT Boyero","Hwy 40 MP 419","Boyero","80806","CO","Lincoln","Closed","8/4/1993","9/1/2000","Pre-RBCA","Jane Bral","303-318-8510","jane.bral@state.co.us","38.937074","-103.207467","38.937074, -103.207467",,,,"https://socgov18.force.com/s/release/a183h000003KWA4"
"REL-008932","221","10034","Nucon Construction Corp","5490 W 13th Ave","Lakewood","80214","CO","Jefferson","Closed","2/22/1990","9/8/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.73618","-105.056858","39.73618, -105.056858",,,,"https://socgov18.force.com/s/release/a183h000003KXa2"
"REL-011870","222","13950","Parking Lot for Palmer Lake Town Hall","28 Valley Crescent St","Palmer Lake","80133","CO","El Paso","Closed","8/29/1990","7/15/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.120048","-104.916635","39.120048, -104.916635",,,,"https://socgov18.force.com/s/release/a183h000003KYLQ"
"REL-008714","223","8449","Boulder Service Center","5050 Pearl St","Boulder","80301","CO","Boulder","Closed","6/16/1993","8/26/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.025224","-105.235441","40.025224, -105.235441",,,,"https://socgov18.force.com/s/release/a183h000003KXWW"
"REL-010296","224","13184","Sam's Knob Tank Farm Sast 06-08","Snowmass Mountain Tank Area","Aspen","81612","CO","Pitkin","Closed","2/14/1994","8/29/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KXw2"
"REL-010955","225","11174","South Broadway Texaco","274 S Broadway","Cortez","81321","CO","Montezuma","Closed","10/11/1991","12/9/1992","Pre-RBCA","Julia Fraser","303-318-8504","julia.fraser@state.co.us","37.345717","-108.594798","37.345717, -108.594798",,,,"https://socgov18.force.com/s/release/a183h000003KY6f"
"REL-006435","226","8651","Greiner Engineering Sciences","4309 Elati St","Denver","80216","CO","Denver","Closed","7/19/1993","5/5/2005","Tier I","Tim Kelley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.775854","-104.993941","39.775854, -104.993941",,,,"https://socgov18.force.com/s/release/a183h000003KWvl"
"REL-006797","227","11126","Fort Carson Army Base - 704th SPT","Bldg 8300","Fort Carson","80913","CO","El Paso","Closed","5/24/1993","11/24/1999","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","38.739729","-104.790999","38.739729, -104.790999",,,,"https://socgov18.force.com/s/release/a183h000003KX1b"
"REL-004818","228","3041","Acorn Petroleum Inc","403 W 7th St","Walsenburg","81089","CO","Huerfano","Closed","5/24/1996","1/6/2005","Tier I","Tim Kelley","303-318-4357","cdle_ops_public_record_center@state.co.us","37.620738","-104.785504","37.620738, -104.785504",,,,"https://socgov18.force.com/s/release/a183h000003KWVg"
"REL-012460","229","14050","21st Century Equipment Inc","18793 Hwy 6","Sterling","80751","CO","Logan","Closed",,"9/5/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.597597","-103.226331","40.597597, -103.226331",,,,"https://socgov18.force.com/s/release/a183h000003KYUw"
"REL-001196","231","10307","My Goods Market #6504","4981 E 64th Ave","Commerce City","80022","CO","Adams","Closed","8/5/1989","7/24/1996","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.813201","-104.929885","39.813201, -104.929885",,,,"https://socgov18.force.com/s/release/a183h000003KVZG"
"REL-004464","233","4649","AT&T Wild Horse Rs","4 Mi S On Cr","Wild Horse","80862","CO","Cheyenne","Closed","3/9/1994","5/10/1995","Pre-RBCA","Lauri Lundie","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWPy"
"REL-000902","234","7497","CDOT Bayfield","650 US Hwy 160","Bayfield","81122","CO","La Plata","Closed","1/13/1992","3/10/1992","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","37.228563","-107.614986","37.228563, -107.614986",,,,"https://socgov18.force.com/s/release/a183h000003KVUW"
"REL-012139","235","13744","United Concourse A & B Hydrant System","Stapleton Int'l Airport Quebec St","Denver","80207","CO","Denver","Closed",,,"Administrative","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KYPl"
"REL-010765","236","11877","Silco Gas","850 Hwy 74 In El Rancho","Golden","80401","CO","Jefferson","Closed","7/25/1990","8/21/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.69884","-105.333","39.69884, -105.333",,,,"https://socgov18.force.com/s/release/a183h000003KY3b"
"REL-007839","237","2210","Konvenience Korner #211","1720 Constitution Rd","Pueblo","81001","CO","Pueblo","Closed","9/12/1996","4/10/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","38.287577","-104.574171","38.287577, -104.574171",,,,"https://socgov18.force.com/s/release/a183h000003KXIP"
"REL-001021","238","12166","Chevron USA  Inc #70258","300 E 6th Ave","Denver","80203","CO","Denver","Closed","5/3/1991","2/25/1993","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.725378","-104.983139","39.725378, -104.983139",,,,"https://socgov18.force.com/s/release/a183h000003KVWR"
"REL-004892","239","6808","Gasamat #102","11985 N Washington St","Northglenn","80233","CO","Adams","Closed","11/2/1989","8/30/2017","Tier IV","Orren Doss","303-318-4357","cdle_ops_public_record_center@state.co.us","39.913637","-104.978179","39.913637, -104.978179","Tank",,,"https://socgov18.force.com/s/release/a183h000003KWWs"
"REL-011405","240","10030","Tamarron Resort","40292 US-550","Durango","81301","CO","La Plata","Closed","1/21/1992","5/10/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","37.509784","-107.815854","37.509784, -107.815854",,,,"https://socgov18.force.com/s/release/a183h000003KYDv"
"REL-003734","241","3042","Browns Trading Post Inc","44414 Poudre Canyon","Bellvue","80512","CO","Larimer","Closed","12/15/1993","2/9/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.676652","-105.781557","40.676652, -105.781557",,,,"https://socgov18.force.com/s/release/a183h000003KWEC"
"REL-003979","242","5752","Broadway Amc/jeep Inc","5600 S Broadway","Littleton","80121","CO","Arapahoe","Closed","4/17/1990","4/25/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.613882","-104.986949","39.613882, -104.986949",,,,"https://socgov18.force.com/s/release/a183h000003KWI9"
"REL-003401","243","1526","CDOT Mead","533 4th St","Mead","80542","CO","Weld","Closed","2/4/1991","10/15/2009","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","40.276362","-105.058212","40.276362, -105.058212","Unknown",,,"https://socgov18.force.com/s/release/a183h000003KW8p"
"REL-007365","244","8314","Kmart #4347","2829 W 10th St","Greeley","80631","CO","Weld","Closed","3/6/1991","4/19/1991","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","40.422941","-104.72636","40.422941, -104.72636",,,,"https://socgov18.force.com/s/release/a183h000003KXAl"
"REL-001656","245","973","Equity Oil Co","6388 Co Rd 26","Rifle","81650","CO","Garfield","Closed",,"12/26/1991","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.840603","-108.395949","39.840603, -108.395949",,,,"https://socgov18.force.com/s/release/a183h000003KVgg"
"REL-009543","246","2601","Project 7 Water Authority","69128 US-50","Montrose","81401","CO","Montrose","Closed",,"10/15/1992","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us","38.487797","-107.800265","38.487797, -107.800265",,,,"https://socgov18.force.com/s/release/a183h000003KXjt"
"REL-011036","247","8163","SPO LOC","Stapleton Airport","Aurora","80010","CO","Adams","Closed",,,"Administrative","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.760654","-104.891996","39.760654, -104.891996",,,,"https://socgov18.force.com/s/release/a183h000003KY7y"
"REL-011785","248","9811","Diamond Shamrock 4129","1343 Main St","Longmont","80501","CO","Boulder","Closed","3/4/1992","2/24/2009","Tier I","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","40.182827","-105.102849","40.182827, -105.102849","Overfill - spill bucket",,,"https://socgov18.force.com/s/release/a183h000003KYK3"
"REL-006020","249","4046","Total #2627","741 N College","Fort Collins","80521","CO","Larimer","Closed","2/20/1990","9/13/2004","Tier I","Bobby Sonnier","303-318-4357","cdle_ops_public_record_center@state.co.us","40.596227","-105.076772","40.596227, -105.076772",,,,"https://socgov18.force.com/s/release/a183h000003KWp4"
"REL-006665","250","10953","High Country Market","10000 Hwy 131","Toponas","80479","CO","Routt","Closed",,"9/12/1996","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","40.061492","-106.811198","40.061492, -106.811198",,,,"https://socgov18.force.com/s/release/a183h000003KWzT"
"REL-000434","251","13126","ABC Rail Corp","2300 S Freeway","Pueblo","81004","CO","Pueblo","Closed",,"3/3/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","38.289428","-104.606472","38.289428, -104.606472",,,,"https://socgov18.force.com/s/release/a183h000003KVMy"
"REL-007156","252","13321","Junction Station","517 N First St","Grand Junction","81501","CO","Mesa","Closed",,"9/20/1995","Pre-RBCA","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us","39.0717","-108.571344","39.0717, -108.571344",,,,"https://socgov18.force.com/s/release/a183h000003KX7O"
"REL-004902","253","6607","Food & Gas Mart","7590 Pecos St","Denver","80221","CO","Adams","Closed","8/16/1990","6/13/2016","Tier III","Vinny Secondo","303-318-4357","cdle_ops_public_record_center@state.co.us","39.834339","-105.005661","39.834339, -105.005661","Tank",,,"https://socgov18.force.com/s/release/a183h000003KWX2"
"REL-003543","254","12057","Casa Loma Apartment Building","3850 Alcott St","Denver","80211","CO","Denver","Closed","4/8/1991","11/2/1999","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.76986","-105.017095","39.76986, -105.017095",,,,"https://socgov18.force.com/s/release/a183h000003KWB7"
"REL-012542","255","8161","Vidmar Motor Co","600 N Albany St","Pueblo","81003","CO","Pueblo","Closed","4/21/1993","6/1/2000","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.272989","-104.605018","38.272989, -104.605018",,,,"https://socgov18.force.com/s/release/a183h000003KYWG"
"REL-000904","256","12188","CDOT Colorado Springs","Colorado Springs","Colorado Springs","80907","CO","El Paso","Closed","10/7/1992","8/30/1995","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KVUY"
"REL-003740","257","13755","Brown Property","446 Oak Ridge Rd","Snowmass Village","81615","CO","Pitkin","Closed",,"12/10/1996","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.227101","-106.932056","39.227101, -106.932056",,,,"https://socgov18.force.com/s/release/a183h000003KWEI"
"REL-003713","258","7362","CDOT Fairplay","1185 CR 16","Fairplay","80440","CO","Park","Closed",,"5/28/1997","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.221088","-105.863003","39.221088, -105.863003",,,,"https://socgov18.force.com/s/release/a183h000003KWDr"
"REL-002943","259","4690","Henderson Mill","19302 Grand CR 3","Parshall","80468","CO","Grand","Closed","6/30/1992","2/16/2000","Pre-RBCA","John Axelson","303-318-4357","cdle_ops_public_record_center@state.co.us","39.856637","-106.081635","39.856637, -106.081635",,,,"https://socgov18.force.com/s/release/a183h000003KW1R"
"REL-006550","260","12318","Hardy's Crossroads Travel Plaza","27080 Hwy 287","Springfield","81073","CO","Baca","Closed","12/18/1992","12/23/1992","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","37.384559","-102.615453","37.384559, -102.615453",,,,"https://socgov18.force.com/s/release/a183h000003KWxc"
"REL-003276","261","12590","CDOW Two Buttes Wildlife Area","Two Buttes Wildlife Area","Two Buttes","81084","CO","Baca","Closed","12/17/1991","1/9/1992","Pre-RBCA","Lauri Lundie","303-318-4357","cdle_ops_public_record_center@state.co.us","37.645623","-102.570689","37.645623, -102.570689",,,,"https://socgov18.force.com/s/release/a183h000003KW6o"
"REL-002871","262","1778","Thornton Parks Department","8651 Colorado Blvd","Thornton","80229","CO","Adams","Closed","5/12/1992","11/10/1992","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.853363","-104.941164","39.853363, -104.941164",,,,"https://socgov18.force.com/s/release/a183h000003KW0H"
"REL-000452","263","11145","ADCO General Corp","1080 Kalamath St","Denver","80204","CO","Denver","Closed","10/8/1993","6/26/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.733423","-104.999748","39.733423, -104.999748",,,,"https://socgov18.force.com/s/release/a183h000003KVNG"
"REL-006850","264","5798","Idarado Mine","12 Mi S On Hwy 550","Ouray","81427","CO","Ouray","Closed",,"6/6/1996","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KX2S"
"REL-008368","265","2858","Memorial Gardens Cemetery","3825 Airport Rd","Colorado Springs","80910","CO","El Paso","Closed","4/13/1992","6/11/1992","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us","38.824171","-104.754381","38.824171, -104.754381",,,,"https://socgov18.force.com/s/release/a183h000003KXQw"
"REL-011439","266","8488","Ted & Bob Service","4000 W 32nd Ave","Denver","80212","CO","Denver","Closed","9/12/1995","12/15/2000","Tier I","Tim Kelley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.76198","-105.039621","39.76198, -105.039621",,,,"https://socgov18.force.com/s/release/a183h000003KYET"
"REL-005030","267","13945","Adam II Construction","1475 Pierce","Lakewood","80226","CO","Jefferson","Closed","5/11/1990","1/1/1876","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.73962","-105.072647","39.73962, -105.072647",,,,"https://socgov18.force.com/s/release/a183h000003KWZ6"
"REL-012890","268","12937","Wheat Ridge City Municipal Building","7500 W 29th Ave","Wheat Ridge","80034","CO","Jefferson","Closed","7/28/1994","3/13/1995","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.757139","-105.08052","39.757139, -105.08052",,,,"https://socgov18.force.com/s/release/a183h000003KYbs"
"REL-004465","269","4689","AT&T Wolf Creek Pass RS","155 Mi SW Of South Fork","South Fork","81154","CO","Rio Grande","Closed","10/27/1992","7/6/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","0","0","0, 0",,,,"https://socgov18.force.com/s/release/a183h000003KWPz"
"REL-000275","270","9329","7-Eleven #26289","2500 E 88th Ave","Thornton","80229","CO","Adams","Closed","6/13/1996","6/27/1997","Pre-RBCA","Marilyn Hajicek","303-318-4357","cdle_ops_public_record_center@state.co.us","39.855783","-104.956197","39.855783, -104.956197",,,,"https://socgov18.force.com/s/release/a183h000003KVKP"
"REL-004078","271","9126","Browning-Ferris Industries","50633 Hwy 6 & 24","Glenwood Springs","81601","CO","Garfield","Closed",,"8/15/1996","Pre-RBCA","Doug Pratto","303-318-4357","cdle_ops_public_record_center@state.co.us","39.56205","-107.37","39.56205, -107.37",,,,"https://socgov18.force.com/s/release/a183h000003KWJk"
"REL-012352","272","13516","US West Monument Central Office","1446 W Hwy 105","Monument","80132","CO","El Paso","Closed",,"1/4/1996","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.093223","-104.855759","39.093223, -104.855759",,,,"https://socgov18.force.com/s/release/a183h000003KYTC"
"REL-012033","273","10090","Tynan Volkswagon","700 S Havana St","Aurora","80012","CO","Arapahoe","Closed","7/20/1992","7/22/1997","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.703315","-104.865283","39.703315, -104.865283",,,,"https://socgov18.force.com/s/release/a183h000003KYO3"
"REL-009893","274","12055","Ridge Village Shopping Center","3817 Sheridan Blvd","Wheat Ridge","80033","CO","Jefferson","Closed","9/10/1992","10/7/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.770325","-105.053724","39.770325, -105.053724",,,,"https://socgov18.force.com/s/release/a183h000003KXpX"
"REL-003643","275","12957","Burnside Property","2903 S Wyandot St","Englewood","80110","CO","Arapahoe","Closed","11/10/1993","11/10/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.663649","-105.014807","39.663649, -105.014807",,,,"https://socgov18.force.com/s/release/a183h000003KWCj"
"REL-008106","276","1882","Lowry Air Force Base","8496 E Academy Pkwy","Denver","80230","CO","Denver","Closed","2/26/1992","5/9/2000","Pre-RBCA","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.719067","-104.896966","39.719067, -104.896966",,,,"https://socgov18.force.com/s/release/a183h000003KXMi"
"REL-003256","277","10414","Amoco SS","1298 E 104th Ave","Thornton","80229","CO","Adams","Closed","4/6/1990","3/17/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.884704","-104.970826","39.884704, -104.970826",,,,"https://socgov18.force.com/s/release/a183h000003KW6U"
"REL-002616","278","13967","Colorado State University","Strol Farm","Fort Collins","80523","CO","Larimer","Closed",,,"Administrative","Unknown","303-318-4357","cdle_ops_public_record_center@state.co.us","40.654613","-104.999503","40.654613, -104.999503",,,,"https://socgov18.force.com/s/release/a183h000003KVwA"
"REL-000659","279","13285","Battle Mountain Trading Post","1031 Main St","Minturn","81645","CO","Eagle","Closed","12/19/1994","4/17/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.5781","-106.417855","39.5781, -106.417855",,,,"https://socgov18.force.com/s/release/a183h000003KVQb"
"REL-012762","280","12441","Western Auto Recycling","6100 Federal Blvd","Denver","80221","CO","Adams","Closed","1/11/1996","11/17/1998","Pre-RBCA","M Arndt","303-318-4357","cdle_ops_public_record_center@state.co.us","39.806887","-105.024423","39.806887, -105.024423",,,,"https://socgov18.force.com/s/release/a183h000003KYZo"
"REL-009405","281","7971","Pink Willson Co","2121 1st Ave","Greeley","80632","CO","Weld","Closed","3/16/1990","3/24/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.403306","-104.678799","40.403306, -104.678799",,,,"https://socgov18.force.com/s/release/a183h000003KXhf"
"REL-006185","282","11828","Glenarm Assoc","515 W Colfax Ave","Denver","80204","CO","Denver","Closed",,"11/30/1990","Pre-RBCA","Sue Summers","303-318-4357","cdle_ops_public_record_center@state.co.us","39.74014","-104.995211","39.74014, -104.995211",,,,"https://socgov18.force.com/s/release/a183h000003KWrj"
"REL-013100","283","7148","Smoky Hill Pump Station","16801 E Smoky Hill Rd","Aurora","80015","CO","Arapahoe","Closed","6/28/1996","6/27/1997","Pre-RBCA","Marilyn Hajicek","303-318-4357","cdle_ops_public_record_center@state.co.us","39.626861","-104.793181","39.626861, -104.793181",,,,"https://socgov18.force.com/s/release/a183h000003KYfG"
"REL-008021","284","4289","Loveland Country Store","5518 Hwy 34 E","Loveland","80537","CO","Larimer","Closed","2/11/1991","4/12/2000","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","40.406689","-104.997205","40.406689, -104.997205",,,,"https://socgov18.force.com/s/release/a183h000003KXLL"
"REL-012913","285","8052","Wholesale Specialties","2950 Blake St","Denver","80205","CO","Denver","Closed",,"8/4/1998","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.762968","-104.982597","39.762968, -104.982597",,,,"https://socgov18.force.com/s/release/a183h000003KYcF"
"REL-000816","286","12354","Burlington Northern Railroad","225 8th Ave","Greeley","80631","CO","Weld","Closed","9/24/1991","4/23/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.43139","-104.69139","40.43139, -104.69139",,,,"https://socgov18.force.com/s/release/a183h000003KVT8"
