Receipt,Permit,Current Status,DIV,WD,County,Designated Basin,Management District,PM,Township,Range,Section,Q10,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Location Accuracy,Parcel Name,Permit Issued,First Beneficial Use,Permit Expires,Well Constructed,Pump Installed,Well Plugged,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,More Information,Location,Counties
0336954A,,Application Withdrawn,5,51,GRAND,,,S,3.0 N,76.0 W,12,,NE,NE,155,E,115,N,428184.5,4454937.1,Spotted from section lines,SHOREWOOD,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0336954A,"(40.241806, -105.844313)",1450
3626441 ,66933-F,Permit Issued,5,51,GRAND,,,S,1.0 S,76.0 W,9,,NW,NE,2612,E,117,N,423379.9,4425910,Spotted from section lines,FAIRWAYS AT POLE CREEK,03/17/2008,,03/17/2010,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3626441,"(39.97989, -105.897354)",1450
0078644 ,89267-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,24,,NE,NE,382,E,120,N,428864.6,4422696.2,Spotted from section lines,ICEBOX ESTATES,03/31/1977,,03/31/1979,07/11/1977,12/16/1986,,,90,50,90,8,https://dwr.state.co.us/Tools/WellPermits/0078644,"(39.951415, -105.832771)",1450
0519618 ,254887-,Well Constructed,5,51,GRAND,,,S,3.0 N,77.0 W,34,,NE,NE,720,E,120,N,415112.7,4448758.4,Spotted from section lines,SHADOW MOUNTAIN RANCH,01/23/2004,,01/23/2006,10/13/2004,11/06/2004,,,350,160,330,10,https://dwr.state.co.us/Tools/WellPermits/0519618,"(40.184922, -105.997159)",1450
0475363B,233356-,Permit Expired,5,51,GRAND,,,S,2.0 N,76.0 W,10,,NW,NE,2780,W,120,N,424032.5,4445387.2,Spotted from section lines,SCANLOCH,05/15/2001,,05/15/2003,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0475363B,"(40.155409, -105.892005)",1450
3646508 ,283873-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,28,,SW,SW,1249,W,121,S,421894.6,4439087,Spotted from section lines,GREAT DIVIDE HEAD LETTUCE COLONY,08/30/2010,,08/30/2012,08/30/2011,11/15/2011,,,100,65,100,12,https://dwr.state.co.us/Tools/WellPermits/3646508,"(40.09846, -105.916331)",1450
0344461 ,152646--A,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,SW,SW,150,W,125,S,426579.5,4451805.6,Spotted from section lines,PERRY L MILLER TRACTS,11/04/1992,,,11/20/1992,,,,130,40,130,,https://dwr.state.co.us/Tools/WellPermits/0344461,"(40.213461, -105.862822)",1450
0452614 ,222113-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,24,,SE,SE,460,E,125,S,427942.9,4450148,Spotted from section lines,MOUNTAIN SHADOWS ESTATES,11/26/1999,,11/26/2001,,,,,0,,,,https://dwr.state.co.us/Tools/WellPermits/0452614,"(40.198644, -105.846621)",1450
0279681,149287-,Permit Canceled,5,51,GRAND,,,S,1.0 N,75.0 W,31,,SE,SE,990,E,125,S,429585.6,4428035,Spotted from section lines,RANCH CREEK ESTATES,09/03/1987,,09/03/1989,06/30/1988,,,,90,40,90,,https://dwr.state.co.us/Tools/WellPermits/0279681,"(39.999574, -105.824909)",1450
0227050 ,126168-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,SW,SW,50,W,125,S,426549.1,4451806.6,Spotted from section lines,PERRY L MILLER TRACTS,06/25/1982,,,06/07/1983,,,,230,40,230,,https://dwr.state.co.us/Tools/WellPermits/0227050,"(40.213468, -105.863187)",1450
0292018,152646-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,SW,SW,150,W,125,S,426579.5,4451805.6,Spotted from section lines,PERRY L MILLER TRACTS,10/07/1988,,,05/05/1989,,,,90,25,90,,https://dwr.state.co.us/Tools/WellPermits/0292018,"(40.213461, -105.862822)",1450
0383082,188264-,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,5,,SW,SW,1050,W,125,S,430909.3,4425984.7,Spotted from section lines,SUNSET RIDGE (FILING: 2),07/10/1995,,07/10/1997,10/06/1995,05/16/1997,,,250,130,250,2.5,https://dwr.state.co.us/Tools/WellPermits/0383082,"(39.981215, -105.809194)",1450
9502643 ,270716-,Well Constructed,5,51,GRAND,,,S,4.0 N,76.0 W,36,,SW,SW,300,W,125,S,426747.4,4456648,Spotted from section lines,WINDING RIVER VILLA,09/15/2006,,09/15/2008,09/26/2007,11/29/2007,,,119,,,7,https://dwr.state.co.us/Tools/WellPermits/9502643,"(40.257095, -105.861413)",1450
0453600 ,222655-,Permit Expired,5,51,GRAND,,,S,4.0 N,76.0 W,36,,SW,SW,300,W,125,S,426747.4,4456648,Spotted from section lines,WINDING RIVER VILLA,12/27/1999,,12/27/2001,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0453600,"(40.257095, -105.861413)",1450
9502110 ,62129-F,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,16,,SW,SE,2140,E,125,S,433118.8,4422748.9,Spotted from section lines,RANCH CREEK RANCH,01/04/2005,,01/04/2006,08/26/2005,10/13/2005,,,200,100,180,10,https://dwr.state.co.us/Tools/WellPermits/9502110,"(39.952239, -105.78298)",1450
3608583 ,270996-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,24,,SE,SE,460,E,125,S,427942.9,4450148,Spotted from section lines,MOUNTAIN SHADOWS ESTATES,09/26/2006,,09/26/2008,11/02/2006,11/02/2007,,,900,400,880,7,https://dwr.state.co.us/Tools/WellPermits/3608583,"(40.198644, -105.846621)",1450
0280183B,149473-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,12,,SE,SE,150,E,125,S,428131.6,4453388.4,Spotted from section lines,HIGHLAND ESTATES,09/21/1988,,,06/08/1990,07/24/1995,,,165,80,165,12,https://dwr.state.co.us/Tools/WellPermits/0280183B,"(40.227847, -105.844763)",1450
0256954,140589-,Permit Expired,5,51,GRAND,,,S,1.0 N,75.0 W,31,,SE,SE,990,E,125,S,429585.6,4428035,Spotted from section lines,,07/31/1985,,07/31/1987,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0256954,"(39.999574, -105.824909)",1450
9501979 ,258559-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,27,,SW,SE,1470,E,126,S,424305.5,4439006.4,Spotted from section lines,LEGACY PARK RANCH,08/05/2004,,08/05/2006,09/14/2004,03/04/2006,,,351,211,351,12.5,https://dwr.state.co.us/Tools/WellPermits/9501979,"(40.097951, -105.888051)",1450
10019434,87007-F,Permit Issued,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NW,NE,2590,E,130,N,427385.7,4453332,Spotted from section lines,OSPREY,05/20/2022,,05/20/2023,,,,8414.86,,,,,https://dwr.state.co.us/Tools/WellPermits/10019434,"(40.227279, -105.853524)",1450
9502433B,267637-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,NW,NW,3,W,130,N,423527.8,4429641.4,Spotted from section lines,RIDGE DEL SOL & ESPINOZA OUTRIGHT EXEMPTIONS,02/10/2006,,02/10/2008,07/21/2006,,,,940,870,940,,https://dwr.state.co.us/Tools/WellPermits/9502433B,"(40.013515, -105.89606)",1450
0282957 ,39268--A,Well Constructed,5,51,GRAND,,,S,4.0 N,76.0 W,36,,SW,SW,645,W,130,S,426852.6,4456647.1,Spotted from section lines,WINDING RIVER VILLA,12/21/1987,,,12/14/1987,,,,77,70,77,,https://dwr.state.co.us/Tools/WellPermits/0282957,"(40.257095, -105.860166)",1450
0434740 ,213021-,Permit Expired,5,51,GRAND,,,S,1.0 N,76.0 W,34,,NW,NW,3,W,130,N,423527.8,4429641.4,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 1),10/05/1998,,10/05/2000,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0434740,"(40.013515, -105.89606)",1450
3634910 ,67771-F,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,25,,SW,SE,2439,E,130,S,427297,4448575.6,Spotted from section lines,MOUNTAIN SHADOWS ESTATES,12/10/2008,,,11/19/1999,10/17/2001,,,390,,,15,https://dwr.state.co.us/Tools/WellPermits/3634910,"(40.184426, -105.854032)",1450
0450450 ,221080-,Permit Canceled,5,51,GRAND,,,S,3.0 N,76.0 W,25,,SW,SE,2439,E,130,S,427297,4448575.6,Spotted from section lines,MOUNTAIN SHADOWS ESTATES,10/06/1999,,10/06/2001,11/19/1999,10/17/2001,,,390,290,390,15,https://dwr.state.co.us/Tools/WellPermits/0450450,"(40.184426, -105.854032)",1450
9502421 ,,Application Withdrawn,5,51,GRAND,,,S,2.0 N,77.0 W,23,,NW,NW,1200,W,130,N,415570.3,4442271.6,Spotted from section lines,INVERNESS - GRAND COUNTY,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9502421,"(40.126541, -105.990942)",1450
9502938 ,13227--A,Well Constructed,5,51,GRAND,,,S,1.0 S,79.0 W,12,,SW,SW,138,W,131,S,398573.8,4424737,Spotted from section lines,,11/02/2007,,11/02/2009,11/06/2007,11/20/2007,,,93,33,93,15,https://dwr.state.co.us/Tools/WellPermits/9502938,"(39.966711, -106.187638)",1450
9502534N,269421-,Permit Expired,5,51,GRAND,,,S,2.0 N,76.0 W,22,,SW,SE,2330,E,132,S,424030.9,4440648.4,Spotted from section lines,LEGACY PARK RANCH,06/16/2006,,06/16/2008,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9502534N,"(40.112718, -105.891458)",1450
9503219H,280206-,Permit Extended,5,51,GRAND,,,S,2.0 N,76.0 W,27,,SE,SW,2376,W,135,S,423846.4,4439028.6,Spotted from section lines,LEGACY PARK RANCH,03/24/2009,,03/24/2022,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9503219H,"(40.098116, -105.893438)",1450
0455644L,225186-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SW,1515,W,135,S,420410.2,4437528.8,Spotted from section lines,,04/21/2000,,04/21/2002,06/03/1999,,,,14,,,,https://dwr.state.co.us/Tools/WellPermits/0455644L,"(40.084286, -105.933559)",1450
9502534D,269411-,Permit Expired,5,51,GRAND,,,S,2.0 N,76.0 W,27,,SE,SW,2376,W,135,S,423846.4,4439028.6,Spotted from section lines,LEGACY PARK RANCH,06/16/2006,,06/16/2008,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9502534D,"(40.098116, -105.893438)",1450
3664660 ,294211-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NW,NE,1885,E,136,N,427600.4,4453324,Spotted from section lines,CAIRNS SHADOW MOUNTAIN,05/02/2014,,05/02/2016,07/08/2014,07/18/2014,,,150,70,150,7,https://dwr.state.co.us/Tools/WellPermits/3664660,"(40.227225, -105.851008)",1450
0405945 ,61033--A,Well Abandoned,5,51,GRAND,,,S,3.0 N,76.0 W,19,,SW,SW,420,W,140,S,418705.4,4450470.7,Spotted from section lines,TRAIL CREEK ESTATES (FILING: 1),10/15/1996,,10/15/1998,11/22/1996,,10/07/1998,,401,301,401,,https://dwr.state.co.us/Tools/WellPermits/0405945,"(40.200709, -105.955187)",1450
0452711 ,61033--A,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,19,,SW,SW,420,W,140,S,418705.4,4450470.7,Spotted from section lines,TRAIL CREEK ESTATES (FILING: 1),11/01/1999,,11/01/2001,08/28/2000,,,,435,360,435,,https://dwr.state.co.us/Tools/WellPermits/0452711,"(40.200709, -105.955187)",1450
0367949,178184-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,20,,SE,SE,875,E,140,S,421356.3,4450371.9,Spotted from section lines,OLD JOSLIN RANCH,05/24/1994,,05/24/1996,07/11/1994,,,,305,200,305,,https://dwr.state.co.us/Tools/WellPermits/0367949,"(40.20007, -105.924031)",1450
0485850 ,,Application Withdrawn,5,51,GRAND,,,S,3.0 N,76.0 W,26,,NW,NW,300,W,140,N,424989,4450152.2,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0485850,"(40.198421, -105.881324)",1450
0401693 ,196676-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SE,SE,470,E,140,S,424754.2,4428165.8,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 4),07/17/1996,,07/17/1998,07/15/1996,09/16/1996,,,300,200,300,8,https://dwr.state.co.us/Tools/WellPermits/0401693,"(40.000337, -105.881525)",1450
0367949,178184-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,20,,SE,SE,875,E,140,S,421356.3,4450371.9,Spotted from section lines,OLD JOSLIN RANCH,05/24/1994,,05/24/1996,07/11/1994,,,,305,200,305,,https://dwr.state.co.us/Tools/WellPermits/0367949,"(40.20007, -105.924031)",1450
0404719,64185--A,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SE,SW,1600,W,145,S,423780.5,4428147.5,Spotted from section lines,GRAND COUNTRY ESTATES,09/19/1996,,09/19/1998,09/25/1997,,,,171,110,171,,https://dwr.state.co.us/Tools/WellPermits/0404719,"(40.000079, -105.89292)",1450
9115552 ,64185-,Well Abandoned,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SE,SW,1600,W,145,S,423780.5,4428147.5,Spotted from section lines,GRAND COUNTRY ESTATES,09/11/1972,10/10/1973,,10/10/1973,,10/10/1997,,130,90,130,,https://dwr.state.co.us/Tools/WellPermits/9115552,"(40.000079, -105.89292)",1450
0531589X,6-GX,NA,5,51,GRAND,,,S,3.0 N,76.0 W,15,,SW,SE,2195,E,149,S,424262.8,4451877.1,Spotted from section lines,,11/02/2004,,11/02/2005,09/20/2005,,,,102,,,,https://dwr.state.co.us/Tools/WellPermits/0531589X,"(40.213895, -105.890056)",1450
0013162 ,8131-AD,Application Denied,5,51,GRAND,,,S,3.0 N,76.0 W,33,,NE,NE,75,E,150,N,423179.5,4448604.9,Spotted from section lines,STILLWATER ESTATES,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0013162,"(40.184321, -105.902403)",1450
9115003 ,19886-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NE,NW,1635,W,150,N,427065.2,4453335,Spotted from section lines,PINE BEACH,05/22/1964,06/20/1964,,06/20/1964,,,,80,,,,https://dwr.state.co.us/Tools/WellPermits/9115003,"(40.227278, -105.857297)",1450
9115896,83063-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,24,,NE,NW,2078,W,150,N,428010.4,4422685.5,Spotted from section lines,SKY VIEW ACRES,,06/26/1976,,06/26/1976,,,,183,,,,https://dwr.state.co.us/Tools/WellPermits/9115896,"(39.951243, -105.842778)",1450
9503267 ,281034-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,23,,NE,NE,1000,E,150,N,426227.3,4451728.6,Spotted from section lines,SHADOW MOUNTAIN ESTATES,06/25/2009,,06/25/2011,07/16/2009,08/14/2009,,,301,181,301,7,https://dwr.state.co.us/Tools/WellPermits/9503267,"(40.212737, -105.866961)",1450
0103207 ,110311-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,33,,NE,NE,75,E,150,N,423179.5,4448604.9,Spotted from section lines,STILLWATER ESTATES,09/18/1979,,09/18/1981,11/20/1980,,,,380,,,,https://dwr.state.co.us/Tools/WellPermits/0103207,"(40.184321, -105.902403)",1450
0255766,140135-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,33,,SE,SW,2370,W,150,S,422401.5,4428172,Spotted from section lines,ALPINE ACRES,06/27/1985,,,07/15/1985,,,,130,70,130,,https://dwr.state.co.us/Tools/WellPermits/0255766,"(40.000178, -105.909088)",1450
0290764,152119-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,10,,NW,NE,1695,E,150,N,424267.1,4445365,Spotted from section lines,SCANLOCH,08/23/1988,,,08/30/1988,,,,120,80,120,,https://dwr.state.co.us/Tools/WellPermits/0290764,"(40.155232, -105.889243)",1450
0013163 ,8130-AD,Application Denied,5,51,GRAND,,,S,3.0 N,76.0 W,33,,NE,NE,75,E,150,N,423179.5,4448604.9,Spotted from section lines,STILLWATER ESTATES,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0013163,"(40.184321, -105.902403)",1450
9115736 ,73113-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,14,,SE,SE,150,E,150,S,426488.3,4451815.5,Spotted from section lines,PERRY L MILLER TRACTS,01/21/1974,08/03/1975,01/21/1976,04/09/1974,07/31/1975,,,155,95,155,5,https://dwr.state.co.us/Tools/WellPermits/9115736,"(40.213543, -105.863905)",1450
0389968,190165-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,900,W,150,S,423564,4428144.6,Spotted from section lines,GRAND COUNTRY ESTATES,09/27/1995,,09/27/1997,10/05/1995,,,,220,100,220,,https://dwr.state.co.us/Tools/WellPermits/0389968,"(40.000041, -105.895462)",1450
0415728B,204380-,Well Constructed,5,51,GRAND,,,S,2.0 S,75.0 W,14,,NW,NE,2200,E,150,N,436056.5,4414945.4,Spotted from section lines,,08/06/1997,,08/06/1999,07/29/1997,,,,100,50,100,,https://dwr.state.co.us/Tools/WellPermits/0415728B,"(39.882159, -105.747823)",1450
0020226H,41986-F,Permit Expired,5,51,GRAND,,,S,2.0 S,75.0 W,23,,NW,NW,600,W,150,N,435307.4,4413324.6,Spotted from section lines,,01/14/1993,,01/14/1995,09/25/1974,,,,63,41,63,,https://dwr.state.co.us/Tools/WellPermits/0020226H,"(39.867507, -105.756433)",1450
0400040,195766-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,4,,NE,NE,775,E,150,N,423937.8,4428045.3,Spotted from section lines,GRAND COUNTRY VILLAGE,06/14/1996,,06/14/1998,07/06/1996,08/14/1996,,,150,60,150,11,https://dwr.state.co.us/Tools/WellPermits/0400040,"(39.999174, -105.891069)",1450
10009507,320916-,Permit Issued,5,51,GRAND,,,S,3.0 N,77.0 W,34,,SW,SE,800,E,150,S,414734.9,4447402.5,Spotted from quarters,SHY MOOSE SUBDIVISION EXEMPTION,03/10/2021,,03/10/2023,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/10009507,"(40.172673, -106.00142)",1450
0109084,109220-,Permit Expired,5,51,GRAND,,,S,1.0 S,75.0 W,21,,NW,NE,1750,E,150,N,433238.2,4422665.3,Spotted from section lines,FROSTY ACRES,08/02/1979,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0109084,"(39.951492, -105.781579)",1450
9115636 ,68281-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,3,,NE,NE,1050,E,150,N,425454.9,4428020.1,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 4),04/09/1973,06/03/1976,,06/01/1973,,,,90,76,90,,https://dwr.state.co.us/Tools/WellPermits/9115636,"(39.999084, -105.873297)",1450
0365592,43405-F,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,14,,NE,NE,600,E,150,N,426384.4,4453362.1,Spotted from section lines,,04/15/1994,,04/15/1995,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0365592,"(40.227461, -105.865304)",1450
0216927 ,120849-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,26,,SE,SE,75,E,150,S,426426.6,4448606.3,Spotted from section lines,LAKE FOREST FIRST ADDITION,07/15/1981,,,07/31/1981,,,,100,80,100,,https://dwr.state.co.us/Tools/WellPermits/0216927,"(40.184621, -105.864254)",1450
3634122 ,279074-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,14,,SE,SE,925,E,150,S,426252.1,4451819.6,Spotted from section lines,SHADOW MOUNTAIN ESTATES,10/28/2008,,10/28/2010,12/07/2008,05/20/2009,,,160,120,160,10,https://dwr.state.co.us/Tools/WellPermits/3634122,"(40.213559, -105.866678)",1450
0017608D,38967-F,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,12,,SW,SW,920,W,150,S,426615.5,4443760.5,Spotted from section lines,SUNNYSHORE PARK,05/24/1992,11/01/1992,,06/10/1992,07/21/1992,,,305,200,305,12,https://dwr.state.co.us/Tools/WellPermits/0017608D,"(40.140991, -105.861482)",1450
0318585D,12247-AD,Application Denied,5,51,GRAND,,,S,2.0 N,76.0 W,12,,SW,SW,920,W,150,S,426615.5,4443760.5,Spotted from section lines,SUNNYSHORE PARK,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0318585D,"(40.140991, -105.861482)",1450
9502223 ,264437-,Well Constructed,5,51,GRAND,,,S,1.0 N,75.0 W,31,,SE,SE,1200,E,150,S,429521.3,4428043.6,Spotted from section lines,RANCH CREEK ESTATES OUTRIGHT & SUB EXEMPTION,07/14/2005,,07/14/2007,08/07/2005,01/17/2006,,,750,335,750,2,https://dwr.state.co.us/Tools/WellPermits/9502223,"(39.999649, -105.825672)",1450
0458685B,224848--A,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,5,,NE,NW,1592,W,150,N,422006.6,4437397.7,Spotted from section lines,,04/10/2000,,04/10/2002,04/11/2000,,,,177,97,177,,https://dwr.state.co.us/Tools/WellPermits/0458685B,"(40.083255, -105.914814)",1450
0362357,174795-,Permit Expired,5,51,GRAND,,,S,1.0 S,76.0 W,4,,NE,NE,1150,E,150,N,423823.5,4428046.3,Spotted from section lines,GRAND COUNTRY VILLAGE,11/23/1993,,11/23/1996,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0362357,"(39.999173, -105.892405)",1450
3641280 ,279074--A,Permit Issued,5,51,GRAND,,,S,3.0 N,76.0 W,14,,SE,SE,905,E,150,S,426258.2,4451819.5,Spotted from section lines,SHADOW MOUNTAIN ESTATES,06/25/2009,,06/25/2011,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3641280,"(40.213559, -105.866608)",1450
0103209 ,110312-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,33,,NE,NE,75,E,150,N,423179.5,4448604.9,Spotted from section lines,STILLWATER ESTATES,09/18/1979,,09/18/1981,10/27/1981,,,,190,130,190,,https://dwr.state.co.us/Tools/WellPermits/0103209,"(40.184321, -105.902403)",1450
0400401A,46631-F,Permit Expired,5,51,GRAND,,,S,1.0 S,75.0 W,16,,SE,SW,1800,W,150,S,432720.6,4422755.7,Spotted from section lines,RESERVE AT ELKHORN RIDGE,05/31/1996,,05/31/1997,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0400401A,"(39.952271, -105.78764)",1450
0391241 ,191025-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,10,,NW,NE,2270,E,150,N,425080.6,4425896.1,Spotted from section lines,GROSVENOR EXEMPTION,11/01/1995,,11/01/1997,10/23/1996,11/12/1996,,,200,120,200,6.8,https://dwr.state.co.us/Tools/WellPermits/0391241,"(39.979916, -105.877433)",1450
0377476,119317--A,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,600,W,150,S,423471.1,4428142.7,Spotted from section lines,GRAND COUNTRY ESTATES,12/20/1994,,12/20/1996,01/12/1995,07/03/1997,,,635,335,635,6.6,https://dwr.state.co.us/Tools/WellPermits/0377476,"(40.000014, -105.896551)",1450
0422127B,49255-F,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,8,,SE,SW,1500,W,150,S,431050.1,4424376.5,Spotted from section lines,SUNSET RIDGE ESTATES EXEMPTION,11/25/1997,08/15/1998,11/25/1998,09/13/1996,07/06/1998,,,275,125,265,11,https://dwr.state.co.us/Tools/WellPermits/0422127B,"(39.96674, -105.807372)",1450
9115483 ,59520-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NW,NE,2350,E,150,N,427458.6,4453323.8,Spotted from section lines,PINE BEACH,05/02/1972,05/04/1972,,05/04/1972,,,,30,20,30,,https://dwr.state.co.us/Tools/WellPermits/9115483,"(40.227213, -105.852665)",1450
0110711,110657-,Permit Issued,5,51,GRAND,,,S,3.0 N,76.0 W,27,,NW,NE,1570,E,150,N,424419.4,4450172.4,Spotted from section lines,LAKERIDGE MOUNTAIN VALLEY,10/01/1979,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0110711,"(40.19855, -105.888023)",1450
0103209 ,110312-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,33,,NE,NE,75,E,150,N,423179.5,4448604.9,Spotted from section lines,STILLWATER ESTATES,09/18/1979,,09/18/1981,10/27/1981,,,,190,130,190,,https://dwr.state.co.us/Tools/WellPermits/0103209,"(40.184321, -105.902403)",1450
0109083,109221-,Permit Expired,5,51,GRAND,,,S,1.0 S,75.0 W,21,,NW,NE,1850,E,150,N,433207.8,4422665.2,Spotted from section lines,FROSTY ACRES,08/02/1979,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0109083,"(39.951489, -105.78193)",1450
0339878D,12853-AD,Application Denied,5,51,GRAND,,,S,2.0 S,75.0 W,23,,NW,NW,600,W,150,N,435307.4,4413324.6,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0339878D,"(39.867507, -105.756433)",1450
0422127B,49255-F,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,8,,SE,SW,1500,W,150,S,431050.1,4424376.5,Spotted from section lines,SUNSET RIDGE ESTATES EXEMPTION,11/25/1997,08/15/1998,11/25/1998,09/13/1996,07/06/1998,,,275,125,265,11,https://dwr.state.co.us/Tools/WellPermits/0422127B,"(39.96674, -105.807372)",1450
0290764,152119-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,10,,NW,NE,1695,E,150,N,424267.1,4445365,Spotted from section lines,SCANLOCH,08/23/1988,,,08/30/1988,,,,120,80,120,,https://dwr.state.co.us/Tools/WellPermits/0290764,"(40.155232, -105.889243)",1450
9115003 ,19886-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NE,NW,1635,W,150,N,427065.2,4453335,Spotted from section lines,PINE BEACH,05/22/1964,06/20/1964,,06/20/1964,,,,80,,,,https://dwr.state.co.us/Tools/WellPermits/9115003,"(40.227278, -105.857297)",1450
9115483 ,59520-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NW,NE,2350,E,150,N,427458.6,4453323.8,Spotted from section lines,PINE BEACH,05/02/1972,05/04/1972,,05/04/1972,,,,30,20,30,,https://dwr.state.co.us/Tools/WellPermits/9115483,"(40.227213, -105.852665)",1450
3611427A,271872-,Permit Expired,5,51,GRAND,,,S,1.0 N,76.0 W,26,,SW,SW,1490,W,150,S,425590.9,4429719.8,Spotted from section lines,GRAND ENCLAVE II,12/11/2006,,12/11/2008,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3611427A,"(40.014411, -105.871899)",1450
0359313,174215-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,4,,NE,NE,900,E,150,N,423899.7,4428045.6,Spotted from section lines,GRAND COUNTRY VILLAGE,11/01/1993,,11/01/1995,12/17/1993,06/11/1996,,,150,90,150,11,https://dwr.state.co.us/Tools/WellPermits/0359313,"(39.999179, -105.891515)",1450
0417121A,204136-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,19,,SW,SW,150,W,150,S,418623.2,4450476.9,Spotted from section lines,TRAIL CREEK FOREST EXEMPTION,07/25/1997,,07/25/2000,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0417121A,"(40.200755, -105.956151)",1450
