"provider_id","provider_name","provider_service_type","street_address","city","state","zip","county","community","award_date","expiration_date","qris_rating_level","total_licensed_capacity","licensed_home_capacity","licensed_infant_capacity","licensed_toddler_capacity","licensed_preschool_capacity","licensed_school_age_capacity","licensed_preschool_and_school_age_capacity"
"1553096","Eagle Crest Elementary Preschool","Preschool Program","4444 Clover Basin DR","Longmont","CO","80503","Boulder",,,,"1","36",,,,"36",,
"1553098","Northridge Elementary Preschool","Preschool Program","1200 19th AVE","Longmont","CO","80501","Boulder",,,,"1","40",,,,"40",,
"1553223","The Patchwork School","Child Care Center","1428 Main ST","Louisville","CO","80027","Boulder",,,,"1","38",,,,,,"38"
"1555937","BVSD HORIZONS K8 SACC","School-Age Child Care Center","4545 Sioux DR","Boulder","CO","80303","Boulder",,,,"1","50",,,,,"50",
"1558480","Flagstaff Academy","Child Care Center","2040 Miller DR","Longmont","CO","80501","Boulder",,,,"1","47",,,,,,"47"
"1561484","THE BELLA VITA SCHOOL","Child Care Center","641 Terry ST","Longmont","CO","80501","Boulder",,,,"1","15",,,,,,"15"
"1561752","SMILING FACES ACADEMY","Child Care Center","1430 Nelson RD STE A","Longmont","CO","80501","Boulder",,"2020-04-07T00:00:00.000","2023-04-07T00:00:00.000","2","55",,,"10",,,"45"
"1561882","Sanborn Elementary","Child Care Center","2235 Vivian ST","Longmont","CO","80501","Boulder",,,,"1","40",,,,"40",,
"1561885","Hygiene Elementary Preschool","Preschool Program","11968 N 75th ST","Longmont","CO","80503","Boulder",,,,"1","32",,,,,,"32"
"1562619","St. Vrain Community Montessori","Child Care Center","1055 Delaware AVE","Longmont","CO","80501","Boulder",,"2020-07-06T00:00:00.000","2023-07-06T00:00:00.000","2","60",,,,,,"60"
"1564094","Jackie Steele","Experienced Family Child Care Home","169 Kolar CT","Erie","CO","80516","Boulder",,,,"1","8","8",,,,,
"1564112","Bloom Montessori","Child Care Center","327 Terry ST","Longmont","CO","80501","Boulder",,,,"1","24",,,,,,"24"
"1564223","City Of Lafayette, Bob L. Burger Rec Center","School-Age Child Care Center","111 W Baseline RD","Lafayette","CO","80026","Boulder",,,,"1","83",,,,,"83",
"1565382","Jefferson Street Preschool","Child Care Center","733 Jefferson AVE","Louisville","CO","80027","Boulder",,,,"1","15",,,,"15",,
"1587172","SHELLY WRIGHT","Large Family Child Care Home","1627 Goshawk DR","Longmont","CO","80504","Boulder",,,,"1","12",,,,,,"12"
"1593032","Junior Jets Child Development Center","Child Care Center","2175 17th AVE","Longmont","CO","80501","Boulder",,"2019-05-01T00:00:00.000","2024-05-01T00:00:00.000","4","95",,"10","24",,,"61"
"1593857","Alpine Elementary Preschool Academy","Child Care Center","2005 Alpine ST","Longmont","CO","80504","Boulder",,,,"1","32",,,,"32",,
"1595220","Amber Lahti","Family Child Care Home","740 Morgan DR","Boulder","CO","80303","Boulder",,,,"1","6","6",,,,,
"1595286","WOMENS WILDERNESS INSTITUTE","School-Age Child Care Center","1850 Table Mesa Dr","Boulder","CO","80305","Boulder",,,,"NA","30",,,,,"30",
"1595515","Forest Park Montessori School","Child Care Center","2687 N Park DR","Lafayette","CO","80026","Boulder",,,,"1","30",,,,,,"30"
"1595921","Alexander Dawson School, LLC","School-Age Child Care Center","10455 Dawson DR","Lafayette","CO","80026","Boulder",,,,"NA","350",,,,,"350",
"1597827","Lori Trujillo","Family Child Care Home","2129 Madison WAY","Erie","CO","80516","Boulder",,,,"1","6","6",,,,,
"1600807","H&H Childhood Education DBA The Goddard School","Child Care Center","1095 Olympia AVE","Longmont","CO","80504","Boulder",,"2019-09-11T00:00:00.000","2022-09-11T00:00:00.000","2","141",,"10","36",,,"95"
"1601065","Louisville Montessori School, Inc","Child Care Center","461 Tyler AVE","Louisville","CO","80027","Boulder",,,,"1","90",,,,,,"90"
"1601704","Merrybeth Wilson","Large Family Child Care Home","2128 Sante Fe DR","Longmont","CO","80504","Boulder",,,,"1","8",,,,,,"8"
"1604741","Fall River Elementary / Discovery Den","Child Care Center","1400 Deerwood DR","Longmont","CO","80504","Boulder",,,,"1","61",,,,,,"61"
"1605416","ROCKY MOUNTAIN PATHWAYS RANCH","Resident Camp","15747 Highway 7","Allenspark","CO","80510","Boulder",,,,"1","150",,,,,,
"1607164","DREAM MAKERS","Child Care Center","1345 28TH ST","Boulder","CO","80302","Boulder",,,,"1","15",,,,,,"15"
"1607814","The Patchwork School","Child Care Center","1436 Main ST","Louisville","CO","80027","Boulder",,,,"1","23",,,"10",,,"13"
"1608931","Red Hawk Elementary Preschool; SVVSD","Preschool Program","1500 Telleen AVE","Erie","CO","80516","Boulder",,,,"1","40",,,,"40",,
"1609173","Adventure Montessori Learning","Child Care Center","250 S Cherrywood DR","Lafayette","CO","80026","Boulder",,"2018-05-24T00:00:00.000","2021-05-24T00:00:00.000","2","164",,"20","32",,,"112"
"1609190","BVSD Monarch K-8 Preschool","Preschool Program","263 Campus DR","Louisville","CO","80027","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"1610117","Soaring Hawks SACC at Red Hawk Elementary Sch","School-Age Child Care Center","1500 Telleen AVE","Erie","CO","80516","Boulder",,,,"1","80",,,,,"80",
"1610869","Mountain View Elementary-Mighty Mustangs","School-Age Child Care Center","1415 Fourteenth AVE","Longmont","CO","80501","Boulder",,,,"1","50",,,,,"50",
"1613520","Boulder Bilingual Childcare, INC.","Child Care Center","2700 29th ST","Boulder","CO","80301","Boulder",,"2021-03-22T00:00:00.000","2024-03-22T00:00:00.000","2","58",,"9","10",,,"39"
"1613607","Happy Hearts Development Center, INC.","Child Care Center","411 Homestead ST","Lafayette","CO","80026","Boulder",,"2022-06-29T00:00:00.000","2023-06-30T00:00:00.000","4","206",,"18","36",,,"152"
"1615634","MEADOWLARK PRESCHOOL","Child Care Center","2650 Table Mesa DR","Boulder","CO","80305","Boulder",,,,"1","30",,,,,,"30"
"1615832","Fabienne Geer","Family Child Care Home","1481 Tobys LN","Boulder","CO","80303","Boulder",,,,"1","6","6",,,,,
"1616507","Rocky Mountain Day Camp","School-Age Child Care Center","2205 Norwood Ave","Boulder","CO","80304","Boulder",,,,"NA","200",,,,,"200",
"1623752","Glacier View Ranch","Resident Camp","8748 Overland RD","Ward","CO","80481","Boulder",,,,"1","162",,,,,,
"1623759","BVSD Douglass Elementary Preschool","Preschool Program","840 75th ST","Boulder","CO","80303","Boulder",,"2020-12-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"1625274","Back to Basics Child Care Center","Child Care Center","647 17th AVE","Longmont","CO","80501","Boulder",,"2020-11-30T00:00:00.000","2023-11-30T00:00:00.000","3","62",,"8","24","30",,
"1625552","KIERA SCHULER","Large Family Child Care Home","503 E Baseline Rd","Lafayette","CO","80026","Boulder",,,,"1","12","12",,,,,
"1625594","Julie Cutler","Family Child Care Home","1237 Long's Peak AVE","Longmont","CO","80501","Boulder",,,,"1","6","6",,,,,
"1625659","SUNRISE EARLY LEARNING CENTER","Child Care Center","4215 Grinnell AVE","Boulder","CO","80305","Boulder",,,,"1","22",,,,,,"22"
"1629891","BIXBY SCHOOL SCHOOL-AGE CHILD CARE","School-Age Child Care Center","4760 Table Mesa DR","Boulder","CO","80305","Boulder",,,,"1","75",,,,,"75",
"1635231","Nancy Schuler","Large Family Child Care Home","1177 Princeton DR","Longmont","CO","80503","Boulder",,,,"1","12",,,,,,"12"
"1636234","Central Wraparound and Preschool Programs","Child Care Center","1020 4th AVE","Longmont","CO","80501","Boulder",,,,"1","66",,,,"66",,
"1638372","BVSD Mapleton Preschool","Child Care Center","840 Mapleton AVE","Boulder","CO","80304","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","121",,,,,,"121"
"1639436","Burlington Elementary School","Child Care Center","1051 S Pratt PKWY","Longmont","CO","80501","Boulder",,"2020-07-01T00:00:00.000","2023-07-01T00:00:00.000","2","82",,,,,,"82"
"1642313","The Hub at Hygiene Elementary","School-Age Child Care Center","11968 N 75th ST","Longmont","CO","80503","Boulder",,,,"1","75",,,,,"75",
"1649254","Thorne Nature Experience Summer Camp","School-Age Child Care Center","950 Lashley ST","Longmont","CO","80504","Boulder",,,,"1","1",,,,,,
"1652965","Boulder Valley Waldorf School","School-Age Child Care Center","6500 W Dry Creek PKWY","Niwot","CO","80503","Boulder",,,,"1","60",,,,,"60",
"1655741","Rachel Baier","Large Family Child Care Home","546 Arbor DR","Lafayette","CO","80026","Boulder",,,,"1","12",,,,,,"12"
"1656151","HEART & HANDS MONTESSORI","Child Care Center","1355 Forest Park CIR UNIT 100","Lafayette","CO","80026","Boulder",,,,"1","30",,"10","20",,,
"1656511","Sunflower Farm","Child Care Center","11150 Prospect RD","Longmont","CO","80504","Boulder",,,,"1","87",,,,"46","41",
"1657017","Mary Pacini","Family Child Care Home","1254 Ptarmigan Dr","Longmont","CO","80504","Boulder",,,,"1","6","6",,,,,
"1657871","LYONS VALLEY PRESCHOOL","Child Care Center","350 Main ST","Lyons","CO","80540","Boulder",,"2019-10-24T00:00:00.000","2022-10-24T00:00:00.000","2","15",,,,"15",,
"1663084","OFF BROADWAY PRESCHOOL OF FINE ARTS","Child Care Center","1235 Pine ST","Boulder","CO","80302","Boulder",,"2020-04-23T00:00:00.000","2023-04-23T00:00:00.000","2","20",,,,"20",,
"1667141","My Second Home","Child Care Center","300 W Baseline RD","Lafayette","CO","80026","Boulder",,,,"1","37",,,,,,"37"
"1667444","WILD PLUM CENTER","Child Care Center","350 11th AVE","Longmont","CO","80501","Boulder",,"2020-12-22T00:00:00.000","2025-08-31T00:00:00.000","4","73",,"8","27","38",,
"1667731","Mountain Kids Louisville","School-Age Child Care Center","474 S Taylor AVE","Louisville","CO","80027","Boulder",,,,"NA","95",,,,,"95",
"1668190","City of Boulder Parks and Recs @ Reservoir","School-Age Child Care Center","5565 N 51st ST","Boulder","CO","80301","Boulder",,,,"1","50",,,,,"50",
"1669816","The Goddard School","Child Care Center","380 Centennial PKWY","Louisville","CO","80027","Boulder",,"2021-01-26T00:00:00.000","2024-01-26T00:00:00.000","2","132",,"10","34",,,"88"
"1671090","Wild Plum Center Powell","Child Care Center","82 21st AVE STE B","Longmont","CO","80501","Boulder",,"2020-11-09T00:00:00.000","2025-08-31T00:00:00.000","4","45",,,,"45",,
"1671710","Here We Grow, LLC","Child Care Center","630 15th AVE STE 105","Longmont","CO","80501","Boulder",,"2018-06-18T00:00:00.000","2021-06-18T00:00:00.000","2","74",,"10","20","44",,
"1672208","Boulder County Head Start","Child Care Center","1135 Cimarron DR","Lafayette","CO","80026","Boulder",,"2021-12-14T00:00:00.000","2025-09-01T00:00:00.000","4","136",,,,"136",,
"1672427","BRIDGET COFFEY","Large Family Child Care Home","1406 Sunset ST","Longmont","CO","80501","Boulder",,,,"1","12","12",,,,,
"1673293","Active Louisville Kids LLC","Child Care Center","1970 Centennial DR","Louisville","CO","80027","Boulder",,"2019-11-30T00:00:00.000","2022-11-30T00:00:00.000","4","75",,"8","24",,,"43"
"1678083","Duncan Park","Resident Camp","2992 James Basin RD","Ward","CO","80481","Boulder",,,,"1","24",,,,,,
"1678154","YMCA","Child Care Center","950 Lashley St","Longmont","CO","80504","Boulder",,"2021-07-30T00:00:00.000","2024-07-31T00:00:00.000","4","115",,,,,,"115"
"1680218","Jump Start ELC and Quality Childcare","Child Care Center","209 S Bowen Street","Longmont","CO","80501","Boulder",,"2021-05-31T00:00:00.000","2024-05-31T00:00:00.000","4","130",,"20","36",,,"74"
"1680902","School Age Program at the Y","School-Age Child Care Center","950 Lashley ST","Longmont","CO","80504","Boulder",,,,"NA","150",,,,,"150",
"1683140","Helen Hong Wang","Three under Two Family Child Care Home","4795 McKinley Dr","Boulder","CO","80303","Boulder",,,,"1","6","6",,,,,
"1683189","CHERRYVALE DAY CAMP","School-Age Child Care Center","6007 Oreg AVE","Boulder","CO","80303","Boulder",,,,"1","150",,,,,,
"1683194","Jay & Rose Phillips ECC @ The Boulder JCC","Child Care Center","6007 Oreg Ave","Boulder","CO","80303","Boulder",,"2020-04-21T00:00:00.000","2023-04-21T00:00:00.000","2","171",,"10","25",,,"136"
"1686128","IRIS CENTER","School-Age Child Care Center","3198 Broadway","Boulder","CO","80304","Boulder",,,,"1","15",,,,,"15",
"1688712","Genevieve Free","Large Family Child Care Home","711 Kimbark St","Lafayette","CO","80026","Boulder",,"2021-12-20T00:00:00.000","2024-12-20T00:00:00.000","2","12","12",,,,,
"1689832","SUNFLOWER PRESCHOOL","Child Care Center","3340 Dartmouth AVE","Boulder","CO","80305","Boulder",,,,"1","30",,,,,,"30"
"1693770","Denise Ehrmann-Sireno","Family Child Care Home","224 Front St","Louisville","CO","80027","Boulder",,,,"1","6","6",,,,,
"1694465","Thorne Nature Experience","School-Age Child Care Center","1405 Centaur Village Dr","Lafayette","CO","80026","Boulder",,,,"1","73",,,,,"73",
"1694743","Thorne Nature Experience Summer Camp Chautauq","School-Age Child Care Center","9th Street & Baseline Chaut Park","Boulder","CO","80302","Boulder",,,,"1","65",,,,,"65",
"1698354","Sunset Academy","Child Care Center","711 S Sunset ST","Longmont","CO","80501","Boulder",,"2021-02-28T00:00:00.000","2024-02-29T00:00:00.000","4","180",,"20","40",,,"120"
"1699406","BVSD Meadowlark School SAC","School-Age Child Care Center","2300 MEADOW SWEET LN","ERIE","CO","80516","Boulder",,,,"1","100",,,,,"100",
"1700681","Impact Sports","School-Age Child Care Center","ONE SUPERIOR DR UNIT B","SUPERIOR","CO","80027","Boulder",,,,"1","100",,,,,"100",
"1701308","BIRD CONSERVANCY OF THE ROCKIES","Resident Camp","1306 BUSINESS HIGHWAY 7","ALLENSPARK","CO","80510","Boulder",,,,"1","18",,,,,,
"1701858","BVSD Meadowlark Preschool","Child Care Center","2300 Meadow Sweet LN","Erie","CO","80516","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","47",,,,"47",,
"1705435","Longs Peak Learning Center","Child Care Center","1444 E 3RD AVE","Longmont","CO","80501","Boulder",,,,"1","33",,"9","24",,,
"1707670","JillMarie LaCroix","Large Family Child Care Home","1108 Pandora CT","Lafayette","CO","80026","Boulder",,"2021-04-20T00:00:00.000","2024-04-20T00:00:00.000","2","12","12",,,,,
"1713350","The Learning Experience","Child Care Center","2314 US Highway 287","Lafayette","CO","80026","Boulder",,"2022-06-30T00:00:00.000","2025-06-30T00:00:00.000","2","167",,"20","36",,,"111"
"1713615","Wild Plum Center- Longs Peak","Child Care Center","851 Meeker Street","Longmont","CO","80504","Boulder",,"2018-08-30T00:00:00.000","2023-08-30T00:00:00.000","4","62",,"8","16","38",,
"1716170","Growing Minds Learning Academy","Child Care Center","6525 Gunpark Drive #340","Boulder","CO","80301","Boulder",,"2017-11-01T00:00:00.000","2022-11-01T00:00:00.000","4","95",,"17","24",,,"54"
"1717051","Foothill Preschool","Preschool Program","110 S Roosevelt Avenue","Lafayette","CO","80026","Boulder",,"2021-11-30T00:00:00.000","2024-11-30T00:00:00.000","5","54",,,,,,"54"
"1718339","BVSD Eldorado PK-8 Preschool","Child Care Center","3351 Indiana St","Superior","CO","80027","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","36",,,,"32",,
"1719081","Autana Montessori School","Child Care Center","1305 Plaza Ct N","Lafayette","CO","80026","Boulder",,,,"1","86",,,"28",,,"58"
"1719717","Jasmine Collins","Infant/Toddler Home","1483 S Seibert Ct","Superior","CO","80027","Boulder",,,,"1","6","6",,,,,
"1721332","Miss Amy's Preschool Inc dba Wildflower","Child Care Center","1370 FOREST PARK CIRCLE","LAFAYETTE","CO","80026","Boulder",,"2021-07-30T00:00:00.000","2024-07-31T00:00:00.000","5","60",,,,,,"60"
"1721702","Twin Peaks Preschool","Child Care Center","340 South Sunset Street","Longmont","CO","80501","Boulder",,"2022-02-08T00:00:00.000","2025-02-08T00:00:00.000","2","40",,,,"40",,
"1721981","Avid4 Adventure","School-Age Child Care Center","999 Violet Ave","Boulder","CA","80304","Boulder",,,,"NA","120",,,,,,
"1721984","Avid4 Adventure","School-Age Child Care Center","1255 Centaur Village Dr","Lafayette","CO","80026","Boulder",,,,"1","95",,,,,,
"1723810","Kenneth John Yingling","Family Child Care Home","1330 Alpine Avenue","Boulder","CO","80304","Boulder",,,,"1","6","6",,,,,
"1724342","Valeria Roselli","Family Child Care Home","180 Yellowfield Way","Erie","CO","80516","Boulder",,,,"1","6","6",,,,,
"1724552","Kristin Bland","Family Child Care Home","460 Elliott Street","Longmont","CO","80504","Boulder",,,,"1","6","6",,,,,
"1724949","Little People's Landing","Child Care Center","215 Century Circle","Louisville","CO","80027","Boulder",,"2020-09-04T00:00:00.000","2023-09-04T00:00:00.000","2","143",,"10","31",,,"102"
"1725143","Growing Gardens","School-Age Child Care Center","1630 Hawthorn Avenue","Boulder","CO","80304","Boulder",,,,"1","45",,,,,"45",
"1725354","Growing Minds Learning Academy","Child Care Center","6545 Gunpark Dr Ste 270","Boulder","CO","80301","Boulder",,,,"1","24",,,,,,"24"
"1725955","St John the Baptist Catholic School","School-Age Child Care Center","350 Emery Street","Longmont","CO","80501","Boulder",,,,"1","30",,,,,"30",
"1729403","Haddy Jallow","Family Child Care Home","920 Sandstone Cir","Erie","CO","80516","Boulder",,,,"1","6","6",,,,,
"1730611","Sara Gosney","Family Child Care Home","1543 EUCLID CIR","LAFAYETTE","CO","80026","Boulder",,,,"1","6","6",,,,,
"1730959","Thorne Nature Experience","Preschool Program","5660 Sioux Drive","Boulder","CO","80303","Boulder",,,,"1","15",,,,"15",,
"1733091","Camp Wojtyla","Resident Camp","2282 CO Rd 87","Jamestown","CO","80455","Boulder",,,,"1","214",,,,,,
"1733469","Juniper Hill Ranch Camp","School-Age Child Care Center","8550 N 39th St","Longmont","CO","80503","Boulder",,,,"1","15",,,,,"15",
"1734462","My Second Home","Child Care Center","1321 Baseline Rd","Lafayette","CO","80026","Boulder",,,,"1","99",,"10","28",,,"61"
"1735219","St. Louis Catholic School Age School","School-Age Child Care Center","925 Grant Avenue","Louisville","CO","80027","Boulder",,,,"1","27",,,,,"27",
"1736329","New Explorers Learning Center","Child Care Center","391 W 1st St.","Nederland","CO","80466","Boulder",,"2021-09-30T00:00:00.000","2024-09-30T00:00:00.000","4","30",,,,,,"30"
"1738575","Little Riders Academy","Preschool Program","One Superior Drive","Superior","CO","80027","Boulder",,,,"1","15",,,,,,"15"
"1738596","Homestar Children's Center","Child Care Center","3280 Dartmouth Avenue","Boulder","CO","80305","Boulder",,"2020-04-20T00:00:00.000","2023-04-20T00:00:00.000","2","45",,"8","10",,,"27"
"1741423","Sarah Terry","Family Child Care Home","1525 Meeker Drive","Longmont","CO","80504","Boulder",,,,"1","6","6",,,,,
"1743928","Thorne Nature Preschool Summer Camp","Preschool Program","3995 Aurora Ave","Boulder","CO","80303","Boulder",,,,"1","14",,,,,,"14"
"1743932","Game On! Sports Camp 4 Girls","School-Age Child Care Center","840 N 75th St","Boulder","CO","80303","Boulder",,,,"NA","65",,,,,,
"1744766","Arapahoe Y Prs Summer Camp","Child Care Center","2800 Dagny Way","Lafayette","CO","80026","Boulder",,,,"1","70",,,,,,"70"
"1744925","Jessica Dismang","Family Child Care Home","2049 Estes Ln #9","Longmont","CO","80501","Boulder",,,,"1","6","6",,,,,
"1746488","Guidepost Montessori at Longmont","Child Care Center","1011 Dry Creek Drive","Longmont","CO","80503","Boulder",,,,"1","126",,"10","34",,,"82"
"1748086","Thorne Nature Preschool Lafayette","Child Care Center","420 Courtney Way","Lafayette","CO","80026","Boulder",,,,"1","23",,,,,,"23"
"1748635","BVSD - Eisenhower Preschool Enrichment","Child Care Center","1220 Eisenhower Drive","Boulder","CO","80303","Boulder",,"2021-11-24T00:00:00.000","2023-01-31T00:00:00.000","4","20",,,,,,"20"
"1748638","BVSD Nederland Elementary School SAC","School-Age Child Care Center","1 Sundown Trail","Nederland","CO","80466","Boulder",,,,"NA","30",,,,,"30",
"1749037","BVSD Columbine Elementary School SAC","School-Age Child Care Center","3130 Repplier Dr","Boulder","CO","80304","Boulder",,,,"NA","56",,,,,"56",
"1749798","BVSD Uni Hill Elementary School SAC","School-Age Child Care Center","956 16th Street","Boulder","CO","80302","Boulder",,,,"NA","90",,,,,,
"1750644","Aimee Miller","Large Family Child Care Home","2115 Mallard Pl","Longmont","CO","80504","Boulder",,,,"1","12","12",,,,,
"1752974","Nadia Colsey","Family Child Care Home","694 Fossil Bed Cir","Erie","CO","80516","Boulder",,,,"1","6","6",,,,,
"1756706","Frances Stuart","Family Child Care Home","813 Nelson Park Dr","Longmont","CO","80503","Boulder",,,,"1","6","6",,,,,
"1757333","Pathways Learning Academy","Child Care Center","1820 15th St","Boulder","CO","80302","Boulder",,,,"1","124",,"16","52",,,"56"
"1758241","JoAnna Alidu","Family Child Care Home","928 La Farge Avenue","Louisville","CO","80027","Boulder",,"2022-08-05T00:00:00.000","2025-08-05T00:00:00.000","2","6","6",,,,,
"1762880","Thorne Experience Summer Camp at Arts HUB","School-Age Child Care Center","420 Courtney Way","Lafayette","CO","80026","Boulder",,,,"NA","20",,,,,"20",
"1763296","YMCA of Northern Colorado @ UCC Longmont","School-Age Child Care Center","1500 9th Ave","Longmont","CO","80501","Boulder",,,,"NA","45",,,,,,
"1764185","Rocky Mountain Day Camp","School-Age Child Care Center","2300 Meadow Sweet Ln","Erie","CO","80516","Boulder",,,,"NA","200",,,,,,
"1767026","Here We Grow","Child Care Center","630 15th Ave Ste 105","Longmont","CO","80501","Boulder",,,,"1","74",,"10","20","44",,
