"bill_number","title","date_signed"
"SB13-120","Navy SEAL Motor Vehicle License Plate","06/05/2013 Governor action - signed"
"SB13-123","Collateral Consequences","05/24/2013 Governor Action - Signed"
"SB13-123","Collateral Consequences","05/25/2013 Governor action - signed"
"SB13-125","Preneed Funeral Contracts","05/24/2013 Governor Action - Signed"
"SB13-125","Preneed Funeral Contracts","05/25/2013 Governor action - signed"
"SB13-126","HOA Condo Apt Electric Vehicle Charging Stations","05/03/2013 Governor Action - Signed"
"SB13-127","Sales Tax Revenue To Older Coloradans Cash Fund","05/28/2013 Governor action - signed"
"SB13-129","Modification Of Audit Requirements","05/24/2013 Governor Action - Signed"
"SB13-129","Modification Of Audit Requirements","05/25/2013 Governor action - signed"
"SB13-133","Distribution Of State Share Of Ltd Gaming Revenues","03/08/2013 Governor Action - Signed"
"SB13-134","Sales Tax Collection Motor Vehicle Sold At Auction","03/29/2013 Governor Action - Signed"
"SB13-137","Improving Medicaid Fraud Detection","05/24/2013 Governor Action - Signed"
"SB13-137","Improving Medicaid Fraud Detection","05/25/2013 Governor action - signed"
"SB13-138","School Resource Officer Programs In Public Schools","05/23/2013 Governor Action - Signed"
"SB13-139","Supplemental On-line Education Services","04/19/2013 Governor Action - Signed"
"SB13-143","Institute Charter School Assistance Fund","03/22/2013 Governor Action - Signed"
"SB13-146","Board Of Assessment Appeals","06/05/2013 Governor Action - Signed"
"SB13-147","Workers' Compensation Liability Statutory Employer","06/05/2013 Governor action - signed"
"SB13-148","Sunset CO Youth Advisory Council","06/05/2013 Governor Action - Signed"
"SB13-149","Sunset Repeal All-payer Health Claims Database Cmt","04/26/2013 Governor Action - Signed"
"SB13-150","Sunset Water & Wastewater Operators Board","06/05/2013 Governor action - signed"
"SB13-151","Sunset Review Massage Therapists","05/24/2013 Governor Action - Signed"
"SB13-151","Sunset Review Massage Therapists","05/25/2013 Governor action - signed"
"SB13-152","Sunset Review Asbestos Abatement","03/29/2013 Governor Action - Signed"
"SB13-153","Sunset Farm-to-school Coordination Task Force","03/22/2013 Governor Action - Signed"
"SB13-154","Sunset Continue Division Of Banking","05/24/2013 Governor Action - Signed"
"SB13-154","Sunset Continue Division Of Banking","05/25/2013 Governor action - signed"
"SB13-155","Sunset Board Of Real Estate Appraisers","06/05/2013 Governor action - signed"
"SB13-156","Sunset Bd Of Mortgage Loan Originators","06/05/2013 Governor Action - Signed"
"SB13-157","Sunset Continue Colorado Work Share Program","04/26/2013 Governor Action - Signed"
"SB13-158","Sunset Cost-benefit Analysis Of State Rules","05/24/2013 Governor Action - Signed"
"SB13-158","Sunset Cost-benefit Analysis Of State Rules","05/25/2013 Governor action - signed"
"SB13-159","Sunset Division Of Financial Services 2024","05/11/2013 Governor Action - Signed"
"SB13-160","Sunset Review Dental Advisory Committee","03/22/2013 Governor Action - Signed"
"SB13-161","Sunset Licensing Architects Engineers Surveyors","05/28/2013 Governor action - signed"
"SB13-162","Sunset Examining Board Of Plumbers","05/24/2013 Governor Action - Signed"
"SB13-162","Sunset Examining Board Of Plumbers","05/25/2013 Governor action - signed"
"SB13-163","Sunset Review Newborn Infants Hearing Advisory Cmt","03/29/2013 Governor Action - Signed"
"SB13-166","Extend Deadlines Medical Clean Claims Standards","05/24/2013 Governor Action - Signed"
"SB13-166","Extend Deadlines Medical Clean Claims Standards","05/25/2013 Governor action - signed"
"SB13-167","Individuals With Intellectual Disabilities","06/05/2013 Governor action - signed"
"SB13-169","Reintroduce Black-footed Ferret Landowner Consent","06/05/2013 Governor Action - Signed"
"SB13-170","Motor Vehicle License Plate Auction Group","05/23/2013 Governor Action - Signed"
"SB13-171","Sunset Continue Licensing Of Money Transmitters","06/05/2013 Governor Action - Signed"
"SB13-172","Sunset Continue Acupuncture Regulation","06/05/2013 Governor action - signed"
"SB13-173","Sunset Review Division Of Gaming","06/05/2013 Governor Action - Signed"
"SB13-174","Sunset Continue Food Systems Advisory Council","05/28/2013 Governor action - signed"
"SB13-175","Wildlife Habitat Stamp Programs Continuation","05/18/2013 Governor Action - Signed"
"SB13-176","Auth State To Invest In Israeli Gen Oblig Debt","05/05/2013 Governor Action - Signed"
"SB13-177","Reduce Juvenile Detention Bed Cap","03/29/2013 Governor Action - Signed"
"SB13-178","Red Rocks Physician Assistant Graduate Program","05/17/2013 Governor Action - Signed"
"SB13-178","Red Rocks Physician Assistant Graduate Program","05/18/2013 Governor action - signed"
"SB13-179","Simulcast Greyhound Races","05/11/2013 Governor Action - Signed"
"SB13-180","Sunset Review Occupational Therapy Practice Act","06/05/2013 Governor action - signed"
"SB13-181","Water Conservation Bd Construction Fund Projects","05/13/2013 Governor action - signed"
"SB13-182","Resale Time Shares Deceptive Trade Practices","05/03/2013 Governor Action - Signed"
"SB13-183","Water Conservation Common Interest Communities","05/10/2013 Governor action - signed"
"SB13-184","Discrimination In Public Accommodation Crime","04/19/2013 Governor Action - Signed"
"SB13-186","Updating Requirements New Building Technologies","05/03/2013 Governor Action - Signed"
"SB13-187","FY 2013-14 Legislative Appropriation","03/22/2013 Governor Action - Signed"
"SB13-188","Landowner Preference Wildlife Hunting License","05/18/2013 Governor action - signed"
"SB13-189","Motor Carrier Fines Suspension Outreach","06/05/2013 Governor action - signed"
"SB13-190","Implementation Of Fin Report Sys Modernization","04/04/2013 Governor Action - Signed"
"SB13-192","Emer Delay Criminal History Background Checks","04/19/2013 Governor Action - Signed"
"SB13-193","Increasing Parent Engagement In Public Schools","05/28/2013 Governor action - signed"
"SB13-194","Repeal Low-income Telephone Assistance Program","04/01/2013 Governor Action - Signed"
"SB13-195","No On-line Training For Concealed Handgun Permits","05/24/2013 Governor Action - Signed"
"SB13-195","No On-line Training For Concealed Handgun Permits","05/25/2013 Governor action - signed"
"SB13-197","No Firearms For Domestic Violence Offenders","06/05/2013 Governor action - signed"
"SB13-198","Courts And Child Sexually Exploitative Material","05/24/2013 Governor Action - Signed"
"SB13-198","Courts And Child Sexually Exploitative Material","05/25/2013 Governor action - signed"
"SB13-199","Higher Education Revenue Bond Intercept Program","04/26/2013 Governor Action - Signed"
"SB13-200","Expand Medicaid Eligibility","05/13/2013 Governor action - signed"
"SB13-201","Designate Shelter & Rescue Dogs & Cats State Pets","05/13/2013 Governor Action - Signed"
"SB13-202","Additional Inspections At Oil & Gas Facilities","05/24/2013 Governor Action - Signed"
"SB13-202","Additional Inspections At Oil & Gas Facilities","05/25/2013 Governor action - signed"
"SB13-204","Bd Chiropractic Examiners Addition Of Members","05/24/2013 Governor Action - Signed"
"SB13-204","Bd Chiropractic Examiners Addition Of Members","05/25/2013 Governor action - signed"
"SB13-205","Medicaid False Claims Act Comply With Federal Law","05/24/2013 Governor Action - Signed"
"SB13-205","Medicaid False Claims Act Comply With Federal Law","05/25/2013 Governor action - signed"
"SB13-206","Direct Deposit Income Tax Refunds College Savings","05/28/2013 Governor action - signed"
"SB13-207","Auricular Acudetox Mental Health Professionals","06/05/2013 Governor Action - Signed"
"SB13-208","Limitations On Drug Paraphernalia Laws","05/10/2013 Governor action - signed"
"SB13-210","Corrections Officer Staffing Levels","05/24/2013 Governor action - signed"
"SB13-212","Energy District Private Financing Commercial","05/28/2013 Governor action - signed"
"SB13-213","Future School Finance Act","05/21/2013 Governor Action - Signed"
"SB13-214","BEST Program Oversight & Funding","06/05/2013 Governor action - signed"
"SB13-215","Alternative Health Care Consumer Protections","06/05/2013 Governor Action - Signed"
"SB13-216","Corrections Youthful Offender System","05/10/2013 Governor Action - Signed"
"SB13-217","K-12 Accreditation Criteria Alternative Ed Campus","05/28/2013 Governor action - signed"
"SB13-219","Methamphetamine Laboratory Remediation","05/28/2013 Governor Action - Signed"
"SB13-220","Emergency Medical Providers To Report Child Abuse","05/14/2013 Governor action - signed"
"SB13-221","Conservation Easement Tax Credit Cert Application","05/23/2013 Governor action - signed"
"SB13-222","Improve Access Childhood Immunizations","05/28/2013 Governor Action - Signed"
"SB13-223","Sunset Continue Noxious Weed Advisory Committee","05/28/2013 Governor action - signed"
"SB13-224","Protect Our Rivers Motor Vehicle License Plate","05/18/2013 Governor Action - Signed"
"SB13-225","STEMI Heart Attack Stroke Data Hosp Designation","05/24/2013 Governor Action - Signed"
"SB13-225","STEMI Heart Attack Stroke Data Hosp Designation","05/25/2013 Governor action - signed"
"SB13-226","Create Dog Protection Act","05/13/2013 Governor Action - Signed"
"SB13-227","Protect Rape Victim From Contact With Father","05/28/2013 Governor action - signed"
"SB13-228","Deceptive Trade Practices Hearing Aid Dispensers","05/24/2013 Governor Action - Signed"
"SB13-228","Deceptive Trade Practices Hearing Aid Dispensers","05/25/2013 Governor action - signed"
"SB13-229","Criminal Omnibus","05/24/2013 Governor Action - Signed"
"SB13-229","Criminal Omnibus","05/25/2013 Governor action - signed"
"SB13-230","2013-14 Long Appropriations Bill","04/29/2013 Governor Action - Signed"
"SB13-231","Title IV-E Waiver Demonstration Project","05/14/2013 Governor action - signed"
"SB13-232","Continue Tobacco Tax Medicaid Management Transfers","04/29/2013 Governor Action - Signed"
"SB13-233","Transfers To General Fund From Repealed Cash Funds","04/29/2013 Governor Action - Signed"
"SB13-234","State Prepay Moneys To FPPA Old Hire Pension Plans","05/10/2013 Governor action - signed"
"SB13-235","Transfer To The Colorado State Veterans Trust Fund","06/05/2013 Governor action - signed"
"SB13-236","Transfers Of Money Related To Capital Construction","05/10/2013 Governor Action - Signed"
"SB13-237","General Fund Reserve Increase","04/29/2013 Governor Action - Signed"
"SB13-238","Regulation Hearing Aid Providers Sellers","06/05/2013 Governor Action - Signed"
"SB13-240","Voting Reqmnts For FPPA Defined Benefit Plan Mod","05/24/2013 Governor Action - Signed"
"SB13-240","Voting Reqmnts For FPPA Defined Benefit Plan Mod","05/25/2013 Governor action - signed"
"SB13-241","Industrial Hemp Growers Registration DOA","05/28/2013 Governor action - signed"
"SB13-242","Adult Dental Benefit Medicaid","05/11/2013 Governor action - signed"
"SB13-243","Petition Reqmnts Cnty Commissioner Elections","05/24/2013 Governor Action - Signed"
"SB13-243","Petition Reqmnts Cnty Commissioner Elections","05/25/2013 Governor action - signed"
"SB13-244","Substance Abuse Trend And Response Task Force","05/28/2013 Governor action - signed"
"SB13-245","Create The Colorado Firefighting Air Corps","06/05/2013 Governor Action - Signed"
"SB13-246","Criminal Discovery Task Force","05/24/2013 Governor Action - Signed"
"SB13-246","Criminal Discovery Task Force","05/25/2013 Governor action - signed"
"SB13-247","Reciprocal Debt Collection Agreements","05/28/2013 Governor action - signed"
"SB13-248","Out-of-state Subpoenas","05/24/2013 Governor Action - Signed"
"SB13-248","Out-of-state Subpoenas","05/25/2013 Governor action - signed"
"SB13-249","Workers' Compensation IME Reports","05/24/2013 Governor Action - Signed"
"SB13-249","Workers' Compensation IME Reports","05/25/2013 Governor action - signed"
"SB13-250","Drug Sentencing Changes","05/28/2013 Governor action - signed"
"SB13-251","Driver's License & Identification Documentation","06/05/2013 Governor Action - Signed"
"SB13-252","Renewable Energy Standard Retail Wholesale Methane","06/05/2013 Governor action - signed"
"SB13-254","Fleet Vehicle Energy Cost-savings Contracts","06/05/2013 Governor Action - Signed"
"SB13-255","Statutory Changes To Child Fatality Review Teams","05/14/2013 Governor Action - Signed"
"SB13-258","Stages In Dev Permit Approval Process","05/23/2013 Governor action - signed"
"SB13-260","Financing Of Public Schools","05/17/2013 Governor Action - Signed"
"SB13-260","Financing Of Public Schools","05/18/2013 Governor action - signed"
"SB13-261","Oral Health Community Programs","06/05/2013 Governor action - signed"
"SB13-262","Exempt Enrolled Agents From Debt-Mgmt Services","05/28/2013 Governor action - signed"
"SB13-263","Development Of Capitol Complex Master Plan","05/28/2013 Governor Action - Signed"
"SB13-264","Develop Rural Family Medicine Residency Programs","05/24/2013 Governor Action - Signed"
"SB13-265","Motor Vehicle Dealer Franchise Agreements","06/05/2013 Governor action - signed"
"SB13-266","Coordinated Behavioral Health Crisis Response","05/16/2013 Governor Action - Signed"
"SB13-268","Bills Funded With Gifts Grants & Donations","05/28/2013 Governor action - signed"
"SB13-269","Wildfire Risk Reduction Grant Program","05/17/2013 Governor Action - Signed"
"SB13-269","Wildfire Risk Reduction Grant Program","05/18/2013 Governor action - signed"
"SB13-270","Wildfire Preparedness & Emergency Response Funds","05/23/2013 Governor action - signed"
"SB13-271","Funding The Address Confidentiality Program","05/28/2013 Governor Action - Signed"
"SB13-273","Renewable Energy Forest Biomass Incentives","06/05/2013 Governor Action - Signed"
"SB13-276","Disability Investigational And Pilot Support Fund","05/23/2013 Governor Action - Signed"
"SB13-277","Prior Authorization Process Drug Benefits","05/15/2013 Governor Action - Signed"
"SB13-277","Prior Authorization Process Drug Benefits","05/16/2013 Governor action - signed"
"SB13-278","Child Welfare And Drug-endangered Child Definition","05/28/2013 Governor Action - Signed"
"SB13-279","K-12 School Energy Resource Efficiency","06/05/2013 Governor Action - Signed"
"SB13-280","Title Off-highway Vehicles","06/05/2013 Governor action - signed"
"SB13-282","Tiered Electric Rate Medical Exemption","05/28/2013 Governor action - signed"
"SB13-283","Implement Amendment 64 Consensus Recommendations","05/28/2013 Governor Action - Signed"
"SB13-285","Workers' Compensation","05/28/2013 Governor action - signed"
"SB13-286","Renewable Energy Inv Tax Credit Carryover Years","05/28/2013 Governor Action - Signed"
"SB13-288","GA Approval Additional Payment Under CGIA","05/25/2013 Governor Action - Signed"
