"entityid","entityname","principaladdress1","principalcity","principalstate","principalzipcode","principalcountry","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","agentmailingcountry","entityformdate"
"20131226496","HIPPO PRODUCTIONS","1136 S. Montclair Drive","Pueblo West","CO","81007","US",,,,,,,"Good Standing","CO","Limited Liability Company","Tom","P","Urdiales",,,"1136 S. Montclair DR",,"PUEBLO WEST","CO","81007","US","1136 S. Montclair DR","1136 S. Montclair Drive","PUeblo West","CO","81007","US","2013-04-10T00:00:00.000"
"20051219744","Duke Trucking Inc.","90 S 1500 E","Vernal","UT","84078","US","PO Box 1489",,"Vernal","UT","84078","US","Good Standing","UT","Foreign Corporation",,,,,"Frontier Station, Inc","90 East 1st Street",,"Craig","CO","81625","US","7043 Dry Fork Cemetery Rd",,"Vernal","CO","84078","US","2005-06-02T00:00:00.000"
"20131227182","Stone Cloud Construction, LLC","5231 S Quebec St","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Stone Cloud Construction, LLC","5231 S Quebec St","Ste 260","Denver","CO","80111","US",,,,,,,"2013-04-10T00:00:00.000"
"20131227224","Silva Orthodontics, LLC","6565 W Jewell Ave Ste 8","Lakewood","CO","80232-7102","US","6565 W Jewell Ave","Suite8","Lakewood","CO","80232","US","Good Standing","CO","Limited Liability Company",,,,,"Silva Orthodontics LLC","6565 W Jewell Ave Ste 8","Suite 8","Lakewood","CO","80232-7102","US","6565 W Jewell Ave","Suite 8","Lakewood","CO","80232-7102","US","2013-04-10T00:00:00.000"
"20131227433","Bronson Trucking, Inc.","16600 E. 33rd Drive","Aurora","CO","80011","US",,,,,,,"Good Standing","CO","Corporation","Robert",,"Bronson",,,"16600 E. 33rd Drive","Unit 24","Aurora","CO","80011","US","16600 E 33RD DR UNIT 24","Aurora","AURORA","CO","80011","US","2013-04-10T00:00:00.000"
"20131227624","Rough Cut Records LLC","205 Pierce St.","Lakewood","CO","80226","US",,,,,,,"Good Standing","CO","Limited Liability Company","Ryan","Chrys","Hensen",,,"205 Pierce St.",,"Lakewood","CO","80226","US",,,,,,,"2013-04-10T00:00:00.000"
"20131227685","MFL Investments, LLC","4991 N Cross Over Dr","Bellaire","MI","49615","US",,,,,,,"Good Standing","CO","Limited Liability Company","Thomas","James","Whiteman",,,"4991 N Cross Over Dr","Unit 816","Bellaire","CO","49615","US","4991 N Crossover DR","Unit 816","BELLAIRE","CO","49615","US","2013-04-10T00:00:00.000"
"20051304405","HILLTOP PINES HOMEOWNERS ASSOCIATION, INC.","6015 Lehman Dr","Colorado Springs","CO","80918","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Darren","H","Burns",,,"6015 Lehman Drive","Suite 205","Colorado Springs","CO","80918","US",,,,,,,"2005-08-09T00:00:00.000"
"20131228085","Purkey Packing Plant LLC","73215 Hwy 64","Meeker","CO","81641","US","1217 Garfield St",,"Meeker","CO","81641","US","Good Standing","CO","Limited Liability Company","Jay",,"Purkey",,,"1217 Garfield St",,"Meeker","CO","81641","US","1217 Garfield St",,"Meeker","CO","81641","US","2013-04-11T00:00:00.000"
"20051393642","Yuma Street Condominium Owners Association, Inc.","17750 Barrington Ct","Monument","CO","80132","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"C&C West LLC","17750 BARRINGTON CT",,"Monument","CO","80132","US",,,,,,,"2005-10-21T00:00:00.000"
"20051395966","Meadowlark Estates Homeowners Association, Inc.","7802 County Road 120","Salida","CO","81201","US","P.O. Box 392",,"Salida","CO","81201","US","Good Standing","CO","Nonprofit Corporation","Robert","D","Treat",,,"7802 County Road 120",,"Salida","CO","81201","US","7650 MEADOWLARK LN",,"Salida","CO","81201","US","2005-10-24T00:00:00.000"
"20051410361","Time Management Solutions, LLC, Dissolved February 8, 2022","7483 S Lewis Ct","Littleton","CO","80127","US","7483 S Lewis Ct",,"Littleton","CO","80127","US","Voluntarily Dissolved","CO","Limited Liability Company","Loretta",,"Brennan",,,"7483 S Lewis Ct",,"Littleton","CO","80127","US",,,,,,,"2005-11-03T00:00:00.000"
"20131228097","Mindi K. Counts, LLC","816 E Baseline Rd","Lafayette","CO","80026","US","816 E. Baseline Rd",,"Lafayette","CO","80026","US","Good Standing","CO","Limited Liability Company","Mindi","K","Counts",,,"816 E Baseline Rd",,"Lafayette","CO","80026","US","816 E. Baseline Rd",,"Lafayette","CO","80026","US","2013-04-11T00:00:00.000"
"20051413713","Cohesive Security Integrators, LLC","2365 Candleglow St","Castle Rock","CO","80109","US",,,,,,,"Good Standing","CO","Limited Liability Company","Joseph","Andrew","Ahles",,,"2365 Candleglow St",,"Castle Rock","CO","80109","US",,,,,,,"2005-11-04T00:00:00.000"
"20131228567","Spruce Investments, LLC","4720 Bow Mar Drive","Bow Mar","CO","80123","US",,,,,,,"Good Standing","CO","Limited Liability Company","Roxanne",,"Anderson",,,"4720 Bow Mar Drive",,"Bow Mar","CO","80123","US","4720 Bow Mar Dr",,"Littleton","CO","80123","US","2013-04-11T00:00:00.000"
"20051432097","Monark Group","522 Providence Dr.","Castle Rock","CO","80108","US","522 Providence Dr.",,"Castle Rock","CO","80108","US","Good Standing","CO","Limited Liability Company","Adam",,"Clark",,,"522 Providence Dr.",,"Castle Rock","CO","80108","US","522 Providence Dr.",,"CASTLE Rock","CO","80108","US","2005-11-21T00:00:00.000"
"20131228630","A List Homes, Ltd.","401 E 8th St Ste 214 PMB 1534","Sioux Falls","SD","57103-7049","US",,,,,,,"Good Standing","CO","Limited Liability Company","David",,"Lange",,,"453 Sandia Dr",,"Grand Junction","CO","81507","US",,,,,,,"2013-04-11T00:00:00.000"
"20051443957","MacBAIN PROPERTIES (USA) INC., Dissolved February 8, 2022","#806, 505 - 2nd Street SW","Calgary","AB","T2P 1N8","CA",,,,,,,"Voluntarily Dissolved","CO","Corporation",,,,,"Corporation Service Company","1900 W. Littleton Boulevard",,"Littleton","CO","80120","US",,,,,,,"2005-12-01T00:00:00.000"
"20051451123","Battlement Mesa Land Investments, LLC","73 J Sipprelle Dr","Battlement Mesa","CO","81635","US","PO Box 6000",,"Parachute","CO","81636","US","Good Standing","CO","Limited Liability Company","Sheldon",,"Sager",,,"2525 Otter Ct",,"Lafayette","CO","80026","US","PO Box 6000",,"Battlement Mesa","CO","81636","US","2005-12-06T00:00:00.000"
"20051451142","Battlement RV Storage, LLC","73 J Sipprelle Drive","Battlement Mesa","CO","81635","US","PO Box 6000",,"Battlement Mesa","CO","81636","US","Good Standing","CO","Limited Liability Company","Sheldon",,"Sager",,,"2525 Otter Ct",,"Lafayette","CO","80026","US","PO Box 6000",,"Battlement Mesa","CO","81636","US","2005-12-06T00:00:00.000"
"20051459792","Heritage, Crossings, Clubhouse & Colony Ridge Merged Association","1724 Majestic Drive","Lafayette","CO","80026","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"HOA Matters","1724 Majestic Drive","#104","Lafayette","CO","80026","US",,,,,,,"2006-01-01T00:00:00.000"
"20051459811","Global Health Partners Consulting, LLC","4210 San Marco Drive","Longmont","CO","80503","US","4210 San Marco Drive",,"Longmont","CO","80442","US","Good Standing","CO","Limited Liability Company","Sharry","L","Erzinger",,,"4210 San Marco Drive",,"Longmont","CO","80503","US","4210 San Marco Drive",,"Longmont","CO","80503","US","2005-12-12T00:00:00.000"
"20051467468","Sipprelle Holdings, LLC","73 J Sipprelle Drive","Battlement Mesa","CO","81635","US","PO BOX 6000",,"Battlement Mesa","CO","81636","US","Good Standing","CO","Limited Liability Company","Sheldon",,"Sager",,,"2525 Otter Ct",,"Lafayette","CO","80026","US",,,,,,,"2005-12-16T00:00:00.000"
"20051472333","Boulder Associates PA, P.C.","1426 Pearl Street","Boulder","CO","80302","US",,,,,,,"Good Standing","CO","Corporation","Curtis",,"Chong",,,"1426 Pearl Street","Suite 300","Boulder","CO","80302","US","1426 Pearl St., Ste 300","Suite 300","Boulder","CO","80302","US","2005-12-20T00:00:00.000"
"20051474136","M J Pedersen Enterprises Inc","4970 Paris Street","Denver","CO","80239","US",,,,,,,"Good Standing","CO","Corporation","Matthew","Hans","Pedersen",,,"3098 Keepsake Way",,"Castle Rock","CO","80109","US",,,,,,,"2005-12-22T00:00:00.000"
"20051477533","Accessories Plus Houseware Rentals, LLC","6100 East 58th Ave, Unit C","Commerce City","CO","80022","US","2111 S. Industrial Park Dr.","Suite 110","Tempe","AZ","85282","US","Good Standing","CO","Limited Liability Company","Jeff",,"Egnew",,,"6100 East 58th Ave,","Unit C","Commerce City","CO","80022","US","2111 S INDUSTRIAL PARK AVE","SUITE 110","TEMPE","CO","85282","US","2005-12-27T00:00:00.000"
"20131228927","RAMP LLC","602 Emery St","Longmont","CO","80501","US",,,,,,,"Good Standing","CO","Limited Liability Company","Robert",,"Moran",,,"602 Emery St",,"Longmont","CO","80501","US","602 Emery Street",,"Longmont","CO","80501","US","2013-04-11T00:00:00.000"
"20131228957","119 Telluride LLC","602 Emery St","Longmont","CO","80501","US",,,,,,,"Good Standing","CO","Limited Liability Company","Robert",,"Moran",,,"602 Emery St",,"Longmont","CO","80501","US","602 Emery Street",,"Longmont","CO","80501","US","2013-04-11T00:00:00.000"
"20131229139","Laurel Harris LLC","520 Crestridge Ave","Colorado Springs","CO","80906","US",,,,,,,"Good Standing","CO","Limited Liability Company","Laurel","M","Harris",,,"520 Crestridge Ave",,"Colorado Springs","CO","80906","US","520 Crestridge Ave","520 Crestridge Ave, Colo. Spgs.,","Colorado Springs","CO","80906","US","2013-04-11T00:00:00.000"
"20061047356","Mountain Masters, Inc.","515 Orchard Dr","Louisville","CO","80027","US",,,,,,,"Good Standing","CO","Corporation","Brad",,"Houck",,,"515 Orchard Dr",,"Louisville","CO","80027","US",,,,,,,"2006-02-01T00:00:00.000"
"20041377759","ColoMATYC","800 Curtis St","Denver","CO","80204","US","8503 W 94th Ave",,"Westminster","CO","80021","US","Good Standing","CO","Nonprofit Corporation","Jean",,"Hindie",,,"800 Curtis St","MEFirst Center","Denver","CO","80204","US","8503 W. 94th Ave",,"Westminster","CO","80021","US","2004-10-27T00:00:00.000"
"20131229517","941 Emery LLC","602 Emery St","Longmont","CO","80501","US",,,,,,,"Good Standing","CO","Limited Liability Company","Robert",,"Moran",,,"602 Emery St",,"Longmont","CO","80501","US","602 Emery Street",,"Longmont","CO","80501","US","2013-04-12T00:00:00.000"
"20131229526","1222 Lanyon LLC","602 Emery St","Longmont","CO","80501","US",,,,,,,"Good Standing","CO","Limited Liability Company","Robert",,"Moran",,,"602 Emery St",,"Longmont","CO","80501","US","602 Emery Street",,"Longmont","CO","80501","US","2013-04-12T00:00:00.000"
"20061106581","Brighter Horizons LLC","6560 S. Windermere St.","Littleton","CO","80120","US",,,,,,,"Good Standing","CO","Limited Liability Company","Dawn","C.","Boudreau",,,"6560 S. Windermere St.",,"Littleton","CO","80120","US","6560 S. Windermere St",,"Littleton","CO","80120","US","2006-03-12T00:00:00.000"
"20131229745","Real Answers LLC","1224 Washington Ave","Golden","CO","80401","US","1151 Eagle Drive","Unit #377","Loveland","CO","80537","US","Good Standing","CO","Limited Liability Company",,,,,"Kearney, McWilliams & Davis, PLLC","1625 Broadway","Suite 2950","Denver","CO","80202","US","1625 Broadway","Suite 2950","Denver","CO","80202","US","2013-04-12T00:00:00.000"
"20061116010","Bohnenkamp Construction, Inc.","3708 Grand Mesa Dr.","Montrose","CO","81403","US",,,,,,,"Good Standing","CO","Corporation","Michael","Edward","Bohnenkamp",,,"3708 Grand Mesa Dr.",,"Montrose","CO","81403","US","3708 Grand Mesa Drive",,"Montrose","CO","81403","US","2006-03-17T00:00:00.000"
"20061071018","Epic Development Group, LLC","3005 Parfet Dr","Lakewood","CO","80215","US",,,,,,,"Good Standing","CO","Limited Liability Company","Chris",,"Campbell",,,"4621 W Hayward Place",,"Denver","CO","80212","US","4621 W HAYWARD PL",,"DENVER","CO","80212","US","2006-02-16T00:00:00.000"
"20211403755","Church of America","1755 Telstar Drive","Colorado Springs","CO","80920","US","1755 Telstar Drive","Suite 300","Colorado Springs","CO","80920","US","Noncompliant","CO","Nonprofit Corporation",,,,,"Capitol Corporate Services, Inc.","36 South 18th Ave.","Ste D","Brighton","CO","80601","US",,,,,,,"2021-04-26T00:00:00.000"
"20131229810","Elevation Modern, LLC","10290 W 18th Place","Lakewood","CO","80215","US","10290 W 18th Place",,"Lakewood","CO","80215","US","Good Standing","CO","Limited Liability Company","Angela","T","Ard",,,"10290 W 18th Place",,"Lakewood","CO","80215","US","10290 West 18th Place",,"Lakewood","CO","80215","US","2013-04-12T00:00:00.000"
"20131230023","0007 Sanctuary, LLC","0007 Sanctuary Lane","Edwards","LA","81632","US","975 Lakeshore Blvd","c/o Rick Richter","Slidell","LA","70461","US","Good Standing","CO","Limited Liability Company","Julia","D","Parker",,,"510 Brush Creek Terrace","C2-3703","Eagle","CO","81631","US","PO Box 244",,"Vail","CO","81658","US","2013-04-15T00:00:00.000"
"20131230161","2377 So. Clayton, LLC","128 Maple Street","Summit","NJ","07901","US","128 Maple Street",,"Summit","NJ","07901","US","Good Standing","CO","Limited Liability Company",,,,,"Michael B. Levy, LLC","12600 West Colfax Ave","C-400","Lakewood","CO","80215","US","PO Box 151215",,"Lakewood","CO","80215","US","2013-04-12T00:00:00.000"
"20061158516","D.H.Construction, Inc.","832 E Platteville Blvd","Pueblo West","CO","81007","US","832 E Platteville Blvd",,"Pueblo West","CO","81007","US","Good Standing","CO","Corporation","Dennis Heim","J","Heim",,,"832 E Platteville Blvd",,"Pueblo West","CO","81007","US",,,,,,,"2006-04-13T00:00:00.000"
"20061167068","5270-5280 Steele Street LLC","4800 Baseline Road, Ste. E104 #295","Boulder","CO","80303","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"InCorp Service Inc.","36 South 18th Avenue, Suite D",,"Brighton","CO","80601","US","957 Roxwood Lane, Unit A","Street Address 2","Boulder","CO","80303","US","2006-04-20T00:00:00.000"
"20061167084","5500 Pennsylvania LLC","4800 Baseline Road, Ste. E104 #295","Boulder","CO","80303","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Incorp Services, Inc.","36 South 18th Avenue, Suite D",,"Brighton","CO","80601","US","957 Roxwood Lane, Unit A","Street Address 2","Boulder","CO","80303","US","2006-04-20T00:00:00.000"
"20131230291","Freedom & Responsibility Education Enterprise","661 Tamarron Drive","Grand Junction","CO","81506","US","P.O. Box 4683",,"Grand Junction","CO","81502","US","Good Standing","CO","Nonprofit Corporation","Phyllis","G","Hunsinger",,,"661 Tamarron Drive",,"Grand Junction","CO","81506","US","423 High Pointe Circle",,"Grand Junction","CO","81507","US","2013-04-12T00:00:00.000"
"20211403776","DEEJAY'S TRUCKING LLC","3532 MEADOWLAND BLVD","Colorado Springs","CO","80918","US",,,,,,,"Noncompliant","CO","Limited Liability Company","DARIUS",,"HICKS",,,"3532 MEADOWLAND BLVD",,"COLORADO SPRINGS","CO","80918","US",,,,,,,"2021-04-26T00:00:00.000"
"20131230406","Montrose Recreation Foundation","PO Box 63","Montrose","CO","81402","US","16650 Woodgate Rd",,"Montrose","CO","81401","US","Good Standing","CO","Nonprofit Corporation","Amy",,"Warthen",,,"16260 67.60 Road",,"Montrose","CO","81401","US","16350 Woodgate Rd.","P O Box 63","Montrose","CO","81402-0063","US","2013-04-12T00:00:00.000"
"20131230586","Powder Point Sports LLC","44 Cook Street","Denver","CO","80206","US","2555 W. 33rd Ave",,"Denver","CO","80211","US","Good Standing","CO","Limited Liability Company",,,,,"Powder Point Sports","44 Cook St","Suite 100","Denver","CO","80206-5823","US","2555 W. 33rd Ave.",,"Denver","CO","80211","US","2013-04-12T00:00:00.000"
"20131230928","Fuse Communication Limited","2959 Franklin St","Denver","CO","80205","US","2959 Franklin St",,"Denver","CO","80205","US","Good Standing","CO","Limited Liability Company","Nicholas",,"Leggett",,,"2959 Franklin St",,"Denver","CO","80205","US","1570 E. 30th Ave","#206","Denver","CO","80205","US","2013-04-13T00:00:00.000"
"20061354144","1230 Endeavor LLC","1230 S. Inca St.","Denver","CO","80223","US",,,,,,,"Good Standing","CO","Limited Liability Company","Kemper","E","Hipple","Jr.",,"3622 E. Geddes Place",,"Centennial","CO","80122","US","1230 S. Inca Street",,"Denver","CO","80223","US","2006-08-29T00:00:00.000"
"20061374170","Lexington Investment Properties, LLC","PO BOX 397","Castle Rock","CO","80104","US",,,,,,,"Good Standing","CO","Limited Liability Company","Shea",,"Hall",,,"29141 CR 45",,"Kiowa","CO","80117","US",,,,,,,"2006-09-15T00:00:00.000"
"20131231503","Oak House, LLC","244 Pine Street","Fort Collins","CO","80524","US","P O Box 711",,"Fort Collins","CO","80522","US","Good Standing","CO","Limited Liability Company",,,,,"Helix Development Group, LLC","244 Pine Street",,"Fort Collins","CO","80524","US","P O Box 711",,"Fort Collins","CO","80522","US","2013-04-14T00:00:00.000"
"20131231895","Ideal Lawn Service LLC","10820 Mildred Dr","Northglenn","CO","80233","US","10820 Mildred Dr",,"Northglenn","CO","80233","US","Good Standing","CO","Limited Liability Company","Gustavo",,"Fajardo-Ramirez",,,"10820 Mildred Dr","#c","Northglenn","CO","80233","US","10820 Mildred Dr","#c","Northglenn","CO","80233","US","2013-04-15T00:00:00.000"
"20061448374","Klicnet.org","19120 S. Coquina Ct.","Oregon City","OR","97045","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"Clay & Associates, Inc.","4730 South College Avenue","Suite 206","Fort Collins","CO","80525","US",,,,,,,"2006-11-01T00:00:00.000"
"20061503201","Da Vinci Masterworks, Inc.","6708 Baseline Rd.","Boulder","CO","80303","US","Po Box 1726",,"Boulder","CO","80306","US","Good Standing","CO","Corporation","Andrea",,"Villa",,,"6708 Baseline Rd.",,"Boulder","CO","80303","US","Po Box 1726",,"Boulder","CO","80306","US","2006-12-08T00:00:00.000"
"20061505617","intermountain lumber consulting","16645 Bar X Rd","Colorado Springs","CO","80908","US",,,,,,,"Good Standing","CO","Limited Liability Company","Anthony",,"Lewin",,,"16645 Bar X Rd",,"Colorado Springs","CO","80908","US","16645 Bar X Rd",,"Colorado Springs","CO","80908-0000","US","2006-12-11T00:00:00.000"
"20061518165","Locomotive Services LLC","405 Mason Court","Fort Collins","CO","80524","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"CR MILES P.C.","CR MILES P.C.","405 Mason Court, Suite 119","Fort Collins","CO","80524","US","405 Mason Court, Ste 119","211","Fort Collins","CO","80524","US","2006-12-19T00:00:00.000"
"20061522710","Jeffrey L. Weeks, Inc.","4775 Kenley Place","Colorado Springs","CO","80920","US",,,,,,,"Good Standing","CO","Corporation","Jeffrey","L.","Weeks",,,"4775 Kenley Place",,"Colorado Springs","CO","80920","US",,,,,,,"2007-01-01T00:00:00.000"
"20061532042","Mernitz Environmental Services LLC","11920 W 68th Ave","Arvada","CO","80004-2559","US","11920 W 68th Ave",,"Arvada","CO","80004-2559","US","Good Standing","CO","Limited Liability Company","Scott",,"Mernitz",,,"11920 W 68th Ave",,"Arvada","CO","80004-2559","US","11920 W 68th Ave",,"Arvada","CO","80004","US","2006-12-31T00:00:00.000"
"20051033213","The Hughes Group/Employee Benefits LLC","P.O. Box 1887","Elizabeth","CO","80107","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Kokish & Goldmanis PC","316 Wilcox St",,"Castle Rock","CO","80104","US","316 Wilcox Street",,"Castle Rock","CO","80104","US","2005-03-01T00:00:00.000"
"20061186089","Powertech (USA) Inc.","101 N Shoreline Blvd.","Corpus Chrisit","TX","78402","US",,,,,,,"Good Standing","South Dakota","Foreign Corporation",,,,,"CT Corporation System","7700 E. Arapahoe Rd.","Suite 220","Centennial","CO","80112","US","1077 Aspen Grove Cir",,"Minden","CO","89423","US","2006-05-05T00:00:00.000"
"20131232238","Dynamic Worlds, LLC, Dissolved March 23, 2022","596 Tanglewood Lane","Silverthorne","CO","80498","US","PO Box 179",,"Silverthorne","CO","80498","US","Voluntarily Dissolved","CO","Limited Liability Company","Janice","Kurbjun","Miller",,,"596 Tanglewood Lane",,"Silverthorne","CO","80498","US","PO Box 179",,"Silverthorne","CO","80498","US","2013-04-15T00:00:00.000"
"20071057234","Smucker's 4S, LLC","900 37th Street","Boulder","CO","80303","US",,,,,,,"Good Standing","CO","Limited Liability Company","Frank","C.","Smucker",,,"900 37th Street",,"Boulder","CO","80303","US","900 37th St",,"Boulder","CO","80303","US","2007-02-01T00:00:00.000"
"20131232559","Trek Engineering, LLC","12356 W. Auburn Dr.","Lakewood","CO","80228","US",,,,,,,"Good Standing","CO","Limited Liability Company","Jim",,"Phipps",,,"12365 W. Auburn Dr.",,"Lakewood","CO","80228","US","12365 West Auburn Drive",,"Lakewood","CO","80228","US","2013-04-15T00:00:00.000"
"20071081121","Del Camino Unit 301, LLC","3656 Stagecoach Road North","Longmont","CO","80504","US","1682 Brown Ct.",,"Longmont","CO","80503","US","Good Standing","CO","Limited Liability Company","Gregory",,"Corcoran",,,"1682 Brown Ct",,"Longmont","CO","80503","US",,,,,,,"2007-02-16T00:00:00.000"
"20131232768","WHITE ROCK MOUNTAIN, LLC","2211 Medina Road","Medina","OH","44256","US","2211 Medina Road","Suite 100","Medina","OH","44256","US","Good Standing","OH","Foreign Limited Liability Company",,,,,"COGENCY GLOBAL INC.","7700 E. Arapahoe Road","Suite 220","Centennial","CO","80112","US","6388 Manor Glen Dr Medina, OH 44256",,"Medina","CO","44256","US","2013-04-15T00:00:00.000"
"20071154403","BSJ Properties, LLC","136 Preakness Drive","Willow Park","TX","76087","US",,,,,,,"Good Standing","CO","Limited Liability Company","Cory",,"Jennings",,,"607 E. 7th St.",,"Loveland","CO","80537","US","136 Preakness Drive",,"Willow Park","CO","76087","US","2007-03-28T00:00:00.000"
"20131233591","ANR Lodging, LLC","9257 E Costilla Ave","Greenwood Village","CO","80112","US","10510 Lexington Lane",,"Parker","CO","80134","US","Good Standing","CO","Limited Liability Company","Abhishek",,"Agarwal",,,"9257 E Costilla Ave",,"Greenwood Village","CO","80112","US","4949 S. Niagara Street","Suite 300","Denver","CO","80237","US","2013-04-16T00:00:00.000"
"20131234080","Coal Train Hill, LLC","2530 Stout St","Denver","CO","80205","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Foster Graham Milstein Calisher, LLP","c/o Mark H. Boscoe","360 S Garfield St, 6th Floor","Denver","CO","80209","US",,,,,,,"2013-04-16T00:00:00.000"
"20131236408","Ability Composites, LLC","253 42nd St. SW Unit A","Loveland","CO","80537","US","253 42nd St. SW Unit A",,"Loveland","CO","80537","US","Good Standing","CO","Limited Liability Company","Frank","Ellsworth","Roundy",,,"1633 Caddoa Dr.",,"Loveland","CO","80538","US","253 42ND ST SW",,"LOVELAND","CO","80537","US","2013-04-17T00:00:00.000"
"20071169840","HM Autosports, LLC","2133 S. Bellaire St #12","Denver","CO","80222","US",,,,,,,"Good Standing","CO","Limited Liability Company","Mohamed",,"Elgomati",,,"2133 S. Bellaire St #12",,"Denver","CO","80222","US",,,,,,,"2007-04-06T00:00:00.000"
"20131236965","COLORADO BUSINESS CPA, LLC","333 West Hampden Ave","Englewood","CO","80110","US",,,,,,,"Good Standing","CO","Limited Liability Company","NATALYA",,"ITU",,,"333 West Hampden Ave","540","Englewood","CO","80110","US",,,,,,,"2013-04-17T00:00:00.000"
"20071260370","Lynn Homes & Development LLC","1635 Foxtrail Drive","Loveland","CO","80538","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Adam",,"Luckeroth",,,"1635 Foxtrail Drive",,"Loveland","CO","80538","US",,,,,,,"2007-05-31T00:00:00.000"
"20131237716","JLPN Holdings LLC","587 Kensington Drive","Edwards","CO","81632","US","1240 Mayacama Club Dr",,"Santa Rosa","CA","95403","US","Good Standing","CO","Limited Liability Company","Patrick",,"Wilhelm",,,"655 Clubhouse Dr",,"Edwards","CO","81632","US","1240 Mayacama Club Dr","Edwwards","Santa Rosa","CO","95403","US","2013-04-18T00:00:00.000"
"20071274387","El Tequileno #1","927 Cole Street","Golden","CO","80401","US",,,,,,"US","Good Standing","CO","Corporation","Griselda",,"Munoz",,,"927 Cole Street",,"Golden","CO","80401","US",,,,,,,"2007-06-12T00:00:00.000"
"20071277809","Blue World Industries, LLC","801 Carr St","Lakewood","CO","80214","US",,,,,,,"Good Standing","CO","Limited Liability Company","G",,"Garcia",,,"801 Carr St",,"Lakewood","CO","80214","US","801 Carr St. in Lakewood",,"Lakewood","CO","80214","US","2007-06-13T00:00:00.000"
"20131237916","Colorado Enterprises","P.O. Box 12009","Denver","CO","80212","US",,,,,,,"Good Standing","CO","Limited Liability Company","CLAUDIO","DANIEL","RIELO",,,"P.O. Box 12009",,"Denver","CO","80212","US","P.O. Box 12009",,"Denver","CO","80212","US","2013-04-18T00:00:00.000"
"20131238596","Ed Todd Research and Developement, LLC","390 Kohl St","Broomfield","CO","80020","US","390 Kohl St",,"Broomfield","CO","80020","US","Good Standing","CO","Limited Liability Company",,,,,"Ellis Bottom Line Bookkeeping LLC","729 Main St.",,"Longmont","CO","80501","US","390 Kohl St",,"Broomfield","CO","80020","US","2013-04-18T00:00:00.000"
"20131238684","HogDog LLC","1011 Derwydd Ln","Berwyn","PA","19312","US",,,,,,,"Good Standing","CO","Limited Liability Company","Edward","Winfield","Engleby",,,"3401 E Asbury Ave",,"Denver","CO","80210","US","1011 Derwydd Ln",,"BERWYN","CO","19312","US","2013-04-18T00:00:00.000"
"20131238935","CARRILLO INSURANCE AGENCY","18335 E. 103rd Ave. #204","Commerce City","CO","80022","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Carrillo Insurance Agency","18335 E. 103rd Ave. #204",,"Commerce city","CO","80022","US","18335 E 103Rd Ave Unit 204","1833","Commerce city","CO","80022","US","2013-04-18T00:00:00.000"
"20071381287","RTC 3, LLC","9 SOUTH GLASGOW AVENUE","Rico","CO","81332","US","PO BOX 8",,"Rico","CO","81332","US","Good Standing","CO","Limited Liability Company","Kathy","A","McJoynt",,,"216 W Soda",,"Rico","CO","81332","US","216 w soda st/po box 8",,"Rico","CO","81332","US","2007-08-20T00:00:00.000"
"20071420424","Needle's Eye Designs","9508 CR 55","Keenesburg","CO","80643","US",,,,,,,"Good Standing","CO","Corporation","Nelum",,"Honnold",,,"9508 CR 55",,"Keenesburg","CO","80643","US","9508 COUNTY ROAD 55",,"KEENESBURG","CO","80643","US","2007-09-12T00:00:00.000"
"20131240676","Forum Phi Interiors LLC","210 E Hyman Avenue","Aspen","CO","81611","US",,,,,,,"Good Standing","CO","Limited Liability Company","Jennifer",,"Olson",,,"210 E Hyman Avenue","Suite 202","Aspen","CO","81611","US","210 E Hyman Avenue","Suite 202","Aspen","CO","81611","US","2013-04-19T00:00:00.000"
"20131240742","Denver Inspector LLC","74 Blue Heron Dr","Greenwood Village","CO","80122","US","74 Blue Heron Dr",,"Greenwood Village","CO","80122","US","Good Standing","CO","Limited Liability Company","Richard",,"Baumbusch",,,"74 Blue Heron Dr",,"Greenwood Village","CO","80122","US","74 Blue Heron Dr",,"Greenwood Village","CO","80122","US","2013-04-19T00:00:00.000"
