"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","loanamount"
"b $2-5 million","GROUND ENGINEERING CONSULTANTS INC","41 Inverness Drive East","ENGLEWOOD","CO","80112","541330","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/8/2020","UMB Bank, National Association","CO - 04",
"b $2-5 million","GROUP PUBLISHING, INC.","1515 Cascade Ave","LOVELAND","CO","80538","511120","Corporation","Unanswered","Unanswered","Unanswered",,,"4/8/2020","First National Bank of Omaha","CO - 02",
"b $2-5 million","GROUP W AKSAN IA, LLC","6850 W 52ND AVE SUITE 200","ARVADA","CO","80002","722513","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"500","4/27/2020","OneWest Bank, A Division of","CO - 07",
"b $2-5 million","GUARANTEE ELECTRICAL CONTRACTING, LLC","21250 E 31st Street","AURORA","CO","80011","238210","Subchapter S Corporation","White","Male Owned","Unanswered",,"116","4/28/2020","Parkside Financial Bank & Trust","CO - 01",
"b $2-5 million","GUNNISON VALLEY HOSPITAL","711 N TAYLOR ST","GUNNISON","CO","81230","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","414","4/9/2020","BBVA USA","CO - 03",
"b $2-5 million","GUY'S FLOOR SERIVCE INC.","10275 E 47TH AVE","DENVER","CO","80238","238330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"178","4/14/2020","First Western Trust Bank","CO - 01",
"b $2-5 million","H&M MAINTENANCE, LLC","8417 High Ridge Court","CASTLE ROCK","CO","80108","561720","Limited  Liability Company(LLC)","White","Female Owned","Non-Veteran",,"377","4/8/2020","Zions Bank, A Division of","CO - 04",
"b $2-5 million","H-2 ENTERPRISES LLC","4626 County Road 65","KEENESBURG","CO","80643","238910","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"314","4/9/2020","Bank of Colorado","CO - 04",
"b $2-5 million","HALL & EVANS, LLC","1001 17TH ST STE 300","DENVER","CO","80202","541110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"206","4/7/2020","Glacier Bank","CO - 01",
"b $2-5 million","HANGING H COMPANIES LLC","4626 County Rd 65","KEENESBURG","CO","80643","444190","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"385","4/9/2020","Bank of Colorado","CO - 04",
"b $2-5 million","HAYNES MECHANICAL SYSTEMS, INC","5700 South Quebec Street, Suite 210","ENGLEWOOD","CO","80111","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"208","4/28/2020","U.S. Bank, National Association","CO - 01",
"b $2-5 million","HEARTLAND RESTAURANTS, LLC","7490 CLUBHOUSE RD","BOULDER","CO","80301","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"468","4/7/2020","Cadence Bank, National Association","CO - 02",
"b $2-5 million","HEGGEM-LUNDQUIST PAINT COMPANY","1391 S Cherokee ST","DENVER","CO","80223","238320","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"190","4/12/2020","Citywide Banks","CO - 01",
"b $2-5 million","HEUBERGER MOTORS INC.","1080 Motor City Drive 0.0","COLORADO SPRINGS","CO","80905","441110","Corporation","Unanswered","Unanswered","Unanswered",,"198","4/9/2020","JPMorgan Chase Bank, National Association","CO - 05",
"b $2-5 million","HONNEN ENTERPRISES INC","505 E 72nd Ave","COMMERCE CITY","CO","80022","423810","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"277","4/15/2020","U.S. Bank, National Association","CO - 01",
"b $2-5 million","HOPEWEST","3090 N 12th St Unit B","GRAND JUNCTION","CO","81506","621610","Non-Profit Organization","Unanswered","Male Owned","Unanswered","Y","0","4/3/2020","Timberline Bank","CO - 03",
"b $2-5 million","HORIZON GLASS & GLAZING CO.","500 W TENNESSEE AVE","DENVER","CO","80223","238150","Corporation","White","Male Owned","Unanswered",,"145","4/10/2020","BOKF, National Association","CO - 01",
"b $2-5 million","HOSPITAL COOPERATIVE LAUNDRY","6225 E 38TH AVE","DENVER","CO","80207","812332","Corporation","Unanswered","Unanswered","Unanswered",,"249","5/18/2020","BOKF, National Association","CO - 01",
"b $2-5 million","HUERFANO COUNTY HOSPITAL DISTRICT","23500 US Hwy 160","WALSENBURG","CO","81089","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","341","4/6/2020","The Pueblo Bank and Trust Company","CO - 03",
"b $2-5 million","HYBRID PAYROLL","4995 Eliot St","DENVER","CO","80221","561312","Corporation","Unanswered","Male Owned","Non-Veteran",,"230","4/14/2020","Readycap Lending, LLC","CO - 01",
"b $2-5 million","HYDE ENGINEERING + CONSULTING, INC.","6260 LOOKOUT RD STE 120","BOULDER","CO","80301","541330","Corporation","Unanswered","Unanswered","Unanswered",,"139","4/11/2020","BBVA USA","CO - 02",
"b $2-5 million","IKAV ENERGY INC.","1199 Main Ave","DURANGO","CO","81301","211130","Corporation","Unanswered","Unanswered","Unanswered",,"159","6/29/2020","KeyBank National Association","CO - 03",
"b $2-5 million","IMPACT MHC MANAGEMENT, LLC","110 NW 2nd St","CEDAREDGE","CO","81413","531210","Partnership","Unanswered","Unanswered","Unanswered",,"481","4/12/2020","KeyBank National Association","CO - 03",
"b $2-5 million","IN-SITU INC","221 E Lincoln Avenue 0.0","FORT COLLINS","CO","80524","334513","Corporation","Unanswered","Unanswered","Unanswered",,"35","4/8/2020","JPMorgan Chase Bank, National Association","CO - 02",
"b $2-5 million","INDUSTRIAL CONSTRUCTORS/MANAGERS INC.","1432 STOCKYARD RD","PUEBLO","CO","81001","236210","Subchapter S Corporation","White","Male Owned","Unanswered",,,"4/28/2020","TBK Bank, SSB","CO - 03",
"b $2-5 million","INFINITY SYSTEMS ENGINEERING, A LTD. LIA BILITY CO.","13560 NORTHGATE ESTATES DR","COLORADO SPRINGS","CO","80921","541330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"201","4/16/2020","JPMorgan Chase Bank, National Association","CO - 05",
"b $2-5 million","INTEGRATED COMMUNICATION SERVICE, INC.","8550 W 14th Ave","DENVER","CO","80215","517911","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"293","4/10/2020","KeyBank National Association","CO - 07",
"b $2-5 million","INTEGRATED FINANCIAL SETTLEMENTS, INC.","5613 DTC Parkway, Suite 700","GREENWOOD VILLAGE","CO","80111","541110","Corporation","Unanswered","Unanswered","Unanswered",,"256","4/10/2020","Bank of Colorado","CO - 01",
"b $2-5 million","INTERIOR CONTRACTORS INCORPORATED, LLC.","6275 SIMMS ST","ARVADA","CO","80004","238310","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"202","4/11/2020","Sunflower Bank, National Association","CO - 07",
"b $2-5 million","INTERNATIONAL DEVELOPMENT SERVICES, INC.","7900 E Union Ave Ste 1100","DENVER","CO","80237","541618","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"134","4/10/2020","BMO Harris Bank National Association","CO - 01",
"b $2-5 million","INTERVENTION INC","12600 W COLFAX AVE B410","LAKEWOOD","CO","80215","922150","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","314","4/5/2020","FirstBank","CO - 07",
"b $2-5 million","IPOG INC","240 N Broadway","DENVER","CO","80203","722513","Corporation","White","Male Owned","Non-Veteran",,,"4/9/2020","Great Western Bank","CO - 01",
"b $2-5 million","IRON WOMAN PARTNERS, LLC","5680 Emerson Street","DENVER","CO","80216","551112","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"203","4/13/2020","KeyBank National Association","CO - 01",
"b $2-5 million","J & A SERVICES, LLC","3166 PIPE COURT","GRAND JUNCTION","CO","81504","213112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"159","4/8/2020","Glacier Bank","CO - 03",
"b $2-5 million","JAX INC.","4629 North Overland Trail","LAPORTE","CO","80535","453998","Corporation","White","Male Owned","Non-Veteran",,"100","4/6/2020","FirsTier Bank","CO - 02",
"b $2-5 million","JHL ENTERPRISES INC","9100 E Panorama Drive  Suite 300","ENGLEWOOD","CO","80112","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","4/14/2020","UMB Bank, National Association","CO - 04",
"b $2-5 million","JJNJ INC","PO Box 1329","GLENWOOD SPRINGS","CO","81602","722513","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/4/2020","Alpine Bank","CO - 03",
"b $2-5 million","JOHNSON STORAGE & MOVING CO. HOLDINGS, L.L.C.","7009 SOUTH JORDAN ROAD","ENGLEWOOD","CO","80112","484121","Limited  Liability Company(LLC)","White","Unanswered","Unanswered",,"324","4/6/2020","Glacier Bank","CO - 04",
"b $2-5 million","JUPITER I, LLC","9900 E 51st Ave","DENVER","CO","80238","238390","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"261","4/8/2020","Zions Bank, A Division of","CO - 01",
"b $2-5 million","JVA INCORPORATED","1319 SPRUCE ST","BOULDER","CO","80302","541330","Corporation","Unanswered","Unanswered","Unanswered",,"122","4/11/2020","Bank of the West","CO - 02",
"b $2-5 million","JWC STANLEY HOLDING, LLC","333 E Wonderview Ave","ESTES PARK","CO","80517","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"258","4/13/2020","KeyBank National Association","CO - 02",
"b $2-5 million","K & G PETROLEUM LLC","7671 Shaffer Pkwy","LITTLETON","CO","80127","447190","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"302","4/28/2020","Bank of America, National Association","CO - 01",
"b $2-5 million","KELLEY TRUCKING INC.","6201 MCINTYRE ST","GOLDEN","CO","80403","237310","Corporation","Unanswered","Unanswered","Unanswered",,"163","4/11/2020","Sunflower Bank, National Association","CO - 02",
"b $2-5 million","KINETIC ENERGY SERVICES LLC","700 AUTOMATION DR Unit H","WINDSOR","CO","80550","238990","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"230","4/6/2020","Bank of Colorado","CO - 02",
"b $2-5 million","KIOSK INFORMATION SYSTEMS, INC.","346 South Arthur Avenue","LOUISVILLE","CO","80005","541512","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/28/2020","FirstBank","CO - 07",
"b $2-5 million","KIPP COLORADO SCHOOLS","1390 LAWRENCE ST","DENVER","CO","80204","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","410","4/8/2020","FirstBank","CO - 01",
"b $2-5 million","KLEEN TECH SERVICES, LLC","7100 BROADWAY STE 6L","DENVER","CO","80221","561720","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","Enterprise Bank & Trust","CO - 01",
"b $2-5 million","KNOWLES ENTERPRISES, LLC","2381 1/2 River Rd","GRAND JUNCTION","CO","81505","213111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"212","4/3/2020","Timberline Bank","CO - 03",
"b $2-5 million","KP KAUFFMAN COMPANY, INC","1675 BROADWAY STE 2800","DENVER","CO","80202","213111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"170","4/7/2020","BOKF, National Association","CO - 01",
"b $2-5 million","KREMMLING MEMORIAL HOSPITAL DISTRICT","214 South 4th Street","KREMMLING","CO","80459","622110","Corporation","Unanswered","Male Owned","Unanswered",,"261","5/3/2020","United Business Bank","CO - 02",
"b $2-5 million","LANDMARK EVENT STAFFING SERVICES, INC.","4131 Harbor Walk Drive","FORT COLLINS","CO","80525","711110","Corporation","Unanswered","Unanswered","Unanswered",,"500","4/9/2020","Independent Bank","CO - 02",
"b $2-5 million","LARADON HALL SOCIETY FOR EXCEPTIONAL CHILDREN AND ADULTS","5100 LINCOLN ST","DENVER","CO","80216","624310","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","232","4/14/2020","BOKF, National Association","CO - 01",
"b $2-5 million","LEANIN%27 TREE INC.","6055 Longbow Drive 0.0","BOULDER","CO","80301","511191","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"145","4/11/2020","JPMorgan Chase Bank, National Association","CO - 02",
"b $2-5 million","LEEVER SUPERMARKETS, INC.","2195 N. State Highway 83, Ste AA","FRANKTOWN","CO","80116","445110","Corporation","Unanswered","Unanswered","Unanswered",,"472","4/5/2020","BOKF, National Association","CO - 04",
"b $2-5 million","LEITNER-POMA OF AMERICA, INC","2746 Seeber Drive, Building A","GRAND JUNCTION","CO","81506","339999","Corporation","Unanswered","Unanswered","Unanswered",,"189","4/8/2020","Bank of Colorado","CO - 03",
"b $2-5 million","LEWIS BOLT AND NUT COMPANY","30105 6th Avenue","LA JUNTA","CO","81050","339999","Corporation","Unanswered","Male Owned","Non-Veteran",,"276","4/9/2020","The Colorado Bank and Trust Company of La Junta","CO - 04",
"b $2-5 million","LIGHTNING VENTURES INC","1750 Tomah Road","LARKSPUR","CO","80118","238910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"198","4/28/2020","ANB Bank","CO - 04",
"b $2-5 million","LITTLE PUB HOLDINGS LLC","496 S Broadway","DENVER","CO","80209","312120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"454","4/10/2020","FirstBank","CO - 01",
"b $2-5 million","LOAN SIMPLE INC","9635 Maroon Circle Ste 100","ENGLEWOOD","CO","80112","522310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"149","4/6/2020","FirstBank","CO - 04",
"b $2-5 million","LOHMILLER &AMP; COMPANY","4800 Osage St Ste 100","DENVER","CO","80221","423730","Corporation","Unanswered","Unanswered","Unanswered",,"194","5/3/2020","Bank of America, National Association","CO - 01",
"b $2-5 million","M-E ENGINEERS, INC.","14143 Denver West Parkway Suite 300","LAKEWOOD","CO","80401","541330","Corporation","Unanswered","Unanswered","Unanswered",,,"4/12/2020","Sunflower Bank, National Association","CO - 02",
"b $2-5 million","MAD GREENS","112 N RUBEY DR STE 220","GOLDEN","CO","80403","722513","Corporation","Unanswered","Unanswered","Unanswered",,"500","4/14/2020","Veritex Community Bank","CO - 02",
"b $2-5 million","MARK VII EQUIPMENT, INC","5981 Tennyson St","ARVADA","CO","80003","333249","Corporation","Unanswered","Unanswered","Unanswered",,"247","5/1/2020","Midwest Regional Bank","CO - 07",
"b $2-5 million","MARTIN/MARTIN, INC.","12499 COLFAX AVE","LAKEWOOD","CO","80215","541330","Corporation","Unanswered","Unanswered","Unanswered",,"264","4/8/2020","FirstBank","CO - 07",
"b $2-5 million","MARX OKUBO ASSOCIATES, LTD.","455 N SHERMAN ST STE 200","DENVER","CO","80203","541310","Partnership","Unanswered","Unanswered","Unanswered",,"0","4/7/2020","Independent Bank","CO - 01",
"b $2-5 million","MATRIX DESIGN GROUP INC.","1601 BLAKE ST","DENVER","CO","80202","541330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"123","4/9/2020","Kirkpatrick Bank","CO - 01",
"b $2-5 million","MCACONNET LLC","8055 E Tufts Ave Ste 1300","DENVER","CO","80237","541618","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"230","4/4/2020","BOKF, National Association","CO - 01",
"b $2-5 million","MCCANDLESS TRUCK CENTER, INC","16704 E 32nd Ave","AURORA","CO","80011","441110","Corporation","White","Male Owned","Non-Veteran",,"243","4/8/2020","Zions Bank, A Division of","CO - 01",
"b $2-5 million","MCCLURE CONCRETE, INC.","10605 LIETER PL","LONE TREE","CO","80124","238910","Corporation","White","Male Owned","Non-Veteran",,"162","4/5/2020","Commerce Bank","CO - 04",
"b $2-5 million","MCWHINNEY REAL ESTATE SERVICES, LLC","2725 ROCKY MOUNTAIN AVE","LOVELAND","CO","80538","531390","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/7/2020","Independent Bank","CO - 02",
"b $2-5 million","MDD, INC","5000 E 74th Ave","COMMERCE CITY","CO","80022","484121","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"175","4/10/2020","1st Source Bank","CO - 01",
"b $2-5 million","MEDVED CHEVROLET, INC.","11001 W I-70 Frontage Rd N 0.0","WHEAT RIDGE","CO","80033","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"300","4/9/2020","JPMorgan Chase Bank, National Association","CO - 01",
"b $2-5 million","MENTAL HEALTH CENTER OF BOULDER COUNTY, INC.","1455 DIXON AVE, Suite 300","LAFAYETTE","CO","80026","621420","Employee Stock Ownership Plan(ESOP)","Unanswered","Unanswered","Unanswered",,,"4/11/2020","Sunflower Bank, National Association","CO - 02",
"b $2-5 million","MERRITT TRAILERS INC.","9339 Brighton Rd","HENDERSON","CO","80640","336212","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","4/11/2020","UMB Bank, National Association","CO - 06",
"b $2-5 million","MESA NATURAL GAS SOLUTIONS, LLC","4025 St. Cloud Dr.","LOVELAND","CO","80538","532490","Limited  Liability Company(LLC)","Unanswered","Female Owned","Unanswered",,"259","4/12/2020","Texas Capital Bank, National Association","CO - 02",
"b $2-5 million","MESA SYSTEMS, INC.","681 RAILROAD BLVD","GRAND JUNCTION","CO","81505","484210","Subchapter S Corporation","White","Male Owned","Unanswered",,"382","4/6/2020","Home Loan State Bank","CO - 03",
"b $2-5 million","MESSNER REEVES LLP","1430 WYNKOOP ST STE 300","DENVER","CO","80202","541110","Partnership","Unanswered","Unanswered","Unanswered",,"211","4/7/2020","Academy Bank, National Association","CO - 01",
"b $2-5 million","MILE LABS INTERNATIONAL, INC","2555 W MIDWAY BLVD","BROOMFIELD","CO","80020","446191","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/7/2020","Independent Bank","CO - 02",
"b $2-5 million","MILENDER WHITE INC","12655 W 54TH DRIVE","ARVADA","CO","80002","236220","Corporation","Unanswered","Unanswered","Unanswered",,"167","4/14/2020","U.S. Bank, National Association","CO - 07",
"b $2-5 million","MILESTONE COMPANIES LLC","4626 County Rd 65","KEENESBURG","CO","80643","238990","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"307","4/9/2020","Bank of Colorado","CO - 04",
"b $2-5 million","MOBILE TV GROUP, LP","8455 HIGHFIELD PKWY","ENGLEWOOD","CO","80112","512110","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"102","4/4/2020","BBVA USA","CO - 04",
"b $2-5 million","MODMARKET, LLC","1600 CHAMPA ST SUITE 340","DENVER","CO","80202","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,"462","4/10/2020","Bank of Colorado","CO - 01",
"b $2-5 million","MONIGLE ASSOCIATES, INC.","150 Adams Street 0.0","DENVER","CO","80206","541613","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"144","4/9/2020","JPMorgan Chase Bank, National Association","CO - 01",
"b $2-5 million","MOUNTAIN AVIATION, INC.","656 Metro Airport Ave.","BROOMFIELD","CO","80021","481211","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"226","4/9/2020","Zions Bank, A Division of","CO - 02",
"b $2-5 million","MOUNTAIN STATES ROSEN, LLC","920 NORTH 7TH AVE","GREELEY","CO","80631","311611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"219","4/14/2020","The Converse County Bank","CO - 04",
"b $2-5 million","MTN. VIEW MANAGEMENT, INC.","6415 Pumpkin Ridge Dr","WINDSOR","CO","80550","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"4/10/2020","First National Bank of Omaha","CO - 02",
"b $2-5 million","MULLER ENGINEERING COMPANY, INC","777 S WADSWORTH BLVD #4-100","LAKEWOOD","CO","80226","541330","Corporation","Unanswered","Unanswered","Unanswered",,"136","4/7/2020","FirstBank","CO - 01",
"b $2-5 million","MUNDT ENERGY SERVICES, LLC","6513 4TH ST","GREELEY","CO","80634","238910","Corporation","Unanswered","Unanswered","Unanswered",,"199","4/8/2020","Bank of Colorado","CO - 04",
"b $2-5 million","MY LOCAL COLORADO DENTAL PRACTICE, LLC","6110 BARNES RD","COLORADO SPRINGS","CO","80922","621210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"239","4/7/2020","INTRUST Bank, National Association","CO - 05",
"b $2-5 million","NAROPA UNIVERSITY","2130 ARAPAHOE AVE","BOULDER","CO","80302","923110","Non-Profit Organization","Unanswered","Male Owned","Unanswered","Y","365","4/8/2020","First Western Trust Bank","CO - 02",
"b $2-5 million","NATIONAL CONFERENCE OF STATE LEGISLATURES","7700 E. First Place","DENVER","CO","80230","519120","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","168","4/12/2020","KeyBank National Association","CO - 01",
"b $2-5 million","NATIONAL CORPORATE HOUSING","8400 E CRESCENT PKWY SUITE 300","GREENWOOD VILLAGE","CO","80111","531110","Subchapter S Corporation","Unanswered","Female Owned","Unanswered",,"250","4/6/2020","Community Banks of Colorado, A Division of","CO - 01",
"b $2-5 million","NELSON PIPELINE CONSTRUCTORS, LLC","6300 S. Syracuse Way Suite 420","ENGLEWOOD","CO","80111","237110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/8/2020","UMB Bank, National Association","CO - 01",
"b $2-5 million","NEW IPT INC.","1707 COLE BLVD STE 200","GOLDEN","CO","80401","541690","Corporation","Unanswered","Unanswered","Unanswered",,"54","4/6/2020","FirstBank","CO - 02",
"b $2-5 million","NEW MARKETING CONCEPTS, INC.","5330 Fox St","DENVER","CO","80216","424210","Corporation","White","Male Owned","Non-Veteran",,"365","4/13/2020","KeyBank National Association","CO - 01",
"b $2-5 million","NEXTWORLD LLC","7979 E TUFTS AVE","DENVER","CO","80237","519130","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"133","4/8/2020","FirstBank","CO - 01",
"b $2-5 million","NORRIS DESIGN INC","1101 BANNOCK ST","DENVER","CO","80204","541310","Corporation","Unanswered","Unanswered","Unanswered",,"142","4/7/2020","FirstBank","CO - 01",
"b $2-5 million","NORTHERN COLORADO ANESTHESIA PROFESSIONALS, PLLC","3702 AUTOMATION WAY STE 103","FORT COLLINS","CO","80525","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"108","4/13/2020","BOKF, National Association","CO - 02",
"b $2-5 million","O'MEARA FORD CENTER, INC.","400 W. 104th Avenue","NORTHGLENN","CO","80234","441110","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/7/2020","UMB Bank, National Association","CO - 02",
"b $2-5 million","OB/GYN AFFILIATES LLC","1745 SHEA CENTER DR","HIGHLANDS RANCH","CO","80129","621111","Limited  Liability Company(LLC)","Asian","Female Owned","Non-Veteran",,"253","4/8/2020","The MINT National Bank","CO - 06",
"b $2-5 million","OBLONG, INC","25587 Conifer Road, #105-231","CONIFER","CO","80433","541511","Corporation","Unanswered","Unanswered","Unanswered",,"132","4/10/2020","MidFirst Bank","CO - 02",
"b $2-5 million","OCC MSO, LLC","8101 E Lowry Blvd, Suite 120","DENVER","CO","80230","622110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"384","4/8/2020","BOKF, National Association","CO - 01",
"b $2-5 million","OMNI INTERLOCKEN COMPANY, LLC","500 INTERLOCKEN BLVD","BROOMFIELD","CO","80021","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"285","4/13/2020","Origin Bank","CO - 02",
"b $2-5 million","ONPOINT MEDICAL GROUP, LLC","1805 Shea Center Dr STE 301","HIGHLANDS RANCH","CO","80129","621493","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"241","4/11/2020","BOKF, National Association","CO - 06",
"b $2-5 million","OPTIMA 777, LLC","1575 WELTON ST Ste 300","DENVER","CO","80202","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"240","4/8/2020","FirstBank","CO - 01",
"b $2-5 million","OPTIMAL HOME CARE INC.","4380 S SYRACUSE ST STE 600","DENVER","CO","80237","621610","Corporation","Unanswered","Male Owned","Non-Veteran",,"181","5/1/2020","JPMorgan Chase Bank, National Association","CO - 01",
"b $2-5 million","ORALABS, INC.","18685 E PLAZA DRIVE","PARKER","CO","80134","325611","Subchapter S Corporation","White","Unanswered","Unanswered",,"300","4/14/2020","KeyBank National Association","CO - 04",
"b $2-5 million","ORTHOPEDIC CENTERS OF COLORADO, LLC","8101 LOWRY BLVD","DENVER","CO","80230","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"249","4/15/2020","BOKF, National Association","CO - 01",
"b $2-5 million","OSF INVESTMENTS, INC","1133 S PLATTE RIVER DR","DENVER","CO","80223","442210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"190","4/14/2020","U.S. Bank, National Association","CO - 01",
"b $2-5 million","OZ ARCHITECTURE INC","3003 LARIMER ST","DENVER","CO","80205","541310","Corporation","Unanswered","Unanswered","Unanswered",,"150","4/9/2020","InBank","CO - 01",
"b $2-5 million","PALO ALTO, INC.","924 W COLFAX AVE","DENVER","CO","80204","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","4/9/2020","Solera National Bank","CO - 01",
"b $2-5 million","PANORAMA ORTHOPEDICS AND SPICE CENTER, P.C.","660 GOLDEN RIDGE RD #250","GOLDEN","CO","80401","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"232","4/6/2020","BOKF, National Association","CO - 02",
"b $2-5 million","PARAGON 28 INC","14445 Grasslands Drive","ENGLEWOOD","CO","80112","423450","Corporation","Unanswered","Unanswered","Unanswered",,"200","4/5/2020","Zions Bank, A Division of","CO - 04",
"b $2-5 million","PARK HOSPITAL DISTRICT","555 PROSPECT AVE","ESTES PARK","CO","80517","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","350","4/15/2020","Bank of Colorado","CO - 02",
"b $2-5 million","PARKER PERSONAL CARE HOMES INC","1597 COLE BLVD","LAKEWOOD","CO","80401","624120","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"393","4/27/2020","ANB Bank","CO - 02",
"b $2-5 million","PAYTECH INC.","7979 TUFTS AVE E","DENVER","CO","80237","541214","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"156","5/3/2020","U.S. Bank, National Association","CO - 01",
"b $2-5 million","PEERLESS TYRE CO.","5000 Kingston Street 0.0","DENVER","CO","80239","441320","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"235","4/9/2020","JPMorgan Chase Bank, National Association","CO - 01",
"b $2-5 million","PHASE II COMPANY, INC","216 HEMLOCK ST","FORT COLLINS","CO","80524","238310","Corporation","Unanswered","Unanswered","Unanswered",,,"4/13/2020","First National Bank of Omaha","CO - 02",
"b $2-5 million","PHIL LONG FORD LLC","1212 Motor City Drive","COLORADO SPRINGS","CO","80905","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/5/2020","UMB Bank, National Association","CO - 05",
"b $2-5 million","PHIL LONG FORD OF DENVER, LLC","7887 W Tufts Ave","LITTLETON","CO","80123","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/13/2020","UMB Bank, National Association","CO - 01",
"b $2-5 million","PHM BRANDS, LLC","730 17th Street Suite 600","DENVER","CO","80202","311211","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"214","4/11/2020","The Bank of Burlington","CO - 01",
"b $2-5 million","PHYSICIAN HEALTH PARNTERS LLC","1125  17TH ST STE 1000","DENVER","CO","80202","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"253","4/7/2020","ANB Bank","CO - 01",
"b $2-5 million","PINKARD CONSTRUCTION CO.","9195 West 6th Avenue","DENVER","CO","80215","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"120","4/10/2020","Zions Bank, A Division of","CO - 07",
