"entityid","registranttypeabbr","name","fein","filingtype","documentid","amendmententityid","externalfilingfromnccs","externalfilingtype","actualfinancialsprovided","principaladdress","principalcity","principalstate","principalzipcode","principalzipcode4","residentialcounty","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","phone","fax","website","authorizedofficername","authorizedofficersigneddate","cfoname","cfosigneddate","registrationapproveddate","paymentprocesseddate","nextrenewalregistrationdate","fiscalyearstartdate","fiscalyearenddate","nteecode1","nteecode2","nteecode3","taxexemptstatus","taxexemptcode","irsexemptiondate","taxdeductible","extensionfiled","consolidatedregistrationstatement","fiscalyearbeginning","fiscalyearending","newcharity","outsideprofessionalfundraiserfees","totalcontributionsraisedpreviousyear","totalfundraisingexpensespreviousyear","totalmanagementgeneralexpensespreviousyear","expensesdividedbycontributions","totalexpensesplusmanagementgeneraldividedbycontributions","relatedorganizations","relatedtootherorganization","relatedorganizationtaxexempt","solicitednontaxdeductiblegifts","statedgiftnottaxdeductible","revenuefromcontibutions","revenuefromgovernment","programservicerevenue","revenuefrominvestments","revenuefromspecialevents","revenuefromsales","revenueother","revenuetotal","expensesfromprogramservices","expensesfromadministrativeother","expensesfundraising","expensesaffiliates","expensesother","expensesothercomment","expensestotal","endofyearassests","endofyeartotalliabilities","endofyearassestsminusliabilities","unrestrictedassests","temporarilyrestrictedassets","permanentlyrestrictedassets","publicbenefitcorporation","pbcrecordingmethod","pbcpromotedbenefit","pbcissuesstockshares","pbcstocksharesavailable","pbcbenefitreportsent","pbcannualbenefitreport","conflictofinterest","conflictofinterestaffirmation","legalbusinessformation","currentstatus","statusdate","principaladdress2","principalprovince","principalcountry","mailingaddress2","mailingprovince","mailingcountry","placeformed","dateformed","expirationdate","programserviceratio"
"20033011534","CO","MATHEMATICAL ASSOCIATION OF AMERICA, INC.","160743079","RENEWAL","20043007512","20033011534",,,"false","1529 18TH STREET NW","Washington","DC","20036",,"USA",,,,,,"2023875200",,"www.maa.org","Tina H. Straley","2004-08-27T00:00:00.000",,,"2004-08-27T00:00:00.000","2004-08-27T00:00:00.000","2005-05-15T00:00:00.000","01-01","12-31","ARTS,CULTURE & HUMANITIES","EDUCATION","SCIENCE & TECHNOLOGY RESEARCH","true","501(C)(3)",,"true","true","false","2003-01-01T00:00:00.000","2003-12-31T00:00:00.000",,"0","3136506","126002","1479186",,,,"false","false","false","false","1390427","1746079","2590303","344695","0","928682","0","9296760","6810561","1479186","126002","0","0",,"8415749","13212221","3600222","9611999","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"IL","19200908","11/15/22","0.80926"
"20023003416","CO","ROCKY MOUNTAIN LIONS EYE BANK","840890204","RENEWAL","20073004543","20063004374",,,"false","1675 NORTH URSULA STREET, ROOM EI2049","Aurora","CO","80010",,"ADAMS","P.O. BOX 6026","AURORA","CO","80045",,"7208483937","7208483938","www.corneas.org","Robert Austin","2007-05-08T00:00:00.000",,,"2007-05-09T00:00:00.000","2007-05-08T00:00:00.000","2007-11-15T00:00:00.000","07-01","06-30","DISEASES,DISORDERS,& MEDICAL DISCIPLINES","HEALTH","MEDICAL RESEARCH","true","501(C)(3)",,"true","true","false","2005-07-01T00:00:00.000","2006-06-30T00:00:00.000",,"0","45556","0","220074","0","0","LIONS CLUBS INTERNATIONAL","true","true","false","false","45556","0","2581894","42131","0","0","0","2669581","2308870","220074","0","0","0",,"2528944","2668471","243772","2424699","2256913","34726","133060","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19820810","02/15/23","0.91298"
"20173033686","CO","THE LIVING WATERS COMMUNITY CHURCH","814100586","RENEWAL","20213020364","20203024850",,,"true","1300 N PENNSYLVANIA ST","Denver","CO","80203",,"DENVER",,,,,,"3122177558",,,"Jessica Abell","2021-08-02T00:00:00.000",,,"2021-08-04T00:00:00.000","2021-08-02T00:00:00.000","2022-05-15T00:00:00.000","01-01","12-31","RELIGION,SPIRITUAL DEVELOPMENT",,,"true","501(C)(3)",,"true","false","false","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000",,"0","5190","0","0",,,,"false","false","false","false","5190","0","0","0","0","0","0","5190","5500","0","0","0","0",,"5500","0","0","0","0","0","0","false",,,,,,,,,"CHURCH","GOOD",,"UNIT 212",,"UNITED STATES",,,,"CO","20161001","08/15/23","1"
"20053000928","CO","POUDRE FIRE AUTHORITY FIRE FIGHTERS  IAFF LOCAL 1945","237082518","RENEWAL","20143014095","20133014008",,,"true","102 REMINGTON","Fort Collins","CO","80524",,"LARIMER","P.O. BOX 1754","FORT COLLINS","CO","80522",,"9702318236",,"www.iaff1945.org","Brian Richardson","2014-04-26T00:00:00.000",,,"2014-05-01T00:00:00.000","2014-04-26T00:00:00.000","2015-05-15T00:00:00.000","01-01","12-31","MUTUAL,MEMBERSHIP BENEFIT","PUBLIC SAFETY,DISASTER PREPAREDNESS,& RELIEF",,"true","501(C)(5)",,"true","false","false","2013-01-01T00:00:00.000","2013-12-31T00:00:00.000",,"0","0","0","16400",,,"INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS","true","true","false","false","0","0","0","125","0","1317","0","104163","110410","16400","0","0","0",,"126810","197834","845","196989","0","0","0","false",,,,,,,,,"LABOR UNION","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19700304","08/15/23","0.87067"
"20163000904","CO","UNITED MISSION FOR RELIEF AND DEVELOPMENT - UMR","273175543","RENEWAL","20203026318","20193025882",,,"true","1990 K STREET, NW, SUITE 425","Washington","DC","20006",,"DISTRICT OF COLUMBIA","1959 PALOMAR OAKS WAY, SUITE 300","CARLSBAD","CA","92011",,"8338448464","2025176398","umrelief.org","Abed Ayoub","2020-09-28T00:00:00.000",,,"2020-09-29T00:00:00.000","2020-09-28T00:00:00.000","2021-05-15T00:00:00.000","01-01","12-31","HUMAN SERVICES","UNKNOWN",,"true","501(C)(3)","2005-04-11T00:00:00.000","true","true","false","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,"0","17744493","27192","958247",,,,"false","false","false","false","17744493","0","0","0","0","0","0","17744493","18560398","958247","27192","0","0",,"19545837","243428","313024","-69596","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","VA","20100723","11/15/22","0.94958"
"20053003414","CO","PLATTE CANYON LITTLE LEAGUE, INC","841461845","RENEWAL","20053005374","20053003414",,,"false","1749 CR72","Bailey","CO","80421",,"PARK","PO BOX 1738","BAILEY","CO","80421",,"7202606214","3038164856",,"Jo Ann C Apostol","2005-06-21T00:00:00.000",,,"2005-06-22T00:00:00.000","2005-06-21T00:00:00.000","2006-06-15T00:00:00.000","02-01","01-31","RECREATION,SPORTS","YOUTH DEVELOPMENT",,"true","501(C)(3)",,"true","false","false","2004-02-01T00:00:00.000","2005-01-31T00:00:00.000",,"0","15840","0","4265",,,"NATIONAL LITTLE LEAGUE","true","true","false","false","15840","0","22732","215","8632","0","15255","47419","16407","4265","0","3328","15255","ADVERTISING, BANK CHARGES LICESES, PERMITS,OFFICE SUPPLIES, TELEPHONE, UTILITIES","39255","50651","0","50651","0","0","0","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,,,"UNITED STATES",,,"UNITED STATES","CO","20000101","08/15/15","0.41796"
"20083008775","CO","VALLEY ASSISTED LIVING, INC","841315157","INITIAL REGISTRATION","20083008775",,,,"true","30 MAIN","Silver Cliff","CO","81252",,"CUSTER","PO BOX 373","WESTCLIFFE","CO","81252",,"7197834401",,,"Maryanne Hammond","2009-05-08T00:00:00.000",,,"2009-05-08T00:00:00.000","2008-08-06T00:00:00.000","2009-05-15T00:00:00.000","01-01","12-31","HEALTH","HOUSING,SHELTER","HUMAN SERVICES","true","501(C)(3)",,"true","false","false","2007-01-01T00:00:00.000","2007-12-31T00:00:00.000",,"0","29179","0","32420",,,,"false","false","false","false","29179","0","339534","13","0","0","0","368726","327987","32420","0","0","0",,"360407","1016419","871688","144731","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19950414","08/15/23","0.91005"
"20033002377","CO","LONGS PEAK COUNCIL, INC., BOY SCOUTS OF AMERICA","840253710","RENEWAL","20083001626","20063003857",,,"false","2215 23RD AVE.","Greeley","CO","80634",,"WELD","P.O. BOX 1166","GREELEY","CO","80632116",,"9703306305","9703307961","www.longspeakbsa.org","J. Reed Brannon","2008-02-13T00:00:00.000",,,"2008-02-14T00:00:00.000","2008-02-13T00:00:00.000","2008-05-15T00:00:00.000","01-01","12-31","RECREATION,SPORTS",,,"true","501(C)(3)",,"true","false","false","2006-01-01T00:00:00.000","2006-12-31T00:00:00.000",,"0","1412376","303143","67367",,,,"false","false","false","false","1412376","0","900812","259156","527726","136425","0","3251133","2997724","67367","303143","41747","0",,"3409981","5797330","563194","5234136","3332614","621899","1279623","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19240101","11/15/22","0.8791"
"20033009666","CO","THE DICTIONARY PROJECT","571029802","RENEWAL","20163016455","20153017201",,,"true","581 FLANNERY PLACE","Mt. Pleasant","SC","29466",,"CHARLESTON","PO BOX 1845","CHARLESTON","SC","29402",,"8438562706","62","www.dictionaryproject.org","Kathy J. Jones","2016-05-12T00:00:00.000",,,"2016-05-13T00:00:00.000","2016-05-12T00:00:00.000","2017-05-15T00:00:00.000","01-01","12-31","EDUCATION",,,"true","501(C)(3)",,"true","false","false","2015-01-01T00:00:00.000","2015-12-31T00:00:00.000",,"0","4740917","46170","146127",,,,"false","false","false","false","4740917","0","0","0","0","0","0","4744065","4493191","146127","46170","0","0",,"4685488","741078","181185","559893","559893","0","0","false",,,,,,,,,"NON-PROFIT ASSOCIATION","GOOD",,,,"UNITED STATES",,,"UNITED STATES","SC","19960101","08/15/23","0.95896"
"20213005456","CO","NOSTRUM NON-PROFIT","814444312","INITIAL REGISTRATION","20213005456",,,,"true","3570 EAST 12TH AVE","Denver","CO","80206",,"DENVER",,,,,,"7203618799",,,"Katherine Ferrara","2021-02-23T00:00:00.000",,,"2021-02-24T00:00:00.000","2021-02-23T00:00:00.000","2022-05-15T00:00:00.000","01-01","12-31","HUMAN SERVICES","MENTAL HEALTH,CRISIS INTERVENTION",,"true","501(C)(3)",,"true","false","false","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000",,"0","0","0","0",,,,"false","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,"107",,"UNITED STATES",,,,"CO","20161117","08/15/22",
"20043010277","CO","COLORADO WOMEN'S BAR ASSOCIATION FOUNDATION","742510850","RENEWAL","20133000104","20113042125",,,"true","6870 W 52ND AVE STE 125","Arvada","CO","80002",,"JEFFERSON",,,,,,"3038311040","3035393994","www.cwba.org","Mary K Holversott","2013-01-07T00:00:00.000",,,"2013-01-07T00:00:00.000","2013-01-03T00:00:00.000","2013-12-15T00:00:00.000","08-01","07-31","CIVIL RIGHTS,SOCIAL ACTION,& ADVOCACY","EDUCATION",,"true","501(C)(3)",,"true","false","false","2011-08-01T00:00:00.000","2012-07-31T00:00:00.000",,"0","1730","0","21034",,,,"false","false","false","false","1730","0","2725","54","17028","0","0","21537","25522","21034","0","0","0",,"46556","66418","33150","33268","33268","0","0","false",,,,,,,,,"NONPROFIT","GOOD",,,,"UNITED STATES",,,,"CO","19880812","03/15/23","0.5482"
"20033001935","CO","URBAN SERVANT CORPS","841268587","RENEWAL","20123043492","20113041944",,,"true","1660 OGDEN ST.","Denver","CO","80218",,"DENVER",,,,,,"3038940076","3038940129","www.urbanservantcorps.org","Krista Ullestad","2012-12-10T00:00:00.000",,,"2012-12-11T00:00:00.000","2012-12-10T00:00:00.000","2013-12-15T00:00:00.000","08-01","07-31","CIVIL RIGHTS,SOCIAL ACTION,& ADVOCACY","HUMAN SERVICES","RELIGION,SPIRITUAL DEVELOPMENT","true","501(C)(3)",,"true","false","false","2011-08-01T00:00:00.000","2012-07-31T00:00:00.000",,"0","253670","0","27165",,,,"false","false","false","false","253670","0","0","0","0","0","0","253670","199211","27165","0","0","0",,"226376","390684","390684","0","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","19920610","03/15/23","0.88"
"20113008703","CO","MESSAGE OF LIFE MINISTRIES","202635067","RENEWAL","20123009472","20113008703",,,"true","230 COOLIDGE COURT","Bennett","CO","80103",,"ARAPAHOE",,,,,,"7146424465",,"www.mol316.com","Wesley F Curtis","2012-03-26T00:00:00.000",,,"2012-03-26T00:00:00.000","2012-03-26T00:00:00.000","2013-05-15T00:00:00.000","01-01","12-31","RELIGION,SPIRITUAL DEVELOPMENT",,,"true","501(C)(3)","2004-07-05T00:00:00.000","false","false","false","2011-01-01T00:00:00.000","2011-12-31T00:00:00.000",,"0","62824","0","18865",,,,"false","false","false","false","62824","0","6029","15175","0","0","0","84028","75775","18865","0","0","0",,"94640","328943","1300","327643","327643","0","0","false",,,,,,,,,"Corporation","WITHDRAWN",,,,"UNITED STATES",,,,"CA","20050407",,"0.80067"
"20163024660","CO","RADIUS INTERNATIONAL","274638772","RENEWAL","20183015191","20173020850",,,"true","2610 GALVESTON STREET","San Diego","CA","92110",,"SAN DIEGO","PO BOX 530279","SAN DIEGO","CA","92153",,"6198746855",,"radiusinternational.org/","Brooks Buser","2018-05-10T00:00:00.000",,,"2018-05-11T00:00:00.000","2018-05-10T00:00:00.000","2019-05-15T00:00:00.000","01-01","12-31","RELIGION,SPIRITUAL DEVELOPMENT",,,"true","501(C)(3)",,"true","false","false","2017-01-01T00:00:00.000","2017-12-31T00:00:00.000",,"0","1776503","60457","161170",,,,"false","false","true","true","1776503","0","338100","2878","0","0","0","2160794","434347","161170","60457","0","0",,"655974","3195181","66606","3128575","2404750","723825","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CA","20101223","02/15/23","0.66214"
"20223009671","CO","FBI DENVER CITIZENS ACADEMY ALUMNI ASSOCIATION, INC","261300757","RENEWAL","20223010900","20223010586",,,"true","200 FILLMORE ST., STE 400","Denver","CO","80206",,"DENVER","5160 PRESERVE PKWY N","GREENWOOD VILLAGE","CO","80121",,"3037981707",,,"Philip E Doty","2022-05-02T00:00:00.000",,,"2022-05-03T00:00:00.000","2022-05-02T00:00:00.000","2023-05-15T00:00:00.000","01-01","12-31","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","PUBLIC SAFETY,DISASTER PREPAREDNESS,& RELIEF","PUBLIC,SOCIETY BENEFIT","true","501(C)(3)",,"true","false","false","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000",,"0","7696","0","6104",,,"FBI NATIONAL CITIZENS ACADEMY ALUMNI ASSOCIATION, INC","true","false","false","false","7696","0","0","0","1955","2296","0","12382","16779","6104","0","0","0",,"22883","49155","0","49155","49155","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","20071025","08/15/23","0.73325"
"20023003117","CO","BOYS & GIRLS CLUBS OF METRO DENVER FOUNDATION","742275383","RENEWAL","20093004753","20083005866",,,"true","2017 WEST 9TH AVENUE","Denver","CO","80204",,"DENVER",,,,,,"3038929200","3038929210",,"Will F Nicholson Jr.","2009-05-14T00:00:00.000",,,"2009-05-18T00:00:00.000","2009-05-14T00:00:00.000","2010-05-15T00:00:00.000","01-01","12-31","EDUCATION","YOUTH DEVELOPMENT",,"true","501(C)(3)",,"true","false","false","2008-01-01T00:00:00.000","2008-12-31T00:00:00.000",,"0","46786","0","11789",,,"BOYS & GIRLS CLUBS OF METRO DENVER","true","true","false","false","46786","0","0","-2093331","0","0","0","-2046545","350000","11789","0","0","0",,"361789","9357703","3035039","6322664","4385359","0","1937305","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,,,"UNITED STATES",,,,"CO","19830901","08/15/21","0.96741"
"20033007026","CO","CREATIVE HEALING & PERFORMANCE ARTS COOPERATIVE.","510425033","RENEWAL","20083001834","20073012514",,,"false","1840 55TH ST","Boulder","CO","80301",,"BOULDER","PO BOX 18174","BOULDER","CO","80308",,"7202736566",,,"Dee Marie","2008-02-19T00:00:00.000",,,"2008-02-21T00:00:00.000","2008-02-19T00:00:00.000","2007-05-15T00:00:00.000","01-01","12-31","ARTS,CULTURE & HUMANITIES","EDUCATION","YOUTH DEVELOPMENT","true","501(C)(3)",,"true","false","false","2005-01-01T00:00:00.000","2005-12-31T00:00:00.000",,"0","0","0","0",,,,"false","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","20020920","08/15/23",
"20093011644","CO","WILDLANDS RESTORATION VOLUNTEERS","460505155","RENEWAL","20223019864","20213023477",,,"true","2100 COLLYER ST","Longmont","CO","80501",,"BOULDER",,,,,,"3035431411","3034491456","www.wlrv.org","Kelly Mcverry","2022-07-26T00:00:00.000",,,"2022-07-27T00:00:00.000","2022-07-26T00:00:00.000","2022-07-15T00:00:00.000","01-01","02-28","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","ENVIRONMENT QUALITY,PROTECTION & BEAUTIFICATION","YOUTH DEVELOPMENT","true","501(C)(3)",,"true","false","false","2021-01-01T00:00:00.000","2021-02-28T00:00:00.000",,"0","43100","19100","21727",,,,"false","false","false","false","43100","0","2000","456","0","0","0","48307","127041","21727","19100","0","0",,"167868","2177117","1184242","992875","859536","133339","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","20021023","10/15/23","0.75679"
"20043006975","CO","THE CHRISTIAN COMMUNITY FOUNDATION, INC. DBA WATERSTONE","751750059","RENEWAL","20173031933","20163038847",,,"true","10807 NEW ALLEGIANCE DR., STE. 240","Colorado Springs","CO","80921",,"EL PASO",,,,,,"7194474620","7194474700","www.waterstone.org","Ruthann Witkop","2017-10-10T00:00:00.000",,,"2017-10-18T00:00:00.000","2017-10-10T00:00:00.000","2018-08-15T00:00:00.000","04-01","03-31","PHILANTHROPY,VOLUNTARISM,& GRANTMAKING","RELIGION,SPIRITUAL DEVELOPMENT",,"true","501(C)(3)",,"true","false","false","2016-04-01T00:00:00.000","2017-03-31T00:00:00.000",,"0","40942052","0","3486590",,,"WATERSTONE SUPPORT FDN","true","true","false","false","40942052","0","0","15984210","0","0","0","56926262","435911750","3486590","0","0","0",,"439398340","194782947","0","194782947","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"TX","19801208","11/15/22","0.99207"
"20043008110","CO","NATIONAL ORGANIZATION FOR WOMEN, FOUNDATION","521477004","RENEWAL","20093001410","20073012470",,,"true","1100 H STREET, NW, 3RD FLOOR","Washington","DC","20005",,,,,,,,"2026288669","2027858576","www.nowfoundation.org","Rebecca Trinite","2009-02-05T00:00:00.000",,,"2009-02-05T00:00:00.000","2009-02-05T00:00:00.000","2009-05-15T00:00:00.000","01-01","12-31","CIVIL RIGHTS,SOCIAL ACTION,& ADVOCACY","EDUCATION","PUBLIC,SOCIETY BENEFIT","true","501(C)(3)",,"true","true","false","2007-01-01T00:00:00.000","2007-12-31T00:00:00.000",,"0","738275","26510","19201",,,"NATIONAL ORGANIZATION FOR WOMEN","true","true","false","false","738275","0","0","29214","0","0","0","770517","848934","19201","26510","0","0",,"894645","1649892","22642","1627250","1342750","280000","4500","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"DC","19860725","11/15/22","0.94891"
"20163026730","CO","THE MEDICAL FOUNDATION OF NORTH CAROLINA, INC","566057494","RENEWAL","20183009559","20173001783",,,"true","880 MLK JR. BLVD","Chapel Hill","NC","27514",,"ORANGE","C/O JASON BLOCK","CHAPEL HILL","NC","27599",,"9199627989",,,"Jason Block","2018-04-05T00:00:00.000",,,"2018-04-11T00:00:00.000","2018-04-05T00:00:00.000","2018-11-15T00:00:00.000","07-01","06-30","EDUCATION",,,"true","501(C)(3)","2003-07-12T00:00:00.000","true","true","false","2016-07-01T00:00:00.000","2017-06-30T00:00:00.000",,"273695","24085509","2224392","1989370",,,,"false","false","false","false","24085509","0","321487","3539066","0","0","0","29228729","21944963","1989370","2224392","0","0",,"26158725","316508243","939312","315568931","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES","CB 3350",,"UNITED STATES","NC","19490101","02/15/23","0.83892"
"20043011241","CO","UNITED SPINAL ASSOCIATION, INC.","135612621","RENEWAL","20213016428","20203022824",,,"true","120-34 QUEENS BLVD., SUITE 320","Kew Gardens","NY","11415",,"QUEENS","C/O PERLMAN & PERLMAN, LLP.","MESA","AZ","85202",,"7188033782","7188030414","www.unitedspinal.org","Abby Ross","2021-06-22T00:00:00.000",,,"2021-06-23T00:00:00.000","2021-06-22T00:00:00.000","2021-11-15T00:00:00.000","07-01","06-30","CIVIL RIGHTS,SOCIAL ACTION,& ADVOCACY","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","DISEASES,DISORDERS,& MEDICAL DISCIPLINES","true","501(C)(3)",,"true","false","false","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000",,"0","6159255","1217451","1706057",,,"VETSFIRST, INC.","true","false","false","false","5481547","677708","2731239","65782","0","0","0","9064965","5700205","1706057","1217451","0","0",,"8623713","7738488","1023480","6715008","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES","1855 W  BASELINE RD. SUITE 250",,,"NY","19470423","02/15/23","0.66099"
"20123033024","CO","THE CYCLE EFFECT","460961369","AMENDMENT","20133026942","20123033024",,,"true","35 STONEGATE CIRCLE","Edwards","CO","81632",,"EAGLE",,,,,,"9703312335",,"thecycleeffect.org","Brett Donelson","2013-09-10T00:00:00.000",,,"2013-09-10T00:00:00.000","2013-08-16T00:00:00.000","2014-05-15T00:00:00.000","08-11","12-31","YOUTH DEVELOPMENT",,,"true","501(C)(3)",,"true","false","false","2012-08-11T00:00:00.000","2012-12-31T00:00:00.000",,"0","0","0","0",,,,"false","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","20120811","11/15/22",
"20163007700","CO","WOMEN IN CABLE TELECOMMUNICATIONS, INC.","363539302","RENEWAL","20183034094","20173028741",,,"true","2000 K STREET NW, SUITE 350","Washington","DC","20006",,"DISTRICT OF COLUMBIA",,,,,,"2028274794","2024505596",,"Rebecca C/o Walker","2018-11-01T00:00:00.000",,,"2018-11-06T00:00:00.000","2018-11-01T00:00:00.000","2019-05-15T00:00:00.000","01-01","12-31","UNKNOWN",,,"true","501(C)(3)","2007-01-10T00:00:00.000","true","true","true","2017-01-01T00:00:00.000","2017-12-31T00:00:00.000",,"0","364106","433232","1585861",,,,"false","false","false","false","364106","0","5223596","463554","487585","0","0","6539691","3897935","1585861","433232","0","0",,"5917028","12018835","1738207","10280628","0","0","0","false",,,,,,,,,"Corporation","WITHDRAWN",,,,"UNITED STATES",,,,"IL","19881230",,"0.65877"
"20183000074","CO","HEARING INTERNATIONAL","383083047","RENEWAL","20223006523","20213006056",,,"true","12631 E 17TH AVE","Denver","CO","80045",,"ADAMS",,,,,,"3037241960","3037241961","hearinginternational.org","Herman Arthur Jenkins","2022-03-11T00:00:00.000",,,"2022-03-14T00:00:00.000","2022-03-11T00:00:00.000","2023-03-15T00:00:00.000","11-01","10-31","DISEASES,DISORDERS,& MEDICAL DISCIPLINES","EDUCATION","HEALTH","true","501(C)(3)",,"true","false","false","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000",,"0","0","0","0",,,,"false","false","false","false","0","0","0","0","2372","0","0","2372","241","0","0","0","0",,"241","32363.79","0","32363.79","0","0","0","false",,,,,,,,,"PUBLIC CHARITY","GOOD",,"B205",,"UNITED STATES",,,,"MI","19970716","06/15/23","1"
"20163019537","CO","BERTHOUD  LIONS CLUB","846044486","RENEWAL","20183002183","20163023639",,,"true","600 3RD STREET","Berthoud","CO","80513",,"LARIMER","P. O. BOX 334","BERTHOUD","CO","80513",,"9702187582",,,"Ken C Schwols","2018-01-19T00:00:00.000",,,"2018-01-26T00:00:00.000","2018-01-19T00:00:00.000","2018-11-15T00:00:00.000","07-01","06-30","EDUCATION","ENVIRONMENT QUALITY,PROTECTION & BEAUTIFICATION","HUMAN SERVICES","true","501(C)(3)",,"true","false","false","2016-07-01T00:00:00.000","2017-06-30T00:00:00.000",,"0","3500","0","0",,,"LIONS CLUBS INTERNATIONAL","true","true","true","true","3500","0","0","0","0","0","0","3500","3500","0","0","0","0",,"3500","0","0","0","0","0","0","false",,,,,,,,,"Corporation","GOOD",,"P O BOX 334",,"UNITED STATES",,,"UNITED STATES","CO","19741105","02/15/23","1"
"20083004506","CO","DOLORES COUNTY HEALTH ASSOCIATION","840674759","RENEWAL","20153042430","20143032351",,,"true","495 W. 4TH STREET","Dove Creek","CO","81324",,"DOLORES","P.O. BOX 576","DOVE CREEK","CO","81324",,"9706772291","9706772540",,"Dianne L. Smith","2015-12-07T00:00:00.000",,,"2015-12-09T00:00:00.000","2015-12-07T00:00:00.000","2016-10-15T00:00:00.000","06-01","05-31","HEALTH",,,"true","501(C)(3)",,"true","false","false","2014-06-01T00:00:00.000","2015-05-31T00:00:00.000",,"0","956051","0","293020",,,,"false","false","false","false","322724","633327","765926","888","0","0","0","1726740","1248964","293020","0","0","0",,"1541984","2036629","126892","1909737","0","0","0","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,,,"UNITED STATES",,,"UNITED STATES","CO","19730709","01/15/21","0.80997"
"20023003302","CO","DENVER YOUTH PROGRAM DBA METRO DENVER PARTNERS","742486208","RENEWAL","20193004147","20183011456",,,"true","1625 E 35TH AVE","Denver","CO","80205",,"DENVER",,,,,,"3037777000","3037770150","www.metrodenverpartners.org","Mary Ann Burdick","2019-02-04T00:00:00.000",,,"2019-02-04T00:00:00.000","2019-02-04T00:00:00.000","2019-11-15T00:00:00.000","07-01","06-30","EDUCATION","HUMAN SERVICES","YOUTH DEVELOPMENT","true","501(C)(3)",,"true","false","false","2017-07-01T00:00:00.000","2018-06-30T00:00:00.000",,"0","1206209","14238","79651","0","0",,"false","false","false","false","769452","436757","0","23850","84056","0","0","1352627","749637","79651","14238","0","0",,"843526","371547","175181","196366","57888","34464","104014","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","19680801","02/15/23","0.88869"
"20083005096","CO","WET MOUNTAIN VALLEY COMMUNITY FOUNDATION, INC.","841516244","RENEWAL","20223015535","20213031845",,,"true","302 MAIN STREET","Westcliffe","CO","81252",,"CUSTER","PO BOX 718","WESTCLIFFE","CO","81252",,"7197832865","8777619393","www.wmvcf.org","Victor Barnes","2022-06-02T00:00:00.000",,,"2022-06-03T00:00:00.000","2022-06-02T00:00:00.000","2023-05-15T00:00:00.000","01-01","12-31","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","PHILANTHROPY,VOLUNTARISM,& GRANTMAKING","PUBLIC,SOCIETY BENEFIT","true","501(C)(3)",,"true","false","false","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000",,"0","489581","0","17561",,,,"false","false","false","false","489581","0","136783","135835","0","0","0","762199","512113","17561","0","0","0",,"529674","1794176","5765","1788411","1286457","501954","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19990930","08/15/23","0.96685"
