DAMID,Dam Name,DIV,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UMT y,Location Accuracy,Latdecdeg,Longdecdeg,Primary Name,Primary Contact,Project Type,Received,Rejected,Approved,COMPANY,Status,Days Under SEO Review,More Information,Location
200138,RITO HONDO,3,20,HINSDALE,N,42.0 N,3.0 W,22,NE,SE,308698.8,4195995.8,GPS,37.891398,-107.175569,"COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)",MARGARET TAYLOR,MODIFICATION OF AN EXISTING DAM,,,,AECOM,SCOPING MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/200138,"(37.891398, -107.175569)"
100313,KETTLE CREEK,2,10,EL PASO,S,12.0 S,66.0 W,29,SW,SE,516699.8,4313650.4,GPS,38.971672,-104.807228,"U.S. AIR FORCE ACADEMY (FARLEY, MIKE)",MIKE FARLEY,MODIFICATION OF AN EXISTING DAM,06/11/2021,,,"AECOM TECHNICAL SERVICES, INC.",RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),48,https://dwr.state.co.us/Tools/DamSafety/Dams/100313,"(38.971672, -104.807228)"
100429,NON-POTABLE RESERVOIR #1,2,10,EL PASO,S,12.0 S,67.0 W,13,SE,SE,514383.7,4316789.7,GPS,39.000009,-104.833897,"U.S. AIR FORCE ACADEMY (FARLEY, MIKE)",MIKE FARLEY,MODIFICATION OF AN EXISTING DAM,01/28/2014,,04/25/2014,URS CORPORATION,FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),65,https://dwr.state.co.us/Tools/DamSafety/Dams/100429,"(39.000009, -104.833897)"
090109,BOWLES #1,1,9,JEFFERSON,S,5.0 S,69.0 W,13,NW,SE,494312,4385656,GPS,39.620651,-105.066281,JOSEPH BOWLES RESERVOIR CO.,STEVE KOETS,MODIFICATION OF AN EXISTING DAM,09/10/1998,,10/27/1998,W.W. WHEELER AND ASSOCIATES,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),32,https://dwr.state.co.us/Tools/DamSafety/Dams/090109,"(39.620651, -105.066281)"
020614,SENAC,1,2,ARAPAHOE,S,5.0 S,65.0 W,16,NE,SW,528705.3,4385635.7,GPS,39.620009,-104.665574,CITY OF AURORA,MATT ALLSOPP,MODIFICATION OF AN EXISTING DAM,04/27/2015,,07/10/2015,CH2M HILL,SUBSTANTIAL COMPLETION INSPECTION (CONSTRUCTION PHASE),74,https://dwr.state.co.us/Tools/DamSafety/Dams/020614,"(39.620009, -104.665574)"
110106,EVANS GULCH,2,11,LAKE,S,9.0 S,79.0 W,18,SW,SW,390429.8,4346367.1,GPS,39.259725,-106.270008,PARKVILLE WATER DISTRICT (GREG TETER),GREG TETER,REPAIR PROJECT FOR AN EXISTING DAM,08/21/2015,,02/15/2016,WW WHEELER ASSOCIATES,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),29,https://dwr.state.co.us/Tools/DamSafety/Dams/110106,"(39.259725, -106.270008)"
030325,SOUTH GRAY,1,3,LARIMER,S,8.0 N,68.0 W,34,SE,SE,501227,4495842,GPS,40.613403,-104.985505,"LAKE CANAL RESERVOIR COMPANY (HARRIS, ROSANNA)",ROSANNA HARRIS,REPAIR PROJECT FOR AN EXISTING DAM,,,12/03/1982,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/030325,"(40.613403, -104.985505)"
420127,HOGCHUTE,4,42,MESA,S,12.0 S,96.0 W,22,SW,NE,230460.5,4320830.6,GPS,38.995009,-108.112238,"CITY OF GRAND JUNCTION (RITTERBUSH, MARK)",MARK RITTERBUSH,REPAIR PROJECT FOR AN EXISTING DAM,03/17/2021,,06/10/2021,Ayres,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),55,https://dwr.state.co.us/Tools/DamSafety/Dams/420127,"(38.995009, -108.112238)"
100468,SAND CREEK DETENTION BASIN NO. 6,2,10,EL PASO,S,13.0 S,65.0 W,5,SW,SE,526430,4310343,GPS,38.941632,-104.695035,CITY OF COLORADO SPRINGS-ENG. DIVISION,TIM BIOLCHINI,NEW DAM,12/05/2013,,08/25/2014,"M&S CIVIL CONSULTANTS, INC.",FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),154,https://dwr.state.co.us/Tools/DamSafety/Dams/100468,"(38.941632, -104.695035)"
010305,PEACEFUL VALLEY SCOUT RANCH LAKE,1,1,ELBERT,S,10.0 S,64.0 W,14,NW,SE,540738.3,4337011.8,GPS,39.181397,-104.528344,"DENVER AREA COUNCIL BSA (WHITNER, DAVE)",DAVE WHITNER,REPAIR PROJECT FOR AN EXISTING DAM,09/21/2016,,11/05/2019,"GAUTHIERE ENGINEERING, INC.",PLANS APPROVED (DESIGN PHASE),76,https://dwr.state.co.us/Tools/DamSafety/Dams/010305,"(39.181397, -104.528344)"
200101,ALBERTA PARK,3,20,MINERAL,N,37.0 N,2.0 E,10,NW,SW,343873,4148508,GPS,37.470288,-106.765578,"COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)",MARGARET TAYLOR,MODIFICATION OF AN EXISTING DAM,,,,"TETRA TECH, INC.",PRELIMINARY REPORT/PLAN SUBMITTED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/200101,"(37.470288, -106.765578)"
085439,WINDSOR,1,8,DENVER,S,4.0 S,67.0 W,16,SE,NW,509475,4394725,GPS,39.702332,-104.889488,"FAIRMOUNT CEMETERY (ZAVILLA, ANDY)",ANDY ZAVILLA,MODIFICATION OF AN EXISTING DAM,06/05/2018,,,HKS,RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),159,https://dwr.state.co.us/Tools/DamSafety/Dams/085439,"(39.702332, -104.889488)"
440117,D.D. & E. WISE,6,44,RIO BLANCO,S,2.0 N,92.0 W,2,NW,SW,271192.1,4450643.6,GPS,40.175009,-107.687232,"YELLOW JACKET RANCH, LTD (JOINT OWNER) (DAVIDSON, CHARLES)",CHARLES DAVIDSON,REPAIR PROJECT FOR AN EXISTING DAM,08/11/2010,,10/04/2010,"NWCC, INC.",PLANS APPROVED (DESIGN PHASE),54,https://dwr.state.co.us/Tools/DamSafety/Dams/440117,"(40.175009, -107.687232)"
700109,DEBEQUE WATER STATION POND 3,5,,,,,,,,,,,,,,"BLACK HILLS PLATEAU PRODUCTION (HURLBUT, BRETT)",BRETT HURLBUT,NEW DAM,10/06/2014,,04/21/2015,WWC ENGINEERING,PROJECT CANCELLED (DESIGN PHASE),213,https://dwr.state.co.us/Tools/DamSafety/Dams/700109,
360128,WAY,5,36,GRAND,S,1.0 S,81.0 W,23,NE,SE,379149.7,4424676.9,GPS,39.963617,-106.415008,BLUE VALLEY RANCH,BRETT DAVIDSON,MODIFICATION OF AN EXISTING DAM,03/31/2017,,03/19/2020,"W. W. WHEELER AND ASSOCIATES, INC.",PLANS APPROVED (DESIGN PHASE),188,https://dwr.state.co.us/Tools/DamSafety/Dams/360128,"(39.963617, -106.415008)"
030204,HALLIGAN,1,3,LARIMER,S,11.0 N,71.0 W,34,NW,SE,471600,4525405,GPS,40.879234,-105.337083,"CITY OF FORT COLLINS-WATER (DORNFEST, EILEEN)",EILEEN DORNFEST,ENLARGEMENT OF AN EXISTING DAM,,,,,SCOPING MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/030204,"(40.879234, -105.337083)"
470110,BUFFALO,6,47,JACKSON,S,6.0 N,79.0 W,30,NE,SE,390302.5,4479988.2,GPS,40.463334,-106.293907,BUFFALO CREEK LAND & CATTLE COMPANY (JOHN ZIEGMAN),JOHN ZIEGMAN,REPAIR PROJECT FOR AN EXISTING DAM,,,09/01/1955,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/470110,"(40.463334, -106.293907)"
070103,UPPER BEAVER BROOK,1,7,CLEAR CREEK,S,4.0 S,72.0 W,15,SE,SW,462987,4393883,GPS,39.693996,-105.431701,"LOOKOUT MOUNTAIN WATER DISTRICT (SNYDER, DEAN)",DEAN SNYDER,REPAIR PROJECT FOR AN EXISTING DAM,,,06/08/2022,"GEI CONSULTANTS, INC",PLANS APPROVED (DESIGN PHASE),24,https://dwr.state.co.us/Tools/DamSafety/Dams/070103,"(39.693996, -105.431701)"
030327,CACHE LA POUDRE,1,3,LARIMER,S,7.0 N,68.0 W,25,SW,SW,503456,4487791,GPS,40.540867,-104.959199,"CACHE LA POUDRE RESERVOIR CO. (TROWBRIDGE, DALE)",DALE TROWBRIDGE,MODIFICATION OF AN EXISTING DAM,05/19/2022,,08/02/2022,ENGINEERING ANALYTICS,PLANS APPROVED (DESIGN PHASE),75,https://dwr.state.co.us/Tools/DamSafety/Dams/030327,"(40.540867, -104.959199)"
100128,FOUNTAIN VALLEY NO 2,2,10,EL PASO,S,15.0 S,65.0 W,17,NW,NW,526020.6,4288891.6,GPS,38.748339,-104.700566,FOUNTAIN MUTUAL IRRIGATION CO.,C/O GARY STEEN,MODIFICATION OF AN EXISTING DAM,03/13/2017,,03/17/2017,"GMS, INC.",PLANS APPROVED (DESIGN PHASE),3,https://dwr.state.co.us/Tools/DamSafety/Dams/100128,"(38.748339, -104.700566)"
060211,GROSS,1,6,BOULDER,S,1.0 S,71.0 W,21,SW,NW,469342.1,4422084,GPS,39.948336,-105.358902,DENVER BOARD OF WATER COMMISSIONERS,DARREN BRINKER,ENLARGEMENT OF AN EXISTING DAM,03/02/2020,,01/18/2022,STANTEC,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),171,https://dwr.state.co.us/Tools/DamSafety/Dams/060211,"(39.948336, -105.358902)"
440127,Ralph White,6,44,MOFFAT,S,8.0 N,90.0 W,34,NE,NE,291015,4498750,User supplied,40.613172,-107.470418,,,MODIFICATION OF AN EXISTING DAM,07/26/1985,,07/26/1985,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/440127,"(40.613172, -107.470418)"
800102,CHEESMAN,1,80,DOUGLAS,S,10.0 S,70.0 W,6,SW,NW,476353,4339931.3,GPS,39.208333,-105.273901,DENVER BOARD OF WATER COMMISSIONERS,DARREN BRINKER,MODIFICATION OF AN EXISTING DAM,05/21/1971,,05/20/1971,BLACK & VEATCH,DATE ASSIGNED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/800102,"(39.208333, -105.273901)"
020675,HIGHLANDS,1,2,WELD,S,1.0 N,65.0 W,32,NW,NW,525956,4429323,GPS,40.013715,-104.695872,,,NEW DAM,09/04/2020,,,CIVIL RESOURCES,PROJECT CANCELLED (DESIGN PHASE),175,https://dwr.state.co.us/Tools/DamSafety/Dams/020675,"(40.013715, -104.695872)"
470312,BOETTCHER LAKE,6,47,JACKSON,S,10.0 N,81.0 W,20,SE,NE,372718,4520319,GPS,40.824035,-106.50941,"SILVER SPUR LAND AND CATTLE, LLC (COLTON MILLER)",COLTON MILLER,NEW DAM,11/30/2020,,06/30/2021,"NORTH PARK ENGINEERING & CONSULTING, INC.",REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),130,https://dwr.state.co.us/Tools/DamSafety/Dams/470312,"(40.824035, -106.50941)"
420205,GOBBO #3,4,42,MESA,S,14.0 S,101.0 W,6,SW,SE,176806.7,4307876.4,GPS,38.860359,-108.724513,"O'DELL, STEVEN ",STEVEN O'DELL,REPAIR PROJECT FOR AN EXISTING DAM,,,07/22/1988,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/420205,"(38.860359, -108.724513)"
110233,TROUT CREEK,2,11,CHAFFEE,S,14.0 S,78.0 W,26,NW,SW,405573.4,4295791.3,GPS,38.805833,-106.087515,"PAUL MOLTZ,  ",PAUL MOLTZ,ENLARGEMENT OF AN EXISTING DAM,,,,RJH CONSULTANTS INC,RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/110233,"(38.805833, -106.087515)"
070138,GEORGETOWN FOREBAY,1,7,CLEAR CREEK,S,4.0 S,74.0 W,20,NW,SE,440194.8,4393830,GPS,39.692226,-105.697509,"XCEL ENERGY (MARTINEZ, PATRICK)",PATRICK MARTINEZ,MODIFICATION OF AN EXISTING DAM,11/12/2021,,04/18/2022,W.W. WHEELER,FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),62,https://dwr.state.co.us/Tools/DamSafety/Dams/070138,"(39.692226, -105.697509)"
070219,MAPLE GROVE,1,7,JEFFERSON,S,3.0 S,69.0 W,29,SW,SE,488183,4400642,GPS,39.755617,-105.137957,"CONSOLIDATED MUTUAL WATER CO. (ROBERTS, JAROD)",JAROD ROBERTS,REPAIR PROJECT FOR AN EXISTING DAM,,,,"J&T CONSULTANTING, INC.",PRELIMINARY DESIGN REVIEW MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/070219,"(39.755617, -105.137957)"
280109,VOUGA,4,28,SAGUACHE,N,47.0 N,3.0 E,8,NW,NE,354617.1,4246514.3,GPS,38.355003,-106.663902,"VOUGA RESERVOIR ASSOCIATION (STAHELI, RALPH)",RALPH STAHELI,REPAIR PROJECT FOR AN EXISTING DAM,08/07/2020,,04/28/2021,SGM,FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),119,https://dwr.state.co.us/Tools/DamSafety/Dams/280109,"(38.355003, -106.663902)"
640108,PREWITT,1,64,WASHINGTON,S,5.0 N,54.0 W,2,NE,SE,638215.1,4476759.5,GPS,40.430011,-103.370571,"LOGAN IRRIGATION DISTRICT (YAHN, JIM)",JIM YAHN,MODIFICATION OF AN EXISTING DAM,04/29/2021,,06/21/2021,"HARRIS ENGINEERING CONSULTANTS, INC.",PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),53,https://dwr.state.co.us/Tools/DamSafety/Dams/640108,"(40.430011, -103.370571)"
170203,LAKE HENRY,2,17,CROWLEY,S,21.0 S,56.0 W,6,SE,NE,612537.4,4234150.3,GPS,38.248333,-103.713904,"LAKE HENRY RESERVOIR CO. (HUGHES, BRUCE)",BRUCE HUGHES,MODIFICATION OF AN EXISTING DAM,06/15/2017,,06/06/2018,STEFFENS AND ASSOCIATES INC,COMPLETION CERTIFICATION AND TEMPORARY FILL REQUEST (COMPLETION PHASE),226,https://dwr.state.co.us/Tools/DamSafety/Dams/170203,"(38.248333, -103.713904)"
040131,ISH #3 (MAIN DAM),1,4,LARIMER,S,4.0 N,69.0 W,34,SE,SE,491876.4,4456962,GPS,40.26309,-105.095552,THE ISH RESERVOIR COMPANY,"STEVE SHULTZ, PRESIDENT",MODIFICATION OF AN EXISTING DAM,01/05/2022,,04/04/2022,"Tessara Water, Inc",FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),89,https://dwr.state.co.us/Tools/DamSafety/Dams/040131,"(40.26309, -105.095552)"
400108,BARREN,4,40,DELTA,S,12.0 S,94.0 W,6,NW,SW,244643.7,4325285.8,GPS,39.039353,-107.950338,"SURFACE CREEK DITCH & RESERVOIR CO. (WAIBEL, KEITH)",KEITH WAIBEL,REPAIR PROJECT FOR AN EXISTING DAM,10/03/2003,,10/08/2003,"BUCKHORN GEOTECH, INC.",PLANS APPROVED (DESIGN PHASE),5,https://dwr.state.co.us/Tools/DamSafety/Dams/400108,"(39.039353, -107.950338)"
030129,EATON - LAW,1,3,WELD,S,7.0 N,67.0 W,35,NW,SW,511354,4486912,GPS,40.532877,-104.865949,"	SCHUMACHER, JOE ",JOE 	SCHUMACHER,NEW DAM,01/12/2022,,05/06/2022,ENGINEERING ANALYTICS,PLANS APPROVED (DESIGN PHASE),77,https://dwr.state.co.us/Tools/DamSafety/Dams/030129,"(40.532877, -104.865949)"
470208,NORTH MICHIGAN CREEK,6,47,JACKSON,S,7.0 N,77.0 W,26,NW,NW,414600,4489665,User supplied,40.553353,-106.008663,"COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)",MARGARET TAYLOR,REPAIR PROJECT FOR AN EXISTING DAM,04/30/2020,,05/11/2021,GANNETT FLEMING,COMPLETION CERTIFICATION AND TEMPORARY FILL REQUEST (COMPLETION PHASE),147,https://dwr.state.co.us/Tools/DamSafety/Dams/470208,"(40.553353, -106.008663)"
030307,PANHANDLE,1,3,LARIMER,S,10.0 N,74.0 W,12,NW,NW,445561,4522315,GPS,40.850083,-105.645848,"CRYSTAL LAKES WATER & SEWER ASSOCIATION (GOODELL, JACK)",JACK GOODELL,MODIFICATION OF AN EXISTING DAM,06/29/1971,,06/29/1971,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/030307,"(40.850083, -105.645848)"
060310,SUPERIOR,1,6,BOULDER,S,1.0 S,70.0 W,25,NE,NE,485784.6,4421142.1,GPS,39.940285,-105.166396,"TOWN OF SUPERIOR - PUBLIC WORKS DEPT. (WIDNER, JIM)",JIM WIDNER,MODIFICATION OF AN EXISTING DAM,08/22/2013,,11/04/2013,"J&T CONSULTING, INC.",FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),74,https://dwr.state.co.us/Tools/DamSafety/Dams/060310,"(39.940285, -105.166396)"
590113,MERIDIAN LAKE PARK #1,4,59,GUNNISON,S,13.0 S,86.0 W,22,SE,NW,327689.9,4308296.8,GPS,38.906677,-106.98723,"MT CRESTED BUTTE WATER & SAN DIST (FABBRE, MICHAEL)",MICHAEL FABBRE,REPAIR PROJECT FOR AN EXISTING DAM,07/12/2022,,07/14/2022,"AECOM TECHNICAL SERVICES, INC.",PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/590113,"(38.906677, -106.98723)"
050323,HIGHLAND #2 (NORTH),1,5,BOULDER,S,3.0 N,69.0 W,5,NE,SW,488232.4,4456046,GPS,40.254794,-105.13839,HIGHLAND DITCH COMPANY (WADE GONZALES),WADE GONZALES,MODIFICATION OF AN EXISTING DAM,,,01/12/1926,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/050323,"(40.254794, -105.13839)"
090242,VETERANS LAKE,1,9,DENVER,S,5.0 S,68.0 W,6,SW,NW,495715,4388435,Digitized,39.645699,-105.049952,U.S. VETERANS ADMINISTRATION,,MODIFICATION OF AN EXISTING DAM,05/19/2021,,03/17/2022,W. W. WHEELER,PLANS APPROVED (DESIGN PHASE),141,https://dwr.state.co.us/Tools/DamSafety/Dams/090242,"(39.645699, -105.049952)"
020702,PLATTE VALLEY RESERVOIR NO. 1,1,2,WELD,S,3.0 N,66.0 W,9,NE,SW,518700,4454733,GPS,40.242839,-104.780157,"PLATTE VALLEY IRRIGATION CO. (SCHMIDT, KEVIN)",KEVIN SCHMIDT,NEW DAM,06/22/2022,,,ANDERSON CONSULTING ENGINEERS,FILING FEE RECEIVED (DESIGN PHASE),82,https://dwr.state.co.us/Tools/DamSafety/Dams/020702,"(40.242839, -104.780157)"
020614,SENAC,1,2,ARAPAHOE,S,5.0 S,65.0 W,16,NE,SW,528705.3,4385635.7,GPS,39.620009,-104.665574,CITY OF AURORA,MATT ALLSOPP,REPAIR PROJECT FOR AN EXISTING DAM,07/01/2020,,08/10/2020,"JACOBS ENGINEERING GROUP, INC",REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),33,https://dwr.state.co.us/Tools/DamSafety/Dams/020614,"(39.620009, -104.665574)"
590108,SPRING CREEK,4,59,GUNNISON,S,14.0 S,83.0 W,6,SE,NW,351886.8,4302739.9,GPS,38.861038,-106.707096,COLORADO PARKS AND WILDLIFE,ERIC EISINGER,REPAIR PROJECT FOR AN EXISTING DAM,02/12/2021,,07/08/2021,TETRA TECH,RESUME CONSTRUCTION MEETING/INSPECTION (CONSTRUCTION PHASE),62,https://dwr.state.co.us/Tools/DamSafety/Dams/590108,"(38.861038, -106.707096)"
060101,ALBION LAKE,1,6,BOULDER,S,1.0 N,73.0 W,18,SE,SE,448620,4432954,GPS,40.045263,-105.60233,"CITY OF BOULDER (CLARK, KEVIN)",KEVIN CLARK,ENLARGEMENT OF AN EXISTING DAM,,,06/13/2022,STANTEC,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),13,https://dwr.state.co.us/Tools/DamSafety/Dams/060101,"(40.045263, -105.60233)"
580114,LAKE CREEK,6,58,ROUTT,S,2.0 N,85.0 W,12,SE,SW,340535.8,4446209.4,GPS,40.151112,-106.872229,"SCOTT SOMES, EAGLE ROCK LAKES (SOMES, SCOTT)",SCOTT SOMES,MODIFICATION OF AN EXISTING DAM,10/06/2010,,10/06/2010,"NWCC, INC.",PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/580114,"(40.151112, -106.872229)"
085439,WINDSOR,1,8,DENVER,S,4.0 S,67.0 W,16,SE,NW,509475,4394725,GPS,39.702332,-104.889488,"FAIRMOUNT CEMETERY (ZAVILLA, ANDY)",ANDY ZAVILLA,REPAIR PROJECT FOR AN EXISTING DAM,,,08/08/1988,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/085439,"(39.702332, -104.889488)"
510212,DISCOVERY PARK,5,51,GRAND,S,2.0 S,75.0 W,10,SW,NE,434289.8,4415795,GPS,39.889682,-105.768572,"INTRAWEST / WINTER PARK OPERATIONS (LARABY, DOUG)",DOUG LARABY,NEW DAM,04/07/2020,,09/07/2021,"GEI CONSULTANTS, INC.",PLANS APPROVED (DESIGN PHASE),145,https://dwr.state.co.us/Tools/DamSafety/Dams/510212,"(39.889682, -105.768572)"
430127,WEST STEWART,6,43,RIO BLANCO,S,3.0 S,96.0 W,29,SW,NW,225814.2,4405835.2,GPS,39.758334,-108.200574,"PUCKETT LAND CO. (ANDERSON, RAY)",RAY ANDERSON,REPAIR PROJECT FOR AN EXISTING DAM,08/21/2019,,12/03/2019,SGM,PLANS APPROVED (DESIGN PHASE),123,https://dwr.state.co.us/Tools/DamSafety/Dams/430127,"(39.758334, -108.200574)"
070223,POMONA NO. 2 AND NO. 3,1,7,JEFFERSON,S,2.0 S,69.0 W,27,SE,SE,492029,4410343,Digitized,39.843068,-105.093179,"MOYER, JAKE ",JAKE MOYER,REPAIR PROJECT FOR AN EXISTING DAM,06/14/2011,,07/12/2011,CITY OF ARVADA,PLANS APPROVED (DESIGN PHASE),28,https://dwr.state.co.us/Tools/DamSafety/Dams/070223,"(39.843068, -105.093179)"
100452,REGULATING RESERVOIR,2,10,EL PASO,S,12.0 S,67.0 W,33,NE,NW,509120.4,4313237.4,GPS,38.968062,-104.894736,COLORADO SPRINGS UTILITIES (ANDY FUNCHESS),ANDY FUNCHESS,REPAIR PROJECT FOR AN EXISTING DAM,10/27/2014,,01/29/2015,AMEC FOSTER WHEELER,"COMPLETION DOCS RECEIVED (REPORT, FIRST FILL, MONITORING, EAP, AS-CONST DRAWINGS) (COMPLETION PHASE)",146,https://dwr.state.co.us/Tools/DamSafety/Dams/100452,"(38.968062, -104.894736)"
600124,TROUT LAKE,4,60,SAN MIGUEL,N,41.0 N,9.0 W,8,SW,NE,245751.8,4190886.5,GPS,37.830001,-107.888899,"XCEL ENERGY (BELT, RICH)",RICH BELT,MODIFICATION OF AN EXISTING DAM,08/24/2021,,08/11/2022,"W.W. WHEELER AND ASSOCIATES, INC",PLANS APPROVED (DESIGN PHASE),35,https://dwr.state.co.us/Tools/DamSafety/Dams/600124,"(37.830001, -107.888899)"
090137,Genesee No. 1,1,9,JEFFERSON,S,4.0 S,70.0 W,30,SW,NW,476727,4391528,GPS,39.673262,-105.271367,"GENSEE WATER AND SANITATION DISTRICT (JONES, SCOTT)",SCOTT JONES,ENLARGEMENT OF AN EXISTING DAM,,,,W.W. WHEELER,PRELIMINARY DESIGN REVIEW MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/090137,"(39.673262, -105.271367)"
710107,GROUNDHOG,7,71,DOLORES,N,41.0 N,13.0 W,27,NE,NW,210215.1,4187710.3,GPS,37.790833,-108.290842,MONTEZUMA VALLEY IRRIGATION CO.,BRANDON JOHNSON,MODIFICATION OF AN EXISTING DAM,04/23/2021,,01/18/2022,"APPLEGATE GROUP, INC.",REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),70,https://dwr.state.co.us/Tools/DamSafety/Dams/710107,"(37.790833, -108.290842)"
510101,BUNTE,5,51,GRAND,S,2.0 N,77.0 W,14,SW,SW,415310,4442355,User supplied,40.127262,-105.994004,"DILLON EXEMPTION TRUST (HYDER, BRETT)",BRETT HYDER,REPAIR PROJECT FOR AN EXISTING DAM,08/19/2020,,,"TESSARA WATER, INC.",PRELIMINARY REPORT/PLAN SUBMITTED (DESIGN PHASE),20,https://dwr.state.co.us/Tools/DamSafety/Dams/510101,"(40.127262, -105.994004)"
360127,UPPER BLACK CREEK RES,5,36,SUMMIT,S,3.0 S,79.0 W,8,NW,SE,391807.3,4406909.5,GPS,39.80529,-106.263904,"BLUE LAKE RESERVOIR COMPANY (KNOWLTON, NANCY)",NANCY KNOWLTON,REPAIR PROJECT FOR AN EXISTING DAM,07/09/2020,,05/12/2021,"GEI CONSULTANTS, INC.",PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),152,https://dwr.state.co.us/Tools/DamSafety/Dams/360127,"(39.80529, -106.263904)"
020418,NIVER CREEK DETENTION,1,2,ADAMS,S,2.0 S,68.0 W,22,SW,SE,500921.1,4411883,GPS,39.856981,-104.989243,CITY OF THORNTON,MARSHALL DAVIS,REPAIR PROJECT FOR AN EXISTING DAM,01/25/2021,,04/27/2021,"RJH CONSULTANTS, INC.",PLANS APPROVED (DESIGN PHASE),72,https://dwr.state.co.us/Tools/DamSafety/Dams/020418,"(39.856981, -104.989243)"
010216,GIFFIN #2 (UPPER),1,1,WELD,S,10.0 N,66.0 W,18,NW,NW,514683.5,4520918.2,GPS,40.839174,-104.825834,"GMS LAND AND CATTLE (GERTSCH, MJ)",MJ GERTSCH,REPAIR PROJECT FOR AN EXISTING DAM,11/12/2002,,11/18/2002,SMITH GEOTECHNICAL ENGINEERING CONSULT.,FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),6,https://dwr.state.co.us/Tools/DamSafety/Dams/010216,"(40.839174, -104.825834)"
050323,HIGHLAND #2 (NORTH),1,5,BOULDER,S,3.0 N,69.0 W,5,NE,SW,488232.4,4456046,GPS,40.254794,-105.13839,HIGHLAND DITCH COMPANY (WADE GONZALES),WADE GONZALES,MODIFICATION OF AN EXISTING DAM,,,08/08/1927,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/050323,"(40.254794, -105.13839)"
721004,Bubar Pond,5,72,MESA,U,1.0 S,1.0 W,17,SW,NE,186730.6,4330638.1,Digitized,39.068657,-108.620782,,,NEW DAM,,,,River City Consultants,PRELIMINARY DESIGN REVIEW MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/721004,"(39.068657, -108.620782)"
720228,RUBY LEE,5,72,MESA,S,8.0 S,102.0 W,23,NW,NE,177096.1,4362688,GPS,39.353336,-108.747232,HITCHBORN LIVESTOCK CO. INC. (DON HITCHBORN),DON HITCHBORN,NEW DAM,,,,,RESUBMITTED / TAKEN OFF HOLD (DESIGN PHASE),2978,https://dwr.state.co.us/Tools/DamSafety/Dams/720228,"(39.353336, -108.747232)"
