DIV,WD,County,Station Name,Data Source,DWR Abbrev,USGS Station ID,Station Status,Station Type,Date Time,Variable,Stage,Amount,Units,Flag,More Information,Location,UTM x,UTM y,Location Accuracy,Counties
4,59,GUNNISON,"COAL CREEK ABV MCCORMICK DITCH AT CRESTED BUTTE, CO",U.S. Geological Survey,COCABMCO,09111250,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,5.99,CFS,,https://dwr.state.co.us/Tools/Stations/COCABMCO,"(38.871561, -106.985306)",327772,4304396,User supplied,1005
4,41,DELTA,"FG LATERAL TAIL NEAR CHIPETA, CO",Co. Division of Water Resources,UVTFGLCO,,Active,Diversion,08/29/2022 04:00:00 PM,DISCHRG,0.81,9.1,CFS,,https://dwr.state.co.us/Tools/Stations/UVTFGLCO,"(38.671724, -108.050601)",234600,4284765,GPS,1443
4,63,MESA,"DOLORES RIVER NEAR GATEWAY, CO",U.S. Geological Survey,DOLNGTCO,09179450,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,257,CFS,,https://dwr.state.co.us/Tools/Stations/DOLNGTCO,"(38.66804, -108.965508)",154960.7,4287405.5,User supplied,1015
4,28,SAGUACHE,VOUGA RESERVOIR NEAR DOYLEVILLE,Co. Division of Water Resources,VUGRESCO,,Active,Reservoir,08/29/2022 04:00:00 PM,STORAGE,6.66,8.7,AF,,https://dwr.state.co.us/Tools/Stations/VUGRESCO,"(38.355351, -106.664174)",354594,4246553,User supplied,1067
4,59,GUNNISON,"OHIO CREEK NEAR BALDWIN, CO.",U.S. Geological Survey,OHIBALCO,09113500,Active,Stream,08/29/2022 04:30:00 PM,GAGE HT,,6.6,CFS,,https://dwr.state.co.us/Tools/Stations/OHIBALCO,"(38.702219, -106.998391)",326226.1,4285627.3,User supplied,1005
4,59,GUNNISON,"TAYLOR PARK RESERVOIR AT TAYLOR PARK, CO.",U.S. Geological Survey,TAYRESCO,09108500,Active,Stream,08/29/2022 04:30:00 PM,ELEV,,9310.72,CFS,,https://dwr.state.co.us/Tools/Stations/TAYRESCO,"(38.818789, -106.607239)",360469,4297894,User supplied,1005
4,62,HINSDALE,"HENSON CREEK AT LAKE CITY, CO",U.S. Geological Survey,HENSLCCO,09124010,Active,Stream,08/29/2022 04:30:00 PM,GAGE HT,,7.19,CFS,,https://dwr.state.co.us/Tools/Stations/HENSLCCO,"(38.025708, -107.316305)",296692.6,4211198.8,Digitized,28
4,41,MONTROSE,EAST CANAL,Co. Division of Water Resources,EASTCNCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,4.38,162,CFS,,https://dwr.state.co.us/Tools/Stations/EASTCNCO,"(38.597745, -107.978836)",240578,4276348,User supplied,32
4,40,DELTA,"FN LATERAL TAIL NEAR DELTA, CO",Co. Division of Water Resources,UVTFNLCO,,Active,Diversion,08/29/2022 04:15:00 PM,DISCHRG,0.69,7.1,CFS,,https://dwr.state.co.us/Tools/Stations/UVTFNLCO,"(38.726977, -108.100898)",230431,4291045,GPS,1443
4,40,DELTA,"TRANSFER DITCH NEAR ECKERT, CO",Co. Division of Water Resources,TRADITCO,384945107553401,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,0.11,0.24,CFS,,https://dwr.state.co.us/Tools/Stations/TRADITCO,"(38.829123, -107.92628)",245977,4301883,GPS,1443
4,41,MONTROSE,UNCOMPAHGRE RIVER UPSTREAM OF SOUTH CANAL,Co. Division of Water Resources,UNCUPSCO,,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,3.55,156,CFS,,https://dwr.state.co.us/Tools/Stations/UNCUPSCO,"(38.358057, -107.792366)",256013,4249234,User supplied,32
4,60,MONTROSE,"HIGHLINE CANAL NEAR PINION, CO",Co. Division of Water Resources,HILNCNCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,2.05,96.7,CFS,,https://dwr.state.co.us/Tools/Stations/HILNCNCO,"(38.228801, -108.35912)",205958,4236538,GPS,32
4,41,MONTROSE,"LOUTSENHIZER ARROYO AT HWY 50 NEAR OLATHE, CO",U.S. Geological Survey,LOUARRCO,383926107593001,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,102,CFS,,https://dwr.state.co.us/Tools/Stations/LOUARRCO,"(38.657214, -107.992295)",239621,4282987,User supplied,32
4,40,DELTA,BIG DITCH AT MOONEY'S HEADGATE,Co. Division of Water Resources,BIGMONCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,1.13,29.2,CFS,,https://dwr.state.co.us/Tools/Stations/BIGMONCO,"(38.964866, -107.9422)",245081,4316995,User supplied,1443
4,40,GUNNISON,"NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.",U.S. Geological Survey,NFGSOMCO,09132500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,243,CFS,,https://dwr.state.co.us/Tools/Stations/NFGSOMCO,"(38.925824, -107.434233)",288983.1,4311362.5,User supplied,1005
4,28,GUNNISON,"TOMICHI CREEK AT GUNNISON, CO",U.S. Geological Survey,TOMGUNCO,09119000,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,192,CFS,,https://dwr.state.co.us/Tools/Stations/TOMGUNCO,"(38.521115, -106.940965)",330794.6,4265421.2,User supplied,1005
4,59,GUNNISON,"GUNNISON RIVER AT CNTY RD 32 BELOW GUNNISON, CO",U.S. Geological Survey,GUNBGUCO,383103106594200,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,701,CFS,,https://dwr.state.co.us/Tools/Stations/GUNBGUCO,"(38.517243, -106.995466)",326033.5,4265092.6,User supplied,1005
4,61,MONTROSE,BUCKEYE RESERVOIR,Co. Division of Water Resources,BKIRESCO,,Active,Reservoir,08/29/2022 04:30:00 PM,STORAGE,0.69,14.3,AF,,https://dwr.state.co.us/Tools/Stations/BKIRESCO,"(38.436699, -109.044426)",146960,4262022,User supplied,32
