Licensee Name,Doing Business As,License Type,Expiration,Street Address,City,State,Zip,Location,Counties
HIGH COUNTRY BEVERAGE CORP,HIGH COUNTRY BEVERAGE CORP,Fermented Malt Beverage Wholesale,10/28/2022,12459 6300 ROAD,Montrose,CO,81401,"12459 6300 ROAD
Montrose, CO 81401
(38.512803, -107.912549)",32
LUX NAILBAR INC,LUX NAILBAR,Beer & Wine (city),11/18/2022,4924 THOMPSON PKWY,Johnstown,CO,80534,"4924 THOMPSON PKWY
Johnstown, CO 80534
(40.405209, -104.983297)",1012
APRO LLC,ROCKET #6533,Fermented Malt Beverage Off (city),09/24/2022,691 EAST 120TH AVENUE,Thornton,CO,80233,"691 EAST 120TH AVENUE
Thornton, CO 80233
(39.914181, -104.97843)",82
TIBETS RESTAURANT AND BAR LLC,TIBET'S RESTAURANT & BAR,Hotel & Restaurant (city),10/25/2022,321 MCCASLIN BLVD,LOUISVILLE,CO,800272945,"321 MCCASLIN BLVD
LOUISVILLE, CO 800272945
(39.950996, -105.165044)",85
OLD CHICAGO TAPROOM II LLC,OLD CHICAGO #66,Hotel & Restaurant (city),11/30/2022,145 UNION BOULEVARD UNIT 101,Lakewood,CO,80228,"145 UNION BOULEVARD UNIT 101
Lakewood, CO 80228
(39.717183, -105.132771)",1008
GOLDEN RAMEN LLC,NOSU RAMEN,Hotel & Restaurant (city),11/19/2022,700 12TH STREET #150,Golden,CO,80401,"700 12TH STREET #150
Golden, CO 80401
(39.75581, -105.22059)",1008
RRSC LLC,PAINT N BUBBLY SOCIAL ART & WINE STUDIO,Lodging & Entertainment (City),10/16/2022,223 N SANTA FE AVENUE,Pueblo,CO,81003,"223 N SANTA FE AVENUE
Pueblo, CO 81003
(38.269326, -104.607073)",34
ENTENTE SPIRITS,"THE ROUND BARN WINERY, FREE RUN CELLARS, TABOR HILL WINERY",Winery Direct Shipper's Permit,12/12/2022,10983 HILLS ROAD,Baroda,MI,49101,"10983 HILLS ROAD
Baroda, MI 49101
(41.922336, -86.457953)",1216
KJR ENTERPRISES INC,FAB'RIK COLORADO SPRINGS,Beer & Wine (city),11/08/2022,5278 NORTH NEVADA AVENUE  SUITE 130,Colorado Springs,CO,80918,"5278 NORTH NEVADA AVENUE SUITE 130
Colorado Springs, CO 80918
(38.905811, -104.816941)",1447
APOLLONIA WEST INC.,BISTORO,Hotel & Restaurant (city),08/20/2022,109 CENTRAL PLAZA,Pueblo,CO,81003,"109 CENTRAL PLAZA
Pueblo, CO 81003
(38.268053, -104.609552)",34
NUNEZ LOUNGE LLC,NUNEZ LOUNGE,Tavern (city),01/10/2023,313 WEST NORTHERN,Pueblo,CO,81004,"313 WEST NORTHERN
Pueblo, CO 81004
(38.244117, -104.614387)",34
MOUNTAIN EXPERIENCES LLC,BASIL & BARLEY PIZZERIA NAPOLETANA,Hotel & Restaurant (city),11/16/2022,9278 FOREST BLUFFS VIEW SUITE 100,Colorado Springs,CO,80920,"9278 FOREST BLUFFS VIEW SUITE 100
Colorado Springs, CO 80920",
TIKI LONGMONT LLC,SWAYLOS TIKI,Hotel & Restaurant (city),11/07/2022,1315 DRY CREEK ROAD,Longmont,CO,80503,"1315 DRY CREEK ROAD
Longmont, CO 80503",
PEARL DRAGON RESTAURANT INC,PEARL DRAGON,Beer & Wine (city),12/04/2022,52  4TH  STREET,Granby,CO,80446,"52 4TH STREET
Granby, CO 80446
(40.085743, -105.935613)",1450
STONEBRIDGE INN ASSOCIATION INC,ARTISAN THE,Hotel & Restaurant (city),11/02/2022,300 CARRIAGE WAY,Snowmass Village,CO,816150000,"300 CARRIAGE WAY
Snowmass Village, CO 816150000
(39.208627, -106.952434)",1063
BPOE LODGE ELKS FOR THE USA LODGE NO1319,BPOE LODGE ELKS FOR THE USA LODGE NO 1319,Club License (county),12/31/2022,SEC 18 &19 RANGE 46 W,Lamar,CO,81052,"SEC 18 &19 RANGE 46 W
Lamar, CO 81052",
"CSFM OPCO, LLC",COLORADO SPRINGS FLEA MARKET,Hotel & Restaurant (city),10/17/2022,5225 EAST PLATTE AVENUE,Colorado Springs,CO,80915,"5225 EAST PLATTE AVENUE
Colorado Springs, CO 80915
(38.838572, -104.731226)",1447
BPOE LODGE,TRINIDAD LODGE #181,Club License (city),12/31/2022,120 SOUTH MAPLE STREET,Trinidad,CO,810822729,"120 SOUTH MAPLE STREET
Trinidad, CO 810822729
(37.168698, -104.503986)",1013
"KUNTHEAMARCO, LLC",CORONADO LIQUOR MART,Liquor Store (county),11/11/2022,569 32 ROAD #3A,Grand Junction,CO,81504,"569 32 ROAD #3A
Grand Junction, CO 81504
(39.083556, -108.459645)",1015
KERRICH ENTERPRISES,THE TAVERN AT RED FEATHER LAKES,Tavern (county),11/04/2022,1078 RAMONA DRIVE,Red Feather Lakes,CO,80545,"1078 RAMONA DRIVE
Red Feather Lakes, CO 80545
(40.80015, -105.58748)",1012
QDOBA RESTAURANT CORPORATION,QDOBA MEXICAN EATS,Hotel & Restaurant (city),10/09/2022,1400 EAST 17TH AVENUE,Denver,CO,802181613,"1400 EAST 17TH AVENUE
Denver, CO 802181613
(39.743227, -104.969293)",1444
HASS INC AND 7-ELEVEN INC,7-ELEVEN STORE 21938A,Fermented Malt Beverage Off (city),11/19/2022,4085 EAST MISSISSIPPI AVENUE,Denver,CO,802222414,"4085 EAST MISSISSIPPI AVENUE
Denver, CO 802222414
(39.696589, -104.939994)",1444
AJ'S PIT BBQ,AJ'S PIT BBQ,Tavern (city),11/06/2022,2180 SOUTH DELAWARE STREET,Denver,CO,80223,"2180 SOUTH DELAWARE STREET
Denver, CO 80223
(39.676995, -104.992304)",1444
V MADRONE LLC,V MADRONE CELLARS,Winery Direct Shipper's Permit,10/28/2022,3199 ST HELENA HIGHWAY NORTH,Saint Helena,CA,945749507,"3199 ST HELENA HIGHWAY NORTH
Saint Helena, CA 945749507
(38.531254, -122.504089)",1172
VIP ENTERTAINMENT LLC,VIP ENTERTAINMENT,Tavern (city),11/21/2022,3506 NORTH ACADEMY BOULEVARD,Colorado Springs,CO,80917,"3506 NORTH ACADEMY BOULEVARD
Colorado Springs, CO 80917
(38.883111, -104.757117)",1447
PEEL LLC,PEEL PIZZERIA,Hotel & Restaurant (city),11/02/2022,206 5TH STREET,Frederick,CO,80530,"206 5TH STREET
Frederick, CO 80530
(40.098645, -104.939684)",1072
CYDNEY LOUISE SIRI,PLEASANT VALLEY,Liquor Store (county),09/10/2022,84100 EAST US HIGHWAY 50,Cimarron,CO,81220,"84100 EAST US HIGHWAY 50
Cimarron, CO 81220
(38.411437, -107.52098)",32
"JUNESHINE, INC.",JUNESHINE,Winery Direct Shipper's Permit,11/29/2022,10051 OLD GROVE ROAD,San Diego,CA,92131,"10051 OLD GROVE ROAD
San Diego, CA 92131
(32.898909, -117.110802)",1179
NORCO JUNIORS INC,NORCO VOLLEYBALL,Beer & Wine (city),11/22/2022,4539 VIKING WAY,Loveland,CO,80538,"4539 VIKING WAY
Loveland, CO 80538",
UNDER THE SUN DOGGIE DAYCARE & DOG PARK LLC,UNDER THE SUN DOGGIE DAYCARE & DOG PARK,Lodging & Entertainment (City),11/21/2022,6540 VINCENT DRIVE,Colorado Springs,CO,80908,"6540 VINCENT DRIVE
Colorado Springs, CO 80908
(38.927104, -104.809886)",1447
SUNCOR ENERGY SALES INC,SHELL,Fermented Malt Beverage Off (city),10/29/2022,0047 NOTTINGHAM ROAD,Avon,CO,81620,"0047 NOTTINGHAM ROAD
Avon, CO 81620
(39.63861, -106.521351)",1446
EL2020 INC,MAJOR LIQUOR,Liquor Store (city),11/04/2022,529 IRIS DRIVE,Sterling,CO,80751,"529 IRIS DRIVE
Sterling, CO 80751
(40.610695, -103.219035)",1014
COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE #1014,Fermented Malt Beverage Off (city),11/18/2022,5885 BARNES ROAD,Colorado Springs,CO,80922,"5885 BARNES ROAD
Colorado Springs, CO 80922
(38.89394, -104.716136)",1447
JOHNSON NEIL,DURANGO DELI,Hotel & Restaurant (county),09/16/2022,1000 AIRPORT RD,Durango,CO,81301,"1000 AIRPORT RD
Durango, CO 81301
(37.159902, -107.750929)",1011
DUNHAM CELLARS LLC,DUNHAM CELLARS,Winery Direct Shipper's Permit,11/28/2022,150 EAST BOEING AVENUE,Walla Walla,WA,993627400,"150 EAST BOEING AVENUE
Walla Walla, WA 993627400
(46.089499, -118.278589)",2743
"LOS DOS POTRILLOS PARKER, LLC",LOS DOS POTRILLOS,Brew Pub (city),11/12/2022,19340 EAST COTTONWOOD DRIVE,Parker,CO,80138,"19340 EAST COTTONWOOD DRIVE
Parker, CO 80138
(39.55187, -104.772373)",3133
KOCHEVAR'S SALOON LLC,KOCHEVARS,Tavern (city),12/03/2022,127 ELK AVENUE,Crested Butte,CO,81224,"127 ELK AVENUE
Crested Butte, CO 81224
(38.869745, -106.987838)",1005
I HOP IPA LLC,I HOP IPA,Beer & Wine (city),11/06/2022,12920 LOWELL BLVD  UNIT G,Broomfield,CO,80020,"12920 LOWELL BLVD UNIT G
Broomfield, CO 80020
(39.930484, -105.034336)",86
BSL LONGMONT MANAGEMENT CO LLC,BALFOUR AT LONGMONT,Hotel & Restaurant (city),10/25/2022,1850 SOUTH HOVER STREET,Longmont,CO,80501,"1850 SOUTH HOVER STREET
Longmont, CO 80501",
HAWK ENERGY LLC,TABLE MOUNTAIN MEETINGS AND EVENTS,Lodging & Entertainment (City),11/18/2022,16035 TABLE MOUNTAIN PARKWAY,Golden,CO,80403,"16035 TABLE MOUNTAIN PARKWAY
Golden, CO 80403
(39.784011, -105.17824)",1008
CIRCLE K STORES INC,CIRCLE K STORE #2709884,Fermented Malt Beverage Off (city),10/25/2022,9207 W JEWELL AVE,Lakewood,CO,80232,"9207 W JEWELL AVE
Lakewood, CO 80232
(39.682151, -105.100749)",1008
PMHARVEY INC,PIZZA CASBAH,Hotel & Restaurant (city),10/06/2022,126 W LAUREL ST,Fort Collins,CO,805243026,"126 W LAUREL ST
Fort Collins, CO 805243026
(40.578096, -105.078459)",1012
NEXT GEN BBQ DENVER LLC,BURNT END BBQ,Beer & Wine (city),12/30/2022,5332 DTC BOULEVARD #100,Greenwood Village,CO,80111,"5332 DTC BOULEVARD #100
Greenwood Village, CO 80111
(39.618242, -104.889759)",1395
CMD HOLDINGS LLC,SOUTHSIDE PIZZERIA,Hotel & Restaurant (county),11/03/2022,7403 WEST CHATFIELD AVENUE STE B,Littleton,CO,801284561,"7403 WEST CHATFIELD AVENUE STE B
Littleton, CO 801284561
(39.566278, -105.080719)",1008
DEAN AND COMPANY LLC,"DEAN & CO, GOLD BUCKLE BREWERY, DURANGO BREWING CO",Wholesale Beer (malt liquor),11/12/2022,8500 ZUNI STREET,Federal Heights,CO,80260,"8500 ZUNI STREET
Federal Heights, CO 80260
(39.851777, -105.015402)",82
LT CORPORATION,KELLY'S WINE & SPIRITS,Liquor Store (city),12/28/2022,1000 DEPOT HILL ROAD  #C,Broomfield,CO,80020,"1000 DEPOT HILL ROAD #C
Broomfield, CO 80020
(39.929619, -105.091707)",86
"THE CANDYSHOT, LLC",THE CANDYSHOT,Liquor Store (city),10/26/2022,4107-4109 SOUTH BROADWAY,Englewood,CO,80113,"4107-4109 SOUTH BROADWAY
Englewood, CO 80113
(39.642065, -104.987826)",1395
AAR RIVER GALLERY LLC,AAR RIVER GALLERY,Art Gallery Permit,11/05/2022,3707 WEST 73RD AVENUE,Westminster,CO,80030,"3707 WEST 73RD AVENUE
Westminster, CO 80030
(39.829067, -105.036006)",82
HARVEST MOON VINEYARDS & INVESTMENTS LLC,HARVEST MOON ESTATE & WINERY,Winery Direct Shipper's Permit,10/27/2022,2196 OLIVET RD,Santa Rosa,CA,954013819,"2196 OLIVET RD
Santa Rosa, CA 954013819
(38.475262, -122.816201)",1339
"LA CARRETA MEXICAN RESTAURANT, LLC",LA CARRETA,Hotel & Restaurant (city),09/20/2022,35 N IOWA AVENUE,Colorado Springs,CO,80909,"35 N IOWA AVENUE
Colorado Springs, CO 80909
(38.833373, -104.790425)",1447
CHICKEN REVOLUTION LLC,MONO MONO,Brew Pub (city),11/07/2022,599 CROSSING DRIVE,Lafayette,CO,80026,"599 CROSSING DRIVE
Lafayette, CO 80026
(40.003415, -105.101335)",85
KEYSTONE FOOD & BEVERAGE CO,9280,Hotel & Restaurant (county),12/25/2022,140 IDA BELLE DRIVE F11,Keystone,CO,80435,"140 IDA BELLE DRIVE F11
Keystone, CO 80435
(39.607954, -105.942393)",1070
PETTUS JOHN M,MESA LIQUORS,Liquor Store (county),11/21/2022,10952 HWY 65,Mesa,CO,81643,"10952 HWY 65
Mesa, CO 81643
(39.165528, -108.138901)",1015
DD BEVERAGE LLC,DD BEVERAGE LLC,Beer & Wine (city),11/15/2022,"290 WEST ALAMEDA AVENUE, ROOM 171",Denver,CO,80223,"290 WEST ALAMEDA AVENUE, ROOM 171
Denver, CO 80223
(39.711178, -104.991539)",1444
BEEMALICIOUS LLC,SPORTS STATION,Hotel & Restaurant (city),12/28/2022,409 NORTH RAILROAD AVENUE,Loveland,CO,80537,"409 NORTH RAILROAD AVENUE
Loveland, CO 80537
(40.396065, -105.075821)",1012
800 EAST 26TH AVE LLC,BIRDCALL,Hotel & Restaurant (city),11/05/2022,1701 WEWATTA STREET,Denver,CO,80202,"1701 WEWATTA STREET
Denver, CO 80202
(39.75452, -105.001053)",1444
COOL WATER GRILLE LLC,COOL WATER GRILLE,Tavern (city),10/17/2022,337 W VICTORY WY,Craig,CO,816252715,"337 W VICTORY WY
Craig, CO 816252715
(40.514212, -107.551644)",1016
SGH DILLON INC & 7-ELEVEN INC,7-ELEVEN STORE 41243A,Fermented Malt Beverage Off (city),11/05/2022,1400  2ND STREET,Fort Lupton,CO,80621,"1400 2ND STREET
Fort Lupton, CO 80621",
FOUR MILE GOLF LLC,FOUR MILE GOLF,Optional Premises (city),09/27/2022,3501 TELEGRAPH TRAIL,Canon City,CO,81212,"3501 TELEGRAPH TRAIL
Canon City, CO 81212
(38.463492, -105.165736)",1448
SIKKA INC,VINNY'S LIQUORS,Liquor Store (city),11/09/2022,5201 EAST 38TH AVENUE,Denver,CO,802071128,"5201 EAST 38TH AVENUE
Denver, CO 802071128
(39.769238, -104.926645)",1444
LAS COMADRES INC,AGAVERO'S MEXICAN EXPERIENCE,Hotel & Restaurant (county),11/16/2022,569 32 ROAD UNIT 14,Grand Junction,CO,81504,"569 32 ROAD UNIT 14
Grand Junction, CO 81504
(39.083556, -108.459645)",1015
COMA LLC,COMA MEXICAN GRILL,Hotel & Restaurant (city),01/05/2023,4800 BASELINE ROAD UNIT E105,Boulder,CO,80303,"4800 BASELINE ROAD UNIT E105
Boulder, CO 80303
(40.000017, -105.233937)",85
GOLDEN BURRO/BRASS ASS SALOON,GOLDEN BURRO/BRASS ASS SALOON,Sidewalk Service Area,09/23/2022,710 HARRISON AVENUE,Leadville,CO,80461,"710 HARRISON AVENUE
Leadville, CO 80461
(39.250023, -106.292413)",1010
UDDHAB INC,SHERPA GRILL 2,Hotel & Restaurant (city),10/20/2022,1501 WEST ELIZABETH STREET #5,Fort Collins,CO,80521,"1501 WEST ELIZABETH STREET #5
Fort Collins, CO 80521
(40.574604, -105.103324)",1012
KING PIN INC,KING PIN INC,Tavern (city),10/24/2022,3410 NORTH ACADEMY BLVD,Colorado Springs,CO,809075086,"3410 NORTH ACADEMY BLVD
Colorado Springs, CO 809075086
(38.880872, -104.757118)",1447
FOODUCOPIA INC,FOODUCOPIA'S CORNER STORE,Hotel & Restaurant (city),09/16/2022,1939 E KENTUCKY AVE,Denver,CO,80209,"1939 E KENTUCKY AVE
Denver, CO 80209
(39.700237, -104.964229)",1444
DILLON COMPANIES LLC,KING SOOPERS #96,Fermented Malt Beverage Off (city),11/12/2022,6000 S HOLLY STREET,Greenwood Village,CO,80111,"6000 S HOLLY STREET
Greenwood Village, CO 80111
(39.607898, -104.922773)",1395
SNOBAHN SOUTHGLENN LLC,SNOBAHN,Beer & Wine (city),12/08/2022,2154 EAST COMMONS AVENUE  STE B4-404,Centennial,CO,80122,"2154 EAST COMMONS AVENUE STE B4-404
Centennial, CO 80122
(39.591291, -104.963502)",1395
COLORADO LIQUOR MART INC,COLORADO LIQUOR MART,Liquor Store (city),10/10/2022,865 S COLORADO BLVD #206,Denver,CO,802228006,"865 S COLORADO BLVD #206
Denver, CO 802228006
(39.702701, -104.940783)",1444
SUSHI UMI LLC,SUSHI UMI,Hotel & Restaurant (city),10/31/2022,10048 GRANT STREET,Thornton,CO,80229,"10048 GRANT STREET
Thornton, CO 80229
(39.878357, -104.983645)",82
RED ROBIN INTERNATIONAL INC,RED ROBIN GOURMET BURGERS AND BREWS,Hotel & Restaurant (city),11/01/2022,14183 WEST COLFAX AVENUE,Lakewood,CO,80401,"14183 WEST COLFAX AVENUE
Lakewood, CO 80401
(39.735968, -105.158461)",1008
Host TGI DEN GD FB LLC,GREAT DIVIDE BREWHOUSE & KITCHEN,Hotel & Restaurant (city),10/24/2022,9100 PENA BOULEVARD CONCOURSE C - SUITE CC-25,Denver,CO,80249,"9100 PENA BOULEVARD CONCOURSE C - SUITE CC-25
Denver, CO 80249
(39.85158, -104.669706)",1444
STINKER STORES CO INC,STINKER STORES CO INC #320,Fermented Malt Beverage Off (county),12/10/2022,3218 F ROAD,Clifton,CO,81520,"3218 F ROAD
Clifton, CO 81520
(39.091785, -108.455684)",1015
LEVECKE CORP,LEVECKE CORP,Importer (vinous & spirituous),12/31/2022,10810 INLAND AVE,Mira Loma,CA,91752,"10810 INLAND AVE
Mira Loma, CA 91752
(34.030357, -117.519177)",1177
WALTER'S BEER LLC,WALTER BREWING COMPANY,Manufacturer (brewery),11/19/2022,126 SOUTH ONEIDA STREET,Pueblo,CO,81003,"126 SOUTH ONEIDA STREET
Pueblo, CO 81003
(38.262644, -104.610194)",34
3 ROCK LIQUORS INC,3 ROCK LIQUORS INC,Liquor Store (city),11/16/2022,6160 FIRESTONE BLVD #110,Firestone,CO,80504,"6160 FIRESTONE BLVD #110
Firestone, CO 80504
(40.160641, -104.938708)",1072
"DAY ONE, LLC",DAYS INN & SUITES DENVER INTERNATIONAL AIRPORT,Lodging & Entertainment (City),11/17/2022,7030 TOWER ROAD,Denver,CO,80249,"7030 TOWER ROAD
Denver, CO 80249
(39.824891, -104.771826)",1444
A.H. GRILL AND BAKERY LLC,PHOENICIAN KABOB,Hotel & Restaurant (city),10/20/2022,5709 E COLFAX AVE,Denver,CO,802201415,"5709 E COLFAX AVE
Denver, CO 802201415
(39.740197, -104.920698)",1444
DREAMSCAPE LLC,CHEBA HUT TOASTED SUBS,Hotel & Restaurant (city),11/12/2022,"925 SOUTH TAFT HILL ROAD, STE 6 & 7",Fort Collins,CO,80521,"925 SOUTH TAFT HILL ROAD, STE 6 & 7
Fort Collins, CO 80521
(40.381558, -105.096271)",1012
"VITA, INC.",FOX POINT LIQUOR,Liquor Store (city),10/04/2022,13655 WEST JEWELL AVENUE SUITE B101,Lakewood,CO,80228,"13655 WEST JEWELL AVENUE SUITE B101
Lakewood, CO 80228
(39.681901, -105.155267)",1008
DOWNHILL BREWING COMPANY LLC,DOWNHILL BREWING,Brew Pub (city),12/02/2022,18921 EAST PLAZA,Parker,CO,80134,"18921 EAST PLAZA
Parker, CO 80134",
FREMONT PROVISIONS LLC,FREMONT PROVISIONS,Hotel & Restaurant (city),12/07/2022,507 MAIN STREET,Canon City,CO,81212,"507 MAIN STREET
Canon City, CO 81212
(38.440812, -105.240079)",1448
AQUILINI BRANDS USA INC,AQUILINI BRANDS USA,Importer (vinous & spirituous),11/16/2022,173 MIDDLE WAITSBURG ROAD BLDG C120-H,Walla Walla,WA,99362,"173 MIDDLE WAITSBURG ROAD BLDG C120-H
Walla Walla, WA 99362
(46.08335, -118.321041)",2743
HACIENDA JALISCO LLC,HACIENDA JALISCO,Hotel & Restaurant (city),10/28/2022,6160 FIRESTONE BLVD UNIT 101 & 102,Firestone,CO,805046427,"6160 FIRESTONE BLVD UNIT 101 & 102
Firestone, CO 805046427
(40.160641, -104.938708)",1072
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORES #1975,Fermented Malt Beverage Off (city),11/13/2022,6949 MESA RIDGE PARKWAY,Fountain,CO,808171543,"6949 MESA RIDGE PARKWAY
Fountain, CO 808171543
(38.718321, -104.698394)",1447
SD & AD INC,ROADHOUSE BAR & GRILL,Hotel & Restaurant (county),10/10/2022,10188 US HIGHWAY 34,Grand Lake,CO,804478808,"10188 US HIGHWAY 34
Grand Lake, CO 804478808
(40.196961, -105.871377)",1450
AMIE MOUNTAIN LODGE LLC,INN AT ARROWHEAD,Hotel & Restaurant (county),10/15/2022,21401 ALPINE PLATEAU,Cimarron,CO,81220,"21401 ALPINE PLATEAU
Cimarron, CO 81220
(38.348035, -107.36344)",1005
MURPHY OIL USA INC,MURPHY EXPRESS 8826,Fermented Malt Beverage Off (city),12/07/2022,2290 SOUTH PARKER ROAD,Aurora,CO,80247,"2290 SOUTH PARKER ROAD
Aurora, CO 80247",
"SONOMA VINEYARD COMPANY, INC",MERRY EDWARDS WINERY,Winery Direct Shipper's Permit,11/12/2022,2959 GRAVENSTEIN HIGHWAY NORTH,Sebastopol,CA,95472,"2959 GRAVENSTEIN HIGHWAY NORTH
Sebastopol, CA 95472
(38.435369, -122.857138)",1339
"SWEETWATER COLORADO BREWING COMPANY, LLC",SWEETWATER BREWERY,Brew Pub (city),11/21/2022,1020 EAST LINCOLN AVENUE,Fort Collins,CO,80524,"1020 EAST LINCOLN AVENUE
Fort Collins, CO 80524
(40.588757, -105.058521)",1012
EDGE HOSPITALITY,CLARION HOTEL DENVER CENTRAL,Hotel & Restaurant (city),11/02/2022,200 WEST 48TH AVENUE,Denver,CO,80216,"200 WEST 48TH AVENUE
Denver, CO 80216
(39.784062, -104.987653)",1444
RAPSON INC,KIWI'S,Tavern (city),10/14/2022,8364 SHERIDAN BLVD,Westminster,CO,80003,"8364 SHERIDAN BLVD
Westminster, CO 80003
(39.84936, -105.053131)",1008
SYNCHRONICIFY LLC,CRUSH VINEYARD,Winery Direct Shipper's Permit,11/28/2022,"25327 AVENUE STANFORD, SUITE 105",Valencia,CA,91355,"25327 AVENUE STANFORD, SUITE 105
Valencia, CA 91355
(34.434058, -118.579177)",1195
ME OH MY COFFEE AND PIE LLC,ME OH MY COFFEE & PIE,Tavern (county),09/26/2022,3310 WEST COUNTY ROAD 54G,Laporte,CO,80535,"3310 WEST COUNTY ROAD 54G
Laporte, CO 80535
(40.627142, -105.137647)",1012
NAKED LUNCH INC,NAKED LUNCH,Hotel & Restaurant (city),11/24/2022,3301 ARAPAHOE AVE #E166,Boulder,CO,80302,"3301 ARAPAHOE AVE #E166
Boulder, CO 80302
(40.014701, -105.249341)",85
JOSEPHINE GLAVICH INC,EILERS PLACE,Tavern (city),10/15/2022,326 E MESA,Pueblo,CO,810061017,"326 E MESA
Pueblo, CO 810061017
(38.246105, -104.608048)",34
POMAR JUNCTION VINEYARDS & WINERY LLC,POMAR JUNCTION VINEYARDS & WINERY,Winery Direct Shipper's Permit,11/18/2022,5036 S EL POMAR RD,Templeton,CA,93465,"5036 S EL POMAR RD
Templeton, CA 93465
(35.55055, -120.61031)",1332
"SHIRE STRONG SLICES, LLC",ANTHONY'S PIZZA & PASTA,Beer & Wine (city),09/10/2022,1180 MAIN STREET UNIT 9 AND 10,Windsor,CO,80550,"1180 MAIN STREET UNIT 9 AND 10
Windsor, CO 80550
(40.479605, -104.918981)",1072
ROCKY MOUNTAIN WINE & SPIRITS INC,WEST VAIL LIQUOR MART,Liquor Store (city),11/03/2022,2151 NORTH FRONTAGE ROAD WEST,Vail,CO,81657,"2151 NORTH FRONTAGE ROAD WEST
Vail, CO 81657
(39.630184, -106.417886)",1446
357 FOOD & BEVERAGES LLP,357 BAR AND GRILL,Hotel & Restaurant (city),11/15/2022,235 SOUTH MAIN STREET,Palisade,CO,81526,"235 SOUTH MAIN STREET
Palisade, CO 81526",
CCGL INC,AI SUSHI & GRILL,Hotel & Restaurant (city),11/05/2022,3215 CINEMA POINT  UNIT E3,Colorado Springs,CO,80922,"3215 CINEMA POINT UNIT E3
Colorado Springs, CO 80922
(38.880685, -104.716905)",1447
"THE CRAFTY CANARY BREWERY, LLC",CRAFTY CANARY BREWERY,Brew Pub (city),12/07/2022,107 EAST 5TH STREET,Walsenburg,CO,81089,"107 EAST 5TH STREET
Walsenburg, CO 81089
(37.624757, -104.781096)",1006
GLENMOOR COUNTRY CLUB,GLENMOOR COUNTRY CLUB,Hotel & Restaurant / Optional (city),11/20/2022,110 GLENMOOR DRIVE,Cherry Hills Village,CO,801107124,"110 GLENMOOR DRIVE
Cherry Hills Village, CO 801107124
(39.629306, -104.946302)",1395
VANRANG VAN RATSAMY,SALA THAI,Beer & Wine (city),10/05/2022,1293 MAIN STREET #3,Windsor,CO,80550,"1293 MAIN STREET #3
Windsor, CO 80550
(40.479585, -104.921443)",1072
STEAMBOAT LAKE OUTPOST INC,STEAMBOAT LAKE OUTPOST,Tavern (county),11/08/2022,60880 COUNTY ROAD 129,Clark,CO,80428,"60880 COUNTY ROAD 129
Clark, CO 80428
(40.800983, -106.934567)",1066
931 E 11TH AVE CORP,PARK TAVERN AND RESTAURANT THE,Hotel & Restaurant (city),11/03/2022,921 EAST 11TH AVENUE,Denver,CO,80218,"921 EAST 11TH AVENUE
Denver, CO 80218
(39.733705, -104.975633)",1444
HILLSTONE RESTAURANT GROUP INC,CHERRY CREEK GRILL,Hotel & Restaurant (city),11/01/2022,184 STEELE,Denver,CO,802315216,"184 STEELE
Denver, CO 802315216
(39.719212, -104.949794)",1444
CTE ENTERPRISES LLC,ELLIOTTS CAFE,Hotel & Restaurant (city),11/22/2022,226 OAK AVENUE,Eaton,CO,80615,"226 OAK AVENUE
Eaton, CO 80615
(40.52832, -104.71137)",1072
HERSHA HOSPITALITY MANAGEMENT LP,HOLIDAY INN EAST DENVER STAPLETON,Hotel & Restaurant (city),11/28/2022,3333 QUEBEC STREET,Denver,CO,80207,"3333 QUEBEC STREET
Denver, CO 80207
(39.764417, -104.903435)",1444
BEAUTY BAR INC,BEAUTY BAR,Lodging & Entertainment (City),10/07/2022,26 North Tejon Street,Colorado Springs,CO,80903,"26 North Tejon Street
Colorado Springs, CO 80903
(38.834916, -104.823469)",1447
UNITED STATES DISTILLED PRODUCTS,UNITED STATES DISTILLED PRODUCTS,Importer (malt liquor),11/30/2022,1607 SOUTH 12TH STREET,Princeton,MN,55371,"1607 SOUTH 12TH STREET
Princeton, MN 55371
(45.555386, -93.596186)",1512
EAST VALLEY LIQUORS INC,EAST VALLEY LIQUORS,Liquor Store (county),12/02/2022,418 32 ROAD UNIT B,Clifton,CO,81520,"418 32 ROAD UNIT B
Clifton, CO 81520
(39.065565, -108.459492)",1015
S&S INC,DEVIL OR ANGEL BAR & GRILL,Tavern (county),11/30/2022,4130 SOUTH US HIGHWAY 85/87,Colorado Springs,CO,80911,"4130 SOUTH US HIGHWAY 85/87
Colorado Springs, CO 80911
(38.773669, -104.76702)",1447
PHO REAL FOODS LTD,PHO REAL,Beer & Wine (city),10/20/2022,301 NORTH MAIN STREET UNIT #2,Breckenridge,CO,80424,"301 NORTH MAIN STREET UNIT #2
Breckenridge, CO 80424
(39.484706, -106.046187)",1070
SUPER LIQUORS LLC,SUPER LIQUORS LLC,Liquor Store (city),11/19/2022,25 EAST RED CREEK SPRINGS ROAD,Pueblo,CO,81005,"25 EAST RED CREEK SPRINGS ROAD
Pueblo, CO 81005
(38.24716, -104.662884)",34
