"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-113.93684267348915 51.12802783927996)","DP2022-06182","128 SADDLEFIELD CR NE","GREYSTONE CUSTOM HOMES","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-01T00:00:00.000",,,,,,,,,,,"SAD","SADDLE RIDGE","5","NE","51.128","-113.937","2","Titled Parcel;Building","128 SADDLEFIELD CR NE;128 SADDLEFIELD CR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9368427,51.1280278],[-113.9368421,51.1279422]]}","MULTIPOINT ((-113.93684267348915 51.12802783927996),(-113.93684207593373 51.1279422309445))"
"POINT (-114.05004248174338 51.0231423496978)","DP2022-06181","#B 601 34 AV SE",,"Signs - Discretionary Use - Third Party Signs","TEMPORARY USE: SIGN - CLASS F (THIRD PARTY ADVERTISING SIGN - 5 YEARS)","C2720","SIGN - CLASS F","Discretionary","I-G","Industrial - General",,"In Advertising","2022-09-01T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"MNI","MANCHESTER INDUSTRIAL","9","SE","51.023","-114.050","3","Titled Parcel;Building;Building Suite","601 34 AV SE;601 34 AV SE;#B 601 34 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0500425,51.0231423],[-114.0502289,51.0227528],[-114.0502289,51.0227528]]}","MULTIPOINT ((-114.05004248174338 51.0231423496978),(-114.05022893073885 51.02275276106234),(-114.05022893073885 51.02275276106234))"
"POINT (-114.13029528154293 51.17458307032088)","DP2022-06180","72 SAGE MEADOWS CI NW",,"Residential - Secondary Suite","REVISION: SECONDARY SUITE (CHANGES TO DP2021-8446 - PARKING STALL RELOCATION AND STALL DEPTH)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-09-01T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"SGH","SAGE HILL","2","NW","51.175","-114.130","2","Titled Parcel;Building","72 SAGE MEADOWS CI NW;72 SAGE MEADOWS CI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1302953,51.1745831],[-114.1302087,51.174481]]}","MULTIPOINT ((-114.13029528154293 51.17458307032088),(-114.13020874670559 51.17448095562159))"
"POINT (-114.0605417506934 51.14494970265842)","DP2022-06179","567 HARVEST HILLS DR NE",,"Relaxation - New - Residential","RELAXATION: DECK - PROJECTION INTO REAR SETBACK, HEIGHT","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-09-01T00:00:00.000","2022-09-08T00:00:00.000",,"2024-09-08T00:00:00.000",,"Approval","Development Authority",,,,,"HAR","HARVEST HILLS","3","NE","51.145","-114.061","2","Titled Parcel;Building","567 HARVEST HILLS DR NE;567 HARVEST HILLS DR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0605418,51.1449497],[-114.0603589,51.144935]]}","MULTIPOINT ((-114.0605417506934 51.14494970265842),(-114.0603588575892 51.14493495538359))"
"POINT (-114.28048993715042 51.11253834543015)","DP2022-06178","6600 133 ST NW","URBAN SYSTEMS","Excavating, Stripping and Grading","TEMPORARY USE: EXCAVATION, STRIPPING AND GRADING","C1560","EXCAVATION, STRIPPING AND GRADING","Discretionary","C-C1; M-G; R-G; S-SPR; S-UN","Commercial - Community 1; Multi-Residential - At Grade Housing; Residential - Low Density Mixed Housing; Special Purpose - School, Park and Community Reserve; Special Purpose - Urban Nature",,"Under Review","2022-09-01T00:00:00.000",,,,,,,,,,,"HSN","HASKAYNE","1","NW","51.113","-114.280","1","Titled Parcel","6600 133 ST NW","{""type"":""Point"",""coordinates"":[-114.2804899,51.1125383]}","POINT (-114.28048993715042 51.11253834543015)"
"POINT (-113.98686146627293 50.94152545492457)","DP2022-06177","71 DOUGLAS WOODS GV SE","JONES GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING DECK) -  PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Approved","2022-09-01T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"DDG","DOUGLASDALE/GLEN","11","SE","50.942","-113.987","2","Titled Parcel;Building","71 DOUGLAS WOODS GV SE;71 DOUGLAS WOODS GV SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9868615,50.9415255],[-113.9870389,50.9415175]]}","MULTIPOINT ((-113.98686146627293 50.94152545492457),(-113.9870388760729 50.94151746475368))"
"POINT (-114.09313072327998 51.09458168822232)","DP2022-06176","4712 NORQUAY DR NW","GROOM ROOM (THE)","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (PET GROOMING)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-09-01T00:00:00.000",,,,,,,,,,,"NHV","NORTH HAVEN","4","NW","51.095","-114.093","2","Titled Parcel;Building","4712 NORQUAY DR NW;4712 NORQUAY DR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.0931307,51.0945817],[-114.0930249,51.094596]]}","MULTIPOINT ((-114.09313072327998 51.09458168822232),(-114.09302485298021 51.094596021109666))"
"POINT (-114.03912256545162 50.946861909732874)","DP2022-06175","1108 LAKE WAPTA WY SE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING PERGOLA) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-01T00:00:00.000",,,,,,,,,,,"LKB","LAKE BONAVISTA","14","SE","50.947","-114.039","2","Titled Parcel;Building","1108 LAKE WAPTA WY SE;1108 LAKE WAPTA WY SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0391226,50.9468619],[-114.0390697,50.946775]]}","MULTIPOINT ((-114.03912256545162 50.946861909732874),(-114.03906969687779 50.9467750401921))"
"POINT (-114.09084504658216 50.95728529474363)","DP2022-06174","156 SOUTHAMPTON DR SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"SOW","SOUTHWOOD","11","SW","50.957","-114.091","2","Titled Parcel;Building","156 SOUTHAMPTON DR SW;156 SOUTHAMPTON DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.090845,50.9572853],[-114.0907114,50.957266]]}","MULTIPOINT ((-114.09084504658216 50.95728529474363),(-114.09071136746161 50.957266025467206))"
"POINT (-114.07284971441457 51.030708726905694)","DP2022-06173","528 25 AV SW",,"Signs - Permitted Use with Relaxation","NEW: SIGN - CLASS A (ADDRESS SIGNS - 2, DIRECTIONAL SIGN), SIGN - CLASS D (CANOPY SIGNS - 2)","C2670; C2700","SIGN - CLASS A; SIGN - CLASS D","Permitted with a Relaxation","DC","Direct Control (1P2007)",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"CLI","CLIFF BUNGALOW","8","SW","51.031","-114.073","2","Titled Parcel;Building","528 25 AV SW;528 25 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0728497,51.0307087],[-114.0728396,51.0308598]]}","MULTIPOINT ((-114.07284971441457 51.030708726905694),(-114.07283962960328 51.030859779074184))"
"POINT (-113.96985235830266 51.12982526316911)","DP2022-06172","8608 METIS TR NE","SUNDER LUMBER INDUSTRIES","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (WHOLESALER)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","S-FUD","Special Purpose - Future Urban Development",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"SAD","SADDLE RIDGE","5","NE","51.130","-113.970","2","Titled Parcel;Building","8608 METIS TR NE;8608 METIS TR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9698524,51.1298253],[-113.9689247,51.130481]]}","MULTIPOINT ((-113.96985235830266 51.12982526316911),(-113.96892467522378 51.13048097358324))"
"POINT (-114.17227927583757 51.169602510114366)","DP2022-06171","#125 246 NOLANRIDGE CR NW",,"Change of Use - Discretionary Use or Relaxations Required","REVISION: DRINKING ESTABLISHMENT - SMALL (ADDITIONAL USE TO DP2019-4985)","C1500","DRINKING ESTABLISHMENT - SMALL","Discretionary","I-C","Industrial - Commercial",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"02C","RESIDUAL WARD 2 - SUB AREA 2C","2","NW","51.170","-114.172","4","Titled Parcel;Building;Building Suite;Building Suite","246 NOLANRIDGE CR NW;246 NOLANRIDGE CR NW;#125 246 NOLANRIDGE CR NW;#120 246 NOLANRIDGE CR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1722793,51.1696025],[-114.1718527,51.1701164],[-114.1718527,51.170114],[-114.1718527,51.170114]]}","MULTIPOINT ((-114.17227927583757 51.169602510114366),(-114.17185272706541 51.170116413699255),(-114.1718527182115 51.17011403148211),(-114.1718527182115 51.17011403148211))"
"POINT (-114.16423110570804 51.076317346828084)","DP2022-06170","1920 HOME RD NW",,"Residential - Secondary Suite","NEW: BACKYARD SUITE","C1175","BACKYARD SUITE","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"Cancelled - Pending Refund","2022-08-31T00:00:00.000",,,,,,,,,,,"MON","MONTGOMERY","7","NW","51.076","-114.164","1","Titled Parcel","1920 HOME RD NW","{""type"":""Point"",""coordinates"":[-114.1642311,51.0763173]}","POINT (-114.16423110570804 51.076317346828084)"
"POINT (-114.1068106233237 51.04437182353419)","DP2022-06169","2005A 10 AV SW","EXPLOREMOREYYCFITNESS","Change of Use - Permitted Use","CHANGE OF USE: FITNESS CENTRE","C1600","FITNESS CENTRE","Permitted","DC","Direct Control (1P2007)",,"Released","2022-08-31T00:00:00.000","2022-09-07T00:00:00.000","2022-09-07T00:00:00.000","2023-09-07T00:00:00.000",,"Approval","Development Authority",,,,,"SNA","SUNALTA","8","SW","51.044","-114.107","3","Titled Parcel;Building;Building Suite","2005 10 AV SW;2017 10 AV SW;2005A 10 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1068106,51.0443718],[-114.1073324,51.0443234],[-114.1072766,51.0443437]]}","MULTIPOINT ((-114.1068106233237 51.04437182353419),(-114.10733240373337 51.04432340326937),(-114.10727657788327 51.04434367244056))"
"POINT (-114.09209351604696 50.9040140992708)","DP2022-06168","87 SOMERSIDE CM SW","ADELINA'S HEALING MASSAGE AND SPA","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (MASSAGE THERAPY)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"SOM","SOMERSET","13","SW","50.904","-114.092","2","Titled Parcel;Building","87 SOMERSIDE CM SW;87 SOMERSIDE CM SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0920935,50.9040141],[-114.0920372,50.904108]]}","MULTIPOINT ((-114.09209351604696 50.9040140992708),(-114.09203718615309 50.90410796283925))"
"POINT (-114.12244198554134 51.09525385630619)","DP2022-06167","386 CAPRI CR NW","RAW FITNESS YYC","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (PERSONAL TRAINER)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"CHW","CHARLESWOOD","4","NW","51.095","-114.122","2","Titled Parcel;Building","386 CAPRI CR NW;386 CAPRI CR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.122442,51.0952539],[-114.1224512,51.0953448]]}","MULTIPOINT ((-114.12244198554134 51.09525385630619),(-114.12245121964042 51.09534476804861))"
"POINT (-114.02516273021418 50.86594867436054)","DP2022-06166","1274 WALDEN DR SE","HAIR SALON","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (HAIR STYLIST)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-2M","Residential - Low Density Multiple Dwelling",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"WAL","WALDEN","14","SE","50.866","-114.025","2","Titled Parcel;Building","1274 WALDEN DR SE;1274 WALDEN DR SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0251627,50.8659487],[-114.0252395,50.8658783]]}","MULTIPOINT ((-114.02516273021418 50.86594867436054),(-114.02523946149714 50.8658782570255))"
"POINT (-114.0000946065493 51.05249426643182)","DP2022-06165","2520 CENTRE AV NE",,"Change of Use - Permitted Use","CHANGE OF USE: VEHICLE SALES - MINOR","C2950","VEHICLE SALES - MINOR","Permitted","I-C","Industrial - Commercial",,"Cancelled - Pending Refund","2022-08-31T00:00:00.000",,,,,,,,,,,"MER","MERIDIAN","10","NE","51.052","-114.000","2","Titled Parcel;Building","2520 CENTRE AV NE;2520 CENTRE AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0000946,51.0524943],[-114.0001581,51.0528544]]}","MULTIPOINT ((-114.0000946065493 51.05249426643182),(-114.00015813522482 51.05285435861782))"
"POINT (-114.13265725967653 51.09585416238647)","DP2022-06164","3228 BREEN RD NW","FIRST CHOICE INSPECTIONS","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (ESTHETICS)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"BRE","BRENTWOOD","4","NW","51.096","-114.133","2","Titled Parcel;Building","3228 BREEN RD NW;3228 BREEN RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1326573,51.0958542],[-114.1325828,51.0959388]]}","MULTIPOINT ((-114.13265725967653 51.09585416238647),(-114.13258280794848 51.095938839523164))"
"POINT (-113.98616591488417 51.06213631807086)","DP2022-06163","1111 33 ST NE","MACRO FINANCIAL SERVICES","Change of Use - Permitted Use","CHANGE OF USE: INFORMATION AND SERVICE PROVIDER","C1820","INFORMATION AND SERVICE PROVIDER","Permitted","C-COR3 f1.0h12","Commercial - Corridor 3",,"Released","2022-08-31T00:00:00.000","2022-09-08T00:00:00.000","2022-09-08T00:00:00.000","2023-09-08T00:00:00.000",,"Approval","Development Authority",,,,,"FRA","FRANKLIN","10","NE","51.062","-113.986","2","Titled Parcel;Building","1111 33 ST NE;1111 33 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9861659,51.0621363],[-113.9868219,51.0622337]]}","MULTIPOINT ((-113.98616591488417 51.06213631807086),(-113.98682193655681 51.062233671477614))"
"POINT (-114.10309402316186 51.036362045744355)","DP2022-06162","2101 17A ST SW",,"Residential - Multi-Family","NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING)","C2050","MULTI-RESIDENTIAL DEVELOPMENT","Discretionary","M-CG","Multi-Residential - Contextual Grade-Oriented  ",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"BNK","BANKVIEW","8","SW","51.036","-114.103","2","Titled Parcel;Building","2101 17A ST SW;2101 17A ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.103094,51.036362],[-114.1031917,51.0363576]]}","MULTIPOINT ((-114.10309402316186 51.036362045744355),(-114.10319168107365 51.036357626499246))"
"POINT (-113.9538773167786 51.03767373624352)","DP2022-06161","#150 5701 17 AV SE","MAMAS LOUNGE","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: DRINKING ESTABLISHMENT - SMALL","C1500","DRINKING ESTABLISHMENT - SMALL","Discretionary","C-COR3 f1.0h12","Commercial - Corridor 3",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"FLI","FOREST LAWN INDUSTRIAL","9","SE","51.038","-113.954","3","Titled Parcel;Building;Building Suite","5701 17 AV SE;5701 17 AV SE;#150 5701 17 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9538773,51.0376737],[-113.9533719,51.0373596],[-113.9532093,51.0373597]]}","MULTIPOINT ((-113.9538773167786 51.03767373624352),(-113.95337192718159 51.03735964078415),(-113.95320931047989 51.03735969265941))"
"POINT (-114.12155449198714 51.0252812457068)","DP2022-06160","2612 32 AV SW","JOHN TRINH & ASSOCIATES","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-31T00:00:00.000",,,,,,,,,,,"RIC","RICHMOND","8","SW","51.025","-114.122","1","Titled Parcel","2612 32 AV SW","{""type"":""Point"",""coordinates"":[-114.1215545,51.0252812]}","POINT (-114.12155449198714 51.0252812457068)"
"POINT (-114.26201012657938 51.0834567644901)","DP2022-06159","32 CRESTMONT WY SW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK ","B4000","DECK","Permitted with a Relaxation","DC","DIRECT CONTROL DISTRICT                                 ",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"CRM","CRESTMONT","1","SW","51.083","-114.262","2","Titled Parcel;Building","32 CRESTMONT WY SW;32 CRESTMONT WY SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2620101,51.0834568],[-114.2618927,51.0835392]]}","MULTIPOINT ((-114.26201012657938 51.0834567644901),(-114.26189268663671 51.08353923836279))"
"POINT (-113.9623048253821 51.124761926045785)","DP2022-06158","71 MARTHA'S MEADOW CL NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"Hold","2022-08-31T00:00:00.000",,,,,,,,,,,"MRT","MARTINDALE","5","NE","51.125","-113.962","2","Titled Parcel;Building","71 MARTHA'S MEADOW CL NE;71 MARTHA'S MEADOW CL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9623048,51.1247619],[-113.9623206,51.1248818]]}","MULTIPOINT ((-113.9623048253821 51.124761926045785),(-113.96232059876905 51.12488180757281))"
"POINT (-114.12644870046722 51.02739186584267)","DP2022-06157","3032 27 ST SW","JOHN TRINH & ASSOCIATES","Residential - New Single / Semi / Duplex","NEW: SEMI-DETACHED DWELLING, OTHER RESIDENTIAL, ACCESSORY BUILDING (GARAGE)","B1005; B8095; B9996","ACCESSORY BUILDING; SEMI-DETACHED DWELLING; OTHER RESIDENTIAL","Discretionary","DC","DIRECT CONTROL DISTRICT                                 ",,"Hold","2022-08-31T00:00:00.000",,,,,,,,,,,"KIL","KILLARNEY/GLENGARRY","8","SW","51.027","-114.126","2","Titled Parcel;Building","3032 27 ST SW;3032 27 ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1264487,51.0273919],[-114.126322,51.0273909]]}","MULTIPOINT ((-114.12644870046722 51.02739186584267),(-114.12632202519916 51.02739092406726))"
"POINT (-114.06738863098408 51.014329588431316)","DP2022-06156","4504 STANLEY DR SW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTY LINE","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-31T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"PKH","PARKHILL","8","SW","51.014","-114.067","2","Titled Parcel;Building","4504 STANLEY DR SW;4504 STANLEY DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0673886,51.0143296],[-114.0673904,51.0141797]]}","MULTIPOINT ((-114.06738863098408 51.014329588431316),(-114.06739042320511 51.014179718750654))"
"POINT (-113.95819388566589 51.18155268670487)","DP2022-06155","14010 52 ST NE","EXP SERVICES","Change of Use - With Change to Site Plan","TEMPORARY USE: RECYCLABLE CONSTRUCTION MATERIAL COLLECTION DEPOT (TEMPORARY)","C2418","RECYCLABLE CONSTRUCTION MATERIAL COLLECTION DEPOT (TEMPORARY)","Discretionary","S-FUD","Special Purpose - Future Urban Development",,"Hold","2022-08-31T00:00:00.000",,,,,,,,,,,"05D","RESIDUAL WARD 5 - SUB AREA 5D","5","NE","51.182","-113.958","2","Titled Parcel;Building","14010 52 ST NE;14010 52 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9581939,51.1815527],[-113.9578477,51.1811172]]}","MULTIPOINT ((-113.95819388566589 51.18155268670487),(-113.95784774025444 51.18111719994311))"
"POINT (-114.00251358127446 51.05717497853957)","DP2022-06154","175 MCKINNON CR NE","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING) - ROOFTOP DECK, DECK (EXISTING) - PRIVACY WALL HEIGHT","C1020; C1455","ACCESSORY RESIDENTIAL BUILDING; DECK","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-31T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"MAL","MAYLAND HEIGHTS","10","NE","51.057","-114.003","2","Titled Parcel;Building","175 MCKINNON CR NE;175 MCKINNON CR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0025136,51.057175],[-114.002689,51.0571719]]}","MULTIPOINT ((-114.00251358127446 51.05717497853957),(-114.00268901954644 51.05717185520465))"
"POINT (-114.03924424325251 51.03772251854909)","DP2022-06153","1005 17 AV SE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: CHANGE OF USE: SINGLE DETACHED DWELLING, NEW: SECONDARY SUITE (MAIN FLOOR, SECONDARY FLOOR AND BASEMENT) - SUITE FLOOR AREA","C2626; C2730","SECONDARY SUITE; SINGLE DETACHED DWELLING","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"RAM","RAMSAY","9","SE","51.038","-114.039","3","Titled Parcel;Building;Building","1005 17 AV SE;1007 17 AV SE;1005 17 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0392442,51.0377225],[-114.0391437,51.0376307],[-114.0392377,51.0376298]]}","MULTIPOINT ((-114.03924424325251 51.03772251854909),(-114.03914368645272 51.037630749001565),(-114.03923767736113 51.03762982749915))"
"POINT (-114.0668707712023 51.18654313808349)","DP2022-06152","191 LIVINGSTON AV NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (SECONDARY SUITE)","C2626","SECONDARY SUITE","Permitted with a Relaxation","R-G","Residential - Low Density Mixed Housing",,"Cancelled","2022-08-31T00:00:00.000",,,,"2022-09-07T00:00:00.000",,,,,,,"LIV","LIVINGSTON","3","NE","51.187","-114.067","2","Titled Parcel;Building","191 LIVINGSTON AV NE;191 LIVINGSTON AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0668708,51.1865431],[-114.0668723,51.1864714]]}","MULTIPOINT ((-114.0668707712023 51.18654313808349),(-114.06687225514787 51.18647138292537))"
"POINT (-113.92429596465234 51.11926894893191)","DP2022-06151","411 TARALAKE WY NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT) - PARKING STALL SIZE","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-08-31T00:00:00.000",,,,,,,,,,,"TAR","TARADALE","5","NE","51.119","-113.924","2","Titled Parcel;Building","411 TARALAKE WY NE;411 TARALAKE WY NE","{""type"":""MultiPoint"",""coordinates"":[[-113.924296,51.1192689],[-113.9241231,51.1192719]]}","MULTIPOINT ((-113.92429596465234 51.11926894893191),(-113.92412308576932 51.11927194730051))"
"POINT (-114.02866346903983 50.8641768349462)","DP2022-06150","#550 20 LONGVIEW CM SE",,"Change of Use - Permitted Use","CHANGE OF USE: HEALTH CARE SERVICE","C1695","HEALTH CARE SERVICE","Permitted","DC","Direct Control (1P2007)",,"Released","2022-08-30T00:00:00.000","2022-09-08T00:00:00.000","2022-09-08T00:00:00.000","2023-09-08T00:00:00.000",,"Approval","Development Authority",,,,,"LEG","LEGACY","14","SE","50.864","-114.029","3","Titled Parcel;Building;Building Suite","20 LONGVIEW CM SE;#500 20 LONGVIEW CM SE;#550 20 LONGVIEW CM SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0286635,50.8641768],[-114.0293779,50.8647696],[-114.0293813,50.8647384]]}","MULTIPOINT ((-114.02866346903983 50.8641768349462),(-114.0293779366333 50.86476956659818),(-114.0293812979947 50.864738406370975))"
"POINT (-113.97155118804145 50.931561136911185)","DP2022-06149","#30 4307 130 AV SE","CEFA EARLY LEARNING SOUTH TRAIL CROSSING","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: CHILD CARE SERVICE","C1310","CHILD CARE SERVICE","Discretionary","C-R3 f0.4h18","Commercial - Regional 3",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"MCT","MCKENZIE TOWNE","12","SE","50.932","-113.972","3","Titled Parcel;Building;Building Suite","4307 130 AV SE;#30 4307 130 AV SE;#30 4307 130 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9715512,50.9315611],[-113.9728202,50.9307427],[-113.9728202,50.9307427]]}","MULTIPOINT ((-113.97155118804145 50.931561136911185),(-113.97282021103211 50.93074265623027),(-113.97282021103211 50.93074265623027))"
"POINT (-114.12974020331256 51.072848466176985)","DP2022-06148","2940 UNIVERSITY PL NW",,"Residential - Additions over 10 sq metres","ADDITION: SINGLE DETACHED DWELLING (MAIN & SECOND FLOOR - FRONT & EAST SIDE, REAR COVERED DECK); ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2730","ACCESSORY RESIDENTIAL BUILDING; SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"UNI","UNIVERSITY HEIGHTS","7","NW","51.073","-114.130","2","Titled Parcel;Building","2940 UNIVERSITY PL NW;2940 UNIVERSITY PL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1297402,51.0728485],[-114.1300821,51.072645]]}","MULTIPOINT ((-114.12974020331256 51.072848466176985),(-114.1300821382808 51.072645000007455))"
"POINT (-114.11664570100422 51.06251564914078)","DP2022-06147","2411 JUNIPER RD NW","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-08-30T00:00:00.000",,,,,,,,,,,"WHL","WEST HILLHURST","7","NW","51.063","-114.117","2","Titled Parcel;Building","2411 JUNIPER RD NW;2411 JUNIPER RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1166457,51.0625156],[-114.1166856,51.0624891]]}","MULTIPOINT ((-114.11664570100422 51.06251564914078),(-114.11668563637039 51.06248908964085))"
