"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"AZZURRI PIZZERIA","#B 2404 EDMONTON TR NE","OUTDOOR PATIO","WINSTON HEIGHTS/MOUNTVIEW","Renewal Licensed","2015-05-12T00:00:00.000","-114.05589791200288","51.07358241862371"
"5 SENSES RAMEN & SUSHI BAR","634A 17 AV SW","OUTDOOR PATIO","BELTLINE","Renewal Licensed","2015-05-08T00:00:00.000","-114.07651641536287","51.038017370438155"
"C CAN STORE","#16 11010 46 ST SE","DISTRIBUTION MANAGER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2016-08-26T00:00:00.000","-113.96818948667804","50.955770078557634"
"GOGO MEDITERRANEAN","#1125 3800 MEMORIAL DR NE","FOOD SERVICE - PREMISES","MARLBOROUGH","Renewal Licensed","2019-08-29T00:00:00.000","-113.97918388852615","51.054378860643695"
"OPTIMUM WELLNESS CENTRE","#124 13226 MACLEOD TR SE","MASSAGE CENTRE (COMMERCIAL)","LAKE BONAVISTA","Licensed","2021-11-25T00:00:00.000","-114.06659477898246","50.93248114883278"
"FUEL FOR GOLD","#298D 402 COLLEGIATE BV NW","FOOD SERVICE - PREMISES (NO SEATING)","UNIVERSITY HEIGHTS","Renewal Licensed","2011-07-06T00:00:00.000","-114.13171442136425","51.07820916619586"
"BOSTON PIZZA","#100 5255 RICHMOND RD SW","ENTERTAINMENT ESTABLISHMENT","GLAMORGAN","Renewal Licensed","2008-07-28T00:00:00.000","-114.16244605895314","51.01727092162761"
"DENIM & SMITH BARBERSHOPS","#224 16061 MACLEOD TR SE","PERSONAL SERVICE","SHAWNESSY","Renewal Licensed","2019-08-27T00:00:00.000","-114.06617136007263","50.90724999827534"
"LAYALI CAFE","#101 617 11 AV SW","OUTDOOR PATIO","BELTLINE","Licensed","2022-05-09T00:00:00.000","-114.07519164203056","51.04252179411193"
"WESTERN PROPELLER","#Q 1003 55 AV NE","MANUFACTURER","SKYLINE EAST","Renewal Licensed","2007-04-20T00:00:00.000","-114.04027628537679","51.101129158449645"
"CALGARY CO-OP","200 BARLOW SQ SE","FOOD SERVICE - PREMISES","SOUTH FOOTHILLS","Renewal Licensed","2019-05-30T00:00:00.000","-113.9804476105878","50.972777242355164"
"TAIL BLAZERS - LEGACY","#1110 47 LEGACY VW SE","RETAIL DEALER - PREMISES","LEGACY","Renewal Licensed","2019-08-20T00:00:00.000","-114.00960232792676","50.862350842200904"
"SEGO INDUSTRIES","4960 110 AV SE","WHOLESALER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2019-05-01T00:00:00.000","-113.9633917056137","50.95441986889926"
"SOUTH BLOCK BARBECUE AND BREWING","2437 4 ST SW","FOOD SERVICE - PREMISES (SEATING)","CLIFF BUNGALOW","Renewal Licensed","2021-05-26T00:00:00.000","-114.07174406308629","51.03074435407313"
"DEANE HOUSE","806 9 AV SE","OUTDOOR PATIO","INGLEWOOD","Renewal Licensed","2016-09-08T00:00:00.000","-114.04202426579526","51.043780438781376"
"K TOWN FRIED CHICKEN","919B CENTRE ST NW","FOOD SERVICE - PREMISES (SEATING)","CRESCENT HEIGHTS","Renewal Licensed","2019-06-19T00:00:00.000","-114.0630493265265","51.0603294731979"
"TRUCKCESSORIES","4135 EDMONTON TR NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2016-05-03T00:00:00.000","-114.0528951700265","51.0893410385948"
"SUNGLASS HUT #8953","#Y2 3625 SHAGANAPPI TR NW","RETAIL DEALER - PREMISES","VARSITY","Renewal Licensed","2017-08-30T00:00:00.000","-114.15630765365368","51.08641008517392"
"DOUBLE T TECHNICAL SERVICES","#1 1222 40 AV NE","CONTRACTOR","MCCALL","Renewal Licensed","2013-05-22T00:00:00.000","-114.03294907267991","51.08893489036814"
"CANDOO CARPENTRY","#11 6204 29 ST SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2015-11-18T00:00:00.000","-113.98818902441577","50.997819619021065"
"HIGH LINE BREWING","#113 1318 9 AV SE","OUTDOOR PATIO","INGLEWOOD","Renewal Licensed","2016-09-13T00:00:00.000","-114.03281667110504","51.04112225381788"
"MICHAELS #3903","#130 350 SHAWVILLE BV SE","RETAIL DEALER - PREMISES","SHAWNESSY","Renewal Licensed","1999-01-07T00:00:00.000","-114.06231151358332","50.89868714154635"
"STARDIP.COM","4801 WESTWINDS DR NE","MANUFACTURER","WESTWINDS","Renewal Licensed","2013-02-01T00:00:00.000","-113.96535420591974","51.09973212824557"
"CALGARY AESTHETIC CLINIC","#100 6005 11 ST SE","PERSONAL SERVICE","BURNS INDUSTRIAL","Licensed","2022-03-31T00:00:00.000","-114.03788040421199","50.99934305234791"
"SYNNEX CANADA","5280 72 AV SE","WHOLESALER","FOOTHILLS","Renewal Licensed","2006-07-07T00:00:00.000","-113.96077446003191","50.99047659661934"
"RUN LOUNGE (THE)","144 2 ST SW","RETAIL DEALER - PREMISES","CHINATOWN","Licensed","2022-02-22T00:00:00.000","-114.06671480441585","51.05252202764359"
"BROWNS SHOES","#167 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2020-08-31T00:00:00.000","-114.0740500409654","50.99868242583217"
"BOSTON PIZZA","#100 5255 RICHMOND RD SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","GLAMORGAN","Renewal Licensed","2008-07-28T00:00:00.000","-114.16244605895314","51.01727092162761"
"PHO UNCLE TEN","#628 999 36 ST NE","FOOD SERVICE - PREMISES (SEATING)","FRANKLIN","Renewal Licensed","2018-05-15T00:00:00.000","-113.98468493624357","51.06157247881525"
"CINNZEO SOUTHCENTRE MALL","#227 100 ANDERSON RD SE","FOOD SERVICE - PREMISES (NO SEATING)","WILLOW PARK","Renewal Licensed","2021-05-03T00:00:00.000","-114.06524140995941","50.952971656814746"
"ACE MATS","#125 1803 60 ST SE","FABRIC CLEANING","FOREST LAWN INDUSTRIAL","Renewal Licensed","2013-11-06T00:00:00.000","-113.94792552452861","51.03717482215786"
"CALGARY CO-OP","200 BARLOW SQ SE","TOBACCO RETAILER","SOUTH FOOTHILLS","Renewal Licensed","2019-05-30T00:00:00.000","-113.9804476105878","50.972777242355164"
"SMITTY'S RESTAURANT AND LOUNGE","9640 MACLEOD TR SE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","ACADIA","Renewal Licensed","2020-02-19T00:00:00.000","-114.06991947434851","50.966754711389804"
"LITTLE CAESARS","#5 728 NORTHMOUNT DR NW","FOOD SERVICE - PREMISES (NO SEATING)","ROSEMONT","Renewal Licensed","2020-03-04T00:00:00.000","-114.09243501481811","51.082294002533935"
"EL FURNITURE WAREHOUSE","107 8 AV SW","TOBACCO RETAILER","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2018-02-08T00:00:00.000","-114.06351612418689","51.04528671016977"
"ALLSOLD.CA","514 42 AV SE","RETAIL DEALER - PREMISES (MAIL ORDER)","MANCHESTER INDUSTRIAL","Renewal Licensed","2011-08-22T00:00:00.000","-114.0517373179613","51.016155812168634"
"UNDERLAND TATTOO","#316 4620 BOW TR SW","PERSONAL SERVICE (TATTOO)","WILDWOOD","Licensed","2022-05-02T00:00:00.000","-114.15320697242866","51.04916784063259"
"THE VARSITY CLINIC","#102 4616 VALIANT DR NW","PERSONAL SERVICE (FITNESS CONDITIONING)","VARSITY","Pending Renewal","2000-09-18T00:00:00.000","-114.15340927756398","51.091438359402595"
"HIDDEN CORNER","#B 100 3 AV SE","RETAIL DEALER - PREMISES","CHINATOWN","Licensed","2022-04-18T00:00:00.000","-114.06242023651868","51.050452439439496"
"HUNTER LOGISTICS","#C 2624 54 AV SE","WHOLESALER","FOOTHILLS","Move in Progress","2019-02-05T00:00:00.000","-113.99543997491585","51.00583694246618"
"SOUTH BLOCK BARBECUE AND BREWING","2437 4 ST SW","RETAIL DEALER - PREMISES","CLIFF BUNGALOW","Renewal Licensed","2021-05-26T00:00:00.000","-114.07174406308629","51.03074435407313"
"GENEIUS RX","#407 1640 16 AV NW","RETAIL DEALER - PREMISES","CAPITOL HILL","Renewal Licensed","2019-04-25T00:00:00.000","-114.09931990850703","51.067200106554964"
"SUNRISE RESTAURANT","#O 4710 17 AV SE","FOOD SERVICE - PREMISES (SEATING)","FOREST LAWN","Renewal Licensed","1997-06-20T00:00:00.000","-113.9661083797894","51.03886811117853"
"EL FURNITURE WAREHOUSE","107 8 AV SW","OUTDOOR PATIO","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2018-02-08T00:00:00.000","-114.06351612418689","51.04528671016977"
"BREWER'S APPRENTICE (THE)","448 8 AV SE","OUTDOOR PATIO","DOWNTOWN EAST VILLAGE","Renewal Licensed","2017-05-18T00:00:00.000","-114.05366419725722","51.045561035134725"
"DOLLAR TREE","#112 10440 MACLEOD TR SE","RETAIL DEALER - PREMISES","WILLOW PARK","Pending Renewal","2010-10-28T00:00:00.000","-114.07062003217332","50.95924953608792"
"STARDIP.COM","4801 WESTWINDS DR NE","WHOLESALER","WESTWINDS","Renewal Licensed","2013-02-01T00:00:00.000","-113.96535420591974","51.09973212824557"
"TRUEDAN","#18 1015 CENTRE ST NW","FOOD SERVICE - PREMISES (NO SEATING)","CRESCENT HEIGHTS","Pending Renewal","2020-10-22T00:00:00.000","-114.0629898877902","51.06126900178485"
"EUROPEAN THERAPEUTIC MASSAGE","#400 7015 MACLEOD TR SW","MASSAGE CENTRE (COMMERCIAL)","KINGSLAND","Renewal Licensed","2017-07-31T00:00:00.000","-114.0728879914226","50.99087703323313"
"EUROPEAN THERAPEUTIC MASSAGE","#400 7015 MACLEOD TR SW","PERSONAL SERVICE","KINGSLAND","Renewal Licensed","2017-07-31T00:00:00.000","-114.0728879914226","50.99087703323313"
"MAC'S CONVENIENCE STORE #2063","838 68 ST NE","FOOD SERVICE - PREMISES","ABBEYDALE","Renewal Licensed","2018-03-23T00:00:00.000","-113.93438031773817","51.05915751726299"
"GONG CHA - HARVEST HILLS","#222 40 COUNTRY HILLS LD NW","FOOD SERVICE - PREMISES (SEATING)","COUNTRY HILLS","Renewal Licensed","2019-06-20T00:00:00.000","-114.07021790921515","51.142467448730834"
"LA POSH BEAUTY SUPPLY","#100 222 58 AV SW","RETAIL DEALER - PREMISES","MANCHESTER","Licensed","2022-01-07T00:00:00.000","-114.06760303224794","51.001657661713516"
"CHONG FAT RESTAURANT","#28 132 3 AV SE","FOOD SERVICE - PREMISES (SEATING)","CHINATOWN","Renewal Licensed","1996-06-25T00:00:00.000","-114.06083271433397","51.05060133722302"
"BURGER KING #12847","#100 85 SHAWVILLE BV SE","FOOD SERVICE - PREMISES (SEATING)","SHAWNESSY","Renewal Licensed","2008-06-17T00:00:00.000","-114.06764296315602","50.90420426810216"
"KILLEN INK BEAUTY","1331 16 AV SW","PERSONAL SERVICE (TATTOO)","BELTLINE","Renewal Licensed","2021-03-10T00:00:00.000","-114.09350247467754","51.03800187795916"
"GRATITUDE BEAUTY","#202 310 16 AV NW","PERSONAL SERVICE (TATTOO)","MOUNT PLEASANT","Renewal Licensed","2018-06-21T00:00:00.000","-114.06816498340737","51.067221022451726"
"MY SEWING ROOM","#148 8228 MACLEOD TR SE","RETAIL DEALER - PREMISES","FAIRVIEW","Pending Renewal","2006-10-30T00:00:00.000","-114.06995125809419","50.98041808732628"
"SABA HAIR EXTENSIONS","#316 751 3 ST SW","PERSONAL SERVICE","DOWNTOWN COMMERCIAL CORE","Pending Renewal","2021-08-11T00:00:00.000","-114.0709358110056","51.04623431144919"
"SPARKLE LAUNDRY MART","#132 5403 CROWCHILD TR NW","FABRIC CLEANING","VARSITY","Renewal Licensed","2014-08-27T00:00:00.000","-114.16577486491884","51.103782837572794"
"CAFFE ROSSO","425 11 AV SE","OUTDOOR PATIO","BELTLINE","Renewal Licensed","2012-05-28T00:00:00.000","-114.0541220083459","51.04195777405637"
"TUK TUK THAI","#19 275 SHAWVILLE BV SE","FOOD SERVICE - PREMISES (SEATING)","SHAWNESSY","Licensed","2022-06-29T00:00:00.000","-114.06792304267013","50.901521197600644"
"CALGARY CO-OP","200 BARLOW SQ SE","RETAIL DEALER - PREMISES","SOUTH FOOTHILLS","Renewal Licensed","2019-05-30T00:00:00.000","-113.9804476105878","50.972777242355164"
"PETSMART #1200","11694 SARCEE TR NW","KENNEL SERVICE/PET DEALER","SHERWOOD","Renewal Licensed","2006-07-13T00:00:00.000","-114.15655025427837","51.15713152246842"
"GREAT TASTE CHINESE RESTAURANT","#101 123 2 AV SE","FOOD SERVICE - PREMISES (SEATING)","CHINATOWN","Renewal Licensed","2011-06-06T00:00:00.000","-114.06127548249147","51.0509511927965"
"CANADIAN EXPRESS MONEY TRANSFER","#135B 5120 47 ST NE","RETAIL DEALER - PREMISES (MAIL ORDER)","WESTWINDS","Renewal Licensed","2018-06-25T00:00:00.000","-113.96495800144129","51.09909356531914"
"MODULEX ALBERTA","#112 2719 7 AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","MERIDIAN","Licensed","2022-04-20T00:00:00.000","-113.99515464841903","51.05830375238263"
"FOOTHILLS LOCKSMITHS","#127 11769 40 ST SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2005-12-05T00:00:00.000","-113.97739888310636","50.945441414490595"
"FUNKY PETALS","#412 19489 SETON CR SE","RETAIL DEALER - PREMISES","SETON","Renewal Licensed","2017-06-28T00:00:00.000","-113.95719097144726","50.880573231361176"
"MOC DISTRIBUTORS OF CANADA","4544 14 ST NE","WAREHOUSING","MCCALL","Licensed","2022-05-11T00:00:00.000","-114.02804622860491","51.09319398762824"
"DEANE HOUSE","806 9 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","INGLEWOOD","Renewal Licensed","2016-09-08T00:00:00.000","-114.04202426579526","51.043780438781376"
"HARU SUSHI & GRILL","#150 35 MCKENZIE TOWNE AV SE","FOOD SERVICE - PREMISES (SEATING)","MCKENZIE TOWNE","Renewal Licensed","2011-04-21T00:00:00.000","-113.95923570981142","50.9157493677332"
"SAVINGS EXPRESS","#140 75 CORNER MEADOWS PA NE","FOOD SERVICE - PREMISES","CORNERSTONE","Renewal Licensed","2021-05-11T00:00:00.000","-113.93417709218573","51.150914794905006"
"GIA BEAUTY LAB","#115 9950 MACLEOD TR SE","PERSONAL SERVICE","WILLOW PARK","Licensed","2022-02-24T00:00:00.000","-114.0692776959485","50.96219825133407"
"ALTADIGITAL COMPUTER SERVICES","#5 3916 64 AV SE","WHOLESALER","FOOTHILLS","Renewal Licensed","2016-05-09T00:00:00.000","-113.97747991364983","50.99701768320162"
"RADIOWORLD CENTRAL","#8 711 48 AV SE","WHOLESALER","HIGHFIELD","Renewal Licensed","2014-03-07T00:00:00.000","-114.04709605319037","51.010059771657374"
"A & W - U OF C","#250D 402 COLLEGIATE BV NW","FOOD SERVICE - PREMISES (NO SEATING)","UNIVERSITY HEIGHTS","Renewal Licensed","2013-05-28T00:00:00.000","-114.13171442136425","51.07820916619586"
"GARAGE DOOR FIX","#A 4030 8 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","HIGHFIELD","Pending Renewal","2021-10-26T00:00:00.000","-114.04238241277554","51.018284510970155"
"ANTHEM BELMONT TOWNHOMES 1 DEVELOPMENTS","#200 4820 RICHARD RD SW","CONTRACTOR","LINCOLN PARK","Licensed","2022-05-24T00:00:00.000","-114.12354022133245","51.01056280548509"
"CITY DANCEWEAR","#106 5403 CROWCHILD TR NW","RETAIL DEALER - PREMISES","VARSITY","Renewal Licensed","2008-06-24T00:00:00.000","-114.16561339938124","51.103714664127885"
"CELLICON","#Z32 3625 SHAGANAPPI TR NW","RETAIL DEALER - PREMISES","VARSITY","Renewal Licensed","2014-03-26T00:00:00.000","-114.15565301886947","51.0849649240975"
"WILD ROSE TATTOO COMPANY","#212 815 1 ST SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-06-05T00:00:00.000","-114.06577815318701","51.04494104434576"
"SOUTH BLOCK BARBECUE AND BREWING","2437 4 ST SW","ALCOHOL BEVERAGE MANUFACTURER","CLIFF BUNGALOW","Renewal Licensed","2021-05-26T00:00:00.000","-114.07174406308629","51.03074435407313"
"SOUTH BLOCK BARBECUE AND BREWING","2437 4 ST SW","OUTDOOR PATIO","CLIFF BUNGALOW","Renewal Licensed","2021-05-26T00:00:00.000","-114.07174406308629","51.03074435407313"
"EDO JAPAN","#101 5222 130 AV SE","FOOD SERVICE - PREMISES (SEATING)","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2006-09-22T00:00:00.000","-113.96163956873332","50.93240907963094"
"ATOMIC BODY JEWELRY","#134 424 COLLEGIATE BV NW","RETAIL DEALER - PREMISES","UNIVERSITY HEIGHTS","Pending Renewal","2002-08-27T00:00:00.000","-114.13040478554264","51.07860249475677"
"CALGARY CO-OP","200 BARLOW SQ SE","FUEL SALES/STORAGE","SOUTH FOOTHILLS","Renewal Licensed","2019-05-30T00:00:00.000","-113.9804476105878","50.972777242355164"
"NATURAL WAY CHIROPRACTIC","#201 3527 18 ST SW","MASSAGE CENTRE (COMMERCIAL)","ALTADORE","Renewal Licensed","2017-08-17T00:00:00.000","-114.1052018373514","51.02223147391906"
"KONIGTIGER","#380 317 7 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Pending Renewal","2021-11-02T00:00:00.000","-114.06875447223824","51.046442747380155"
"EL FURNITURE WAREHOUSE","107 8 AV SW","FOOD SERVICE - PREMISES (SEATING)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2018-02-08T00:00:00.000","-114.06351612418689","51.04528671016977"
"LEVILLA RESTAURANT","#404 1851 SIROCCO DR SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","SIGNAL HILL","Pending Renewal","2005-10-26T00:00:00.000","-114.16738707077927","51.03716316869655"
"SUNRISE RESTAURANT","#O 4710 17 AV SE","TOBACCO RETAILER","FOREST LAWN","Renewal Licensed","1997-06-20T00:00:00.000","-113.9661083797894","51.03886811117853"
"AZZURRI PIZZERIA","#B 2404 EDMONTON TR NE","FOOD SERVICE - PREMISES (SEATING)","WINSTON HEIGHTS/MOUNTVIEW","Renewal Licensed","2015-05-12T00:00:00.000","-114.05589791200288","51.07358241862371"
"MODULEX ALBERTA","#112 2719 7 AV NE","MANUFACTURER","MERIDIAN","Licensed","2022-04-20T00:00:00.000","-113.99515464841903","51.05830375238263"
"KBM GROUP","1245 45 AV NE","WHOLESALER","MCCALL","Renewal Licensed","2010-04-06T00:00:00.000","-114.03468020335696","51.09284299585194"
"CO-OP CANNABIS - BEDDINGTON","#160 8220 CENTRE ST NE","CANNABIS STORE","BEDDINGTON HEIGHTS","Pending Renewal","2021-10-07T00:00:00.000","-114.06977791772451","51.126752937268776"
"LIQUOR PLEX","#13 16 MACEWAN DR NW","RETAIL DEALER - PREMISES","MACEWAN","Renewal Licensed","2017-03-07T00:00:00.000","-114.10895921148241","51.13518678937403"
"LITTLE CAESARS","#5 728 NORTHMOUNT DR NW","RETAIL DEALER - PREMISES","ROSEMONT","Renewal Licensed","2020-03-04T00:00:00.000","-114.09243501481811","51.082294002533935"
"EYE SITE (THE)","#5F 8330 MACLEOD TR SE","RETAIL DEALER - PREMISES","ACADIA","Renewal Licensed","1997-04-10T00:00:00.000","-114.06995422341348","50.977880299826495"
"SAVINGS EXPRESS","#140 75 CORNER MEADOWS PA NE","TOBACCO RETAILER","CORNERSTONE","Renewal Licensed","2021-05-11T00:00:00.000","-113.93417709218573","51.150914794905006"
"VIA CIBO","#2 7929 11 ST SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2016-09-19T00:00:00.000","-114.04283124508483","50.98400110293149"
"COSMO PROF","#109 2323 32 AV NE","WHOLESALER","SOUTH AIRWAYS","Licensed","2019-11-25T00:00:00.000","-114.00572209442998","51.08086780127777"
"MOLLY MAID","#11 1216 34 AV NE","CLEANING SERVICE (COMMERCIAL & RESIDENTIAL)","MCCALL","Pending Renewal","2020-09-24T00:00:00.000","-114.03289313099532","51.084002895134525"
"ALTADIGITAL COMPUTER SERVICES","#5 3916 64 AV SE","SECURITY CONSULTING AGENCY","FOOTHILLS","Renewal Licensed","2016-05-09T00:00:00.000","-113.97747991364983","50.99701768320162"
"ACE MATS","#125 1803 60 ST SE","RETAIL DEALER - PREMISES","FOREST LAWN INDUSTRIAL","Renewal Licensed","2013-11-06T00:00:00.000","-113.94792552452861","51.03717482215786"
"AMAX AUTO BODY & REPAIR","#149 1807 60 ST SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","FOREST LAWN INDUSTRIAL","Renewal Licensed","2011-03-28T00:00:00.000","-113.94766458961452","51.03677677450395"
"VARSTEEL SPECIALTY METALS","#3 5608 BURBANK CR SE","WHOLESALER","BURNS INDUSTRIAL","Renewal Licensed","2013-08-20T00:00:00.000","-114.04562972154633","51.00575327286798"
"RADIO BLOCK TATTOO","#100 1215 1 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2018-06-23T00:00:00.000","-114.06610695854407","51.040770411875855"
"CALGARY WHOLESALE CASH AND CARRY","#1 2735 37 AV NE","WHOLESALER","HORIZON","Pending Renewal","2021-10-05T00:00:00.000","-113.99565347671782","51.08615129813926"
"MIDRISE SHELL","3 MILLRISE BV SW","FOOD SERVICE - PREMISES (NO SEATING)","MILLRISE","Renewal Licensed","2019-06-13T00:00:00.000","-114.07590062818737","50.92045401857851"
"TOSHIBA","#190 7260 12 ST SE","WHOLESALER","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2014-04-29T00:00:00.000","-114.03633031867258","50.989617647718255"
"OGDEN WHISTLE PUB (THE)","7025 OGDEN RD SE","OUTDOOR PATIO","OGDEN","Pending Renewal","2011-09-30T00:00:00.000","-114.0006424850347","50.98911306854421"
"BURGER KING #12847","#100 85 SHAWVILLE BV SE","RETAIL DEALER - PREMISES","SHAWNESSY","Renewal Licensed","2008-06-17T00:00:00.000","-114.06764296315602","50.90420426810216"
"HARU SUSHI & GRILL","#150 35 MCKENZIE TOWNE AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","MCKENZIE TOWNE","Renewal Licensed","2011-04-21T00:00:00.000","-113.95923570981142","50.9157493677332"
"KATE HEWKO DESIGN","#112 908 17 AV SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2019-10-01T00:00:00.000","-114.08252297661829","51.037999466379354"
"OGDEN WHISTLE PUB (THE)","7025 OGDEN RD SE","ENTERTAINMENT ESTABLISHMENT","OGDEN","Pending Renewal","2011-09-30T00:00:00.000","-114.0006424850347","50.98911306854421"
"LIQUOR PLEX","#13 16 MACEWAN DR NW","LIQUOR STORE","MACEWAN","Renewal Licensed","2017-03-07T00:00:00.000","-114.10895921148241","51.13518678937403"
"HUNTER LOGISTICS","#C 2624 54 AV SE","WAREHOUSING","FOOTHILLS","Move in Progress","2019-02-05T00:00:00.000","-113.99543997491585","51.00583694246618"
"YYC LASER AND SKINCARE","#20 95 EAST HILLS BV SE","PERSONAL SERVICE","BELVEDERE","Licensed","2022-02-07T00:00:00.000","-113.91487644154745","51.04272577391777"
"FASTENERS & FITTINGS","#O 7803 35 ST SE","WHOLESALER","FOOTHILLS","Renewal Licensed","2005-06-13T00:00:00.000","-113.983924978669","50.98347780826398"
"CALGARY GOLDMART","1506A 14 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2012-04-25T00:00:00.000","-114.09429797377389","51.03913963721831"
"KURVES BEAUTY BAR","#316 100 ANDERSON RD SE","PERSONAL SERVICE","WILLOW PARK","Renewal Licensed","2021-05-17T00:00:00.000","-114.06531215773282","50.95240147030661"
"XIBIT CREATIVE RESOURCE MGMT","7805 FLINT RD SE","WHOLESALER","FAIRVIEW INDUSTRIAL","Renewal Licensed","2019-09-09T00:00:00.000","-114.06936586021818","50.98381332930143"
"SOUTH BLOCK BARBECUE AND BREWING","2437 4 ST SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","CLIFF BUNGALOW","Renewal Licensed","2021-05-26T00:00:00.000","-114.07174406308629","51.03074435407313"
"REDLINE GLASS & METAL","#62 4216 54 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Renewal Licensed","2018-01-18T00:00:00.000","-113.9738809082173","51.00411634218231"
"HIGH LINE BREWING","#113 1318 9 AV SE","FOOD SERVICE - PREMISES (SEATING)","INGLEWOOD","Renewal Licensed","2016-09-13T00:00:00.000","-114.03281667110504","51.04112225381788"
"CALMET INDUSTRIAL SUPPLY","#40 3270 46 AV SE","MANUFACTURER","GOLDEN TRIANGLE","Pending Renewal","2015-10-22T00:00:00.000","-113.98694943634649","51.01267734249116"
"CAFFE ROSSO","425 11 AV SE","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2012-05-28T00:00:00.000","-114.0541220083459","51.04195777405637"
"CALGARY CO-OP WINES & SPIRITS - ROCKY RIDGE","#2002 11595 ROCKYVALLEY DR NW","RETAIL DEALER - PREMISES","ROCKY RIDGE","Pending Renewal","2009-10-20T00:00:00.000","-114.25505017058559","51.14759931014861"
"ADVANPRO FURNACE AND DUCT CLEANING","11985 44 ST SE","CLEANING SERVICE (COMMERCIAL & RESIDENTIAL)","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2017-09-20T00:00:00.000","-113.97255388188645","50.94385819205943"
"SMITTY'S RESTAURANT AND LOUNGE","9640 MACLEOD TR SE","FOOD SERVICE - PREMISES (SEATING)","ACADIA","Renewal Licensed","2020-02-19T00:00:00.000","-114.06991947434851","50.966754711389804"
"MICROSERVE","#117 2611 HOPEWELL PL NE","DISTRIBUTION MANAGER","HORIZON","Licensed","2021-11-19T00:00:00.000","-114.00018427172645","51.09041343322891"
"JSK GROUP CANADA","#340 600 CROWFOOT CR NW","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","ARBOUR LAKE","Renewal Licensed","2018-03-13T00:00:00.000","-114.20411551314034","51.12952263399862"
"MUSTARD SEED SOCIETY (THE)","#1B 102 11 AV SE","CHARITABLE ORGANIZATION","BELTLINE","Renewal Licensed","2003-03-27T00:00:00.000","-114.0629814840712","51.042634434231275"
"ACE MATS","#125 1803 60 ST SE","WHOLESALER","FOREST LAWN INDUSTRIAL","Renewal Licensed","2013-11-06T00:00:00.000","-113.94792552452861","51.03717482215786"
"19 KITCHEN","1161C NORTHMOUNT DR NW","FOOD SERVICE - PREMISES (NO SEATING)","BRENTWOOD","Licensed","2022-03-04T00:00:00.000","-114.11795401853541","51.08913853167608"
"IRIS NAIL & SPA","#620 20 LONGVIEW CM SE","PERSONAL SERVICE","LEGACY","Licensed","2021-08-05T00:00:00.000","-114.02909729284438","50.864363845727844"
"CTR REFRIGERATION AND FOOD STORE EQUIPMENT","4840 52 ST SE","WHOLESALER","STARFIELD","Renewal Licensed","2000-05-10T00:00:00.000","-113.95703578987602","51.01181738377068"
"WILD ROSE TATTOO COMPANY","#212 815 1 ST SW","PERSONAL SERVICE (TATTOO)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-06-05T00:00:00.000","-114.06577815318701","51.04494104434576"
"PRAIRIE MILL BREAD CO","#129 4820 NORTHLAND DR NW","FOOD SERVICE - PREMISES","BRENTWOOD","Renewal Licensed","1997-04-29T00:00:00.000","-114.14042912218211","51.09459123559984"
