"street_name","cross_street_name1","cross_street_name2","direction","material","pm_stencil_unitid","pm_zone","stencil_num","stencil_type","line"
"ROYAL BIRCH BLVD NW","ROYAL OAK WAY NW","ROYAL OAK DRIVE NW","SB","PAINT","1109619500","NW","3","LT","LINESTRING (-114.216179902199 51.148797644582, -114.216722152992 51.14850747226, -114.217215096029 51.148186471095, -114.21739088594 51.148060656182)"
"8 AVE SW","7 ST SW",,"EW","PAINT","1110002498","DT","8","BIKE","LINESTRING (-114.078866053058 51.046077488194, -114.078638831908 51.045914115355)"
"68 ST","GLENMORE TR SE",,"NS","PAINT","1110375814","SE","4","LT","LINESTRING (-113.934542783626 50.980267604857, -113.934474588157 50.978998974154)"
"10 ST NW","CORNWALLIS DR NW","CUMBERLAND DR NW","NS","PAINT","1109945115","NW","4","SPEED HUMP","LINESTRING (-114.084682671133 51.083128634832, -114.084780762399 51.083021494006)"
"SAGE HILL DR NW","37 ST NW",,"WB","PAINT","1110274947","NW","3","RT","LINESTRING (-114.140695671968 51.172324832433, -114.140198575724 51.17230651249)"
"9 AVE","17 AVE SE (BRT SOUTH)",,"WB","PAINT","1110275132","SE","2","LT","LINESTRING (-114.021831532136 51.036296658748, -114.021452551466 51.036113166397)"
"52 ST SE","NEW BRIGHTON DR SE",,"SB","PAINT","1109538262","SE","4","LT","LINESTRING (-113.958249697651 50.926060695442, -113.958189206525 50.925736281618)"
"SARCEE TR NW","SARCEE TR NW","BEACON HILLS SHOPPING CENTRE ENTRANCE","NB","PAINT","1110275590","NW","3","RT","LINESTRING (-114.162300998466 51.156838059556, -114.162573865698 51.15638114186)"
"114 AVE","BARLOW TR",,"EB","PAINT","1110046606","SE","3","RT","LINESTRING (-113.983395996427 50.950382828307, -113.982167787144 50.950383961564)"
"NORTHLAND DR NW","CROWCHILD TR NW",,"SE","MMA","1109943175","NW","1","BIKE","LINESTRING (-114.141753500581 51.094415160724, -114.141767871394 51.094371029231)"
"114 AVE","LAND FILL ENTRANCE","400M W OF 68 ST","EB","PAINT","1110209325","SE","1","LT","LINESTRING (-113.941635659561 50.950449104095, -113.941372555631 50.950485295933)"
"FALCONRIDGE DR NE","FALCONRIDGE BLVD NE",,"WB","PAINT","1109411493","NE","4","LT","LINESTRING (-113.958000274231 51.099877196803, -113.957430081755 51.099824286993)"
"SETON WAY","SETON AVE SE","NORTH LEG","SB","PAINT","1110275598","SE","2","FISH HOOK OPT RIGHT","LINESTRING (-113.956393648978 50.872092754708, -113.956082115053 50.871836279942)"
"BOWNESS RD NW","79 ST NW","83 ST NW","EW","PAINT","1109942812","NW","6","LT","LINESTRING (-114.202733776058 51.088946635862, -114.205244292653 51.088957106669)"
"7 ST SW","6 AV SW","7 AV SW","NS","PAINT","1110004306","DT","1","SPECIAL","LINESTRING (-114.078569154016 51.047502264852, -114.078589818328 51.047226339941)"
"12 AV SE","2 ST SE","3 ST SE","EB","PAINT","1110003241","DT","2","LT","LINESTRING (-114.056577828213 51.041214129634, -114.055983240376 51.041194928893)"
"58 AVE SE","BLACKFOOT TRAIL",,"WB","PAINT","1110048736","SE","4","LT","LINESTRING (-114.048327507929 51.0013535001, -114.047964923288 51.001375440786)"
"66 AVE SW","CROWCHILD TR SW","37 ST SW","EW","PAINT","1109639816","SW","40","DEDICATED LANE","LINESTRING (-114.118060635885 50.994536295277, -114.140869627967 50.994516223826)"
"9 AVE SE","19 ST SE",,"NB","PAINT","1110276041","SE","2","RT","LINESTRING (-114.019651830542 51.035339786768, -114.019277750784 51.035159280996)"
"OLD BANFF COACH RD","BOW TR SW",,"SB","PAINT","1110276048","SW","6","LT","LINESTRING (-114.181182253367 51.052860824406, -114.181424848069 51.052554947419)"
"SETON WAY","SETON CIRCLE",,"SB","PAINT","1110275601","SE","2","FISH HOOK OPT RIGHT","LINESTRING (-113.954059755948 50.869012245791, -113.953740017174 50.868676430894)"
"37 ST NW","SAGE HILL DR",,"NB","PAINT","1110274945","NW","3","RT","LINESTRING (-114.14096827573 51.171895032516, -114.140964711494 51.17156319594)"
"60 ST","128 AVE NE",,"SB","PAINT","1110275585","NE","3","RT","LINESTRING (-113.946870970178 51.166740247101, -113.946892588222 51.166013895324)"
"17 AVE","42 ST SE",,"WB","PAINT","1110274929","SE","3","FISH HOOK LEFT","LINESTRING (-113.972416805265 51.037896278183, -113.972016348457 51.037901550761)"
"8 AVE SW","11 ST SW","3 ST SW","WB","PAINT","1110002482","DT","14","DEDICATED LANE","LINESTRING (-114.088789689018 51.046335211986, -114.070549251616 51.045818602182)"
"15 AVE SE / SW","8 ST SW","1 ST SE","EB","PAINT","1110189094","DT","16","ST","LINESTRING (-114.081515680178 51.039142686197, -114.08126356213 51.039088608666)"
"25A ST SW","12 AVE","14 AVE","NS","PAINT","1109781830","SW","4","SPEED HUMP","LINESTRING (-114.122223550309 51.040726977599, -114.122233986912 51.040391591708)"
"EVERGREEN ST SW","EVERGREEN WAY SW","EVERGREEN DRIVE SW","NS","PAINT","1109942580","SW","4","SPEED HUMP","LINESTRING (-114.094777588985 50.927055564389, -114.094777372457 50.926949004372)"
"MACLEOD TRAIL","MIDLAKE BV","149 AVE SE","NB","PAINT","1110117220","SE","3","RT","LINESTRING (-114.069872913758 50.917705757026, -114.069743127431 50.917475587197)"
"10 ST NW","16 AVE NW","17 AVE NW","NB","PAINT","1109942278","NW","3","ST","LINESTRING (-114.084798979048 51.067628657744, -114.084795576145 51.067419349435)"
"12 AVE","15 ST",,"EB","PAINT","1110276665","SW","2","ST","LINESTRING (-114.096696552252 51.042342594051, -114.096432459473 51.042335289632)"
"5 AVE NW","CROWCHILD TR NW","24A ST NW","WB","PAINT","1109641302","NW","2","DEDICATED LANE","LINESTRING (-114.118406948192 51.057245340744, -114.118688350604 51.057171112226)"
"8 AVE SW","10 ST SW",,"EW","PAINT","1110002490","DT","5","BIKE","LINESTRING (-114.086267930425 51.04629070805, -114.086059051751 51.046128048981)"
"12 AV SW","10 ST NW",,"EW","PAINT","1110003140","DT","4","SMALL BIKE","LINESTRING (-114.086569588534 51.042170535768, -114.086369252035 51.042010274672)"
"6 AVE SE","3 ST SE",,"EB","PAINT","1109938757","DT","3","LT","LINESTRING (-114.056750953519 51.047232002479, -114.055852871076 51.047208650058)"
"SHAGANAPPI TRAIL NW","SAGE VALLEY BV NW",,"SB","PAINT","1109942068","NW","1","LT","LINESTRING (-114.156876910215 51.175480145364, -114.156831972031 51.175424815674)"
"STRATHCONA DRIVE SW","69 ST SW",,"WB","PAINT","1109941198","SW","2","RT","LINESTRING (-114.187361879922 51.047621892914, -114.186971435365 51.04745055973)"
"25 AVE SE","SPILLER RD",,"WB","PAINT","1109698345","SE","3","LT","LINESTRING (-114.051349427095 51.029678761975, -114.051362231835 51.029678756348, -114.05084493058 51.029695131755)"
"17 AV SW","38 ST SW",,"WB","PAINT","1110002090","SW","1","LT","LINESTRING (-114.143128630654 51.037805099211, -114.142727078818 51.037812253485)"
"64 AVE NE","9 ST NE",,"WB","PAINT","1110063432","NW","2","LT","LINESTRING (-114.040994199541 51.110591436227, -114.040622384256 51.11057729494)"
"AERO GA NE","11 ST NE",,"WB","PAINT","1110000286","NE","6","LT","LINESTRING (-114.038354173398 51.120580367721, -114.038799609815 51.120407541044)"
"7 ST SW","8 AV SW",,"NS","PAINT","1110002497","NW","4","DEDICATED LANE","LINESTRING (-114.078712859084 51.045854246942, -114.078729397897 51.045594499035)"
"SHAGANAPPI TR","100M SOUTH OF DALHOUSIE DR","CANADIAN TIRE ENTRANCE","SB","PAINT","1110276051","NW","3","RT","LINESTRING (-114.145174784151 51.101186612974, -114.144800037695 51.101409068999)"
"25A ST SW","14 AVE","17 AVE","NS","PAINT","1109781831","SW","4","SPEED HUMP","LINESTRING (-114.122229568517 51.038712346065, -114.122236292971 51.038400749912)"
"5 ST SW","7 AV SW",,"NS","PAINT","1110002536","DT","6","BIKE","LINESTRING (-114.073902767923 51.046864235511, -114.073691966725 51.046734253934)"
"BLACKFOOT TRAIL","GLENMORE TRAIL",,"SB","PAINT","1109942000","SE","3","RT","LINESTRING (-114.049420706834 50.998632570225, -114.049920447677 50.997854093217)"
"2 ST NW","16 AVE NW",,"SB","PAINT","1109944416","NW","1","BIKE LOOP","LINESTRING (-114.06755309548 51.067172790119, -114.067548267085 51.067117713019)"
"6 AVE SE","3 ST SE",,,"PAINT","1109938758","DT","2","LT","LINESTRING (-114.055083091882 51.04719236549, -114.054679339603 51.047187797705)"
"28 ST","14 AVE NE",,"NB","PAINT","1110276687","NE","2","RT","LINESTRING (-113.993222395066 51.064965780678, -113.993206489743 51.064785006738)"
"COVENTRY HILLS DR","IN FRONT OF 119",,"EB","PAINT","1109941821","NE","4","SPEED HUMP","LINESTRING (-114.064812303704 51.163765810498, -114.064474769466 51.163815565391)"
"23 ST NW","5 AVE NW","6 AVE NW","NS","PAINT","1109784291","NW","4","SPEED HUMP","LINESTRING (-114.115402165905 51.058034840043, -114.115398512265 51.057779864726)"
"33 ST SE","17 AVE SE",,"SB","PAINT","1110193643","SE","1","LT","LINESTRING (-113.986691197635 51.038116262436, -113.986694070633 51.038022052949)"
"96 AVE NE","DEERFOOT TR NE",,"EB","PAINT","1109783990","NE","3","RT","LINESTRING (-114.040403073908 51.141867400661, -114.039256650158 51.141658572875)"
"85 ST SW","14 AVE SW",,"NB","PAINT","1109653510","SW","3","LT","LINESTRING (-114.210968119838 51.044990336771, -114.210954878487 51.044590582188)"
"5 ST SW","11 AV SW","EAST SIDE, S OF INTERSTECTION","NS","MMA","1110005467","DT","5","SPECIAL","LINESTRING (-114.073995828857 51.042578583152, -114.07400777191 51.042414108333)"
"15 AVE SW","11 ST SW","8 ST SW","EB","PAINT","1110189093","DT","6","ST","LINESTRING (-114.088906570732 51.039261419011, -114.088662193242 51.039254454212)"
"SIMCOE BLVD SW","17 AVE SW",,"NB","PAINT","1109741858","SW","3","LT","LINESTRING (-114.178664052474 51.03665123961, -114.17877401016 51.036493434316)"
"COVENTRY HILLS DR","IN FRONT OF 120",,"WB","PAINT","1109941820","NE","4","SPEED HUMP","LINESTRING (-114.065114801505 51.164592267561, -114.064838000204 51.164633648272)"
"7 ST SW","1 AVE SW","9 AVE SW","EW","PAINT","1109761466","DT","44","BIKE","LINESTRING (-114.078334978252 51.052655817823, -114.078846421006 51.045049090307)"
"HULL AVE","MACLEOD TRAIL",,"EB","PAINT","1110050009","SW","2","RT","LINESTRING (-114.072165330881 50.975866871444, -114.071930192421 50.97583847372)"
"FALCONRIDGE BV","MCKNIGHT BV",,"SB","PAINT","1110193261","NE","2","RT","LINESTRING (-113.958525093035 51.097714416829, -113.958520948291 51.097280573858)"
"BLACKFOOT TR","SOUTHLAND DR",,"SB","PAINT","1110050802","SE","2","RT","LINESTRING (-114.03923310463 50.965716219815, -114.039278271558 50.965676243828)"
"STRATHCONA DR SW","STRATHCONA BV SW",,"EB","PAINT","1109946332","SW","1","SPECIAL","LINESTRING (-114.186447634684 51.047027967167, -114.186399261146 51.04700901664)"
"12 AV SW","5 ST SW","4 ST SW","EB","PAINT","1110003211","DT","6","ST","LINESTRING (-114.072413638204 51.041704024846, -114.0716444955 51.041691889848)"
"6 ST NE","32 AVE CONNECTOR",,"SB","PAINT","1109406510","NE","2","RT","LINESTRING (-114.048828454894 51.088502502312, -114.048601380908 51.088670973366, -114.048320999438 51.088999424528, -114.048281207156 51.089298310471)"
"14 AVE SE / SW","1 ST SW","8 ST SW","WB","PAINT","1110189091","DT","16","ST","LINESTRING (-114.081405099889 51.040048603025, -114.08114242846 51.040041254977)"
"17 AVE SE","28 ST SE",,"EB","PAINT","1110193653","SE","4","LT","LINESTRING (-113.993702695511 51.037799735542, -113.993293651069 51.037806008303)"
"9 AVE SE","5 ST SE","6 ST SE","EB","PAINT","1109652767","DT","6","LT","LINESTRING (-114.051523697532 51.044250042903, -114.051041639046 51.044226619504)"
"12 AV SW","8 ST SW","9 ST SW","EB","PAINT","1110003146","DT","8","ST","LINESTRING (-114.081729053371 51.041975282909, -114.082589130749 51.041995311563)"
"MARQUIS OF LORNE TRAIL SE","120 ST SE",,"EB","PAINT","1109742483","SE","2","RT","LINESTRING (-113.861869259494 50.907151038699, -113.860319084281 50.907146631443)"
"4 ST NE","64 AVE NE",,"SB","PAINT","1109406513","NE","4","LT","LINESTRING (-114.05686843199 51.110619021868, -114.056862379616 51.111136781749, -114.056869661557 51.111620859045, -114.056843238209 51.111886065088)"
"44 AVE","37 ST","31 ST","EW","PAINT","1109994345","SW","4","SPEED HUMP","LINESTRING (-114.140210846763 51.016293801298, -114.139867607809 51.016163927316)"
"86 AVE SE","SHEPARD ROAD SE",,"EB","PAINT","1109942253","SE","3","RT","LINESTRING (-113.99476364859 50.975978673064, -113.994465246422 50.976081413171)"
"68 ST","MALL ENTANCE","NORTH OF 16 AVE","NB","PAINT","1110134722","NE","3","RT","LINESTRING (-113.93495642517 51.069884501973, -113.934945906404 51.069632182335)"
"SOVEREIGN CR SW","24 ST SW","26 ST SW","EW","PAINT","1109749330","SW","8","SHARROW","LINESTRING (-114.123500340449 51.043276834185, -114.122718258127 51.043307795168, -114.122359139699 51.043311185041, -114.121827725206 51.04331619908, -114.120964319383 51.043307717767, -114.120572835336 51.04335539213, -114.120372691338 51.043378854886, -114.120227229914 51.043395906215, -114.120048898534 51.043416810869, -114.119871333959 51.043437624568, -114.119706112333 51.04345047483, -114.119406442084 51.043469942097, -114.119105601007 51.043489483505, -114.11883463138 51.04350708435, -114.118631459272 51.04352028092, -114.118486861366 51.043529672645, -114.11829983757 51.043541820244, -114.118140302935 51.043552181368, -114.117845220902 51.043551075966)"
"WALDEN DRIVE","WALDEN BV","WALDEN COMMON","EB","PAINT","1110188616","SE","2","SPECIAL","LINESTRING (-114.028236912423 50.867743995976, -114.027850968138 50.867612295194)"
"31 ST SW","21 AVE SW","23 AVE SW","NS","PAINT","1109781821","SW","4","SPEED HUMP","LINESTRING (-114.132662994743 51.033920701042, -114.13266212889 51.033617438034, -114.132661823298 51.033510403657)"
"WEST CAMPUS BV","HOSPITAL DRIVE",,"EB","PAINT","1110193527","NW","3","RT","LINESTRING (-114.138783747129 51.06550269888, -114.138407724406 51.065486019309)"
"COUNTRY HILLS BLVD NW","ROYAL BIRCH BLVD NW","WEST BOUND","WB","PAINT","1109619504","NW","3","RT","LINESTRING (-114.213154422561 51.149733333985, -114.212425323478 51.14901264747)"
"60 ST","88 AVE",,"SB","PAINT","1110217826","NE","1","LT","LINESTRING (-113.946810625474 51.13329036193, -113.946818705706 51.13283844956)"
"EDMONTON TR NE","MCKNIGHT BLVD NE",,"SB","PAINT","1109942050","NE","1","DEDICATED LANE","LINESTRING (-114.054112168006 51.095736329873, -114.054116763511 51.095530823331)"
"2 ST NW","18 AVE NW","19 AVE NW","NS","PAINT","1109944510","NW","4","SPEED HUMP","LINESTRING (-114.06745712423 51.069483852337, -114.067458086961 51.069330474979)"
"2 ST NW","JUST NORTH OF 15 AVE","11 AVE NW","NS","MMA","1109944407","NW","16","SPECIAL","LINESTRING (-114.06746826505 51.066187428606, -114.067516584545 51.062668967252)"
"EDMONTON TRAIL","MEREDITH ROAD NE",,"NS","PAINT","1110061182","NE","2","BIKE","LINESTRING (-114.050424506735 51.051929955674, -114.050422850104 51.051875444508)"
"COUNTRY HILLS BV NW","ROCKYRIDGE ROAD NW",,"WB","PAINT","1110120398","NW","3","RT","LINESTRING (-114.233512638419 51.154166468332, -114.232815965188 51.154227430923)"
"WESTWINDS DR","CASTLERIDGE DR NE",,"EB","PAINT","1109965353","NE","3","RT","LINESTRING (-113.966840738569 51.108498631989, -113.967332511618 51.108678800424)"
"KINCORA BV","KINCORA DRIVE",,"WB","PAINT","1110193529","NW","2","LT","LINESTRING (-114.128277883032 51.159289317034, -114.128004593585 51.159474776171)"
"SHAWNESSY DR","SHAWCLIFFE GATE",,"SB","PAINT","1110063897","SW","3","RT","LINESTRING (-114.074062988889 50.912022885554, -114.073991655821 50.911851788391)"
"8 AVE SW","10 ST SW","11 ST SW","EB","PAINT","1110002489","DT","3","BIKE","LINESTRING (-114.08757171932 51.046183969767, -114.087066708159 51.046169856501)"
"73 ST SW","17 AVE SW",,"SB","PAINT","1110049293","SW","2","RT","LINESTRING (-114.193486053402 51.038147696251, -114.193483013121 51.037993549478)"
"26 AVE SW","14 ST SW","51 ST SW","EW","PAINT","1109415116","SW","91","BIKE","LINESTRING (-114.09480401438 51.030466095898, -114.09990752079 51.030467560106, -114.100868391909 51.03046673472, -114.107127648498 51.030461164687, -114.108260743441 51.030457262679, -114.11496417383 51.030450860618, -114.115535235095 51.030441723025, -114.116237586826 51.030372433802, -114.117506362284 51.030253983454, -114.118108966072 51.030173350056, -114.118718424911 51.030115571141, -114.119452602631 51.030089100621, -114.121125047155 51.030087379195, -114.125068246966 51.030097515892, -114.126668173508 51.030095792725, -114.139048352607 51.030087435008, -114.141001803229 51.030085094448, -114.141359893916 51.030096094133, -114.141523111382 51.030113044563, -114.141672767778 51.030141444384, -114.141826998563 51.030184128586, -114.141981309645 51.030252534891, -114.142167364326 51.03032661807, -114.142403328878 51.030417789014, -114.142639206626 51.030480378441, -114.142806984309 51.030505896844, -114.143010959882 51.030511363104, -114.146383125113 51.030524336758, -114.148690146587 51.030529997822, -114.151445888089 51.030537891458, -114.154346647066 51.030539812986, -114.156245764897 51.030548721651, -114.160950423656 51.030548052702)"
"TUSCANY SPRINGS BV NW","TUSCANY LRT EXIT / ENTRANCE",,"SB","PAINT","1109939541","NW","2","LT","LINESTRING (-114.237327988615 51.133183004045, -114.237132095917 51.133316597772)"
"SAGE HILL DRIVE","SYMONS VALLEY ROAD",,"EB","PAINT","1110142049","NW","1","RT","LINESTRING (-114.133598902522 51.16967686222, -114.13321814519 51.169700697992)"
"12 AVE SE","1 ST SE","MACLEOD TRAIL","EB","PAINT","1110114925","DT","3","DEDICATED LANE","LINESTRING (-114.060655569454 51.04132623804, -114.060389950765 51.041318763974)"
"CAPRI AVE NW","CAYUGA DR NW","CALANDAR RD NW AT 24 CAPRI AVE","EW","PAINT","1109631382","NW","4","SPEED HUMP","LINESTRING (-114.103484729592 51.088908424094, -114.102461820112 51.088685152346, -114.102461809573 51.088680382437)"
"18 AVE NW","2 ST NW","4 ST NW","EW","PAINT","1109941770","NW","8","SPEED HUMP","LINESTRING (-114.071289369896 51.068752370804, -114.067872061893 51.06879531784)"
"11 ST NW","12 AV SW",,"SB","PAINT","1110003081","DT","1","SMAL ARROW LEFT","LINESTRING (-114.088984479907 51.042331880505, -114.088997476446 51.041903962613)"
"12 AVE SE","OLYMPIC WAY SE","5 ST SE","WB","PAINT","1109641115","SE","3","RT","LINESTRING (-114.053363083912 51.041170280302, -114.052274863251 51.041139869864)"
"MOUNT ROYAL GATE ( 50 AVE SW)","FORAND ST SW","CROWCHILD TRAIL SW","EB","PAINT","1109941830","SW","7","LT","LINESTRING (-114.119586757734 51.008662792539, -114.117638104447 51.008669415656)"
"84 ST SE","17 AVE SE",,"SB","PAINT","1109634742","SE","3","RT","LINESTRING (-113.907924184244 51.038642322662, -113.907939612596 51.038175149442)"
"RUNDLEHORN DR NE","36 ST NE","20 AVE NE","NB","PAINT","1109406527","NE","3","RT","LINESTRING (-113.981695726771 51.071522589902, -113.981706350377 51.0699977239)"
"26 AVE SE","DARTMOUTH RD SE",,"WB","PAINT","1109942713","SE","4","SPECIAL","LINESTRING (-114.040233928332 51.030482784051, -114.040053104861 51.03048775457)"
"12 AVE","13 ST SW",,"EB","PAINT","1110276666","SW","2","ST","LINESTRING (-114.093703729744 51.042252378154, -114.093443554058 51.042245953826)"
"BARLOW TR","EXIT TO 56 AV",,"NW","PAINT","1110000521","SE","3","RT","LINESTRING (-113.986707409265 51.001111251568, -113.985463900958 51.000098158733)"
"32 AVE NE","36 ST NE",,"WB","PAINT","1109406524","NE","2","LT","LINESTRING (-113.981752125472 51.081500947474, -113.983947439386 51.081504426686)"
"SUN MILLS DR SE","SUN VALLEY BV SE","SUNBANK RD SE","SB","PAINT","1109944862","SE","3","RT","LINESTRING (-114.047466709458 50.905848995005, -114.047467628686 50.905481999745, -114.047474532518 50.905118084683, -114.047639890435 50.90483996447)"
"17 AVE SE","54 ST SE",,"WB","PAINT","1110193586","SE","3","LT","LINESTRING (-113.955256514807 51.037811520618, -113.954944148105 51.03780854637)"
"MCKNIGHT BV","12 ST NE",,"WB","PAINT","1110049989","NE","3","RT","LINESTRING (-114.031639542262 51.096213691104, -114.030814568785 51.096205348784)"
"8 AVE SW","9 ST SW",,"EW","PAINT","1110002491","DT","2","BIKE","LINESTRING (-114.083785498342 51.046193767116, -114.08358669066 51.046060024471)"
"9 AVE SE","MACLEOD TR",,"EB","PAINT","1109938773","DT","3","LT","LINESTRING (-114.059503851338 51.044556534168, -114.058407724072 51.044527355325, -114.058407722577 51.044526165984, -114.058405835905 51.044526166926, -114.058426587866 51.044526156554)"
"40 ST SE","16 AVE SE","FONDA RISE","NS","PAINT","1110135938","SE","26","BIKE","LINESTRING (-113.975736238202 51.039487140801, -113.975805322308 51.047373218755)"
"33 ST SW","19 AVE SW","21 AVE SW","NS","PAINT","1109942576","SW","4","SPEED HUMP","LINESTRING (-114.1354873405 51.035352273259, -114.135487438539 51.03526854888)"
"ELBOW DR SW","GLENMORE TR SW",,"SB","PAINT","1109648735","SW","2","LT","LINESTRING (-114.083200375523 50.994438427949, -114.083199303414 50.99424992492)"
"CANADA OLYMPIC DRIVE","CANADA OLYMPIC DRIVE","NA'A DRIVE","SB","PAINT","1110141699","SW","2","SPECIAL","LINESTRING (-114.209938404154 51.081940324689, -114.209959936897 51.081691967456)"
"1 ST NW","11 AVE NW","JUST SOUTH OF 7 AVE NW","NS","MMA","1109944409","NW","16","SPECIAL","LINESTRING (-114.065020294295 51.0624134503, -114.06503719359 51.058572602638)"
"12 AVE","6 ST",,"EB","PAINT","1110276673","SW","8","ST","LINESTRING (-114.077556916441 51.041798766236, -114.076855206817 51.041779082865)"
"40 ST SW","SPRUCE DR SW","BOW TR SW","NS","MMA","1109944370","SW","9","SPECIAL","LINESTRING (-114.145375370336 51.052202319657, -114.145309440499 51.049069878099, -114.146817595138 51.047158016565)"
"71 AVE SE","BLACKFOOT TR","5 ST SE","WB","PAINT","1109641244","SE","2","LT","LINESTRING (-114.053406373471 50.988340658234, -114.052501149879 50.988468728485)"
"BLACKFOOT TRAIL","HIGHFIELD AVE SE",,"NB","PAINT","1110129378","SE","2","RT","LINESTRING (-114.048459282451 51.013543541514, -114.048454225341 51.013032630007)"
"BOWNESS RD NW","84 ST NW","46 AVE NW","NS","PAINT","1109942818","NW","8","LT","LINESTRING (-114.209690170084 51.091220571508, -114.210854151751 51.091928827782, -114.211047065725 51.092210983781, -114.211066846909 51.093980918115)"
"114 AVE SE","68 ST SE",,"EB","PAINT","1109941718","SE","1","LT","LINESTRING (-113.935981347216 50.95047640524, -113.935536467127 50.950489288465)"
"SHERWOOD GATE","SHAGANAPPI TR",,"WB","PAINT","1110258231","NW","2","RT","LINESTRING (-114.144004435749 51.163114777593, -114.144258533901 51.163055173015, -114.144383226059 51.163010779783)"
"12 AVE","10 ST SW",,"EB","PAINT","1110276669","SW","2","OPTLT","LINESTRING (-114.086853321149 51.042074562968, -114.086484310497 51.04206413342)"
"BOWNESS RD NW","83 ST NW",,"NW","PAINT","1109942813","NW","2","OPTLT","LINESTRING (-114.207907667474 51.090334332556, -114.20769228227 51.090226185709)"
"SHAWNEE DRIVE SW","SHAWNEE BAY SW","WEST OF SHAWNEE BAY SW","EW","PAINT","1109941160","SW","4","SPEED HUMP","LINESTRING (-114.086000788105 50.92652073972, -114.085825535198 50.926511979425, -114.085812064823 50.926511306091)"
"DARTMOUTH RD SE","25 AVE SE",,"SB","PAINT","1109941444","SE","3","RT","LINESTRING (-114.042687910693 51.029282163915, -114.0435682879 51.028499773217)"
"3 AVE SE","BARLOW TRAIL",,"WB","PAINT","1110193254","SE","8","LT","LINESTRING (-114.001317720193 51.047488545582, -114.000807679883 51.04748208121)"
"162 AVE / SUNVALLEY BV SE","MACLEOD TRAIL",,"EB","PAINT","1110117196","SE","2","ST","LINESTRING (-114.061283002328 50.905235379463, -114.061056560305 50.905215080123)"
"ROCKY RIDGE RD NW","EAMON RD NW",,"SB","PAINT","1109939527","NW","2","RT","LINESTRING (-114.234353442472 51.13631593627, -114.234343597288 51.135656790304)"
"BEDDINGTON TR NW","BERKSHIRE BV NW",,"WB","PAINT","1109938825","NW","6","LT","LINESTRING (-114.081169078539 51.138161007259, -114.080056880053 51.137778835222, -114.08005687594 51.137776456579)"
"COUNTRY HILLS DR NW","COUNTRY HILLS BLVD NW",,"NB","PAINT","1109749758","NW","3","RT","LINESTRING (-114.077181858683 51.147284868302, -114.077060869873 51.147019080451)"
"MEMORIAL DR","4 ST NE","EDMONTON TR","EW","PAINT","1110276645","NE","4","LT","LINESTRING (-114.05125916576 51.05089166612, -114.050950617631 51.050844949279)"
"FLANDERS AVE","RICHARD RD","NORTH ROUNDABOUT","EB","PAINT","1110070882","SW","2","SPECIAL","LINESTRING (-114.119906979684 51.016553434941, -114.119699170589 51.016531515155, -114.119481292239 51.016471161396)"
"8 AVE SW","6 ST","7 ST","WB","PAINT","1109992354","DT","2","BIKE","LINESTRING (-114.076792393333 51.045964489053, -114.07655087959 51.045957129369)"
"33 ST SW","28 AVE SW","30 AVE SW","NS","PAINT","1109781823","SW","4","SPEED HUMP","LINESTRING (-114.135501114068 51.027987999074, -114.135494330806 51.027731123523)"
"STRATHCONA DR SW","STRATHCONA BV SW",,"EB","PAINT","1109946360","SW","2","BIKE","LINESTRING (-114.185963598263 51.046842972522, -114.185703671174 51.046732562078)"
"SAGE VALLEY DR","SAGE VALLEY BLVD NW",,"SB","PAINT","1110282677","NW","3","RT","LINESTRING (-114.141336011604 51.176684655473, -114.141319326443 51.176433026179)"
"SOUTHPORT RD","SOUTHLAND DR",,"NB","PAINT","1110072490","SW","1","LT","LINESTRING (-114.074548847322 50.964814169522, -114.074485651423 50.964535383982)"
"SIMCOE BLVD SW","26 AVE SW",,"SB","PAINT","1109942645","SW","2","RT","LINESTRING (-114.182009389872 51.030949098115, -114.182152392792 51.03078172144)"
"AUBURN BAY BLVD","AUBURN BAY GATE",,"EB","PAINT","1110276680","SE","2","RT","LINESTRING (-113.959734766258 50.884693653903, -113.959030036463 50.884817590909)"
"44 ST SE","17 AVE SE",,"NB","PAINT","1110193593","SE","1","LT","LINESTRING (-113.969899820685 51.037747611246, -113.969911850308 51.037600503472)"
"44 ST SE","17 AVE SE",,"SB","PAINT","1110193594","SE","1","LT","LINESTRING (-113.970008202773 51.038192980227, -113.970007481097 51.038067383437)"
"33 ST SW","23 AVE SW","25 AVE SW","NS","PAINT","1109944210","SW","4","SPEED HUMP","LINESTRING (-114.135478287902 51.032493588413, -114.135479301631 51.032388968038)"
"STRATHCONA DR SW","STRATHAM BAY SW","JUST W. OF STRATHCONA BV SW","WB","PAINT","1109946348","SW","15","DEDICATED LANE","LINESTRING (-114.174185692434 51.042344847353, -114.178323939825 51.0429839176, -114.17905965922 51.043162022211, -114.179331500864 51.043275103648, -114.179978228217 51.043582891984, -114.180408528278 51.043891696018, -114.181033621328 51.044438822438, -114.181508040491 51.0448232243, -114.181890200295 51.045148653083, -114.182369934755 51.045445205271, -114.183179753378 51.045819792774, -114.184767161581 51.046483432111, -114.186291164919 51.047126104136)"
"12 AVE","7 ST SW",,"EB","PAINT","1110276672","SW","4","ST","LINESTRING (-114.079597920639 51.04185654833, -114.079071205317 51.041837163492)"
