"name","board","email","address","city","province","postal_cod","phone_no","fax_no","grades","postsecond","data_source","elem","junior_h","senior_h","the_geom"
"Discovering Choices 2","The Calgary School Division","discoveringchoices@cbde.ab.ca","3800 MEMORIAL DR NE","Calgary","AB","T2A2K2","(403) 777-8384",,"Senior High","N","N","N","N","N","POINT (-113.9784098 51.0553388)"
"Sherwood School","The Calgary School Division","sherwood@cbe.ab.ca","2011 66 AV SE","Calgary","AB","T2C1J4","(403) 777-7590",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0114784 50.9936967)"
"Bridlewood School","The Calgary School Division",,"207 BRIDLERIDGE WY SW","Calgary","AB","T2Y0L4",,,"Elementary","N","N","Y","N","N","POINT (-114.110662 50.9023836)"
"McKenzie Lake School","The Calgary School Division","mckenzielake@cbe.ab.ca","16210 MCKENZIE LAKE WY SE","Calgary","AB","T2Z1L7","(403) 777-6500",,"Elementary","N","N","Y","N","N","POINT (-113.9849974 50.9062179)"
"St. Monica School","The Calgary Roman Catholic Separate School Division","Stmonica@cssd.ab.ca","235 18 AV SW","Calgary","AB","T2S0C2","(403) 500-2001",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0678144 51.0367698)"
"SAIT - Main Campus",,"advising@sait.ca","509 ROSS RD NW","Calgary","AB",,"(403)284-7248",,,"Y","Y",,,,"POINT (-114.089282 51.0646192)"
"Dr. George Stanley School","The Calgary School Division","drgeorgestanley@cbe.ab.ca","585 CRANSTON DR SE","Calgary","AB","T3M0J4","(403) 817-3556",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9782889 50.8827772)"
"Marlborough Day Nursery Ltd.","Marlborough Day Nursery ECS Limited","rzhirji@brightpathkids.com","4603 MARBANK DR NE","Calgary","AB","T2A3V8","(403) 705-0362",,"ECS","N","N","N","N","N","POINT (-113.9683433 51.0632919)"
"St. Gregory School","The Calgary Roman Catholic Separate School Division","stgregory@cssd.ab.ca","5340 26 AV SW","Calgary","AB","T3E0R6","(403) 500-2048",,"Junior High","N","N","N","Y","Y","POINT (-114.1604737 51.0311375)"
"Renfrew Educational Services-Bowness Centre","Renfrew Educational Services Society","renfrew@renfreweducation.org","8620 48 AV NW","Calgary","AB","T3B2B2","(403) 291-5038",,"Unknown","N","N","N","N","N","POINT (-114.2119244 51.0963293)"
"Calgary German Language School Society","Calgary German Language School Society","admin@cglss.com","3940 73 ST NW","Calgary","AB","T3B2L9","(587) 890-4111",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1927889 51.0875591)"
"Apostles of Jesus","The Calgary Roman Catholic Separate School Division","apostlesofjesus@cssd.ab.ca","15 SKYVIEW RANCH ST NE","Calgary","AB","T3N1H6","(403) 500-2129",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9565131 51.1584173)"
"Douglasdale School","The Calgary School Division","douglasdale@cbe.ab.ca","400 DOUGLAS PARK BV SE","Calgary","AB","T2Z4A3","(403) 777-6177",,"Elementary","N","N","Y","N","N","POINT (-113.9826488 50.935263)"
"Southeast Elementary Campus","Foundations for the Future Charter Academy Charter School Society",,"9711 ACADEMY DR SE","Calgary","AB","T2J1A9","(430) 258-2728",,"Elementary","N","N","Y","N","N","POINT (-114.0454063 50.9672419)"
"F. E. Osborne School","The Calgary School Division","feosborne@cbe.ab.ca","5225 VARSITY DR NW","Calgary","AB","T3A1A7","(403) 777-7540",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.162965 51.0928118)"
"Ecole St. Pius X School","The Calgary Roman Catholic Separate School Division","stpius@cssd.ab.ca","2312 18 ST NW","Calgary","AB","T2M3T5","(403) 500-2015",,"Elementary","N","N","Y","N","N","POINT (-114.1034063 51.0729725)"
"Robert Thirsk School","The Calgary School Division","RobertThirskHigh@cbe.ab.ca","8777 NOSE HILL DR NW","Calgary","AB","T3G5T3",,,"Senior High","N","N","N","N","N","POINT (-114.1947783 51.1308413)"
"Forest Lawn High School","The Calgary School Division","forestlawn@cbe.ab.ca","1304 44 ST SE","Calgary","AB","T2A1M8","(403) 272-6665",,"Senior High","N","N","N","N","N","POINT (-113.9689496 51.0424031)"
"Pathway Montessori Inc","Woodpark Montessori Society","pathwaymont@gmail.com","464 WOODBINE BV SW","Calgary","AB","T2W5H7","(403) 253-1533",,"ECS","N","N","N","N","N","POINT (-114.1333915 50.9464644)"
"Griffith Woods School","The Calgary School Division","griffithwoods@cbe.ab.ca","7652 26 AV SW","Calgary","AB","T3H3X2","(403) 817-3572",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.194747 51.0309794)"
"Cecil Swanson School","The Calgary School Division","cecilswanson@cbe.ab.ca","4820 RUNDLEWOOD DR NE","Calgary","AB","T1Y5V9","(403) 777-6690",,"Elementary","N","N","Y","N","N","POINT (-113.9675431 51.0741822)"
"Monterey Park School","The Calgary School Division","montereypark@cbe.ab.ca","7400 CALIFORNIA BV NE","Calgary","AB","T1Y6R2","(403) 777-7233",,"Elementary","N","N","Y","N","N","POINT (-113.9304829 51.0774247)"
"Rosedale School","The Calgary School Division","rosedale@cbe.ab.ca","905 13 AV NW","Calgary","AB","T2M0G3","(403) 777-7530",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0814991 51.0635971)"
"Calgary Chinese Private School","The Calgary Chinese Public School Society","ccps@shaw.ca","128 2 AV SW","Calgary","AB","T2P0B9","(403) 264-2233",,"Senior High","N","N","N","N","N","POINT (-114.0642879 51.0516146)"
"Bearspaw Christian School & College","Bearspaw Christian School Society","info@bearspawschool.com","15001 69 ST NW","Calgary","AB","T3R1C5","(403) 295-2566",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.189516 51.1869736)"
"Emily Follensbee School","The Calgary School Division","emilyfollensbee@cbe.ab.ca","5139 14 ST SW","Calgary","AB","T2T3W5","(403) 777-6980",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0955749 51.0076359)"
"St. Matthew School","The Calgary Roman Catholic Separate School Division","stmatthew@cssd.ab.ca","416 83 AV SE","Calgary","AB","T2H1N3","(403) 500-2030",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0585101 50.9786824)"
"Falconridge School","The Calgary School Division","falconridge@cbe.ab.ca","1331 FALCONRIDGE DR NE","Calgary","AB","T3J1T4","(403) 777-6730",,"Elementary","N","N","Y","N","N","POINT (-113.9454326 51.0993641)"
"Chinook Winds Adventist Academy","Alberta Conference of 7th Day Adventist Church","reception@cwaa.net","10101 2 AV SW","Calgary","AB","T3B5T2","(403) 286-5686",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2332662 51.0792342)"
"St. Sebastian Elementary School","The Calgary Roman Catholic Separate School Division","stsebastian@cssd.ab.ca","65 CHAPARRAL DR SE","Calgary","AB","T2X0E6","(403) 500-2116",,"Elementary","N","N","Y","N","N","POINT (-114.029127 50.8848431)"
"Sundance School","The Calgary School Division","sundance@cbe.ab.ca","200 SUNMILLS DR SE","Calgary","AB","T2X2N9","(403) 777-8690",,"Elementary","N","N","Y","N","N","POINT (-114.0468131 50.9006606)"
"St. Cyril School","The Calgary Roman Catholic Separate School Division","stcyril@cssd.ab.ca","2990 CEDARBRAE DR SW","Calgary","AB","T2W2N9","(403) 500-2070",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1285219 50.9554935)"
"St. John Henry Newman School","The Calgary Roman Catholic Separate School Division","Cardinalnewman@cssd.ab.ca","16201 MCKENZIE LAKE BV SE","Calgary","AB","T2Z2G7","(403) 500-2092",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9888584 50.9073393)"
"Collingwood School","The Calgary School Division","collingwood@cbe.ab.ca","3826 COLLINGWOOD DR NW","Calgary","AB","T2L0R6","(403) 777-6180",,"Elementary","N","N","Y","N","N","POINT (-114.1032575 51.0857819)"
"Notre-Dame de la Paix","The Southern Francophone Education Region","ecolendp@francosud.ca","809 WILLINGDON BV SE","Calgary","AB","T2J2B7","(403) 271-5544",,"Elementary","N","N","Y","N","N","POINT (-114.0433726 50.950917)"
"Riverbend School","The Calgary School Division","riverbend@cbe.ab.ca","65 RIVERVALLEY DR SE","Calgary","AB","T2C3Z7","(403) 777-6510",,"Elementary","N","N","Y","N","N","POINT (-114.0185021 50.9721562)"
"Maple Ridge School","The Calgary School Division","mapleridge@cbe.ab.ca","10203 MAPLEMONT RD SE","Calgary","AB","T2J1W3","(403) 777-6280",,"Elementary","N","N","Y","N","N","POINT (-114.0419588 50.9618905)"
"École La Mosaïque","The Southern Francophone Education Region",,"199 MARTINDALE BV NE","Calgary","AB","T3J3G4","(403) 277-2344",,"Elementary","N","N","Y","N","N","POINT (-113.9575118 51.1137667)"
"West Island College","West Island College Society of Alberta","office@mywic.ca","7410 BLACKFOOT TR SE","Calgary","AB","T2H1M5","(403) 255-5300",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.0521604 50.9871044)"
"Light of Christ Catholic School","The Calgary Roman Catholic Separate School Division","lightofchrist@cssd.ab.ca","6270 SADDLEHORN DR NE","Calgary","AB","T3J0L8","(403) 500-2121",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9412735 51.1295372)"
"Jack James High School","The Calgary School Division","jackjames@cbe.ab.ca","5105 8 AV SE","Calgary","AB","T2A4M1","(403) 248-4054",,"Senior High","N","N","N","N","N","POINT (-113.9603709 51.0445688)"
"Rundle College Junior High School","Rundle College Society","contactus@rundle.ab.ca","7375 17 AV SW","Calgary","AB","T3H3W5","(403) 250-7180",,"Junior High","N","N","N","Y","Y","POINT (-114.1939221 51.0368941)"
"Glenbrook School","The Calgary School Division","glenbrook@cbe.ab.ca","4725 33 AV SW","Calgary","AB","T3E3V1","(403) 777-8320",,"Elementary","N","N","Y","N","N","POINT (-114.1549975 51.0235114)"
"Elbow Park School","The Calgary School Division","elbowpark@cbe.ab.ca","721 38 AV SW","Calgary","AB","T2T2H8","(403) 817-3408",,"Elementary","N","N","Y","N","N","POINT (-114.082197 51.0195775)"
"Dr. J. K. Mulloy School","The Calgary School Division",,"7440 10 ST NW","Calgary","AB","T2K1H6","(403) 777-6640",,"Elementary","N","N","Y","N","N","POINT (-114.079969 51.1192251)"
"The Heartland Agency","The Heartland Agency","iboyce@heartlandagency.org","1121 14 AV SW","Calgary","AB","T2R0P3","(403) 541-0277",,"ECS","N","N","N","N","N","POINT (-114.0871884 51.0399587)"
"St. Jude School","The Calgary Roman Catholic Separate School Division","stjude@cssd.ab.ca","730 WOODBINE BV SW","Calgary","AB","T2W4W4","(403) 500-2084",,"Elementary","N","N","Y","N","N","POINT (-114.1334374 50.9429522)"
"Rundle College Academy","Rundle College Society","contactus@rundle.ab.ca","4330 16 ST SW","Calgary","AB","T2T4H9","(403) 250-2965",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0997725 51.0152966)"
"Buchanan School","The Calgary School Division","buchanan@cbe.ab.ca","3717 CENTRE ST NW","Calgary","AB","T2E2Y2","(403) 777-6260",,"Elementary","N","N","Y","N","N","POINT (-114.0631478 51.0856297)"
"Lord Beaverbrook High School","The Calgary School Division","lordbeaverbrook@cbe.ab.ca","9019 FAIRMOUNT DR SE","Calgary","AB","T2H0Z4","(403) 259-5585",,"Senior High","N","N","N","N","N","POINT (-114.0616396 50.9730998)"
"St. Peter Elementary School","The Calgary Roman Catholic Separate School Division","stpeter@cssd.ab.ca","720 58 ST SE","Calgary","AB","T2A5L9","(403) 500-2079",,"Elementary","N","N","Y","N","N","POINT (-113.949107 51.046185)"
"North Point School for Boys","North Point School for Boys","info@northpointschool.school","2445 23 AV SW","Calgary","AB","T2T0W3","(403) 744-5214",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1174839 51.0325564)"
"St. Thomas Aquinas School","The Calgary Roman Catholic Separate School Division","stthomasaquinas@cssd.ab.ca","4540 26 AV SW","Calgary","AB","T3E0R1","(403) 500-2027",,"Elementary","N","N","Y","N","N","POINT (-114.1518544 51.0309722)"
"Saddle Ridge School","The Calgary School Division","SaddleRidge@cbe.ab.ca","368 SADDLECREST BV NE","Calgary","AB","T3J5L6",,,"Elementary","N","N","Y","N","N","POINT (-113.9368796 51.1368826)"
"Penbrooke Meadows School","The Calgary School Division","penbrookemeadows@cbe.ab.ca","5645 PENSACOLA CR SE","Calgary","AB","T2A2G4","(403) 777-8230",,"Elementary","N","N","Y","N","N","POINT (-113.9521888 51.0417953)"
"Georges P. Vanier School","The Calgary School Division","georgespvanier@cbe.ab.ca","509 32 AV NE","Calgary","AB","T2E2H3","(403) 777-7460",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0520691 51.0806053)"
"James Fowler High School","The Calgary School Division","jamesfowler@cbe.ab.ca","4004 4 ST NW","Calgary","AB","T2K1A1","(403) 230-4743",,"Senior High","N","N","N","N","N","POINT (-114.0705163 51.0865321)"
"Dr. E. P. Scarlett High School","The Calgary School Division","drepscarlett@cbe.ab.ca","220 CANTERBURY DR SW","Calgary","AB","T2W1H4","(403) 281-3366",,"Senior High","N","N","N","N","N","POINT (-114.0879719 50.9487874)"
"Project Trust","The Calgary School Division","discoveringchoices@cbde.ab.ca","2280 9 ST NW","Calgary","AB","T2M4P6",,,"Senior High","N","N","N","N","N","POINT (-114.0828403 51.0720702)"
"Father Lacombe School","The Calgary Roman Catholic Separate School Division","fatherlacombe@cssd.ab.ca","3615 RADCLIFFE DR SE","Calgary","AB","T2A6B4","(403) 500-2066",,"Senior High","N","N","N","N","N","POINT (-113.9832447 51.0473809)"
"University of Calgary - Downtown Campus",,,"906 8 AV SW","Calgary","AB","T2P1H9","(403)220-2866",,,"Y","Y",,,,"POINT (-114.0821275 51.0463613)"
"O.S. Geiger School","The Calgary School Division","osgeiger@cbe.ab.ca","100 CASTLEBROOK DR NE","Calgary","AB","T3J2J4","(403) 777-6950",,"Elementary","N","N","Y","N","N","POINT (-113.9615405 51.1048865)"
"Our Lady of the Rosary School","The Calgary Roman Catholic Separate School Division","ourladyrosary@cssd.ab.ca","41 CRANSTON GA SE","Calgary","AB","T3M0W7","(403) 500-2126",,"Elementary","N","N","Y","N","N","POINT (-113.9682061 50.8744292)"
"Mountain View Academy","Mountain View Academy Society","office@mountainviewacademy.ca","3915 34 ST NE","Calgary","AB","T1Y6Z8","(403) 217-4346",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-113.9861039 51.0884378)"
"West Springs School","The Calgary School Division",,"8999 WENTWORTH AV SW","Calgary","AB","T3H0P7","(403) 777-6244",,"Elementary","N","N","Y","N","N","POINT (-114.2167498 51.0584378)"
"Hillhurst School","The Calgary School Division","hillhurst@cbe.ab.ca","1418 7 AV NW","Calgary","AB","T2N0Z2","(403) 777-6360",,"Elementary","N","N","Y","N","N","POINT (-114.0931372 51.0592948)"
"Marion Carson School","The Calgary School Division","MarionCarson@cbe.ab.ca","5315 VARSITY DR NW","Calgary","AB","T3A1A7","(403) 777-6050",,"Elementary","N","N","Y","N","N","POINT (-114.1614063 51.0929166)"
"Bishop Carroll High School","The Calgary Roman Catholic Separate School Division","bishopcarroll@cssd.ab.ca","4624 RICHARD RD SW","Calgary","AB","T3E6L1","(403) 500-2056",,"Senior High","N","N","N","N","N","POINT (-114.1207915 51.0126936)"
"Oaks and Acorns Montessori at Auburn Bay","Montessori Projects of Alberta Ltd.","edudirector@oaksandacorns.com","500 MIDPARK WY SE","Calgary","AB","T2X3S3","(403) 629-9370",,"ECS","N","N","N","N","N","POINT (-114.0570496 50.9071773)"
"I'm For Kids Team","I'm For Kids Team Ltd.","wendy@imforkids.org","20 INVERNESS SQ SE","Calgary","AB","T2Z2V6","(403) 236-8919",,"ECS","N","N","N","N","N","POINT (-113.9694617 50.91305)"
"Marlborough School","The Calgary School Division","marlborough@cbe.ab.ca","4711 MARYVALE DR NE","Calgary","AB","T2A3A1","(403) 777-8190",,"Elementary","N","N","Y","N","N","POINT (-113.9654996 51.0560836)"
"St. James Elementary Junior High School","The Calgary Roman Catholic Separate School Division","stjames@cssd.ab.ca","2227 58 AV SW","Calgary","AB","T3E1N6","(403) 500-2035",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1136684 51.001142)"
"Wood's Homes School","The Calgary School Division","woodshomes@cbe.ab.ca","9400 48 AV NW","Calgary","AB","T3B2B2","(403) 270-1751",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2242283 51.0960981)"
"Calgary Early Learning Centre","Calgary Early Learning Centre Association","admin@calgaryearlylearning.com","140 HADDON RD SW","Calgary","AB","T2V2Y3","(403) 255-4288",,"ECS","N","N","N","N","N","POINT (-114.0778236 50.9732774)"
"Calgary Arts Academy","Calgary Arts Academy Society","info@caaschool.com","640 14 AV SE","Calgary","AB","T2G1E8","(403) 532-3020",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0492422 51.039402)"
"Mount Royal School","The Calgary School Division","mountroyal@cbe.ab.ca","2234 14 ST SW","Calgary","AB","T2T3T3","(403) 777-7980",,"Junior High","N","N","N","Y","Y","POINT (-114.0939102 51.0347223)"
"Captain Nichola Goddard School","The Calgary School Division","CaptainNicholaGoddard@cbe.ab.ca","405 PANATELLA BV NW","Calgary","AB","T3K0P3","(403) 817-3300",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0886788 51.1624509)"
"Columbia College","Columbia College Corp.","Columbia@Columbia.ab.ca","802 MANNING RD NE","Calgary","AB","T2E7N8","(403) 235-9300",,"Senior High","N","N","N","N","N","POINT (-114.018022 51.0570018)"
"Harold Panabaker School","The Calgary School Division","haroldpanabaker@cbe.ab.ca","23 SACKVILLE DR SW","Calgary","AB","T2W0W3","(403) 777-7890",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0866482 50.9576396)"
"Divine Mercy School","The Calgary Roman Catholic Separate School Division","divinemercy@cssd.ab.ca","228 MAHOGANY BV SE","Calgary","AB","T3M1M5","(403) 500-2132",,"Elementary","N","N","Y","N","N","POINT (-113.9239578 50.9015566)"
"Akiva Academy","Congregation House of Jacob-Mikveh Israel","office@akiva.ca","140 HADDON RD SW","Calgary","AB","T2V2Y3","(403) 258-1312",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0778236 50.9732774)"
"West View School","The Calgary School Division","westview@cbe.ab.ca","12626 85 ST NW","Calgary","AB","T3R1J3","(403) 662-3547",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.2080089 51.1655366)"
"Calgary Islamic School, Akram Jomaa Campus","The Palliser School Division",,"2612 37 AV NE","Calgary","AB","T1Y5L2","(403) 248-2773",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0004774 51.0875899)"
"Ascension of Our Lord","The Calgary Roman Catholic Separate School Division",,"509 HARVEST HILLS DR NE","Calgary","AB","T3K4G9","(403) 500-2075",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0596888 51.1469569)"
"The Chinese Academy","The Chinese Academy Foundation","thechineseacademy@gmail.com","6620 4 ST NW","Calgary","AB","T2K1C2","(403) 777-7663",,"Senior High","N","N","N","N","N","POINT (-114.0701312 51.1127974)"
"St. Damien School","The Calgary Roman Catholic Separate School Division","stdamien@cssd.ab.ca","3619 28 ST SE","Calgary","AB","T2B2J1","(403) 500-2073",,"Elementary","N","N","Y","N","N","POINT (-113.9922281 51.0219202)"
"Prince of Wales School","The Calgary School Division","princeofwales@cbe.ab.ca","253 PARKLAND WY SE","Calgary","AB","T2J3Y9","(403) 777-6880",,"Elementary","N","N","Y","N","N","POINT (-114.033308 50.9247642)"
"Alpine Children's Centre","Montessori Education Preschool & ECS Institute of Alberta",,"3140 41 ST SW","Calgary","AB","T3E3L1","(403) 255-8664",,"ECS","N","N","N","N","N","POINT (-114.1464959 51.0256693)"
"Alberta Chung Wah School","Alberta Chung Wah School Society","office@albertachungwahschool.ca","328 CENTRE ST SE","Calgary","AB","T2G4X6","(403) 271-8033",,"Senior High","N","N","N","N","N","POINT (-114.0617383 51.049565)"
"Foothills Academy","Foothills Academy Society","kimmclean@foothillsacademy.org","745 37 ST NW","Calgary","AB","T2N4T1","(403) 270-9400",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1423066 51.0640722)"
"Joane Cardinal-Schubert High School","The Calgary School Division",,"19480 45 ST SE","Calgary","AB","T3M2P9","(403) 817-3600",,"Senior High","N","N","N","N","N","POINT (-113.9440104 50.8780222)"
"Renfrew Educational Services-Janice McTighe Centre","Renfrew Educational Services Society","renfrew@renfreweducation.org","2050 21 ST NE","Calgary","AB","T2E6S5","(403) 291-5038",,"Elementary","N","N","Y","N","N","POINT (-114.0082917 51.069617)"
"Keeler School","The Calgary School Division","keeler@cbe.ab.ca","4807 FOREGO AV SE","Calgary","AB","T2A2C4","(403) 777-8180",,"Elementary","N","N","Y","N","N","POINT (-113.9648131 51.0492568)"
"The PREP Program","The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome","awoodward@prepprogram.ca","2004 12 AV NW","Calgary","AB","T2N1J7","(403) 282-5011",,"ECS","N","N","N","N","N","POINT (-114.108155 51.0635829)"
"The Third Academy","Third Academy International Ltd.","abed@thirdacademy.com","510 77 AV SE","Calgary","AB","T2H1C3","(403) 288-5335",,"Elementary","N","N","Y","N","N","POINT (-114.0514595 50.9851221)"
"Coventry Hills School","The Calgary School Division","coventryhills@cbe.ab.ca","12350 COVENTRY HILLS WY NE","Calgary","AB","T3K5S9","(403) 777-6025",,"Elementary","N","N","Y","N","N","POINT (-114.0514137 51.1651804)"
"Westgate School","The Calgary School Division","westgate@cbe.ab.ca","150 WESTMINSTER DR SW","Calgary","AB","T3C2T3","(403) 777-8420",,"Elementary","N","N","Y","N","N","POINT (-114.1591998 51.0444881)"
"Rundle College Elementary School","Rundle College Society","contactus@rundle.ab.ca","7615 17 AV SW","Calgary","AB","T3H3W5","(403) 282-8411",,"Elementary","N","N","Y","N","N","POINT (-114.1973197 51.0367131)"
"Nellie McClung School","The Calgary School Division","nelliemcclung@cbe.ab.ca","2315 PALLISER DR SW","Calgary","AB","T2V3S4","(403) 777-8620",,"Elementary","N","N","Y","N","N","POINT (-114.1130138 50.9684953)"
"Mount Royal University - Lincoln Park Campus",,"externalrelations@mtroyal.ca","4825 MOUNT ROYAL GA SW","Calgary","AB","T3E6K6","(403)440-6111",,,"Y","Y",,,,"POINT (-114.1327203 51.012805)"
"Start Outreach","The Calgary School Division","STARToutreach@cbe.ab.ca","4110 79 ST NW","Calgary","AB","T3B5C2","(403) 777-6107",,"Senior High","N","N","N","N","N","POINT (-114.2019032 51.0894295)"
"King George School","The Calgary School Division","KingGeorge@cbe.ab.ca","2108 10 ST NW","Calgary","AB","T2M3M4","(403) 777-6210",,"Elementary","N","N","Y","N","N","POINT (-114.0840555 51.0708971)"
"William D. Pratt School","The Calgary School Division","williamdpratt@cbe.ab.ca","9850 ROYAL OAK WY NW","Calgary","AB","T3G0A4","(403) 817-3520",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2240926 51.1493607)"
"CBe - Learn","The Calgary School Division","cbelearn@cbe.ab.ca","2336 53 AV SW","Calgary","AB","T3E1L2","(403) 777-7971",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1139277 51.0065169)"
"Valley View School","The Calgary School Division","valleyview@cbe.ab.ca","4105 26 AV SE","Calgary","AB","T2B0C6","(403) 777-8250",,"Elementary","N","N","Y","N","N","POINT (-113.9752778 51.0300546)"
"St. Ambrose School","The Calgary Roman Catholic Separate School Division","stambrose@cssd.ab.ca","1500 ARBOUR LAKE RD NW","Calgary","AB","T3G4X9","(403) 500-2100",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2061636 51.1334704)"
"Central Memorial High School","The Calgary School Division","centralmemorial@cbe.ab.ca","5111 21 ST SW","Calgary","AB","T3E1R9","(403) 243-8880",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1135205 51.0079279)"
"St. Marguerite School","The Calgary Roman Catholic Separate School Division","stmarguerite@cssd.ab.ca","1100 NEW BRIGHTON DR SE","Calgary","AB","T2Z0W1","(403) 500-2127",,"Elementary","N","N","Y","N","N","POINT (-113.9372308 50.9211549)"
"St. Augustine Elementary Junior High School","The Calgary Roman Catholic Separate School Division","staugustine@cssd.ab.ca","7112 7 ST SW","Calgary","AB","T2V1E9","(403) 500-2022",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0807771 50.9911137)"
"Bowcroft School","The Calgary School Division","bowcroft@cbe.ab.ca","3940 73 ST NW","Calgary","AB","T3B2L9","(403) 777-6020",,"Elementary","N","N","Y","N","N","POINT (-114.1927889 51.0875591)"
"St. Dominic School","The Calgary Roman Catholic Separate School Division","stdominic@cssd.ab.ca","4820 DALHART RD NW","Calgary","AB","T3A1C2","(403) 500-2058",,"Elementary","N","N","Y","N","N","POINT (-114.1542441 51.1095588)"
"Tuscany School","The Calgary School Division","tuscany@cbe.ab.ca","990 TUSCANY DR NW","Calgary","AB","T3L2T4","(403) 777-8060",,"Elementary","N","N","Y","N","N","POINT (-114.2454306 51.1177871)"
"Behaviour Therapy and Learning Centre Ltd.","Behaviour Therapy and Learning Centre Ltd.","erinb@btlc.ca","2107 SIROCCO DR SW","Calgary","AB","T3H5P1","(403) 217-5876",,"ECS","N","N","N","N","N","POINT (-114.1708363 51.032192)"
"Chinook Learning Services","The Calgary School Division","chinooklearning@cbe.ab.ca","223 18 AV NW","Calgary","AB","T2M0T2","(403) 777-7200",,"Senior High","N","N","N","N","N","POINT (-114.0654256 51.0685816)"
"W.O. Mitchell School","The Calgary School Division","womitchell@cbe.ab.ca","511 SILVERGROVE DR NW","Calgary","AB","T3B4R9","(403) 777-6100",,"Elementary","N","N","Y","N","N","POINT (-114.1942875 51.1136908)"
"Somerset School","The Calgary School Division","somerset@cbe.ab.ca","150 SOMERSET MR SW","Calgary","AB","T2Y4S2",,,"Elementary","N","N","Y","N","N","POINT (-114.0848851 50.8974058)"
"Northwest Elementary Campus","Foundations for the Future Charter Academy Charter School Society",,"719 44 AV NW","Calgary","AB","T2K0J5","(403) 282-5202",,"Elementary","N","N","Y","N","N","POINT (-114.0780594 51.0931727)"
"Dr. Gordon Townsend School","The Calgary School Division","drgordontownsend@cbe.ab.ca","28 OKI DR NW","Calgary","AB","T3B6A8","(403) 955-7004",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1483456 51.0744945)"
"Dr. Gordon Higgins School","The Calgary School Division","drgordonhiggins@cbe.ab.ca","155 RUNDLEHILL DR NE","Calgary","AB","T1Y2W9","(403) 777-7060",,"Junior High","N","N","N","Y","Y","POINT (-113.970664 51.0752697)"
"Britannia Children's Center","Montessori Education Preschool & ECS Institute of Alberta",,"3 WINDSOR CR SW","Calgary","AB","T2V1V4","(403) 255-8664",,"ECS","N","N","N","N","N","POINT (-114.0818006 51.0075825)"
"Rosemont School","The Calgary School Division","rosemont@cbe.ab.ca","19 ROSEVALE DR NW","Calgary","AB","T2K1N6","(403) 777-6230",,"Elementary","N","N","Y","N","N","POINT (-114.0923733 51.0778712)"
"West Dover School","The Calgary School Division","westdover@cbe.ab.ca","3113 30 AV SE","Calgary","AB","T2B0G9","(403) 777-8260",,"Elementary","N","N","Y","N","N","POINT (-113.990648 51.0263292)"
"North Middle School Campus","Foundations for the Future Charter Academy Charter School Society","kimberly.johnson@ffca-calgary.com","211 MCKNIGHT BV NE","Calgary","AB","T2E5S7",,,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.060601 51.0954531)"
