"ref_date","geo","dguid","components_of_population","sex","age_group","uom","value"
"2008/2009","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","52972"
"2009/2010","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","50040"
"2010/2011","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","52900"
"2011/2012","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","55878"
"2012/2013","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","53920"
"2013/2014","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","55661"
"2014/2015","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","57264"
"2015/2016","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","58950"
"2016/2017","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","51128"
"2017/2018","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","43750"
"2018/2019","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","41285"
"2019/2020","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","32102"
"2020/2021","All census metropolitan areas, Canada",,"Emigrants","Both sexes","All ages","Persons","25819"
"2001/2002","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","21002"
"2002/2003","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","23511"
"2003/2004","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","25133"
"2004/2005","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","26242"
"2005/2006","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","29398"
"2006/2007","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","33826"
"2007/2008","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","28165"
"2008/2009","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","26860"
"2009/2010","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","29278"
"2010/2011","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","31707"
"2011/2012","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","32274"
"2012/2013","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","32102"
"2013/2014","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","32154"
"2014/2015","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","33811"
"2015/2016","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","34947"
"2016/2017","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","34576"
"2017/2018","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","34342"
"2018/2019","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","34611"
"2019/2020","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","48129"
"2020/2021","All census metropolitan areas, Canada",,"Returning emigrants","Both sexes","All ages","Persons","7364"
"2001/2002","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","21556"
"2002/2003","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23050"
"2003/2004","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23099"
"2004/2005","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23164"
"2005/2006","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23131"
"2006/2007","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","15786"
"2007/2008","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","16129"
"2008/2009","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","15970"
"2009/2010","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","16042"
"2010/2011","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","15888"
"2011/2012","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","22894"
"2012/2013","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23233"
"2013/2014","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23447"
"2014/2015","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23336"
"2015/2016","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23314"
"2016/2017","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23690"
"2017/2018","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","23936"
"2018/2019","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","24294"
"2019/2020","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","13678"
"2020/2021","All census metropolitan areas, Canada",,"Net temporary emigration","Both sexes","All ages","Persons","4798"
"2001/2002","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","7501"
"2002/2003","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1601"
"2003/2004","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-554"
"2004/2005","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1455"
"2005/2006","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1834"
"2006/2007","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-2510"
"2007/2008","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-4075"
"2008/2009","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-1119"
"2009/2010","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-442"
"2010/2011","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","260"
"2011/2012","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1363"
"2012/2013","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1486"
"2013/2014","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","177"
"2014/2015","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","1737"
"2015/2016","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","2444"
"2016/2017","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","223"
"2017/2018","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-766"
"2018/2019","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-709"
"2019/2020","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-2189"
"2020/2021","All census metropolitan areas, Canada",,"Net interprovincial migration","Both sexes","All ages","Persons","-7372"
"2001/2002","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","3344"
"2002/2003","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-6358"
"2003/2004","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-10808"
"2004/2005","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-9669"
"2005/2006","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-5489"
"2006/2007","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-4701"
"2007/2008","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-1154"
"2008/2009","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","7687"
"2009/2010","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-2173"
"2010/2011","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","2175"
"2011/2012","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","6486"
"2012/2013","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","3500"
"2013/2014","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","6067"
"2014/2015","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","4063"
"2015/2016","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-1718"
"2016/2017","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-12358"
"2017/2018","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-26276"
"2018/2019","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-25705"
"2019/2020","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-37797"
"2020/2021","All census metropolitan areas, Canada",,"Net intraprovincial migration","Both sexes","All ages","Persons","-60091"
"2001/2002","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","29971"
"2002/2003","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","33330"
"2003/2004","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","8566"
"2004/2005","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","7364"
"2005/2006","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","25161"
"2006/2007","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","22701"
"2007/2008","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","44608"
"2008/2009","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","65213"
"2009/2010","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","32689"
"2010/2011","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","15038"
"2011/2012","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","50283"
"2012/2013","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","41255"
"2013/2014","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","29339"
"2014/2015","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","-14270"
"2015/2016","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","25684"
"2016/2017","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","95358"
"2017/2018","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","146223"
"2018/2019","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","153031"
"2019/2020","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","74997"
"2020/2021","All census metropolitan areas, Canada",,"Net non-permanent residents","Both sexes","All ages","Persons","-47344"
"2001/2002","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-7418"
"2002/2003","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-7878"
"2003/2004","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-8473"
"2004/2005","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-9235"
"2005/2006","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-13771"
"2006/2007","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34894"
"2007/2008","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34837"
"2008/2009","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34577"
"2009/2010","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34647"
"2010/2011","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-35338"
"2011/2012","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34715"
"2012/2013","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-34990"
"2013/2014","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-35369"
"2014/2015","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-35859"
"2015/2016","All census metropolitan areas, Canada",,"Residual deviation","Both sexes","All ages","Persons","-31395"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1699"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1750"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1719"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1736"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1946"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1904"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1998"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2184"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2183"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2132"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2000"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2012"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2181"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2095"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2114"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","2066"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1860"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1862"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1797"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Births","Both sexes","All ages","Persons","1722"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1445"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1498"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1454"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1524"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1371"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1437"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1422"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1348"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1392"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1435"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1421"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1477"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1473"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1631"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1567"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1604"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1668"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1704"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1703"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Deaths","Both sexes","All ages","Persons","1738"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","239"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","200"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","342"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","346"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","374"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","396"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","465"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","442"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","513"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","534"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","498"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","478"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","627"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","508"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","1056"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","693"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","876"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","1134"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","1035"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Immigrants","Both sexes","All ages","Persons","652"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","148"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","123"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","107"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","157"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","201"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","154"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","237"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","233"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","103"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","200"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","147"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","335"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","178"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","175"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","220"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","220"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","100"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","150"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","114"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Emigrants","Both sexes","All ages","Persons","101"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","66"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","122"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","97"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","71"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","135"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","120"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","153"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","150"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","92"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","156"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","114"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","131"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","113"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","101"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","67"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","103"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","95"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","66"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","78"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Returning emigrants","Both sexes","All ages","Persons","12"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","174"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","182"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","201"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","224"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","223"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","89"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","101"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","93"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","88"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","87"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","99"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","113"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","113"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","96"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","103"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","108"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","97"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","104"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","58"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net temporary emigration","Both sexes","All ages","Persons","23"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-681"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-290"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-249"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1033"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1008"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-774"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","64"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","570"
