COMPLEX_NAME,FACILITY_TYPE,TIER,ADDRESS,ORG,TYP_OF_ORG,STEWARD,OPER,LABEL,WEBSITE,PHONE,NOTES,GYM,GYMNAST_FAC,FITNSS_WGHT,FIT_STUDIO,MULTI_PURP_ROOMS,MEET_ROOMS,INDR_POOL,OUTDR_POOL,FW_25M,FW_50M,FW_18M,LANES_POOL,TEACH_POOL,WAVE_POOL,OTHER_POOL,INDR_WAD_POOL,DIVING_TANK,SPRINGBOARD,PLATFORM,DIVE_SLIDE,PLAY_SLIDE,ROPE_SWING,STEAM,HOT_TUB,SAUNA,CLIMB_WALL,TRACK_INDR,OUTDR_WAD_POOL,SPRAY_PARK,ICE_INDR,STAND_ICE,NHL_ICE,OLYMP_ICE,FIG_SKATING,CURL_RNK,CURL_SHEETS,INDR_SURFACE,INDR_TURF,DRY_PAD,RACQFAC_INDR,SQUASH_CRTS,RAQBALL_CRTS,BADMINT_CRTS,TENNIS_CRT,OUTDR_FIELD,ARTF_TURF_OUTDR,DIAM_FAC_OUTDR,TRACK_OUTDR,PUBLIC_GLF,SEMI_PRIV_GLF,HOLE_18,HOLE_9,DRIVERANG_OUTDR,DRIVERANG_INDR,SKI_NORDICTRCK,MUNICPAL_OP,NOTPROFIT_OP,PROFIT_OP,PRIVATE_OP,longitude,latitude,location,Ward Boundaries,Calgary Communities
Silver Springs Outdoor Pool,Outdoor Pool,,5720 SILVER RIDGE DR NW,COSPA,Not-for-Profit,Recreation,Silver Springs CA,Silver Springs Outdoor Pool,https://silverspringscommunity.ca/pool/,403-288-2616,Outdoor pool,0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.19234128956461,51.10404388490875,"(51.10404388490875, -114.19234128956461)",13,147
Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Genesis,Not-for-Profit,Parks,North East Centre of Community Society,Genesis Centre of Community Wellness,https://www.genesis-centre.ca/,403-590-2833,"2 field houses (1 dry pad), gym, 2 multi-purpose rooms, soccer pitches",4,N,N,0,2,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,Y,0,2,N,0,0,0,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.9492812276862,51.12067737466989,"(51.12067737466989, -113.9492812276862)",9,180
Ernest Manning Athletic Park,Athletic Park,,20 SPRINGBOROUGH BV SW,Recreation,Municipal,Parks,Recreation,Ernest Manning Athletic Park,https://www.calgary.ca/CSPS/Recreation/Pages/Athletic-parks/Ernest-Manning-athletic-park.aspx,311,"Artificial turf for football, soccer, field lacrosse, ultimate, field hockey, rugby, special events/tournaments",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,Y,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.19214580697066,51.036423225340805,"(51.036423225340805, -114.19214580697066)",1,289
Glenmore Athletic Park,Athletic Park,,5300 19 ST SW,Recreation,Municipal,Water Resources,Recreation,Glenmore Athletic Park,https://www.calgary.ca/csps/recreation/pages/athletic-parks/glenmore-athletic-park.aspx,311,"5 soccer fields, 2 softball diamonds, 1 soccer/football field, touch football field, 4 flag football or a soccer field, baseball diamond, track, velodrome, shot put",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,Y,0,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,-114.10267724722135,51.007398552276776,"(51.007398552276776, -114.10267724722135)",8,238
Wingfield Golf Club,Golf Course - Semi-Private,,3434 48 AV NE,Private,Profit,Province,Wingfield Golf Club,Wingfield Golf Club,https://www.wingfieldgolf.ca/,403-269-8005,"18 hold, 9 hole, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,-113.99054482835064,51.100630539563205,"(51.100630539563205, -113.99054482835064)",11,86
East Calgary Twin Arenas,Arena,,299 ERIN WOODS DR SE,ECTAS,Not-for-Profit,Parks,East Calgary Twin Arena Society,East Calgary Twin Arenas,http://eastcalgary.ca/,403-273-8919,2 ice rinks,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,2,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.96444049891375,51.02659495815984,"(51.02659495815984, -113.96444049891375)",12,35
Great Plains Recreation Facility,Arena,,5749 76 AV SE,CFSDA,Not-for-Profit,Recreation,Canlan Ice Sports,Great Plains Recreation Facility,https://www.cfsda.ca/,403-476-5500,"2 ice surfaces, meeting room, dryland training space",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,2,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,-113.94786718034588,50.98439781566385,"(50.98439781566385, -113.94786718034588)",10,73
Calgary Soccer Centre,Soccer Centre,,7000 48 ST SE,Recreation,Municipal,Parks,Recreation,Calgary Soccer Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Calgary-Soccer-Centre/Calgary-Soccer-Centre.aspx,403-279-8445,"8 indoor regulation fields, 3 outdoor turf fields, natural outdoor turf field",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,Y,8,0,N,0,0,0,0,Y,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.96092820227722,50.99244324407987,"(50.99244324407987, -113.96092820227722)",10,159
Shawnessy YMCA,Aquatic & Fitness Centre,,#400 333 SHAWVILLE BV SE,YMCA,Not-for-Profit,Parks,YMCA Calgary,Shawnessy YMCA,https://www.ymcacalgary.org/program-descriptions/locations/shawnessy/,403-256-5533,"Pool, teach pool, fitness/weights, gym, running track, fitness studio, multi-purpose room, climbing wall, hot tub, steam rooms",1,N,Y,1,1,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.06455201901734,50.89811407016885,"(50.89811407016885, -114.06455201901734)",5,115
Westside Recreation Centre,Leisure Centre,,2000 69 ST SW,Westside Rec.,Not-for-Profit,Recreation,Westside Regional Recreation Society,Westside Recreation Centre,https://www.westsiderec.com/,403-531-5875,"Ice rink, waterslide, lazy river, tot pool, slide, climbing wall, fitness/weights, fitness studio, track, 2 gyms, hot tub, water slide, steam room, wave pool",3,N,Y,5,0,0,Y,N,1,0,0,4,N,Y,N,Y,N,N,N,0,1,N,Y,Y,N,Y,Y,N,N,Y,0,1,0,N,N,0,N,0,0,N,0,0,2,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.18556555698702,51.0357133960991,"(51.0357133960991, -114.18556555698702)",1,278
Brookfield Residential YMCA at Seton,Multi-Sport Facility,,4995 MARKET ST SE,YMCA,Not-for-Profit,Recreation,YMCA Calgary,Brookfield Residential YMCA at Seton,https://www.ymcacalgary.org/program-descriptions/locations/brookfield-residential-ymca-at-seton/,403-351-5262,"50m pool, diving, water park, leisure pool, 2 ice rinks, 3 gyms, fitness centre, fitness/aerobics studios, 200m track",3,N,Y,1,1,1,Y,N,0,1,0,10,N,N,Y,N,N,N,Y,0,0,N,Y,Y,N,N,Y,N,N,Y,0,2,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.94576602412361,50.87963814817932,"(50.87963814817932, -113.94576602412361)",4,90
Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,NESS,Not-for-Profit,Parks,North East Sportsplex Society,Don Hartman North East Sportsplex,https://www.nesportsplex.com/,403-590-2444,"2 ice rinks, gym, fitness/weights",1,N,Y,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,2,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.9335897881853,51.102342414351796,"(51.102342414351796, -113.9335897881853)",9,293
Jack Setters Arena,Arena,,2020 69 AV SE,CA,Not-for-Profit,Recreation,Millican Ogden CA,Jack Setters Arena,,403-236-3727,Ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.01241455802797,50.99175618377254,"(50.99175618377254, -114.01241455802797)",10,28
Glenmore Sailing School,Sailing School,,8003 14 ST SW,Recreation,Municipal,Water Resources,Recreation,Glenmore Sailing School,https://www.calgary.ca/CSPS/Recreation/Pages/Sailing-school/Glenmore-Sailing-School.aspx,311,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.11943214496678,50.97502128542121,"(50.97502128542121, -114.11943214496678)",8,238
Trico Centre for Family Wellness,Leisure Centre,,11150 BONAVENTURE DR SE,FLCASC,Not-for-Profit,Parks,Family Leisure Centre Assoc. of Southeast Calgary,Trico Centre for Family Wellness,https://www.tricocentre.ca/,403-278-7542,"2 ice rinks, running track, fitness/weights, gym, 3 fitness studios, hot tub, steam room, wave pool, meeting rooms",1,N,Y,2,5,6,Y,N,0,0,0,0,N,Y,N,N,N,N,N,0,0,N,Y,Y,N,N,Y,N,N,Y,0,2,0,N,N,0,N,0,0,N,0,0,0,0,N,0,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-114.05894653189088,50.95224606373595,"(50.95224606373595, -114.05894653189088)",6,89
Calgary Canoe Club,Canoe & Rowing Club,,7550 CROWCHILD TR SW,SRG,Not-for-Profit,Parks,Calgary Canoe Club,Calgary Canoe & Rowing Club,https://calgarycanoeclub.com/,403-246-5757,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.11736588584114,50.98647579324298,"(50.98647579324298, -114.11736588584114)",8,238
Eaglequest Golf Douglasdale,Golf Course - Public,,7 DOUGLAS WOODS DR SE,Private,Profit,Eaglequest Golf Douglasdale,Eaglequest Golf,Douglasdale Eaglequest Golf Course,https://www.eaglequestgolf.com/douglasdale/,403-279-7913,"18 hole, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,-114.00359907570717,50.945707439498186,"(50.945707439498186, -114.00359907570717)",4,268
Vivo for Healthier Generations,Leisure Centre,,11950 COUNTRY VILLAGE LI NE,VHGS,Not-for-Profit,Recreation,Vivo for Healthier Generations Society,Vivo for Healthier Generations,https://www.vivo.ca/,403-532-1013,"2 ice rinks, 2 - 25m pools, tots pool, fitness/weights, 3 gyms, badminton, climbing wall, multi-purpose room, steam room, hot tub",3,N,Y,0,0,1,Y,N,1,0,0,2,N,N,N,Y,N,N,N,0,0,N,Y,Y,N,Y,N,N,N,Y,0,2,0,N,N,0,N,0,0,Y,0,0,3,0,Y,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.06554713253834,51.15951898680296,"(51.15951898680296, -114.06554713253834)",11,264
Westside Skatepark,Skate Park,,2200 69 ST SW,Westside Rec,Not-for-Profit,Parks,Westside Regional Recreation Society,Westside Skatepark,,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.18703196916303,51.03420060029307,"(51.03420060029307, -114.18703196916303)",1,278
Saddletowne YMCA,Aquatic & Fitness Centre,,7556 FALCONRIDGE BV NE,YMCA,Not-for-Profit,Parks,YMCA Calgary,Saddletowne YMCA,https://www.ymcacalgary.org/program-descriptions/locations/saddletowne/,403-237-2393,"25m pool, teach pool, fitness/weights, track, gym, climbing wall, 2 fitness studios, hot tub, steam rooms",1,N,Y,2,0,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.94784579007758,51.120313477410804,"(51.120313477410804, -113.94784579007758)",9,180
Wildflower Arts Centre,Art Centre,,3363 SPRUCE DR SW,Recreation,Municipal,Private,Recreation,Wildflower Arts Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Arts-centres/Wildflower.aspx,403-249-3773,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.13553382353848,51.0462724115184,"(51.0462724115184, -114.13553382353848)",14,118
Rocky Ridge Skatepark,Skate Park,,11300 ROCKY RIDGE RD NW,Parks,Municipal,Recreation,Shane Homes YMCA at Rocky Ridge,Rocky Ridge Skatepark,,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.22897627106519,51.15621410857679,"(51.15621410857679, -114.22897627106519)",3,191
Crowfoot Arena,Arena,,8080 JOHN LAURIE BV NW,CMHA,Not-for-Profit,Parks,Crowfoot Minor Hockey Assoc.,Crowfoot Arena,http://www.crowfootarena.com/,403-241-1818,Ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.19505550981661,51.12855089346997,"(51.12855089346997, -114.19505550981661)",3,244
Glenmore Aquatic Centre,Aquatic - Flat Water,1,5330 19 ST SW,Recreation,Municipal,Water Resources,Recreation,Glenmore Aquatic Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Glenmore.aspx,311,"25m pool (6 lane), 1m dive tank & 2m slide dive, hot tub, multi-purpose room",0,N,N,0,1,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,1,0,N,N,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.10541148452486,51.00623500289351,"(51.00623500289351, -114.10541148452486)",8,238
Rose Kohn Arena,Arena,,502 HERITAGE DR SW,Recreation,Municipal,Recreation,Recreation,Rose Kohn and Jimmy Condon Arenas,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Rose-Kohn-and-Jimmie-Condon.aspx,311,"185'x85' ice rink (220 seat cap), 2 meeting rooms",0,N,N,0,0,2,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.07489486543146,50.980475031520946,"(50.980475031520946, -114.07489486543146)",8,120
George Blundun Arena,Arena,,5020 26 AV SW,Recreation,Municipal,Recreation,Recreation,Optimist and George Blundun Arenas,https://www.calgary.ca/csps/recreation/arenas/George-Blunden.html,311,185'x85' ice rink (200 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.1600448888993,51.03197786015852,"(51.03197786015852, -114.1600448888993)",1,41
Norma Bush Arena,Arena,,2424 UNIVERSITY DR NW,Recreation,Municipal,Recreation,Recreation,Father David Bauer and Norma Bush Arenas,https://www.calgary.ca/csps/recreation/arenas/norma-bush-arena.html,311,185'x85' ice rink (60 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.12557356354604,51.07342935431052,"(51.07342935431052, -114.12557356354604)",13,287
Prince's Island Lagoon,Outdoor Skating Rink,,25 PRINCE'S ISLAND PARK SW,Parks,Municipal,Parks,Parks,Prince's Island Lagoon,https://www.calgary.ca/CSPS/Parks/Pages/Locations/Downtown-parks/Princes-Island-Park.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.07153249640592,51.05438849936605,"(51.05438849936605, -114.07153249640592)",7,295
Inglewood Aquatic Centre,Aquatic - Flat Water,1,1525 17 AV SE,Recreation,Municipal,Recreation,Recreation,Inglewood Aquatic Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Inglewood.aspx,311,"25m pool (6 lane),  aquatic climbing wall, 2m slide, rope swing",0,N,N,0,0,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,1,Y,N,N,N,Y,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.02866184245028,51.03744096856994,"(51.03744096856994, -114.02866184245028)",10,98
Max Bell Centre - Ken Bracko Arena,Arena,,1001 BARLOW TR SE,Recreation,Municipal,Recreation,Recreation,Max Bell Centre,https://www.calgary.ca/csps/recreation/arenas/ken-bracko-arena/facility-features---ken-bracko-arena.html,311,"1 ice rink (2121 seat cap), 3 meeting rooms",0,N,N,0,0,3,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,Y,N,N,Y,0,0,1,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.00440868781527,51.04197576239041,"(51.04197576239041, -114.00440868781527)",12,121
Village Square - Wally Kozak Arena,Arena,,2623 56 ST NE,Recreation,Municipal,Recreation,Recreation,Village Square and Wally Kozak Arenas,https://www.calgary.ca/csps/recreation/leisure-centres/village-square/arenas-village-square-leisure-centre.html,311,185'x85' ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.95490755261378,51.07548605847268,"(51.07548605847268, -113.95490755261378)",9,36
Ernie Starr Arena,Arena,,4808 14 AV SE,Recreation,Municipal,Recreation,Recreation,Ernie Starr Arena,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Ernie-Starr.aspx,311,185'x85' ice rink (300 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.96492771461095,51.04136879855382,"(51.04136879855382, -113.96492771461095)",12,85
Canyon Meadows Aquatic & Fitness Centre,Aquatic & Fitness Centre,2,89 CANOVA RD SW,Recreation,Municipal,Recreation,Recreation,Canyon Meadows Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Canyon-Meadows.aspx,311,"25m pool (6 lane), 1m dive tank & 1.5m slide, hot tub, steam room, fitness/weights, studio",0,N,Y,1,0,0,Y,N,1,0,0,6,N,N,N,N,Y,N,N,1,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.08951575100261,50.94840292149092,"(50.94840292149092, -114.08951575100261)",5,283
Bob Bahan Aquatic & Fitness Centre,Aquatic & Fitness Centre,2,4812 14 AV SE,Recreation,Municipal,Recreation,Recreation,Bob Bahan Aquatic & Fitness Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Bob-Bahan.aspx,311,"25m pool (6 lane), 1.5m slide & 1m dive tank, hot tub, steam room, fitness/weights, studio",0,N,Y,1,0,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,1,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.96396125693389,51.04129815084809,"(51.04129815084809, -113.96396125693389)",12,85
Southland - Ed Whale Arena,Arena,,2000 SOUTHLAND DR SW,Recreation,Municipal,Recreation,Recreation,Ed Whalen and Joseph Kryczka Arenas,https://www.calgary.ca/csps/recreation/leisure-centres/southland/arenas-southland-leisure-centre.html,311,"189'x85' ice rink (388 seat cap), pro shop",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.1073633478166,50.96237074308964,"(50.96237074308964, -114.1073633478166)",8,66
Village Square Arena #1,Arena,,2623 56 ST NE,Recreation,Municipal,Recreation,Recreation,Village Square and Wally Kozak Arenas,https://www.calgary.ca/csps/recreation/leisure-centres/village-square/arenas-village-square-leisure-centre.html,311,"185'x85' ice rink, 2 meeting rooms",0,N,N,0,0,2,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.95432987899305,51.07550722968179,"(51.07550722968179, -113.95432987899305)",9,36
Southland - Joseph Kryczka Arena,Arena,,2000 SOUTHLAND DR SW,Recreation,Municipal,Recreation,Recreation,Ed Whalen and Joseph Kryczka Arenas,https://www.calgary.ca/csps/recreation/leisure-centres/southland/arenas-southland-leisure-centre.html,311,189'x85' ice rink (65 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.1076298875999,50.962692512906585,"(50.962692512906585, -114.1076298875999)",8,66
Huntington Hills Skatepark,Skate Park,,CENTRE ST & 64 AV NW,Parks,Municipal,Parks,Parks,Huntington Hills Skatepark,https://www.calgary.ca/csps/recreation/skateparks.html,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.06523274282162,51.111229622292996,"(51.111229622292996, -114.06523274282162)",2,261
Carrington Skatepark,Skate Park,,37 CARRINGTON PZ NW,Parks,Municipal,Parks,Parks,Carrington Skatepark,https://www.calgary.ca/csps/recreation/skateparks.html,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.09399762750124,51.18185751344686,"(51.18185751344686, -114.09399762750124)",11,242
Shaw Millennium Park,Skate Park,,1220 9 AV SW,Parks,Municipal,Parks,Parks,Shaw Millennium Park,https://www.calgary.ca/csps/parks/locations/downtown-parks/shaw-millennium-park.html,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.09187072612936,51.04612828743356,"(51.04612828743356, -114.09187072612936)",14,45
Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Parks,Municipal,Recreation,Recreation,Riley Park Wading Pool,https://www.calgary.ca/CSPS/Parks/Pages/Locations/NW-parks/Riley-Park.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.08917358252626,51.05885461050003,"(51.05885461050003, -114.08917358252626)",7,40
CKE Skatepark,Skate Park,,1015 73 AV SW,Parks,Municipal,Parks,Parks,CKE Skatepark,https://www.calgary.ca/csps/recreation/skateparks.html,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.08391453848401,50.98735945561129,"(50.98735945561129, -114.08391453848401)",8,29
N.E. Community Skatepark,Skate Park,,7556 FALCONRIDGE BV NE,Parks,Municipal,Recreation,Parks,N.E. Community Skatepark,https://www.calgary.ca/csps/recreation/skateparks.html,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.94812538396344,51.119304839903954,"(51.119304839903954, -113.94812538396344)",9,180
Thornhill Aquatic & Recreation Centre,Aquatic & Recreation Centre,2,6715 CENTRE ST NW,Recreation,Municipal,Recreation,Recreation,Thornhill Aquatic & Recreation Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Pools/Thornhill.aspx,311,"25m pool (6 lane), 1m dive tank, hot tub, steam room, fitness/weights, fitness studio/multi-purpose room",0,N,Y,1,1,0,Y,N,1,0,0,6,N,N,N,N,Y,Y,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.06529001964557,51.112570271443055,"(51.112570271443055, -114.06529001964557)",2,261
Big Marlborough Park,Outdoor Skating Rink,,755 MADEIRA DR NE,Parks,Municipal,Parks,Parks,Big Marlborough Park,https://www.calgary.ca/CSPS/Parks/Pages/Locations/NE-parks/Big-Marlborough-Park.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-113.94516712654642,51.05929012833965,"(51.05929012833965, -113.94516712654642)",12,33
