Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
ELEC-2019-04752,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG D,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04752,Avalon Bay Eaves Campus-Bldg D The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
PLUM-2019-05176,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 2 106,Plumbing - OTC,Multi-Family,07/16/2019,The Summit Apartments - BLDG 2 Unit 106,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05176,SOPA #59887 - The Summit BLDG 2 unit 106 Hall Closet - 4256367084 (1) Electric Water Heater,1103,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-05524,"8301 161ST AVE NE
REDMOND, WA 98052
(47.677035, -122.125563)",202,Electrical - OTC,Commercial,07/30/2019,Lightheart Psychological Associates,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05524,SOPA #60070 - Lightheart Psychological Associates - Second Floor - Suite 202 - Installation of 2 new can lights 2 new exits/ relocation of existing lights/ new occupancy sensors in private offices/ replace existing receptacles with new/ add 3-way switching and occupancy sensor in Open Office Customer Paid For:(12) Circuits 425-402-0408,17548,,KFP REDMOND MEDICAL LLC,Shawn Guerrero,,TRI-NAR INC,,631.45,17806
PLUM-2019-05487,"17991 REDMOND WAY
REDMOND, WA 98052
(47.666559, -122.100798)",,Plumbing - OTC,Commercial,07/26/2019,5064_WHOLE FOODS MARKET,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05487,Whole Foods - Cheese Kiosk - Relocate existing single compartment hand sink from the left to the right side of the kiosk.  Customer paid for (1) sink(bar).,3200,,,Scott Brooks,,WILLIAMS MECHANICAL INC,,127.74,17806
FIRE-2019-05240,"9461 WILLOWS RD NE
REDMOND, WA 98052
(47.685524, -122.145698)",,Fire Fixed Suppression,New System,07/23/2019,4199_WILLOWS COMMERCE PARK-BLDG A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05240,Facebook Reality Labs - CO2 Suppression (32) devices and (4) releasing panels.,0,,,Nina Reeves,,SUPPRESSION SYSTEMS INC,,1483.35,17806
FIRE-2019-04012,"5020 148TH AVE NE
REDMOND, WA 98052
(47.652687, -122.143197)",,Fire Alarm,Existing System Modification,07/25/2019,936_REDMOND WOODS-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04012,Replacement of existing fire alarm control panel with new addressable system. Like for like replacement of intelligent field devices. 54 devices,0,,,Rich James,,SIEMENS INDUSTRY INC,,1992.02,17806
ELEC-2019-05468,"4200 150TH AVE NE
REDMOND, WA 98052
(47.647436, -122.140364)",,Electrical - OTC,Commercial,07/29/2019,967_MICROSOFT-BLDG 123,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05468,SOPA #60033 - Microsoft BLDG 123 Rm 1289 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ROW-2019-05352,"7447 159TH PL NE
REDMOND, WA 98052
(47.671292, -122.127405)",,Right of Way,Miscellaneous,07/23/2019,ROW PSE-Power,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05352,Park in sb right turn lane of 159th Place NE to rebuild B.O 3O terminations at Pole P01 (Grid 224745-168154).  No disturbance of hard surfaces required.,0,,,JEREMY EUSEBIO,,,,158.57,17806
MECH-2019-04971,"17511 NE 123RD WAY
REDMOND, WA 98052
(47.709843, -122.105594)",,Mechanical - OTC,Residential,07/16/2019,22069_HALIM ANDYGIBB,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04971,SOPA #59720 - Halim - Garage/outside - 425-885-1224 -  Customer Paid For:(1) Air Conditioners,6950,,ANDYGIBB HALIM,Patty Rice,,OVERLAKE HTG A/C & SHTMTL LLC,,127.52,17806
PLUM-2019-05173,"15442 NE 52ND CT
REDMOND, WA 98052
(47.654648, -122.133139)",,Plumbing - OTC,Residential,07/15/2019,Project Dream Short Plat,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05173,Project Dream � Lot 2 � Plan Abraham - Customer Paid For: (2) Bathtub/ (1) Clothes Washer/ (1) Dishwasher/ (1) Garbage Disposal/ (2) Hose Bibs/ (4) Shower/ (1) Bar Sink/ (1) Kitchen Sink/ (7) Bathroom Sinks/ (1) Utility Sink/ (6) Toilets/ (1) Water Service/ (1) Ice Maker - Total - 29 Fixtures,28160,,Francis Abraham,Francis Abraham,,RAINIER CUSTOM PLUMBING INC,,1045.43,17806
PLUM-2019-04995,"10909 AVONDALE RD NE
REDMOND, WA 98052
(47.697531, -122.094405)",BLDG G 127,Plumbing - OTC,Multi-Family,07/10/2019,3753_ESSEX PARK CONDOS BLDG G,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04995,SOPA #59724 - Essex Park Condos - BLDG G - Unit 4/127 - Dociu - 425-636-7084 - Hallway closet - Replace existing water heater - Customer paid for (1) electric water heater.,2073,,HORIA D+CAROLINE K DOCIU,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
PLUM-2019-05373,"7001 OLD REDMOND RD
Redmond, WA 98052
(47.668257, -122.134225)",BLDG F,Plumbing - OTC,Multi-Family,07/26/2019,Olde Redmond Place-Bldg F,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05373,SOPA #59982 - Olde Redmond Place - BLDG F - Unit 323 - Utility Room 425-636-7084 - Replace (1) existing hot water heater - Customer paid for (1) electric water heater.,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
BLDG-2019-05361,"15711 NE 61ST CT
REDMOND, WA 98052
(47.661392, -122.130905)",,Residential,Deck,07/29/2019,13616_ICHIM STEFAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-05361,RDECK - Ichim Residence - Constructing a new uncovered deck attached to rear of  house. Total SF = 514,20518.88,,,Stefan Ichim,,,,821.94,17806
FIRE-2019-04812,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG F,Fire Alarm,Existing System Modification,07/16/2019,1317_Avalon Bay Eaves Campus Bldg F,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04812,Avalon Bay Eaves Campus Bldg F-THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
ROW-2019-04670,"15626 NE 107TH CT
REDMOND, WA 98052
(47.696232, -122.131308)",,Right of Way,ROW,07/05/2019,ROW Comcast,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04670,Starting from ped located on NE side of house 15634/ bore 77 ft sw/ pull cable through existing conduit to power box at 15626.,0,,,Michele Moore,,,,508.21,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SWR-2019-01279,"12076 159TH AVE NE
REDMOND, WA 98052",Lot 177,Side Sewer,Connection,07/31/2019,Greystone PRD Phase 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-01279,RNEW - Greystone IV - Lot 177 - Registered Basic Plan BPLN-2018-00185 - 2001A Left - construction of a new 2 story zero lot line garage right single family dwelling including 1582 sf of dwelling area/ a 292 sf garage and a 36 sf covered porch. Total area of construction = 1910 sf.,0,,Greystone Builders LLC,Monika Konrad,Kevin Hager,Builders Supply,,1437.32,
SWR-2019-05275,"11409 174TH AVE NE
REDMOND, WA 98052",Lot 24,Side Sewer,Connection,07/19/2019,HAWTHORNE LANE PRD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-05275,Hawthorne Lane-Lot 24. Fire Sprinkled -2 story with habitable attic/ Plan HP-6/ garage left. Dwelling 3/413 sq. ft./ covered entry porch 106 sq. ft./ covered patio 66 sq. ft. and garage 430 sq. ft. Total area  4/015 sq. ft.,425047.63,,,Paula Judson,Ted Jagla,MOUNTAIN VIEW CONSTRUCTION LLC,,1437.32,
ELEC-2019-04613,"14820 NE 36TH ST
REDMOND, WA 98052
(47.641413, -122.141817)",,Electrical - OTC,Commercial,07/01/2019,6259_MICROSOFT-BLDG 99,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04613,SOPA #59543 - Microsoft bldg. 99 Rm 1112 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits  425-766-1801,50,,Microsoft Corporation,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ROW-2019-04791,"8747 148TH AVE NE
REDMOND, WA 98052
(47.681066, -122.144873)",,Right of Way,ROW,07/09/2019,ROW Zayo,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04791,New underground 559 feet - existing conduit 13/103 feet:  Tie into existing splice case/ pull one 144ct fiber through existing Zayo duct.  Verify duct prior t construction.  Sweep three  1 1/4in HDPE conduits into existing Zayo vault.  Pull one 144ct fiber through.  Leave 50' fiber storage in existing Zayo vault.  Trench in landscape/asphalt roadway/grass.  Install three 1 1/4in HDPE conduits and pull one 144ct fiber through.  Remove/replace asphalt roadway per COR Specs.  Directional bore under asphalt roadway/grass and install three 1 1/4in conduits/ pull one 144ct fiber through.  Install two 24inx36in in grass and install one 36inx36in in grass area/ leave 50' fiber storage. Hog under concrete sidewalk using pheumatic missile.  Install three conduits and pull fiber through.  Locate Zayo conduit and intercept.,0,,,Terry Cromwell,,,,811.75,17806
MECH-2019-05254,"9080 162ND PL NE
REDMOND, WA 98052
(47.683111, -122.125313)",,Mechanical - OTC,Multi-Family,07/18/2019,Meadowview Village BLDG 22 - Unit 2201,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05254,OTC - BLDG 22 Unit 2201 Chandler Residence - Replace gas furnace/ install ducted heat pump - Customer paid for (1) heat pump (1) furnace,15000,,JENNIFER S CHANDLER,Kaulie Vang,,GREENWOOD HEATING & A/C,,160.08,17806
FIRE-2013-07769,"17001 NE 104TH ST
REDMOND, WA 98052
(47.692899, -122.114207)",,Fire Life Safety,Tenant,07/01/2019,(LWSD) Horace Mann Elementary School,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07769,(LWSD) Horace Mann Elementary School,0,,,,,,,751.11,17806
FIRE-2019-04824,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG S,Fire Alarm,Existing System Modification,07/17/2019,Avalon Bay Eaves Campus-Bldg S,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04824,Avalon Bay Eaves Campus-Bldg S- THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
MECH-2019-03320,"18465 NE 68TH ST
REDMOND, WA 98052
(47.6676, -122.094429)",101,Mechanical Plan Review,Commercial,07/08/2019,Inventprise TI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-03320,Inventprise - Suite 101 - 2nd FLoor - Install 7 ton roof top ac unit - Install 2 ton roof top heat pump - Install Exhaust Fan,19800,,,Vasudev Singh,,LAW PLUMBING INC,,762.58,17806
ELEC-2019-05551,"17207 NE 116TH WAY
REDMOND, WA 98052",,Electrical - OTC,Residential,07/30/2019,23440_Sheldon Estates-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05551,OTC - Dalvi residence - Install 14-50 neva outlet - Customer paid for (1 ) circuit,375,,Jamil Dalvi,Monica Salazar,,GREEN CONCEPTS LLC,,195.32,
ELEC-2019-04911,"15255 NE 40TH ST
REDMOND, WA 98052
(47.645954, -122.136798)",,Electrical - OTC,Commercial,07/03/2019,6270_MICROSOFT-BLDG 98A (MIXER),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04911,SOPA #59707 - T-Mobile MS BLDG 98A remove or replace damaged BA system Customer Paid For:(1) Low Voltage,1892,,MICROSOFT CORPORATION,Aimee Curley,,JOHNSON CONTROLS SEC SOL LLC,,151.4,17806
WTR-2019-05410,"4724 165TH PL NE
REDMOND, WA 98052",Lot 19,Water Meter,Install - Residential,07/30/2019,Duke's Landing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-05410,RNEW � Duke's Landing � Lot 19 � Ballard w/ Basement Plan - Construction of a new 3 story/ Garage Left/ fire sprinkled single-family residence including 4/221 sf of dwelling area/ a 421 sf garage/ a 52 sf covered entry porch/ a 124 sf covered front deck and a 220 sf covered rear deck. Total area of construction = 5/038 sf.,530050.91,,,Kyle Jesus,,,,11308.48,
ELEC-2019-05308,"5919 159TH CT NE
REDMOND, WA 98052
(47.660682, -122.1285)",,Electrical - OTC,Residential,07/19/2019,13648_STRUSS WOLFGANG,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05308,OTC- Struss residence - Customer paid for (1) circuit for A/C,350,,WOLFGANG STRUSS,Permits MM Comfort,,MM COMFORT SYSTEMS,,195.32,17806
ELEC-2019-05430,"4420 148TH AVE NE
REDMOND, WA 98052
(47.649194, -122.14302)",,Electrical - OTC,Commercial,07/25/2019,944_MICROSOFT-BLDG 127,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05430,SOPA #60007 - Microsoft BLDG 127 Floor 2 Rm 2206 Provide and install (1) Lenel 1320 Control Board/ (1) card reader door package/ and (1) Axis M3058-PVE IP security camera. Customer Paid For:(3) Low Voltage - Ken 206-276-7717,3794.03,,MICROSOFT CORPORATION,Kaitlyn Omli,Cochran/ Inc,COCHRAN INC,,204.3,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04765,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG Q,Electrical - OTC,Multi-Family,07/02/2019,1303_Avalon Bay Eaves Campus Bldg Q,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04765,Avalon Bay Eaves Campus Bldg Q-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
PLUM-2019-05175,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 2 205,Plumbing - OTC,Multi-Family,07/16/2019,The Summit Apartments - BLDG 2 Unit 205,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05175,SOPA #59890 - The Summit BLDG 2 Unit 205 Hall Closet 4256367084 - (1) Electric Water Heater,1103,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
BLDG-2019-04967,"7332 166TH AVE NE
REDMOND, WA 98052
(47.669315, -122.118908)",,Commercial,Tenant Improvement,07/24/2019,Microsoft-RTC Bldg 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04967,EXP COMM TI - Microsoft Redmond Town Center - Building 4 - Floors 1-4 - Convert portions of existing mailrooms/ conference rooms/ phone room and janitor closet of floors 1-4 into new single or multi-occupant restrooms. Demolition of walls/lighting/ceiling and new walls/partitions/ lighting/ ceiling for bathrooms. Area of work 538 SF.,25000,,,Clover Schuler,Schuchart Corporation,SCHUCHART CORPORATION,,1510.67,17806
BLDG-2019-03081,"11409 174TH AVE NE
REDMOND, WA 98052",,Residential,New,07/11/2019,_Hawthorne Lane-Lot 24,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03081,Hawthorne Lane-Lot 24. Fire Sprinkled -2 story with habitable attic/ Plan HP-6/ garage left. Dwelling 3/413 sq. ft./ covered entry porch 106 sq. ft./ covered patio 66 sq. ft. and garage 430 sq. ft. Total area  4/015 sq. ft.,425047.63,1,Rick Burnstead,Steven Ehrlich,RICK BURNSTEAD CONSTRUCTION LLC,RICK BURNSTEAD CONSTRUCTION LLC,,34739.08,
FIRE-2019-05402,"11431 174TH AVE NE
REDMOND, WA 98052",,Fire Sprinkler - Residential,New System,07/25/2019,_Hawthorne Lane-Lot 25,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05402,Hawthorne Lane-Lot 25 Install automatic flow through fire sprinkler system in new SFR construction per City Of Redmond. 31 Heads,0,,Rick Burnstead,Dean Olsen,,NOR TECH FIRE PROTECTION INC,,548.48,
BLDG-2019-01786,"15814 NE 51ST ST
REDMOND, WA 98052
(47.654523, -122.129621)",,Residential,New,07/02/2019,_RKK Short Plat-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-01786,RNEW � RKK Short Plat � Lot 1 - Construction of a new 3 story fire-sprinklered single family house. House includes 5/221 SF of dwelling area/ 448 SF garage/ 113 SF covered entry porch/ 212 SF covered rear patio and 168 SF uncovered front deck. Total area of construction = 6/162 SF,650480.87,1,,Ram Bhagavan Banda,,,,14099.56,17806
SWR-2019-04365,"15551 NE TURING ST
REDMOND, WA 98052",Block 5,Side Sewer,Connection,07/10/2019,Esterra Park Apartments-Blocks 5/ 6A/ 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-04365,Block 5 - West Connection,0,,,Brian Dennis,,,,277.32,
ROW-2019-04944,"NE 148TH AVE NE
REDMOND, WA 98052",,Right of Way,ROW,07/17/2019,row microsoft,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04944,Block far right lane of NE 51st Street after bus stop between the 520 Bike Trail and 148th Avenue NE.  Lane blocked July 22/23/24/25/26 and 30 from 10am to 3pm for continuous shuttles.  Will hire off-duty police officers to flag buses pulling out into traffic.  Busses would arrive into closure on 51st Street only on the wb bound lanes.  Eb lanes are not impacted by closures.,0,,,Christi Wilfong,,,,508.21,
MECH-2019-04846,"15590 NE 31ST ST
REDMOND, WA 98052
(47.638156, -122.133688)",,Mechanical - OTC,Commercial,07/01/2019,Verizon Wireless SEA-Microsoft-BLDG 42,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04846,Verizon - Microsoft - Demo existing 3.5 ton ceiling hung DX fan coil unit in the server room and replace with new; Demo existing 3.5 ton DX condensing unit in the parking garage and replace with new.  Customer paid for (2) air conditioners and (2) fan coil units.,10000,,Microsoft Corporation,Rachael Schelley,,ACCO ENGINEERED SYSTEMS DBA BELLEVUE MECHANICAL,,318.41,17806
ELEC-2019-05471,"4370 150TH AVE NE
REDMOND, WA 98052
(47.648845, -122.140411)",,Electrical - OTC,Commercial,07/29/2019,964_MICROSOFT-BLDG 126,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05471,SOPA #60036 - Microsoft bldg. 126 Rm 1040 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits  425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-04988,"14720 NE 87TH ST
REDMOND, WA 98052
(47.6805, -122.144115)",,Electrical - OTC,Commercial,07/09/2019,Playnetwork-Bldg A Floor 1 and 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04988,PlayNetwork Building A - Floor 1 and 2 - Demo (8) wall and (10) 2x4 lights as well as relocating (20) 2x4 lights and existing circuits on 1st floor and Demo (15) wall and relocate (30) 2x4 lights and reconfigure existing lights and circuits on second floor.  Customer paid for (30) new/altered circuits.,40000,,Alco West Willows LLC,Martin Chavero,,MCH ELECTRIC LLC,,1193.2,17806
MECH-2019-05520,"17416 NE 38TH ST
REDMOND, WA 98052
(47.643227, -122.107054)",,Mechanical - OTC,Residential,07/29/2019,14605_YAVUZ DRAMAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05520,OTC - Draman residence - Customer paid for (1) dryer vent and (8) exhaust fans,1000,,YAVUZ DRAMAN,Arcenio Contreras,,FIVE STAR COMFORT,,381.48,17806
MECH-2019-05397,"11925 179TH PL NE
REDMOND, WA 98052
(47.707174, -122.100596)",,Mechanical - OTC,Residential,07/24/2019,16714_CESARIO MARCIO,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05397,SOPA #59991 Paid for 1 Air Handler/Furnaces and 1 Air Conditioners,10453.54,,MARCIO CESARIO,Bel-Red Energy Solutions LLC,Bel-Red Energy Solutions LLC,BEL-RED ENERGY SOLUTIONS LLC,,160.08,17806
ROW-2019-05085,"10342 162ND PL NE
REDMOND, WA 98052
(47.69275, -122.124333)",,Right of Way,ROW,07/26/2019,ROW Frontier,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05085,Pull 284 feet/ hand dig 85 feet/ bore 22 feet,0,,,Krystal Buoy,,,,508.21,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
FIRE-2019-05403,"11409 174TH AVE NE
REDMOND, WA 98052",,Fire Sprinkler - Residential,New System,07/25/2019,_Hawthorne Lane-Lot 24,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05403,Hawthorne Lane-Lot 24. Install automatic flow through fire sprinkler system in new SFR construction per City Of Redmond and NFPA 13D. 33 Heads,0,,Rick Burnstead,Dean Olsen,,NOR TECH FIRE PROTECTION INC,,548.48,
ELEC-2019-05546,"15015 NE 36TH ST
REDMOND, WA 98052
(47.640975, -122.138898)",B-3,Electrical - OTC,Commercial,07/30/2019,14_HONEYWELL-BLDG 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05546,SOPA #60085 - HONEYWELL BLDG 3 FIRE ALARM Update Fire Alarm System to comply with Current NEC/ WAC codes. Relocate Fire Alarm Panel/ Install new Fire Alarm Devices/ install new NAC circuits/ provide 120v power to relocated Fire Alarm Panel Customer Paid For:(14) Circuits/ (1) Subpanel/ (1) Fire Alarm - 206-321-0946,25000,,MICROSOFT CORPORATION,Barbara Trochmann,Cochran/ Inc,COCHRAN INC,,899.65,17806
ELEC-2019-05463,"3620 163RD AVE NE
REDMOND, WA 98052
(47.643571, -122.123183)",,Electrical - OTC,Commercial,07/29/2019,1174_MICROSOFT-BLDG 32,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05463,SOPA #60028 - Microsoft BLDG 32  Rm 2072 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs.  Customer Paid For:(1) Circuits,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
MECH-2019-05038,"13277 NE 110TH PL
REDMOND, WA 98052",,Mechanical - OTC,Residential,07/10/2019,23670_Terrene at 132nd-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05038,SOPA #59784 Paid for 1 Air Conditioners,4800,,,Brittny Miller,,BLUE FLAME HEATING & AIR CONDITIONING,,127.52,
ELEC-2019-04751,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG C,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04751,Avalon Bay Eaves Campus-Bldg C The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
MECH-2019-00607,"6314 143RD AVE NE
REDMOND, WA 98052
(47.663717, -122.149253)",,Mechanical - OTC,Residential,07/31/2019,12714_MARCH SANFIELD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-00607,SOPA #56899 4257717139 Paid for 1 Heating Equipment Including Ductwork,6000,,SANFIELD MARCH,Brittny Miller,,BLUE FLAME HEATING & AIR CONDITIONING,,135.63,17806
PLUM-2019-05260,"7001 OLD REDMOND RD
REDMOND, WA 98052
(47.668257, -122.134225)",BLDG D 316,Plumbing - OTC,Multi-Family,07/18/2019,Olde Redmond Place-Bldg D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05260,SOPA #59938 Unit # BLDG D 316 OLDE REDMOND PLACE Paid for 1 Electric Water Heater,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
MECH-2019-05440,"6506 141ST PL NE
REDMOND, WA 98052
(47.664904, -122.150857)",,Mechanical - OTC,Residential,07/26/2019,20151_STROM ERIK C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05440,SOPA #60014 - Strom Garage - Customer paid for (1) air conditioner 800-840-3346,5000,,ERIK C STROM,Lucinda Honeycutt,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,127.52,17806
ROW-2019-05362,"8805 166TH AVE NE
REDMOND, WA 98052
(47.68081, -122.119167)",,Right of Way,Miscellaneous,07/23/2019,ROW PSE-Power,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05362,Park along 166th Avenue NE to zip  tie secondary wire to neutral (P02-P01/ P02-P03/ P05-P04/ P06-P07)/ raise street lights (P05/P06) and clean drip loops (P05).  Overhead work only.,0,,,JEREMY EUSEBIO,,,,158.57,17806
MECH-2019-04962,"3550 172ND AVE NE
REDMOND, WA 98052
(47.641664, -122.110916)",,Mechanical - OTC,Residential,07/08/2019,_Harvey Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04962,Harvey Short Plat - Lot 2 - Install 1 gas furnace with venting and AC ready. Install 2 gas tankless water heater with venting. Paid for 1 Air Conditioner/ 1 Air handler/furnace/ 1 dryer vent/ 1 ductwork system/ 6 exhaust fans/ 1 gas appliance - range/ 5 gas piping only to Fireplace (not installing fireplace)/ range/ furnace and 2 tankless water heater/ 2 gas water heater/ 1 range exhaust.,35000,,CR HOME BUILDERS LLC,Jenah Barlow,,MM COMFORT SYSTEMS,,589.86,17806
ELEC-2019-04617,"14865 NE 36TH ST
REDMOND, WA 98052
(47.641179, -122.140126)",,Electrical - OTC,Commercial,07/01/2019,1878_MICROSOFT-BLDG 112,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04617,SOPA #59547 - Microsoft bldg. 112 Rm 2119 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
BLDG-2019-03769,"8271 154TH AVE NE
REDMOND, WA 98052
(47.676417, -122.13435)",,Commercial,Exterior Alteration,07/03/2019,895_WESTPARK BUSINESS PARK-BLDG D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03769,CALT - Building D - Exterior Alteration to Rooftop - Installation of Solar Rooftop Screening System and Solar Felt for HVAC.,8400,,KEPPEL-KBS WESTPARK LLC/ATT,John Wabel,SUNREPS,SUNREPS,,1030.36,17806
