Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"10741 154TH PL NE
REDMOND, WA 98052
(47.696215, -122.134537)",03/22/2018,04/03/2018,_Verona-Lot 29,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01985,RNEW - Verona - Lot 29 - Registered Basic Plan 5338A - BPLN-2018-00088 - Construction of a new 2 story garage Left fire sprinkled single family residence including 4/397 sq ft of dwelling area/ a 636 sq ft garage/ a 143 sq ft covered entry porch/ a 178 sq ft covered entry and a 176 sq ft covered rear patio.  Total area of construction = 5/530 sq ft,559198.87,5530,KENSINGTON BUILDERS LLC,17806
"13350 NE 110TH PL
REDMOND, WA 98052",03/22/2018,05/08/2018,_Terrene at 132nd-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01847,RNEW - Terrene at 132nd-Lot 6:  Construction of Plan 5060A/ garage left/ 2-story fire-sprinklered SFR/ consisting of 3/237 SF of dwelling/ 428 SF garage/ 64 SF front covered porch.  Total Area of Work = 3/729 SF,398936.27,3729,TERRENE AT RH 132ND LLC,
"12228 175TH PL NE
REDMOND, WA 98052",03/21/2018,04/17/2018,_Edgewood West-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01775,Plan ID H181 14EL/Elevation A Zero Lot Line. RNEW Edgewood West Lot 19 garage right  2 story fire sprinklered 1/839 SF dwelling 218 SF garage/ and 25 sf covered porch. Total area of construction 2/082 total.,224901.41,2082,QUADRANT HOMES,
"17783 NE 118TH WAY
REDMOND, WA 98052",03/21/2018,04/17/2018,_Ray Meadows-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01641,RNEW - Ray Meadows - Lot 26 - Quadrant Homes - Zero Lot Line -  Plan ID H181 05RM/Elevation B - Construction of a 2 story garage right fire sprinkled zero lot line single family residence including 1/555 sq ft of dwelling area/ 206 sq ft garage/ and a 27 sq ft covered porch. Total area of construction = 1/788 sq ft.,191467.05,1788,QUADRANT HOMES,
"18520 NE 53RD CT
REDMOND, WA 98052",03/20/2018,09/05/2018,Samm-Red Estates-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01879,RNEW Samm-Red Estates - Lot 4 - New fire-sprinklered 2-story with reverse Daylight basement/ garage right SFR. 4/071 SF dwelling with attached 743 SF garage. Covered front porch 50 SF/ 87 SF covered deck/ 116 SF uncovered deck (covered by deck above).  Total Area of work = 5/067 SF,518670.61,5067,S & K PRO CONSTRUCTION INC,
"10761 155TH PL NE
REDMOND, WA 98052
(47.696056, -122.132918)",03/20/2018,04/17/2018,_Verona-Lot 17,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01893,RNEW Verona-Lot 17 - Construction of Plan LSB4040A/ 2-story with basement/ garage left/ fire-sprinklered SFR.  Dwelling consists of 4/035 SF/ garage is 438 SF/ covered front porch 106 SF/ and a covered deck 252 SF.  Total Area of Work = 4/831 SF,507265.33,4831,KENSINGTON BUILDERS LLC,17806
"18520 NE 53RD CT
REDMOND, WA 98052",03/20/2018,09/05/2018,Samm-Red Estates-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01879,RNEW Samm-Red Estates - Lot 4 - New fire-sprinklered 2-story with reverse Daylight basement/ garage right SFR. 4/071 SF dwelling with attached 743 SF garage. Covered front porch 50 SF/ 87 SF covered deck/ 116 SF uncovered deck (covered by deck above).  Total Area of work = 5/067 SF,518670.61,5067,S & K PRO CONSTRUCTION INC,
"18520 NE 53RD CT
REDMOND, WA 98052",03/20/2018,09/05/2018,Samm-Red Estates-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01879,RNEW Samm-Red Estates - Lot 4 - New fire-sprinklered 2-story with reverse Daylight basement/ garage right SFR. 4/071 SF dwelling with attached 743 SF garage. Covered front porch 50 SF/ 87 SF covered deck/ 116 SF uncovered deck (covered by deck above).  Total Area of work = 5/067 SF,518670.61,5067,S & K PRO CONSTRUCTION INC,
"18520 NE 53RD CT
REDMOND, WA 98052",03/20/2018,09/05/2018,Samm-Red Estates-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01879,RNEW Samm-Red Estates - Lot 4 - New fire-sprinklered 2-story with reverse Daylight basement/ garage right SFR. 4/071 SF dwelling with attached 743 SF garage. Covered front porch 50 SF/ 87 SF covered deck/ 116 SF uncovered deck (covered by deck above).  Total Area of work = 5/067 SF,518670.61,5067,S & K PRO CONSTRUCTION INC,
"17761 NE 118TH WAY
REDMOND, WA 98052",03/19/2018,04/16/2018,_Ray Meadows-Lot 27,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01642,RNEW - Ray Meadows - Lot 27 - Quadrant Homes - Zero Lot Line - Plan ID H180 06RM/Elevation A -- Construction of a 2 story garage right fire sprinkled zero lot line single family residence including 1/842 sq ft of dwelling area/ 206 sq ft garage and a 23  sq ft covered porch. Total area of construction = 2/071 sq ft.,224595.54,2071,QUADRANT HOMES,
"17407 NE 122ND ST
REDMOND, WA 98052
(47.709215, -122.111144)",03/16/2018,04/11/2018,_Edgewood West-Lot 31,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01648,RNEW Edgewood West-Lot 31 Plan ID P330 17EL/Elevation A - Garage Right SFR 2-stories plus habitable attic fire sprinklered 3/290 SF dwelling 428 SF Garage/ 30 SF covered porch/ and 174 SF covered patio. Total area of construction 3/922 SF total.,412321.82,3922,QUADRANT HOMES,17806
"17421 NE 122ND ST
REDMOND, WA 98052
(47.709214, -122.111078)",03/15/2018,04/11/2018,_Edgewood West-Lot 30,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01647,RNEW Edgewood West-Lot 30 - Plan H303 03EL/Elevation A - Garage right SFR 2 story fire-sprinklered 3/024 SF dwelling 463 SF garage/ and 59 SF covered porch. Total area of construction 3/546 SF.,375545.32,3546,QUADRANT HOMES,17806
"8123 172ND AVE NE
REDMOND, WA 98052
(47.676205, -122.11027)",03/13/2018,05/04/2018,_RICHARDSON JILL,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00866,SFEL - Richardson/ Jill - Project includes the construction of a new 2-stories w/basement garage right/ fire sprinkled single family home. Construction includes 4/063 sq ft of dwelling area/ a 577 sq ft garage/ and 414 sq ft of covered.  Total area of construction = 5054 sq ft. Related:CIVPLAN-2018-00398/ CIVPLAN-2018-00156,519792.25,5054,MCDONALD CONSTRUCTION LLC,17806
"17399 NE 122ND ST
REDMOND, WA 98052
(47.709215, -122.111182)",03/09/2018,04/03/2018,_Edgewood West-Lot 34,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01082,Edgewood West-Lot 34 Garage Right. Plan H303 03EL/Elevation B. Construction of new single-family 2-story fire-sprinkered 3/024 sf dwelling/ 463 sf garage/ and 70 sf covered porch. Total area of construction 3/557 sf total.,376113.36,3557,QUADRANT HOMES,17806
"15474 NE 107TH WAY
REDMOND, WA 98052
(47.696327, -122.133101)",03/09/2018,04/04/2018,_Verona-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01049,RNEW - Verona - Lot 7 - plan#5069C - Construction of a new 2 story garage left fire sprinkled single family residence including 4/228 sq ft of dwelling area/ a 683 sq ft garage/ a 61 sq ft covered entry porch/ a 119 sq ft covered rear porch and a 168 sq ft covered patio.  Total area of construction = 5/259 sq ft.,540416.28,5259,KENSINGTON BUILDERS LLC,17806
"16547 NE 92ND PL
REDMOND, WA 98052
(47.683616, -122.11973)",03/07/2018,05/07/2018,_Sawyer Townhomes-Lot 6 ,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01409,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 6 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 2/112 sq ft of dwelling area/ 295 sq ft of garage/ a 60 sq ft covered deck/ and 15 sq ft covered porch.  Total area of construction = 2/482 sq ft.,262728.2,2482,,17806
"17473 NE 122ND ST
REDMOND, WA 98052",03/07/2018,03/30/2018,_Edgewood West-Lot 23,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01417,RNEW - Quadrant Homes - Edgewood West (English Landing) - Lot 23 - Plan H341 DL - B Construction of a new 2-stories plus basement/ fire sprinkled garage left single family residence including 4/347 sq ft of dwelling area/ 605 sq ft of garage/ a 65 sq ft covered porch and 167 sq ft covered deck.  Total area of construction = 5/184,544666.13,5184,QUADRANT HOMES,
"16541 NE 92ND PL
REDMOND, WA 98052
(47.683621, -122.119762)",03/07/2018,05/07/2018,_Sawyer Townhomes-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01405,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 7 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 2/112 sq ft of dwelling area/ 295 sq ft of garage/ a 60 sq ft covered deck/ and 15 sq ft covered porch.  Total area of construction = 2/482 sq ft.,262728.2,2482,,17806
"17451 NE 122ND ST
REDMOND, WA 98052
(47.709213, -122.110936)",03/07/2018,04/03/2018,_Edgewood West-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01426,RNEW Edgewood West - Lot 26 - Construction of Plan H341-DL/ Elevation A - Garage left/ fire-sprinklered 2-story + basement SFR.  Dwelling is 4/347 SF/ 604 SF garage/ 40 SF of front covered porch/ and 167 SF of rear covered deck.  Total Area of Work = 5158 SF,543329.21,5158,QUADRANT HOMES,17806
"16525 NE 92ND PL
REDMOND, WA 98052
(47.683634, -122.119847)",03/07/2018,05/07/2018,_Sawyer Townhomes-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01401,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 9 - Construction of a new 3 story plus basement/ fire sprinkled/ garage right zero-lot-line single family residence including 1/890 sq ft of dwelling area/ 426 sq ft of garage/ and a 50 sq ft covered deck.  Total area of construction = 2/376 sq ft.,241667.42,2376,,17806
"17417 NE 122ND ST
REDMOND, WA 98052",03/07/2018,03/23/2018,_Edgewood West-Lot 32,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01074,RNEW Edgewood West-Lot 32 Garage left - Plan H341 DL 13EL/Elevation D - 2-stories + basement/ fire-sprinklered 4/347 SF dwelling/ 605 SF garage/ 47 SF covered porch/ and 167 SF covered deck 5/166 SF total.,543736.61,5166,QUADRANT HOMES,
"16593 NE 92ND PL
REDMOND, WA 98052
(47.68377, -122.118806)",03/02/2018,05/07/2018,_Sawyer Townhomes-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01435,SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 1 - Construction of a new 3 story  fire sprinkled/ garage Right zero-lot-line single family residence including 2/112 sq ft of dwelling area/ 295 sq ft of garage/ 60 sq ft covered deck/ 20 sq ft covered porch/ and 80 sq ft uncovered deck. Total area of construction = 2/567 sq ft.,266180,2567,,17806
"16571 NE 92ND PL
REDMOND, WA 98052
(47.683595, -122.119601)",03/02/2018,05/07/2018,_Sawyer Townhomes-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01440,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 3 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 1/835 sq ft of dwelling area/ 200 sq ft of garage/ a 50 sq ft covered deck/ and a 50 sq ft uncovered deck.  Total area of construction = 2/135 sq ft.,226897.25,2135,,17806
"16585 NE 92ND PL
REDMOND, WA 98052
(47.683766, -122.119001)",03/02/2018,05/07/2018,_Sawyer Townhomes-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01438,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 2 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 1/835 sq ft of dwelling area/ 200 sq ft of garage/ a 50 sq ft covered deck/ and a 50 sq ft uncovered deck.  Total area of construction = 2/135 sq ft.,226897.25,2135,,17806
"17385 NE 122ND ST
REDMOND, WA 98052",03/02/2018,03/23/2018,_Edgewood West-Lot 35,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01102,RNEW - Edgewood West (English Landing) - Lot 35 - Quadrant Homes - 425-646-8309 - Plan H241 - Construction of a new 2 story fire sprinkled garage right single family residence including 2/576 sq ft of dwelling area/ a 462 sq ft garage/ a 26 sq ft covered porch and a 114 sq ft covered patio.  Total area of construction = 3/178 sq ft.,327647.04,3178,QUADRANT HOMES,
"16563 NE 92ND PL
REDMOND, WA 98052
(47.683602, -122.119644)",03/02/2018,05/07/2018,_Sawyer Townhomes-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01441,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 4 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 1/835 sq ft of dwelling area/ 200 sq ft of garage/ a 50 sq ft covered deck/ and a 50 sq ft uncovered deck.  Total area of construction = 2/135 sq ft.,226897.25,2135,,17806
"16555 NE 92ND PL
REDMOND, WA 98052
(47.683609, -122.119687)",03/02/2018,05/07/2018,_Sawyer Townhomes-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01443,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 5 - Construction of a new 3 story  fire sprinkled/ garage Left zero-lot-line single family residence including 2/112 sq ft of dwelling area/ 295 sq ft of garage/ a 60 sq ft covered deck/ 17 sq ft covered porch/ and a 75 sq ft uncovered deck.  Total area of construction = 2/559 sq ft.,265825.48,2559,,17806
"11509 174TH AVE NE
REDMOND, WA 98052",03/01/2018,03/23/2018,_Hawthorne Lane-Lot 31,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01219,RNEW Hawthorne Lane-Lot 31- Garage left Construct a 2-stories + habitable attic. New fire-sprinkered single family residence. Dwelling area of 3/299 SF covered entry porch 52 SF covered patio area 128 SF and garage 470 SF Total area 3/949 SF.,414056.45,3949,RICK BURNSTEAD CONSTRUCTION LLC,
"17682 NE 118TH CT
REDMOND, WA 98052",03/01/2018,03/23/2018,_Ray Meadows-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00920,RNEW - Ray Meadows - Lot 4 - Quadrant Homes - 425-646-8309 - Plan R270A - Construction of a new 3 story garage right fire sprinkled single family home with 3/295 sq ft of dwelling/ a 412 sq ft garage/ a 55 sq ft covered porch and a 290 sq ft covered deck. Total area of construction = 4/052 sq ft.,419449.09,4052,QUADRANT HOMES,
"16533 NE 92ND PL
REDMOND, WA 98052
(47.683628, -122.119805)",03/01/2018,05/07/2018,_Sawyer Townhomes-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01403,RNEW - SAWYER TOWNHOMES - ZERO-LOT-LINE - Lot 8 - Construction of a new 3 story plus basement/ fire sprinkled/ garage right zero-lot-line single family residence including 2/632 sq ft of dwelling area/ 201 sq ft of garage/ and a 50 sq ft covered deck.  Total area of construction = 2/883 sq ft.,317518.72,2883,,17806
"17435 NE 122ND ST
REDMOND, WA 98052",02/28/2018,03/22/2018,_Edgewood West-Lot 27,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01280,RNEW- Edgewood West Lot 27 - Plan P330-17EL/ Elevation C - 2-stories w/habitable attic/ fire-sprinklered/ garage right/ SFR.  Dwelling is 3/290 SF/ 428 SF garage/ 30 SF front covered porch/ and 174 SF rear covered patio. Total Area of work = 3/922 SF,412321.82,3922,QUADRANT HOMES,
"11723 177TH PL NE
REDMOND, WA 98052",02/27/2018,03/21/2018,_Ray Meadows-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00908,RNEW - Ray Meadows - Lot 15 - Quadrant Homes - 425-646-8309 - Plan 270A - Construction of a new 3 story garage right fire sprinkled single family home with 2/751 sq ft of dwelling/ a 412 sq ft garage/ and a 88 sq ft covered porch. Total area of construction = 3/251 sq ft.,342992.01,3251,QUADRANT HOMES,
"10759 155TH PL NE
REDMOND, WA 98052
(47.695999, -122.132916)",02/27/2018,03/23/2018,_Verona-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01352,RNEW - Verona Lot 18 - Plan LS5053B - Construction of a 2-story/ fire-sprinklered/ garage left SFR.  Dwelling is 3/961 SF/ 631 SF of Garage/ 66 SF front covered porch/ and 196 SF rear covered deck.  Total Area of Work = 4/854 SF,502575.35,4854,KENSINGTON BUILDERS LLC,17806
"17395 NE 122ND ST
REDMOND, WA 98052",02/26/2018,03/20/2018,_Edgewood West-Lot 33,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01081,RNEW Edgewood West-Lot 33 -Plan H390 06EL Elevation B Garage right- 2 story fire-sprinklered/ 3/991 SF dwelling/ 636 SF garage/ 30 SF covered porch/  165 SF covered patio. Total area of construction 4/822 sf.,502829.57,4822,QUADRANT HOMES,
"15470 NE 107TH WAY
REDMOND, WA 98052
(47.696373, -122.133305)",02/21/2018,03/19/2018,18184_Verona-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01175,RNEW - Verona-Lot 8 - Construction of Plan #LS4360C/ new 2-story with habitable attic space/ garage right/ fire-sprinklered SFR to include Dwelling: 4604 SF/ Garage: 443 SF/ Covered Entry Porch: 60 SF/ Covered Rear Patio:117 SF/ = Total:  5224 SF,564237.44,5224,KENSINGTON BUILDERS LLC,17806
"17698 NE 118TH CT
REDMOND, WA 98052",02/20/2018,03/21/2018,_Ray Meadows-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00911,RNEW - Ray Meadows - Lot 5 - Quadrant Homes - 425-646-8309 - Plan R290A - Construction of a new 2 story garage left fire sprinkled single family home with 2/976 sq ft of dwelling/ a 391 sq ft garage and a 25 sq ft covered porch. Total area of construction = 3/392 sq ft.,364908.12,3392,QUADRANT HOMES,
"11620 173RD PL NE
REDMOND, WA 98052
(47.704793, -122.108574)",02/20/2018,08/02/2018,_Hillbrooke Crest-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01125,RNEW - Hillbrooke Crest - Lot 6 - Construct Plan 3974-02A/ new garage left/ 2-Story with basement/ fire-sprinklered SFR with 3974 sq. ft. living/ 83 sq. ft. of covered front porch/ 95 sq.ft. covered rear deck and 402 sq. ft. of garage. Total area of work = 4/554 SF,489231.86,4554,HILLBROOKE CREST LLC,17806
"11520 174TH AVE NE
REDMOND, WA 98052",02/20/2018,03/13/2018,_Hawthorne Lane-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01097,RNEW - Hawthrone Lane - Lot 5 - PLans HP-1 modified - construction of new 3 story fire sprinkler single family residence. House consists of 3/341 SF dwelling/ 37 SF covered front porch/ 99 SF covered rear patio/ 424 SF garage. Total 3/901 SF.,414550.27,3901,RICK BURNSTEAD CONSTRUCTION LLC,
"17214 NE 85TH PL
REDMOND, WA 98052
(47.679648, -122.106652)",02/20/2018,03/23/2018,23691_TRITON SHORT PLAT-LOT 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01107,RNEW - Triton Short Plat -Lot 1 garage left - Construction of a fire-sprinkled/ three story SFR 3/416 sf dwelling (925 sf 1st floor/ 1548 sf 2nd floor/ 943 sf 3rd floor). 405 sf covered porch & deck (74 sf 1st floor front/ 115 sf 1st floor rear/ and 216 sf 3rd floor)/ 323 sf uncovered deck (third floor rear) and 400 sf garage. Total area of construction: 4/544 sf.,448944.76,4544,TRITON HOMES LLC,17806
"17265 NE 116TH WAY
REDMOND, WA 98052",02/20/2018,04/11/2018,23648_Hillbrooke Crest-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00915,RNEW - Hillbrooke Crest Lot 7 - Plan 3021-013A - Construct a new 2 story fire sprinkled/ garage right single family residence including 3/021 sf dwelling/ 47 sf covered porch/ 125 sf covered patio/ and 544 sf garage.  Total area of construction = 3/737 sq ft.,384751.71,3737,HILLBROOKE CREST LLC,
"10731 154TH PL NE
REDMOND, WA 98052
(47.695689, -122.13441)",02/20/2018,03/19/2018,_Verona-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01139,RNEW Verona-Lot 26 - Plan 3974-02A  - Construction of a 2-story/ garage right/ fire-sprinklered SFR.  Dwelling is 4/531 SF/ 604 SF garage/ 60 SF covered front entry porch/ 283 SF rear main covered deck/ 84 SF rear guest covered deck = 5/562 SF,576061.61,5562,KENSINGTON BUILDERS LLC,17806
"10733 154TH PL NE
REDMOND, WA 98052
(47.695799, -122.134429)",02/16/2018,03/19/2018,_Verona-Lot 27,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01094,RNEW - Verona - Lot 27 - LS5067A - Construction of a new 2 story garage left/ fire sprinkled single family residence with 4/181 sq ft of dwelling area/ 709 sq ft of garage/ 60 sq ft of covered porch and a 112 sq ft covered patio. Total area of construction = 5/062 sq ft.,527062.51,5062,KENSINGTON BUILDERS LLC,17806
"17662 NE 118TH CT
REDMOND, WA 98052",02/15/2018,03/19/2018,_Ray Meadows-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00848,RNEW Ray Meadows  Lot 2 - Plan R270 O2RM/ Elevation B/ Garage Right/ New 2-stories plus habitable attic fire-sprinklered SFR.  3/290 SF dwelling/ 412 SF garage/ 90 SF front covered porch/ and 290 SF rear covered deck.  Total Area of Work = 4/082 SF,420675.74,4082,QUADRANT HOMES,
"11707 177TH PL NE
REDMOND, WA 98052",02/15/2018,03/12/2018,_Ray Meadows-Lot 16,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00852,RNEW Ray Meadows - Lot 16 - Plan R430-O3RM/ Elevation B/ Garage Right/ 2-stories w/habitable attic fire-sprinklered SFR.  Dwelling is 4/165 SF/ 391 SF garage/ 88 SF front covered porch/ 258 SF rear covered patio on 1st floor/ 258 SF rear uncovered deck.  Total Area of work  = 5/160 SF,529886.27,5160,QUADRANT HOMES,
"10737 154TH PL NE
REDMOND, WA 98052
(47.695984, -122.134457)",02/15/2018,03/16/2018,_Verona-Lot 28,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-01047,RNEW - Verona - Lot 28 - Plan #LS5070C - Construction of a new 2-stories garage left fire sprinkled single family residence including: 4/491 sq ft of dwelling area/ a 653 sq ft garage/ a 174 sq ft covered entry porch and a 225 sq ft covered rear porch.  Total area of construction = 5/543 sq ft.,572219.77,5543,KENSINGTON BUILDERS LLC,17806
"17670 NE 118TH CT
REDMOND, WA 98052",02/13/2018,03/07/2018,_Ray Meadows-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00849,RNEW Ray Meadows-Lot 3 Plan R290-04RM inBin Garage (L) 2 story fire sprinklered SFR consisting of 2971 sf dwelling/ 391 sf garage/ 40 sf covered porch and 258 sf uncovered patio.  Total area of work 3/660 sf.,365101.97,3402,QUADRANT HOMES,
"17270 NE 116TH WAY
REDMOND, WA 98052",02/13/2018,06/04/2018,23651_Hillbrooke Crest-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00992,Hillbrooke Crest - Lot 3 - Plan TU3315-04B - Project includes construction of a new 2-story + daylight basement fire sprinkled Garage Right Single Family Residence/ with 3/315 SF dwelling/ 62 SF of front covered entry porch/ 120 SF of covered front deck/ 231 SF of covered living space and 720 SF of garage. Total Area of work = 4/448 SF,439426.97,4448,HILLBROOKE CREST LLC,
"11640 173RD PL NE
REDMOND, WA 98052
(47.704849, -122.108572)",02/13/2018,08/02/2018,_Hillbrooke Crest-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00997,RNEW - Hillbrooke Crest - Lot 5 - Plan 3400-02A - Project includes construction of a new 2-story + daylight basement fire sprinkled Garage Right Single Family Residence/ with 3/400 SF dwelling/ 83 SF of front covered entry porch/ 97 SF of covered deck/ and 405 SF of garage. Total Area of work = 3/985 SF,422802.8,3985,HILLBROOKE CREST LLC,17806
"17658 NE 118TH CT
REDMOND, WA 98052",02/12/2018,03/05/2018,_Ray Meadows-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00845,RNEW Ray Meadows Lot 1 - Plan R430/ O3RM/ Elevation B/ Garage Right/ 3-Story fire-sprinklered SFR.  Dwelling consists of 4/165 SF/ 391 SF Garage/ 88 SF front covered porch/ 258 SF rear covered patio/ and 258 SF 3rd floor uncovered deck.  Total Area of Work = 5/160 SF,529886.27,5160,QUADRANT HOMES,
"17250 NE 116TH WAY
REDMOND, WA 98052",02/12/2018,06/13/2018,23652_Hillbrooke Crest-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00971,RNEW - Hillbrooke Crest - Lot 2 - Plan TU4053-03A - Project includes construction of a new 2-story + daylight basement fire sprinkled Garage Right Single Family Residence/ with 4/053 SF dwelling/ 52 SF covered entry porch/ 133 SF covered front deck/ 137 sq ft covered area at the garage and 763 SF of garage. Total Area of work = 5/138 SF,522420.99,5138,HILLBROOKE CREST LLC,
"17230 NE 116TH WAY
REDMOND, WA 98052",02/08/2018,03/15/2018,23653_Hillbrooke Crest-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00913,RNEW - Hillbrooke Crest - Lot 1 - Plan TU3315-04A - Project includes construction of a new 2-story + daylight basement fire sprinkled Garage Right Single Family Residence/ with 3315 SF dwelling/ 73 SF of front covered entry porch/ 120 SF of covered front deck and 720 SF of garage. Total Area of work = 4/228 SF,428066.17,4228,HILLBROOKE CREST LLC,
"13332 NE 110TH PL
REDMOND, WA 98052",02/06/2018,03/23/2018,_Terrene at 132nd-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00826,RNEW - Terrene at Rose Hill 132nd - Lot 5 - Plan 5540A - Construction of a new 2-story/ fire sprinkled garage right single family residence consisting of 3/457 sq ft dwelling/ 452 sq ft garage/ and 27 sq ft covered front porch. Total area of construction 3/963 sq ft.,423680.67,3963,TERRENE AT RH 132ND LLC,
"17207 NE 36TH ST
REDMOND, WA 98052
(47.642319, -122.110581)",02/06/2018,11/19/2018,Harvey Short Plat-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00812,RNEW - Harvey Short Plat - Lot 1 - PL 5338A - Project includes construction of a new 2-story Garage Left/ fire-sprinklered SFR. Construction includes 4/397 SF of Dwelling area/ a 143 SF Covered Entry Porch/  a 178 SF Covered Garage Entry/  a 176 SF Covered Rear Patio/ and a 636 SF Garage.  Total Area of Work =  5/530 SF,565581.75,5530,CR HOME BUILDERS LLC,17806
