"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2017-00421","BLD2017-00421","239 N SANDAL ","239","N","SANDAL",,,"2","2017-01-31T00:00:00.000","2017","Jan","2017-06-29T00:00:00.000","2017","Jun","2017","Finaled","MASTER PLAN #3 FOR ALBANY VILLAGE  TWO STORY SINGLE FAMILY RESIDENCE.  WOOD FRAME CONSTRUCTION, TILE ROOF. REF PERMIT #MST2016-00026 FOR FIRE SPRINKLERS. ",,"RES","204744","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD SUITE 200 SCOTTSDALE AZ 85250 ","2017-06-28T00:00:00.000","14149523",,"WILLIAM LYON HOMES INC","1","1","Y","33.420199","-111.707564","POINT (-111.707564 33.420199)"
"MST2016-00153","MST2016-00153","  PINNACLE WEST HOMES #1715 ",,,"PINNACLE WEST HOMES #1715",,,"0","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Issued","MASTER PLAN #1715 AT EASTMARK. SES= 200A, MX.WATER DL=80 FT. MX. GAS DL = 48FT. MX GAS DEMAND=180 CFH. **NO GAS OPTIONS AVAILABLE ON THIS PLAN**  POST TENSION SLAB (SPECIAL INSPECTION) CONCRETE TILE ROOF O/30# FELT O/ROOF SHEATHING O/ PRE-ENGINEERED TRUSSES @ 24"" O.C. W/R-38 ATTIC B/I INSULATION, AND 1/2"" SAG RESISTANT GYP. BD. CLG.; ONE-KOTE STUCCO SYSTEM O/2X4 @ 16"" O.C. W/ R-13 BATT INSULATION + R-4 FROM 1"" EPS O/ STUCCO SYSTEM= R-17 WALLS, AND 1/2"" GYP. BD;  4-TON  GAS/ELECTRIC HEAT PUMP.  ENGINEER ON RECORD: WILLIAM GILBERT #41931. GAS/ELECTRIC APPLIANCES.",,"RES","0","Res (SFR) -- Single Family (Detached)","A&J COMPANIES","PO BOX 30011 MESA AZ 85275 ",,"MASTER PLAN",,"KENDALL BAXLEY","1","1","Y",,,
"BLD2016-00685","BLD2016-00685","7344 E LINDNER CIR","7344","E","LINDNER","CIR",,"6","2016-02-22T00:00:00.000","2016","Feb","2016-04-06T00:00:00.000","2016","Apr","2016","Finaled","ADDING A 10' X 35' ATTACHED COVERED PATIO ON SIDE OF HOME","0","RES","19715.5","Com (OTH) -- Renovations/Remodels",,"   ",,"30908128",,"MICHAEL FENZEL",,,"N","33.37621","-111.674302","POINT (-111.674308 33.376208)"
"BLD2016-05712","BLD2016-05712","1439 S VAL VISTA DR","1439","S","VAL VISTA","DR","4","2","2016-09-07T00:00:00.000","2016","Sep",,,,"2016","Issued","BUILDING 4.  REFERENCE BLD2015-04737 AND BLD2015-07501 FOR COLLECTION OF ALL FEES.  THIS BUILDING HAS 24 UNITS AND IS 26,505 SQFT TYPE R2 AND VA CONSTRUCITON.",,"COM","2855118.6","Com (MFR) -- Ten or More Family","TOFEL CONSTRUCTION","3555 E 42ND STRAVENUE TUCSON AZ 85713 ",,"14057002K",,"DREW OLSON","1","24","Y","33.389448","-111.753272","POINT (-111.753272 33.389448)"
"BLD2017-00422","BLD2017-00422","237 N SANDAL ","237","N","SANDAL",,,"2","2017-01-31T00:00:00.000","2017","Jan","2017-09-11T00:00:00.000","2017","Sep","2017","Issued","MASTER PLAN #4  TWO STORY SINGLE FAMILY RESIDENCE, WOOD FRAME CONSTRUCTION, TILE ROOF. REF MASTERPLAN #MST2016-00027 FOR FIRE SPRINKLERS. ",,"RES","225527.94","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD SUITE 200 SCOTTSDALE AZ 85250 ","2017-06-07T00:00:00.000","14149524",,"WILLIAM LYON HOMES INC","1","1","Y","33.420199","-111.70741","POINT (-111.70741 33.420199)"
"BLD2017-01905","BLD2017-01905","11524 E ONZA AVE","11524","E","ONZA","AVE",,"6","2017-03-22T00:00:00.000","2017","Mar","2017-10-20T00:00:00.000","2017","Oct","2017","Issued","IRC 2006.  FARNSWORTH HOMES MASTER PLAN #1100W. WOOD FRAMED CONSTRUCTION WITH CONVENTIONAL FRAMED ROOF.  SEE ADDENDUM MST2016-00042 EXTEND FRONT OF GARAGE TO ADJUST SEPARATION WALL TO INCREASE LAUNDRY ROOM/PANTRY. 2' GARAGE EXTENSION CANNOT ENCROACH INTO THE REQUIRED FRONT YARD SETBACK.",,"RES","183115.96","Res (SFR) -- Single Family (Detached)","FARNSWORTH HOMES","2351 S SIGNAL BUTTE MESA AZ 85212 ","2017-10-19T00:00:00.000","31207875",,"FARNSWORTH HOMES INC (CURRENT)","1","1","Y","33.360772","-111.585263","POINT (-111.585263 33.360772)"
"BLD2017-02467","BLD2017-02467","10862 E QUARRY CIR","10862","E","QUARRY","CIR",,"6","2017-04-18T00:00:00.000","2017","Apr",,,,"2017","Issued","CONSTRUCT A 537 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY: STARLING MADISON LOFQUIST INC JESSE LIGHT #58912","23000","RES","0","Res (MSC) -- Swimming Pool",,"   ",,"30434712",,"CHRIS NYSETH",,,"N","33.349356","-111.599007","POINT (-111.599007 33.349356)"
"MST2016-00217","MST2016-00217","  CALATLANTIC HOMES #3581 ",,,"CALATLANTIC HOMES #3581",,,"0","2017-02-23T00:00:00.000","2017","Feb",,,,"2016","Issued","MASTER PLAN #3581. ARCHITECT ON RECORD: BRIAN JUEDES AZ #33556, STRUCTURAL ENGINEER ON RECORD: WILLIAM L. AVILA AZ #46504. POST TENSION SLAB, 2X4 FRAME CONSTRUCTION R-13 WALL INSULATION AND R-30 B/I CELLULOSE ON CEILING. COMMON TRUSS @ 24"" O.C. GAS ELECTRIC APPLIANCES. GAS MAX. DL=99 FT, 285 CFH; 200 AMPS PANEL, 3/4"" WATER METER AND 1-1/4"" WATER SERV. LINE.",,"RES","0","Res (SFR) -- Single Family (Detached)","HSP ARIZONA INC","890 W ELLIOT ROAD SUITE 101 GILBERT AZ 85233 ",,"MASTER PLAN",,"CALATLANTIC HOMES OF ARIZONA, INC",,,"Y",,,
"MST2016-00219","MST2016-00219","  CALATLANTIC HOMES #3575 ",,,"CALATLANTIC HOMES #3575",,,"0","2017-02-23T00:00:00.000","2017","Feb",,,,"2016","Issued","MASTER PLAN #3575 ARCHITECT ON RECORD: BRIAN JUEDES AZ #33556, STRUCTURAL ENGINEER ON RECORD: JOE W. LOCKHART AZ #46618. POST TENSION SLAB, 2X4 FRAME CONSTRUCTION R-13 WALL INSULATION AND R-30 B/I CELLULOSE ON CEILING. COMMON TRUSS @ 24"" O.C. GAS ELECTRIC APPLIANCES. GAS MAX. DL=102 FT, 285 CFH; 200 AMPS PANEL, WATER MX. DL= 122 FT. 3/4"" WATER METER AND 1-1/4"" WATER SERV. LINE.",,"RES","0","Res (SFR) -- Single Family (Detached)","HSP ARIZONA INC","890 W ELLIOT ROAD SUITE 101 GILBERT AZ 85233 ",,"MASTER PLAN",,"CALATLANTIC HOMES OF ARIZONA, INC","1","1","Y",,,
"BLD2016-00731","BLD2016-00731","2200 W MAIN ST","2200","W","MAIN","ST",,"3","2016-02-08T00:00:00.000","2016","Feb","2016-03-07T00:00:00.000","2016","Mar","2016","Finaled","REPAIR EXTERIOR CMU WALL FROM A CAR ACCIDENT. NO PLANS REQUIRED.","10000","COM","0","Com (OTH) -- Walls/Fences","SUMMIT DESIGN & BUILD","2356 S SORERELLE MESA AZ 85209 ",,"13545002",,"PHIL COLLINS",,,"N","33.415075","-111.879331","POINT (-111.879331 33.415075)"
"BLD2016-05746","BLD2016-05746","9831 E IGNITION DR","9831","E","IGNITION","DR",,"6","2016-09-29T00:00:00.000","2016","Sep",,,,"2016","Issued","MASTER PLAN- EASTMARK PARK STRUCTURE #3. 480 SQ FT CURVED ROOF RAMADA. B OCCUPANCY/II-B CONST. CONCRETE PIERS WITH ARCHED HARDENED STEEL SUPPORTS AND CURVED STANDING SEAM METAL ROOF, PRE-CAST CONCRETE ARCHED GAS FIREPLACE, ELECTRIC. SEPARATE PERMIT REQUIRED FOR EACH RAMADA LOCATION.",,"COM","31449.6","Com (OTH) -- Park/Stadium/Outdoor Theatre/Marinas","RED ROCK CONTRACTORS LLC","PO BOX 1270 GILBERT AZ 85299 ",,"30432001J",,"RED ROCK CONTRACTORS LLC",,,"N","33.323281","-111.621533","POINT (-111.621533 33.323281)"
"BLD2017-01115","BLD2017-01115","1131 S STAPLEY DR","1131","S","STAPLEY","DR",,"4","2017-04-10T00:00:00.000","2017","Apr",,,,"2017","Finaled","SUPER EXPEDITE - DEFERRED FIRE SPRINKLER SYSTEM REF BLD2016-05515 FOR FEES ",,"COM","0","Com (OTH) -- Deferred Fire Sprinklers","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"13905004K",,"METRO FIRE EQUIPMENT INC",,,"N","33.394198","-111.805055","POINT (-111.805055 33.394198)"
"MST2016-00220","MST2016-00220","  PULTE HOMES #4524-8 ",,,"PULTE HOMES #4524-8",,,"0","2017-01-10T00:00:00.000","2017","Jan",,,,"2016","Issued","MASTER PLAN # 4524-8 ADDENDA INCREASED 3-CAR GARAGE AREA FROM 621 SF TO 646 SF; REDUCED PORCH AREA FROM 58 TO 56 SF. INCREASED 2-CAR GARAGE FROM 430 SF TO 454 SF. ADDED PROJECTIONS AND WING WALL AREAS.",,"RES","0","Res (SFR) -- Single Family (Detached)",,"   ",,"MASTER PLAN",,"PULTE HOMES CORPORATION",,,"Y",,,
"BLD2016-00753","BLD2016-00753","2522 E HIGHLAND ST","2522","E","HIGHLAND","ST",,"1","2016-02-08T00:00:00.000","2016","Feb","2016-02-19T00:00:00.000","2016","Feb","2016","Finaled","DEMOLITION  OF EXISTING INGROUND SWIMMING POOL.
CONTRACTOR/OWNER RESPONSIBLE FOR CAP OFF OF UTILITIES TO POOL.",,"RES","0","Res (MSC) -- Demolition Pool",,"   ",,"14110032",,"JEFFREY J WASHBURN",,,"N","33.441156","-111.776626","POINT (-111.776626 33.441156)"
"PMT17-03134","PMT17-03134","1645 E DRAPER CIR MESA","1645","E","DRAPER","CIR",,"1","2017-11-21T00:00:00.000","2017","Nov","2019-10-11T00:00:00.000","2019","Oct","2017","C of O Issued","567 SF Livable and 661 SF covered patio additions to SFR. 1912 SF Remodel existing 1st floor residence and new electrical and fire door in existing 462 SF garage.","129247.93","RES","108812.9","Remodeling With Addition",,,"2019-10-11T00:00:00.000","13701168",,"Greg E. Houston",,,"N","33.429127","-111.795235","POINT (-111.795235 33.429127)"
"PMT17-04633","PMT17-04633","21 W 10TH AVE MESA","21","W","10TH","AVE",,"4","2017-11-08T00:00:00.000","2017","Nov","2018-01-22T00:00:00.000","2018","Jan","2017","C of C Issued","Upgrade current electrical panel to 200 amp service. Move panel from rear of structure to east side.","2000","RES",,"Electrical",,,,"13945003A",,,,,"N","33.396822","-111.83219","POINT (-111.83219 33.396822)"
"BLD2017-01906","BLD2017-01906","7148 E PLATA AVE","7148","E","PLATA","AVE",,"6","2017-04-03T00:00:00.000","2017","Apr","2017-08-21T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #4522-7 1-STORY DETACHED SFR. POST TENSION SLAB, STUCCO ON 2X4 FRAME W/R-13, 2X6 FRAME W/R-19 AND R-30 B/I CELLULOSE INSULATION IN ATTIC. CONCRETE TILE ROOF. GAS & ELECTRICAL APPLIANCES. 3 BEDROOMS -OPT BEDROOM 4TH. 2 FULL BATHS -OPT 3.5 BATHS, 3-CAR TANDEM GARAGE OPT. SUITE.",,"RES","326982.98","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"31208669",,"PULTE HOMES CORPORATION","1","1","Y","33.362051","-111.680199","POINT (-111.680199 33.362051)"
"PMT17-03177","PMT17-03177","1307 E MAIN ST MESA","1307","E","MAIN","ST",,"4","2017-09-05T00:00:00.000","2017","Sep","2019-05-09T00:00:00.000","2019","May","2017","C of C Issued","Change existing 200A panel with new 400A panel.","5000","COM",,"Other Commercial","Sturgeon Electric","3804 E. Watkins St.",,"13809004",,"Sturgeon Electric",,,"N","33.414979","-111.803543","POINT (-111.803543 33.414979)"
"PMT17-04669","PMT17-04669","4754 E HALIFAX ST MESA","4754","E","HALIFAX","ST",,"5","2017-10-09T00:00:00.000","2017","Oct",,,,"2017","Finaled – C of C Required","ELECTRICAL PERMIT TO CHANGE OUT 200 AMP PANEL LIKE FOR LIKE. NO PLANS REQUIRED.","1000","RES",,"Electrical",,,,"14173025",,,,,"N","33.441996","-111.727935","POINT (-111.727935 33.441996)"
"BLD2016-00788","BLD2016-00788","525 N DREW ST","525","N","DREW","ST",,"1","2016-02-09T00:00:00.000","2016","Feb",,,,"2016","Issued","REPLACEMENT OF ELECTRICAL PANEL","100","RES","0","Res (OTH) -- Electrical",,"   ",,"13729014",,"ZOILA SANCHEZ",,,"N","33.4249","-111.833013","POINT (-111.833013 33.4249)"
"BLD2016-01700","BLD2016-01700","11358 E SONRISA AVE","11358","E","SONRISA","AVE",,"6","2016-08-18T00:00:00.000","2016","Aug","2016-09-29T00:00:00.000","2016","Sep","2016","Finaled","AUTOMATIC FIRE ALARM SYSTEM","2000","COM","0","Com (OTH) -- Fire Alarms","NCAS","7122 N 27TH AVE PHOENIX AZ 85051 ",,"31214625",,"NCAS",,,"N","33.330738","-111.588138","POINT (-111.588138 33.330738)"
"BLD2016-05807","BLD2016-05807","10263 E TRENT AVE","10263","E","TRENT","AVE",,"6","2016-09-21T00:00:00.000","2016","Sep","2017-03-20T00:00:00.000","2017","Mar","2016","Finaled","MASTER PLAN #483 AV HOMES SINGLE STORY 2076 S.F. HOUSE WITH 3 CAR GARAGE. WOOD FRAMED, STUCCO, CONCRETE TILE, POST TENSIONED SLAB AND 3 DIFFERENT PORCH STYLES. TWO DIFFERENT GAS METERS/LOADS OPTIONS. ADDENDA MST2015-00021 FIRE SPRINKLER OPTION.",,"RES","303766.73","Res (SFR) -- Single Family (Detached)","JCH CONSTRUCTION","8601 N SCOTTSDALE RD #220 SCOTTSDALE AZ 85253 ",,"30435887",,"AV HOMES","1","1","Y","33.311355","-111.611622","POINT (-111.611622 33.311355)"
"BLD2016-05826","BLD2016-05826","1408 W 7TH DR","1408","W","7TH","DR",,"4","2016-09-07T00:00:00.000","2016","Sep",,,,"2016","Issued","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1000","RES","0","Res (OTH) -- Electrical","ONE WAY ELECTRIC INC","2010 W PARKSIDE LN SUITE 150 PHOENIX AZ 85027 ",,"13449122",,"ONE WAY ELECTRIC INC",,,"N","33.401623","-111.861894","POINT (-111.861894 33.401623)"
"BLD2017-03523","BLD2017-03523","11128 E TRAVERTINE AVE","11128","E","TRAVERTINE","AVE",,"6","2017-05-31T00:00:00.000","2017","May",,,,"2017","Issued","P.E. GAS LINE TO FUTURE 400,000 BTU POOL HEATER, TO BE RUN 110' OF 2"", P.E. GAS LINE TO 50,000 BTU FUTURE FIRE PIT, TO BE RUN 24' OF 1 1/4"". P.E. GAS LINE TO 50,000 (1) BTU FIRE RING, TO BE RUN 20' OF 1 1/4"". P.E. GAS LINE TO 50,000 BTU (2) FIRE RING, TO BE RUN 15' OF 1 1/4"" ALL TO BE 18"" UNDERGROUND, WITH 14 GAUGE TRACER WIRE & APPROVED TRANSITION RISER. SW GAS.","1100","RES","0","Res (OTH) -- Plumbing","MILLENNIUM GAS SERVICES LLC","P.O. BOX 1823 HIGLEY AZ 85236 ",,"31213409",,"MILLENNIUM GAS SERVICES LLC",,,"N","33.318388","-111.59329","POINT (-111.59329 33.318388)"
"BLD2017-04122","BLD2017-04122","2222 E KNOLL ST","2222","E","KNOLL","ST",,"1","2017-06-22T00:00:00.000","2017","Jun",,,,"2017","Issued","RELOCATED DRIVEWAY WITH NEW CURB CUTS. TAKE DOWN STONE WALLS AND WROUGHT IRON SIGN AND CLOSE OFF OLD DRIVEWAY AND INSTALL TWO NEW DRIVEWAYS, ONE GOING BACK AND ONE CIRCULAR WITH CURB AND SIDEWALK.","1500","RES","0","Res (OTH) -- Non-Structural","VINCON ENGINEERING CONSTRUCTION LLC","1831 N ROCHESTER MESA AZ 85205 ",,"14107002P",,"TROY COLBY",,,"N","33.452536","-111.782609","POINT (-111.782609 33.452536)"
"BLD2016-00806","BLD2016-00806","1665 W AUBURN ST","1665","W","AUBURN","ST",,"3","2016-05-25T00:00:00.000","2016","May","2016-06-08T00:00:00.000","2016","Jun","2016","Finaled","INSTALL A NEW FIRE SPRINKLER SYSTEM. ","3500","COM","0","Com (OTH) -- Fire Sprinklers","ACTION AUTOMATIC FIRE & SAFETY SERV","18214 N 113TH AVE SURPRISE AZ 85374 ",,"13565048",,"STACY FLOOD",,,"N","33.41755","-111.867631","POINT (-111.867631 33.41755)"
"BLD2016-01452","BLD2016-01452","7652 E SUMMIT TRAIL ST","7652","E","SUMMIT TRAIL","ST",,"5","2016-05-03T00:00:00.000","2016","May",,,,"2016","Finaled","DESERT UPLANDS-BUILDING ENVELOPE LOT.  REF: BLD2015-03628 ADDENDA TO UPGRADE EXISTING CLASS 400 GAS METER. NEW FIREPLACE AND LOG LIGHTER WERE ADDED TO THE ORIGINAL LOAD. NEW DEMAND IS INCREASED TO 875KBTUs.  ALL CONSTRUCTION RELATED TO GAS LINES, BBQ, LOG LIGHTER  AND POOL EQUIPMENT IS WITHIN APPROVED BUILDING ENVELOPE, PRIVACY FENCE AND DISTURBANCE AREA. NO NEW DISTURANCE IS INCLUDED WITH THIS PERMIT.  EXISTING TEMPORARY PROTECTIVE FENCE (BLD2015-04867) IS REQUIRED TO REMAIN IN PLACE AT ALL TIMES DURING CONSTRUCTION OF THE HOME, POOL AND GAS LINES AND EQUIPMENT.  ALL AREAS OUT OF THE APPROVED DISTURANCE AREA SHALL REMAIN UNDISTURBED AT ALL TIMES. SEPARATE ZONING INSPECTION IS REQUIRED PRIOR TO FINAL BUILDING INSPECTIONS.",,"RES","0","Res (MSC) -- Swimming Pool",,"   ",,"21918843",,"THOR NELSON",,,"N","33.493853","-111.665788","POINT (-111.665788 33.493853)"
"BLD2016-05848","BLD2016-05848","1840 S VAL VISTA DR","1840","S","VAL VISTA","DR",,"2","2016-10-11T00:00:00.000","2016","Oct",,,,"2016","Issued","PBI - TENANT IMPROVEMENT TO CHANGE A MEXICAN RESTAURANT TO A BRAZILIAN STEAKHOUSE. NO CHANGE OF OCCUPANCY OR USE. NO NEW ELECTRICAL PANELS OR METERS. DEFERRED HOOD SUPPRESSION.
","150000","COM","759744.9","Com (OTH) -- Renovations/Remodels","P T CONSTRUCTION LLC","1516 E OAK RD SAN TAN VALLEY AZ 85140 ","2016-11-04T00:00:00.000","14065216",,"MESA GRILLS LLC",,,"N","33.381996","-111.754382","POINT (-111.754382 33.381996)"
"BLD2017-01907","BLD2017-01907","11046 E TUPELO AVE","11046","E","TUPELO","AVE",,"6","2017-04-03T00:00:00.000","2017","Apr",,,,"2017","Issued","NEW MASTER PLAN FOR BELLA VIA 4026-7. DETACHED TWO STORY SINGLE FAMILY RESIDENCE, FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES, THREE CAR TANDEM GARAGE WITH FOUR BEDROOMS AND A FIFTH BEDROOM OPTION W/TWO CAR GARAGE. GAS AND ELECTRIC. HOUSE IS 2,713 SF PLUS AN 82 SF EXTENSION TO REAR OF HOUSE AS AN OPTION =2,795 SF.  FACADE ARTICULATION WAIVER THIS PLAN CAN ONLY BE BUILT ON A MAXIMUM OF 40% OF THE LOTS OF EACH FINAL PLATTED PARCEL/SUBDIVISION FOR WHICH THIS SERIES IS APPROVED FOR.",,"RES","369049.82","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"31213561",,"PULTE HOMES CORPORATION","1","1","Y","33.314948","-111.595039","POINT (-111.595039 33.314948)"
"BLD2016-05860","BLD2016-05860","7561 E KEATS AVE","7561","E","KEATS","AVE",,"6","2016-11-03T00:00:00.000","2016","Nov","2017-01-17T00:00:00.000","2017","Jan","2016","Finaled","INSTALL SMOKE ALARM AND WATER FLOW DETECTION SYSTEM IN GROUP HOME","4300","RES","0","Res (OTH) -- Fire Alarms","CINTAS FIRE PROTECTION","2929 W CLARENDON AVE PHOENIX AZ 85017 ",,"30908228",,"CINTAS FIRE PROTECTION",,,"N","33.376926","-111.669143","POINT (-111.669143 33.376926)"
"BLD2017-01908","BLD2017-01908","6859 E POSADA CIR","6859","E","POSADA","CIR",,"6","2017-03-22T00:00:00.000","2017","Mar","2017-09-13T00:00:00.000","2017","Sep","2017","Issued","MASTER PLAN #230.1903 FOR KB HOME @HIGLEY HEIGHTS FOR TWO STORY 1903 S.F. HOME WITH 2 CAR GARAGE. HOUSE HAS A POST TENSION SLAB.  FIRE SPRINKLER PLAN OPTION FOR KB HOMES  MASTER PLAN #1903  MST2015-00051. SEE ADDENDUM MST2015-00138.SEE ADDENDUM MST2016-00113 THE VILLAS AT SONORAN RIDGE.",,"RES","249691.86","Res (SFR) -- Single Family (Detached)","KB HOME PHOENIX INC","10429 S 51ST STREET SUITE 100 PHOENIX AZ 85044 ",,"30417808",,"KB HOMES","1","1","Y","33.359206","-111.685522","POINT (-111.685522 33.359206)"
"PMT17-03289","PMT17-03289","1508 N ALTA MESA DR 136 MESA","1508","N","ALTA MESA","DR","136","5","2017-09-12T00:00:00.000","2017","Sep","2018-07-20T00:00:00.000","2018","Jul","2017","C of C Issued","TOWNHOUSE TYPE ""A"" REF BLD2008-03012","329998.99","RES",,"Single Family (Attached)","JEFF ROGERS CUSTOM HOMES, INC","4320 E BROWN RD #109",,"14184819",,"jeff rogers custom homes","1","1","Y","33.443646","-111.707433","POINT (-111.707433 33.443646)"
"PMT17-04800","PMT17-04800","446 N HIGLEY RD 103 MESA","446","N","HIGLEY","RD","103+","2","2017-12-13T00:00:00.000","2017","Dec","2018-02-05T00:00:00.000","2018","Feb","2017","C of O Issued","TENANT IMPROVEMENT SUITE 103 (COMBINING SUITE 103 AND 104) VET CLINIC. LESS THAN 9 FIRE SPRINKLER HEADS WILL BE MODIFIED AND/OR ADDED.","348279.68","COM",,"Tenant Improvement (Interior Only)","STERLINGCM LLC","PO BOX 17069","2018-02-05T00:00:00.000","14016004G",,"Sterling-CM",,,"N","33.42384","-111.719737","POINT (-111.719737 33.42384)"
"BLD2016-05874","BLD2016-05874","2528 E MCKELLIPS RD","2528","E","MCKELLIPS","RD","20","1","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Issued","OTC - ELECTRICAL PERMIT TO REPLACE 100AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1925","RES","0","Res (OTH) -- Electrical","FLATIRON ELECTRIC LLC","PO BOX 3819 APACHE JCT AZ 85117 ",,"14108001E",,"FLATIRON ELECTRIC, INC",,,"N","33.454072","-111.775705","POINT (-111.775705 33.454072)"
"BLD2017-00423","BLD2017-00423","235 N SANDAL ","235","N","SANDAL",,,"2","2017-01-31T00:00:00.000","2017","Jan","2017-06-08T00:00:00.000","2017","Jun","2017","Finaled","2-STORY 2,480 S.F. SFR FRAME CONSTRUCTION WITH EAGLE ROOF TILE ROOFING.4 BEDROOMS, 2.5 BATHS, 2-CAR GARAGE.
POST TENSION SLAB, ELECTRIC & GAS APPLIANCES. GAS TOTAL REQUIRED CAPACITY ?STANDARD = 290,000 BTU (CLASS 250 METER); TOTAL REQUIRED OPTIONS CAPACITY = 440,000 (CLASS 400 METER).
GAS DEVELOPED LENGTH= 86' FT. WATER DEVELOPED LENGTH = 60 FT. WATER METER  3/4"", SUPPLY LINE 1"". REF PERMIT #MST2016-00028 FOR FIRE SPRINKLERS. 
",,"RES","249071.84","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD SUITE 200 SCOTTSDALE AZ 85250 ","2017-06-06T00:00:00.000","14149525",,"WILLIAM LYON HOMES INC","1","1","Y","33.420198","-111.707249","POINT (-111.707249 33.420198)"
"BLD2016-00854","BLD2016-00854","6309 E BAYWOOD AVE","6309","E","BAYWOOD","AVE",,"2","2016-03-09T00:00:00.000","2016","Mar",,,,"2016","Finaled","PBI: DEFERRED FIRE ALARM MODIFICATIONS, FEES PAID UNDER PERMIT #BLD2015-07243.",,"COM","0","Com (OTH) -- Deferred Fire Alarms","COMPASS FIRE & SECURITY LLC","3961 E CHANDLER BLVD #111-313 PHOENIX AZ 85048 ",,"14157048B",,"COMPASS FIRE & SECURITY LLC",,,"N","33.409547","-111.693967","POINT (-111.693967 33.409547)"
"BLD2016-07983","BLD2016-07983","564 W BROWN RD","564","W","BROWN","RD","TP1","0","2016-12-27T00:00:00.000","2016","Dec","2017-05-17T00:00:00.000","2017","May","2016","Finaled","ELECTRIC PED FOR L/S METER - CIP",,"COM","0","Com (OTH) -- Electrical","TALIS CONSTRUCTION CORP","2342 S. MCCLINTOCK DR. TEMPE AZ 85281 ",,"POWER PDSTL",,"CURTIS KRAUSMAN",,,"N","33.435105","-111.843821","POINT (-111.843821 33.435105)"
"BLD2016-07999","BLD2016-07999","504 S MILLER ST","504","S","MILLER","ST",,"4","2016-12-29T00:00:00.000","2016","Dec",,,,"2016","Issued","ABANDON EXISTING GAS LINE-SURFACE MOUNT NEW BLACK IRON GAS PIPE TO EXISTING APPLIANCES","450","RES","0","Res (OTH) -- Plumbing","ANGRY PIPE SOLUTIONS","7510 S PRIEST STE #103 TEMPE AZ 85283 ",,"13921078",,"ANGRY PIPE SOLUTIONS, LLC",,,"N","33.40603","-111.8088","POINT (-111.8088 33.40603)"
"BLD2017-01910","BLD2017-01910","1640 S STAPLEY DR","1640","S","STAPLEY","DR","247","3","2017-04-25T00:00:00.000","2017","Apr","2017-06-28T00:00:00.000","2017","Jun","2017","Finaled","II-B TENANT IMPROVEMENT DEMO OF EXISTING PARTIONS CONSTRUCTION OF NEW PARTITIONS, MECHANICAL, PLUMBING & ELECTRIC TO SUIT NEW LAYOUT. CEILING TO REMAIN. NEW FINISHES AND MILLWORK. DEFERRED FIRE SPRINKLERS AND FIRE ALARM. STRUCTURALS FOR MOVABLE PARTITIONS.","308520","COM","1248811.83","Com (OTH) -- Renovations/Remodels","NEO CONSTRUCTION","4205 N 7TH AVE #301 PHOENIX AZ 85013 ","2017-06-26T00:00:00.000","13911004J",,"PHOENIX DESIGN ONE",,,"N","33.383362","-111.808556","POINT (-111.808556 33.383362)"
"BLD2017-02636","BLD2017-02636","3522 E ENID AVE","3522","E","ENID","AVE",,"2","2017-04-25T00:00:00.000","2017","Apr","2017-05-10T00:00:00.000","2017","May","2017","Finaled","ENCLOSE & CONVERT EXISTING CARPORT TO GARAGE","12000","RES","0","Res (OTH) -- Renovations/Remodels","CHEYENNE CONSTRUCTION  & DEVELOPMEN","1258 E FAIRFIELD ST  MESA AZ 85203 ",,"14046463",,"CHEYENNE CONSTRUCTION & DEVELOPMENT",,,"N","33.397927","-111.75538","POINT (-111.75538 33.397927)"
