"inventory_id","department","name","description","data_classfication","creation_date","publication_status","dataset_id","dataset_link","domain","category","contact_email","source_system","data_change","data_classification_comment"
"53","Engineering","Utility Permits","Information about turnaround time of Right of Way (ROW) Group processing standard utility permits (UTL). The UTL permit is generally for companies that hold a license or franchise agreement with the City, such as Zayo Fiber Solutions, Cox Communications and Southwest Gas. The data sets are pulled directly from the DIMES system (Digital Innovation for Mesa’s Electronic Services).","Protected",,"Reviewed",,,,"Engineering","xEngineeringData@MesaAZ.gov","Accela","Daily",
"54","Engineering","Customer Service Evaluations","The application that creates this dataset is utilized to solicit, record, and report the evaluation of the Engineering Department performance on each completed project.  A survey is submitted to the appropriate client department at the completion of a project.  The results of the survey are distributed to Engineering Department Management for review.  The data is used to identify needs for improvement including processes and training of staff.","Sensitive",,"Reviewed",,,,"Engineering","xEngineeringData@MesaAZ.gov","Local database","Daily",
"55","Engineering","CIP Projects Schedule and Budget","The data sets is directly linked to CIPMesa, the Engineering Department’s electronic project management software. Includes project level information such as project status, budget, etc.","Sensitive",,"Reviewed",,,,"Engineering","xEngineeringData@MesaAZ.gov","CIP Mesa","Daily",
"56","Engineering","City Owned Property","Properties by address and parcel number currently owned or sold by the City. Properties may or may not include buildings. Typically, addresses are included only if a building exists.","Public","2018-01-31T17:07:00.000","published","xms2-ya86","https://data.mesaaz.gov/d/xms2-ya86","data.mesaaz.gov","Zoning & Property","xEngineeringData@MesaAZ.gov",,"yearly",
"57","Environmental Management and Sustainability","Energy Conservation and Renewable Energy","Data about energy conservation activites, energy conserved and renewable energy prodcued","Not Documented",,"Not Documented",,,,"Environmental Management and Sustainability","xEnvironmentalManagementAndSustainabilityData@MesaAZ.gov","Local database","monthly",
"58","Environmental Management and Sustainability","SRP Rebates","Information about SRP Rebates received","Not Documented",,"Not Documented",,,,"Environmental Management and Sustainability","xEnvironmentalManagementAndSustainabilityData@MesaAZ.gov","Open Budget Portal","monthly",
"59","Environmental Management and Sustainability","Recyling Diversion","Information about recyling barrels collected and routes","Sensitive",,"Reviewed",,,,"Environmental Management and Sustainability","xEnvironmentalManagementAndSustainabilityData@MesaAZ.gov",,"Daily",
"64","Environmental Management and Sustainability","Solid Waste - Customer Call Time","Dataset covers call response times for Solid Waste customer service team. This measure is to track the amount of time a caller spends in the electronic queue before speaking with a customer service specialist. Calls are from residents, businesses and contractors requesting paid trash and recycling services. The City of Mesa competes with private haulers for these open-market services.","Public","2019-07-25T13:24:00.000","published","q7er-v243","https://citydata.mesaaz.gov/d/q7er-v243","citydata.mesaaz.gov","Environmental Management and Sustainability",,,"Daily",
"65","Environmental Management and Sustainability","Solid Waste - Barrels Collected","Summarized statistics used for performance measures and describes scheduled and collected curbside trash including black, blue and green barrels.  Black barrels are considered regular trash destined for landfill. Green barrels are for recycling of green yard waste. Blue barrels are for recycling of paper, some plastics, glass and metal cans.","Public","2019-04-17T09:30:00.000","published","xs8f-aset","https://citydata.mesaaz.gov/d/xs8f-aset","citydata.mesaaz.gov","Environmental Management and Sustainability",,,"Daily",
"66","Environmental Management and Sustainability","Neighborhood Cleanup Program Participation","Information about participation in the City's Neighborhood Cleanup program formerly known as residential Clean Sweep / Green Sweep. This program provides roll-off containers for residents to use for cleanup events. The program is funded by a portion of the Mesa Green and Clean Fee and eligible Mesa residents can schedule a neighborhood cleanup event once every 12 months. In addition to resident or Homeowner Association initiated clean-up events, the City also initiates neighborhood cleanup efforts in partnership with volunteer groups, PD, Fire or Code Officers. Location information is summarized to the 100-block level and is not an exact location where the cleanup event took place. For more information about the program visit: http://www.mesaaz.gov/residents/solid-waste-trash-recycling-/trash-recycling-for-single-family-homes/clean-sweep-green-sweep-program","Public","2018-04-10T11:39:00.000","published","ezd3-5uad","https://data.mesaaz.gov/d/ezd3-5uad","data.mesaaz.gov","Neighborhoods","xEnvironmentalManagementAndSustainabilityData@MesaAZ.gov",,"monthly",
"67","Environmental Management and Sustainability","Solid Waste Route Demographics","Selected demographic information by solid waste collection routes.","Public","2019-01-16T07:51:00.000","published","sikc-7stp","https://data.mesaaz.gov/d/sikc-7stp","data.mesaaz.gov","Energy & Utilities","xEnvironmentalManagementAndSustainabilityData@MesaAZ.gov",,"Annual",
"68","Financial Services","Vendor Payments","Listing of payments made to vendors. Includes Paid Date, Payee, Amount and the accounting string that describes which fund and organizational department benefited from the transaction.  The data contained on this website is for informational purposes only and represents vendor payments for the City of Mesa. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Mesa vendor names have been redacted for confidentiality and safety issues; therefore not all vendor names are represented. Any payments referenced as Personal Services are benefits relevant to payroll but are not specific to employee wages. Prior to May 1, 2014, debt service payments were not recorded as a check payments and are not represented in this data. ASRS and Utility payments are not recorded as check payments and are not represented in this data. Information of a sensitive or secure nature has been flagged as “Redacted”.","Public","2018-01-22T15:42:00.000","published","j7s9-qiuq","https://data.mesaaz.gov/d/j7s9-qiuq","data.mesaaz.gov","Financials","xFinancialServicesData@MesaAZ.gov",,"monthly",
"69","Financial Services","Debt Service","Principal and interest due on City and community facilities district debt (bonds, obligations, loans, etc.).","Public","2018-09-18T08:35:00.000","published","p2t3-kgkn","https://data.mesaaz.gov/d/p2t3-kgkn","data.mesaaz.gov","Financials","xFinancialServicesData@mesaaz.gov",,"Occasionally",
"70","Falcon Field Airport","Falcon Field Household Complaints","Information about the number of households filing noise or other complaints about aircraft each month with Falcon Field Airport. Note: A household may be a residential, commercial or industrial location.","Sensitive",,"Reviewed",,,,"Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov",,"Daily",
"71","Falcon Field Airport","Falcon Field Tenants","Information about tenants based at Falcon Field Airport.","Sensitive",,"Reviewed",,,,"Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov",,"Daily",
"72","Falcon Field Airport","Falcon Field Airport Operations","Information about airport operations at Falcon Field and is sourced from information published by the Federal Aviation Administration (FFA) Operational Network Airport Code = FFZ","Public","2019-01-23T08:47:00.000","published","ddkr-5u2f","https://citydata.mesaaz.gov/d/ddkr-5u2f","citydata.mesaaz.gov","Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov","FFA","Monthly",
"73","Falcon Field Airport","Falcon Field Aircraft","Information about aircraft based at Falcon Field Airport.","Public",,"Reviewed",,,,"Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov",,"Daily",
"158","Falcon Field Airport","Aircraft Fuel","Fuel sold to airport tenants and aircraft","Not Documented",,"Not Documented",,,,"Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov","Fuel Flowage, iNovah, spreadsheets","Not Documented",
"159","Falcon Field Airport","Airport Runway Inspections","Daily runway inspections are recorded by the airport operations staff in a paper log book. Inspections are performed a minimum of twice daily unless there is an accident/incident requiring additional inspections. Each time an inspection is performed, it is recorded in the log book.This log book is stored in the Operations Shop building at Falcon Field Airport.","Not Documented",,"Not Documented",,,,"Planes, Trains & Automobiles","xFalconFieldAirportData@mesaaz.gov","Log book","Not Documented",
"74","Fire and Medical","Fire and Medical Incidents Dispatched in City of Mesa","Information about incidents dispatched by Fire & Medical for service within the City of Mesa. All dispatch and response times are based on calls received and dispatched by Mesa Regional Dispatch Center (MRDC) only. Calls to 911 are routed by a 911 Control Office to a primary public safety answering point (PSAP). The primary PSAP for emergency calls in the City of Mesa is Police 911 dispatch. Fire and Medical calls are transferred to the MRDC, a secondary PSAP for dispatch. Call handling and response times in this dataset do not include primary PSAP receive, handle and transfer times. 

Visit https://www.fcc.gov/general/9-1-1-and-e9-1-1-services and http://www.mesaaz.gov/residents/fire-medical/divisions-sections/dispatch-deployment for more information. Also see http://www.mesaaz.gov/residents/police/divisions/communications/how-does-911-work for additional information about using 911.","Public","2018-03-22T15:51:00.000","published","978b-jvw8","https://data.mesaaz.gov/d/978b-jvw8","data.mesaaz.gov","Public Safety","xFireAndMedicalData@MesaAZ.gov","Fire CAD","Daily",
"75","Fire and Medical","Fire and Medical Opioid Overdose Incidents","Confirmed cases of opioid overdose, locations are not actual but instead rounded to approximately 1/3 mile increments. Opioid overdose confirmed by 1) patient or witness verification, 2) Opioid found on scene or 3) positive response to Narcan treatment. For more information on opioid drugs see https://www.drugabuse.gov/drugs-abuse/opioids","Public","2018-05-17T12:15:00.000","published","qufy-tzv6","https://data.mesaaz.gov/d/qufy-tzv6","data.mesaaz.gov","Public Safety","xFireAndMedicalData@MesaAZ.gov",,"daily","Actual location rounded to 1/3 mile increments to protect patient privacy"
"76","Fire and Medical","Streets Network","Dataset is derived from an existing network managed by Mesa Fire and Medical. Includes all streets data collected, maintained and used by Maricopa Regional 911 (MR911).","Public","2018-11-06T07:07:00.000","published","y3aj-3i5y","https://data.mesaaz.gov/d/y3aj-3i5y","data.mesaaz.gov","Planes, Trains & Automobiles","xFireAndMedicalData@MesaAZ.gov",,"As Needed",
"150","Fire and Medical","Immunizations","ASIIS (Arizona State Immunization Information System) is the state's tracking system for immunization and consists of information including number of immunizations, type, patient demographics, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov",,"Not Documented",
"151","Fire and Medical","Fire Injuries Database","This database tracks employee injuries, type, source of injury, duration, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Access Database","Not Documented",
"152","Fire and Medical","Fire Maitenance Database","Apparatus, Orders, Parts and Equipment, Issue, Duration, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Access Database","Not Documented",
"153","Fire and Medical","Firehouse","FireHouse pulls data from CAD Integraph, Telestaff, and direct input from employee users.  Main types of information:  Incident and Unit based information (non-medical related) i.e. call types, response times, unit availability and dispatch, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Firehouse","Not Documented",
"154","Fire and Medical","Employee Training","Sworn employee training records including the training required, completed, pending, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Target Solutions","Not Documented",
"155","Fire and Medical","Patient Care Reporting","Sworn employee training records including the training required, completed, pending, etc.","Protected",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Zoi ePCR","Not Documented","Includes PHI covered by HIPPA"
"156","Fire and Medical","Fire Management Information (MIS)","Management Information System (MIS) database includes various information related to incoming 911 incident calls and dispatc",,,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","MIS","Not Documented",
"157","Fire and Medical","Fire Programs","Data collected about various fire programs and tracking including media contacts, adult education / community outreach events, new customer contacts, high utilizer calls, ambulance safety incidents, etc.","Not Documented",,"Not Documented",,,,"Public Safety","xFireAndMedicalData@MesaAZ.gov","Excel spreadsheets","Not Documented",
"77","Fleet Services","Fleet Services - Preventative Maintenance","Information about preventative maintenance performed by Fleet Services","Public","2019-05-22T10:49:00.000","published","2eie-xgwu","https://citydata.mesaaz.gov/d/2eie-xgwu","citydata.mesaaz.gov","Fleet Services",,,"Daily",
"78","Fleet Services","Fleet Services - Repair","This dataset describes the repair work done by Fleet Services","Public","2019-03-21T14:05:00.000","published","dxp5-uzjy","https://citydata.mesaaz.gov/d/dxp5-uzjy","citydata.mesaaz.gov","Fleet Services",,,"Daily","Equipment descriptions are protected. ome equipment such as vehicles are for undercover law enforcement activities and is marked as “Undercover” in the equipment description field. These values would need to be redacted to protect the confidentiality of undercover law enforcement activities."
"79","Fleet Services","Fleet Parts Inventory","Describes the status of parts inventory in the Fleet Services department.","Public","2019-04-02T16:59:00.000","published","kcmk-yah6","https://citydata.mesaaz.gov/d/kcmk-yah6","citydata.mesaaz.gov","Fleet Services",,,"Monthly",
"80","Human Resources","Employee Demographics","Data represents the ethnicity, gender, Equal Employment Opportunity Commission (EEOC) classification and Sworn status for current City of Mesa Employees.  Although ethnicity classification is generally self-reported by the employee, in cases where an employee does not wish to self-report, an HR representative is required to enter an ethnicity code based upon observation. Ethnicity codes are defined according to Equal Employment Opportunity Commission's (EEOC) categories: Hispanic White (not of Hispanic origin) Black (not of Hispanic origin) Asian or Pacific Islander, American Indian or Alaskan Native.","Public","2018-01-26T16:18:00.000","published","i2xq-rqs6","https://data.mesaaz.gov/d/i2xq-rqs6","data.mesaaz.gov","City Operations","xHumanResourcesData@MesaAZ.gov",,"daily",
"81","Human Resources","Police Employee Demographics & Community Profile Summary","Summary data for Police employees compared with community profile. Community demographics by race/ethnicity is provided by a third party GIS mapping and demographics provider (ESRI community analyst) profile estimates for population located in Mesa, AZ as of 2017. Note that detailed employee data can be found in the Employee Demographics dataset. See Source Link below.","Public","2018-01-29T13:01:00.000","published","wfmq-6c7c","https://data.mesaaz.gov/d/wfmq-6c7c","data.mesaaz.gov","City Operations","xHumanResourcesData@MesaAZ.gov",,"daily",
"160","Human Resources","Employee Information","Employee information, benefits, payroll, training, education, etc.","Protected",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Advantage HRM","Daily","Contains PHI"
"161","Human Resources","Job Study","HRM houses the approved request from departments for a job study to be performed and who is being reviewed. The information is relational to the turnaround time for a job study is housed int eh Access database with other relational reportable informatio","Not Documented",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Advantage HRM and Access DB","Not Documented",
"162","Human Resources","Tuition Reimbursment","Total number of employees who utilize the tuition reimbursement program is tracked at the employee level.","Not Documented",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","SharePoint","Not Documented",
"181","Transportation","Traffic Signals","Information about traffic signal timing, audits, etc.","Not Documented",,"Not Documented",,,,"Planes, Trains & Automobiles","xTransportationData@MesaAZ.gov",,"Daily",
"163","Human Resources","Employee Recruitment","The NeoGov system tracks all levels of recruitment including the requisition receipt date, who the recruitment is assigned to, where the position will be advertised from and when the recruitment is closed, how many applications were screened in total.  There is not an accessible database for City staff to report against but using the provided report building tool - Report Builder, the metrics can be pulled, analyzed and shared.","Not Documented",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","NeoGov","Daily","Contains PHI"
"164","Human Resources","Citywide Employee Training and Course Evaluations","The data for the Customer Satisfaction Surveys are submitted on paper and manually reviewed.  The data is then populated into the Performance Metric spreadsheet for this particular measure.  The spreadsheet contains the date of the course, the average customer development score based on what is submitted on the surveys.",,,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Spreadsheets","Not Documented",
"165","Human Resources","Employee Timekeeping","Timecard, activity time accounting, payroll, approvals, etc","Protected",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Kronos","Daily","Contains PHI"
"166","Human Resources","Employee Safety, Accidents, Injuries and Claims","Employee workplace injuries, workers comp claims, employee lost time, accidents reported, liability payments, etc.","Protected",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","RiskMaster","Daily","Contains PHI, HIPPA and other information protected by state and federal law."
"167","Human Resources","Employee Trust Fund","Trust fund balance, revneues/expenditures","Not Documented",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Advantage FIN","Daily",
"168","Human Resources","Employee Learning Center","Employee Training Registration and Information System","Not Documented",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","In-House Web Application & SQL","Daily","Contains PHI"
"169","Human Resources","Wellness Center Information","Information about wellness center visits","Protected",,"Not Documented",,,,"City Operations","xHumanResourcesData@MesaAZ.gov","Vendor Reports","Daily","Contains PHI protected by HIPPA"
"170","Library Services","Library Security Gates","Count number of patrons as they enter and exit Library facilities","Public",,"published",,,,"Recreation & Culture","xLibraryServicesData@MesaAZ.gov","Bibliotheca","Daily",
"82","Information Technology","Communications - Availability of TOPAZ Network","The TOPAZ Regional Wireless Cooperative (TRWC) is a multi-jurisdictional radio network whose members are the City of Apache Junction, the Fort McDowell Yavapai Nation, the Town of Gilbert, the City of Mesa, the Town of Queen Creek, the Rio Verde and the Superstition Fire & Medical districts.  The TOPAZ voice radio network has a standalone system that monitors the radio system and records events that occur with the network. These events include the interruptions or failures that are counted for purposes of availability of the TOPAZ voice radio network. These event records include the time the interruption or failure began, the time the interruption or failure ended, and the time service returned to normal. This provides the duration of the event and is thus recorded in a log for inclusion in reports and metrics. Impairment means available, but not full capacity.  In the TOPAZ network, impairments are usually not visible due to overlap in the radio site coverage or redundancy.","Public","2019-05-22T12:32:00.000","published","iitq-ftrq","https://citydata.mesaaz.gov/d/iitq-ftrq","citydata.mesaaz.gov","Information Technology",,,"Monthly",
"83","Information Technology","IT Performance Customer Satisfaction","This is an annual customer survey sent out to all City of Mesa employees administered in batches.  City employees are divided into four batches, and a survey is administered to one back each quarter until all employees have received the survey. The survey asks employees to rate their overall satisfaction with Information Technology Services. This metric reports the score of those who report satisfied or very satisfied with overall performance of IT services","Public","2019-04-30T14:51:00.000","published","t3t3-7hsk","https://citydata.mesaaz.gov/d/t3t3-7hsk","citydata.mesaaz.gov","Information Technology",,,"Quarterly",
"84","Information Technology","ITD Application and Enterprise Availability",":  Zabbix, an open-source monitoring software tool, is reporting the availability of applications and infrastructure.  Applications include Advantage, CIS, Kronos, Accela, Judicial Services, GIS, CMMS, and more. It is a roll up of 91 monitors.  Infrastructure reports the enterprise platforms, which includes server, storage, network, IVR/ACD and UC platforms. It is a roll up of 57 monitors. The monitors include scheduled down time, which includes scheduled maintenance and upgrades.  It also includes the routine downtime for Advantage The available time is converted to a percentage rounded to four 9s.  The data set is coming from on ITD dashboard that is currently pulling the monitors’ data from Zabbix.","Public","2019-05-20T10:53:00.000","published","xceu-y3zn","https://citydata.mesaaz.gov/d/xceu-y3zn","citydata.mesaaz.gov","Information Technology",,,"Daily",
"85","Information Technology","Wifi Activity - City Owned Access Points","Wifi Activity as connected to city-owned access points. Note: only devices that connected to an SSID is listed. Note that SSID @mesa generally reflects WiFi sessions by members of the public (non city employees or city devices). Other devices that may have been in the area but did not connect are not included. Sensitive fields such as device MAC address have been scrambled and are not actual addresses. However, although these have been changed, the uniqueness and mobility of the device has been maintained for listed sessions.","Public","2019-01-02T15:48:00.000","published","2vtm-mpvz","https://data.mesaaz.gov/d/2vtm-mpvz","data.mesaaz.gov","General","xInformationTechnologyData@MesaAZ.gov",,"daily",
"86","Information Technology","Council District","GIS layer polygons defining council district boundaries","Public","2018-11-20T07:23:00.000","published","4scp-vfkf","https://data.mesaaz.gov/d/4scp-vfkf","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Monthly",
"87","Information Technology","Street Right-of-Way","Legally defined right-of-way boundary for streets within Mesa planning area (won’t include recorded or permitted right-of-way). Data represents street ROW from the City’s inception and is continually updated as changes or additions are made. Related dataset is Street Centerline located at https://data.mesaaz.gov/dataset/Street-Centerline/9uib-89q3.","Public","2018-10-30T12:16:00.000","published","8g2n-xjsk","https://data.mesaaz.gov/d/8g2n-xjsk","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Monthly",
"88","Information Technology","City Parcel Polygons","This dataset provides information regarding the location of existing parcel areas, which are defined as Maricopa County Assessor taxable areas within the City of Mesa.  Data represents the City’s current parcels and is reconciled monthly with the Maricopa County Assessor’s published parcel numbers. This dataset also shows the floor the parcel occupies, when the parcel was created and the Maricopa County Assessor assigned parcel number (APN). Displays parcel polygons with Maricopa County Assessor parcel number within the City of Mesa.  Can be used for a variety of displays and analysis; legally defined areas, taxation purposes, etc.","Public","2018-11-20T10:19:00.000","published","8mhi-jyh8","https://data.mesaaz.gov/d/8mhi-jyh8","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Weekly",
"89","Information Technology","Street Centerline","Existing centerlines of streets within the Mesa planning area (won’t include recorded or permitted centerlines). Foundation for spatial-based priorities such as traffic counts/flow counts, traffic speeds, economic development, emergency response, etc. Data represents streets from the City’s inception and is continually updated as changes or additions are made.","Public","2018-11-06T10:35:00.000","published","9uib-89q3","https://data.mesaaz.gov/d/9uib-89q3","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Monthly",
"90","Information Technology","Railroad Right-of-Way","Legally defined right-of-way (ROW) boundary of railroads within Mesa planning area. Most documents that describe rail road rights-of-way are deeds or survey documents. Data represents railroads ROW from the City’s inception and is updated when changes are made to the railroad ROW. Railroad ROW depicts a major mode of transportation and is a potential factor in economic development and emergency response.","Public","2018-11-20T08:13:00.000","published","a6zi-2c2d","https://data.mesaaz.gov/d/a6zi-2c2d","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Weekly",
"91","Information Technology","Site Address","This dataset provides information regarding the location of existing site addresses within the City of Mesa. Site addresses are active and usable by property owners, the US Post Office, utility companies, etc. The dataset includes unit or suite addresses.","Public","2018-11-19T17:06:00.000","published","fhcb-4bjs","https://data.mesaaz.gov/d/fhcb-4bjs","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Monthly",
"92","Information Technology","Canal Right of Way","Legally defined right-of-way boundary of canals within Mesa planning area. Canals supply much of the water the City uses for drinking water and irrigation of parks and open spaces. Data represents canal right-of-way from the City’s inception and is updated when changes are made to the canal Right of Way (ROW).","Public","2018-10-31T08:54:00.000","published","qhac-p76n","https://data.mesaaz.gov/d/qhac-p76n","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Weekly",
"93","Information Technology","City Boundary","City boundary polygons excluding County islands. Data represents the current extent of the City’s jurisdiction and is updated whenever an annexation occurs. Delineates the boundary of the City which is useful for many projects and maps.","Public","2018-12-12T14:13:00.000","published","qwhq-nske","https://data.mesaaz.gov/d/qwhq-nske","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Monthly",
"94","Information Technology","Canal Centerline","This data set contains the location of the center line of canals that run through the City of Mesa, the jurisdiction each segment falls within, the owner/maintenance provider of the canal and the name of the canal.This data set provides information regarding the location, jurisdiction, owner and name of the canals that bisect or exist within the City of Mesa. Updated as changes are made to the canal alignments","Public","2018-11-20T09:07:00.000","published","y27j-p27b","https://data.mesaaz.gov/d/y27j-p27b","data.mesaaz.gov","Zoning & Property","xInformationTechnologyData@MesaAZ.gov",,"Weekly",
"95","Library Services","Library Programs","Total number of program attendees between all program age groups and all branches.","Public","2018-01-22T10:30:00.000","published","ky59-2xcq","https://data.mesaaz.gov/d/ky59-2xcq","data.mesaaz.gov","Recreation & Culture","xLibraryServicesData@MesaAZ.gov",,"monthly",
"96","Library Services","Library Materials Circulation","Library materials checked out is the number of physical items checked out by library cardholders. These materials include books, DVDs, audio books, et al.  
In 2015 auto renewals were introduced. In 2016 DVD check out period changed from 1 week checkout to 2 weeks.
Descriptions of Materials: 
-Audio CD - Compact Disc (CD) recording of a reading of a book, typically a novel. 
-Audio Kit - A book accompanied by a Compact Disc (CD) recording of a reading of the book. The CD recording is contained in a pocket in the front or back of the book. 
-Board Book - a book for very small children, with the pages pasted to heavy cardboard. 
-Book - A written or printed work consisting of pages glued or sewn together along one side and bound in covers. 
-Book bucket - A zippered bag that contains multiple titles about a specific subject, designed for educators to use with elementary students. 
-Book club kit - Designed for book groups, the kit is a plastic bin with a lid that contains 10 copies of a book and a binder with information about the book to facilitate discussion in a group setting. 
-Culture pass - A Culture Pass gives library users two free tickets to participating local cultural institutions and theater performances. Each household can check out one pass at a time (maximum of two a month). 
-DVD - A type of compact disc able to store large amounts of data, especially high-resolution audiovisual material. 
-Equipment - Other items available for checkout like SRP TrickleStar Plug-In Energy monitors and engraver kits. 
-Express checkout - Copies of current popular titles that only check out for seven (7) days, are specific to each location and cannot be renewed or reserved.
-Interlibrary Loan - A system in which one library borrows a book from another library for the use of an individual. 
-Magazine - A periodical publication containing articles and illustrations, typically covering a particular subject or area of interest. 
-Periodical - a magazine or newspaper published at regular intervals. 
-Playaw...","Public","2018-01-22T11:22:00.000","published","pp6t-iieb","https://data.mesaaz.gov/d/pp6t-iieb","data.mesaaz.gov","Recreation & Culture","xLibraryServicesData@MesaAZ.gov",,"monthly",
"97","Library Services","Library Computer Use","The number of hours persons visiting the Mesa Public Library use the library’s computers to access the Internet.","Public","2018-01-22T13:48:00.000","published","tq9k-iwh3","https://data.mesaaz.gov/d/tq9k-iwh3","data.mesaaz.gov","Recreation & Culture","xLibraryServicesData@MesaAZ.gov",,"monthly",
"98","Mesa Public Schools Research and Evaluation","PSAT Summary of Scores - Mesa Public Schools","Preliminary SAT/National Merit Scholarship Qualifying Test (PSAT) Summary of Scores. Data is reported by High School, School Year and shows the number of students who took the PSAT by grade level, their performance, comparisons with the state and nation. The data also provides the percentage of students considered on track to be college and career ready as measured by the PSAT.  Mesa Public Schools students are not required to take the PSAT test. Beginning in the 2015-16 school year, the district committed funds to pay for any and all students who wish to take the PSAT test. High School counselors work with and encourage students directly in taking the PSAT test.","Public","2018-01-30T16:03:00.000","published","fyt2-545t","https://data.mesaaz.gov/d/fyt2-545t","data.mesaaz.gov","Neighborhoods","Opendata.Info@mesaaz.gov",,"yearly",
"99","Mesa Public Schools Research and Evaluation","Free/Reduced Lunch Percentage - Mesa Public Schools","Students in Mesa Public Schools participating in National School Lunch Program (Free/Reduced) by School Year and School.
1. The report provides claim data for the month of October as reported by School Food Authorities (SFA). An SFA is the governing body which is responsible for the administration of the National School Lunch Program (NSLP). 
2. All data is pertaining to children enrolled at locations that participate in NSLP. Children NOT enrolled at an NSLP participating location cannot technically be approved for free or reduced-price lunches. 
3. The Report is created on January 30th. 
4. The data provided here is NOT equivalent to NCLB indicators that are uploaded to SAIS. 
5. Cells with an asterisk(*) indicate data has been suppressed to meet FERPA requirements. 
6. The Site Level percentage is derived by dividing the sum of all free lunch eligible children AND all reduced-price lunch eligible children by the sum of all free lunch eligible children AND reduced-price lunch eligible children AND paid lunch eligible children. 
For any additional data needs, please visit our Data Management page at www.azed.gov/data/ 
7. Enrollment figures are as of the last day in October","Public","2018-01-25T12:38:00.000","published","smdi-gyww","https://data.mesaaz.gov/d/smdi-gyww","data.mesaaz.gov","Neighborhoods","Opendata.Info@mesaaz.gov",,"yearly",
"100","Mesa Public Schools Research and Evaluation","Student Demographics - Mesa Public Schools","Students Demographics for Mesa Public Schools by School Year and Grade Level 1979-2017","Public","2018-02-01T14:14:00.000","published","svjb-9ytu","https://data.mesaaz.gov/d/svjb-9ytu","data.mesaaz.gov","Neighborhoods","Opendata.Info@mesaaz.gov",,"yearly",
"171","Municipal Court","Court Case Management","Information about and mangaement of court cases","Not Documented",,"Not Documented",,,,"Public Safety","xMunicipalCourtData@MesaAZ.gov","CMS","Daily","Contains PHI"
"172","Parks, Recreation and Community Facilities","Recreation and Aquatics","Informationa about recration and aquatics activities including classes, registrations, facilities, calendar, payments, etc.","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Active Net","Daily","Contains PHI"
"173","Parks, Recreation and Community Facilities","City Convention Center","Information about events, facilities, equipment, calendering, reservations, payments and customers using the city convention center","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Fastbook","Daily","Contains PHI"
"174","Parks, Recreation and Community Facilities","Parks and Recreation Customer Survey","Customer survey data for classes, events, programs, etc hosted by PRCF","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Survey Monkey","Not Documented",
"175","Parks, Recreation and Community Facilities","Facility Work Orders","Work Orders for facilities maintenance staff, city facilities","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","City Works","Not Documented",
