"ident","sex","age","race","education","income","location","respondent_type","health_priority","other_priority"
"R_12rPRWcFYcu1yyv1","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Not Having Health Insurance Coverage","Violent Crime"
"R_12rPRWcFYcu1yyv2","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Suicide","Property Crime"
"R_12rPRWcFYcu1yyv3","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Sexually Transmitted Disease (STDs)","Homelessness"
"R_12rPRWcFYcu1yyv4","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Low School Attendance"
"R_12rPRWcFYcu1yyv5","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Teen Pregnancy","Poor Educational Attainment"
"R_12rPRWcFYcu1yyv6","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_12rPRWcFYcu1yyv7","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Poor Nutrition / Diet",
"R_12syDVpoEhwAeWP1","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident","Traffic Injuries",
"R_12syDVpoEhwAeWP2","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12syDVpoEhwAeWP3","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12syDVpoEhwAeWP4","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12syDVpoEhwAeWP5","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12syDVpoEhwAeWP6","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12syDVpoEhwAeWP7","Female",,"American Indian or Alaska Native (e.g. Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Nome Eskimo Community, etc.)",,,"Ontario","Resident",,
"R_12x3dBYXCRFVLgV1","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Not Having A Usual Source of Care","Violent Crime"
"R_12x3dBYXCRFVLgV2","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Low Physical Activity","Property Crime"
"R_12x3dBYXCRFVLgV3","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Air Quality","Homelessness"
"R_12x3dBYXCRFVLgV4","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Environmental Pollution","Unemployment / Underemployment"
"R_12x3dBYXCRFVLgV5","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Poor Dental Hygiene","High Housing Costs (Purchase or Rental)"
"R_1KlOncW5qc9hZFr7","Female","18 to 43",,,,"San Bernardino City","Resident","Poor Nutrition / Diet",
"R_12x3dBYXCRFVLgV6","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_12x3dBYXCRFVLgV7","Female",,"Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Obesity / Overweight",
"R_12xR5DfaFZoGVpe1","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","High Blood Pressure","Poor High School Graduation Rates"
"R_12xR5DfaFZoGVpe2","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Teen Pregnancy","Property Crime"
"R_12xR5DfaFZoGVpe3","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Obesity / Overweight","Homelessness"
"R_12xR5DfaFZoGVpe4","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident",,
"R_12xR5DfaFZoGVpe5","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident",,
"R_12xR5DfaFZoGVpe6","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident",,
"R_12xR5DfaFZoGVpe7","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident",,
"R_12xpt2u05NJ9Kjb1","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,"Homelessness"
"R_12xpt2u05NJ9Kjb2","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,"Child Abuse"
"R_12xpt2u05NJ9Kjb3","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,
"R_12xpt2u05NJ9Kjb4","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,
"R_12xpt2u05NJ9Kjb5","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,
"R_12xpt2u05NJ9Kjb6","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,
"R_12xpt2u05NJ9Kjb7","Female",,"White or Caucasian (e.g. Anglo, European, etc.)",,,"Ontario","Resident",,
"R_12zO2bRivSCwxNm1",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm2",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm3",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm4",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm5",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm6",,,,,,,"Resident",,
"R_12zO2bRivSCwxNm7",,,,,,,"Resident",,
"R_1CHgzEsQrqb5adP1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Diabetes","Homelessness"
"R_1CHgzEsQrqb5adP2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Suicide","Unemployment / Underemployment"
"R_1CHgzEsQrqb5adP3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","High Blood Pressure","Low College Readiness"
"R_1CHgzEsQrqb5adP4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Cancer","High Housing Costs (Purchase or Rental)"
"R_1CHgzEsQrqb5adP5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Stroke","Domestic Violence"
"R_1CHgzEsQrqb5adP6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Poor Dental Hygiene",
"R_1CHgzEsQrqb5adP7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Fontana","Resident","Poor Nutrition / Diet",
"R_1CJeZHMI7kJHQbd1",,,,,,"Highland","Resident","Delay In Access To Health Care","Low Reading Levels"
"R_1CJeZHMI7kJHQbd2",,,,,,"Highland","Resident","Not Having Health Insurance Coverage","Homelessness"
"R_1CJeZHMI7kJHQbd3",,,,,,"Highland","Resident","Air Quality","Unemployment / Underemployment"
"R_1CJeZHMI7kJHQbd4",,,,,,"Highland","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","High Housing Costs (Purchase or Rental)"
"R_1CJeZHMI7kJHQbd5",,,,,,"Highland","Resident","Teen Pregnancy","Gun Violence"
"R_1CJeZHMI7kJHQbd6",,,,,,"Highland","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1CJeZHMI7kJHQbd7",,,,,,"Highland","Resident","Obesity / Overweight",
"R_1OeRyaf03pvOe0F6","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1Ca2UNCUpDdldJF1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Diabetes","Low Reading Levels"
"R_1Ca2UNCUpDdldJF2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Asthma","Poverty"
"R_1Ca2UNCUpDdldJF3","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Air Quality","Low College Readiness"
"R_1Ca2UNCUpDdldJF4","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","High Blood Pressure","High Housing Costs (Purchase or Rental)"
"R_1Ca2UNCUpDdldJF5","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Low English Literacy"
"R_1Ca2UNCUpDdldJF6","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Cancer",
"R_1Ca2UNCUpDdldJF7","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Colton","Resident","Environmental Pollution",
"R_1CkLcuMljSLztAG1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Diabetes","Low Reading Levels"
"R_1CkLcuMljSLztAG2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Suicide","Traffic Injuries"
"R_1CkLcuMljSLztAG3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Environmental Pollution","Property Crime"
"R_1CkLcuMljSLztAG4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Poor Dental Hygiene","Homelessness"
"R_1CkLcuMljSLztAG5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Unemployment / Underemployment"
"R_1CkLcuMljSLztAG6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Poor Nutrition / Diet",
"R_1CkLcuMljSLztAG7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Montclair","Resident","Obesity / Overweight",
"R_1Cl9jZ1Z9Rpk0cu1","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Delay In Access To Health Care","Poor High School Graduation Rates"
"R_1Cl9jZ1Z9Rpk0cu2","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Not Having A Usual Source of Care","Traffic Injuries"
"R_1Cl9jZ1Z9Rpk0cu3","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Not Having Health Insurance Coverage","Homelessness"
"R_1Cl9jZ1Z9Rpk0cu4","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Suicide","Low School Attendance"
"R_1Cl9jZ1Z9Rpk0cu5","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Cancer","Child Abuse"
"R_1Cl9jZ1Z9Rpk0cu6","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1Cl9jZ1Z9Rpk0cu7","Female","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$50,000 - $74,999","Highland","Resident","Traffic Injuries",
"R_1Cs9IesLOn7Vyta1","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Diabetes","Traffic Injuries"
"R_1Cs9IesLOn7Vyta2","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Low Physical Activity","Poor School Drop Out Rates"
"R_1Cs9IesLOn7Vyta3","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Suicide","Domestic Violence"
"R_1OeRyaf03pvOe0F7","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Obesity / Overweight",
"R_1Cs9IesLOn7Vyta4","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Child Abuse"
"R_1Cs9IesLOn7Vyta5","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Cancer","Poor Public Transportation"
"R_1Cs9IesLOn7Vyta6","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1Cs9IesLOn7Vyta7","Female","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$25,000 - $49,999","Yucaipa","Resident",,
"R_1Cw4qVL6sKs0bb61","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Not Having A Usual Source of Care","Poverty"
"R_1Cw4qVL6sKs0bb62","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Low Physical Activity","High Housing Costs (Purchase or Rental)"
"R_1Cw4qVL6sKs0bb63","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Suicide","Low English Literacy"
"R_1Cw4qVL6sKs0bb64","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Poor Dental Hygiene","Poor Student-Teacher Ratios"
"R_1Cw4qVL6sKs0bb65","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Poor Public Transportation"
"R_1Cw4qVL6sKs0bb66","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Poor Nutrition / Diet",
"R_1Cw4qVL6sKs0bb67","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Rancho Cucamonga","Resident","Obesity / Overweight",
"R_1Cx4wyV4ZXpAnZA1","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Homelessness"
"R_1Cx4wyV4ZXpAnZA2","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident","Poor Nutrition / Diet",
"R_1Cx4wyV4ZXpAnZA3","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident","Obesity / Overweight",
"R_1Cx4wyV4ZXpAnZA4","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident",,
"R_1Cx4wyV4ZXpAnZA5","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident",,
"R_1Cx4wyV4ZXpAnZA6","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident",,
"R_1Cx4wyV4ZXpAnZA7","Female","44 to 64",,"Undergraduate Degree","More than $150,000","Highland","Resident",,
"R_1DCF0YCPbece2Md1",,,,,,,"Resident","Not Having Health Insurance Coverage","Poor High School Graduation Rates"
"R_1DCF0YCPbece2Md2",,,,,,,"Resident","Limited Access To Healthy Foods","Violent Crime"
"R_1DCF0YCPbece2Md3",,,,,,,"Resident","Suicide","Domestic Violence"
"R_1DCF0YCPbece2Md4",,,,,,,"Resident","Air Quality","Child Abuse"
"R_1DCF0YCPbece2Md5",,,,,,,"Resident","Sexually Transmitted Disease (STDs)","Poor Public Transportation"
"R_1DCF0YCPbece2Md6",,,,,,,"Resident","Disabilities (Hearing Loss, Blindness, Etc.)",
"R_1DCF0YCPbece2Md7",,,,,,,"Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1DD6SqRukkFHQIU1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Shortage of Health Professionals","Low Reading Levels"
"R_1DD6SqRukkFHQIU2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Low Physical Activity","Violent Crime"
"R_1DD6SqRukkFHQIU3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Air Quality","High Housing Costs (Purchase or Rental)"
"R_1DD6SqRukkFHQIU4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Environmental Pollution","Gun Violence"
"R_1DD6SqRukkFHQIU5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Walkability / Bikability"
"R_1DD6SqRukkFHQIU6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Respiratory / Lung Disease",
"R_1EXUeRn2wSPq1Uj6","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Poor Nutrition / Diet",
"R_1DD6SqRukkFHQIU7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)",,"San Bernardino City","Resident","Poor Nutrition / Diet",
"R_1DINzA2wSm6Y0Qt1","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Limited Access To Healthy Foods","Property Crime"
"R_1DINzA2wSm6Y0Qt2","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Low Physical Activity","Homelessness"
"R_1DINzA2wSm6Y0Qt3","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Suicide","Poor Educational Attainment"
"R_1DINzA2wSm6Y0Qt4","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Cancer","High Housing Costs (Purchase or Rental)"
"R_1DINzA2wSm6Y0Qt5","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Environmental Pollution","Gun Violence"
"R_1DINzA2wSm6Y0Qt6","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1DINzA2wSm6Y0Qt7","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Upland","Resident","Poor Nutrition / Diet",
"R_1DU4KOmxXnTUmTh1","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Not Having Health Insurance Coverage","Property Crime"
