"granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","fiscal_year_issued","award_amount","grantee_name","address_line_1","address_line_2","city","st","zip"
"Attorney General's Office","02100-2100002000-FY2015-09","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","19929.50","Orange County Court Diversion Prog","PO Box 58",,"Chelsea","VT","05038"
"Attorney General's Office","02100-2100002000-FY2015-09","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","78168.00","Orange County Court Diversion Prog","PO Box 58",,"Chelsea","VT","05038"
"Attorney General's Office","02100-2100002000-FY2015-10","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","24108.23","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Attorney General's Office","02100-2100002000-FY2015-10","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","85908.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Attorney General's Office","02100-2100002000-FY2015-11","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","58988.99","Rutland County Court Diversion &","50 Center Street",,"Rutland","VT","05701"
"Attorney General's Office","02100-2100002000-FY2015-11","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","121822.00","Rutland County Court Diversion &","50 Center Street",,"Rutland","VT","05701"
"Attorney General's Office","02100-2100002000-FY2015-12","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","39059.50","Washington County Diversion Program","322 N. Main St., Ste. 4",,"Barre","VT","05641"
"Attorney General's Office","02100-2100002000-FY2015-12","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","115970.00","Washington County Diversion Program","322 N. Main St., Ste. 4",,"Barre","VT","05641"
"Attorney General's Office","02100-2100002000-FY2015-13","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","39234.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Attorney General's Office","02100-2100002000-FY2015-13","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","101945.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Attorney General's Office","02100-2100002000-FY2015-14","COURT DIVERSION","Special",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","53499.00","Valley Court Diversion Program","PO Box 474",,"White River Jct","VT","05001"
"Attorney General's Office","02100-2100002000-FY2015-14","COURT DIVERSION","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","105351.00","Valley Court Diversion Program","PO Box 474",,"White River Jct","VT","05001"
"BGS Capital Projects","01181-51-HS-001","Greenhouse & Garden Infrastructure improvements","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Another Way Inc","125 Barre St",,"Montpelier","VT","05602-3618"
"BGS Capital Projects","01181-51-HS-002","Renovations at 45 Union St Rutland, VT","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"BGS Capital Projects","01181-51-HS-003","Rehabilitation of a structure","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","18000.00","Rutland County Parent/Child Center","61 Pleasant St",,"Rutland","VT","05701"
"BGS Capital Projects","01181-51-HS-004","two new gas heaters in the preschool building","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","3000.00","Charlotte Children's Center Inc","PO Box 143",,"Charlotte","VT","05445-0143"
"BGS Capital Projects","01181-51-HS-005","Two new stryker stretchers& two new stryker stair charis","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Pownal Rescue Squad","PO Box 334",,"Pownal","VT","05261"
"BGS Capital Projects","01181-51-HS-006","Support for construction exp to refurbish downtown budling for recovery center","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","Turning Point of Windham County","PO Box 1303",,"Brattleboro","VT","05301"
"BGS Capital Projects","01181-51-HS-007","New Windows for the center to conserve heat and make building more usable","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Islands in the Sun Senior Citizens","PO Box 595",,"Alburgh","VT","05440"
"BGS Capital Projects","01181-51-HS-008","Support of expansion of Resource - Barre Location","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Resource","266 Pine St",,"Burlington","VT","05401"
"BGS Capital Projects","01181-51-HS-009","Enhanced safety hygiene and health conditions for seniors of domestic violence & their children","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Women Helping Battered Women","PO Box 1535",,"Burlington","VT","05402"
"BGS Capital Projects","01181-51-HS-010","Expansion of Morrisville Location","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Resource","266 Pine St",,"Burlington","VT","05401"
"BGS Capital Projects","01181-51-HS-011","Repair to Senior Citizens Building","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","4500.00","Pownal Town Treasurer","PO Box 411",,"Pownal","VT","05261"
"BGS Capital Projects","01181-51-HS-012","Additional meeting space for individuals & families seeking recover from addictions","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","3600.00","Turning Point of Franklin County","PO Box 1187",,"St Albans","VT","05478"
"BGS Capital Projects","01181-51-HS-013","2014 HUMAN SERVICE GRANT - Foundation work, clean up basement, plumbing, shelving,electrical work","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","5285.00","Parks Place Community Center Inc","44 School St",,"Bellows Falls","VT","05101"
"BGS Capital Projects","01181-51-REC-001","Rest Room Facilites","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","1658.00","Vermont River Conservancy","29 Main St",,"Montpelier","VT","05602"
"BGS Capital Projects","01181-51-REC-002","Upgrade playground facilties","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","24000.00","Barre Town Treasurer","PO Box 124",,"Websterville","VT","05678-0124"
"BGS Capital Projects","01181-51-REC-003","Wastewater treatment system reconstruction","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","25000.00","Ferrisburgh Town Clerk","PO Box 6",,"Ferrisburgh","VT","05456"
"BGS Capital Projects","01181-51-REC-003","accessible walkways to the pool bath house, playground & skatepark","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","25000.00","Bethel Town Treasurer","PO Box 404",,"Bethel","VT","05032"
"BGS Capital Projects","01181-51-REC-004","Pingree Park Revitalization","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","4000.00","Londonderry Town Treasurer","Londonderry Group","PO Box 118","South Londonderry","VT","05155"
"BGS Capital Projects","01181-51-REC-005","Fencing at little league ball field","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","5675.00","Fairfield Town Treasurer","PO Box 5",,"Fairfield","VT","05455"
"BGS Capital Projects","01181-51-REC-007","Restoration of rec park inc. buidling repairs, tennis court, and other infrastructures","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Shaftsbury Town Treasurer","PO Box 409",,"Shaftsbury","VT","05262"
"BGS Capital Projects","01181-51-REC-008","New & safe playground equipment for the youngest community memebers","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","5000.00","Greensboro Community Child Care Center,","1160 Main Street",,"Greensboro Bend","VT","05842"
"BGS Capital Projects","01181-51-REC-009","New roof on Camp Ingalls, Recreation Facitily","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","7000.00","North Hero Town Treasurer","PO Box 38",,"N Hero","VT","05474"
"BGS Capital Projects","01181-51-REC-010","Improvements to playing field and demolition of building","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","Rutland City Treasurer","PO Box 969",,"Rutland","VT","05702"
"BGS Capital Projects","01181-51-REC-011","Construction of Waitsfield Elementary School Trail","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","8500.00","Mad River Path Association","PO Box 683",,"Waitsfield","VT","05673"
"BGS Capital Projects","01181-51-REC-012","Trail head kiosk & Trail Map","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","1256.00","Barre City Treasurer","6 North Main St Ste 2",,"Barre","VT","05641"
"BGS Capital Projects","01181-51-REC-013","Improvements to the arena electrical system","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","25000.00","Highgate Town Treasurer","PO Box 189",,"Highgate Ctr","VT","05459"
"BGS Capital Projects","01181-51-REC-014","assist in budiling and improving play structures and surfac to be safer at the playgound","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","Randolph Town Treasurer","7 Summer St","Drawer B","Randolph","VT","05060"
"BGS Capital Projects","01181-51-REC-015","new playground equipment at our town rec center","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","15000.00","Montgomery Town Treasurer","PO Box 356",,"Montgomery Ctr","VT","05471"
"BGS Capital Projects","01181-51-REC-016","Updated Playground Equipment","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","12500.00","Johnson Elementary School PTA","57 College Hill Rd",,"Poultney","VT","05656"
"BGS Capital Projects","01181-51-REC-017","2014 RECREATION GRANT-Multi Purpose flooring and equipment fit up","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","12500.00","Cambridge 360, Inc","231 Sweet Rd",,"Cambridge","VT","05444"
"BGS Capital Projects","01181-51-REC-018","2014 RECREATIONAL GRANT AWARD - Construction of cross country trail","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","7811.00","Williamstown Town School District","120 Hebert Rd",,"Williamstown","VT","05679"
"BGS Capital Projects","01181-51-REDG-001","2014 Regional Economic Developement Grant-Design/install-Complete bristol natural play space","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","15000.00","Bristol Downtown Community Partnership","PO Box 413",,"Bristol","VT","05443"
"BGS Capital Projects","01181-51-REG-001","AG Producers to access/create new markets to store frozen products","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","13000.00","Franklin County Industrial Development","163 North Main St","PO Box 1099","St Albans","VT","05478-1099"
"BGS Capital Projects","01181-51-REG-002","facility integration","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","13000.00","Resource","266 Pine St",,"Burlington","VT","05401"
"BGS Capital Projects","01181-51-REG-003","Complete recycling facility, addition & enhancement of current buildings","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","25000.00","TAM Inc","639 North Rd",,"Shaftsbury","VT","05262"
"BGS Capital Projects","01181-51-REG-004","2014 REGIONAL ECONOMIC DEVELOPMENT GRANT - Technology infrastructure to support online learning","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","Landmark College","1 River Rd South","PO Box 820","Putney","VT","05346"
"BGS Capital Projects","01181-51-REG-005","2014 REGIONAL ECONOMIC DEVELOPMENT GRANT-Expanding bottled beer offerings","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","15000.00","Bennington County Industrial Corp","215 South St","PO Box 923","Bennington","VT","05201-0923"
"BGS Capital Projects","01181-51-REG-006","2014 REGIONAL ECONOMIC DEVELOPMENT GRANT-Help local food business w/pre-treatment waste","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","15000.00","Springfield Regional Development Corp","14 Clinton Square Ste 7",,"Springfield","VT","05156"
"BGS Capital Projects","01181-51-REG-007","2014 REGIONAL ECONOMIC DEVELOPMENT GRANT-Primary care medical clinic in Pownal","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","14000.00","Southwestern Vermont Health Care Corp","100 Hospital Dr East","Box 62","Bennington","VT","05201"
"BGS Capital Projects","01181-71-HSGRANT-026","Replace aging roof","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","3800.00","Brandon Senior Citizen Center Inc","1591 Forest Dale Rd",,"Brandon","VT","05733"
"BGS Capital Projects","01181-71-REDG-009","infrastructure improvements to a building previously damaged by fire","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","25000.00","Middlebury Town Treasurer","Municipal Bldg","94 Main St","Middlebury","VT","05753"
"BGS Capital Projects","01181-71-HSGRANT-021","2013 HUMAN SERVICE GRANT - Replacement to the Audubon vistors center","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","2151.00","Audubon Vermont","255 Sherman Hollow Rd",,"Huntington","VT","05462"
"BGS Capital Projects","01181-71-HSGRANT-022","2013 Human Service Grant - repairs to emergency shelter","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","7000.00","Circle","PO Box 652",,"Barre","VT","05641"
"BGS Capital Projects","01181-71-HSGRANT-023","2013 HUMAN SERVICE GRANT - Repaving Parking lot and replace old windows","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","5000.00","Colchester Community Food Shelf","245 Main St",,"Colchester","VT","05446"
"Children and Families","03440-STATEWIDE-FY15-VTMENTOR","Statewide mentoring grant","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","170000.00","Mobius Inc","20 Winooski Falls Way Ste 105",,"Winooski","VT","05404"
"BGS Capital Projects","01181-71-HSGRANT-024","2013 HUMAN SERVICE GRANT - Renovation of the historic 1860's one room schoolhouse in St. George","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","5000.00","St. George Historic & Conservation Trust","35 Barber Road",,"St. George","VT","05495"
"BGS Capital Projects","01181-71-HSGRANT-024","2013 HUMAN SERVICE GRANT- Lighting Improvements & Weatherization","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","10000.00","Islands in the Sun Senior Citizens","PO Box 595",,"Alburgh","VT","05440"
"BGS Capital Projects","01181-71-HSGRANT-025","2013 HUMAN SERVICES GRANT- Upgrading of resident bathrooms in the house","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","9000.00","Dismas of Vermont, Inc.","103 East Allen St",,"Winooski","VT","05404"
"BGS Capital Projects","01181-71-REC-016","ACTS OF 2013 RECRTIONAL GRANT-Access improvements to the recreation area","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","21000.00","West Rutland Town Treasurer","35 Marble St",,"W Rutland","VT","05777"
"BGS Capital Projects","01181-71-REDG-010","2013 REGIONAL ECONOMIC DEVELOPMENT GRANT - Assist local brewery for production facility","Other",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2015","15000.00","Springfield Regional Development Corp","14 Clinton Square Ste 7",,"Springfield","VT","05156"
"BGS Capital Projects","01181-72-HS-017","2012 HUMAN SERVICE GRANTS - kichten equipment for Head start program","Other",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","2015","25000.00","United Counseling Service of Bennington","PO Box 588",,"Bennington","VT","05201"
"BGS Information Centers","01152-FY15 WRJ WELCOME CTR","BGS VICD GRANT TO WRJ WELCOME CTR","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","33000.00","Hartford Town Treasurer","Municipal Bldg","171 Bridge St","White River Jct","VT","05001"
"Buildings & Gen Serv-Capital","01181-51-HSGRANT-027","REPAIR TO HISTORICAL SOCIETY W/EMPHASIS ON DRAINAGE","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","4350.00","Fairfax Town Treasurer","12 Buck Hollow Road",,"Fairfax","VT","05454"
"Buildings & Gen Serv-Capital","01181-51-HSGRANT-028","UPDATED TECHNOLOGY","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","6000.00","United Ways of Vermont and Vermont 2-1-1","PO Box 111",,"Essex Junction","VT","05453"
"Buildings & Gen Serv-Capital","01181-51-REC-006","lighting & other improvements to the Sharon Community Ice Rink","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","2700.00","Health Connections of the Upper Valley","467 Caper St","PO Box 4","N Pomfret","VT","05053"
"Buildings & Gen Serv-Capital","01181-51-REC-019","development of dog park","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","2400.00","Waterbury Village Treasurer","51 S Main St",,"Waterbury","VT","05676"
"Buildings & Gen Serv-Capital","01181-71-REDG-008","construction material, furniture, fixture & services for the lightning jar","Other",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","20000.00","Bennington Town Treasurer","205 South St","PO Box 469","Bennington","VT","052010469"
"Children and Families","03440-10077-15","Reach Up Housing","General",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","22200.00","Good Samaritan Haven","PO Box 1104",,"Barre","VT","05641"
"Children and Families","03440-10112-15","Reach Up Housing","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","46848.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10112-15","Reach Up Housing","General",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","46848.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-20266-14/154PCAV","Child Abuse Prevention","Federal","93.959","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","30000.00","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Children and Families","03440-20266-14/154PCAV","Child Abuse Prevention","Global Comm.","93.778","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","227664.00","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Children and Families","03440-20266-14/154PCAV","Child Abuse Prevention","General",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","277077.00","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Children and Families","03440-20390-WCYSB-15","Statewide Youth Homelessness Services","Global Comm.","93.778","2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","2447822.98","Washington County Youth Service Bureau","PO Box 627",,"Montpelier","VT","05601"
"Children and Families","03440-28110-BARJ15","Restorative Justice for at risk Youth","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","73067.60","Washington County Diversion Program","322 N. Main St., Ste. 4",,"Barre","VT","05641"
"Children and Families","03440-28305-BARJ15","Restorative Justice for at risk Youth","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","63934.16","Lamoille Restorative Center","PO Box 148",,"Hyde Park","VT","05655"
"Children and Families","03440-28312-BARJ15","Restorative Justice for at risk Youth","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","109601.40","Valley Court Diversion Program","PO Box 474",,"White River Jct","VT","05001"
"Children and Families","03440-30049-15-PCAV","Child Abuse Prevention Training","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","204000.00","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Children and Families","03440-30049-15-PCAV","Child Abuse Prevention Training","General",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","30000.00","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Children and Families","03440-11027-15-SAVE-HAVEN","Family Savings Account","General",,"2015-06-01T00:00:00.000","2016-07-31T00:00:00.000","2015","30000.00","Upper Valley Haven Inc","713 Hartford Ave",,"White River Junction","VT","05001"
"Children and Families","03440-11028-15-SAVE-NEKCA","FAMILY SAVINGS ACCOUNTS","General",,"2015-06-01T00:00:00.000","2017-07-31T00:00:00.000","2015","30000.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10004-15","Reach Up","Federal","93.558","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","26757.84","Lamoille Family Center","480 Cady's Falls Rd",,"Morrisville","VT","05661"
"Children and Families","03440-42137-15-CAPTTA","TRAINING & TECHNICAL ASSISTANCE","Federal","93.569","2015-05-01T00:00:00.000","2015-06-30T00:00:00.000","2015","5000.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-42137-15-CAPTTA","TRAINING & TECHNICAL ASSISTANCE","General",,"2015-05-01T00:00:00.000","2015-06-30T00:00:00.000","2015","5000.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-42152-15-MORNSD","STRATEGIC PLANNING","Federal","93.569","2015-05-01T00:00:00.000","2015-08-31T00:00:00.000","2015","20000.00","Groundworks Collaborative Inc","dba Morningside Shelter","PO Box 370","Brattleboro","VT","05302-0370"
"Children and Families","03440-20425-JJDP-15","VERMONT YOUTH THRIVE PROGRAM","Federal","16.540","2015-03-16T00:00:00.000","2016-03-30T00:00:00.000","2015","102693.00","Youth Catalytics, Inc.","2805 Lake Road","PO Box 35","Charlotte","VT","05445"
"Children and Families","03440-20427-13-AV15","NON-CUSTODIAL PARENT ACCESS AND VISITATION","Federal","93.597","2015-03-01T00:00:00.000","2015-09-30T00:00:00.000","2015","8200.00","Child & Family Services of New Hampshire","Accounting Dept","PO Box 448","Manchester","NH","031050448"
"Children and Families","03440-20428-13-AV15","NON-CUSTODIAL PARENT ACCESS AND VISITATION","Federal","93.597","2015-03-01T00:00:00.000","2015-09-30T00:00:00.000","2015","8200.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Children and Families","03440-20424-JJDP-15","NON-CUSTODIAL PARENT ACCESS AND VISITATION","Federal","16.540","2015-02-16T00:00:00.000","2016-02-28T00:00:00.000","2015","64828.00","Vermont Legal Aid Inc","PO Box 1367",,"Burlington","VT","05402"
"Children and Families","03440-31135-16-VSA","Starts with the Arts Literacy Program","Federal","93.575","2015-02-15T00:00:00.000","2016-02-29T00:00:00.000","2015","15000.00","VSA Vermont Inc","21 Carmichael St.  Suite 206",,"Essex Junction","VT","05452"
"Children and Families","03440-32317-15-BBFDS","BBFDS Initiative for School Readiness","Federal","93.778","2015-02-15T00:00:00.000","2015-06-30T00:00:00.000","2015","66930.00","Building Bright Futures State","600 Blair Park Rd Ste 306",,"Williston","VT","05495"
"Children and Families","03440-20415-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","111868.56","Child & Family Services of New Hampshire","Accounting Dept","PO Box 448","Manchester","NH","031050448"
"Children and Families","03440-20416-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","125460.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Children and Families","03440-20418-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","548374.92","HowardCenter Inc","Attn Accounts Receivable Dept","208 Flynn Ave Ste 3J","Burlington","VT","05401"
"Children and Families","03440-20419-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","164143.56","Sunrise Family Resource Center","244 Union Street",,"Bennington","VT","05201"
"Children and Families","03440-20420-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","109674.84","Health Care & Rehab Serv of SE VT Inc","390 River St",,"Springfield","VT","05156"
"Children and Families","03440-20421-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","156739.29","Washington County Mental Health Serv","PO Box 647",,"Montpelier","VT","056010647"
"Children and Families","03440-20422-IFBS15","IFBS","Global Comm.",,"2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","2015","179375.04","Rutland Mental Health Services","78 South Main Street","PO Box 222","Rutland","VT","05702"
"Children and Families","03440-10121-15-AHCF","After-hours LIHEAP","Federal","93.568","2014-12-24T00:00:00.000","2015-06-30T00:00:00.000","2015","35000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-30126-16-GB","CCDF Block Grant","Federal","93.596","2014-12-23T00:00:00.000","2015-10-31T00:00:00.000","2015","10000.00","Good Beginnings of Central Vermont","174 River St",,"Montpelier","VT","05602"
"Libraries","01130_SMITH_FY15-012","FY15  Performers Grant","Special",,"2015-02-01T00:00:00.000","2015-10-31T00:00:00.000","2015","100.00","Blake Memorial Library","PO Box D",,"E Corinth","VT","05040"
"Children and Families","03440-30300-16-VCLF","BBF Admin","Other",,"2014-12-23T00:00:00.000","2015-09-01T00:00:00.000","2015","9200.00","Vermont Community Loan Fund","15 State St","PO Box 827","Montpelier","VT","05601"
"Children and Families","03440-30300-16-VCLF","BBF Admin","Federal","93.575","2014-12-23T00:00:00.000","2015-09-01T00:00:00.000","2015","50000.00","Vermont Community Loan Fund","15 State St","PO Box 827","Montpelier","VT","05601"
"Children and Families","03440-20417-15SSRHY","RUNAWAY & HOMELESS YOUTH SUPPORT SYSTEM","Federal","93.550","2014-12-15T00:00:00.000","2015-06-30T00:00:00.000","2015","200000.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-33000-15-CAPSTONE","Learning Together Program","General",,"2014-12-15T00:00:00.000","2015-06-30T00:00:00.000","2015","10000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-30045-16-VAEYC","SUPPORTING PROFESSIONAL DEVELOPMENT","Federal","93.575","2014-12-08T00:00:00.000","2015-11-30T00:00:00.000","2015","30000.00","Vermont Assoc for the Education of","PO Box 464",,"Waterbury","VT","05676"
"Children and Families","03440-30199-16-CBCAP VCTF","CBCAP Admin","General",,"2014-12-08T00:00:00.000","2015-10-31T00:00:00.000","2015","101400.00","Vermont Children's Trust Foundation","95 ST Paul Street Suite #330",,"Burlington","VT","05401"
"Children and Families","03440-30199-16-CBCAP VCTF","CBCAP Admin","Federal","93.590","2014-12-08T00:00:00.000","2015-10-31T00:00:00.000","2015","200000.00","Vermont Children's Trust Foundation","95 ST Paul Street Suite #330",,"Burlington","VT","05401"
"Children and Families","03440-20414-IFBS15","IFBS","Global Comm.",,"2014-12-01T00:00:00.000","2015-12-31T00:00:00.000","2015","116537.98","Vermont Permanency Initiative Inc","dba VAIL Program","192 Fairview Street","Bennington","VT","05201"
"Children and Families","03440-47015-15-DOE","DOE Weatherization","Federal","81.042","2014-11-25T00:00:00.000","2015-06-30T00:00:00.000","2015","168300.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-47003-15-DOE","Weatherization Assistance Program","Federal","81.042","2014-10-15T00:00:00.000","2015-06-30T00:00:00.000","2015","415772.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-47011-15-DOE","Weatherization Assistance Program","Federal","81.042","2014-10-15T00:00:00.000","2015-06-30T00:00:00.000","2015","169200.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-47013-15-DOE","Weatherization Assistance","Federal","84.042","2014-10-15T00:00:00.000","2015-06-30T00:00:00.000","2015","224100.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
