"profile_number","agency_involved","stop_date_and_time","street_address_of_stop","city_of_stop","stop_reason","stop_reason_description","stop_search","stop_search_outcome","stop_outcome","stop_outcome_description","stop_contraband","stop_contraband_description","gender","race","driver_race_description","driver_age","count"
"386025","SPD3","2016-01-02T19:00:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","24","1"
"386037","SPA2","2016-01-02T19:00:00.000","VT Route 104                            ","FAI","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","61","1"
"394440","SPA3","2016-01-02T19:00:00.000","I 89 N MM47                             ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","63","1"
"395258","SPA3","2016-01-02T19:00:00.000","RT 100 & N FAYSTON RD                   ","WAI","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","16","1"
"390822","SPD1","2016-01-02T19:10:00.000","I 91 N MM24                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","28","1"
"410870","SPC1","2016-01-02T19:10:00.000","VT Route 100; Grn Mnt Nat'l             ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","56","1"
"395671","SPA3","2016-01-02T19:15:00.000","ROUTE 14 & INDUSTRY ST                  ","WIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","48","1"
"411490","SPA3","2016-01-02T19:15:00.000","I 89 N MM47                             ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"410869","SPC1","2016-01-02T19:20:00.000","US Route 4E; Citgo                      ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","H","Hispanic","27","1"
"386027","SPD3","2016-01-02T19:30:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","23","1"
"387379","SPD2","2016-01-02T19:30:00.000","VT RT 30 & WINDHAM HILL RD              ","TOW","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","46","1"
"390702","SPC2","2016-01-02T19:30:00.000","Monkton Road                            ","MKT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","56","1"
"396279","SPA2","2016-01-02T19:33:00.000","I89 nobo exit 20                        ","SAS","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"390818","SPD1","2016-01-02T19:34:00.000","I 91 MM26 345 U TURN                    ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","35","1"
"386579","SPA2","2016-01-02T19:37:00.000","I89 sobo exit 18                        ","GEO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","53","1"
"385654","SPD3","2016-01-02T19:40:00.000","I 89 S MM25                             ","BET","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","52","1"
"405879","SPA3","2016-01-02T19:40:00.000","ROUTE 100B & LONGLEY RD                 ","MOR","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","30","1"
"394447","SPA3","2016-01-02T19:45:00.000","I 89 N mm47                             ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","36","1"
"398462","SPC1","2016-01-02T19:45:00.000","US Route 4E; AOT Building               ","MEN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","58","1"
"395663","SPA3","2016-01-02T19:55:00.000","Route 2 & Shell                         ","MON","E   ","Externally Generated Stop","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","56","1"
"386002","SPD3","2016-01-02T19:58:00.000","I 89 S MM33                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","50","1"
"390699","SPC2","2016-01-02T20:05:00.000","Monkton Road                            ","MKT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"386966","SPC3","2016-01-02T20:09:00.000","US ROUTE 7                              ","POW","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"387383","SPD2","2016-01-02T20:20:00.000","VT RT 30 & SUGAR HOUSE RD; by Maple Vall","DUM","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","27","1"
"386772","SPC3","2016-01-02T20:30:00.000","US ROUTE 7                              ","POW","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","22","1"
"390700","SPC2","2016-01-02T20:45:00.000","MOnkton Road                            ","MKT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","32","1"
"386026","SPA2","2016-01-02T21:00:00.000","I-89 mm 116/4                           ","SAS","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","24","1"
"387499","SPD1","2016-01-02T21:00:00.000","991 ROCKINGHAM RD                       ","RCK","M   ","Moving Violation","SPC ","Consent Search-Probable Cause","W   ","Written Warning Issued","C   ","Contraband/Evidence Found","M","W","White","35","1"
"391779","SPD1","2016-01-02T21:02:00.000","ROCKINGHAM RD & STEARNS RD              ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","23","1"
"387380","SPD3","2016-01-02T21:04:00.000","US RT 4 & CABIN ROW                     ","MEN","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","73","1"
"385993","SPA2","2016-01-02T21:15:00.000","North Main Street                       ","SAC","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","35","1"
"388670","SPD1","2016-01-02T21:16:00.000","I 91 N MM33                             ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","21","1"
"385659","SPD3","2016-01-02T21:40:00.000","207 PLEASANT ST                         ","BET","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","28","1"
"390701","SPC2","2016-01-02T21:40:00.000","Monkton Road                            ","MKT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"385660","SPD3","2016-01-02T22:03:00.000","INTERSTATE 89 N ENTRANCE EXIT           ","ROY","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","46","1"
"395261","SPA3","2016-01-02T22:10:00.000","I 89 N Exit 10                          ","WAT","I   ","Investigatory Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"405880","SPA3","2016-01-02T22:10:00.000","I 89 N Exit 10                          ","WAT","I   ","Investigatory Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","25","1"
"411491","SPA3","2016-01-02T22:10:00.000","I 89 N MM48                             ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","36","1"
"386468","SPB2","2016-01-02T22:25:00.000","VT RT 242 & VT RT 101                   ","TRO","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"386469","SPB2","2016-01-02T22:25:00.000","VT RT 242 & VT RT 101                   ","TRO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"393857","SPA3","2016-01-02T22:30:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","39","1"
"394438","SPA3","2016-01-02T22:30:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","39","1"
"395259","SPA3","2016-01-02T22:30:00.000","Route 100 & Guptil Rd                   ","WAT","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","61","1"
"386997","SPC3","2016-01-02T22:36:00.000","rt 11/30                                ","MAN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","45","1"
"386275","SPB2","2016-01-02T22:40:00.000","Cross Road                              ","JAY","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","16","1"
"386308","SPD3","2016-01-02T22:50:00.000","INTERSTATE 89 S ENTRANCE EXIT           ","ROY","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","30","1"
"388136","SPC3","2016-01-02T22:52:00.000","37 BARNUMVILLE RD                       ","MAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","23","1"
"388137","SPC3","2016-01-02T22:55:00.000","37 BARNUMVILLE RD                       ","MAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","23","1"
"398153","SPC1","2016-01-02T23:05:00.000","West St; S Main St                      ","RUC","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","32","1"
"386310","SPD3","2016-01-02T23:10:00.000","INTERSTATE 89 S ENTRANCE EXIT           ","ROY","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"394437","SPA3","2016-01-02T23:10:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","52","1"
"386998","SPC3","2016-01-02T23:12:00.000","42 E MANCHESTER RD                      ","MAN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","17","1"
"394436","SPA3","2016-01-02T23:20:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","68","1"
"395260","SPA3","2016-01-02T23:20:00.000","STOWE ST & UNION ST                     ","WAT","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","61","1"
"391760","SPC1","2016-01-02T23:30:00.000","ENT EXT RAMP STATE HWY                  ","WRT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","47","1"
"393858","SPA3","2016-01-02T23:35:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"394435","SPA3","2016-01-02T23:35:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"390813","SPB2","2016-01-02T23:40:00.000","VT RT 101 & VT RT 242                   ","TRO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","25","1"
"394448","SPA3","2016-01-02T23:40:00.000","Route 302 & Route 62                    ","BC ","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","30","1"
"394434","SPA3","2016-01-02T23:50:00.000","ROUTE 2 & ROUTE 14                      ","EMO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"385994","SPA2","2016-01-03T00:05:00.000","VT Route 104                            ","FAI","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","37","1"
"394439","SPA3","2016-01-03T00:05:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","21","1"
"410522","SPA3","2016-01-03T00:05:00.000","ROUTE 2 & ROUTE 14 S                    ","EMO","V   ","Vehicle Equipment","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","21","1"
"419558","SPA1","2016-01-03T00:05:00.000","Rt 15                                   ","CAM","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","45","1"
"386999","SPC3","2016-01-03T00:11:00.000","35 RICHVILLE RD                         ","MAN","D   ","Suspicion of DWI","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"419557","SPA1","2016-01-03T00:19:00.000","Rt 15                                   ","JEF","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","H","Hispanic","31","1"
"408212","SPC1","2016-01-03T00:51:00.000","US Route 4E; Spring Hill Rd             ","KIL","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","57","1"
"390697","SPC2","2016-01-03T01:02:00.000","Vt Route 116                            ","BRL","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","21","1"
"390698","SPC2","2016-01-03T01:02:00.000","Vt Route 116                            ","BRL","    ",,"    ",,"    ",,"    ",,"M","W","White","22","1"
"398154","SPC1","2016-01-03T01:04:00.000","US Route 4E; Alpine Bike works          ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","28","1"
"394450","SPA3","2016-01-03T01:05:00.000","I 89 N mm47                             ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","19","1"
"387559","SPA2","2016-01-03T01:15:00.000","Sheldon Road Vt 105                     ","SAS","I   ","Investigatory Stop","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","53","1"
"388201","SPC3","2016-01-03T01:25:00.000","north street                            ","BEN","E   ","Externally Generated Stop","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"385979","SPB3","2016-01-03T01:45:00.000","WAITS RIVER RD; 25B                     ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","25","1"
"386536","SPB3","2016-01-03T01:45:00.000","WAITS RIVER RD; VT RT 25B               ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","21","1"
"398344","SPD1","2016-01-03T01:45:00.000","716 VT ROUTE 103 S                      ","CHR","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","44","1"
"386097","SPB1","2016-01-03T02:45:00.000","183 PEACHAM RD                          ","DAV","D   ","Suspicion of DWI","NS  ","No Search Conducted","A   ","Arrest for Violation","X   ","Not Applicable/No Search","F","W","White","22","1"
"388936","SPC2","2016-01-03T02:52:00.000","Vt Route 116                            ","BRL","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","32","1"
"385905","SPC3","2016-01-03T07:25:00.000","US ROUTE 7                              ","SUN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","32","1"
"386061","SPB1","2016-01-03T07:27:00.000","INTERSTATE 93 N                         ","WTF","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","B","Black","48","1"
"392931","SPC1","2016-01-03T08:25:00.000","US RT 7                                 ","RUT","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","A","Asian or Pacific Islander","45","1"
"386771","SPC3","2016-01-03T08:31:00.000","south street                            ","BEN","V   ","Vehicle Equipment","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","51","1"
"386067","SPB1","2016-01-03T08:35:00.000","INTERSTATE 93 N                         ","WTF","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","26","1"
"386859","SPD3","2016-01-03T09:15:00.000","VT RT 14 & VT RT 132                    ","SHA","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","21","1"
"386071","SPB3","2016-01-03T10:13:00.000","I 91 S MM98; 98/45                      ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"388351","SPD1","2016-01-03T10:25:00.000","I 91 N MM33                             ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","52","1"
"386767","SPC3","2016-01-03T10:26:00.000","US ROUTE 7 N                            ","BEN","V   ","Vehicle Equipment","SPC ","Consent Search-Probable Cause","T   ","Ticket / VCVC Issued","C   ","Contraband/Evidence Found","M","W","White","19","1"
"386768","SPC3","2016-01-03T10:26:00.000","US ROUTE 7 N                            ","BEN","V   ","Vehicle Equipment","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"389560","SPB3","2016-01-03T10:30:00.000","                                        ","   ","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","B","Black","31","1"
"388358","SPD1","2016-01-03T10:58:00.000","ROCKINGHAM RD & LOWER BARTONSVIL        ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","25","1"
"386138","SPB3","2016-01-03T11:10:00.000","I 91 N MM96                             ","FAE","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","38","1"
"387450","SPA2","2016-01-03T12:55:00.000","Vt 104 near the complex                 ","SAS","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","36","1"
"386091","SPB3","2016-01-03T13:41:00.000","I 91 S MM105; 105                       ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"419450","SPA1","2016-01-03T13:48:00.000","I 89                                    ","SBU","E   ","Externally Generated Stop","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","47","1"
"386080","SPB3","2016-01-03T14:09:00.000","I 91 S MM105; 105/50                    ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","54","1"
"387337","SPB2","2016-01-03T14:20:00.000","US ROUTE 5; I91                         ","DER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","21","1"
"386078","SPB3","2016-01-03T14:37:00.000","I 91 S MM110                            ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","33","1"
"387336","SPB2","2016-01-03T14:40:00.000","US ROUTE 5; Sears                       ","DER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","26","1"
"472217","SPC1","2016-01-03T14:49:00.000","1725 VT ROUTE 22A                       ","WHV","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","22","1"
"472232","SPC1","2016-01-03T14:58:00.000","1725 VT ROUTE 22A                       ","WHV","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","28","1"
"411488","SPA3","2016-01-03T15:00:00.000","I 89 N MM55                             ","MSX","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"386135","SPB3","2016-01-03T15:10:00.000","I 91 S MM110; X 17                      ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","42","1"
"386031","SPD3","2016-01-03T15:15:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","26","1"
"385892","SPC3","2016-01-03T15:40:00.000","50 AIRPORT RD                           ","SBY","V   ","Vehicle Equipment","SPC ","Consent Search-Probable Cause","T   ","Ticket / VCVC Issued","C   ","Contraband/Evidence Found","M","W","White","24","1"
"411489","SPA3","2016-01-03T15:40:00.000","I 89 S MM56                             ","MSX","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","54","1"
"389667","SPD1","2016-01-03T15:50:00.000","ROCKINGHAM RD & UPPER BARTONSVIL        ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","44","1"
"386523","SPB3","2016-01-03T15:55:00.000","I 91 S MM113                            ","RYG","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","36","1"
"472224","SPC1","2016-01-03T15:56:00.000","404 VT ROUTE 4A E                       ","CAS","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","38","1"
"386770","SPC3","2016-01-03T16:02:00.000","US ROUTE 7 N                            ","BEN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","62","1"
"385889","SPC3","2016-01-03T16:10:00.000","rt 7                                    ","SBY","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","50","1"
"387390","SPB2","2016-01-03T16:15:00.000","US ROUTE 5                              ","DER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","25","1"
"419532","SPA1","2016-01-03T16:25:00.000","I89 NB                                  ","WSN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","23","1"
"386769","SPC3","2016-01-03T16:26:00.000","US ROUTE 7 N                            ","BEN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","33","1"
"385888","SPC3","2016-01-03T16:30:00.000","rt 7                                    ","SBY","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","52","1"
"386105","SPB3","2016-01-03T16:32:00.000","I 91 N MM105; 105/50                    ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","29","1"
"390797","SPD1","2016-01-03T16:40:00.000","I 91 N MM34                             ","RCK","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","30","1"
"419529","SPA1","2016-01-03T16:51:00.000","I89 NB                                  ","COL","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","72","1"
"389310","SPD1","2016-01-03T16:55:00.000","I 91 N MM26                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","41","1"
"390812","SPD1","2016-01-03T17:00:00.000","I 91 N MM34                             ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"419555","SPA1","2016-01-03T17:14:00.000","I89 MM 81                               ","WSN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"386615","SPD1","2016-01-03T17:15:00.000","I 91 N MM34                             ","RCK","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","53","1"
"386110","SPB3","2016-01-03T17:16:00.000","I 91 S MM105; 105/50                    ","NWB","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","53","1"
"419551","SPA1","2016-01-03T17:23:00.000","I89 MM 83.5                             ","WSN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","23","1"
"389694","SPD1","2016-01-03T17:24:00.000","I 91 S MM26                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","59","1"
"386969","SPC3","2016-01-03T17:30:00.000","US ROUTE 7                              ","SUN","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","61","1"
"395661","SPA3","2016-01-03T17:30:00.000","Route 100 & Billings                    ","WAT","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","69","1"
"398460","SPC1","2016-01-03T17:30:00.000","US Route 7; Chapel Hill                 ","PFD","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","43","1"
