"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Norwich Town School District","c/o School Administrative Unit #70","41 Lebanon St Ste 2","Hanover","NH","03755","Education Agency","05100-4651T1451201","TITLE II A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","29297.00","2012-01-01T00:00:00.000","
Hanover, NH 03755
(43.7084301320005, -72.26503774099967)"
"Grand Isle Supervisory Union","5038 US Rte 2",,"N Hero","VT","05474","Education Agency","05100-4651S0241301","TITLE II PART A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","129144.00","2013-01-01T00:00:00.000","
N Hero, VT 05474
(44.83911787700049, -73.26974639899964)"
"Addison Central Supervisory Union","49 Charles Ave",,"Middlebury","VT","05753","Education Agency","05100-4757S0521301","SCHOOL IMPROVEMENT GRANT FOR WINDSOR HIGH SCHOOL","Federal Fund","84.388","2012-07-30T00:00:00.000","2013-06-30T00:00:00.000","176000.00","2013-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Richford Town Treasurer","PO Box 236",,"Richford","VT","05476","Public Safety","02140-70164V-114","2010 Homeland Security Grant Program","Federal Fund","97.067","2012-01-10T00:00:00.000","2012-11-30T00:00:00.000","33389.25","2012-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"NFI Vermont Inc","Attn Contract Coordinator","30 Airport Rd","S Burlington","VT","05403","Children and Families","03440-20374-13 PAS","Post Adoption Services","Federal Fund","93.659","2012-09-01T00:00:00.000","2013-08-31T00:00:00.000","65285.00","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Lynd,Geordie R","497 Olney Hill",,"Cabot","VT","05647","Agriculture, Food&Mrkts Agency","02200-ARM-CEAP-2012-016","CAPITAL EQUIPMENT ASSISTANCE PROGRAM","Other Fund",,"2013-01-11T00:00:00.000","2015-12-31T00:00:00.000","12100.00","2013-01-01T00:00:00.000","
Cabot, VT 05647
(44.416218492000496, -72.30002807099964)"
"Norwich Public Library","PO Box 290",,"Norwich","VT","05055","Libraries","01130_SMITH_FY12- 049","Performer's Grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"Essex County Sheriff's Dept","91 Court House Dr",,"Guildhall","VT","05905","Health","03420-A13104S","Prevention activities. START program  (Stop Teen Alcohol Rist Teams)","Federal Fund","16.727","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","19500.00","2013-01-01T00:00:00.000","
Guildhall, VT 05905
(44.65818750300048, -71.60918957599966)"
"Proctor Town Treasurer","45 Main Street",,"Proctor","VT","05765","AOT Maintenance Headquarters","08131-FE0647","Town of Proctor FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-09-30T00:00:00.000","2869.92","2012-01-01T00:00:00.000","
Proctor, VT 05765
(43.656672426000455, -73.03279586899964)"
"College of ST Joseph in Vermont","71 Clement Rd",,"Rutland","VT","05701","Children and Families","03440-20338-12STEPS","POST SECONDARY EDUCATION FOR STUDENTS FORMERLY IN STATE CUSTODY","General Fund",,"2011-09-01T00:00:00.000","2012-08-31T00:00:00.000","150000.00","2012-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Perrigo","PO Box 2109","147 Industrial Park Rd","Georgia","VT","05468","Labor","04100-1220NGN10","NextGen-Occupational Skills Training","Special Fund",,"2012-04-14T00:00:00.000","2012-11-30T00:00:00.000","119803.67","2012-01-01T00:00:00.000","
Georgia, VT 05468
(44.66029917600048, -73.13747574099966)"
"Sheldon Farm Inc","1020 Sheldon Rd",,"Fair Haven","VT","05743-9204","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-158","Implement Farm Agronomic Practices on farm","General Fund",,"2012-12-03T00:00:00.000","2013-06-30T00:00:00.000","1380.00","2013-01-01T00:00:00.000","
Fair Haven, VT 05743-9204
(43.6135718540005, -73.25373797099962)"
"Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055","Crime Victims' Services Center","02160-13CAC04","FY2013 Child Advocacy Center Grant","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","15000.00","2013-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"Northwestern Counseling & Support","107 Fisher Pond Rd",,"ST Albans","VT","05478","Children and Families","03440-10009-13","REACH UP","Federal Fund","93.558","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","60210.00","2013-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Creative Minds Children's Center","Jody Marquis Inc","PO Box 31","Newport Ctr","VT","05857","Children and Families","03440-32374-13/14 SFG","EARLY CARE, EDUCATION, AFTERSCHOOL PROGRAMS","General Fund",,"2013-01-01T00:00:00.000","2013-12-31T00:00:00.000","23599.00","2013-01-01T00:00:00.000","
Newport Ctr, VT 05857
(44.94432784100047, -72.29861594399966)"
"Marlboro Town Treasurer","PO Box 154",,"Marlboro","VT","05344","Public Safety","02140-21025-005-RERP14","RERP FY14","Special Fund",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","33622.50","2013-01-01T00:00:00.000","
Marlboro, VT 05344
(42.85940302200049, -72.72629918099966)"
"Addison Rutland Supervisory Union","49 Main St",,"Fair Haven","VT","05743","Education Agency","05100-3219S0041302","ACT 230 FUNDS","Other Fund",,"2013-03-22T00:00:00.000","2013-06-30T00:00:00.000","1965.00","2013-01-01T00:00:00.000","
Fair Haven, VT 05743
(43.64621399700047, -73.27147571099965)"
"Brandon Free Public Library","4 Franklin St",,"Brandon","VT","05733","Libraries","01130_SMITH_FY12-005","Performers grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Brandon, VT 05733
(43.810720250000486, -73.09339565999966)"
"Williston Town Treasurer","7900 Williston Rd",,"Williston","VT","05495","Environmental Conservation","06140-RF1-163","final design of upgrades to the River Cove and Industrial Ave. pump stations","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","40000.00","2013-01-01T00:00:00.000","
Williston, VT 05495
(44.436887683000464, -73.10777762899966)"
"North Country Union High School Dist #22","% North Country Supervisory Union","121 Duchess Ave Suite A","Newport","VT","05855-4897","Education Agency","05100-3316U0221201","PROGRAM INNOVATION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","46000.00","2012-01-01T00:00:00.000","
Newport, VT 05855-4897
(44.933089156000506, -72.22324608099967)"
"Georgia Town Treasurer","Georgia Public Library","1697 Ethan Allen Hwy","Fairfax","VT","05454","Libraries","01130_SMITH_FY13-024","Performers grant","Special Fund",,"2013-02-01T00:00:00.000","2013-10-31T00:00:00.000","100.00","2013-01-01T00:00:00.000","
Fairfax, VT 05454
(44.695007080000494, -73.03241785299963)"
"Chittenden South Supervisory Union","5420 Shelburne Rd Ste 300",,"Shelburne","VT","05482","Education Agency","05100-4228S0141202","IDEA B PRESCHOOL PROPORTIONATE SHARE","Federal Fund","84.173","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","655.00","2012-01-01T00:00:00.000","
Shelburne, VT 05482
(44.389092623000465, -73.21520788899966)"
"VT Consultants for Language & Learning","9 West St",,"Montpelier","VT","05602","Education Agency","05100-4254R8921201","TITLE I, PART D, SUBPART 1","Federal Fund","84.013","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","55911.00","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Green Mountain Community Network Inc","215 Pleasant St",,"Bennington","VT","05201","Public Transit","08143-GR0190","2013 FTA & STATE FUNDS","Federal Fund","20.500","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","418396.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Service Rendered Inc.","101 Cherry Street 1st Floor",,"Burlington","VT","05401","Health","03420-6108 LG","Youth ""Speak Out"" event in burlington at city hall.","Federal Fund","93.296","2013-05-03T00:00:00.000","2013-05-11T00:00:00.000","1000.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Windham Northeast Supervisory Union","25 Cherry St",,"Bellows Falls","VT","05101","Education Agency","05100-5840S0471201","LICENSING","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","1050.00","2012-01-01T00:00:00.000","
Bellows Falls, VT 05101
(43.143123191000484, -72.45805592099964)"
"Chittenden County Transportation Auth","15 Industrial Parkway",,"Burlington","VT","05401","Public Transit","08143-GR0140","FTA & State Funds FY2012","Federal Fund","20.521","2011-08-09T00:00:00.000","2012-06-30T00:00:00.000","156823.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Waitsfield Town Treasurer","9 Bridge St",,"Waitsfield","VT","05673","Public Safety","02140-70164V-138","FY10 State Homeland Security Grant Program","Federal Fund","97.067","2012-06-26T00:00:00.000","2012-09-30T00:00:00.000","4201.00","2012-01-01T00:00:00.000","
Waitsfield, VT 05673
(44.187662513000475, -72.83186977899965)"
"Springfield Area Parent Child Center","2 Main St",,"N Springfield","VT","05150","Children and Families","03440-32347-13-PCC","PArent Child Center","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","54476.00","2012-01-01T00:00:00.000","
N Springfield, VT 05150
(43.336571525000465, -72.52944870699963)"
"Fletcher Allen Health Care","BAR - Professional Remits","PO Box 1063","Burlington","VT","054021063","Health","03420-A13050P","FLWTCHER ALLEN HEALTH CARE","Federal Fund","93.959","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","36523.00","2013-01-01T00:00:00.000","
Burlington, VT 054021063
(44.48074802600047, -73.21366833099967)"
"Franklin Northwest Supervisory Union","100 Robin Hood Drive Ste 2",,"Swanton","VT","05488","Education Agency","05100-4611S0211201","TITLE IV B 21ST CENTURY COMMUNITY LEARNING CENTERS","Federal Fund","84.287","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","271346.00","2012-01-01T00:00:00.000","
Swanton, VT 05488
(44.921938027000465, -73.12694779299966)"
"Vermont Fish & Wildlife Department","103 South Main St",,"Waterbury","VT","05671-0501","Environmental Conservation","06140-2013DFW","Enforcement and ed. related to aquatic nuisance species transport law/felt soled wader prohibition","Federal Fund","15.608","2013-05-29T00:00:00.000","2014-12-15T00:00:00.000","8000.00","2013-01-01T00:00:00.000","
Waterbury, VT 05671-0501
(44.33272238300049, -72.75130761899965)"
"Windsor Northwest Supervisory Union","PO Box 395",,"Bethel","VT","05032","Education Agency","05100-5555S0501301","TOBACCO USE PREVENTION","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","8000.00","2013-01-01T00:00:00.000","
Bethel, VT 05032
(43.82268205100047, -72.64091982299965)"
"Windsor Central Supervisory Union","70 Amsden Way",,"Woodstock","VT","05091","Education Agency","05100-3219S0511301","ACT 230 FUNDS","Other Fund",,"2013-04-15T00:00:00.000","2013-06-30T00:00:00.000","2968.00","2013-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
"Ripton Town Treasurer","PO Box 10",,"Ripton","VT","05766","Transportation Agency","08126-GR0170","Class 2 MUTCD Program Ripton Town","Federal Fund","20.205","2012-02-15T00:00:00.000","2012-03-31T00:00:00.000","4370.07","2012-01-01T00:00:00.000","
Ripton, VT 05766
(43.97446178300049, -73.01166610699966)"
"Southeastern Vermont Community Action","91 Buck Dr",,"Westminster","VT","051589618","Children and Families","03440-44030-12-SEVCA","Emergency Shelter Grants Program (ESGP)","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","27240.00","2012-01-01T00:00:00.000","
Westminster, VT 051589618
(43.09385272500049, -72.44620568699963)"
"Northeastern VT Area Health Education","347 Emerson Falls Rd Ste 3",,"ST Johnsbury","VT","05819","Health","03420-6111S","Northeastern VT. Area Health Education Center   (NVAHEC)","GC Fund",,"2013-05-21T00:00:00.000","2013-07-20T00:00:00.000","2500.00","2013-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Chittenden East Supervisory Union","PO Box 282",,"Richmond","VT","05477","Education Agency","05100-4651S0121301","TITLE II, PART A, TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","152590.00","2013-01-01T00:00:00.000","
Richmond, VT 05477
(44.3971308830005, -72.98316721499964)"
"King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402","Children and Families","03440-32365-11/12-SFG","Affordable access to early care","General Fund",,"2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","5533.43","2012-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Pathways to Housing Vermont","43 King St",,"South Burlington","VT","05403","Mental Health","03150-A5012-FY13","Development of Residence of Individuals to Avoid/Reduce Reliance on Medication","GC Fund",,"2012-09-01T00:00:00.000","2013-08-31T00:00:00.000","300000.00","2013-01-01T00:00:00.000","
South Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Battenkill Valley Supervisory Union #60","529 East Arlington Rd",,"Arlington","VT","05250","Education Agency","05100-5840S0601301","TO SUPPORT THE EXPENSES OF THE LOCAL OR REGIONAL STANDARDS BOARD","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","700.00","2013-01-01T00:00:00.000","
Arlington, VT 05250
(43.0786737250005, -73.16835569599965)"
"Rice Memorial High School","99 Proctor Ave",,"S Burlington","VT","05403","Education Agency","05100-5555R1521201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Windsor Northwest Supervisory Union","PO Box 830",,"Bethel","VT","05032","Education Agency","05100-4449S0501202","FRESH FRUIT & VEGETABLE PROGRAM","Federal Fund","10.582","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","29413.00","2012-01-01T00:00:00.000","
Bethel, VT 05032
(43.82268205100047, -72.64091982299965)"
"Vermont Assoc for the Blind &","60 Kimball Ave",,"S Burlington","VT","05403","Disabilities Aging Ind. Living","03460-3-1865","Rehabilitation services to older blind and visually impaired individuals","Special Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","98958.00","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Windham Southeast Supervisory Union","53 Green Street",,"Brattleboro","VT","05301","Health","03420-A12102P","Student Assistance Program","Federal Fund","93.959","2011-08-15T00:00:00.000","2012-06-30T00:00:00.000","19540.00","2012-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Advance Transit","PO Box 1027",,"Wilder","VT","05088-1027","Transportation Agency","08143-GR0193","Public Transit","Special Fund",,"2012-07-01T00:00:00.000","2013-06-23T00:00:00.000","98531.00","2013-01-01T00:00:00.000","
Wilder, VT 05088-1027
(43.67290290200049, -72.30766953599965)"
"Albany Town Treasurer","PO Box 284",,"Albany","VT","05820","AOT Maintenance Headquarters","08131-FE0467","Town of Albany FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-09-03T00:00:00.000","480121.96","2012-01-01T00:00:00.000","
Albany, VT 05820
(44.748737418000474, -72.36835762699963)"
"Charlotte Children's Center Inc","PO Box 143",,"Charlotte","VT","05445-0143","BGS Capital Projects","01181-7121","New roof","Other Fund",,"2011-12-01T00:00:00.000","2012-06-30T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Charlotte, VT 05445-0143
(44.3107931400005, -73.25119614199963)"
"Allandra Farm Inc","Allan Brisson","1535 Monkton Rd","Vergennes","VT","05491","Agriculture, Food&Mrkts Agency","02200-ARM-NMP-2013-427","Nutrient Management Plan Grant Program","General Fund",,"2013-03-01T00:00:00.000","2013-12-31T00:00:00.000","1000.00","2013-01-01T00:00:00.000","
Vergennes, VT 05491
(44.12722348700049, -73.29035910499965)"
"Bennington County Sheriff's Dept","212 Lincoln ST","PO Box 4207","Bennington","VT","05201","Public Safety","02140-1213-2202","FFY 2013 Equipment Incentives (402) Grant","Federal Fund","20.600","2013-01-16T00:00:00.000","2013-09-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Caledonia North Supervisory Union","119 Park Ave","PO Box 107","Lyndonville","VT","05851","Education Agency","05100-5555S0081301","TOBACCO USE PREVENTION","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","8072.00","2013-01-01T00:00:00.000","
Lyndonville, VT 05851
(44.54575614200047, -72.01473935499968)"
"Rutland County Women's Network & Shelter","PO Box 313",,"Rutland","VT","05702","Crime Victims' Services Center","02160-13DVSV06","State of Vermont Anti-Violence","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","77465.00","2013-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Rutland SW Superv Union","168 York St",,"Poultney","VT","05764","Education Agency","05100-4250S0381201","TITLE I A GRANTS TO LOCAL EDUCATION AGENCIES","Federal Fund","84.010","2011-07-29T00:00:00.000","2012-06-30T00:00:00.000","435694.54","2012-01-01T00:00:00.000","
Poultney, VT 05764
(43.52219016000049, -73.21596826499967)"
"Vermont Bean Crafters Co","PO Box 526",,"Moretown","VT","05660","Agriculture, Food&Mrkts Agency","02200-LFMD-1310","LOCAL FOOD MARKET DEVELOPMENT","General Fund",,"2013-01-21T00:00:00.000","2014-01-20T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Moretown, VT 05660
(44.24401288900049, -72.78219767599967)"
"Monkton Town Treasurer","PO Box 12",,"Monkton","VT","05469","Fish & Wildlife","06120FY13221","Installation of Wildlife Crossing Structures between upland habitat & weltand breeding pools.","Federal Fund","15.634","2012-08-24T00:00:00.000","2014-06-30T00:00:00.000","45000.00","2013-01-01T00:00:00.000","
Monkton, VT 05469
(44.255753094000454, -73.11209656399967)"
"Bennington Town Treasurer","205 South St","PO Box 469","Bennington","VT","052010469","Public Safety","02140-0912-3503","2012 FFY Equipment Incentives","Federal Fund","20.609","2011-12-09T00:00:00.000","2012-09-30T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Bennington, VT 052010469
(42.87663287200047, -73.19794810199966)"
"Addison Northeast Supervisory Union","72 Munsill Ave Ste 101",,"Bristol","VT","05443","Education Agency","05100-4226S0011301","IDEA-B BASIC REGULAR GRANT","Federal Fund","84.027","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","465937.38","2013-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"Strafford Town Treasurer","PO Box 27",,"Strafford","VT","05072","Secretary of State's Office","02230-SOS1310","Accessibility for Voters","Federal Fund","93.617","2013-04-15T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Strafford, VT 05072
(43.8779418310005, -72.38246586099967)"
"Orange Southwest Supervisory Union","24 Central St",,"Randolph","VT","05060","Education Agency","05100-4651S0281301","TITLE II PART A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","107150.91","2013-01-01T00:00:00.000","
Randolph, VT 05060
(43.94916081600047, -72.66939698799968)"
"United Children's Services of Bennington","% United Counseling Service","PO Box 588","Bennington","VT","05201","Children and Families","03440-32322-11/12-SFG","High quality early care, education and afterschool programs","General Fund",,"2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","21436.57","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Hartford Town Treasurer","Municipal Bldg","171 Bridge St","White River Jct","VT","05001","Public Safety","02140-1213-2114","FFY 2013 Highway Safety Enforcement (402) Grant","Federal Fund","20.600","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","9000.00","2013-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Charleston Town Treasurer","5063 VT Rte 105",,"W Charleston","VT","05872","Transportation Agency","08131 - BC1353","BC1353 Charleston TH5 Culvert THS90012-304","Special Fund",,"2011-09-14T00:00:00.000","2014-09-14T00:00:00.000","13500.00","2013-01-01T00:00:00.000","
W Charleston, VT 05872
(44.863128378000454, -72.03888889599966)"
"St Johnsbury Area Youth Service Bureau","Northeast Kingdom Youth Services","24 Bagley St","ST Johnsbury","VT","05819","Children and Families","03440-44043-12-NEKYS","emergency shelter","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","10030.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"United Children's Services of Bennington","% United Counseling Service","PO Box 588","Bennington","VT","05201","Children and Families","03440-32322-11/12-SFG","High quality early care, education and afterschool programs","Federal Fund","93.575","2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","33388.43","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Waterbury Village Treasurer","51 S Main St",,"Waterbury","VT","05676","BGS Capital Projects","01181-7150","Municipal pool starting blocks","Other Fund",,"2011-12-01T00:00:00.000","2012-06-30T00:00:00.000","3600.00","2012-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Rutland Town Treasurer","PO Box 225",,"Ctr Rutland","VT","05736","AOT Maintenance Headquarters","08131-FE0569","Town of Rutland FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-09-19T00:00:00.000","1051.19","2012-01-01T00:00:00.000","
Ctr Rutland, VT 05736
(43.60108242500047, -73.01184859699964)"
"Vermont State Agency of Transportation &","% Michael Morissette","133 State St","Montpelier","VT","05633","Public Safety","02140-21025-015 RERP 12","Vermont Radiological Emergency Response Plan 2012","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","32000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05633
(44.26077157600048, -72.57850816299964)"
"Hart,Gilbert Library Association","14 S Main St","PO Box 69","Wallingford","VT","05773","Libraries","01130_SMITH_FY12- 069","Performers grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Wallingford, VT 05773
(43.450910346000455, -72.98702992599965)"
"Hartland Town Treasurer","PO Box 349",,"Hartland","VT","05048","AOT Maintenance Headquarters","08131-FE0540","Town of Hartland FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2014-03-01T00:00:00.000","127459.88","2012-01-01T00:00:00.000","
Hartland, VT 05048
(43.57805389600048, -72.40751916199963)"
"Orleans County Sheriff","255 Main Street",,"Newport","VT","05855-0355","Public Safety","02140-1112-2125","2012 FFY Highway Safety Any Time","Federal Fund","20.600","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","11000.00","2012-01-01T00:00:00.000","
Newport, VT 05855-0355
(44.93542676800047, -72.20749978099963)"
"Fletcher Allen Health Care","BAR - Professional Remits","PO Box 1063","Burlington","VT","054021063","Health","03420-6105S","Orthopedic and Rehab. Health Services.","Federal Fund","93.994","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","84500.00","2013-01-01T00:00:00.000","
Burlington, VT 054021063
(44.48074802600047, -73.21366833099967)"
"Montpelier City Treasurer","City Hall","39 Main St, Ste #2","Montpelier","VT","05602","Corrections","03520-1281","Transitional Housing FY 13 & FY14","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","212198.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Southwestern Vermont Council on Aging","East Ridge Professional Bldg","1085 Us Rte 4 East","Rutland","VT","05701","Disabilities Aging Ind. Living","03460-6-1894","Home delivered meals and congregate meals","GC Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","95180.00","2013-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Middletown Springs Town Treasurer","PO Box 1232",,"Middletown Springs","VT","05757","AOT Maintenance Headquarters","08131-FE0542","Town of Middletown Springs FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","68970.38","2012-01-01T00:00:00.000","
Middletown Springs, VT 05757
(43.48309380100045, -73.11859669199964)"
"Cambridge Town Treasurer","PO Box 127",,"Jeffersonville","VT","05464","Transportation Agency","08131-FE0775","FEMA 4066","Special Fund",,"2012-06-22T00:00:00.000","2013-08-28T00:00:00.000","8433.57","2013-01-01T00:00:00.000","
Jeffersonville, VT 05464
(44.65022745400046, -72.83119630399966)"
"Rutland Community Programs","PO Box 222",,"Rutland","VT","05702","Children and Families","03440-32337-11/12-SFG","Quality early care, education and afterschool programs","Federal Fund","93.575","2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","29917.13","2012-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Two Rivers-Ottauquechee Regional","The King Farm",,"Woodstock","VT","05091","AOT Policy & Planning","08122-GR0151","Regional Planning Grant","Special Fund",,"2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","37375.10","2012-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
"ST Albans City Treasurer","PO Box 867",,"ST Albans","VT","05478","Housing & Comm Development","07110 MP-2012-STALBANSC-00011","Zoning and/or Subdivision Bylaw Update","Special Fund",,"2011-11-15T00:00:00.000","2013-05-17T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"South Burlington City Treasurer","575 Dorset St",,"S Burlington","VT","05403","Public Safety","02140-70132-003","FY10 State Homeland Security Grant Program","Federal Fund","97.067","2012-07-06T00:00:00.000","2012-09-30T00:00:00.000","3301.42","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Council on Aging for Southeastern VT","56 Main St Ste 202",,"Springfield","VT","05156","Disabilities Aging Ind. Living","03460-6-1803","Tropical Storm Irene","Federal Fund","93.048","2011-08-27T00:00:00.000","2012-09-30T00:00:00.000","21000.00","2012-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Vermont Network Against Domestic","PO Box 405",,"Montpelier","VT","05601","Crime Victims' Services Center","02160-13SANE01","Sexual Assault Nurse Examiner Clinical Coordinatoar","Special Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","50000.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Addison Northwest Supervisory Union","48 Green St Ste 1",,"Vergennes","VT","05491","Education Agency","05100-4611S0021301","TITLE IV B 21ST CENTURY COMMUNITY LEARNING CENTERS","Federal Fund","84.287","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","87164.00","2013-01-01T00:00:00.000","
Vergennes, VT 05491
(44.12722348700049, -73.29035910499965)"
