"ticket_type","race","gender","dob","issued_at","stop_based_on","search_based_on","contraband_evidence","outcome_of_stop"
"Warning","W=White","Female - F","1949-01-08T00:00:00.000","2018-10-04T09:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1949-02-12T00:00:00.000","2018-11-17T08:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1949-02-20T00:00:00.000","2018-07-27T16:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-04-04T00:00:00.000","2018-08-17T15:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-05-03T00:00:00.000","2018-08-12T16:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-05-06T00:00:00.000","2018-07-24T15:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1949-05-11T00:00:00.000","2018-03-26T14:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1949-07-19T00:00:00.000","2018-05-11T10:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-07-24T00:00:00.000","2018-01-30T13:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-07-24T00:00:00.000","2018-01-30T13:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-08-14T00:00:00.000","2018-06-07T09:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1949-10-11T00:00:00.000","2018-05-23T17:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1949-10-19T00:00:00.000","2018-06-11T08:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1949-10-22T00:00:00.000","2018-02-12T13:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1949-11-20T00:00:00.000","2018-12-28T12:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1949-12-14T00:00:00.000","2018-06-08T10:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1949-12-17T00:00:00.000","2018-05-26T11:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1950-01-02T00:00:00.000","2018-10-11T11:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1950-01-24T00:00:00.000","2018-11-22T12:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1950-01-24T00:00:00.000","2018-11-22T12:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1950-01-24T00:00:00.000","2018-11-22T12:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1950-03-03T00:00:00.000","2018-10-04T10:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1950-03-23T00:00:00.000","2018-05-02T13:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1950-04-17T00:00:00.000","2018-08-16T09:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1950-04-26T00:00:00.000","2018-07-22T01:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1950-05-24T00:00:00.000","2018-07-07T08:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1950-06-13T00:00:00.000","2018-04-01T16:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1950-07-22T00:00:00.000","2018-01-30T12:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1950-08-11T00:00:00.000","2018-03-29T09:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1950-09-09T00:00:00.000","2018-01-17T11:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1950-10-05T00:00:00.000","2018-09-12T09:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1950-11-23T00:00:00.000","2018-08-12T08:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1951-03-03T00:00:00.000","2018-09-11T12:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1951-03-03T00:00:00.000","2018-09-25T17:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1951-05-01T00:00:00.000","2018-02-28T09:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1951-05-05T00:00:00.000","2018-06-22T19:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1951-05-23T00:00:00.000","2018-03-27T13:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1951-06-03T00:00:00.000","2018-07-06T18:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1951-06-22T00:00:00.000","2018-06-21T15:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1951-07-20T00:00:00.000","2018-04-19T13:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1951-09-07T00:00:00.000","2018-05-30T10:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1951-09-12T00:00:00.000","2018-03-16T17:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1951-10-20T00:00:00.000","2018-08-02T11:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1951-11-01T00:00:00.000","2018-10-23T13:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1951-11-26T00:00:00.000","2018-08-28T18:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1951-12-24T00:00:00.000","2018-09-19T13:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1952-01-04T00:00:00.000","2018-08-27T11:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1952-02-17T00:00:00.000","2018-01-11T12:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-03-16T00:00:00.000","2018-01-12T12:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1952-04-15T00:00:00.000","2018-08-08T10:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1952-05-10T00:00:00.000","2018-06-21T14:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1952-07-13T00:00:00.000","2018-04-20T14:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1952-07-14T00:00:00.000","2018-10-11T14:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-08-03T00:00:00.000","2018-05-01T15:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-08-30T00:00:00.000","2018-05-24T14:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1952-09-03T00:00:00.000","2018-07-26T10:08:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1952-09-28T00:00:00.000","2018-06-05T12:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-10-14T00:00:00.000","2018-01-24T12:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-10-20T00:00:00.000","2018-05-29T15:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-11-30T00:00:00.000","2018-09-12T10:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1952-11-30T00:00:00.000","2018-09-12T10:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1952-12-16T00:00:00.000","2018-02-02T21:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-01-06T00:00:00.000","2018-04-26T14:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-02-20T00:00:00.000","2018-08-28T08:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-02-21T00:00:00.000","2018-07-20T19:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1953-02-23T00:00:00.000","2018-02-12T20:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-02-25T00:00:00.000","2018-05-02T12:36:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-04-11T00:00:00.000","2018-08-09T17:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-04-23T00:00:00.000","2018-10-12T18:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-04-23T00:00:00.000","2018-06-08T19:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-06-02T00:00:00.000","2018-12-21T20:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-06-12T00:00:00.000","2018-01-11T16:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-06-23T00:00:00.000","2018-10-22T14:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-06-27T00:00:00.000","2018-08-25T22:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1953-08-19T00:00:00.000","2018-10-23T14:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-08-25T00:00:00.000","2018-05-31T16:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-09-07T00:00:00.000","2018-09-14T21:43:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-09-23T00:00:00.000","2018-05-12T13:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-09-29T00:00:00.000","2018-10-29T13:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1953-10-31T00:00:00.000","2018-10-22T12:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-11-09T00:00:00.000","2018-08-13T08:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1953-12-08T00:00:00.000","2018-06-18T13:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1953-12-21T00:00:00.000","2018-05-01T08:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1953-12-24T00:00:00.000","2018-08-02T13:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1954-01-03T00:00:00.000","2018-01-01T15:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-01-15T00:00:00.000","2018-10-29T13:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-02-11T00:00:00.000","2018-07-11T12:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-03-29T00:00:00.000","2018-08-31T23:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-03-29T00:00:00.000","2018-10-05T14:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-06-22T00:00:00.000","2018-10-10T12:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1954-07-11T00:00:00.000","2018-06-11T09:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1954-09-15T00:00:00.000","2018-09-22T09:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1954-09-25T00:00:00.000","2018-07-13T17:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1954-10-04T00:00:00.000","2018-03-12T13:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-12-13T00:00:00.000","2018-10-12T14:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1954-12-28T00:00:00.000","2018-05-02T12:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-01-22T00:00:00.000","2018-10-11T09:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-01-30T00:00:00.000","2018-01-28T18:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1955-02-13T00:00:00.000","2018-11-07T22:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-02-18T00:00:00.000","2018-05-01T13:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-02-28T00:00:00.000","2018-01-02T15:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-04-03T00:00:00.000","2018-08-25T19:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-04-06T00:00:00.000","2018-08-06T13:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-04-12T00:00:00.000","2018-07-25T16:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-04-19T00:00:00.000","2018-04-19T09:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-05-05T00:00:00.000","2018-03-12T14:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-05-23T00:00:00.000","2018-05-16T09:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-06-06T00:00:00.000","2018-02-06T13:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-06-17T00:00:00.000","2018-06-01T14:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1955-07-11T00:00:00.000","2018-05-16T16:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-08-07T00:00:00.000","2018-12-18T20:48:00.000","E = Externally Generated","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-08-12T00:00:00.000","2018-08-03T13:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1955-08-12T00:00:00.000","2018-11-23T18:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-09-01T00:00:00.000","2018-03-10T18:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-09-10T00:00:00.000","2018-05-21T14:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-09-17T00:00:00.000","2018-08-08T13:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-10-14T00:00:00.000","2018-02-21T13:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-10-14T00:00:00.000","2018-02-21T13:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1955-11-15T00:00:00.000","2018-10-29T10:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1955-11-15T00:00:00.000","2018-10-03T20:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1955-12-20T00:00:00.000","2018-08-28T11:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-01-18T00:00:00.000","2018-08-17T18:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-01-18T00:00:00.000","2018-08-17T18:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-01-18T00:00:00.000","2018-08-17T18:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-02-08T00:00:00.000","2018-10-20T10:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-02-27T00:00:00.000","2018-08-26T18:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1956-02-28T00:00:00.000","2018-05-24T13:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1956-03-02T00:00:00.000","2018-03-05T15:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-03-25T00:00:00.000","2018-08-17T13:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-03-28T00:00:00.000","2018-03-19T13:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1956-04-08T00:00:00.000","2018-10-30T20:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-04-08T00:00:00.000","2018-10-30T20:59:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-06-18T00:00:00.000","2018-01-21T08:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1956-07-17T00:00:00.000","2018-08-26T09:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1956-09-04T00:00:00.000","2018-07-25T14:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1956-09-05T00:00:00.000","2018-06-07T10:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1956-09-06T00:00:00.000","2018-06-18T15:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1956-09-22T00:00:00.000","2018-04-28T14:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-09-24T00:00:00.000","2018-09-04T12:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-10-08T00:00:00.000","2018-11-04T07:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1956-10-08T00:00:00.000","2018-11-04T07:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1956-10-24T00:00:00.000","2018-06-02T13:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1956-12-07T00:00:00.000","2018-05-05T22:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-01-18T00:00:00.000","2018-12-07T20:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-01-23T00:00:00.000","2018-07-03T11:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1957-01-27T00:00:00.000","2018-07-23T10:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-02-02T00:00:00.000","2018-07-29T09:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1957-02-11T00:00:00.000","2018-05-02T10:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1957-02-11T00:00:00.000","2018-05-02T10:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1957-03-06T00:00:00.000","2018-02-22T09:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-03-08T00:00:00.000","2018-04-12T14:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1957-04-03T00:00:00.000","2018-08-04T10:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-04-22T00:00:00.000","2018-08-31T17:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-06-01T00:00:00.000","2018-05-10T13:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1957-06-08T00:00:00.000","2018-03-07T15:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-06-26T00:00:00.000","2018-10-14T16:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-07-14T00:00:00.000","2018-07-01T09:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1957-07-14T00:00:00.000","2018-07-24T12:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-07-16T00:00:00.000","2018-06-12T19:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-09-20T00:00:00.000","2018-01-19T21:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1957-09-29T00:00:00.000","2018-05-28T13:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-11-29T00:00:00.000","2018-07-24T14:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-12-12T00:00:00.000","2018-09-03T13:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1957-12-13T00:00:00.000","2018-01-27T18:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1957-12-23T00:00:00.000","2018-10-17T15:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-01-01T00:00:00.000","2018-10-18T13:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-01-03T00:00:00.000","2018-07-22T18:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1958-01-23T00:00:00.000","2018-10-18T14:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-02-18T00:00:00.000","2018-04-28T23:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-03-05T00:00:00.000","2018-09-23T18:36:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-03-09T00:00:00.000","2018-10-23T09:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-06-03T00:00:00.000","2018-07-22T19:54:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-06-03T00:00:00.000","2018-03-26T14:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1958-06-09T00:00:00.000","2018-01-16T13:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-06-09T00:00:00.000","2018-11-14T21:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-06-27T00:00:00.000","2018-06-25T12:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-08-08T00:00:00.000","2018-09-27T15:52:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-08-11T00:00:00.000","2018-01-19T14:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1958-08-13T00:00:00.000","2018-06-07T14:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1958-09-22T00:00:00.000","2018-09-29T22:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
