"granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","fiscal_year_issued","award_amount","grantee_name","address_line_1","address_line_2","city","st","zip"
"Agriculture, Food&Mrkts Agency","02200-LFMD19-04","2019 LFMD","GEN",,"2019-04-15T00:00:00.000","2020-03-31T00:00:00.000","2019","5000.00","New Leaf Organics","Jill Kopel","45 Mountain Terrace","Bristol","VT","05443"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-096","Farm Agronomic Practices Program Grant","GEN",,"2019-04-18T00:00:00.000","2019-08-01T00:00:00.000","2019","5000.00","Lawson,Mark S.","5403 Airport Rd",,"Orleans","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-097","Farm Agronomic Practices Program Grant","GEN",,"2019-04-18T00:00:00.000","2019-12-31T00:00:00.000","2019","1300.00","Seward,Arthur","45 Henry's Knoll Lane",,"E Wallingford","VT","05742"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-098","Farm Agronomic Practices Program Grant","GEN",,"2019-04-18T00:00:00.000","2019-12-31T00:00:00.000","2019","3660.00","Fisk-Haines Farm LLC","617 Fisk Road",,"Danby","VT","05739"
"Agriculture, Food&Mrkts Agency","02200-TSAG-19-06","2019 TSAG","GEN",,"2019-04-19T00:00:00.000","2019-12-06T00:00:00.000","2019","2000.00","Butterworks Farm LLC","421 Trumpass Road",,"Westfield","VT","05874"
"Agriculture, Food&Mrkts Agency","02200-TSAG-19-09","2019 TSAG","GEN",,"2019-04-19T00:00:00.000","2019-12-26T00:00:00.000","2019","2000.00","Mount Mansfield Maple Products","450 Weaver St., Ste 18",,"Winooski","VT","05404"
"Agriculture, Food&Mrkts Agency","02200-WLEB19-B07","2019 WLEB","GEN",,"2019-04-20T00:00:00.000","2020-10-20T00:00:00.000","2019","14700.00","Footprint Farm LLC","2796 Big Hollow Rd",,"Starskboro","VT","05487"
"Agriculture, Food&Mrkts Agency","02200-VPSIG-19-20","2019 VPSIG","FED","10.170","2019-04-25T00:00:00.000","2020-08-31T00:00:00.000","2019","4167.00","River Berry Farm","191 Goose Pond Road",,"Fairfax","VT","05454"
"Agriculture, Food&Mrkts Agency","02200-VPSIG-19-20","2019 VPSIG","SP",,"2019-04-25T00:00:00.000","2020-08-31T00:00:00.000","2019","833.00","River Berry Farm","191 Goose Pond Road",,"Fairfax","VT","05454"
"Agriculture, Food&Mrkts Agency","02200-VPSIG-19-17","2019 VPSIG","FED","10.170","2019-04-25T00:00:00.000","2020-03-01T00:00:00.000","2019","2867.00","Luna Bleu Farm","Tim Sanford & Suzanne Long","96 Boles Road","South Royalton","VT","05068"
"Agriculture, Food&Mrkts Agency","02200-VPSIG-19-17","2019 VPSIG","SP",,"2019-04-25T00:00:00.000","2020-03-01T00:00:00.000","2019","573.00","Luna Bleu Farm","Tim Sanford & Suzanne Long","96 Boles Road","South Royalton","VT","05068"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-SP01","2019 WLEB","GEN",,"2019-04-25T00:00:00.000","2020-10-25T00:00:00.000","2019","20000.00","Center for Women & Enterprise","24 School St","7th floor","Boston","MA","02108"
"Agriculture, Food&Mrkts Agency","02200-WLEB19-B04","2019 WLEB","GEN",,"2019-04-25T00:00:00.000","2020-10-25T00:00:00.000","2019","20000.00","Bread and Butter Farm LLC","200 Leduc Farm Rd",,"Shelburne","VT","05482"
"Agriculture, Food&Mrkts Agency","02200-WLEB19-B05","2019 WLEB","GEN",,"2019-04-25T00:00:00.000","2020-10-25T00:00:00.000","2019","20000.00","Fisher Brothers Farm, LLC","70 S. Winooski Ave #426",,"Burlington","VT","05401"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1024-1553","Best Management Practice Cost Share Grant","OTH",,"2019-04-29T00:00:00.000","2020-12-31T00:00:00.000","2019","200000.00","Royers Family Farm","205 Ingalls Dr",,"Orleans","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-LFMD19-06","2019 LFMD","GEN",,"2019-04-29T00:00:00.000","2020-03-31T00:00:00.000","2019","5000.00","Rogers Farmstead LLC","934 Rowell Hill Road",,"Berlin","VT","05602"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B09","2019 WLEB","SP",,"2019-05-01T00:00:00.000","2020-11-01T00:00:00.000","2019","15000.00","KJ Pratt Logging and Tree Service LLC","3097 Stage Rd",,"Jericho","VT","05465"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B01","2019 WLEB","GEN",,"2019-05-01T00:00:00.000","2019-11-01T00:00:00.000","2019","50000.00","Agricola Farm, LLC","2674 Jersey St.",,"Panton","VT","05491"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-101","Farm Agronomic Practices Program Grant","GEN",,"2019-05-01T00:00:00.000","2019-12-31T00:00:00.000","2019","5000.00","Elysian Fields","Joseph & Kathleen Hescock","3658 Rte 74W","Shoreham","VT","05770"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B02","2019 WLEB","GEN",,"2019-05-01T00:00:00.000","2020-11-01T00:00:00.000","2019","19910.00","Ardelia Farm, LLC","3118 W Glover Rd",,"Irasburg","VT","05845"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B12","2019 WLEB","GEN",,"2019-05-01T00:00:00.000","2020-11-01T00:00:00.000","2019","25000.00","Rebop Farm LLC","1320 Sunset Lake Rd",,"Brattleboro","VT","05301"
"Agriculture, Food&Mrkts Agency","02200-TSAG-19-07","2109 TSAG","GEN",,"2019-05-01T00:00:00.000","2019-09-20T00:00:00.000","2019","2000.00","Vermont Dog Eats","PO Box 648",,"Waitsfield","VT","05673"
"Agriculture, Food&Mrkts Agency","02200-TSAG-19-11","2019 TSAG","GEN",,"2019-05-01T00:00:00.000","2019-10-10T00:00:00.000","2019","2100.00","Stonewood Farm, Inc","105 Griswold Lane",,"Orwell","VT","05760"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-03","2019 FIARS","GEN",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","11000.00","Champlain Valley Exposition Inc","PO Box 209",,"Essex Jct","VT","05453-0209"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-03","2019 FIARS","OTH",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","23114.00","Champlain Valley Exposition Inc","PO Box 209",,"Essex Jct","VT","05453-0209"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-01","2019 FAIRS","GEN",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","11000.00","Addison County Fair & Field Days","Attn Treasurer","PO Box 745","Middlebury","VT","05753"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-01","2019 FAIRS","OTH",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Addison County Fair & Field Days","Attn Treasurer","PO Box 745","Middlebury","VT","05753"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-02","2019 FAIRS","GEN",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","11000.00","Caledonia County Fair Assoc","P.O. Box 343",,"Lyndonville","VT","05851"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-02","2019 FAIRS","OTH",,"2019-05-01T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Caledonia County Fair Assoc","P.O. Box 343",,"Lyndonville","VT","05851"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-968-1554","2019 ARM BMP","OTH",,"2019-05-08T00:00:00.000","2019-12-31T00:00:00.000","2019","33378.25","Rainville Dairy, LLC","1415 Gore Road",,"Highgate","VT","05459"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B06","2019 WLEB","GEN",,"2019-05-10T00:00:00.000","2020-11-10T00:00:00.000","2019","150000.00","5 Generations Farmstead Creamery LLC","118 County Rd",,"West Glover","VT","05875"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-12","2019 FIARS","GEN",,"2019-05-10T00:00:00.000","2019-12-31T00:00:00.000","2019","2458.00","Vermont Farm Show Inc","416 Irish Settlement Rd",,"Underhill","VT","05489"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B03","2019 WLEB","GEN",,"2019-05-10T00:00:00.000","2020-11-10T00:00:00.000","2019","23600.00","Beaver Meadow Consulting","18 Tucker Hill Rd",,"Norwich","VT","05055"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-09","2019 FAIRS","GEN",,"2019-05-10T00:00:00.000","2020-12-31T00:00:00.000","2019","10479.00","Vermont State Fair","PO Box 10",,"Rutland","VT","05702"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-09","2019 FAIRS","OTH",,"2019-05-10T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Vermont State Fair","PO Box 10",,"Rutland","VT","05702"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-10","2019 FAIRS","GEN",,"2019-05-10T00:00:00.000","2020-12-31T00:00:00.000","2019","4263.00","Guilford Fair Inc","137 Baranoski Dr",,"Guilford","VT","05301"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-SP04","2019 WLEB","GEN",,"2019-05-20T00:00:00.000","2020-11-20T00:00:00.000","2019","20000.00","Vermont Wood Works Council Inc","19 Spellman Terr","PO Box 6004","Rutland","VT","05702"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-05","2019 FAIRS","GEN",,"2019-05-20T00:00:00.000","2019-12-31T00:00:00.000","2019","3249.00","Deerfield Valley Farmers Day Association","Attn Treasurer","PO Box 577","Wilmington","VT","05363"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B11","2019 WLEB","GEN",,"2019-05-20T00:00:00.000","2020-11-20T00:00:00.000","2019","130000.00","Kirby Mulch Company LLC","PO Box 204",,"Concord","VT","05824"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-07","2019 FAIRS","GEN",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","8503.00","Lamoille County Field Days Inc","PO Box 357",,"Hyde Park","VT","05655"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-07","2019 FAIRS","OTH",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","14500.00","Lamoille County Field Days Inc","PO Box 357",,"Hyde Park","VT","05655"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B08","2019 WLEB","GEN",,"2019-05-20T00:00:00.000","2020-11-20T00:00:00.000","2019","120000.00","Gagnon Lumber Inc","89 Stevens Rd",,"Pittsford","VT","05763"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-04","2019 FAIRS","GEN",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","8876.00","Connecticut Valley Fair Inc","PO Box 353",,"Bradford","VT","05033"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-04","2019 FAIRS","OTH",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Connecticut Valley Fair Inc","PO Box 353",,"Bradford","VT","05033"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-13","2019 FAIRS STIPEND","GEN",,"2019-05-20T00:00:00.000","2019-12-31T00:00:00.000","2019","7392.00","Vermont Maple Festival Council Inc","Attn Treasurer","PO Box 255","ST Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-08","2019 FAIRS","GEN",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","11000.00","Orleans County Fair Assoc","278 Roaring Brook Rd",,"Barton","VT","05822"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-08","2019 FAIRS","OTH",,"2019-05-20T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Orleans County Fair Assoc","278 Roaring Brook Rd",,"Barton","VT","05822"
"Agriculture, Food&Mrkts Agency","02200-TSAG-19-10","2019 TSAG","GEN",,"2019-05-21T00:00:00.000","2019-09-18T00:00:00.000","2019","2000.00","Morrill Mountain Fruit Farm LLC","16 Redden Rd",,"South Strafford","VT","05070"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-06","2019 FAIRS","GEN",,"2019-05-22T00:00:00.000","2020-12-31T00:00:00.000","2019","9781.00","Franklin County Field Days, Inc.","1668 Potato Hill Road",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-FAIRS-19-06","2019 FAIRS","OTH",,"2019-05-22T00:00:00.000","2020-12-31T00:00:00.000","2019","23144.00","Franklin County Field Days, Inc.","1668 Potato Hill Road",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-WLEB-19-B13","2019 WLEB","GEN",,"2019-05-25T00:00:00.000","2020-11-25T00:00:00.000","2019","0.00","Rockledge Maple Trust","2227 Highgate Rd",,"ST Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-WQ-BMP-GWFS-002","Grassed Waterway and Filter Strip Program Incentive Payment and Cost Share Grant","OTH",,"2019-06-01T00:00:00.000","2029-05-31T00:00:00.000","2019","2300.00","Burt,Ellen L.","428 North Danville Rd.",,"St. Johnsbury","VT","05819"
"Agriculture, Food&Mrkts Agency","02200-CORN-2019","VT Corn Pest Survey","FED","10.025","2019-06-01T00:00:00.000","2020-04-30T00:00:00.000","2019","10000.00","University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160"
"Agriculture, Food&Mrkts Agency","02200-SOLANACEOUS-2019","VT Solanaceous Pest Survey","FED","10.025","2019-06-01T00:00:00.000","2020-04-30T00:00:00.000","2019","14000.00","University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160"
"Agriculture, Food&Mrkts Agency","02200-TREEFRUIT-2019","VT Tree Fruit Pest Survey","FED","10.025","2019-06-01T00:00:00.000","2020-04-30T00:00:00.000","2019","14000.00","University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160"
"Agriculture, Food&Mrkts Agency","02200-LFMD19-02","2019 LFMD","GEN",,"2019-06-10T00:00:00.000","2020-03-31T00:00:00.000","2019","5000.00","Farm Connex","259 Fishing Access Rd",,"Newport","VT","05855"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1025-1555","ARM BMP","OTH",,"2019-06-10T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Brooks,Daniel","1035 VT Rt 153",,"West Pawlet","VT","05775"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-105","2019 ARM FAP","GEN",,"2019-06-14T00:00:00.000","2019-12-31T00:00:00.000","2019","2400.00","C&K Butler Beef, LLC","3475 S. 116 Road",,"Bristol","VT","05443"
"Agriculture, Food&Mrkts Agency","02200-BOTF-2019-01","Breakfast on the Farm (VDPC Funding)","SP",,"2019-06-20T00:00:00.000","2019-09-01T00:00:00.000","2019","21000.00","Vermont Feed Dealers & Manufacturers Ass","P.O. Box 449",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-313-1559","2019 ARM BMP","OTH",,"2019-06-24T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Maxwells Neighborhood Farm LLC","213 Maxwell Rd",,"Newport","VT","05855"
"Attorney General's Office","02100-FY2019-FNGI","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","119759.00","ST Albans City Treasurer","PO Box 867",,"ST Albans","VT","05478"
"Attorney General's Office","02100-FY2019-FNGI","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","39009.40","ST Albans City Treasurer","PO Box 867",,"ST Albans","VT","05478"
"Attorney General's Office","02100-FY2019-OE","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","86100.00","Orange County Restorative Justice Center","PO Box 58, 292 VT Route 110",,"Chelsea","VT","05038"
"Attorney General's Office","02100-FY2019-OE","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15132.00","Orange County Restorative Justice Center","PO Box 58, 292 VT Route 110",,"Chelsea","VT","05038"
"Attorney General's Office","02100-FY2019-LE","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","98869.00","Lamoille Restorative Center","PO Box 148",,"Hyde Park","VT","05655"
"Attorney General's Office","02100-FY2019-LE","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","22490.58","Lamoille Restorative Center","PO Box 148",,"Hyde Park","VT","05655"
"Attorney General's Office","02100-FY2019-AN","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","96780.00","Addison County Court Diversion &","PO Box 881",,"Middlebury","VT","05753"
"Attorney General's Office","02100-FY2019-AN","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","22119.50","Addison County Court Diversion &","PO Box 881",,"Middlebury","VT","05753"
"Attorney General's Office","02100-FY2019-OS","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","89124.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Attorney General's Office","02100-FY2019-OS","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","17215.95","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Attorney General's Office","02100-FY2019-BN","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","102570.00","Center for Restorative Justice","439 Main St",,"Bennington","VT","05201"
"Attorney General's Office","02100-FY2019-BN","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","53641.00","Center for Restorative Justice","439 Main St",,"Bennington","VT","05201"
"Attorney General's Office","02100-FY2019-CAEX","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","107121.00","St Johnsbury Area Youth Service Bureau","Northeast Kingdom Youth Services","24 Bagley St","ST Johnsbury","VT","05819"
"Attorney General's Office","02100-FY2019-CAEX","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","18859.97","St Johnsbury Area Youth Service Bureau","Northeast Kingdom Youth Services","24 Bagley St","ST Johnsbury","VT","05819"
"Attorney General's Office","02100-FY2019-CN","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","124495.50","Chittenden County Court Diversion","183 St. Paul. St",,"Burlington","VT","05401"
"Attorney General's Office","02100-FY2019-CN","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","110342.50","Chittenden County Court Diversion","183 St. Paul. St",,"Burlington","VT","05401"
"Attorney General's Office","02100-FY2019-RD","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","123567.00","Rutland County Court Diversion &","50 Center Street",,"Rutland","VT","05701"
"Attorney General's Office","02100-FY2019-RD","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","35353.00","Rutland County Court Diversion &","50 Center Street",,"Rutland","VT","05701"
"Attorney General's Office","02100-FY2019-WM","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","103082.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Attorney General's Office","02100-FY2019-WM","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","51281.00","Youth Services Inc","32 Walnut St","PO Box 6008","Brattleboro","VT","053026008"
"Attorney General's Office","02100-FY2019-WN","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","117975.00","Washington County Diversion Program","322 N. Main St., Ste. 5",,"Barre","VT","05641"
"Attorney General's Office","02100-FY2019-WN","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","27599.51","Washington County Diversion Program","322 N. Main St., Ste. 5",,"Barre","VT","05641"
"Attorney General's Office","02100-FY2019-WR","Court Diversion","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","108358.00","Valley Court Diversion Program","PO Box 474",,"White River Jct","VT","05001"
"Attorney General's Office","02100-FY2019-WR","Court Diversion","SP",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","34103.03","Valley Court Diversion Program","PO Box 474",,"White River Jct","VT","05001"
"Attorney General's Office","02100-18ICAC-PCAVT","VT-ICAC - Outreach and Internet Safety","FED","16.543","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","24570.50","Prevent Child Abuse-Vermont","94 Main St","PO Box 829","Montpelier","VT","05601"
"Attorney General's Office","02100-FY2019-VP","VACDP Website Update","GEN",,"2018-12-03T00:00:00.000","2019-06-30T00:00:00.000","2019","7500.00","Vermont Assoc of Court Diversion Program","c/o Catherine Kalkstein","Washington County Diversion Program","Barre","VT","05641"
"BGS Capital Projects","01181-07-ED-017","Eduational Grant","OTH",,"2017-08-07T00:00:00.000","2018-09-30T00:00:00.000","2019","25000.00","Okemo Valley TV","37 C. Main St",,"Ludlow","VT","05149"
"BGS Capital Projects","01181-07-ED-020","Replace slate roof of the 1936 building and the secont that connects both buildings","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","25000.00","Bennington Free Library","101 Silver St",,"Bennington","VT","05201"
"BGS Capital Projects","01181-07-ED0-21","Construction of a therapeutic sensory room","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","13550.00","HowardCenter Inc","Attn Accounts Receivable Dept","208 Flynn Ave Ste 3J","Burlington","VT","05401"
"BGS Capital Projects","01181-07-REG-041","Business Shop renovation project","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15000.00","Northeastern Vermont Development","PO Box 630",,"St Johnsbury","VT","05819"
"BGS Capital Projects","01181-07-REC-079","Manufacturing and Installing 53 kiosks","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","13500.00","MRVPD","PO Box 471",,"Waitsfield","VT","05673"
"BGS Capital Projects","01181-07-REC-082","Construct new multi function cabinets for storage","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","2290.00","The Marlboro Alliance, Inc","PO Box 165",,"Marlboro","VT","05344"
"BGS Capital Projects","01181-07-ED-023","Construction of a new library","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","25000.00","South Hero Library Foundation, Inc","75 South St",,"South Hero","VT","05486"
"BGS Capital Projects","01181-07-REG-038","Purchase Equiptment for Fox Hill Kitchens, LLC","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","10000.00","Northeastern Vermont Development","PO Box 630",,"St Johnsbury","VT","05819"
"BGS Capital Projects","01181-0-REG-044","Awesome Graphics to expand business and purchase equipment","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Rutland Economic Development Corporation","67 Merchants Row Ste 104",,"Rutland","VT","05701-5910"
"BGS Capital Projects","01181-07-REC-077","Ice Rink on the State House Lawn Project","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15000.00","Montpelier City Treasurer","City Hall","39 Main St, Ste #2","Montpelier","VT","05602"
"BGS Capital Projects","01181-07-ED-022","Purchase Equipment and software for comm classes in communication and media productions","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","4140.00","Northwest Access TV","P. O. Box 468",,"St. Albans","VT","05478"
"BGS Capital Projects","01181-07-REC-072","Mountain Bike Ramp and new concrete ramp to municipal park","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Johnson Town Treasurer","PO Box 383",,"Johnson","VT","05656"
"BGS Capital Projects","01181-07-REC-080","Union Elementary School Playground Project","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","9000.00","Montpelier Roxbury School District","5 High School Drive, Unit# 1",,"Montpelier","VT","05602"
"BGS Capital Projects","01181-07-HS-043","Roof Replacement at 177-179 S. Winooski Ave in Burlington","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15000.00","Turning Point Center of Chittenden Cty","191 Bank St Ste 200",,"Burlington","VT","05401"
"BGS Capital Projects","01181-07-REC-064","Develop a playground continguent on the swingest in the proposal","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","7335.00","Paran Recreations","PO Box 393",,"No Bennington","VT","05257"
"BGS Capital Projects","01181-07-REC-067","Renovations to the North Concord Park","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","7975.00","Concord Town Treasurer","PO Box 317",,"Concord","VT","058240317"
"BGS Capital Projects","01181-07-REC-056","Waterfront Recreation Path and Lake Access Project","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","25000.00","Newport City Renaissance Corporation","79 Coventry St Suite 1",,"Newport","VT","05855"
"BGS Capital Projects","01181-07-REC-078","Rehabilitate the lower websterville playground","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","8000.00","Barre Town Treasurer","PO Box 124",,"Websterville","VT","05678-0124"
"BGS Capital Projects","01181-07-HS-047","Renovation of a new emergency shelter","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","20000.00","Good Samaritan Haven","PO Box 1104",,"Barre","VT","05641"
"BGS Capital Projects","01181-07-REC-084","Complete disc golf course","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","6800.00","Brattleboro Town Treasurer","230 Main Street",,"Brattleboro","VT","05301"
"BGS Capital Projects","01181-07-REG-034","Purchase Equipment, make renovations and fit up costs at new location","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","20000.00","Addison County Economic Development","1590 Rte 7 South Ste 8",,"Middlebury","VT","05753"
"BGS Capital Projects","01181-07-REG-042","Complete Renovations of the historic Montgomery Ward Building","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15000.00","Northeastern Vermont Development","PO Box 630",,"St Johnsbury","VT","05819"
"BGS Capital Projects","01181-07-ED-019","New Furnace Installation","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","2900.00","Readsboro Town Treasurer","PO Box 187",,"Readsboro","VT","05350"
"BGS Capital Projects","01181-07-REG-040","Construct a building to facilitate relocation and expansion of existing building","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","15000.00","Lake Champlain Islands Economic","3501 US Route 2","PO Box 213","North Hero","VT","05474"
"BGS Capital Projects","01181-07-REG-045","Expansion of business at 35 Frost St in Brattleboro","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","20000.00","Brattleboro Development Credit Corp","76 Cotton Mill Hill Unit C-1",,"Brattleboro","VT","05301"
"BGS Capital Projects","01181-07-REG-037","Completion of two phase project to expand production cap. and upgrade equip/fixtures","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","10000.00","Bennington County Industrial Corp","111 South St Suite 203",,"Bennington","VT","05201"
"BGS Capital Projects","01181-07-HS-049","Enable Telemedicine to be offerd at the clinic","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","7000.00","Southwestern Vermont Medical Center","100 Hospital Dr",,"Bennington","VT","05201"
"BGS Capital Projects","01181-07-REC-032","Recreational Facilities Grant","OTH",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","6500.00","Swanton Town Treasurer","PO Box 711",,"Swanton","VT","05488"
