"stop_no","agency","date_and_time","gender","sex","race","ethnicity","contact1","action_taken1","outcome1","misc_code1","street_address_of_stop","city","officer"
"805306","406","2020-01-23T14:23:00.000",,"M","W","NHIS","V","NS","W","X","LINCOLN ST & CENTRAL ST","EXJ","50"
"H716424","406","2020-01-23T17:01:00.000","M","M","W",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H716362","406","2020-01-23T17:13:00.000","M","M","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"805309","406","2020-01-23T17:15:00.000",,"M","W","NHIS","M","NS","T","X","PARK ST & SOUTH ST","EXJ","47"
"H716389","406","2020-01-23T17:21:00.000","M","M","B",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H716465","406","2020-01-23T17:21:00.000","M","M","W",,"M","NS","W","X","PINECREST DR @ COLCHESTER RD","EXJ","2"
"H716418","406","2020-01-23T17:33:00.000","M","M","W",,"M","NS","W","X","WEST ST / WEST ST EXT","EXJ","36"
"H716380","406","2020-01-23T17:48:00.000","F","F","W",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H716453","406","2020-01-23T18:40:00.000","F","F","W",,"M","NS","W","X","SAND HILL / GREENBRIAR","ESS","36"
"H716511","406","2020-01-23T18:58:00.000","F","F","W",,"V","NS","W","X","136 PEARL ST WB","EXJ","2"
"805337","406","2020-01-23T19:40:00.000",,"M","W","NHIS","M","NS","T","X","104 MAPLE ST","EXJ","47"
"H716448","406","2020-01-23T19:41:00.000","M","M","W",,"V","NS","W","X","136 PEARL ST WB","EXJ","2"
"805338","406","2020-01-23T22:09:00.000",,"M","W",,"M","NS","T","X","105 PEARL ST","EXJ","47"
"805339","406","2020-01-23T22:37:00.000",,"F","W",,"M","NS","T","X","106 PEARL ST","EXJ","47"
"805340","406","2020-01-23T23:42:00.000",,"M","W",,"V","NS","W","X","134 PEARL ST","EXJ","41"
"H716438","406","2020-01-24T00:45:00.000","M","M","W",,"M","NS","W","X","PEARL ST EB @ FIVE CORNERS","EXJ","2"
"805341","406","2020-01-24T06:19:00.000",,"M","W",,"V","NS","W","X","I 289 Rock Cut","ESS","41"
"H716521","406","2020-01-24T07:45:00.000","M","M","W",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H716575","406","2020-01-24T07:58:00.000","M","M","W",,"V","NS","T","X","197 PEARL STREET","EXJ","36"
"806086","406","2020-01-24T08:19:00.000",,"F","W","NHIS","V","NS","T","X","SUSIE WILSON RD & FORT PKWY","ESS","36"
"H716663","406","2020-01-24T09:25:00.000","M","M","W",,"V","NS","W","X","11 PARK ST","EXJ","36"
"H716642","406","2020-01-24T09:52:00.000","F","F","W",,"V","NS","W","X","62 PEARL ST","EXJ","36"
"H716571","406","2020-01-24T10:14:00.000","M","M","W",,"V","NS","T","X","SUSIE WILSON ROAD / JOSHUA WAY","EXJ","36"
"H716610","406","2020-01-24T10:31:00.000","M","M","W",,"M","NS","W","X","PEARL ST / W HILLCREST","EXJ","36"
"H716594","406","2020-01-24T10:44:00.000","M","M","W",,"V","NS","W","X","S SUMMIT / CHERRY ST","EXJ","36"
"805638","406","2020-01-24T15:10:00.000",,"M","W",,"M","NS","W","X","145 MAPLE ST","EXJ","29"
"H716579","406","2020-01-24T17:30:00.000","M","M","B",,"M","NS","T","X","HILLCREST / PROSPECT ST","EXJ","36"
"805597","406","2020-01-24T17:39:00.000",,"M","W",,"M","NS","T","X","PARK ST & PEARL ST","EXJ","47"
"H716555","406","2020-01-24T17:45:00.000","M","M","A",,"M","NS","T","X","HILLCREST / PROSPECT ST","EXJ","36"
"805601","406","2020-01-24T21:12:20.000",,"F","W","NHIS","V","NS","T","X","80 PEARL ST","EXJ","37"
"805600","406","2020-01-24T21:20:20.000",,"F","W","NHIS","M","NS","T","X","west st & west st ext","EXJ","37"
"805599","406","2020-01-24T21:26:20.000",,"F","W",,"M","NS","T","X","130 PEARL ST","EXJ","37"
"805598","406","2020-01-24T22:12:20.000",,"M","B",,"V","NS","T","X","130 MAIN ST","EXJ","37"
"806559","406","2020-01-25T00:21:00.000",,"M","W","NHIS","M","NS","A","X","1 CARMICHAEL ST","ESS","36"
"806560","406","2020-01-25T00:22:00.000",,"M","W","NHIS","M","NS","A","X","90 CENTER RD","ESS","36"
"805602","406","2020-01-25T01:56:00.000",,"M","W",,"E","NS","W","X","56 PEARL ST","EXJ","41"
"816068","406","2020-01-25T10:02:00.000",,"M","W",,"E","NS","W","X","19 SUMMIT ST","EXJ","12"
"816069","406","2020-01-25T10:54:00.000",,"M","W",,"M","NS","W","X","susie wilson byp","ESS","12"
"816070","406","2020-01-25T11:09:00.000",,"F","W",,"M","NS","W","X","VT RT 289 MM9; I 289 MM9","ESS","12"
"805634","406","2020-01-25T18:40:00.000",,"F","W","NHIS","M","NS","W","X","MAIN ST & DENSMORE DR","EXJ","50"
"805633","406","2020-01-25T19:47:00.000",,"M","W","NHIS","V","NS","W","X","OLD COLCHESTER RD & GROVE ST","EXJ","50"
"805637","406","2020-01-25T20:00:00.000",,"M","W",,"M","NS","T","X","PEARL ST & SUSIE WILSON RD","EXJ","47"
"805682","406","2020-01-27T04:22:00.000",,"F","B",,"M","NS","T","X","PARK ST & CASCADE ST","EXJ","49"
"805671","406","2020-01-27T05:55:00.000",,"F","W",,"M","NS","W","X","CLOVER DR & TOWERS RD","ESS","49"
"805676","406","2020-01-27T06:20:00.000",,"M","W","NHIS","M","NS","W","X","CLOVER DR & TOWERS RD","ESS","49"
"H716948","406","2020-01-27T08:35:00.000","F","F","W",,"M","NS","W","X","MAPLEST/ CAMP ST","EXJ","42"
"816071","406","2020-01-27T08:38:00.000",,"F","W",,"M","NS","W","X","VT RT 289 MM8; I 289 MM8","ESS","12"
"H716959","406","2020-01-27T11:16:00.000","F","F","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H716944","406","2020-01-27T13:00:00.000","F","F","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H716888","406","2020-01-27T13:39:00.000","F","F","W",,"M","NS","W","X","EXIT 9","ESS","42"
"H716925","406","2020-01-27T17:39:00.000","F","F","W",,"M","NS","T","X","SUMMIT ST / PROSPECT ST","EXJ","36"
"H718367","406","2020-01-27T17:58:00.000","M","M","W",,"M","NS","T","X","SUMMIT ST / PROSPECT ST","EXJ","36"
"805868","406","2020-01-27T19:18:00.000",,"F","W","NHIS","V","NS","W","X","Susie Wilson Byp","ESS","47"
"H718361","406","2020-01-27T20:00:00.000","M","M","B",,"M","NS","T","X","142 CENTER ROAD","ESS","36"
"H716893","406","2020-01-28T01:00:00.000","M","M","W",,"M","NS","W","X","PARK / MAPLE","EXJ","36"
"H717090","406","2020-01-28T08:01:00.000","M","M","H",,"M","NS","W","X","LINCOLN ST/ PARK ST","EXJ","42"
"H717099","406","2020-01-28T09:43:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H717118","406","2020-01-28T10:04:00.000","M","M","W",,"V","NS","W","X","SANDHILL/ ALLEN MARTIN","ESS","42"
"H717124","406","2020-01-28T13:11:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"816072","406","2020-01-28T13:18:00.000",,"F","W",,"E","NS","W","X","10 PARK ST","EXJ","12"
"806523","406","2020-01-28T15:40:00.000",,"M","W","NHIS","M","NS","W","X","SAND HILL RD & MAPLELAWN DR","ESS","35"
"806521","406","2020-01-28T15:58:00.000",,"F","W","NHIS","M","NS","W","X","SAND HILL RD & MAPLELAWN DR","ESS","35"
"806090","406","2020-01-28T17:04:00.000",,"M","W",,"M","NS","T","X","15 MAPLE ST","EXJ","50"
"806084","406","2020-01-28T17:06:00.000",,"F","W",,"E","NS","T","X","12 PIONEER ST","ESS","37"
"806087","406","2020-01-28T17:10:00.000",,"F","W","NHIS","M","NS","W","X","SAND HILL RD & ALLEN MARTIN DR","ESS","45"
"806088","406","2020-01-28T17:30:00.000",,"M","W",,"M","NS","W","X","SAND HILL RD & ALLEN MARTIN DR","ESS","45"
"806089","406","2020-01-28T18:39:00.000",,"F","W",,"M","NS","W","X","SOUTH ST & SOUTHVIEW RD","EXJ","50"
"806093","406","2020-01-28T20:50:00.000",,"F","W","NHIS","V","NS","W","X","UPPER MAIN ST & TURNBERRY RDG","ESS","50"
"806098","406","2020-01-28T23:40:00.000",,"M","W","NHIS","M","NS","W","X","VT RT 289 MM9; I 289 MM9","ESS","29"
"806108","406","2020-01-29T02:45:00.000",,"F","W",,"V","NS","W","X","MAIN ST & FAIRVIEW DR","EXJ","49"
"806102","406","2020-01-29T03:40:00.000",,"F","W","NHIS","M","NS","W","X","SOUTH ST & PARK ST","EXJ","41"
"806532","406","2020-01-29T07:45:00.000",,"M","W",,"M","NS","T","X","OLD COLCHESTER RD & EDUCATIONAL DR","EXJ","23"
"H717238","406","2020-01-29T08:09:00.000","M","M","A",,"M","NS","W","X","MAPLE ST/ PARK ST","EXJ","42"
"806520","406","2020-01-29T08:25:00.000",,"F","W",,"M","NS","W","X","PINECREST DR & SUFFOLK LN","ESS","35"
"806183","406","2020-01-29T08:47:00.000",,"F","W","NHIS","M","NS","W","X","136 SAND HILL RD","ESS","14"
"808511","406","2020-01-29T08:50:00.000",,"F","W",,"M","NS","W","X","PINECREST DR & SUFFOLK LN","ESS","35"
"806530","406","2020-01-29T09:00:00.000",,"F","W",,"M","NS","W","X","104 MAPLE ST","EXJ","23"
"806188","406","2020-01-29T09:35:00.000",,"M","B",,"M","NS","W","X","MAPLE ST & RIVENDELL DR","EXJ","14"
"H717265","406","2020-01-29T09:59:00.000","F","F","W",,"M","NS","W","X","MAPLE ST MAPL ST EXT","EXJ","42"
"H717281","406","2020-01-29T10:09:00.000","F","F","W",,"M","NS","W","X","145 MAPLE ST","EXJ","42"
"H717196","406","2020-01-29T11:19:00.000","M","M","W",,"M","NS","T","X","65 MAPLE ST","EXJ","42"
"806529","406","2020-01-29T14:10:00.000",,"M","W","NHIS","M","NS","W","X","River Rd & I 289","ESS","23"
"806545","406","2020-01-29T17:06:00.000",,"F","W","NHIS","V","NS","W","X","201 MAPLE ST","EXJ","50"
"806564","406","2020-01-29T17:45:00.000",,"M","W","NHIS","M","NS","W","X","I 289 & MM 8","ESS","29"
"H717210","406","2020-01-29T19:36:00.000","M","M","W",,"M","NS","T","X","SUMMIT / PROSPECT ST","EXJ","36"
"H717292","406","2020-01-29T19:50:00.000","F","F","W",,"M","NS","W","X","MAIN STREET/GROVE ST","EXJ","46"
"H717291","406","2020-01-29T20:22:00.000","M","M","W",,"M","NS","W","X","I289/EXIT 9","ESS","46"
"H717271","406","2020-01-29T20:44:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H717164","406","2020-01-29T20:55:00.000","F","F","A",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H717261","406","2020-01-29T21:04:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H717201","406","2020-01-29T21:08:00.000","F","F","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H717205","406","2020-01-29T21:25:00.000","M","M","W",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H717295","406","2020-01-29T21:42:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H717301","406","2020-01-29T22:08:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"806563","406","2020-01-29T22:16:00.000",,"F","W",,"M","NS","T","X","145 MAPLE ST","EXJ","50"
"806662","406","2020-01-30T05:05:00.000",,"M","B",,"M","NS","T","X","MAPLE ST & MAPLEWOOD LN","EXJ","49"
"806670","406","2020-01-30T08:00:00.000",,"F","W",,"M","NS","W","X","OLD COLCHESTER RD & EDUCATIONAL DR","EXJ","23"
"806671","406","2020-01-30T08:20:00.000",,"F","W",,"M","NS","W","X","176 COLCHESTER RD","ESS","23"
"806665","406","2020-01-30T08:37:00.000",,"F","W","NHIS","M","NS","W","X","OLD STAGE RD & INDIAN BROOK RD","ESS","14"
"806663","406","2020-01-30T08:50:00.000",,"F","W","NHIS","M","NS","W","X","OLD STAGE RD & INDIAN BROOK RD","ESS","14"
"H717403","406","2020-01-30T09:22:00.000","M","M","W",,"V","NS","W","X","RT 2A/ GENTES RD","ESS","42"
"806686","406","2020-01-30T09:37:00.000",,"F","W",,"M","NS","T","X","PEARL ST & S SUMMIT ST","EXJ","23"
"H717418","406","2020-01-30T13:47:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H717395","406","2020-01-30T14:11:00.000","F","F","W",,"M","NS","W","X","NORTH ST/ LINCOLN ST","EXJ","42"
"806760","406","2020-01-30T17:38:00.000",,"M","W","NHIS","V","NS","W","X","MAPLEWOOD LN & MAPLE ST","EXJ","50"
"806759","406","2020-01-30T18:26:00.000",,"M","W",,"V","NS","W","X","76 PEARL ST","EXJ","50"
"806758","406","2020-01-30T18:30:00.000",,"F","W",,"M","NS","W","X","SUSIE WILSON BYP & KELLOGG RD","ESS","40"
"806761","406","2020-01-31T00:35:00.000",,"M","W",,"M","NS","T","X","141 PEARL ST","EXJ","40"
"806811","406","2020-01-31T08:00:00.000",,"F","W","NHIS","M","NS","W","X","17 OLD COLCHESTER RD","ESS","23"
"807719","406","2020-01-31T12:10:00.000",,"F","W","NHIS","M","NS","T","X","74 PEARL ST","EXJ","1"
"807022","406","2020-01-31T16:51:00.000",,"M","W",,"M","NS","T","X","SUSIE WILSON RD & KELLOGG RD","ESS","47"
"807554","406","2020-01-31T18:47:00.000",,"M","W","NHIS","E","NS","W","X",,,"47"
"816073","406","2020-02-01T08:15:00.000",,"M","W","NHIS","M","NS","W","X","80 PARK ST","EXJ","12"
"815742","406","2020-02-01T12:46:00.000",,"M","W",,"E","NS","W","X","1 FORT PKWY","ESS","12"
"807016","406","2020-02-01T13:55:00.000",,"M","W",,"V","NS","W","X","383 OLD STAGE RD","ESS","29"
"807015","406","2020-02-01T22:07:00.000",,"F","W",,"E","NS","W","X","105 PEARL ST","EXJ","47"
"807035","406","2020-02-02T11:50:00.000",,"M","W",,"V","NS","W","X","I289 Exit 10","ESS","6"
"807066","406","2020-02-02T16:28:00.000",,"F","W","NHIS","M","NS","T","X","105 PEARL ST","EXJ","47"
"807068","406","2020-02-02T16:30:00.000",,"M","W","NHIS","E","NS","W","X","105 PEARL ST","EXJ","47"
"H717919","406","2020-02-02T16:35:00.000","F","F","W",,"V","NS","W","X","PEARL ST WB @ HARLEY DAVIDSON","EXJ","2"
"H717920","406","2020-02-02T16:48:00.000","F","F","W",,"V","NS","W","X","153 PEARL ST WB","EXJ","2"
"H717936","406","2020-02-02T16:58:00.000","F","F","W",,"V","NS","W","X","153 PEARL ST WB","EXJ","2"
"H717943","406","2020-02-02T17:15:00.000","M","M","W",,"V","NS","W","X","153 PEARL ST WB","EXJ","2"
"808891","406","2020-02-02T17:39:00.000",,"M","A",,"M","NS","W","X","I 289 & MM11","ESS","40"
"807063","406","2020-02-02T18:00:00.000",,"M","W",,"E","NS","T","X","PEARL ST & WEST ST EXT","EXJ","47"
"808892","406","2020-02-02T18:19:00.000",,"M","W","NHIS","V","NS","W","X","I 289 & Colchester Rd","ESS","40"
"807070","406","2020-02-02T18:25:00.000",,"F","W","NHIS","E","NS","W","X","SUSIE WILSON RD & KELLOGG RD","ESS","47"
"807512","406","2020-02-03T08:35:00.000",,"F","W","NHIS","M","NS","W","X","SAND HILL RD & MAPLELAWN DR","ESS","35"
"H718005","406","2020-02-03T08:39:00.000","M","M","W",,"V","NS","T","X","MAPLE ST/ EAST ST","EXJ","36"
"H718055","406","2020-02-03T08:47:00.000","M","M","W",,"M","NS","W","X","MAPLE ST / EAST ST","EXJ","36"
"809406","406","2020-02-03T09:00:00.000",,"F","W",,"V","NS","W","X","CENTER RD & OLD STAGE RD","ESS","6"
"809402","406","2020-02-03T09:10:00.000",,"M","W",,"V","NS","W","X","10 OLD STAGE RD","ESS","6"
"809403","406","2020-02-03T11:09:00.000",,"M","W","NHIS","E","NS","W","X","ewing place","ESS","6"
"816518","406","2020-02-03T11:32:00.000",,"M","W",,"M","NS","W","X","I289 Exit 9","ESS","12"
"807672","406","2020-02-03T13:20:00.000",,"F","W","NHIS","E","NS","T","X","6 LINCOLN ST","EXJ","12"
"808006","406","2020-02-03T22:30:00.000",,"F","W","NHIS","M","NS","W","X","SUSIE WILSON RD & PEARL ST","ESS","29"
"807558","406","2020-02-04T02:54:00.000",,"M","W",,"E","NS","W","X","JERICHO RD & TOWERS RD","ESS","47"
"807556","406","2020-02-04T06:40:00.000",,"M","W",,"E","NS","W","X","PEARL ST & SUSIE WILSON RD","EXJ","47"
"810261","406","2020-02-04T10:47:00.000",,"F","W","NHIS","M","NS","T","X","I289 Exit 9","ESS","12"
"816519","406","2020-02-04T13:14:00.000",,"F","W",,"M","NS","W","X","JERICHO RD & LILAC LN","ESS","12"
"816520","406","2020-02-04T14:21:00.000",,"M","W",,"M","NS","W","X","VT RT 289 MM10; I 289 MM10","ESS","12"
"816521","406","2020-02-04T15:02:00.000",,"F","W",,"M","NS","W","X","104 MAPLE ST","EXJ","12"
"807970","406","2020-02-04T15:15:00.000",,"F","W",,"V","NS","W","X","River Rd & I 289","ESS","49"
"807969","406","2020-02-04T15:50:00.000",,"M","W",,"V","NS","W","X","I 289 MM 11","ESS","49"
"808005","406","2020-02-04T17:30:00.000",,"F","W",,"M","NS","W","X","202 COLCHESTER RD","ESS","29"
"807982","406","2020-02-04T17:33:00.000",,"M","A",,"M","NS","T","X","IROQUOIS AVE & PARK ST","EXJ","45"
"808002","406","2020-02-04T20:45:00.000",,"M","A",,"M","NS","T","X","VT RT 289 MM9; I 289 MM9","ESS","29"
"808007","406","2020-02-05T01:57:00.000",,"M","A",,"M","NS","W","X","MAPLE ST & CAMP ST","EXJ","47"
"808368","406","2020-02-05T04:40:00.000",,"M","W","NHIS","V","NS","T","X","106 PEARL ST","EXJ","16"
"808257","406","2020-02-05T09:15:00.000",,"F","W",,"V","NS","W","X","PARK ST & MILL ST","EXJ","49"
"808260","406","2020-02-05T09:50:00.000",,"F","W","NHIS","M","NS","W","X","ALLEN MARTIN PKWY & SAND HILL RD","ESS","49"
"H718277","406","2020-02-05T17:50:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB GARAGE","EXJ","46"
"808529","406","2020-02-05T18:07:00.000",,"F","W","NHIS","V","NS","W","X","CLOVER DR & BOBOLINK CIR","ESS","50"
"H718314","406","2020-02-05T18:34:00.000","F","F","W",,"M","NS","W","X","EXIT 10","ESS","46"
"808539","406","2020-02-05T18:37:00.000",,"F","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","15"
"808537","406","2020-02-05T18:53:00.000",,"M","W","NHIS","M","NS","T","X","7 CARMICHAEL ST","ESS","50"
"808540","406","2020-02-05T19:08:00.000",,"F","W",,"M","NS","T","X","105 PEARL ST","EXJ","15"
"808533","406","2020-02-05T20:52:00.000",,"F","W","NHIS","V","NS","W","X","CENTER RD & SUNSET DR","ESS","50"
"808535","406","2020-02-05T21:00:00.000",,"M","W",,"V","NS","W","X","I 289 & MM 8","ESS","29"
"808538","406","2020-02-05T21:07:00.000",,"M","W","NHIS","M","NS","T","X","MAIN ST & EDUCATIONAL DR","EXJ","50"
"808530","406","2020-02-05T21:31:00.000",,"F","W",,"M","NS","W","X","235 PEARL ST","EXJ","15"
"808534","406","2020-02-05T21:41:00.000",,"M","W",,"M","NS","W","X","50 LINCOLN ST","EXJ","50"
"H718321","406","2020-02-05T22:16:00.000","F","F","W",,"M","NS","W","X","SUSIE WILSON RD/PEARL ST","ESS","46"
"808532","406","2020-02-05T23:18:00.000",,"F","W",,"E","NS","W","X","JERICHO RD & ALLEN MARTIN DR","ESS","47"
"808536","406","2020-02-05T23:20:00.000",,"M","W","NHIS","V","NS","W","X","50 JERICHO RD","ESS","29"
"808531","406","2020-02-06T00:04:00.000",,"M","W","NHIS","E","NS","W","X","I 289","ESS","47"
"808709","406","2020-02-06T07:40:00.000",,"M","W","NHIS","M","NS","T","X","MAPLE ST & ELM ST","EXJ","23"
"808710","406","2020-02-06T09:35:00.000",,"F","W","NHIS","M","NS","T","X","51 UPPER MAIN ST","ESS","23"
"H718364","406","2020-02-07T00:57:00.000","M","M","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H718358","406","2020-02-07T01:12:00.000","M","M","W",,"M","NS","T","X","130 WEST ST","EXJ","36"
"H718422","406","2020-02-07T17:27:00.000","M","M","W",,"V","NS","W","X","35 BRICKYARD ROAD","EXJ","36"
"808919","406","2020-02-08T09:30:00.000",,"F","W",,"M","NS","W","X","KELLOGG RD & SUSIE WILSON RD","ESS","6"
"808920","406","2020-02-08T11:05:00.000",,"M","W","NHIS","E","NS","T","X","EWING PL & SUSIE WILSON RD","ESS","6"
"808970","406","2020-02-08T21:05:00.000",,"M","W","NHIS","M","NS","W","X","BILLIE BUTLER DR & UPPER MAIN ST","ESS","40"
"H718589","406","2020-02-09T16:25:00.000","F","F","W",,"V","NS","T","X","MAPLE ST / RAILROAD ST","EXJ","36"
"808968","406","2020-02-09T17:23:00.000",,"M","W",,"M","NS","T","X","PEARL ST & MAPLE ST","EXJ","40"
"808969","406","2020-02-09T17:40:00.000",,"M","W","NHIS","M","NS","W","X","PEARL ST & MAPLE ST","EXJ","40"
"810184","406","2020-02-10T23:10:00.000",,"M","W","NHIS","M","NS","T","X","SOUTH ST & PARK ST","EXJ","36"
"810259","406","2020-02-11T09:48:00.000",,"F","W",,"M","NS","T","X","SAND HILL RD & GREENBRIAR DR","ESS","12"
"816517","406","2020-02-11T10:04:00.000",,"M","W",,"M","NS","W","X","RIVER RD & GREENFIELD RD","ESS","12"
"H718724","406","2020-02-11T14:34:00.000","M","M","W",,"V","NS","W","X","136 PERL ST EB","EXJ","2"
"809510","406","2020-02-11T17:10:00.000",,"M","W",,"M","NS","W","X","PEARL ST & PARK ST","EXJ","40"
"809511","406","2020-02-11T17:20:00.000",,"M","W","NHIS","M","NS","W","X","park street @ irwqois ave","EXJ","40"
"809509","406","2020-02-12T05:10:00.000",,"M","W","NHIS","V","NS","W","X","i vt 289; exit 7","ESS","47"
"809512","406","2020-02-12T05:55:00.000",,"M","W",,"M","NS","W","X","194 COLCHESTER RD","ESS","40"
"809508","406","2020-02-12T05:59:00.000",,"F","W",,"M","NS","T","X","i vt 289; jug handle","ESS","47"
"H718889","406","2020-02-12T08:35:00.000","M","M","W",,"M","NS","T","X","162 BROWNS RIVER ROAD","ESS","2"
"809749","406","2020-02-12T10:34:00.000",,"M","W",,"M","NS","T","X","CENTER RD & ESSEX WAY","ESS","6"
"H718906","406","2020-02-12T11:02:00.000","F","F","W",,"V","NS","W","X","154 COLCHESTER RD NB","EXJ","2"
"H718884","406","2020-02-12T22:21:00.000","M","M","W",,"V","NS","W","X","PEARL STREET/ESSEX AUTOMOTIVE","EXJ","46"
"809806","406","2020-02-12T23:00:00.000",,"F","W",,"M","NS","T","X","76 PEARL ST","EXJ","47"
"H718950","406","2020-02-13T15:43:00.000","M","M","W",,"M","NS","W","X","80 CENTER ROAD NB","ESS","2"
"H720661","406","2020-02-13T15:57:00.000","M","M","W",,"M","NS","W","X","80 SAND HILL ROAD","ESS","2"
"809936","406","2020-02-13T17:05:00.000",,"M","B",,"V","NS","W","X","4 RAILROAD ST","EXJ","50"
"H718990","406","2020-02-13T17:07:00.000","M","M","W",,"M","NS","T","X","124 COLCHESTER ROAD","EXJ","2"
"809937","406","2020-02-13T17:23:00.000",,"F","W",,"V","NS","W","X","90 CENTER RD","ESS","50"
"H718972","406","2020-02-13T17:46:00.000","F","F","W",,"M","NS","W","X","SUSIE WILSON ROAD @ FORT PARKWAY","ESS","2"
"H720662","406","2020-02-13T18:02:00.000","F","F","W",,"M","NS","W","X","FORT PARKWAY EB @ ETHAN ALLEN AVE","ESS","2"
"809938","406","2020-02-13T18:44:00.000",,"M","W",,"V","NS","W","X","MAIN ST & PLEASANT ST","EXJ","50"
"809941","406","2020-02-14T06:14:00.000",,"M","W","NHIS","M","NS","T","X","LINCOLN ST & NORTH ST","EXJ","47"
"H719068","406","2020-02-14T09:21:00.000","M","M","W",,"M","NS","T","X","299 SAND HILL ROAD","ESS","2"
"810114","406","2020-02-14T13:25:00.000",,"M","W","NHIS","V","NS","W","X","colchester rd; gate e","ESS","49"
"810113","406","2020-02-14T13:45:00.000",,"F","W","NHIS","V","NS","W","X","67 LINCOLN ST","EXJ","49"
"810131","406","2020-02-14T17:16:00.000",,"M","W","NHIS","O","NS","T","X","PARK ST & PARK TER","EXJ","50"
"810124","406","2020-02-14T19:12:00.000",,"F","W",,"V","NS","W","X","11 PARK ST","EXJ","50"
"810230","406","2020-02-14T19:30:00.000",,"M","W",,"M","NS","W","X","VT RT 289 MM10; I 289 MM10","ESS","29"
"810130","406","2020-02-14T19:31:00.000",,"M","W",,"M","NS","T","X","145 MAPLE ST","EXJ","50"
"810134","406","2020-02-14T20:45:00.000",,"M","W",,"M","NS","T","X","I 289 & MM 11","ESS","40"
"810133","406","2020-02-14T22:50:00.000",,"M","W",,"M","NS","T","X","134 JERICHO RD","ESS","40"
"810127","406","2020-02-14T23:06:00.000",,"M","W",,"V","NS","W","X","I 289 & Exit 9","ESS","47"
"810132","406","2020-02-14T23:24:00.000",,"M","W","NHIS","M","NS","T","X","65 LINCOLN ST","EXJ","50"
"810125","406","2020-02-14T23:25:00.000",,"M","B",,"M","NS","W","X","I 289 & MM 8","ESS","40"
"810135","406","2020-02-14T23:59:00.000",,"M","W","NHIS","M","NS","T","X","2 PARK ST","EXJ","47"
"810126","406","2020-02-15T00:18:00.000",,"M","W","NHIS","E","NS","W","X","5 MANSFIELD AVE","EXJ","47"
"810136","406","2020-02-15T01:09:00.000",,"M","W","NHIS","M","NS","T","X","2 PARK ST","EXJ","47"
"810141","406","2020-02-15T04:30:00.000",,"M","W","NHIS","E","NS","T","X","22 TYLER DR","EXJ","47"
"810140","406","2020-02-15T05:15:00.000",,"M","W","NHIS","V","NS","W","X","I 289 Rock Cut","ESS","47"
"810139","406","2020-02-15T05:45:00.000",,"M","W",,"M","NS","W","X","PARK ST & RIVER ST","EXJ","47"
"810182","406","2020-02-15T17:07:00.000",,"M","A",,"M","NS","W","X","PEARL ST & S SUMMIT ST","EXJ","50"
"H723617","406","2020-02-15T17:12:00.000","M","M","W",,"V","NS","T","X","COLCHESTER ROAD / SUSIE WILSON BYPASS","ESS","36"
"810181","406","2020-02-15T19:15:00.000",,"M","W","NHIS","V","NS","W","X","75 UPPER MAIN ST","ESS","50"
"810180","406","2020-02-15T19:30:00.000",,"M","W",,"M","NS","W","X","75 UPPER MAIN ST","ESS","50"
"810229","406","2020-02-15T19:45:00.000",,"M","W","NHIS","M","NS","T","X","UPPER MAIN ST & TURNBERRY RDG","ESS","29"
"810179","406","2020-02-15T22:13:00.000",,"F","W","NHIS","V","NS","W","X","RIVER RD & SAND HILL RD","ESS","50"
"810231","406","2020-02-16T16:05:00.000",,"F","W",,"M","NS","W","X","CENTRAL ST & LINCOLN ST","EXJ","29"
"810232","406","2020-02-16T16:15:00.000",,"M","W","NHIS","V","NS","W","X","70 PEARL ST","EXJ","29"
"H724040","406","2020-02-16T18:03:00.000","F","F","W",,"M","NS","W","X","PINECREST / JACKSON HEIGHTS","EXJ","36"
"810233","406","2020-02-16T20:55:00.000",,"M","W",,"V","NS","W","X","145 MAPLE ST","EXJ","29"
