"code","organization_name","phone_number","website_address","contact_email","organizational_description","umbrella","county_or_counties_served","addison","bennington","caledonia","chittenden","essex","franklin","grand_isle","lamoille","orange","orleans","rutland","washington","windham","windsor"
"04-770","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-780","Vermont Works for Women","802-655-8900","http://www.vtworksforwomen.org/","grants@vtworksforwomen.org","Vermont Works for Women's mission is to help women and girls recognize their potential and explore, pursue, and excel in work that leads to economic independence. Our programs include career education and exploration for girls, work-readiness training for women, and gender equity programs in schools and workplaces.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-790","Vermonters for Criminal Justice Reform","802-540-0440","https://vcjr.org/","tom@vcjr.org","VCJR works for a more restorative and effective criminal justice response.  Our vision is a coordinated criminal justice system that values the humanity in all people, aims to restore relationships and communities, and uses incarceration as a last resort for public safety.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-800","VSA Vermont","802 871-5002","http://www.vsavt.org","ashleigh@vsavt.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-810","VT Child Care Industry and Careers Council (VCCICC)","802-985-2700","https://www.vtchildcareindustry.org/","vccicc@comcast.net","VCCICC works to improve quality and sustain growth of the child care workforce. We enhance the knowledge and skills of early care and education providers by coordinating the Registered Child Care Apprenticeship Program.","United Way of Northwest Vermont","Chittenden, Franklin",,,,"x",,"x",,,,,,,,
"04-820","Winooski Partnership for Prevention","802-655-4565","https://winooskiprevention.org","katenugent@winooskiprevention.org","Our mission is to prevent substance use by educating and empowering youth, and community members to be advocates for building healthy communities. Services include an after school program, Above the Influence, and monthly community dinners.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-830","Youth Safety Council of Vermont","802-881-9050","http://www.yscvt.org","info@yscvt.org","The Youth Safety Council of Vermont is committed to reducing teen car crashes and growing a safety-minded culture with each new generation of young Vermont drivers. The Council offers free statewide Turn Off Texting presentations and gathers data that helps bring more resources to safety education programming in the state.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-840","YWCA Vermont","802-862-7520","www.ywcavt.org","deb.jorschick@ywcavt.org","Since 1919, YWCA VT has been a voice for change dedicated to eliminating racism, empowering women, and promoting peace, justice, and freedom. Camp Hochelaga our anchor in South Hero serves for over 600 young girls each summer.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"08-200","United Way of Lamoille County","802-888-3252","www.uwlamoille.org","unitedway@uwlamoille.org","A community impact org. directly administering programs including New Foundations, Firewood Bank, Snow Shoveling for Seniors, HOPE, Prescription Discount Prog., Teen Holiday Program, a Food Drive.  In addition provides funding to other org.s","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-210","Alzheimer's Association, Vermont Chapter","802.316.3839","alz.org/vermont","jmitchelll@alz.rog","The Alzheimer's Association, Vermont Chapter provides free educational programs and support services statewide. We work to promote public policy that supports those living with Alzheimer's and other dementia and their caregivers, and raise awareness about the disease while raising funds to keep programs free and fund research for a cure.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-220","Capstone Community Action, Inc.","802-479-1053","www.capstonevt.org","mbrown@capstonevt.org","Help low-income Vermonters achieve economic sufficiency through Head Start, weatherization, emergency services (food, fuel, housing), business development, financial education, and job training.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-230","Central Vermont Adult Basic Education, Inc","802-476-4588","https://www.cvabe.org","info@cvabe.org","Free adult education (ages 16+) in Washington/Orange/Lamoille Counties in reading, writing, math and computer literacy, English Language Learning, career readiness skills, and high school completion.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-240","Central Vermont Council on Aging, Inc.","802-479-0531","https://www.cvcoa.org/","info@cvcoa.org","Central Vermont Council on Aging supports Central Vermonters to age with dignity and choice. Services include nutrition, care coordination, caregiver supports, helpline, volunteers, healthy aging and wellness activities.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-250","Downstreet Housing & Community Development","802-477-1424","https://www.downstreet.org/","mrama@downstreet.org","The places where we live should not decide the trajectory of our lives. As Central Vermont’s affordable housing leader, we are guided by this principle and exist to ensure an affordable, healthy home is possible for ALL Vermonters.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-260","Everyone Equals Morristown Community Center","802-521-7948","https://eemc2.com/","info@eemc2.com","Everyone Equals Morristown Community Center (E=MC2) operates the Xtreme Youth Zone, host fatherhood and LGBTQ supports at no cost. Our mission is to  strengthens the quality of lives within our community. We are still continuing to grow and encourage all to let us know how we can support you.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-270","Good Beginnings of Central Vermont","802-595-7953","www.goodbeginningscentralvt.org","info@goodbeginningscentralvt.org","The mission of Good Beginnings of Central Vermont is to bring community to families and their babies. Hundreds of families each year are matched with a Postpartum Angel, visit the The Nest, or attend early parenting workshops or babywearing clinics. Any family with a new baby is eligible.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-280","Governor's Institutes of Vermont","802-865-4448","http://www.giv.org","karen@giv.org","Changing hundreds of Vermont teenagers’ lives each year through low-cost, world-class academic and artistic enrichment residencies on college campuses. GIV serves students from every Vermont high school and every possible background with mentorship, social support, academic skill-building and career exposure.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-290","Lamoille Family Center","802-888-5229","http://www.lamoillefamilycenter.org","info@lamoillefamilycenter.org","The Lamoille Family Center is a nonprofit organization that promotes the well-being of Lamoille Valley children, youth and families and helps them meet life’s challenges through education, direct services and advocacy.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-300","Lamoille Housing Partnership","802-888-5714","https://www.lamoillehousing.org/","info@lamoillehousing.org","Developing and maintaining safe, decent, affordable homes and apartments for low and moderate income families, the local workforce, older and disabled Vermonters, veterans and the formerly homeless in Lamoille County and the Town of Hardwick.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-310","Lamoille Neighbors,Inc.","802-585-1233","lamoilleneighbors.org","lamoilleneighbors@gmail.com","Lamoille Neighbors is a community organization that aims to help its members of seniors stay in the homes they love with support from their neighbors. Volunteers assist with transportation, technology, light household tasks, etc. We provide ongoing social, cultural and educational programs.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-320","Laraway Youth & Family Services","802-635-2805 ext 106","www.laraway.org","Kstamper@Laraway.org","Laraway provides special education, foster care, therapy and behavioral supports to clients (aged 5-21) experiencing learning, behavioral and mental health challenges. Many are survivors of neglect, physical, emotional and/or sexual abuse.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-330","Local  Motion Inc","802-861-2700 Ext 101","https://www.localmotion.org","giving@localmotion.org","Statewide advocacy organization making biking and walking a way of life across Vermont. Operates the Island Line Bike Ferry, Trailside Center bike rentals and Valet Bike Parking; Holds workshops/trainings to educate children/adults in bike safety; Works with communities and advocate for better bike/walk infrastructure; Influences state policy.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-340","Meals on Wheels of Lamoille County","802-888-5011","www.mowlc.org","meals@mowlc.org","The mission of Meals on Wheels of Lamoille County is to improve health and enhance the quality of life for our community elders by providing nutritious meals and social interaction. Each year we serve over 39,000 meals across 10 towns in Lamoille County and assist Worcester.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-350","MENTOR Vermont","802-658-1888","https://www.mentorvt.org","chad@mentorvt.org","MENTOR Vermont provides resources and support to youth mentoring programs in Vermont so they can meet the needs of young people in their communities. Our vision is that every young person in Vermont has the supportive mentoring relationships they need to grow and develop into thriving, productive, and engaged adults.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-360","Michael Zemanek Memorial Foundation, Inc. (MZMF)","802-272-4934","http://www.MZMF.ORG","mzmf2014@gmail.com","We provide financial support to widows/ers and half-orphaned children who are faced with situations, which poise a significant financial hardship for their immediate family of sworn Vermont Law enforcement officers who have died:","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-370","National Alliance on Mental Illness of Vermont (NAMI Vermont)","802-876-7949","http://www.namivt.org","info@namivt.org","NAMI Vermont (National Alliance on Mental Illness of Vermont) is a small grassroots organization dedicated to improving the lives of individuals and families affected by mental illness or mental health challenges. NAMI Vermont focuses on three cornerstones of activity: advocacy, education and support.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-380","New England Kurn Hattin Homes","802-721-6917","https://www.kurnhattin.org","isingh@kurnhattin.org","Kurn Hattin Homes for Children offers boys and girls, ages 5-15, who experience a difficult period in their families’ lives, a year-round, safe home and quality education in a nurturing environment.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-390","North Central Vermont Recovery Center","1-802-851-8120","https://www.ncvrc.com","recovery@ncvrc.com","Providing a safe, upbeat, substance free environment, and peer support services for individuals interested in recovery from addictions, and their loved ones.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-400","Outright Vermont","802-865-9677","http://www.outrightvt.org","dana@outrightvt.org","Outright Vermont improves the lives of LGBTQ+ youth by providing comprehensive statewide initiatives that focus on: developing self and peer connections, strengthening families, and transforming schools, communities, and systems.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-410","Salvation Farms, Inc.","802-888-4360","https://www.salvationfarms.org/","info@salvationfarms.org","Salvation Farms works with farmers, partners, and community members to move wholesome crops that have no market to those in need of nourishment. Salvation Farms is working toward a future where communities are increasingly fed by local farms.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-420","STARBASE Vermont, Inc.","802-660-5201","https://starbasevt.org","dan@starbasevt.org","Serves at-risk Vermont youth with hands-on learning to inspire greater student interest, knowledge, and skills in science, technology, engineering, and math (STEM).  Activities also improve problem solving, team-building, and healthy choices.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-430","Vermont Bar Foundation","802-223-1400","https://vtbarfoundation.org/","dbailey@vtbarfoundation.org","The Vermont Bar Foundation supports essential legal services by awarding grants to law related programs that provide civil legal services to low-income Vermonters or educate the public about the courts and legal matters.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-440","Vermont Catholic Charities, Inc.","802-658-6111","http://www.vermontcatholic.org","charities@vermontcatholic.org","Vermont Catholic Charities is a state wide social service 
organization that provides support services to individuals, families and the elderly including emergency aid, counseling, residential care homes.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-450","Vermont Child Care Industry and Careers Council","802-985-2700","https://www.vtchildcareindustry.org/","vccicc@comcast.net","VCCICC works to improve quality and sustain growth of the child care workforce. We enhance the knowledge and skills of early care and education providers by coordinating the Registered Child Care Apprenticeship Program","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-460","Vermont Foodbank","802-476-3341","https://www.vtfoodbank.org/","jwilliams@vtfoodbank.org","As Vermont's largest hunger relief organization, we help to feed 153,000+ Vermonters annually and provide food and nutrition programs in schools, hospitals, and seniors centers.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-470","Vermont Natural Resources Council","802-223-2328","http://vnrc.org","info@vnrc.org","Through research, education, and advocacy, VNRC protects and enhances Vermont’s natural environments, vibrant communities, working landscapes, rural character, and unique sense of place.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-480","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"08-490","VSA Vermont","802-871-5002","http://www.vsavt.org","ashleigh@vsavt.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","United Way of Lamoille County","Lamoille",,,,,,,,"x",,,,,,
"11-200","United Way of Rutland County","802-773-7477","http://uwrutlandcounty.org","caprice@uwrutlandcounty.org","The United Way of Rutland County identifies needs and facilitates solutions through community collaborations.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-210","Alzheimer's Association, Vermont Chapter (Alzheimer's Disease And Related Disorders Association, Inc.)","802-316-3839","https://alz.org/vermont","jmitchell@alz.org","The leading voluntary health organization in Alzheimer's care, support and research; 24/7 Helpine, care consultations, support groups and education programs are provided free of charge.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-220","BROC Community Action","802-775-0878","www.broc.org","tdonahue@broc.org","BROC Community Action has a broad range of anti-poverty programs and services that offer hope and opportunity to persons of low to moderate income","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-230","Governor's Institutes of Vermont","802-865-4448","http://www.giv.org","info@giv.org","Changing hundreds of Vermont teenagers’ lives each year through low-cost, world-class academic and artistic enrichment residencies on college campuses. GIV serves students from every Vermont high school and every possible background with mentorship, social support, academic skill-building and career exposure.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-240","Green Mountain Council, Boy Scouts of America","802-244-5189","https://www.scoutingvermont.org","info@scoutingvermont.org","To prepare young people to make moral and ethical choices over their lifetime by instilling in them the values found in the Scout Oath and Law and by providing opportunities for achievement, adventure and leadership development.","United Way of Rutland County",,,"x",,,,,,,,,"x",,,
"11-250","Local  Motion Inc","802-861-2700 Ext 110","https://www.localmotion.org","giving@localmotion.org","Statewide advocacy organization making biking and walking a way of life across Vermont. Operates the Island Line Bike Ferry, Trailside Center bike rentals and Valet Bike Parking; Holds workshops/trainings to educate children/adults in bike safety; Works with communities and advocate for better bike/walk infrastructure; Influences state policy.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-260","MENTOR Vermont","802-658-1888","https://www.mentorvt.org","chad@mentorvt.org","MENTOR Vermont provides resources and support to youth mentoring programs in Vermont so they can meet the needs of young people in their communities. Our vision is that every young person in Vermont has the supportive mentoring relationships they need to grow and develop into thriving, productive, and engaged adults.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-270","Michael Zemanek Memorial Foundation, Inc. (MZMF)","802-272-4934","http://www.MZMF.ORG","mzmf2014@gmail.com","We provide financial support to widows/ers and half-orphaned children who are faced with situations, which poise a significant financial hardship for their immediate family of sworn Vermont Law enforcement officers who have died:","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-280","National Alliance on Mental Illness of Vermont (NAMI Vermont)","802-876-7949","http://www.namivt.org","info@namivt.org","NAMI Vermont (National Alliance on Mental Illness of Vermont) is a small grassroots organization dedicated to improving the lives of individuals and families affected by mental illness or mental health challenges. NAMI Vermont focuses on three cornerstones of activity: advocacy, education and support.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-290","New England Kurn Hattin Homes","802-721-6917","https://www.kurnhattin.org","isingh@kurnhattin.org","Kurn Hattin Homes for Children offers boys and girls, ages 5-15, who experience a difficult period in their families’ lives, a year-round, safe home and quality education in a nurturing environment.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-300","Outright Vermont","802-865-9677","http://www.outrightvt.org","dana@outrightvt.org","Outright Vermont improves the lives of LGBTQ+ youth by providing comprehensive statewide initiatives that focus on: developing self and peer connections, strengthening families, and transforming schools, communities, and systems.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-310","Southern Vermont Arts Center","802-367-1300","www.svac.org","acorso@svac.org","Southern Vermont Arts Center is a multi-disciplinary arts organization with a mission to nurture the arts for a broad community in Southern Vermont. It does so by providing classes and camps to children and adults, museum-quality exhibitions, exhibition opportunities for artist members, and unique performing arts performances.","United Way of Rutland County","Bennington",,"x",,,,,,,,,,,,
"11-320","STARBASE Vermont, Inc.","802-660-5201","https://starbasevt.org","dan@starbasevt.org","Serves at-risk Vermont youth with hands-on learning to inspire greater student interest, knowledge, and skills in science, technology, engineering, and math (STEM).  Activities also improve problem solving, team-building, and healthy choices.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-330","Vermont Adult Learning","800-322-4004","http://www.vtadultlearning.org","halcohen@vtadultlearning.org","Vermont Adult Learning provides the estimated 42,000 adult Vermonters who didn’t complete high school, the opportunity to earn their diplomas.  This paves the way to better opportunities for employment and for sustainable, long term improvement of overall quality and betterment of life for themselves, their families, and their communities.","United Way of Rutland County","Rutland",,,,,,,,,,,"x",,,
"11-340","Vermont Bar Foundation","802-223-1400","https://vtbarfoundation.org","dbailey@vtbarfoundation.org","The Vermont Bar Foundation supports essential legal services by awarding grants to law related programs that provide civil legal services to low-income Vermonters or educate the public about the courts and legal matters.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-350","Vermont Catholic Charities, Inc.","802-658-6111","http://www.vermontcatholic.org","charities@vermontcatholic.org","Vermont Catholic Charities is a state wide social service 
organization that provides support services to individuals, families and the elderly including emergency aid, counseling, residential care homes.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-360","Vermont Child Care Industry and Careers Council (VCCICC)","802-985-2700","https://www.vtchildcareindustry.org/","vccicc@comcast.net","VCCICC works to improve quality and sustain growth of the child care workforce. We enhance the knowledge and skills of early care and education providers by coordinating the Registered Child Care Apprenticeship Program.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-370","Vermont Family Network","1-800-800-4005","https://www.vermontfamilynetwork.org","info@vtfn.org","VFN serves all families in VT of children with special needs.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-380","Vermont Foodbank","802-476-3341","https://www.vtfoodbank.org","jwilliams@vtfoodbank.org","As Vermont's largest hunger relief organization, we help to feed 153,000+ Vermonters annually and provide food and nutrition programs in schools, hospitals, and seniors centers.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-390","Vermont Natural Resources Council","802-223-2328","http://vnrc.org","info@vnrc.org","Through research, education, and advocacy, VNRC protects and enhances Vermont’s natural environments, vibrant communities, working landscapes, rural character, and unique sense of place.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-400","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"11-410","VSA Vermont","802-871-5002","http://www.vsavt.org","ashleigh@vsavt.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","United Way of Rutland County","Bennington, Rutland",,"x",,,,,,,,,"x",,,
"12-200","Green Mountain United Way","802-613-3989","https://www.gmunitedway.org","rblouin@gmunitedway.org","We unite communities in the Northeast Kingdom and Central Vermont to address complex issues facing our region by focusing on Health, Education, Financial Stability, and Community Caring. We convene individuals, organizations, and leaders to make a difference in lives through collective impact programs, Working Bridges, Tatum’s Totes, and Volunteerism.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington",,,"x",,"x",,,,"x","x",,"x",,
"12-210","Alzheimer's Association, Vermont Chapter (Alzheimer's Disease And Related Disorders Association, Inc.)","802-316-3839","https://alz.org/vermont","jmitchell@alz.org","The leading voluntary health organization in Alzheimer's care, support and research; 24/7 Helpline, care consultations, support groups and education programs are provided free of charge.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,,,,,,,,,,"x",,"x"
"12-220","American Cancer Society","802-872-6313","https://www.cancer.org/","hilary.casillas@cancer.org","The American Cancer Society's mission is to save lives, celebrate lives, and lead the fight for a world without cancer. We're on a mission to free the world from cancer. Until we do, we'll be funding and conducting research, sharing expert information, supporting patients, and spreading the word about prevention.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,,,,,,,,,,"x",,"x"
"12-230","AWARE, Inc.","802-472-6463","http://awarevt.org","aware@vtlink.net","AWARE offers victim support services, prevention programs, education, and 24 hour emergency hotline assistance to address domestic and sexual violence in the greater Hardwick area.","Green Mountain United Way","Caledonia, Orleans, Washington",,,"x",,,,,,,"x",,"x",,
"12-240","Capstone Community Action, Inc.","802-479-1053","https://www.capstonevt.org/","mbrown@capstonevt.org","Help low income Vermonters achieve economic sufficiency through Head Start, weatherization, emergency services (food, fuel, housing), business development, financial education, and job training.","Green Mountain United Way","Essex, Orange, Washington",,,,,"x",,,,"x",,,"x",,
"12-250","Central Vermont Adult Basic Education, Inc.","802-476-4588","https://www.cvabe.org","info@cvabe.org","Free adult education (ages 16+) in Washington/Orange/Lamoille Counties in reading, writing, math and computer literacy, English Language Learning, career readiness skills, and high school completion.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-260","Central Vermont Council on Aging, Inc.","802-479-0531","https://www.cvcoa.org/","info@cvcoa.org","Central Vermont Council on Aging supports Central Vermonters to age with dignity and choice. Services include nutrition, care coordination, caregiver supports, helpline, volunteers, healthy aging and wellness activities.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-270","Central Vermont Habitat for Humanity, Inc.","802-522-8611","http://www.centralvermonthabitat.org/","cvhfh.execdir@outlook.com","Central Vermont Habitat for Humanity, powered by local volunteers, brings people together to build homes, communities and hope. We build strength, stability and self-reliance through shelter. Your support helps to build affordable housing and increases economic stability through mortgaged home ownership.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-280","Central Vermont Home Health & Hospice","802-224-2201","http://www.cvhhh.org/","pconnor@cvhhh.org","CVHHH provides home health, hospice, long-term, and maternal-child health care to all central Vermonters at home regardless of a person's ability to pay.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-290","Central Vermont New Directions Coalition - Washington Central Friends of Education","802-223-4949","https://cvndc.org","info@cvndc.org","CVNDC promotes youth empowerment, public health, & parent education to help schools, families, and regional partners build healthy communities. As the only substance use prevention coalition remaining in Washington County, the focus is to decrease youth tobacco, vaping, & marijuana use; underage and binge drinking; and prescription drug addiction.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-300","Chandler Center for the Arts","802-728-9878","https://www.chandler-arts.org","chandlerartsdirector@gmail.com","Regional cultural and community center, providing to people of all ages and incomes opportunities to experience the performing and visual arts and offering area residents a gathering place to celebrate successes and address challenges","Green Mountain United Way","Orange, Washington, Windsor",,,,,,,,,"x",,,"x",,"x"
"12-310","Children's Literacy Foundation (CLiF)","802-244-0944","http://www.clifonline.org","info@clifonline.org","CLiF strives to inspire a love of reading and writing among low-income, at-risk, and rural children up to age 12 throughout Vermont and New Hampshire.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,,,,,,,,,,"x",,"x"
"12-320","Circle (formerly Battered Women's Services and Shelter)","1-877-543-9498","https://www.circlevt.org/","info@circlevt.org","Circle provides a 24-hour toll free hotline, advocacy, support services and emergency shelter to victims/survivors of domestic violence.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-330","Clara Martin Center","802-728-4466","http://www.claramartin.org/","mgidney@claramartin.org","Clara Martin Center is a community based non-profit organization that provides mental health and substance abuse counseling, emergency and rehabilitation services.","Green Mountain United Way","Orange",,,,,,,,,"x",,,,,
"12-340","Community Harvest of Central Vermont (CHCV)","802-229-4281","https://www.communityharvestvt.org/","CommunityHarvestVT@gmail.com","We bring our community together through gleaning to recover surplus food produced on area farms to feed those with limited access to healthy, fresh local food, and in the process help the community to gain a greater awareness and appreciation of the local food system, healthy eating, and waste reduction.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-350","Creative Lives","802-272-5950","http://www.creativelives.org","info@creativelives.org","Creative Lives advances a holistic approach to helping children thrive -- by attending to the development of their minds, the health of their bodies and environment, and nurturing their inner lives and creativity.","Green Mountain United Way","Orange, Washington, Windsor",,,,,,,,,"x",,,"x",,"x"
"12-360","Cross Vermont Trail Association","802-498-0079","http://crossvermont.org/","greg@crossvermont.org","Imagine a network of community greenways. Family friendly four season trails across Vermont. CVTA works with volunteers and youth groups helping make this vision real.","Green Mountain United Way","Caledonia, Orange, Washington",,,"x",,,,,,"x",,,"x",,
"12-370","Downstreet Housing & Community Development","802-477-1424","https://www.downstreet.org/","mrama@downstreet.org","The places where we live should not determine the trajectory of our lives. As Central Vermont’s affordable housing leader, this principle guides us as we seek to make a healthy and affordable home possible for ALL Vermonters.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-380","Freezing Fun For Families","802-498-3884","http://www.freezingfunforfamilies.com","chris.cadorette@freezingfunforfamilies.com","The mission of Freezing Fun For Families is to help alleviate stress and financial hardships for families battling childhood cancer.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-390","Girls Boyz First Mentoring","802-223-4949","https://girlsboyzfirst.org/","wendy.freedom51@gmail.com","Girls/Boyz First builds and supports relationships between youth & adult mentors. Mentors model & reinforce the importance & value of education, develop problem solving & goal setting skills & guide their mentees towards making positive life choices.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-400","Good Beginnings of Central Vermont","802-595-7953","http://www.goodbeginningscentralvt.org/","gelias@goodbeginningscentralvt.org","The mission of Good Beginnings of Central Vermont is to bring community to families and their babies. Hundreds of families each year are matched with a Postpartum Angel, visit the The Nest, or attend early parenting workshops or babywearing clinics. Any family with a new baby is eligible.","Green Mountain United Way","Caledonia, Orange, Washington",,,"x",,,,,,"x",,,"x",,
"12-410","Governor's Institutes of Vermont","802-865-4448","http://www.giv.org","info@giv.org","Changing hundreds of Vermont teenagers’ lives each year through low-cost, world-class academic and artistic enrichment residencies on college campuses. GIV serves students from every Vermont high school and every possible background with mentorship, social support, academic skill-building and career exposure.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-420","Green Mountain Council, Boy Scouts of America","802-244-5189","https://www.scoutingvermont.org","info@scoutingvermont.org","To prepare young people to make moral and ethical choices over their lifetime by instilling in them the values found in the Scout Oath and Law and by providing opportunities for achievement, adventure and leadership development.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
