"id","reporting_agency","report_number","date","street_address","town","number","number1","number2","number3","intersection","distance_from_intersection","distance_1","posted_speed","direction_of_collision","direction_from_intersection","easting","northing","mile_marker","mile_marker_1","mile_marker_2","aot_roadway","aot_route","aot_actual_mile","lrs_number","how_mapped","crash_type","location_1"
"1628","VTVSP0300","12C102382","2012-05-12T00:00:00.000","FAU-3404 (1599 Pleasant St)","West Rutland","4","NO DATA","NO DATA","NO DATA","Durgy Hill Rd (TH 12)","0","Miles","35.00000000","6 - Single Vehicle Crash","North","455490","124004","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PLEASANT ST., WEST RUTLAND","1.65000000","S34041128","LRS","Injury","(43.61465904, -73.05133231)"
"904","VTVSP0600","12C200721","2012-03-21T00:00:00.000","FAS-197 (3656 Monkton Road)","Monkton","1","NO DATA","NO DATA","NO DATA","Nichols Road TH#21","50","Feet","40.00000000","4 - Opp Direction Sideswipe","North","446942","190693","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0197","2.08000000","S01970112","LRS","Injury","(44.21215888, -73.16383656)"
"55","VTVSP1200","12A304184","2012-09-22T00:00:00.000","I 89 SB","Berlin","NO DATA","NO DATA","NO DATA","89","Exit 7 On Ramp","200","Feet","65.00000000","6 - Single Vehicle Crash","South","493237","191083","890","1203","4995","State System (State Highways and Class I TH links)","I-89","50.33000000","I089-0000S","LRS","Property Damage Only","(44.21622257, -72.58401194)"
"1851","VT0040300","12SB016160","2012-11-30T00:00:00.000","FAU-5211 Kimball Ave","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","#30","5","Feet","35.00000000","1 - Rear End","West","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","KIMBALL AVE., SOUTH BURLINGTON","0.07000000","S52110414","LRS","Property Damage Only","(44.45950464, -73.1535069)"
"1696","VT0110200","12RL08655","2012-08-25T00:00:00.000","FAU-3056 Strongs Avenue","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Stewarts Bread And Butter","NO DATA","NO DATA","30.00000000","7 - Other - Explain in Narrative","NO DATA","462035","122153","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRONGS AVE., RUTLAND CITY","0.03000000","S30561119","LRS","Property Damage Only","(43.59896758, -72.97089506)"
"1982","VT0040100","2012BU022134","2012-08-31T00:00:00.000","FAU-5040 Pine St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Lakeside Ave","1","Feet","25.00000000","5 - Rear-to-rear","West","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PINE ST., BURLINGTON","0.40000000","S50400403","LRS","Property Damage Only","(44.4611835, -73.21456325)"
"618","VTVSP1300","12B300086","2012-01-12T00:00:00.000","Interstate 91 NB","Fairlee","NO DATA","NO DATA","NO DATA","91","89.4 Nb","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","South","525788","153475","910","906","8940","State System (State Highways and Class I TH links)","I-91","89.31000000","I091-0000","LRS","Property Damage Only","(43.88108826, -72.17927177)"
"647","VTVSP0400","12D101932","2012-06-23T00:00:00.000","I-91 N","Springfield","NO DATA","NO DATA","NO DATA","91","MM 46 N","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","506513","92923","910","4600","1418","State System (State Highways and Class I TH links)","I-91","46.00000000","I091-0000","LRS","Property Damage Only","(43.32702553, -72.41904708)"
"689","VTVSP1000","12D203408","2012-12-09T00:00:00.000","1-91 N","Brattleboro","NO DATA","NO DATA","NO DATA","91","Exit 2","0","Miles","65.00000000","6 - Single Vehicle Crash","North","493365","39775","910","1302","880","State System (State Highways and Class I TH links)","I-91","9.35000000","I091-0000","LRS","Property Damage Only","(42.85952197, -72.58095303)"
"1178","VT0020100","12BN01551","2012-03-13T00:00:00.000","FAU-1006 Benmont Avenue","Bennington","NO DATA","NO DATA","7","NO DATA","Main Street","75","Feet","30.00000000","4 - Opp Direction Sideswipe","North","442649","42579","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","BENMONT AVE., BENNINGTON","0.01000000","S10060202","LRS","Injury","(42.88087592, -73.2024312)"
"944","VT0030100","12HW00345","2012-03-22T00:00:00.000","FAS-257 (4 South Main St)","Hardwick","NO DATA","NO DATA","NO DATA","NO DATA","North Main Street","5","Feet","30.00000000","7 - Other - Explain in Narrative","North","510637","222694","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0257","0.01000000","S02570305","LRS","Property Damage Only","(44.5046288, -72.36606441)"
"84","VTVSP1100","12D304761","2012-10-24T00:00:00.000","I-89 SB","Hartford","NO DATA","NO DATA","NO DATA","89","I-91 NB On Ramp","NO DATA","NO DATA","65.00000000","1 - Rear End","NO DATA","513635","126136","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","0.08000000","I089-0000S","LRS","Property Damage Only","(43.63530507, -72.33095717)"
"56","VTVSP1200","12A304866","2012-11-13T00:00:00.000","Mm50SB I89","Berlin","NO DATA","NO DATA","NO DATA","89","@ Mm50SB","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","NO DATA","NO DATA","890","1203","5000","State System (State Highways and Class I TH links)","I-89","50.00000000","I089-0000S","LRS","Property Damage Only","(44.21159551, -72.58285927)"
"1333","VT0040100","2012BU028130","2012-10-31T00:00:00.000","FAU-5026 North Avenue","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Heineberg Road","NO DATA","NO DATA","30.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","NORTH AVE., BURLINGTON","2.47000000","S50260403","LRS","Property Damage Only","(44.50948647, -73.24830992)"
"550","VTVSP1000","12D203230","2012-11-22T00:00:00.000","I-91 NB","Brattleboro","NO DATA","NO DATA","NO DATA","91","Exit 3 Ramp C","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","495184","42795","910","1302","1155","Ramp or Spur","I-91","0.12000000","I091-0000NR003C","LRS","Property Damage Only","(42.88523581, -72.55909598)"
"841","VTVSP0300","12C100870","2012-02-17T00:00:00.000","FAS-138","Middletown Springs","NO DATA","140","NO DATA","NO DATA","TH 7","20","Feet","40.00000000","6 - Single Vehicle Crash","West","446072","110863","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0138 (VT 140 TH)","0.25000000","S01381111","LRS","Property Damage Only","(43.49610526, -73.16657233)"
"115","VTVSP0700","12A200234","2012-01-17T00:00:00.000","I-89","Swanton","NO DATA","NO DATA","NO DATA","89","I89 North Bound","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","452223","268778","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","121.00000000","I089-0000","LRS","Property Damage Only","(44.89124988, -73.08702729)"
"1997","VT0040400","12WS005572","2012-11-14T00:00:00.000","FAU-5108 Malletts Bay Ave","Winooski City","NO DATA","NO DATA","NO DATA","NO DATA","Union St","10","Feet","25.00000000","4 - Opp Direction Sideswipe","West","004-45-021","002-21-711","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MALLETTS BAY AVE., WINOOSKI CITY","0.18000000","S51080418","LRS","Injury","(44.49358471, -73.19113764)"
"1438","VT0040100","2012BU004753","2012-02-26T00:00:00.000","FAU 5022 (Main Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","S Winooski Ave","NO DATA","NO DATA","99.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MAIN ST., BURLINGTON","0.41000000","S50220403","LRS","Property Damage Only","(44.47600038, -73.21116035)"
"29","VT0040500","12CC07450","2012-10-27T00:00:00.000","Exit 16 Off Ramp A/ Roosevelt Highway","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Exit 16 Off Ramp","NO DATA","NO DATA","35.00000000","16 - Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--","NO DATA","445813","223002","NO DATA","NO DATA","NO DATA","Ramp or Spur","I-89","0.32000000","I089-0000SR016A","LRS","Property Damage Only","(44.50524177, -73.18141085)"
"1190","VT0040700","12SH00247","2012-02-04T00:00:00.000","FAS-327 Pond Road","Hinesburg","NO DATA","NO DATA","NO DATA","NO DATA","Place Road East","300","Feet","35.00000000","6 - Single Vehicle Crash","South","451865","205645","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0327","0.54000000","S03270407","LRS","Property Damage Only","(44.35095188, -73.10395631)"
"384","VTVSP1000","12D202339","2012-08-20T00:00:00.000","Interstate 91 SB Exit 2 Ramp C","Brattleboro","NO DATA","NO DATA","NO DATA","91","Exit 2","NO DATA","NO DATA","50.00000000","1 - Rear End","NO DATA","493395","39409","90","910","1302","Ramp or Spur","I-91","0.10000000","I091-0000SR002C","LRS","Property Damage Only","(42.85477924, -72.5808436)"
"1427","VT0040100","2012BU023407","2012-08-12T00:00:00.000","FAU-5022 (242 Main St)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","242","500","Feet","25.00000000","7 - Other - Explain in Narrative","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MAIN ST., BURLINGTON","0.49000000","S50220403","LRS","Property Damage Only","(44.47604511, -73.20969339)"
"1539","VT0040100","2012BU023998","2012-09-17T00:00:00.000","FAU-5014 Colchester Ave","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Nash Place","NO DATA","NO DATA","25.00000000","4 - Opp Direction Sideswipe","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","0.63000000","S50140403","LRS","Property Damage Only","(44.48358061, -73.18951431)"
"803","VTVSP0900","12C303595","2012-11-26T00:00:00.000","FAS-173 (1544 Buck Hill Road)","Shaftsbury","6","NO DATA","NO DATA","NO DATA","1544 Buck Hill Road","150","Feet","35.00000000","6 - Single Vehicle Crash","West","444248","50155","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0173","1.60000000","S01730213","LRS","Injury","(42.9493417, -73.18299184)"
"1074","VT0060000","12FRC1132","2012-07-04T00:00:00.000","FAS-280 Fletcher Rd","Fairfax","NO DATA","NO DATA","NO DATA","NO DATA","Boissenault Rd","150","Feet","30.00000000","6 - Single Vehicle Crash","East","004-63-253","002-67-088","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0280","0.22000000","S02800604","LRS","Injury","(44.66722029, -73.00710456)"
"246","VT0110200","12RL00338","2012-01-13T00:00:00.000","BRUS-4 West Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Merchants Row","NO DATA","NO DATA","30.00000000","3 - Same Direction Sideswipe","NO DATA","461175","123161","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","1.52000000","B004-1119","LRS","Property Damage Only","(43.60782288, -72.98054225)"
"1231","VT0110200","12RL05179","2012-06-07T00:00:00.000","FAU-3002 Allen Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Rutland Pharmacy","NO DATA","NO DATA","30.00000000","1 - Rear End","NO DATA","462580","122030","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","ALLEN ST., RUTLAND CITY","0.38000000","S30021119","LRS","Property Damage Only","(43.59757977, -72.96281876)"
"1172","VT0020100","12BN03258","2012-05-20T00:00:00.000","FAU-1006 (219 Benmont Avenue)","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","30.00000000","6 - Single Vehicle Crash","NO DATA","442693","43379","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","BENMONT AVE., BENNINGTON","0.40000000","S10060202","LRS","Injury","(42.88648595, -73.20159523)"
"1269","VT0130200","12BB01509","2012-02-29T00:00:00.000","FAU-2014 Fairground Rd","Brattleboro","NO DATA","NO DATA","NO DATA","NO DATA","25 Fairground","200","Feet","25.00000000","12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","ELM ST., BRATTLEBORO","0.05000000","S20141302","LRS","Property Damage Only","(42.84895804, -72.56097616)"
"1625","VT0040100","2012BU000320","2012-01-04T00:00:00.000","FAU 5038 (307 Pearl Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","307 Pearl St","70","Feet","25.00000000","1 - Rear End","West","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.62000000","S50380403","LRS","Property Damage Only","(44.48062058, -73.20683502)"
"1740","VT0110200","12RL07038","2012-07-19T00:00:00.000","FAU-3042 Merchants Row","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Merchants Row","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","461247","123938","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MERCHANTS ROW, RUTLAND CITY","0.05000000","S30421119","LRS","Property Damage Only","(43.60716993, -72.98042568)"
"1410","VT0040100","2012BU019093","2012-08-01T00:00:00.000","FAU-5022 Main St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","S Willard St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MAIN ST., BURLINGTON","0.71000000","S50220403","LRS","Property Damage Only","(44.47620136, -73.20566317)"
"1486","VT0040100","2012BU003368","2012-02-08T00:00:00.000","FAU 5017 (330 Flynn Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","330 Flynn Ave","NO DATA","NO DATA","25.00000000","18 - Right Turn and Thru, Broadside ^<--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","FLYNN AVE., BURLINGTON","0.04200000","S50170403","LRS","Property Damage Only","(44.45538427, -73.21334851)"
"1556","VT0040100","2012BU006330","2012-03-17T00:00:00.000","FAU 5014 (111 Colchester Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Fletcher Allen Hospitial","NO DATA","NO DATA","99.00000000","3 - Same Direction Sideswipe","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","0.21000000","S50140403","LRS","Property Damage Only","(44.48071896, -73.19652231)"
"267","VT0110200","12RL09326","2012-09-12T00:00:00.000","BRUS-4 West Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Ripley Road","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","459313","122766","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","0.16000000","B004-1119","LRS","Property Damage Only","(43.60418065, -73.00416586)"
"740","VT0130500","12DV01049","2012-12-30T00:00:00.000","FAS-115 Handle Rd","Dover","NO DATA","NO DATA","NO DATA","NO DATA","Crosstown Trail","10","Feet","35.00000000","7 - Other - Explain in Narrative","South","004-68-212E","000-48-834N","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0115","1.00000000","S01151304","LRS","Property Damage Only","(42.93905221, -72.88941267)"
"1776","VT0040200","12ES07468","2012-12-16T00:00:00.000","FAU-5306 WEST ST EXT","Essex","NO DATA","NO DATA","NO DATA","NO DATA","PEARL ST","50","Feet","25.00000000","1 - Rear End","South","449874","233457","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","WEST ST. EXT., ESSEX JUNCTION VILLAGE","0.01000000","S53060406","LRS","Property Damage Only","(44.49979603, -73.13123069)"
"767","VT0020100","12BN03579","2012-05-30T00:00:00.000","FAS-103 (1202 South Stream Road)","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","30.00000000","6 - Single Vehicle Crash","NO DATA","444920","39676","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0103","1.29000000","S01030202","LRS","Property Damage Only","(42.85512385, -73.17388792)"
"411","VTVSP0200","12B103734","2012-11-13T00:00:00.000","I91S","Lyndon","NO DATA","NO DATA","NO DATA","91","MM 136.5","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","538101","226761","910","307","13650","State System (State Highways and Class I TH links)","I-91","136.50000000","I091-0000S","LRS","Property Damage Only","(44.50852375, -72.01274693)"
"2008","VT0040400","12WS01161","2012-04-12T00:00:00.000","FAU-5107 West Allen Street","Winooski City","NO DATA","NO DATA","NO DATA","NO DATA","Main Street","NO DATA","NO DATA","25.00000000","1 - Rear End","West","004-45-392","002-21-476","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","W. ALLEN ST., WINOOSKI CITY","0.12000000","S51070418","LRS","Property Damage Only","(44.49138916, -73.18666869)"
"2145","VT0040500","12CC06663","2012-09-27T00:00:00.000","FAU-5600 West Lakeshore Drive","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","East Lakeshore Drive","30","Feet","35.00000000","1 - Rear End","East","443036","227451","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","VT. 127 TH, COLCHESTER","3.21000000","S56000405","LRS","Property Damage Only","(44.54449645, -73.21555795)"
"1797","VT0040100","2012BU025330","2012-10-01T00:00:00.000","FAU-5040 (257 Pine St)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Pine St","20","Feet","30.00000000","7 - Other - Explain in Narrative","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PINE ST., BURLINGTON","1.13000000","S50400403","LRS","Property Damage Only","(44.47166338, -73.21528936)"
"1143","VT0020100","12BN03673","2012-06-04T00:00:00.000","FAU-1018 (211 Depot Street)","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","211 Dspot Street","200","Feet","30.00000000","1 - Rear End","South","442928","42782","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DEPOT ST., BENNINGTON","0.26000000","S10180202","LRS","Injury","(42.88302871, -73.19866189)"
"996","VTVSP0200","12B100580","2012-02-27T00:00:00.000","FAS-215 Hill St","Danville","1","NO DATA","NO DATA","NO DATA","US Route 2","150","Feet","30.00000000","6 - Single Vehicle Crash","North","528659","212439","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0215","3.29000000","S02150303","LRS","Injury","(44.41193195, -72.14022379)"
"324","VT0040100","2012BU015808","2012-06-29T00:00:00.000","Alt. US 7 S Winooski Ave","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","College St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","BURLINGTON (ALTERNATE US-7)","1.08000000","A007-0403","LRS","Injury","(44.47715789, -73.21105706)"
"1584","VT0040100","2012BU007003","2012-03-23T00:00:00.000","FAU-5038 Pearl St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N Willard St","100","Feet","25.00000000","1 - Rear End","West","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.67000000","S50380403","LRS","Injury","(44.48065402, -73.2058523)"
"1719","VT0110200","12RL12987","2012-12-26T00:00:00.000","FAU-3054 Stratton Road","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Allen Street","NO DATA","NO DATA","30.00000000","1 - Rear End","NO DATA","463187","122219","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRATTON RD., RUTLAND CITY","0.55000000","S30541119","LRS","Property Damage Only","(43.59939647, -72.95556121)"
"1301","VT0040100","2012BU004287","2012-02-20T00:00:00.000","FAU 5028 (N Champlain Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","North St","NO DATA","NO DATA","25.00000000","3 - Same Direction Sideswipe","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","N CHAMPLAIN ST., BURLINGTON","0.30000000","S50280403","LRS","Property Damage Only","(44.48466351, -73.21772839)"
"1640","VT0110200","12RL12893","2012-12-22T00:00:00.000","FAU-3064 West Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Forest Street","NO DATA","NO DATA","30.00000000","19 - Right Turn and Thru, Head On v^--","NO DATA","460902","123137","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","WEST ST., RUTLAND CITY","0.57000000","S30641119","LRS","Property Damage Only","(43.60743553, -72.98425576)"
"2054","VT0040100","2012BU07027","2012-03-23T00:00:00.000","FAU-5046 St Paul St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Maple St","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","ST. PAUL ST., BURLINGTON","0.45000000","S50460403","LRS","Property Damage Only","(44.4735289, -73.21382653)"
"396","VTVSP0800","12B202237","2012-07-18T00:00:00.000","I 91 S","Barton","NO DATA","NO DATA","NO DATA","91","Exit 26","2","Miles","65.00000000","1 - Rear End","South","524712","248597","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-91","156.20000000","I091-0000S","LRS","Injury","(44.73758759, -72.18766401)"
"43","VTVSP0100","12A100815","2012-03-02T00:00:00.000","I-89 SB MM 95/20","Colchester","NO DATA","NO DATA","NO DATA","89","MM 95/20","NO DATA","NO DATA","65.00000000","7 - Other - Explain in Narrative","NO DATA","445489","228285","890","405","9520","State System (State Highways and Class I TH links)","I-89","95.20000000","I089-0000S","LRS","Property Damage Only","(44.55296653, -73.18579769)"
"908","VTVSP1300","12B301776","2012-08-10T00:00:00.000","FAS-193 Topsham Corinth Road","Topsham","1","NO DATA","NO DATA","NO DATA","Gulusha Hill Road","NO DATA","Feet","50.00000000","6 - Single Vehicle Crash","West","521367","180164","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0193","3.76000000","S01930912","LRS","Injury","(44.12125205, -72.23289103)"
"1663","VT0110200","12RL11451","2012-11-07T00:00:00.000","FAU-3060 Wales Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Center Street","NO DATA","NO DATA","30.00000000","1 - Rear End","NO DATA","461458","123047","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","WALES ST., RUTLAND CITY","0.18000000","S30601119","LRS","Property Damage Only","(43.60679371, -72.97759077)"
"101","VTVSP0100","12A100080","2012-01-08T00:00:00.000","I-89 Exit 13 Ramp F","South Burlington","NO DATA","NO DATA","NO DATA","89","Kennedy Dr","NO DATA","NO DATA","35.00000000","6 - Single Vehicle Crash","NO DATA","445927","217159","NO DATA","NO DATA","NO DATA","Ramp or Spur","I-89","0.16000000","I089-0000NR014F","LRS","Property Damage Only","(44.46852959, -73.18335563)"
"1841","VT0040300","2012SB230","2012-01-09T00:00:00.000","FAU 5216 (Patchen Road)","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","White Street","NO DATA","Feet","25.00000000","1 - Rear End","NO DATA","446564","218898","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PATCHEN ROAD, SOUTH BURLINGTON","0.09000000","S52160414","LRS","Property Damage Only","(44.46825143, -73.17159511)"
"209","VTVSP1100","12D302318","2012-06-08T00:00:00.000","I89 N","Royalton","NO DATA","NO DATA","NO DATA","89","Exit 3","5","Miles","65.00000000","6 - Single Vehicle Crash","South","498352","145758","890","1416","1770","State System (State Highways and Class I TH links)","I-89","17.70000000","I089-0000","LRS","Injury","(43.81005772, -72.51930215)"
"1256","VT0130200","12BB04231","2012-06-09T00:00:00.000","FAU-2022 (47 Flat St)","Brattleboro","NO DATA","NO DATA","NO DATA","NO DATA","Transportation Center","NO DATA","NO DATA","25.00000000","1 - Rear End","West","004-95-284","000-39-107","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","FLAT ST., BRATTLEBORO","0.12000000","S20221302","LRS","Property Damage Only","(42.85132123, -72.55928615)"
"1919","VT0040300","12SB06155","2012-05-22T00:00:00.000","FAU-5208 (222 Dorset Street)","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Healthy Living Market","NO DATA","NO DATA","35.00000000","1 - Rear End","NO DATA","445847","218337","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DORSET ST., SOUTH BURLINGTON","3.68000000","S52080414","LRS","Property Damage Only","(44.46296421, -73.1805885)"
"607","VTVSP1300","12B302575","2012-11-26T00:00:00.000","I 91 N","Ryegate","NO DATA","NO DATA","NO DATA","91","NO DATA","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","533779","187028","910","310","1120","State System (State Highways and Class I TH links)","I-91","112.03000000","I091-0000","LRS","Injury","(44.18275506, -72.07738122)"
"1518","VT0040100","2012BU029213","2012-11-14T00:00:00.000","FAU-5014 Colchester Ave","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Winooski Bridge","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","1.03000000","S50140403","LRS","Property Damage Only","(44.48830183, -73.18667652)"
"1686","VT0110200","12RL05043","2012-06-03T00:00:00.000","FAU-3056 (86 Strongs Avenue)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","3 D'S Bar","60","Feet","30.00000000","3 - Same Direction Sideswipe","NO DATA","401670","122563","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRONGS AVE., RUTLAND CITY","0.27000000","S30561119","LRS","Property Damage Only","(43.6016214, -72.97427978)"
"896","VTVSP0600","12C200523","2012-03-02T00:00:00.000","FAS-199 (3082 Bristol Road)","Monkton","3","NO DATA","NO DATA","NO DATA","Hardscrabble Road TH#5","50","Feet","40.00000000","6 - Single Vehicle Crash","South","450860","190059","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0199","2.01000000","S01990112","LRS","Property Damage Only","(44.20908437, -73.11443858)"
