"department","department_acronym","division","title","servicedescription","servicearea","servicearea2_sub","customerdescription","customerdetail","requiredfees","requiredfeesother","service_federally_mandated","service_federally","service_completed_by_dep","service_completed_by_depother","otherdepartments","delivery_method_walk_in","delivery_method_phone","delivery_method_mail","delivery_method_text","delivery_method_internet","delivery_method_other","delivery_method_other_text","serviceurl","servicephone","helptoservewalkin","helptoservephone","helptoserveinternet","helptoserveother","departmentserveinperson_high","departmentserveinperson_low","digitalmaturity","receivecustomerinformation","receivecustomerinformati","applicationtorecord","technologyreplacement","technologyreplacementdetail","tabulardata","tabulardataother","rawdatamadeavailable","rawdatamadeavailableother","vulnerablepop1","vulnerablepop2","jobs","sub_cat2"
"Children, Youth & Their Families","DCYF","DCYF","Coaching","Application for free coaching opportunities DCYF offers to all our funded grantees who serve youth K-12th grade and transitional-age youth.","Social & Health Services","Grants and Funding","Non-Profit Organization","Grantees","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","SF After School for All","Core Competencies and Toolkit","Core Competencies and Educational Toolkits available for download.","Social & Health Services","Notifications & Information Services","Resident","Educators","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","DCYF Opportunity Fund","Application for the DCYF Opportunity Fund, which is to address unexpected, unbudgeted CBO needs that arise during the course of the normal funding cycle. For Grantees only.","Social & Health Services","Grants and Funding","Non-Profit Organization","Grantees","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","Organizational Sustainability Initiative","DCYF Organizational Sustainability Initiative","Informational page about DCYF’s Organizational Sustainability Initiative hosted on the FMA partner website.","Social & Health Services","Notifications & Information Services","Non-Profit Organization","Grantees","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","DCYF Supper and Snack Program","Resource page for to any youth 18 and under in high need areas in San Francisco to apply for nutritional plans sponsored by DCYF.","Social & Health Services","Notifications & Information Services","Resident","Parents","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,"true","Food insecure;#Transitional-age youth",,
"Children, Youth & Their Families","DCYF","SF After School for All","Expanded Learning Collaborative Policy Council Application","Service hasn't been updated since 2013","Social & Health Services","Grants and Funding","Non-Profit Organization",,,,,,,,,"false","true","false","false","false","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","Grants","Application page to apply for 'addback' funds available to community-based organizations and public agencies to provide services to children, youth and families.","Social & Health Services","Grants and Funding","Non-Profit Organization","Community Organizations","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","Organizational Sustainability Initiative Application","Application for Grantees to apply to joing DCYF's Organizational Sustainability Initiative program.","Social & Health Services","Grants and Funding","Non-Profit Organization","Grantees","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","RFP and RFQ Appeals","Page provides general information about the Appeals Process that will be used by DCYF in response to their FY19/20 Request for Proposals and Qualifications.","Administration & Records","Public Meetings & Appeals","Other","Grant Applicants","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Children, Youth & Their Families","DCYF","DCYF","Technical Assistance and Capacity Building","Resource page training workshops, cohorts, conferences and more hosted by DCYF for all of their grantees.","Social & Health Services","Notifications & Information Services","Non-Profit Organization","Grantees","No",,,,,,,"false","true","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,"Jobs","City Contract Opportunities"
"Children, Youth & Their Families","DCYF","DCYF","Training Workshops","DCYF’s training offerings to promote and embed the knowledge, experience, and tools developed by DCYF and their collaborators.","Social & Health Services","Community & Case Services","Other","Community Organizations","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Fire Department","FIR","Bureau of Fire Investigation","Arson Tip Hotline","Report information about arson","Public Safety & Justice","Hotline","Resident",,"No",,,,"Yes",,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Public Health","DPH","HIV Health Services","HIV Consumer Advocacy Project",,"Social & Health Services","Mental & Health Services","Resident","HIV patient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District Attorney","DAT","Victim Services Division","Advocacy Program / Victim Services","Victim Advocates provide crisis support, criminal justice system navigation and information, access to services and resources, court accompaniment and victims rights to victims of violent crime.","Public Safety & Justice","Case Services","Resident;#Business;#Visitor","Anyone who is a victim of violent crime(s)","No",,"Yes",,"Yes",,"No, services are outlined and mandated by funding sources the California Office of Emergency Services  (Advocacy) and the California Victims Compensation Board (Compensation).","true","true","true","true","true",,,"www.sfdistrictattorney.org/victimservices","628-653-4100",,,,,"300","100","3","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Email",,"Advocacy: DAMION tracking system Compensation: CARES database","Yes, within 1-2 Years","Advocacy- moving to E-prosecutor data base in 1-2 years.","No",,"Through direct access to the underlying database;#Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"District Attorney","DAT","Bureau of Investigations","Auto Burglary Tip Line","On Line Reporting of auto burglaries from the public","Public Safety & Justice","Hotline","Resident","Service is available to all on the District Attorney website for the public to submit sightings and reporting auto burglaries.","No",,"No",,"Yes",,"Yes","true","true","true",,"true",,,"mailto:SFDA.AutoBurgTips@sfgov.org; https://www.sfdistrictattorney.org/resources/auto-burglary-tip-line/","628-652-4000",,,,,"1","0","3","Custom Form",,"Web form","No, we have no plans to replace system. System enhancements are sufficient",,"No",,"Through a web service or application programming interface",,,,,
"District Attorney","DAT","Finance & Bureau of Investigations","Bad Check Enforcement Unit","If a business receives a ""bad"" or returned check due to NSF or closed account, and the check writer fails to make good on the payment due or respond to the merchant, the DA's Office's Bad Check Enforcement Unit will assist the merchant with the recovery of the funds.","Public Safety & Justice","Legal Services & Enforcement","Business","San Francisco merchants are eligible to use the services of the Bad Check Enforcement Unit.","Other","A fee of $50 is charged to the check writer.","No",,"Yes",,"Yes","true","true","true",,"true",,,"www.sfdistrictattorney.org","628-652-4028",,,,,"3",,"2","Paper;#Non-fillable PDF;#Email",,,"No, we have no plans to replace system. System enhancements are sufficient",,"No",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.);#Through direct access to the underlying database",,,,,
"District Attorney","DAT","Victim Services Division","California Victim Compensation Program","The California Victim Compensation Program provides financial resources to victims of violent crime to cover medical, mental health, dental, relocation, funeral and burial, income loss and crime scene clean up expenses.","Public Safety & Justice","Case Services","Resident;#Visitor","Eligible victims in California seeking reimbursement for expenses from injuries suffered as a direct result of a crime.","No",,"Yes",,"Yes",,"No, services are outlined and mandated by funding sources the California Office of Emergency Services  (Advocacy) and the California Victims Compensation Board (Compensation).","true","true","true","true","true",,,"www.sfdistrictattorney.org/victimservices","628-652-4085",,,,,"300","100","3","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Email",,"Compensation: CARES database (State)","Not applicable",,"No",,"Through direct access to the underlying database",,,,,
"Fire Department","FIR",,"Youth Firesetter Prevention & Intervention Program","Contact the Fire Department for help if you are concerned about your child's fire setting","Public Safety & Justice","Formal Requests & Forms","Resident",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District Attorney","DAT","Special Prosecutions/Bureau of Investigations","Consumer Mediation Unit/Consumer Protection Unit","Evaluate and assist in resolution of consumer complaints","Public Safety & Justice","Legal Services & Enforcement","Resident;#Visitor","Service is available to anyone who feels that they are the victim of consumer fraud.","No",,"Yes",,"Other","After review some complaints may be escalated to criminal or civil actions.","Yes","true","true","true",,"true","true","311","https://sfdistrictattorney.org/contact/","628-652-4311",,,,,,,"1","Paper;#Email;#Other","311 web link","Internal form","Yes, within 1-2 Years","System is labor intensive.  Ideal is to have fillable form online.","No",,"Other: please describe","n/a",,,,
"District Attorney","DAT","Special Prosecutions/Bureau of Investigations","Fraud Hotline","Hotline to report suspected fraud","Public Safety & Justice","Hotline","Resident;#Business;#Visitor","Any person who wishes to report suspected fraud.","No",,"No",,"Yes",,"Yes",,"true","true",,,,,"www.sfdistrictattorney.org","628-652-4311",,,,,,,"2","Other","Phone call","Internal form","Not applicable",,"No",,,,,,,
"District Attorney","DAT","Crime Strategies Unit & Bureau of Investigations","Hate Crime Reporting","Phone based tip line for reporting of hate crime incidents","Public Safety & Justice","Hotline","Resident","Any member of the public who wishes to report hate crime","No",,"No",,"Yes",,"Yes","true","true","true",,,,,"https://www.sfdistrictattorney.org/contact/","628-652-4311",,,,,"1","0","2","Other","Phone","Excel Spreadsheet","No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"District Attorney","DAT","Independent Investigations Bureau","Law Enforcement Accountability Referral/Contact","We investigate instances of law enforcement misconduct and file criminal charges when necessary.","Public Safety & Justice","Formal Requests & Forms","Resident","The general public who have complaints regarding misconduct of law enforcement personnel.","No",,"No",,"Yes",,"Yes","true","true","true",,"true",,,"https://www.sfdistrictattorney.org/policy/independent-investigations-bureau/","628-652-4000",,,,,,,"3","Not Applicable. No customer information recorded.",,,"Yes, within 1-2 Years","Case management system which records all department's case information is being upgraded.","No",,"Through direct access to the underlying database",,,,,
"District Attorney","DAT","Alternative Courts","Neighborhood Courts","Neighborhood volunteers hear cases and respond to inquiries regarding status of cases, program processes and volunteer opportunities.","Arts, Culture, and Community Building","Volunteering & Mentorship","Resident;#Business;#Other","Community members, merchants, anyone who is cited for a misdemeanor and referred to Neighborhood Court","No",,"No",,"Yes",,"Yes","true","true","true",,,,,"sfdistrictattorney.org","415-517-4806",,,,,"50","30","3","Paper;#Non-fillable PDF;#Custom Form;#Email",,"Filemaker Pro Database","No, we have no plans to replace system. System enhancements are sufficient","n/a","Yes",,"Through a web service or application programming interface",,,,"Jobs","Volunteers"
"Elections","REG","Poll Worker","Ambassador application","Allows high school students to engage with elections processes and to increase elections awareness in schools and communities.","Arts, Culture, and Community Building","Volunteering & Mentorship","Resident","Any high school student can sign up to be an election ambassadors during the City’s Voter Education Weeks every April and September.","No",,"Yes",,"Yes",,"High School Student Ambassador program is a join initiative of the California Secretary of State and the State Superintendent of Public Instruction in response to the requirements of the California Education Code.","true","true","false",,"false",,,"https://sfelections.sfgov.org/high-school-poll-worker-and-ambassador-programs","415-554-4395","1","1","1",,"25","5","1","Other",,"Excel spreadsheet","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,"Jobs","Volunteers"
"District Attorney","DAT","Crime Strategies Unit","Register Your Camera","The San Francisco District Attorney’s Office invites you to register your security camera with our office. The goal of the program is to deter crime and promote public safety through collaboration between the San Francisco District Attorney’s Office and the communities we serve. Please complete and submit all fields required, and carefully review the Policy & Terms of Use.","Public Safety & Justice","Formal Requests & Forms","Resident;#Business","Any San Francisco resident or business owner with a security camera interested in having it known to the District Attorney’s Office that they have camera, number of cameras, view of cameras, location and contact information for the personal responsible for the camera(s).","No",,"No",,"Yes",,"Yes",,,,,"true",,,"https://www.sfdistrictattorney.org/resources/register-your-camera/",,,,,,,,"3","Fillable PDF",,"The website link lands on a page including a fillable google form.","Not applicable",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"District Attorney","DAT","Support Services Division, Paralegal Unit","Subpoena Information","The Subpoena Unit processes all witness subpoenas for SFDA’s Office, staffs the witness telephone line to provide case status and updates, maintains website for civilian and law enforcement check-in, and updates website for case status and cancellations.","Public Safety & Justice","Legal Services & Enforcement","Business;#Visitor;#Other;#Resident","Any member of the public or law enforcement who receives a witness subpoena for testimony.","No",,"No",,"Yes",,"Yes",,"true","true",,"true",,,"https://sfdistrictattorney.org/resources/subpoenas/","628-652-4347",,,,,,,"2","Paper;#Custom Form;#Other","Website information, phone call information","DAMION, Department’s internal case management system or email/voicemail to ADA, if needed","Yes, within 1-2 Years","Yes, the subpoena process will be re-engineered within the next year once our new case management system is implemented.  Phone support will not change, but website check-in/case status may change. Existing case management system is outdated and no longer serves the needs of the Department.  Most business practices are being re-engineered to better support the Department.","No",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.);#Through direct access to the underlying database",,,,,
"Emergency Management","DEM",,"911",,"Public Safety & Justice","Hotline","Resident; Business; Visitor; Other","Anyone",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,
"Emergency Management","DEM",,"Courses",,"Arts, Culture, and Community Building","Community Programs & Education","Other","government agencies, affiliated volunteer organizations and private-sector / NGO partners",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,
"Emergency Management","DEM","Administration/External Affairs","Request for DEM Meeting","This is an online form stakeholders may use to request a meeting with specific DEM divisional staff.","Public Safety & Justice","Community Programs & Education","Resident;#Business;#Visitor;#Other","Intended for DEM stakeholders including academics, fellow emergency management community members, SF community organizations.","No",,"No",,"Yes",,"Yes",,,,,"true",,,"https://sfdem.org/public-requests-0","415-558-3800",,,"1",,"6","2","4","Custom Form;#Email",,"email","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Emergency Management","DEM","Administration/External Affairs Team","Request for Materials","Online request form for printed 911 and/or emergency preparedness materials.","Public Safety & Justice","Community Programs & Education","Business;#Resident;#Other","Anyone","No",,"No",,"Yes",,"Yes",,,,,"true",,,"https://sfdem.org/requesting-public-records-0","415-558-3800",,,"1",,"30","12","2","Custom Form",,"email","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Emergency Management","DEM","Administration/External Affairs team","Request for Interview","Online form for people to use when asking to interview DEM staff","Public Safety & Justice","Community Programs & Education","Business;#Resident;#Visitor;#Other","Anyone--most frequently by students and acamedic researchers","No",,"No",,"Yes",,"Yes",,,,,"true",,,"https://sfdem.org/public-requests-0","415-558-3800",,,"1",,"4","2","4","Custom Form;#Email",,"email","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Emergency Management","DEM",,"Request for Speaker",,"Arts, Culture, and Community Building","Community Programs & Education","Resident; Business; Other","Organizations, Businesses",,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,
"Emergency Management","DEM",,"Request for Table Display",,"Arts, Culture, and Community Building","Community Programs & Education","Business; Other","Organizations, Businesses",,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,
"Environment","ENV","Outreach","SF Recycles","Recycle or safely dispose of light bulbs, batteries, mattresses, and more.","Neighborhoods & Public Infrastructure","Energy & Environment","Business","San Francisco residents","No",,"No",,"Yes",,"Yes",,,,,"true",,,"SFRecycles.org","415-355-3700",,,"0.003",,"1200","600","3","Custom Form",,"Drupal form","Yes, within 1-2 Years","SFRecycles 2020 (released in coming months, in alpha phase currently) integrates search functionality and vendor location data (from legacy web app RecycleWhere.org) into the current live version of SFRecycles.org.","No",,,,,,,
"Ethics Commission","ETH","Audits","Apply for Public Financing","Candidates running for SF Mayor or Board of Supervisors elective office can apply to receive public financing.","Administration & Records","Formal Requests & Forms","Resident","Candidates for SF Mayor and Board of Supervisors","No",,"Yes",,"No",,"Yes",,,,,"true",,,"https://sfethics.org/compliance/campaigns/candidates/public-financing-program","415-252-3100","0","0","8","0","0","0","4","Custom Form",,"Netfile","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Ethics Commission","ETH","Enforcement","File a complaint","File a complaint alleging violations of the SF campaign and governmental conduct code.","Administration & Records","Complaints & Feedback","Resident;#Visitor","Any concerned member of the public or City payroll.","No",,"No",,"No",,"Yes","true","true","true",,,"true","Email","https://sfethics.org/enforcement/file-a-complaint","415-252-3100","1","1","1","1","5","0","2","Paper;#Email;#Non-fillable PDF;#Other","Phone","Microsoft Office - SharePoint, Word, Excel","Yes, within 1-2 Years","To create an online complaint process","No",,,,,,,
"Ethics Commission","ETH","Engagement and Compliance and Enforcement","Pay registration fees, late fees, and administrative penalties","Pay registration fees, late fees, and administrative penalties through the City's online payment portal","Administration & Records","Payments","Resident","Campaign consultants, registered lobbyists, major developers, candidates and officeholders, and City officers and employees","Yes",,"No",,"No",,"No","true",,"true",,"true",,,"https://services.paysf.co/service/ethics-commission",,"0.5","0.5","0.5",,"25","5","4","Other","Through export or online viewing.",,"No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Fire Department","FIR","Division of Emergency Medical Services","Billing Record","Get a copy of your medical bill from the Fire Department","Administration & Records","Certificates & Public Record","Resident",,,,,,"Yes",,"Yes",,"true","true",,"false",,,"https://sf-fire.org/medical-billing-records","888-980-9218",,,,,,,"2","Non-fillable PDF",,,,,"No",,,,,,,
"Elections","REG","Campaign Services","Application for voter registration information","The Department provides voter registration information for qualified individuals","Administration & Records","Hiring & Employment","Other","Candidates for office, ballot measure proponents, journalists, academic researchers, nonprofit organizations","Yes",,"Yes",,"Yes",,"No","true",,"true",,,,,"https://sfelections.sfgov.org/sites/default/files/Documents/Application_for_Voter_Registration_Information_122217.pdf",,"1","1","1","1",,,"3","Paper;#Fillable PDF",,"Adobe, Excel, Outlook","Yes, within 1-2 Years","Department of Technology updates",,,,,,,"Null",
"Elections","REG","Campaign Services","Ballot Argument Assignment Form","The Department provides the forms necessary to place arguments in the Voter Information Pamphlet","Administration & Records","Formal Requests & Forms","Other;#Resident","Individuals and organizations",,,"No",,"Yes",,"Yes","true",,"true",,"true",,,"www.sfelections.org",,"1",,,,,,"2","Fillable PDF",,"Adobe, Excel","No, we have no plans to replace system. System enhancements are sufficient",,,,,,,,,
"Elections","REG","Campaign Services","Ballot Argument Consent Form","The Department provides the forms necessary to place arguments in the Voter Information Pamphlet","Administration & Records","Certificates & Public Record","Other;#Resident","Individuals and organizations","Yes",,"No",,"Yes",,"Yes","true",,"true",,"true",,,"www.sfelections.org",,"1",,,,,,"2","Fillable PDF",,"Adobe, Excel","No, we have no plans to replace system. System enhancements are sufficient",,,,,,,,,
"Elections","REG","Campaign Services","Ballot argument Control Sheet A","The Department provides the forms necessary to place arguments in the Voter Information Pamphlet","Administration & Records","Formal Requests & Forms","Resident;#Other","Individuals and organizations","Yes",,"No",,"Yes",,"Yes","true",,"true",,"true",,,"www.sfelections.org",,"1",,,,,,"2","Fillable PDF",,"Adobe, Excel","No, we have no plans to replace system. System enhancements are sufficient",,,,,,,,,
"Elections","REG","Campaign Services","Ballot argument Control Sheet B","The Department provides the forms necessary to place arguments in the Voter Information Pamphlet","Administration & Records","Formal Requests & Forms","Resident;#Other","Individuals and organizations","Yes",,"No",,"Yes",,"Yes","true",,"true",,"true",,,"www.sfelections.org",,"1",,,,,,"2","Fillable PDF",,"Adobe, Excel",,,,,,,,,,
"Elections","REG","Campaign Services","Candidates","Candidates file for elective office with Department","Administration & Records","Certificates & Public Record","Resident","Individuals running for office","Yes",,"Yes",,"Yes",,"Yes","true",,,,,,,"www.sfelections.org",,"1",,,,"30","2","3","Paper;#Custom Form",,"Word, Adobe","4+ years","Potential move to fully online process","No",,,,,,,
"Elections","REG","Administrative","Language Preference Update Tool","Allows voters to request translated election materials in their preferred language.","Administration & Records","Account Services","Resident","Any voter can request election materials, including the official ballot, in Chinese, Spanish, and Filipino.

Additionally, reference ballots and the California Voter Information Guide are available in Burmese, Japanese, Korean, Thai, and Vietnamese.

The tool can be accessed in the languages aforementioned.","No",,"Yes",,"Yes",,"Yes","true","true","true",,"true",,,"https://sfelections.org/tools/language/index.php","415-554-4375","0.05","0.05","0.05",,"5000","10","4","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Email",,,"No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,"true","Limited-English Proficient",,
"Elections","REG","Administrative","Locate my polling place","Allows voters to locate their assigned polling place based on their residential address.","Administration & Records","Microservice","Resident","Any voter can visit a polling place on Election Day to vote or drop off a vote-by-mail ballot.","No",,"Yes",,"Yes",,"Yes","true","true","true",,"true",,,"https://www.sfelections.org/tools/pollsite/","415-554-4375","0.05","0.05","0.05",,"5000","10","4","Not Applicable. No customer information recorded.",,,"No, we have no plans to replace system. System enhancements are sufficient",,"No",,,"N/A",,,,
"Elections","REG","Administration","Notification of deceased voter","Allows individuals to notify the Department of Elections that a voter is deceased.","Administration & Records","Certificates & Public Record","Resident","Individuals notifying the Department of Elections","No",,"Yes",,"No",,"Yes","true",,"true",,"true",,,"https://www.sfelections.org/tools/regupdate/deceased.php",,"0.12",,"0.12",,"5000","10","4","Paper;#Custom Form",,"Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Elections","REG","Campaign Services","Online campaign services appointment form","Individuals can make appointments to file paperwork with Department","Administration & Records","Certificates & Public Record","Resident","Anyone","No",,"No",,"No",,"Yes",,"true",,,"true",,,"www.sfelections.org","415-554-4375",,,,,"20","1","1","Email",,"Outlook","No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Elections","REG","Poll Worker","Online review quiz","Allows poll workers to test their knowledge prior to serving voters at the polls on Election Day.","Administration & Records","Microservice","Resident","People who signed up to be poll workers can take a quiz to gauge their knowledge of election procedures and level of preparedness for serving voters on Election Day",,,"Yes",,"Yes",,"Guidelines for poll worker training are provided by the California Secretary of State.","false","false","false","false","true",,,"https://sfelections.sfgov.org/poll-worker-training-resources",,,,"0.5",,"2500","20","4","Not Applicable. No customer information recorded.",,"N/A","No, we have no plans to replace system. System enhancements are sufficient",,"Other","N/A","Other: please describe","N/A",,,,
"Elections","REG","Administration","Online vote-by-mail application","All San Francisco voters will be mailed ballots for the November 3, 2020 election; through this service, voters may request a replacement vote-by-mail ballot packet.","Administration & Records","Certificates & Public Record","Resident","Any voter can request a replacement ballot if they damage, make a mistake, or misplace their first original ballot, or if they prefer to receive a ballot in a different language.","No",,"Yes",,"Yes",,"Yes","true","true","true",,"true",,,"https://sfelections.org/tools/portal/","415-554-4375","0.05","0.05","0.05",,"5000","10","4","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Other","phone","Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Elections","REG","Administrative","Participate in Advisory Committees","Allows to engage with San Francisco voters and involve community members in the design, delivery, and evaluation of elections services.","Administration & Records","Hiring & Employment","Resident","Any member of the public can join one of the existing committees.","No",,"No",,"Yes",,"Yes",,,,,,"true","Public meetings","https://sfelections.sfgov.org/participate-advisory-committees","415-554-4375",,,,,"5000","10","4","Email;#Other;#Custom Form",,"Excel spreadsheet","No, we have no plans to replace system. System enhancements are sufficient",,"No",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,"Jobs","Volunteers"
"Fire Department","FIR",,"Schedule a Group Fire Station Tour","Visit your local fire station with an educational or community group","Arts, Culture, and Community Building","Community Programs & Education","Other","Educational or community group","No",,"No",,"Yes",,"Yes","true",,,,,,,"https://sf-fire.org/schedule-group-fire-station-tour","415-558-3403",,,,,,,"4","Custom Form",,,"No, we have no plans to replace system. System enhancements are sufficient",,,,,,,,,
"Elections","REG","Poll Worker","Poll Worker Training Class and Resources: Training Videos","Allows poll workers to gain the necessary knowledge prior to serving voters at the polls on Election Day.","Arts, Culture, and Community Building","Community Programs & Education","Resident","People who signed up to be poll workers can view supplemental training resources and videos to prepare for their service on Election Day.","No",,"Yes",,"Yes",,"Guidelines for poll worker training are provided by the California Secretary of State.",,,,,"true",,,"https://sfelections.sfgov.org/poll-worker-training-resources","415-554-4395",,,"1",,"2500","20","4","Not Applicable. No customer information recorded.",,"N/A","No, we have no plans to replace system. System enhancements are sufficient",,"Other","N/A","Other: please describe","N/A",,,,
"Elections","REG","Election Day Support","Polling place profile","Allows polling place hosts to access their personalized election information and schedule appointments for equipment delivery.","Administration & Records","Microservice","Other","Polling place hosts who provide facilities on Election Day to serve as polling places.","Yes",,"No",,"Yes",,"Yes","true","true",,,"true",,,"https://www.sfelections.org/tools/pollingplaceprofile/","415-554-4375","0.25","0.25","0.25",,"588","0","4","Custom Form",,,"No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Elections","REG","Poll Worker","Pollworker online profile","Allows poll workers to access their personalized election information.","Administration & Records","Microservice","Resident","Poll workers serving in an election.","No",,"Yes",,"Yes",,"Yes",,,,,"true",,,"https://www.sfelections.org/pwa/profile/index.php","415-554-4395",,,"0.5",,"50","3","4","Paper;#Custom Form;#Email;#Other",,"Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Elections","REG","Administration","Provisional ballot status lookup","Allows voters who cast provisional ballots at a polling place or voting center to check the status of their ballot.","Administration & Records","Microservice","Resident","Voters who cast provisional ballots at a polling place or voting center","No",,"Yes",,"Yes",,"Yes","true","true","true",,"true",,,"https://www.sfelections.org/tools/pvlookup/","186-632-5916","0.05","0.05","0.05",,"5000","10","4","Custom Form",,,"No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Elections","REG","Voter Data Analysis, Voter Services","Registration","Allows eligible residents to register to vote online or by filling out an affidavit of registration.","Administration & Records","Certificates & Public Record","Resident","Individuals who want to register or re-register to vote.","No",,"Yes",,"No",,"California Secretary of State","true",,"true",,"true",,,"registertovote.ca.gov, sfelections.org/registration",,"0.15",,"0.15",,,,"4","Paper;#Custom Form",,"Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Elections","REG","Administration","Request to cancel voter registration","Allows voters to request to cancel their voter registration in San Francisco","Administration & Records","Formal Requests & Forms","Resident","Residents who are moving or who wish to cancel their voter registration","No",,"Yes",,"Yes",,"Yes","true",,"true",,"true",,,"https://www.sfelections.org/tools/regupdate/cancellation.php",,"0.1",,"0.1",,"5000","10","4","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Email;#Other","Fax","Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Elections","REG","Administration","Request to stop or resume mailing of your voter information pamphlet and sample ballot","Allows voters to request to stop or resume mailing of their voter information pamphlet and sample ballot. 

Voters who opt out of the mailings receive these materials by email instead.","Administration & Records","Formal Requests & Forms","Resident","Any voter can request to change their receipt method for election materials.","No",,"No",,"Yes",,"Yes","true","true","true",,"true",,,"https://sfelections.sfgov.org/make-changes-your-registration-record","415-554-4375","0.05","0.05","0.05",,,,"4","Paper;#Non-fillable PDF;#Custom Form;#Email;#Fillable PDF",,"Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Elections","REG","Precinct Services","San Francisco Department of Elections Online Polling Place Application","Allows members of the public and public and private organizations to provide their facilities to serve as polling places on Election Day.","Administration & Records","Formal Requests & Forms","Resident;#Other","Any interested member of the public or organization can provide their facility to host a polling place as long as the facility meets ADA and other requirements.","No",,"Yes",,"Yes",,"Requirements for serving as a polling place are prescribed by the California Elections Code and accessibility laws.","true","true","true",,"true",,,"https://sfelections.sfgov.org/host-polling-place","415-554-4360","0.5","0.5","0.5",,"20","3","4","Custom Form;#Other",,"Election Information Management System","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
