"permit_number","contact_type","company_name","street_number","street","street_suffix","state","zipcode","phone","phone2","license_number"
"E200306028601","Contractor","Wong's Electric Co *Check Id*","2902","Jennings","St","CA","94124","4158228618","4156139798","581997"
"E200301032436","Contractor","C & C General Engineering Inc.","833","Chadbourne","Av","CA","94030-0000","4155526240","4153179398","784535"
"E200301032439","Contractor","Vincent Construction","2022","48th","Av","CA","94116-0000","4157531266","4152978001","786533"
"E200301062469","Contractor","Pacific Coast Sales & Service Inc","310","Soquel","Wy","CA","94086-4101","4088579153","4088579153","507151"
"E200301062472","Contractor","T & T Electric Corp","2526","32rd","Av","CA","94116-0000","4156654098","4157134273","789346"
"E200306028608","Contractor","Lighthouse Electric","6","Central","Dr","CA","94941-0000","4154424442","4157106490","797815"
"E200301062478","Contractor","Geniali Construction Co","100","North Hill","Dr","CA","94005-0000","4154681515","4155191908","772297"
"E200301062484","Contractor","Wen Ben Wang","2130","25th","Av","CA","94116-0000","4156829072","4156995492","770474"
"E200301092631","Contractor","Yuco Electrical","5370","Olive","Dr","CA","94521-0000",,"4157061843","756720"
"E200301062490","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301062493","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301062496","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200302264548","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301082607","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301062499","Contractor","John Buckley Electric","48","Fleetwood Dr",,"CA","94015-0000","6509928438","4152986704","564980"
"E200301072508","Contractor","Castellino Electric","448","Elm","Av","CA","94066","6508737445","4157227296","566204"
"E200301102673","Contractor","Americal-Pacific Structures","3145","Geary","Bl","CA","94118","4156522753","4156684500","568340"
"E200301072514","Contractor","Vertrans","5045","Fulton","Dr","CA","94585-0000","7078642005",,"443286"
"E200301072517","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200301072520","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200301072526","Contractor","Strom Electric, Inc",,"P.o. Box  642",,"CA","94979-0000","4156691900",,"480976"
"E200301072538","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200302284647","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200302264557","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200302264560","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200301072568","Contractor","Ze Sheng Liao","2930","Lawton St",,"CA","94122-0000","4158675528",,"656774"
"E200302274563","Contractor","Phillip James","231","Staples","Av","CA","94122-0000","4153748983","4157932544","778285"
"E200302274566","Contractor","Tri Power Group","85","Nicholson","Ln","CA","95134-0000","9255838214","4086391675","779172"
"E200302274578","Contractor","Young Electric Co","195","Erie","St","CA","94103-0000","4156483355","4152308622","390749"
"E200301082598","Contractor","Young Electric Co","195","Erie","St","CA","94103-0000","4156483355","4152308622","390749"
"E200302274581","Contractor","Earth Star Electric","170","Malet","St","CA","95476-0000","7079331510","5107011618","810369"
"E200302274599","Contractor","Crown Electric Inc","85","Columbia","Sq","CA","94103","4156217756","4155597432","109815"
"E200306028582","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306028584","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306028587","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306028589","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306028591","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306028606","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200301072559","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200301072562","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200301082589","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200302274602","Contractor","Bay Alarm Company","60","Berry","Dr","CA","94553-0000","9258084336","9255955300","261003"
"E200302274605","Contractor","D A M Construction(* Always *Ask For Id)","450","Taraval","St","CA","94116","4155862422","4157203119","717976"
"E200302274608","Contractor","Intellisec","10950","Bigge","St","CA","94577-0000","5106385000","5107731440","730926"
"E200302284617","Contractor","Bajada Electric Inc",,"Po Box 5729",,"CA","94083","6509973032","4157600059","409957"
"E200302284629","Contractor","David Muniz Electrician ( See Notes )","3835","19th","St","CA","94114","4155589058","4153707944","659510"
"E200302284632","Contractor","David Muniz Electrician ( See Notes )","3835","19th","St","CA","94114","4155589058","4153707944","659510"
"E200302284659","Contractor","Tk Construction & Active Sign Inc.","195","Tamal Vista","Bl","CA","94925-0000","4082976640","4085923721","622021"
"E200306028583","Contractor","Techno Electric Corp.","1221","York","St","CA","94110-0000","4158241894","4157253495","768497"
"E200306028588","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200306028592","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200306028594","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200306028595","Contractor","Urey-W-Electrical Co Inc * See Note ***","1336","P.o. Box",,"CA","94030-0000","4158790188","4158790188","643000"
"E200306028597","Contractor","Urey-W-Electrical Co Inc * See Note ***","1336","P.o. Box",,"CA","94030-0000","4158790188","4158790188","643000"
"E200306028596","Contractor","Davis Electric","5921","Landis","Av","CA","95608-0000","9164891643","9165418129","759196"
"E200306028602","Contractor","Starlite Electric  Inc.",,"Po Box 882283",,"CA","94188-0000","4156488888","4156022058","716595"
"E200306028609","Contractor","Ron Allen General Contractors","112","Skylonda","Dr","CA","94062-0000",,,"695376"
"E200306028610","Contractor","Call Us Now (Prime Electric)",,"P.o.box 1466",,"CA","94070-0000","6505921235","6504301703","759893"
"E200301092634","Contractor","Todd Hill Construction","998","Carrillo","Wy","CA","94578-0000","5104833526",,"659929"
"E200306028611","Contractor","Bay Area Electrical Maintenance","333","A Est Leland","Rd","CA","94565-0000",,,"808613"
"E200306028612","Contractor","Pmn Design Elect Inc Dba Design Elc","39","Wyoming","St","CA","94566","9258460650","9255197811","348215"
"E200306028613","Contractor","O'connor & Sons Electric","849","Clara","Dr","CA","94303-0000","6507401121","6508139159","513626"
"E200306028614","Contractor","O'connor & Sons Electric","849","Clara","Dr","CA","94303-0000","6507401121","6508139159","513626"
"E200306028615","Contractor","Ace Automatic Garage Door","2250","Jerrold","St","CA","94124-0000","4158267686","4157470024","494000"
"E200301082574","Contractor","Mal Waters Electrical",,"P. O. Box 1341",,"CA","94044","6503593860","4152255756","495619"
"E200306028618","Contractor","Rinaldi Construction","223","14th","Av","CA","94118-0000","4154249085","4154249085","497873"
"E200306028620","Contractor","A R General Contractor","2320","Vicente","St","CA","94116-0000",,,"817766"
"E200306028623","Contractor","D B Electric","580","Crespi","Dr","CA","94044-0000","4153518846","4153518846","783950"
"E200306028624","Contractor","D B Electric","580","Crespi","Dr","CA","94044-0000","4153518846","4153518846","783950"
"E20021104252","Contractor","Thomas A Lucchesi Electric","1542","48th","Av","CA","94122-0000","4156829853","4155098550","608575"
"E20021104255","Contractor","Dannels Electric Inc","823","Greenwood","Av","CA","94401","6503750797","6504004378","480106"
"E20021104258","Contractor","Ming Wah Construction Co.","2431","Balboa","St","CA","94121","4153868921",,"480431"
"E200301072565","Contractor","Michael Wines Construction","3233","Rio Lindo","Av","CA","95448-0000","4157756699","7078531021","540219"
"E200301082580","Contractor","Niland Builders","1122","Clovelly","Ln","CA","94010-0000","6506921786","6507032668","761312"
"E200301082592","Contractor","Thunder Electric Inc.","584","Castro","St","CA","94114-0000","4152559473","4152559553","613915"
"E200301082595","Contractor","Leo's Electric Company","281","Oxford","St","CA","94134-0000","4155873669","4158288225","510550"
"E200301082604","Contractor","Kacey Construction","422","Madrid","St","CA","94112","4153371082","4159900309","615317"
"E200301082610","Contractor","Current Solutions Elect","182","Holladay","Av","CA","94110-0000","4152857800","4157306810","735959"
"E200301102676","Contractor","Spaulding & Spaulding Inc",,"639 Bair Island Road  #1",,"CA","94063","6503692066","6507661009","657167"
"E200301082616","Contractor","Adam Electric","75","Clearview","Dr","CA","94015-0000","4152447474","6509914499","549940"
"E200301082619","Contractor","Ben Franklin Electric","2337","Meadow Ln",,"CA","95667","5306269796","9162049796","664114"
"E200301092625","Contractor","Ace Service","2200","Cesar Chavez #4","St","CA","94010-0000","4156480411","4157202575","513238"
"E200301092628","Contractor","Sasco",,"Pier 28 At Embarcadero 2/f Mailbox #12",,"CA","94105-0000","4082737216","4082063241","583536"
"E200301092637","Contractor","Sasco",,"Pier 28 At Embarcadero 2/f Mailbox #12",,"CA","94105-0000","4082737216","4082063241","583536"
"E200305208106","Contractor","Mars General Electric Inc","1740","19th","Av","CA","94122","4152038230","4152038230","735754"
"E200306028639","Contractor","Wah Wong Construction Co.","622","27th","Av","CA","94121-0000","4158280800",,"705046"
"E200306028641","Contractor","Wah Wong Construction Co.","622","27th","Av","CA","94121-0000","4158280800",,"705046"
"E200306038666","Contractor","Mars General Electric Inc","1740","19th","Av","CA","94122","4152038230","4152038230","735754"
"E200306038667","Contractor","Mars General Electric Inc","1740","19th","Av","CA","94122","4152038230","4152038230","735754"
"E200305208105","Contractor","Mars General Electric Inc","1740","19th","Av","CA","94122","4152038230","4152038230","735754"
"E200301092646","Contractor","Ideal Carpentry** See Contractor's Note*","255","Crestlake","Dr","CA","94132-0000","4155873341","4153075498","631349"
"E200301102682","Contractor","Woo Electric","309","Cornwall","St","CA","94118","4157511523","4152902385","255051"
"E200301102685","Contractor","The Only Electricians On Earth",,"P.o. Box 996",,"CA","95416","4154597322","6502705160","417596"
"E200302284671","Contractor","Ace Automatic Garage Door","2250","Jerrold","St","CA","94124-0000","4158267686","4157470024","494000"
"E200303034677","Contractor","Hutchings Construction Co.","10505","Garcia","Ln","CA","95020-0000","4089666676",,"238658"
"E200303034680","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200303034683","Contractor","Rite Electric","1044","Revere Av Ste C-88","Av","CA","94124-0000","4158220116","4154249168","765162"
"E200303034686","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200303034689","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200303034692","Contractor","G C Electric","161","Cora","St","CA","94134-0000","4158288259","4155318228","636918"
"E200303034707","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200303034710","Contractor","Delao Electric Co","617","Moraga","St","CA","94122-0000","4156817011","4157476900","766407"
"E200303034713","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200303034716","Contractor","Rainbow Choy Hung & Co","2674","22nd","Av","CA","94116","4155646147","4153095088","380786"
"E200303034725","Contractor","Yuco Electrical","5370","Olive","Dr","CA","94521-0000",,"4157061843","756720"
"E200303034728","Contractor","K W Electrical Co","2006","34th","Av","CA","94116","4159991175","4159991175","805808"
"E200303034731","Contractor","Sure, Inc.","1728","Ocean","Av","CA","94112-0000","4152212888","4152987298","561658"
"E200303044734","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200303044737","Contractor","Peter Dodds Electric Inc.","458","Corbett","Av","CA","94114-0000","4154408500","4158502548","518085"
"E200303044740","Contractor","Veterans Electric","494","29th","Av","CA","94121-0000","4156723176","4156723176","748879"
"E200303044746","Contractor","New City Construction Group Inc","951","Rutland Street",,"CA","94134-0000","4158823939","4158505259","779910"
"E200303044749","Contractor","J. Ho Construction Inc","176","Elder","Av","CA","94030-0000","4158066896","4158066896","680425"
"E200303044758","Contractor","Starlite Electric  Inc.",,"Po Box 882283",,"CA","94188-0000","4156488888","4156022058","716595"
"E200303044761","Contractor","Brookline Aries Electric","121","Santa Rosa","Av","CA","94112","4152395393","4152395393","273651"
"E200303044767","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303044770","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200303044773","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200303044776","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303044779","Contractor","Artistic Lighting & Electric",,"P.o. Box 5488",,"CA","94948","4153829500","4158505347","380928"
"E200303044782","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303054785","Contractor","Lynch Electric & Sons Inc.","1160","Industrial",,"CA","94070-0000","6505941054","6502222175","741108"
"E200303054788","Contractor","M J B Electric","511","Burlingame","Av","CA","94010-0000","6503750849","6502800314","264901"
"E200303054794","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E200303054797","Contractor","Reed Electric Company Inc Dba Century El","221","Oak","St","CA","94102","4158616522","4153366522","300955"
"E200303054800","Contractor","Powell Electric","102","Labrea","Wy","CA","94903","4154797486","4158272202","675140"
"E200303054803","Contractor","Reed Electric Company Inc Dba Century El","221","Oak","St","CA","94102","4158616522","4153366522","300955"
"E200303054806","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E200303054809","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E200303054812","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200303054818","Contractor","J Y Electrical Construction Co Inc",,"P O Box 34338",,"CA","94134-0000","4155591567","4155591567","777162"
"E200306038672","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E200306038673","Contractor","Rick's Electric Co","470","Arch","St","CA","94132","4155876978","4158670602","606748"
"E200306038674","Contractor","H C L Construction Inc.",,"P.o. Box 860",,"CA","94957-0000","4153708373","4158161447","817671"
"E200306038675","Contractor","W. Wong Construction Co. Inc.","205","13th","St","CA","94103-0000","4158610763",,"400494"
"E200306038678","Contractor","Castellino Electric","448","Elm","Av","CA","94066","6508737445","4157227296","566204"
"E200306038679","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200306038680","Contractor","Sabah International Incorporated","5925","Stoneridge","Dr","CA","94588","9252497786","9257878190","381218"
"E200306038681","Contractor","Dynalectric Company","375","Alabama Street Suite 300","St","CA","94110-0000","4154874700","4154874756","749757"
"E200306038682","Contractor","T C Electric Inc","130","Ridge","Rd","CA","94930-0000","4154535373","4152540630","617753"
"E200306038683","Contractor","San Francisco Electric Co","1222","20th","St","CA","94107","4156486228","4153091779","636319"
"E200306038684","Contractor","Linebarger Const & Plbg","2464","14th Avenue","*","CA","94116","4157310699","4159390611","333093"
"E200306038686","Contractor","Reed Electric Company Inc Dba Century El","221","Oak","St","CA","94102","4158616522","4153366522","300955"
"E200306038687","Contractor","Reed Electric Company Inc Dba Century El","221","Oak","St","CA","94102","4158616522","4153366522","300955"
"E200306038688","Contractor","Brookline Aries Electric","121","Santa Rosa","Av","CA","94112","4152395393","4152395393","273651"
"E200306038689","Contractor","Brother  Company *** Check I.d. ***","763","Vienna","St","CA","94112-0000","4156527280","4156527280","702388"
"E200306038690","Contractor","Baycor Builders Inc","460","Peachstone","Tr","CA","94903-0000","5432800",,"801500"
"E200306038691","Contractor","Brother  Company *** Check I.d. ***","763","Vienna","St","CA","94112-0000","4156527280","4156527280","702388"
"E200306038692","Contractor","Bass Electric","390","Swift","Av","CA","94080-0000","4152951600","4157472409","765671"
"E200306038695","Contractor","Bass Electric","390","Swift","Av","CA","94080-0000","4152951600","4157472409","765671"
"E200306038696","Contractor","Clipper Construction Inc.","2281","Market","St","CA","94114","4156214733","4157407531","723585"
"E200306038697","Contractor","B K L Construction","38","Sloat","Bl","CA","94132-0000","4156642368","4157305598","757766"
"E200306038698","Contractor","Delta Builders Inc.","1460","Egbert","Av","CA","94124-0000","4152826655","4157169214","791253"
"E200306038699","Contractor","Mc Crane Construction",,"P.o.box 2734",,"CA","94710","5105276312","5109143138","580987"
"E200306048701","Contractor","Flash Electric **Ck Id******","235","Sadowa","St","CA","94112-0000","4155869809","4157251923","750261"
"E200306048702","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200306048703","Contractor","Pagco Construction, Inc.","250","Napoleon","St","CA","94124-2135","4157404012","4157407156","708416"
"E200306048704","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200306048705","Contractor","Pagco Construction, Inc.","250","Napoleon","St","CA","94124-2135","4157404012","4157407156","708416"
"E200306048706","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200306048707","Contractor","Gary Liu Construction (Ask For Id)","947","Madrid","St","CA","94112-0000","4156026602","4156026602","767752"
"E200306048710","Contractor","Loi Electric Company","67","Dorado","Tr","CA","94112","4157601787","4157601787","507233"
"E200306048713","Contractor","Angelo E Granadeno","412","Pope","St","CA","94112-0000","4159879362",,"786096"
"E20021104267","Contractor","Mannon Construction","10880","Ettrick","St","CA","94605-0000","5108787247","4155091983","531142"
"E20021104270","Contractor","Eltech Electric","18","Vista","Ct","CA","94080-0000","6507370369","4157061888","671679"
"E20021104273","Contractor","Mannon Construction","10880","Ettrick","St","CA","94605-0000","5108787247","4155091983","531142"
"E20021104276","Contractor","R & S Erection Of S F Inc","715","Cesar Chavez","St","CA","94124","4159817590",,"411190"
"E20021105297","Contractor","Steinberg Tom Electric Co","14","Water","St","CA","94565","9254582970","9259631727","523878"
"E20021105306","Contractor","Dwan Elevator Company","699","4th","St","CA","94607-0000","4155523074",,"140423"
"E20021105315","Contractor","Sasco",,"Pier 28 At Embarcadero 2/f Mailbox #12",,"CA","94105-0000","4082737216","4082063241","583536"
"E20021105318","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E20021105321","Contractor","Electrical Services Co",,"9835 Kitty Lane",,"CA","94603","5104300399",,"410561"
"E20021105324","Contractor","Rite Electric","1044","Revere Av Ste C-88","Av","CA","94124-0000","4158220116","4154249168","765162"
"E20021105330","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E20021105339","Contractor","Navarro Electric","5","El Quanito","Wy","CA","94010-0000","4155598408","4155598408","792604"
"E20021105345","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E20021105348","Contractor","S W Electric","100","Pinehurst","Wy","CA","94127-0000","4153338423",,"755227"
"E20021105351","Contractor","Delta Electric","300","N San Mateo","Dr","CA","94401","6503479090","4156991844","313147"
"E20021106357","Contractor","Bajada Electric Inc",,"Po Box 5729",,"CA","94083","6509973032","4157600059","409957"
"E20021106360","Contractor","Automatic  Garage Door Of Marin","285","Belmarin Keys","Bl","CA","94949-0000","4158830725",,"550241"
"E20021106363","Contractor","Param Electric","1966","Tice Valley","Bl","CA","94549-2203","9259352294","5108472667","659713"
"E20021106366","Contractor","Ike's Electric","3546","19th","St","CA","94110","4158616417","4157549787","339028"
"E20021106375","Contractor","J L Electric","50","Sola","Av","CA","94116-0000","4155642341","4153072777","494866"
"E20021106378","Contractor","D C S  Construction Services Inc","160","Pixley","St","CA","94123","4159319365","4159877572","427457"
"E20021106381","Contractor","Anton Electric","4804","Mission","St","CA","94112-0000","6505836577","4155313687","416945"
"E20021106387","Contractor","Anton Electric","4804","Mission","St","CA","94112-0000","6505836577","4155313687","416945"
"E20021106390","Contractor","Bay City Garage Doors","26","Escanyo","Dr","CA","94080","6509527879","6508682158","260972"
"E20021106393","Contractor","K Lui General Const,","853","Vista Grande",,"CA","94030-0000","6506927228","4152699893","478553"
"E20021106396","Contractor","Wu's Electric Company","1242","Athens","St","CA","94112-0000","4153341798","4155163961","744549"
"E20021106399","Contractor","Automatic  Garage Door Of Marin","285","Belmarin Keys","Bl","CA","94949-0000","4158830725",,"550241"
"E20021107408","Contractor","City Construction Co","3649","Lawton","St","CA","94122-0000","4156612628","4155095025","667361"
"E20021107411","Contractor","Young Electric Co","195","Erie","St","CA","94103-0000","4156483355","4152308622","390749"
"E20021107414","Contractor","Young Electric Co","195","Erie","St","CA","94103-0000","4156483355","4152308622","390749"
"E20021107417","Contractor","G Martin Electric Corp",,"P.o. Box 12274",,"CA","94112-0274","4152852525",,"678104"
"E20021107420","Contractor","J. L. Electric Co","36","Exeter","St","CA","94124","4154683307","4155163316","519079"
"E200301102691","Contractor","Techno Electric Corp.","1221","York","St","CA","94110-0000","4158241894","4157253495","768497"
"E200301102694","Contractor","Allen Electric Inc /Clearchoice","12333","Saratoga Sunnyvale Rd #3c",,"CA","95070-0000","4085360311",,"804423"
"E200301102697","Contractor","Lam Pui  Electrical & Plumbing Inc.","2900","Yorba","St","CA","94116-0000","4157533217","4152988369","373337"
"E200301102700","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200301102703","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200301102706","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E200301102712","Contractor","Pagco Construction, Inc.","250","Napoleon","St","CA","94124-2135","4157404012","4157407156","708416"
"E200301102715","Contractor","Celtic Electric","318","Channing","Rd","CA","94010-4748","4157244545","4157244545","499258"
"E200301132718","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E200301132721","Contractor","K  And P Electric","850","South Van Ness",,"CA","94110-0000","4156425995","4155160169","806977"
"E200301132724","Contractor","Urey-W-Electrical Co Inc * See Note ***","1336","P.o. Box",,"CA","94030-0000","4158790188","4158790188","643000"
"E200301132730","Contractor","Gary R. Jones Electric Inc","1350","Desmond","Ln","CA","95658-0000","9167995074","5308879510","727155"
"E200301132736","Contractor","Edlen Electrical Exhibition Svcs Of Ca","6705","South Eastern","Av","NV","89119-0000","6502250900","6502250900","957900"
"E200301132742","Contractor","Edlen Electrical Exhibition Svcs Of Ca","6705","South Eastern","Av","NV","89119-0000","6502250900","6502250900","957900"
"E200301132745","Contractor","J Y Electrical Construction Co Inc",,"P O Box 34338",,"CA","94134-0000","4155591567","4155591567","777162"
"E200301132748","Contractor","J Y Electrical Construction Co Inc",,"P O Box 34338",,"CA","94134-0000","4155591567","4155591567","777162"
"E200301132751","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200301132754","Contractor","Mcclure Electric Inc","45","Rausch","St","CA","94103","4158645656","4158507071","248877"
"E200301132757","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200301132760","Contractor","Navarro Electric","5","El Quanito","Wy","CA","94010-0000","4155598408","4155598408","792604"
"E200301132766","Contractor","Mal Rogers Electric","201","Laidley","St","CA","94131-0000","4156471817","4155192780","701032"
"E200301142775","Contractor","Four Seasons","1801","Western","Av","CA","94952",,,"307981"
"E200301142778","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200301142781","Contractor","Castellino Electric","448","Elm","Av","CA","94066","6508737445","4157227296","566204"
"E200301142784","Contractor","Marble Electric","352","Coleridge","St","CA","94110","4158213204","4154128151","591393"
"E200301142787","Contractor","Techno Electric Corp.","1221","York","St","CA","94110-0000","4158241894","4157253495","768497"
"E200301142790","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200301142793","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200301142799","Contractor","Genesis Electric","1609","Notre Dame",,"CA","94002-0000","6502197040","6505969005","740937"
"E200301142802","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200301142805","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200301142808","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200301142811","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200301142817","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301142820","Contractor","Klestoff Electric","2685","Isabelle","Av","CA","94403","6504836988","6504836988","384406"
"E200303054821","Contractor","A & G Electric","20406","Redwood","Rd","CA","94546-0000","5108814615","5103852444","758068"
"E200303054824","Contractor","A & G Electric","20406","Redwood","Rd","CA","94546-0000","5108814615","5103852444","758068"
"E200303054830","Contractor","Bay City Garage Doors","26","Escanyo","Dr","CA","94080","6509527879","6508682158","260972"
"E200303064836","Contractor","B B J   Electric, Inc","1661","Innes","Av","CA","94124-0000","4155991499","4157402854","670906"
"E200303064839","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200303064842","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200303064845","Contractor","Terry's Electric","3205","Meadowbrook Rd",,"CA","94509-0000","6506529804","4158463310","384300"
"E200303064854","Contractor","Benchmark Construction","60","Hauen","Dr","CA","94014-0000","6509973745","6508260278","724516"
"E200303064857","Contractor","J.w. Electrical  & Const.","1088","Huron","Av","CA","94112-0000","4153867556","4152903333","418061"
"E200303064860","Contractor","Urey-W-Electrical Co Inc * See Note ***","1336","P.o. Box",,"CA","94030-0000","4158790188","4158790188","643000"
"E200303064866","Contractor","Stort's Electric","68","St. Marys Avenue, # 1",,"CA","94112-0000","4158455330","4158455330","413976"
"E200303064869","Contractor","T C Electric Inc","130","Ridge","Rd","CA","94930-0000","4154535373","4152540630","617753"
"E200303064872","Contractor","Gj Construction","11","Keystone","Wy","CA","94127-0000","4155862610",,"788696"
"E200303064875","Contractor","Rivera's Heating & Air Conditioning","9836","Lawlor","St","CA","94605-0000","5103768922","5106390824","783459"
"E200303064878","Contractor","Golden Light & Electric","3270","21st","St","CA","94110","4158242364","4153098421","680419"
"E200303064881","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200303064884","Contractor","Tri Power Group","85","Nicholson","Ln","CA","95134-0000","9255838214","4086391675","779172"
"E200303064887","Contractor","Michael Mccarthy Elec/ Dba:dmacs Electr","25","Noe","St","CA","94114-0000","4152217311","4155966415","740455"
"E200303064890","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
