"fiscal_year","related_govt_units","organization_group_code","organization_group","department_code","department","program_code","program","character_code","character","object_code","object","sub_object_code","sub_object","fund_type_code","fund_type","fund_code","fund","fund_category_code","fund_category","revenue_or_spending","amount"
"1999","No","01","Public Protection","POL","POL Police","ACP","Work Order Services","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","-3217790.77"
"1999","No","01","Public Protection","POL","POL Police","ACQ","Police Operations","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","54052.40"
"1999","No","01","Public Protection","POL","POL Police","ACV","Office Of Citizen Complaints","460","Charges For Services","460","Public Safety Service Charges","460617","Massage Employee Penalties","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","1500.00"
"1999","No","01","Public Protection","POL","POL Police","ACV","Office Of Citizen Complaints","865","Expenditure Recovery","875","Recovery for Svcs to Non-AAO Fds","875AC","Exp Rec Fr Airport (Non-AAO)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","99154.89"
"1999","No","01","Public Protection","POL","POL Police","ACV","Office Of Citizen Complaints","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-99154.89"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","241420.17"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","445","Intergovernmental Rev-State","448","State-Prop172 Publc Safety Fnd","448311","Public Safety Sales Tax Alloc","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","30293873.66"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","460","Charges For Services","460","Public Safety Service Charges","460637","Street Space","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","50552.00"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","460","Charges For Services","460","Public Safety Service Charges","460699","Other Public Safety Charges","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","751600.00"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","491","Operating Transfers In","493","Other Operating Transfers In","493001","OTI Fr 1G-General Fund","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","11395.00"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865AC","Exp Rec Fr Airport (AAO)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","450280.00"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-450280.00"
"1999","No","01","Public Protection","POL","POL Police","ACX","Patrol","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","-1693105.66"
"1999","No","01","Public Protection","POL","POL Police","AXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-30.00"
"1999","No","01","Public Protection","POL","POL Police","AXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478902","NSFChecks","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","30.01"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","78030.64"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","3C","Capital Projects Funds","3CPFI","Police Dept. Facilities Impvt. Fund","3","Continuing Projects","Revenue","10578.75"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","-13425.04"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","3C","Capital Projects Funds","3CPFI","Police Dept. Facilities Impvt. Fund","3","Continuing Projects","Revenue","-1105.05"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","2S","Special Revenue Funds","2SGSF","General Services Fund","1","Operating","Revenue","109.90"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","0.44"
"1999","No","01","Public Protection","POL","POL Police","XXX","No Program Defined","491","Operating Transfers In","493","Other Operating Transfers In","493001","OTI Fr 1G-General Fund","3C","Capital Projects Funds","3CPFI","Police Dept. Facilities Impvt. Fund","3","Continuing Projects","Revenue","38151.57"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKH","Jail Programs","460","Charges For Services","460","Correction Service Charges","460799","Misc Correction Service Rev","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","555424.68"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKI","Grant Services","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","19530.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKI","Grant Services","440","Intergovernmental Rev-Federal","444","Federal-Other","444931","Fed Grants Pass-Thru State-Oth","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","60531.28"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKI","Grant Services","440","Intergovernmental Rev-Federal","444","Federal-Other","444939","Federal Direct Grant","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","-51632.98"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKI","Grant Services","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","579936.75"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKI","Grant Services","475","Other Revenues","478","Gifts & Bequests","478101","Gifts And Bequests","7E","Expendable Trust Funds","7EGIF","Gift Fund","4","Grants","Revenue","200000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865ED","Exp Rec Fr Emergency Comm. Dept.","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","15000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865FC","Exp Rec Fr Fire Dept (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","4000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865HM","Exp Rec Fr Comm Mental Health (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","315004.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865PW","Exp Rec Fr Public Works (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","544000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865TR","Exp Rec Fr Treas/Tax Coll (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","32000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865UC","Exp Rec Fr PUC (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","10200.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKJ","Work Order Services","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","-920204.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKL","Alternative Programs","460","Charges For Services","460","Correction Service Charges","460704","Board Room Working Prisoners","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","120168.10"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKM","Hall Of Justice Jails","460","Charges For Services","460","Correction Service Charges","460701","Boarding Of Prisoners","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","121481.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKM","Hall Of Justice Jails","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","-374623.62"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKN","County Jail 8 & 9","445","Intergovernmental Rev-State","448","State - Other","448929","State Mandated Cost - SB 90","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","37921.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKP","Jail Services","460","Charges For Services","460","Correction Service Charges","460799","Misc Correction Service Rev","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","6706.43"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKP","Jail Services","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","8825.85"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AKP","Jail Services","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSD","Transfer Adjustments-Sources","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","-195000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AMC","Court Security And Process","865","Expenditure Recovery","875","Recovery for Svcs to Non-AAO Fds","875SP","Exp Rec Fr Trial Courts (Non-AAO)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","5637631.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AMC","Court Security And Process","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-5637631.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AMG","Civil Enforcement","460","Charges For Services","460","General Government Services","460125","Sheriffs Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","369461.99"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AMG","Civil Enforcement","460","Charges For Services","460","General Government Services","460125","Sheriffs Fees","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","102140.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","ASB","Sheriff Administration","445","Intergovernmental Rev-State","448","State - Other","448923","Peace Officer Training","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","167869.68"
"1999","No","01","Public Protection","SHF","SHF Sheriff","ASL","Departmental Services","460","Charges For Services","460","Correction Service Charges","460799","Misc Correction Service Rev","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","107.71"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AXX","No Program Defined","460","Charges For Services","460","Correction Service Charges","460702","Board Prisoners Other Counties","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","684180.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478902","NSFChecks","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-21220.61"
"1999","No","01","Public Protection","SHF","SHF Sheriff","AXX","No Program Defined","491","Operating Transfers In","493","Other Operating Transfers In","493018","OTI Fr 2S-Ppf-PublicProtectnFd","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","195000.00"
"1999","No","01","Public Protection","SHF","SHF Sheriff","XXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","3C","Capital Projects Funds","3CCFI","Correctional Facilities Impvt. Fund","3","Continuing Projects","Revenue","59173.47"
"1999","No","01","Public Protection","SHF","SHF Sheriff","XXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","3C","Capital Projects Funds","3CCFI","Correctional Facilities Impvt. Fund","3","Continuing Projects","Revenue","-9427.79"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425120","Traffic Fines - Parking","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","476970.16"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","430","Interest & Investment Income","430","Interest","430120","Interest Earned-FisclAgentAcct","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","10135312.67"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","430","Interest & Investment Income","430","Interest","430140","Interest Earned-Non PooledCash","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","8080832.48"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","430","Interest & Investment Income","430","Interest","430140","Interest Earned-Non PooledCash","5A","SF International Airport Funds","5ACPF","Airport Capital Projects Fund","3","Continuing Projects","Revenue","661234.42"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","-13919.51"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","430","Interest & Investment Income","430","Interest","430170","Interest Earned-Tax Refund","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","-2051.00"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","435","Parking Garage-Lot Rentals","435271","SFO-PrkingGarge,Lots&Permits","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","58782737.19"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Advertising; Tel. & Other","437411","Concession-Groundside","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","127000.14"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Advertising; Tel. & Other","437421","Concession-Telephone","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2433882.71"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Advertising; Tel. & Other","437441","Concession-Advertising","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","725485.51"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Advertising; Tel. & Other","437499","Concession-Others","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2478936.15"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Auto Rentals","437611","Concession-Car Rental","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","30012843.74"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Auto Rentals","437621","Off Airport Privilege Fee","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","395542.32"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-News; Tobacco & Gifts","37511","Concession Rev-Duty Free In Bond","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","17872437.54"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-News; Tobacco & Gifts","437521","Concession-Gifts & Merchandise","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","11237633.38"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Other Ground Transprtn","437911","Taxicabs","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2735591.10"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Other Ground Transprtn","437921","Ground Trans Trip Fees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2719490.62"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Passenger Terminal Rental","437211","Rentl-Intl Term (Non-Air)","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","3917.62"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Passenger Terminal Rental","437213","Rentl-North Term T3 (Non-Air)","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","352740.77"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Passenger Terminal Rental","437214","Rentl-South Term T1 (Non-Air)","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","150611.10"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Passenger Terminal Rental","437219","Rental-Other BdlgsNon-Airline","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","412.20"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Paved-Unimpr-Nonair Rent","437311","Rental-UnimprvdAreaNon-Airline","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","3458518.00"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Paved-Unimpr-Nonair Rent","437321","Rental Car Facility Fee","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2856473.27"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","437","SFO-Restaurant & Allied Svcs","437711","Concession-Food & Beverage","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","6276239.19"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","435","Rents & Concessions","438","SFO-Cng Services","438111","CNG Services","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","569.00"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","440","Intergovernmental Rev-Federal","444","Federal-Other","444931","Fed Grants Pass-Thru State-Oth","5A","SF International Airport Funds","5ACPF","Airport Capital Projects Fund","3","Continuing Projects","Revenue","2267180.00"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","460","General Government Services","460120","Public Administrator Fees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","-20.02"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Aircraft & Outdoor Storag","467411","Rental-Aircraft Parking","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","819664.12"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Aircraft & Outdoor Storag","467421","Rental-Airline Superbay Hangar","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","4603926.24"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Aircraft & Outdoor Storag","67431","FBO-Hangar Rentals","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","218047.59"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Aircraft & Outdoor Storag","67441","FBO-General Aviation Aircraft Parking","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","206824.22"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Airline Support Service","467511","Airline Support Services","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","690497.35"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Flight Operations","467111","Airline Landing Fees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","50096327.06"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Flight Operations","467121","Itinerant Aircraft Landing Fee","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","16778.18"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Flight Operations","467141","Jet Bridge Fees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","82584.00"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Flight Operations","67131","FBO/General Aviation Landing Fees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","578550.15"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Fuel; Oil & Other Srvcs","467611","Rental Tank Farm Area","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","497734.12"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Fuel; Oil & Other Srvcs","67621","Commissions-Aviation Fuel Deliveries","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","719681.39"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Fuel; Oil & Other Srvcs","67641","FBO-Fuel Services","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","1813252.96"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Parking Airlines","467711","Parking - Employees","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","2223208.56"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Paved&Unimproved-Airlines","467311","Rental-Airline Cargo Space","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","3678704.68"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Paved&Unimproved-Airlines","467321","Rental-Airline Ground Leases","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","8792160.32"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Paved&Unimproved-Airlines","67329","Rental-Airline Others","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","23616.44"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Rental Airlines","467213","Rental-Airline NorthTerminalT3","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","26415465.42"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Rental Airlines","467214","Rental-Airline SouthTerminalT1","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","22168987.52"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Rental Airlines","467215","Customs Cargo Facility Fee","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","3113992.77"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Rental Airlines","67211","Rental-Airline Int'L Terminal","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","9712524.27"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","460","Charges For Services","467","SFO-Rental Airlines","67231","In-Transit Lounge","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","48509.78"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","475","Other Revenues","477","SFO-CoGeneration","477111","Cogeneration-UAL","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","54251.74"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","475","Other Revenues","477","SFO-Electricity","477211","Sale Of Electricity","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","10030272.76"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","475","Other Revenues","477","SFO-Miscellaneous","477911","Licenses & Permits","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","168051.25"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","475","Other Revenues","477","SFO-Miscellaneous","477921","Collection Charges","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","44195.62"
"1999","No","02","Public Works, Transportation & Commerce","AIR","AIR Airport Commission","BGF","Administration, Business","475","Other Revenues","477","SFO-Miscellaneous","477931","Refuse Disposal","5A","SF International Airport Funds","5AAAA","Airport Operating Fund","1","Operating","Revenue","150487.76"
