"fiscal_year","eff_date","group","job_code","title","union","setid","range_a","range_b","range_c","min_a","max_a","min_b","max_b","min_c","max_c"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0931","Manager III","351","COMMN","02D","68A","86A","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0932","Manager IV","351","COMMN","02E","69A","87A","58.6875","74.8875","74.9000","86.7000","86.7125","91.0375"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0933","Manager V","351","COMMN","02F","70A","88A","63.2750","80.7625","80.7750","93.4875","93.5000","98.1625"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0941","Manager VI","351","COMMN","02G","71A","89A","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0942","Manager VII","351","COMMN","02H","72A","90A","72.7750","92.8750","92.8875","107.5000","107.5125","112.8875"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN","02J","73A","91A","82.3375","105.0750","105.0875","121.6375","121.6500","127.7250"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN","02A","74A","92A","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN","02Z","75A","93A","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN","021","76A","94A","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN","02K","77A","95A","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN","022","78A","96A","82.3375","105.0750","105.0875","121.6375","121.6500","127.7250"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN","023","79A","97A","58.6875","74.8875","74.9000","86.7000","86.7125","91.0375"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN","024","80A","98A","72.7750","92.8750","92.8875","107.5000","107.5125","112.8875"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN","025","81A","99A","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN","02L","82A","00B","88.8375","113.3750","113.3875","131.2500","131.2625","137.8125"
"FY16-17","2016-07-01T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN","02M","83A","01B","110.3375","140.8125","140.8250","163.0000","163.0125","171.1500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN","03E","35V","35W","47.5875","60.7375","60.7500","70.3000","70.3125","73.8250"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN","03F","35X","35Y","51.0250","65.1125","65.1250","75.3750","75.3875","79.1500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN","03G","35Z","360","55.0875","70.3000","70.3125","81.3750","81.3875","85.4500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN","03H","361","362","59.0625","75.3750","75.3875","87.2625","87.2750","91.6250"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN","03J","363","364","63.7625","81.3750","81.3875","94.2125","94.2250","101.7750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1114","Senior Portfolio Manager","351","COMMN","5FC",,,"67.7375","86.4500",,,,
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1115","Director","351","COMMN","5FD",,,"82.3375","105.0750",,,,
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1116","Managing Director","351","COMMN","5FE",,,"100.0750","127.7250",,,,
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN","5FF",,,"119.6500","152.7250",,,,
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN","5CC","5CD","5CE","92.8750","118.5250","118.5375","137.2125","137.2250","144.0750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN","5CF","5CG","5CH","103.0625","131.5375","131.5500","152.2625","152.2750","159.8750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN","03K","36P","36Q","58.6875","74.8875","74.9000","86.7000","86.7125","91.0375"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN","03L","36R","36S","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA","321","35R","35S","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN","41A","36V","36W","88.8375","113.3750","113.3875","131.2500","131.2625","137.8125"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA","35L","35T","35U","88.8375","113.3750","113.3875","131.2500","131.2625","137.8125"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1682","Controller","002","COMMN","57V","57W","57X","110.3375","140.8125","140.8250","163.0000","163.0125","171.1500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN","03M","36B","36C","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA","322","36X","36Y","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN","03N","36M","36N","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA","323","36K","36L","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN","03P","365","366","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN","03Q","36T","36U","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN","03R","36Z","370","50.7000","64.7000","64.7125","74.8875","74.9000","78.6375"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN","03S","371","372","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN","03T","367","368","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN","03U","36H","36J","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN","03V","369","36A","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN","03W","36D","36E","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN","03X","36F","36G","72.7750","92.8750","92.8875","107.5000","107.5125","112.8875"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN","03Y","35M","35N","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN","54F","54G","54H","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN","54J","54K","54L","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN","54S","54T","54U","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN","54V","54W","54X","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN","54Y","54Z","550","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN","551","552","553","50.7000","64.7000","64.7125","74.8875","74.9000","78.6375"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN","554","555","556","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN","557","558","559","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN","55B","55C","55D","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN","55E","55F","55G","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN","55H","55J","55K","72.7750","92.8750","92.8875","107.5000","107.5125","112.8875"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN","55L","55M","55N","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9172","Manager II, MTA","351","SFMTA","02N","44A","55A","47.2125","60.2625","60.2750","69.7625","69.7750","73.2500"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9174","Manager IV, MTA","351","SFMTA","02P","45A","56A","54.6500","69.7625","69.7750","80.7625","80.7750","84.8000"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9177","Manager III, MTA","351","SFMTA","02R","47A","58A","50.7000","64.7000","64.7125","74.8875","74.9000","78.6375"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9179","Manager V, MTA","351","SFMTA","02S","48A","48B","58.6875","74.8875","74.9000","86.7000","86.7125","91.0375"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9180","Manager VI, MTA","351","SFMTA","02T","49A","60A","63.2750","80.7625","80.7750","93.4875","93.5000","98.1625"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9181","Manager VII, MTA","351","SFMTA","02U","50A","61A","67.9375","86.7000","86.7125","100.3625","100.3750","105.3750"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9182","Manager VIII, MTA","351","SFMTA","02V","51A","62A","72.7750","92.8750","92.8875","107.5000","107.5125","112.8875"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9183","Deputy Dir I, MTA","351","SFMTA","040","52A","63A","77.3375","98.7000","98.7125","114.2625","114.2750","119.9750"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9187","Deputy Dir II, MTA","351","SFMTA","02Y","53A","64A","82.3375","105.0750","105.0875","121.6375","121.6500","127.7250"
"FY16-17","2016-07-01T00:00:00.000","MTAM","9190","Board Scty, MTA","351","SFMTA","02X","54A","65A","58.6875","74.8875","74.9000","86.7000","86.7125","91.0375"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0922","Manager I","351","COMMN","02B","66A","84A","44.3375","56.5875","56.6000","65.5125","65.5250","68.7875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN","03E","35V","35W","44.6750","57.0125","57.0250","66.0000","66.0125","69.3000"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9172","Manager II, MTA","351","SFMTA","02N","44A","55A","44.3375","56.5875","56.6000","65.5125","65.5250","68.7875"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0922","Manager I","351","COMMN","02B","66A","84A","45.7625","58.4000","58.4125","67.6000","67.6125","70.9875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN","03E","35V","35W","46.1125","58.8500","58.8625","68.1250","68.1375","71.5375"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9172","Manager II, MTA","351","SFMTA","02N","44A","55A","45.7625","58.4000","58.4125","67.6000","67.6125","70.9875"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0922","Manager I","351","COMMN","02B","66A","84A","43.0750","54.9625","54.9750","63.6250","63.6375","66.8125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN","03E","35V","35W","43.3750","55.3500","55.3625","64.0750","64.0875","67.2875"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9172","Manager II, MTA","351","SFMTA","02N","44A","55A","43.0750","54.9625","54.9750","63.6250","63.6375","66.8125"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0922","Manager I","351","COMMN","02B","66A","84A","44.3375","56.5875","56.6000","65.5125","65.5250","68.7875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN","03E","35V","35W","44.6750","57.0125","57.0250","66.0000","66.0125","69.3000"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9172","Manager II, MTA","351","SFMTA","02N","44A","55A","44.3375","56.5875","56.6000","65.5125","65.5250","68.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0922","Manager I","351","COMMN",,,,"42.2250","53.8875","53.9000","62.3875","62.4000","65.5125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN",,,,"42.5375","54.2875","54.3000","62.8625","62.8750","66.0000"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0922","Manager I","351","COMMN",,,,"42.6250","54.4000","54.4125","62.9875","63.0000","66.1375"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN",,,,"42.9500","54.8125","54.8250","63.4500","63.4625","66.6250"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0922","Manager I","351","COMMN",,,,"43.0750","54.9625","54.9750","63.6250","63.6375","66.8125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","0901","Mayoral Staff XIII","002","COMMN",,,,"43.3750","55.3500","55.3625","64.0750","64.0875","67.2875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN","03S","371","372","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN","55H","55J","55K","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN",,,,"53.8875","68.7875","68.8","79.625","79.6375","83.6"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0923","Manager II","351","COMMN",,,,"46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN","554","555","556","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN","023","79A","97A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9183","Deputy Dir I, MTA","351","SFMTA","040","52A","63A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN","03S","371","372","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1115","Director","351","COMMN","5FD",,,"81.2","98.7",,,,
"FY14-15","2014-07-01T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN","02K","77A","95A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN","54F","54G","54H","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN",,,,"45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN","5CC","5CD","5CE","84.6125","107.975","107.9875","125","125.0125","131.25"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0923","Manager II","351","COMMN","02C","67A","85A","46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN","551","552","553","49.1375","62.725","62.7375","72.6125","72.625","76.2375"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN",,,,"79.3875","101.325","101.3375","117.2875","117.3","123.15"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN","03W","36D","36E","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN","03N","36M","36N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0942","Manager VII","351","COMMN",,,,"65","82.95","82.9625","96.025","96.0375","100.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN",,,,"53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA",,,,"79.3875","101.325","101.3375","117.2875","117.3","123.15"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN","41A","36V","36W","80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN","02M","83A","01B","106.9875","136.55","136.5625","158.075","158.0875","165.975"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN","5CC","5CD","5CE","87.1","111.1625","111.175","128.6875","128.7","135.125"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9179","Manager V, MTA","351","SFMTA","02S","48A","48B","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN","03W","36D","36E","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN","03K","36P","36Q","53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN","54S","54T","54U","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN","02L","82A","00B","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9179","Manager V, MTA","351","SFMTA",,,,"52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN",,,,"80.225","102.3875","102.4","118.525","118.5375","124.45"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9177","Manager III, MTA","351","SFMTA","02R","47A","58A","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN","03L","36R","36S","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9182","Manager VIII, MTA","351","SFMTA",,,,"65.6875","83.8375","83.85","97.05","97.0625","101.9"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9181","Manager VII, MTA","351","SFMTA","02U","50A","61A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9177","Manager III, MTA","351","SFMTA",,,,"45.325","57.8375","57.85","66.9625","66.975","70.3"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN","024","80A","98A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN","03X","36F","36G","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN","5CF","5CG","5CH","99.875","127.475","127.4875","147.5625","147.575","154.9375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN","03K","36P","36Q","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN","03G","35Z","360","51.7125","66","66.0125","76.4","76.4125","80.225"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN","022","78A","96A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN","023","79A","97A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN","02M","83A","01B","100.65","128.45","128.4625","148.7125","148.725","156.15"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1682","Controller","002","COMMN",,,,"100.65","128.45","128.4625","148.7125","148.725","156.15"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN","02J","73A","91A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN","03Q","36T","36U","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9182","Manager VIII, MTA","351","SFMTA",,,,"65","82.95","82.9625","96.025","96.0375","100.8375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN","03H","361","362","57.2625","73.0875","73.1","84.6125","84.625","88.8375"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0941","Manager VI","351","COMMN","02G","71A","89A","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN","54F","54G","54H","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN","03P","365","366","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA","35L","35T","35U","80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN","023","79A","97A","56.8875","72.6125","72.625","84.0625","84.075","88.2625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN",,,,"52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN","55L","55M","55N","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN","03M","36B","36C","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9190","Board Scty, MTA","351","SFMTA","02X","54A","65A","56.8875","72.6125","72.625","84.0625","84.075","88.2625"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN","03U","36H","36J","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9183","Deputy Dir I, MTA","351","SFMTA",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA","323","36K","36L","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN","554","555","556","65.8625","84.0625","84.075","97.3125","97.325","102.175"
