"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","da","year_","qtr","year_qtr","pd","sd","nhood_37","nhood_41","plans","zoning","height_bulk","pda","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","4224167","1071 MISSISSIPPI ST","0","BP Filed","2018-05-22","4","1",,"0",,,,,,"CHANGE OF USE FROM RETAIL TO RESIDENTIAL CONDO UNIT WITH (1) BEDROOM & (1) BATHROOM","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","9 - South of Market","10","Potrero Hill","Potrero Hill","Showplace Square/Potrero Hill (EN)","UMU","40-X","Eastern Neighborhoods",,"37.75298428","-122.3933684","POINT (-122.3933684 37.75298428)","54","54","2","9","26"
"Resident","3639028","953 TREAT AV","1","CONSTRUCTION","2020-01-08","2","2",,,,,,"2015-006510PRJ","The proposed project includes demolition of the existing residence and the new construction of two residential buildings for a total of six new dwelling units. At 941-945 Treat, the project would construct three units consisting of two two-bedroom units and one four-bedroom unit, and one off-street parking space. At 949-953 Treat, the project would construct three units consisting of two two-bedroom units and one three-bedroom unit, and one off-street parking space.","BUILDING# 2. TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"RSUCRE","WInder Gibson Architects",,"4153188634",,"2020","Q1","2020_Q1","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","UMU","48-X","Eastern Neighborhoods","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75510469","-122.4130434","POINT (-122.4130434 37.75510469)","53","53","3","2","20"
"Resident","1018020","3637 SACRAMENTO ST","0","BP Filed","2019-08-29","18","18",,"0",,,,,,"ERECT A 18 DWELLING,4 STORY WITH 2 BASEMENTS MEDICAL OFFICE, RESIDENTIAL AND RETAIL BUILDING WITH PA","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","2","Presidio Heights","Presidio Heights",,"NCD-SACRAMENTO","40-X",,,"37.78719853","-122.4525945","POINT (-122.4525945 37.78719853)","10","10","8","6","31"
"Vacant","5735001","810 OGDEN AV","0","BP Filed","2019-12-31","0","0",,"0",,,,,,"ERECT A TWO STORY TYPE 5 CONSTRUCTION SINGLE FAMILY DWELLING","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-1","40-X",,"Bernal Heights","37.73566564","-122.4113147","POINT (-122.4113147 37.73566564)","83","83","9","2","2"
"Resident","6564007","1330 SANCHEZ ST","0","BP Filed","2019-05-21","1","1",,"0",,,,,,"FRONT DETACHED GARAGE: ADD A (N) 3-STORY SINGLE FAMILY HOUSE  ON TOP OF (E) DETACHED GARAGE W/ 3 BED","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","7 - Central","8","Noe Valley","Noe Valley",,"RH-2","40-X","J Church and Mission Corridor",,"37.74784385","-122.4296424","POINT (-122.4296424 37.74784385)","84","84","3","5","22"
"Resident","5905007","52 GAMBIER ST","0","BP Filed","2018-07-03","2","1",,"0",,,,,,"LEGALIZE UNIT UNDER ORDINANCE 43-14.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","12 - South Central","9","Excelsior","Excelsior",,"RH-1","40-X",,,"37.72816566","-122.4226868","POINT (-122.4226868 37.72816566)","92","92","9","2","7"
"Resident","4153008","1056 POTRERO AV","1","CONSTRUCTION","2020-01-07","5","4",,,,,,"2017-000610PRJ","The project sponsor proposes to revise the dwelling unit count and configuration as approved under building permit #201612165168. The revision includes creating three dwelling units with five accessory dwelling units within the previously approved building envelope. The original proposal included four 4 dwelling units with one accessory dwelling unit. The approved project included the renovation and addition of an existing 30-foot-tall, three-story, single-family residence approximately 2,443 square feet in size. With implementation of the approved project, the building would be 50 feet tall, five stories, and 7,653 square feet in size.","RENOVATION & ADDITION TO EXISTING SINGLE FAMILY STRUCTURE BY VERTICAL/HORIZ ADDITION. CREATE 5 APTS, NEW BIKE PARKING. NEW EXTERIOR MATERIALS WINDOWS & DOORS, NEW LANDSCAPING AT FRONT AND BACK YARD. ADU. SPRINKLER BLDG TO NFPA 13. COMPLY W/NOV#201634591,","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"RSUCRE","Knock Architecture & Design",,"4152152647",,"2020","Q1","2020_Q1","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RM-1","55-X","Eastern Neighborhoods","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75520427","-122.4069036","POINT (-122.4069036 37.75520427)","53","53","3","2","20"
"Resident","6272027","2 RUSSIA AV","1","CONSTRUCTION","2020-01-14","8","8",,"0",,,,,,"TO ERECT 5 STORIES, NO BASEMENT, TYPE VA OVER 1A, 8 UNITS RESIDENTIAL, COMMERCIAL, PARKING.
** MAHER","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","12 - South Central","11","Excelsior","Excelsior",,"NCD-EXCELSIOR","65-A","Balboa Park and Southwest Corridors",,"37.72117824","-122.4368656","POINT (-122.4368656 37.72117824)","90","90","9","1","7"
"Resident","2388017D","2482 38TH AV","0","BP Filed","2019-03-27","2","1",,"0",,,,,,"REAR: ILLEGAL UNIT CONVERT STORAGE TO A MEDIA ROOM AND LEGALIZE EXISTING KITCHEN PER ORD. 43-14","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","15 - Outer Sunset","4","Parkside","Sunset/Parkside",,"RH-1","40-X","Sunset Corridors",,"37.74065367","-122.4956934","POINT (-122.4956934 37.74065367)","39","39","10","7","35"
"Resident","1575031","4139 ANZA ST","0","BP Filed","2017-09-22","3","1",,"0",,,,,,"LEGALIZE 1ST FLOOR DWELLING UNIT FROM (E) FAMILY ROOM AS PER ORD #43-14","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors",,"37.77754779","-122.4927983","POINT (-122.4927983 37.77754779)","8","8","8","4","29"
"Resident","3597059","3569 19TH ST","1","CONSTRUCTION","2019-10-16","4","2",,"0",,,,,,"CHANGE OF OCCUPANCY FROM R-3 TO R-2. ADDITION OF (2) NEW UNITS ON FLOOR PER ORD 162-16. (2) BEDROOMS","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","8 - Mission","8","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RTO-M","55-X","Eastern Neighborhoods","Mission Alcohol Restrict; Fringe Financial Services RUD","37.75982876","-122.4229766","POINT (-122.4229766 37.75982876)","37","37","3","5","20"
"Resident","0146003","612 BROADWAY *","0","BP Filed","2019-12-27","3","0",,"0",,,,,,"CHANGE OF USE UNDER PERMITTED USE FROM RETAIL TO LIMITED RESTAURANT. TENANT IMPROVEMENT: INSTALL NEW","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","3 - Northeast","3","Russian Hill","Chinatown",,"NCD-BROADWAY","65-A-1","Downtown/Van Ness/Northeast Neighborhoods",,"37.7979742","-122.40734","POINT (-122.40734 37.7979742)","106","106","6","3","6"
"Resident","1553036","534 11TH AV","1","BP ISSUED","2019-12-17 9:30","2","1",,,,,,,,"HORIZONTAL & VERTICAL EXTENSION & INTERIOR RENOVATION TO A 3 STORIES + ATTIC. SINGLE FAMILY BLDG TO BECOME 4 STORIES 2 UNITS RESIDENTIAL DWELLING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"FARRENSW",,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Inner Richmond","Inner Richmond",,"RH-2","40-X","Richmond Corridors",,"37.77818581","-122.4691307","POINT (-122.4691307 37.77818581)","5","5","8","4","11"
"Resident","1442048","933 CLEMENT ST","0","BP Filed","2019-11-21","9","9",,"0",,,,,,"REMODEL (E) 2-STORY COMMERCIAL BLDG. VERTICAL ADDITION TWO STORY MIXED USED BLDG. 1ST FL COMMERCIAL","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Inner Richmond","Inner Richmond",,"NCD-INNER CLEMENT","40-X","Richmond Corridors",,"37.78248156","-122.4692935","POINT (-122.4692935 37.78248156)","5","5","8","4","11"
"Resident","1550009","539 07TH AV","1","CONSTRUCTION","2019-07-29","2","1",,,,,,"2016-005681PRJ","HORIZONTAL ADDITION. PROPOSAL FOR NEW 986 S.F. HABITABLE SPACE AT GROUND LEVEL, INCLUDE FULL BATHROOM, NEW ROOF DECK ABOVE ADDITION.","HORIZONTAL ADDITION. PROPOSAL FOR NEW 840 S.F. DWELLING AT GROUND LEVEL, INCLUDE FULL BATHROOM AND KITCHEN. ADDITION OF 164 S.F. TO (E) DWELLING ON 2/FL (LOUNGE). NEW ROOF DECK ABOVE ADDITION.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CCAMPBEL",,"CLARK MALCOLM",,,"2020","Q1","2020_Q1","1 - Richmond","1","Inner Richmond","Inner Richmond",,"RH-2","40-X","Richmond Corridors",,"37.77827954","-122.4655029","POINT (-122.4655029 37.77827954)","5","5","8","4","11"
"Resident","6938020","612 HOLLOWAY AV","1","BP APPROVED","2020-02-03 9:24","2","1",,"0",,,,,,"CONSTRUCT (1)PREVIOUSLY REMOVED UNIT W/O PERMIT. MAINTAIN (1)CAR PARKING. HORIZONTAL REAR ADDITION O","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","13 - Ingleside","7","Ocean View","Oceanview/Merced/Ingleside",,"RH-2","40-X","Balboa Park and Southwest Corridors","Oceanview Large Residence","37.72206211","-122.4595551","POINT (-122.4595551 37.72206211)","64","64","10","8","24"
"Mixres","3730004","230 07TH ST","1","BP ISSUED","2019-03-08 15:30","40","40","5","5","BMR","55% AMI;",,"2014.0244","The proposed project to allow demolition of an existing parking garage and new construction of a six-story, 65-foot tall, 44,722 square feet (sf), mixed-use residential building with 40 dwelling units, 2,012 square feet ground floor commercial space, and 20 off-street automobile parking spaces, and 40 Class 1 and 8 Class 2 bicycle parking spaces.  The proposed project will provide a total 4,130 sf of open space. (Updated 10/23/18 kjd)","Remodel & vertical addition,convert (e) garage to new 6 story mixed use bldg, 5 stories of residential over ground level commercial & residential private parking garage","718","718","0",,,"0",,,"0",,,"0",,,"0","718","718",,,"0",,,,,,"KDURANDE","John Ramsbacher","John Ramsbacher","408-293-3616",,"2020","Q1","2020_Q1","9 - South of Market","6","South of Market","South of Market","Western SoMa (EN)","WMUG","65-X","Eastern Neighborhoods","Youth and Family Zone; Western SoMa","37.77730024","-122.4091367","POINT (-122.4091367 37.77730024)","32","32","1","10","34"
"Resident","1352004","25 06TH AVE","0","BP Filed","2019-06-27","1","0",,"0",,,,"2019-013505PRJ","The project involves alterations to the existing three-story single-family residence with a vertical addition to the detached garage. The project includes the following: interior renovations to existing house including lowering ground floor; extend south wall addition at 1st and 2nd floors; construction a new terrace; legalize deck addition at 1st and 2nd floors; modifications to all facades except the front facade; removal of dormer for new addition; one-story addition and other alterations to detached garage; and excavation of approximately 520 cubic yards.","ADD 2ND STORY TO (E) GARAGE","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"CMAY","reuben, junius, and rose, llp",,"4155679000",,"2020","Q1","2020_Q1","1 - Richmond","2","Inner Richmond","Inner Richmond",,"RH-1","40-X","Richmond Corridors",,"37.78800717","-122.4651294","POINT (-122.4651294 37.78800717)","4","4","8","6","11"
"Resident","1742015B","1285 08TH AVE","1","BP ISSUED","2019-07-10 10:16","9","0",,"0",,,,"2017-008290PRJ","1. ADDITION OF A NEW ACCESSORY DWELLING UNIT (BP 201706260343) IN EXISTING GARAGE AT GROUND FLOOR. INFILL (E) GARAGE DOOR AT CENTER OF BUILDING WITH STUCCO TO MATCH EXISTING, NEW RECESSED WOOD WINDOWS, AND A NEW WOOD DOOR WITH GLAZED PANELS. ALL EXISTING GROUND FLOOR GLAZING TO REMAIN.
2. ADDITION OF TWO (2) NEW ACCESSORY DWELLING UNITS (BP 201707212632). UNIT 10 AT GROUND FLOOR LEVEL AND UNIT 11 AT MEZZANINE LEVEL","ADDITION OF ONE (N) UNIT ON 1ST FLR PER ORD #162-16. (N) UNIT#9 = 305 SQ. FT W/ ONE KITCHEN, ONE BATHROOM.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"DGANETSO","Mercury Engineering",,"4159923383",,"2020","Q1","2020_Q1","14 - Inner Sunset","5","Inner Sunset","Inner Sunset",,"NCD-INNER SUNSET","40-X","Central City Neighborhoods",,"37.76437581","-122.4655615","POINT (-122.4655615 37.76437581)","109","109","10","11","14"
"Resident","0621019","460 LYON ST","1","CONSTRUCTION","2019-05-22","14","2",,,,,,"2018-008061PRJ","ADDITION OF 2 ADU WITHIN BUILDING ENVELOPE AT GROUND FLOOR. PER ORDINANCE 162-16",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"DWEISSGL",,,"2133612483",,"2020","Q1","2020_Q1","3 - Northeast","3","Nob Hill","Nob Hill",,"RM-3","65-A","Downtown/Van Ness/Northeast Neighborhoods",,"37.79223005","-122.4201229","POINT (-122.4201229 37.79223005)","105","105","4","3","21"
"Mixres","3721016","TRANSBAY PARCEL F","0","PL FILED","2017-02-14","165","165",,,,,,"2016-013312PRJ","The Project proposes the construction of a 61-story, approximately 800-foot tall mixed-use tower containing  a 189-guest room hotel, approximately 276,000 square feet office space, and 165 dwelling units, in addition to 2 mechanical floors, 7 floors of shared amenity space, and a 4-level subterranean garage accessed from Natoma Street via car elevators. A pedestrian bridge linking the Site to the adjacent City Park atop the Transbay Transit Center is also proposed.",,"472074","472074",,,,,,,,"288677","288677",,,,,,,,,"0","183397","183397","0","220","220","NFOSTER","Parcel F Owner LLC",,"4159826200","Transbay Zone1","2020","Q1","2020_Q1","4 - Downtown","6","Financial District","Financial District/South Beach","Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Transbay; Downtown","C-3-O(SD)","450-S","Transbay/Rincon Hill","Transit Center C-3-O(SD) Commercial; Transbay C3","37.78781603","-122.3973762","POINT (-122.3973762 37.78781603)","32","32","1","10","8"
"Resident","1603049","4025 BALBOA ST","0","BP FILED","2017-01-31","2","1",,,,,,"2017-001505PRJ","TO COMPLY W/ COMPLIANT #201621601. ADDITION OF DWELLING UNIT PER ORDINANCE 162-16. 2 BEDROOMS, 3 BATHROOMS, 1 LIVING ROOM & 1 KITCHEN ON 1ST FLOOR.","TO COMPLY W/ COMPLIANT #201621601. ADDITION OF DWELLING UNIT PER ORDINANCE 162-16. 2 BEDROOMS, 3 BATHROOMS, 1 LIVING ROOM & 1 KITCHEN ON 1ST FLOOR.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"DWEISSGL","Ice Design Inc.",,"6507416968",,"2020","Q1","2020_Q1","1 - Richmond","1","Outer Richmond","Outer Richmond",,"NC-1","40-X","Richmond Corridors",,"37.7752644","-122.5020214","POINT (-122.5020214 37.7752644)","8","8","8","4","29"
"Resident","1444015","371 12TH AV","1","CONSTRUCTION","2017-11-16","2","1",,,,,,,,"HORIZONTAL EXTENSION AT REAR (15'-3""). REMODEL (E) BATHROOM @ 3RD FLOOR. NEW 3 BEDROOMS & 3 BATHROOMS. ADD 1 ADDITIONAL UNIT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"MPUTRA",,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Inner Richmond","Inner Richmond",,"RM-1","40-X","Richmond Corridors",,"37.78133312","-122.471093","POINT (-122.471093 37.78133312)","5","5","8","4","11"
"Mixres","0836001","1540 MARKET ST","1","BP Filed","2016-12-09","300","300","0","0","Fee Payment",,,"2009.0159","Demolition of all existing structures on site including a 3-story, 2,750sf commercial building, a 4-story, 48,225sf commercial building, and a surface parking lot with 47 spaces, and new construction of a 304-unit, 40-story residential tower (400 feet tall, plus a 20-foot tall parapet and 26-foot tall elevator penthouse) with approximately 4,110sf of ground floor commercial space, 1 off-street loading space, 2 off-street service vehicle spaces, a subsurface, valet-operated parking garage containing 136 spaces for residents, bicycle parking accommodating 304 Class 1 and 62 Class 2 spaces, construction of a public plaza (Oak Plaza) within the Oak Street right-of-way, and construction of wind canopies within the proposed plaza, with a total of approximately 499,539 square feet of development.","ERECT 40 STORIES OF 300 DWELLING UNIT MIX USE TYPE ONE CONTRATION.","4110","-46865",,,"0",,,"0",,"0","-48225",,,"0",,"4110","1360",,"0",,,"0",,,,"APERRY",,,,,"2020","Q1","2020_Q1","6 - Buena Vista","5","Downtown/Civic Center","Hayes Valley","Market and Octavia; The Market Street Hub Project; Market and Octavia Living Alleys; Downtown","C-3-G","120/400-R-2","Market Octavia","Van Ness & Market Downtown Residential","37.77525103","-122.4195495","POINT (-122.4195495 37.77525103)","21","21","4","11","9"
"Resident","7537002","2306 CASTRO ST","1","CONSTRUCTION","2018-10-04","1","1",,,,,,,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY BUILDING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"HORNJEFF",,,,,"2020","Q1","2020_Q1","7 - Central","8","Noe Valley","Glen Park",,"RH-1","40-X",,,"37.74308953","-122.4335904","POINT (-122.4335904 37.74308953)","59","59","9","5","10"
"Resident","6562037","4211 26TH ST","0","BP Filed","2018-01-09","2","0",,"0",,,,"2018-001088PRJ","TO DEMOLISH 2 STORY, SINGLE FAMILY BUILDING and TO ERECT 3 STORIES, 1 BASEMENT, TYPE V-B, 2 UNITS RESIDENTIAL BUILDING.","TO ERECT 3 STORIES, 1 BASEMENT, TYPE V-B, 2 UNITS RESIDENTIAL BUILDING.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"GPANTOJA","ISO ideas, Inc.",,"415-766-7908",,"2020","Q1","2020_Q1","7 - Central","8","Noe Valley","Noe Valley",,"RH-1","40-X",,,"37.74783468","-122.4341249","POINT (-122.4341249 37.74783468)","84","84","3","5","22"
"Resident","5615062","57 PETERS AV","0","BP Filed","2019-05-23","2","1",,"0",,,,,,"CONVERT (E) ROOMS TO ADD'L 2ND UNIT AT GROUND FLOOR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-2","40-X","J Church and Mission Corridor","Bernal Heights","37.74464363","-122.4196477","POINT (-122.4196477 37.74464363)","83","83","9","2","2"
"Vacant","1834037","1401 19TH AV","1","BP ISSUED","2018-06-26 9:15","0","0",,"0",,,,,,"CONVERTING AUTO REPAIR SERVICE BAYS INTO A NEIGHBORHOOD SERVING CONVENIENCE STORE AND CAFE. CHANGE O","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","15 - Outer Sunset","4","Outer Sunset","Sunset/Parkside",,"RH-3","40-X","Sunset Corridors",,"37.76143934","-122.477342","POINT (-122.477342 37.76143934)","39","39","10","7","35"
"Mixres","0766010","555 GOLDEN GATE AV","1","CONSTRUCTION","2020-03-24","60","60","7","7",,,,"2014.1102","The proposed project is to demolish the existing one-story commercial building on a through lot with frontages on Golden Gate Avenue and Redwood Alley and construct an 11-story, 120-foot tall mixed-use building.  The existing building on the 8,000 square foot subject lot was constructed circa 1909. The proposed new building, containing approximately 60,000 square feet, would include approximately 60 dwelling units, and 43 off-street parking spaces, 63 bicycle spaces with vehicular access on Redwood Alley.",,"1000","-15000","0",,,"0",,,"0",,,"0",,,"0","1000","-7000","0","-8000","0",,,,,,"MWOODS","Sean Sullivan","Nick Cranmer","415-501-0931",,"2020","Q1","2020_Q1","4 - Downtown","6","Downtown/Civic Center","Tenderloin","Civic Center; Civic Center Public Realm Plan; Van Ness Corridor","RC-4","130-V","Downtown/Van Ness/Northeast Neighborhoods","Van Ness","37.78088059","-122.4196102","POINT (-122.4196102 37.78088059)","21","21","4","10","36"
"PDR","3958006","300 KANSAS ST","0","BP Filed","2018-12-26","0","0",,"0",,,,"2018-001122PRJ","Demolition of the existing, one-story PDR building and construction of a 6 story 100% PDR building. The project will provide 137,475 square feet of total PDR space and a below-grade parking garage that will accommodate 61 parking spaces as well as 12 bike parking spaces. The proposal also includes 8,163 square feet of exterior open space including a terrace and roof deck.","ERECT A SIX STORY TYPE I CONSTRUCTION SHOW ROOM.","137500","106686",,,"0",,,"0",,,"0",,"137500","106686",,,"0",,"0",,,"0",,,,"XLIANG","Reuben, Junius & Rose, LLP","John Kevlin","415-567-9000",,"2020","Q1","2020_Q1","9 - South of Market","10","Potrero Hill","Mission Bay","Showplace Square/Potrero Hill (EN); Showplace Square Open Space Plan","PDR-1-D","68-X","Eastern Neighborhoods",,"37.76563323","-122.4043029","POINT (-122.4043029 37.76563323)","54","54","1","9","4"
"Resident","1199020","436 LYON ST","0","BP Filed","2020-03-10","1","1",,"0",,,,,,"ERECT A 1 STORY, 1 DWELLING SINGLE FAMILY HOME WITH NO BASEMENT.TYPE 5-A","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","5 - Western Addition","5","Haight Ashbury","Lone Mountain/USF",,"RH-3","40-X","Central City Neighborhoods",,"37.77491323","-122.4425186","POINT (-122.4425186 37.77491323)","24","24","7","11","18"
"Resident","5678030","432 CORTLAND AV","0","BP Filed","2017-09-07","2","2",,"0",,,,,,"TO ERECT 4-STORY, 2-DWELLING UNIT BUILDING OVER COMMERCIAL.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"NCD-CORTLAND AVENUE","40-X",,,"37.73887598","-122.4170148","POINT (-122.4170148 37.73887598)","61","61","9","2","2"
"Resident","2417024B","1527 ULLOA ST","0","BP Filed","2019-11-19","2","1",,"0",,,,,,"LEGALIZE (E) UNIT @ 1ST FLOOR PER ORDINANCE 43-14. TO COMPLY WITH NOV 201931411.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","14 - Inner Sunset","7","Parkside","West of Twin Peaks",,"RH-1","40-X","Sunset Corridors",,"37.74106036","-122.4728837","POINT (-122.4728837 37.74106036)","46","46","10","8","41"
"Resident","2830039","745 ELIZABETH ST","0","BP Filed","2019-08-28","2","2",,"0",,,,,,"ERECT (N) 4-STORY (2) DWELLING UNIT","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","7 - Central","8","Noe Valley","Noe Valley",,"RH-2","40-X",,,"37.75163702","-122.437406","POINT (-122.437406 37.75163702)","84","84","3","5","22"
"Vacant","0828022","554 FILLMORE STREET","0","PL FILED","2018-06-19","41","41",,"0",,,,"2018-001788PRJ","Convert former church to residential use with 5 dwelling units and 36 group housing units within the existing building envelope.","CONSTRUCT NEW GARAGE @ BASEMENT LEVEL & NEW GARAGE OPENING @ NORTH SIDE OF STRUCTURE. REPAIR (E) FOUNDATION. Relocation of FDC and gas service is required on a separate permit. Maintain existing egress and life safety systems.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"SFERGUSO","Sternberg Benjamin Architects","David Sternberg","415-882-9783",,"2020","Q1","2020_Q1","5 - Western Addition","5","Western Addition","Hayes Valley",,"RM-1","40-X","Central City Neighborhoods",,"37.77474765","-122.4305649","POINT (-122.4305649 37.77474765)","26","26","4","11","9"
"Resident","0829015","522 OAK ST","1","CONSTRUCTION","2019-01-16","2","1",,"0",,,,,,"LEGALIZATION OF EXTG DWELLING UNIT TO COMPLY WITH NOV #201708871 (EID) AND 201798238(BID) PER ORD# 4","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","5 - Western Addition","5","Western Addition","Hayes Valley",,"RH-3","40-X","Central City Neighborhoods",,"37.77445959","-122.4286791","POINT (-122.4286791 37.77445959)","22","22","4","11","9"
"Resident","5440A002","1830 EGBERT AV","0","BP Filed","2019-06-24","1","1",,"0",,,,,,"ERECT (N) 2-STORY SINGLE FAMILY HOME. VACANT LOT","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","Bayview/Southeast Neighborhoods",,"37.72756692","-122.4008701","POINT (-122.4008701 37.72756692)","86","86","2","9","1"
"Resident","5721077","349 RICHLAND AV","1","CONSTRUCTION","2017-05-11","2","1",,,,,,,,"FRONT BUILDING VERTICAL ADDITION AND REMODEL OF EXISTING GARAGE AND CONVERT STORAGE AREA AT FRONT OF PROPERTY INTO RESIDENTIAL SINGLE FAMILY DWELLING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"JSPEIRS",,,,,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-2","40-X",,"Bernal Heights","37.7359152","-122.4184612","POINT (-122.4184612 37.7359152)","61","61","9","2","2"
"Mixres","8901002","1 AVENUE OF THE PALMS * (BP Filed, Treasure Island)","0","BP FIled","2019-12-13","248","248",,,,,,,,"Mayor ed #17-02. Priority processing. Ab-004 attached. To erect 20 stories, 1 basement, type 1-a, 248 residential units with mixed-used building (b,a,r-2) parcel-c2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure Island","2020","Q1","2020_Q1","-","6","Treasure Island/YBI","Treasure Island","Treasure Island","TI-MU","25-TI","Treasure Island/Yerba Buena Island",,"37.81706232","-122.3711196","POINT (-122.3711196 37.81706232)","36","36","1","10","37"
