"docusignid","filing","filingtype","originalfilingdate","electedofficername","electedofficerposition","electedofficeremail","timestamp","purposetrip","startdate","enddate","itinerary","entityname","entitystreet","entitycity","entitystate","entityzip","entitycontactpersonname","entitycontactpersontelephone","entitycontactpersonemail","amountgifted","amountfamilymembers","amountreimbursed","reimbursementtype","reimbursementdate","fairmarketvalueprocess","accompanyingpersonssubtablequery","additionalaccompanyingperson","contributorssubtablequery","additionalcontributors"
"1e1d5cc0-6858-40cf-89b8-eb91abb61bb3","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/1e1d5cc0-6858-40cf-89b8-eb91abb61bb3.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-12-27T22:48:38.000Z","Attend National Bank On Leadership Training Conference","2018-10-09T00:00:00.000","2018-10-10T00:00:00.000","10/9/2018 - Cleveland (CLE) to New York (LGA)
10/10/2018 - New York (LGA) to Cleveland (CLE)","Cities for Financial Empowerment Fund","44 Wall Street, Suite 605","New York","NY","10005","Mark Hunter","516-778-8676","mhunter@cfefund.org","570.38",,,"Partial",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=1e1d5cc0-6858-40cf-89b8-eb91abb61bb3",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=1e1d5cc0-6858-40cf-89b8-eb91abb61bb3",
"b1d0fb00-c98f-4fb3-a1b8-702e592b4a0e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/b1d0fb00-c98f-4fb3-a1b8-702e592b4a0e.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-01-03T17:47:28.000Z","Invitation to speak at Harvard Kennedy School Mayoral Chiefs Convening","2018-09-28T00:00:00.000","2018-09-28T00:00:00.000","09/28/2018 Cambridge, MA","Harvard Kennedy School","79 John F Kennedy Street","Cambridge","MA","02138","Devin Romanul","617-495-7437","devin.romanul@hks.harvard.edu","592.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=b1d0fb00-c98f-4fb3-a1b8-702e592b4a0e",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=b1d0fb00-c98f-4fb3-a1b8-702e592b4a0e",
"f562ef93-ad73-40bc-9e5c-128a987aa4f7","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/f562ef93-ad73-40bc-9e5c-128a987aa4f7.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-01-03T18:42:26.000Z","Invitation to speak at smart On Crime Innovations Conference","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","09/24/2018 flight from SFO to New York
09/26/2018 New York to SFO","Smart On Crime","524 W 59th Street","New York","NY","10019","Lea Hunter","202-741-6255","lhunter@americanprogress.org","590.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=f562ef93-ad73-40bc-9e5c-128a987aa4f7",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=f562ef93-ad73-40bc-9e5c-128a987aa4f7",
"59de359e-3a31-4660-a0b4-5b3220e27f0d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/59de359e-3a31-4660-a0b4-5b3220e27f0d.pdf","Original",,"Jane Kim","Supervisor","jane.kim@sfgov.org","2019-01-04T23:00:28.000Z","Attending and speaking at a conference on past legislation","2018-11-28T00:00:00.000","2018-12-02T00:00:00.000","11/28: Depart SF
11/29: Arrive in NYC, connecting flight to Burlington, VT
11/29 - 12/1: Attending conference in Burlington, VT
12/1: Depart VT to NYC
12/2: Depart NYC to SF","Sanders Institute","131 Church St, 2nd Floor Burlington, VT 05401","Burlington","Vermont","05401","David Driscoll","8028648607","dave@sandersinstitute.com","543.57",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=59de359e-3a31-4660-a0b4-5b3220e27f0d",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=59de359e-3a31-4660-a0b4-5b3220e27f0d",
"ba34c59e-1cb4-4dae-8921-762f98179a52","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/ba34c59e-1cb4-4dae-8921-762f98179a52.pdf","Original",,"George Gascon","District Attorney","george.gascon@sfgov.org","2019-04-16T21:14:01.000Z","Travel to Berlin, Germany and Lisbon, Portugal with a group of elected District Attorneys from across the country, the Center for Court Innovations, and Fair and Just Prosecution to learn about alternative approaches to Juvenile and Young Adult justice (Berlin) and alternative responses to drug addiction (Lisbon).","2019-05-05T00:00:00.000","2019-05-17T00:00:00.000","05/06/2019 - 05/12/2019 - Berlin, Germany
05/12/2019 - 05/17/2019 - Lisbon, Portugal","Center for Court Innovation","520 8th Avenue, 18th Floor","New York","NY","10018","Kiara Grant","(646) 386 5892","grantk@courtinnovation.org","4123.92",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=ba34c59e-1cb4-4dae-8921-762f98179a52",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=ba34c59e-1cb4-4dae-8921-762f98179a52",
"2fcdd755-20e4-452b-b58e-c1471e744313","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/2fcdd755-20e4-452b-b58e-c1471e744313.pdf","Original",,"Catherine Stefani","Supervisor","Catherine.stefani@sfgov.org","2019-03-20T22:11:45.000Z","Study Tour of Israel","2019-03-20T00:00:00.000","2019-03-30T00:00:00.000","3/21/19 - Sea of Galilee
3/24/19 - Jerusalem
3/28/19 - Tel Aviv","Jewish Community Relations Council","121 Steuart St # 301","San Francisco","CA","94105","Abby Porth","(415) 957-1551","aporth@jcrc.org","6500",,,"Partial",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=2fcdd755-20e4-452b-b58e-c1471e744313",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=2fcdd755-20e4-452b-b58e-c1471e744313",
"425c3065-8ad5-47ee-bfc5-27b3738461f6","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/425c3065-8ad5-47ee-bfc5-27b3738461f6.pdf","Original",,"George Gascon","District Attorney","george.gascon@sfgov.org","2019-04-01T20:39:44.000Z","Speak on a panel at a forum hosted by the Players Coalition on police
accountability and the ways that police and prosecutors can help to repair the
broken trust with communities of color.","2019-04-05T00:00:00.000","2019-04-06T00:00:00.000","Miami, FL","Players Coalition","2550 5th Avenue, Suite 709","San Diego","CA","92103","Lindsay Means","760.473.5932","lindsay@players-coalition.org","432.06",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=425c3065-8ad5-47ee-bfc5-27b3738461f6",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=425c3065-8ad5-47ee-bfc5-27b3738461f6",
"1655d8c2-26e8-42ee-8757-37debb0be50e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/1655d8c2-26e8-42ee-8757-37debb0be50e.pdf","Original",,"George Gascon","District Attorney","george.gascon@sfgov.org","2019-04-26T16:37:06.000Z","Give the keynote address at the John Jay College of Criminal Justice Institute for Innovation in Prosecution 2019 Intelligence-Driven Prosecution Symposium in Albuquerque","2019-04-28T00:00:00.000","2019-04-29T00:00:00.000","Albuquerque, NM","John Jay College of Criminal Justice","524 West 59th. Street","New York","NY","10019","Lucy Lang","212-887-6252","llang@jjay.cuny.edu","398.28",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=1655d8c2-26e8-42ee-8757-37debb0be50e",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=1655d8c2-26e8-42ee-8757-37debb0be50e",
"c3429062-e254-4d3c-96ea-79370f2ea3fb","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/c3429062-e254-4d3c-96ea-79370f2ea3fb.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-05-10T17:55:44.000Z","To attend CFE board meeting","2019-05-16T00:00:00.000","2019-05-17T00:00:00.000","5/16/2019 - San Francisco to New York
5/17/2019 - New York to San Francisco","CFE Fund","44 Wall St. Suite 605","New York","NY","10005","Amelia Erwitt","646-362-1644","aerwitt@cfefund.org","1000.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=c3429062-e254-4d3c-96ea-79370f2ea3fb",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=c3429062-e254-4d3c-96ea-79370f2ea3fb",
"55e98df1-e6d8-4e06-a6f2-b166d22573b6","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/55e98df1-e6d8-4e06-a6f2-b166d22573b6.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-05-10T17:56:20.000Z","To participate in CFE Fund's Bank On National Conference","2019-05-28T00:00:00.000","2019-05-30T00:00:00.000","5/28/19 SFO to Washington DC
5/30/19 Washington DC to SFO","Cities of Financial Empowerment Fund","44 Wall Street, Suite 605","New York","NY","10005","Mark Hunter","646-887-9887","mhunter@cfefund.org","1050.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=55e98df1-e6d8-4e06-a6f2-b166d22573b6",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=55e98df1-e6d8-4e06-a6f2-b166d22573b6",
"b410ab79-45c0-43c0-a2b7-05272354b3ef","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/b410ab79-45c0-43c0-a2b7-05272354b3ef.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-05-16T14:05:58.000Z","To speak at Governing's Summit on Government Performance and Innovation","2019-06-04T00:00:00.000","2019-06-06T00:00:00.000","6/4/19 SFO to Minneapolis, MN

6/5/19 Minneapolis MN to SFO","Governing Magazine","1301 Second Avenue South","Minneapolis","MN","55403","Tricia Dugan","916-932-1303","tdugan@governing.com","1000.00",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=b410ab79-45c0-43c0-a2b7-05272354b3ef",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=b410ab79-45c0-43c0-a2b7-05272354b3ef",
"7f8c1c65-579a-4b5e-803e-0a3f1efd441c","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/7f8c1c65-579a-4b5e-803e-0a3f1efd441c.pdf","Original",,"London Breed","Mayor","london.breed@sfgov.org","2019-07-12T18:36:57.000Z","Attend the Bloomberg Harvard City Leadership Initiative educational program to foster professional growth and to advance key practices and capabilities for local governments","2019-07-14T00:00:00.000","2019-07-19T00:00:00.000","07/14/2019 arrive New York, NY
7/19/2019 depart New York, NY","Bloomberg Harvard City Leadership Initiative","79 JFK St., Mailbox #74","Cambridge","Massachusetts","02138","Mahlet Aklu","617-495-9937","mahlet_aklu@hks.harvard.edu","1903.32",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=7f8c1c65-579a-4b5e-803e-0a3f1efd441c",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=7f8c1c65-579a-4b5e-803e-0a3f1efd441c",
"86b6a068-c756-404c-a3df-5c3ab6da1398","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/86b6a068-c756-404c-a3df-5c3ab6da1398.pdf","Amendment","2019-05-10T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-07-19T14:24:28.000Z","To participate in CFE Fund's Bank On national conference","2019-05-28T00:00:00.000","2019-05-30T00:00:00.000","5/28/19 SFO to Washington DC
5/30/19 Washington DC to SFO","Cities of Financial Empowerment Fund","44 Wall Street, Suite 605","New York","NY","10005","Mark Hunter","646-887-9887","mhunter@cfefund.org","974.79",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=86b6a068-c756-404c-a3df-5c3ab6da1398",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=86b6a068-c756-404c-a3df-5c3ab6da1398",
"526b5753-ac89-460a-93ff-0751305d538f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/526b5753-ac89-460a-93ff-0751305d538f.pdf","Amendment","2019-05-10T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-07-19T14:25:19.000Z","To attend CFE board meeting","2019-05-16T00:00:00.000","2019-05-17T00:00:00.000","5/16/2019 - San Francisco to New York
5/17/2019 - New York to San Francisco","Cities for Financial Empowerment Fund","44 Wall Street, Suite 605","New York","NY","10005","Amelia Erwitt","646-362-1644","aerwitt@cfefund.org","624.10",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=526b5753-ac89-460a-93ff-0751305d538f",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=526b5753-ac89-460a-93ff-0751305d538f",
"6a521519-ecea-4c2b-921c-ecc124ecab9e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/6a521519-ecea-4c2b-921c-ecc124ecab9e.pdf","Original",,"Shamann Walton","Supervisor","shamann.walton@sfgov.org","2019-09-24T12:27:37.530Z","Study Tour of Congestion Pricing Systems in London & Stockholm","2019-10-02T00:00:00.000","2019-10-08T00:00:00.000","10/2/2019 London, United Kingdom
10/4/2019 Stockholm, Sweden
10/8/2019 - Return to San Francisco, CA","Bloomberg Philanthropies","25 East 78th Street","New York","NY","10075","Brianne Eby","202-879-4715","beby@enotrans.org","4544.38",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=6a521519-ecea-4c2b-921c-ecc124ecab9e",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=6a521519-ecea-4c2b-921c-ecc124ecab9e",
"bd3ac256-957c-4ee7-94b1-1f9bafec001f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/bd3ac256-957c-4ee7-94b1-1f9bafec001f.pdf","Original",,"Shamann Walton","Supervisor","shamann.walton@sfgov.org","2019-09-24T12:29:12.650Z","CityTrip Seattle with the San Francisco Chamber of Commerce","2019-09-25T00:00:00.000","2019-09-27T00:00:00.000","Seattle, Washington","San Francisco Chamber of Commerce Foundation","235 Montgomery Street, #760","San Francisco","CA","94104","Kim Mercado","415-352-8847","kmercado@sfchamber.com","1800.00",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=bd3ac256-957c-4ee7-94b1-1f9bafec001f",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=bd3ac256-957c-4ee7-94b1-1f9bafec001f",
"357e6ad1-4125-4687-9df1-99bf02e4b13b","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/357e6ad1-4125-4687-9df1-99bf02e4b13b.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-10-08T16:42:14.653Z","Opportunities of Action Speaking Event for CityLab Urban Solutions to Global Challenges Conference","2019-10-26T00:00:00.000","2019-10-28T00:00:00.000","SFO/IAD - Arriving 10/26/2019
IAD/SFO - Arriving 10/28/2019","Bloomberg Philanthropies","25 East 78th Street","New York","NY","10075","Stacey Gillett","212-205-0229","stacey@bloomberg.org","1250.00",,,"Full",,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=357e6ad1-4125-4687-9df1-99bf02e4b13b",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=357e6ad1-4125-4687-9df1-99bf02e4b13b",
"7ad78e92-e691-4812-bd00-047c14f99690","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/7ad78e92-e691-4812-bd00-047c14f99690.pdf","Original",,"Norman Yee","Supervisor","norman.yee@sfgov.org","2019-10-21T16:12:03.247Z","To meet, confer, and share information, including but not limited to best and promising practices in re: homelessness, business tax structures, emergency preparedness/infrastructure, with elected officials and stakeholders in Seattle, WA.","2019-09-25T00:00:00.000","2019-09-27T00:00:00.000","Arrival: 9/25/2019 in Seattle, WA
Meetings and meals all took place in and around the vicinity of Seattle, WA.","SF Chamber of Commerce","235 Montgomery St., Ste. 760","San Francisco","CA","94104","Kim Mercado","415.352.8847","kmercado@sfchamber.com","1800","0",,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=7ad78e92-e691-4812-bd00-047c14f99690",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=7ad78e92-e691-4812-bd00-047c14f99690",
"3bb16bcf-9571-4a21-b448-504204eb8601","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/3bb16bcf-9571-4a21-b448-504204eb8601.pdf","Original",,"Hillary Ronen","Supervisor","hillary.ronen@sfgov.org","2019-10-21T16:41:55.777Z","Presentation on juvenile justice at international conference on social and psychological research/ youth and families","2019-10-22T00:00:00.000","2019-10-27T00:00:00.000","SFO - HAB - 10/22/2019
HAB - SFO - 10/27/2019","Center for Democracy in the Americas","P.O. Box 53106","Washington","DC","20009","María José Espinosa Carrillo","+1(202)-234-5506 ","maria@democracyinamericas.org","484",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=3bb16bcf-9571-4a21-b448-504204eb8601",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=3bb16bcf-9571-4a21-b448-504204eb8601",
"c3b61ae1-9f87-4811-8583-92227b04426d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/c3b61ae1-9f87-4811-8583-92227b04426d.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2019-10-25T15:46:50.877Z","Speaking event at CFE Coalition Forum","2019-11-11T00:00:00.000","2019-11-15T00:00:00.000","SFO/DEN Arriving 11/11/19
DEN/SFO Arriving 11/15/19","Cities for Financial Empowerment Fund, Inc.","44 Wall Street, Suite 605","New York","NY","10005","Amelia Erwitt","646-362-1644","aerwitt@cfefund.org","1200",,,"Full",,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=c3b61ae1-9f87-4811-8583-92227b04426d",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=c3b61ae1-9f87-4811-8583-92227b04426d",
"7492b190-5a9b-4ae0-9d77-6f5249c569f1","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/7492b190-5a9b-4ae0-9d77-6f5249c569f1.pdf","Original",,"London Breed","Mayor","london.breed@sfgov.org","2019-12-04T15:19:24.717Z","Attend the Aspen Institute-Rodel Fellowships in Public Leadership seminar ""Political Leadership and the Principles of Western Democracy"" to study the underlying principles of western democracy, the relationship between individuals and their community, and the responsibilities of public leadership.","2019-12-05T00:00:00.000","2019-12-08T00:00:00.000","12/05/2019 arrive Aspen, CO
12/08/2019 depart Aspen, CO","Aspen Institute","2300 N. Street, NW, Ste. 700","Washington, D.C.","D.C.","20037","Kathleen Godfrey","202-736-2525","kathleen.godfrey@aspeninst.org","2892.54",,,,,,"https://data.sfgov.org/resource/gqui-q3n5.json?docusignid=7492b190-5a9b-4ae0-9d77-6f5249c569f1",,"https://data.sfgov.org/resource/hpj3-vnwh.json?docusignid=7492b190-5a9b-4ae0-9d77-6f5249c569f1",
