"record_id","client_record_id","program_area","activity_name","race_ethnicity","income_level","age_category","supervisor_district","fiscal_year"
"2671","2659","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","1","2015-16"
"2682","2682","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","16-24","10","2015-16"
"2693","2682","Access to Housing","Counseling","Hispanic/Latino","Low Income","16-24","10","2015-16"
"2704","2704","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2715","2704","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2726","2726","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"2737","2726","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"2748","2748","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2759","2748","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2770","2770","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2781","2670","Legal Services","Information & Referral","Asian/Pacific Islander","Extremely Low Income","45-54","3","2015-16"
"2782","2782","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","16-24","Outside San Francisco","2015-16"
"2793","2782","Access to Housing","Counseling","Black/African American","Low Income","16-24","Outside San Francisco","2015-16"
"2804","2804","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","45-54","5","2015-16"
"2815","2804","Access to Housing","Counseling","Black/African American","Extremely Low Income","45-54","5","2015-16"
"2826","2826","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","10","2015-16"
"2837","2826","Access to Housing","Counseling","Other","Extremely Low Income","25-34","10","2015-16"
"2848","2848","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","Outside San Francisco","2015-16"
"2859","2848","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","Outside San Francisco","2015-16"
"2870","2870","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2881","2870","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2892","2892","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Moderate Income","55-64","9","2015-16"
"2893","2893","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"2904","2893","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"2915","2915","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"2926","2915","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"2937","2937","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","7","2015-16"
"2948","2937","Access to Housing","Counseling","White","Extremely Low Income","25-34","7","2015-16"
"2959","2959","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","2","2015-16"
"2970","2959","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","2","2015-16"
"2981","2981","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","10","2015-16"
"2992","2981","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","10","2015-16"
"3003","3003","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","10","2015-16"
"3004","3004","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Unmatched","2015-16"
"3015","3004","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Unmatched","2015-16"
"3026","3026","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3037","3026","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3048","3048","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Unmatched","2015-16"
"3059","3048","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Unmatched","2015-16"
"3070","3070","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"3081","3070","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"3092","3092","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"3103","3092","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"3114","3114","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Low Income","35-44","3","2015-16"
"3115","3115","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3126","3115","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3137","3137","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"3148","3137","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"3159","3159","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","35-44","8","2015-16"
"3170","3159","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","8","2015-16"
"3181","3181","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","2","2015-16"
"3192","3181","Access to Housing","Counseling","White","Extremely Low Income","25-34","2","2015-16"
"3203","3203","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"3214","3203","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"3225","3225","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","3","2015-16"
"3226","3226","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","6","2015-16"
"3237","3226","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","6","2015-16"
"3248","3248","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","16-24","10","2015-16"
"3259","3248","Access to Housing","Counseling","Other","Extremely Low Income","16-24","10","2015-16"
"3270","3270","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","9","2015-16"
"3281","3270","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","9","2015-16"
"3292","3292","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"3303","3292","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"3314","3314","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"3325","3314","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"3336","3","Eviction Prevention","Financial Assistance (moving costs, security deposits, utilities, last month's rent) / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"3337","3337","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","11","2015-16"
"3338","3338","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3349","3338","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"3360","3360","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","9","2015-16"
"3371","3360","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","9","2015-16"
"3382","3382","Access to Housing","Counseling","Other","Extremely Low Income","16-24","8","2015-16"
"3393","3393","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","16-24","6","2015-16"
"3404","3393","Access to Housing","Counseling","Other","Low Income","16-24","6","2015-16"
"3415","3415","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"3426","3415","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"3437","3437","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","9","2015-16"
"3448","3448","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","4","2015-16"
"3449","3437","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","9","2015-16"
"3460","3460","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","25-34","10","2015-16"
"3471","3460","Access to Housing","Counseling","Black/African American","Low Income","25-34","10","2015-16"
"3482","3482","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","1","2015-16"
"3493","3482","Access to Housing","Counseling","Other","Extremely Low Income","25-34","1","2015-16"
"3504","3504","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"3515","3504","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"3526","3526","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","16-24","10","2015-16"
"3537","3526","Access to Housing","Counseling","Black/African American","Low Income","16-24","10","2015-16"
"3548","3548","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","10","2015-16"
"3559","3559","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","16-24","11","2015-16"
"3560","3548","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","10","2015-16"
"3571","3571","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","11","2015-16"
"3582","3571","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","11","2015-16"
"3593","3593","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","35-44","7","2015-16"
"3604","3593","Access to Housing","Counseling","White","Extremely Low Income","35-44","7","2015-16"
"3615","3615","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","35-44","6","2015-16"
"3626","3615","Access to Housing","Counseling","Other","Low Income","35-44","6","2015-16"
"3637","3637","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","35-44","3","2015-16"
"3648","3637","Access to Housing","Counseling","Other","Extremely Low Income","35-44","3","2015-16"
"3659","3659","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","6","2015-16"
"3670","3670","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Above Moderate Income","45-54","1","2015-16"
"3671","3659","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","6","2015-16"
"3682","3682","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"3693","3682","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"3704","3704","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"3715","3704","Access to Housing","Counseling","Other","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"3726","3726","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","5","2015-16"
"3737","3726","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","5","2015-16"
"3748","3748","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","10","2015-16"
"3759","3748","Access to Housing","Counseling","Other","Extremely Low Income","25-34","10","2015-16"
"3770","3770","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","10","2015-16"
"3781","3781","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","10","2015-16"
"3782","3770","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","10","2015-16"
"3793","3793","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"3804","3793","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"3815","3815","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"3826","3815","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"3837","3837","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","7","2015-16"
"3848","3837","Access to Housing","Counseling","White","Extremely Low Income","25-34","7","2015-16"
"3859","3859","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","11","2015-16"
"3870","3859","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","11","2015-16"
"3881","3881","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"3892","3892","Legal Services","Employment Rights Education and Counseling","Asian/Pacific Islander","Moderate Income","16-24","11","2015-16"
"3893","3881","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"3904","3904","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","9","2015-16"
"3915","3904","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","9","2015-16"
"3926","3926","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"3937","3926","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"3948","3948","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"3959","3948","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"3970","3970","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"3981","3970","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"3992","3992","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4003","4003","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","55-64","4","2015-16"
"4004","3992","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4015","4015","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","35-44","5","2015-16"
"4026","4015","Access to Housing","Counseling","Black/African American","Low Income","35-44","5","2015-16"
"4037","4037","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4048","4037","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4059","4059","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"4070","4059","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"4081","4081","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4092","4081","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4103","4103","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"4114","4003","Legal Services","Information & Referral","Asian/Pacific Islander","Extremely Low Income","55-64","4","2015-16"
"4115","4103","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"4126","4126","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"4137","4126","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"4148","4148","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","6","2015-16"
"4159","4148","Access to Housing","Counseling","White","Extremely Low Income","25-34","6","2015-16"
"4170","4170","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","Unmatched","2015-16"
"4181","4181","Access to Housing","Counseling","Other","Extremely Low Income","55-64","Outside San Francisco","2015-16"
"4192","4192","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"4203","4192","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4214","4214","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","6","2015-16"
"4225","4225","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","4","2015-16"
"4226","4214","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","6","2015-16"
"4237","4237","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","Unmatched","2015-16"
"4248","4237","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","Unmatched","2015-16"
"4259","4259","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4270","4259","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4281","4281","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4292","4281","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4303","4303","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"4314","4303","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"4325","4325","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","10","2015-16"
"4336","4225","Legal Services","Information & Referral","Asian/Pacific Islander","Extremely Low Income","45-54","4","2015-16"
"4337","4325","Access to Housing","Counseling","Other","Extremely Low Income","45-54","10","2015-16"
"4348","4348","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","10","2015-16"
"4359","4348","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","10","2015-16"
"4370","4370","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"4381","4370","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"4392","4392","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","7","2015-16"
"4403","4392","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","7","2015-16"
"4414","4414","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","6","2015-16"
"4425","4414","Access to Housing","Counseling","Other","Extremely Low Income","25-34","6","2015-16"
"4436","4436","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","16-24","10","2015-16"
"4447","3","Eviction Prevention","Case Management / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"4448","4448","Legal Services","Counseling","Asian/Pacific Islander","Low Income","55-64","3","2015-16"
"4449","4436","Access to Housing","Counseling","Hispanic/Latino","Low Income","16-24","10","2015-16"
"4460","4460","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","45-54","1","2015-16"
"4471","4460","Access to Housing","Counseling","Black/African American","Low Income","45-54","1","2015-16"
"4482","4482","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"4493","4482","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","10","2015-16"
"4504","4504","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4515","4504","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4526","4526","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"4537","4526","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"4548","4548","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","6","2015-16"
"4559","4559","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","10","2015-16"
"4560","4548","Access to Housing","Counseling","Other","Extremely Low Income","25-34","6","2015-16"
"4571","4571","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","8","2015-16"
"4582","4571","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","8","2015-16"
"4593","4593","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","5","2015-16"
"4604","4593","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","5","2015-16"
"4615","4615","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"4626","4615","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"4637","4637","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4648","4637","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4659","4659","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","10","2015-16"
"4670","4670","Legal Services","Counseling","Asian/Pacific Islander","Low Income","45-54","3","2015-16"
"4671","4659","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","10","2015-16"
"4682","4682","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4693","4682","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","10","2015-16"
"4704","4704","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","9","2015-16"
"4715","4704","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","9","2015-16"
"4726","4726","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","5","2015-16"
"4737","4726","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","5","2015-16"
"4748","4748","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","16-24","10","2015-16"
"4759","4748","Access to Housing","Counseling","Other","Extremely Low Income","16-24","10","2015-16"
"4770","4770","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","16-24","9","2015-16"
"4781","4781","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","55-64","6","2015-16"
"4782","4770","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","16-24","9","2015-16"
"4793","4793","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","5","2015-16"
"4804","4793","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","5","2015-16"
"4815","4815","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4826","4815","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"4837","4837","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","16-24","6","2015-16"
"4848","4837","Access to Housing","Counseling","White","Extremely Low Income","16-24","6","2015-16"
"4859","4859","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4870","4859","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"4881","4881","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"4892","4892","Legal Services","Counseling","Asian/Pacific Islander","Moderate Income","45-54","3","2015-16"
"4893","4881","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"4904","4904","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"4915","4904","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"4926","4926","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"4937","4937","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"4948","4937","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"4959","4959","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"4970","4959","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"4981","4981","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"4992","4981","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"5003","5003","Legal Services","Counseling","Asian/Pacific Islander","Low Income","55-64","3","2015-16"
"5004","5004","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"5015","5015","Access to Housing","Applications for Affordable Rental Units","Other","Moderate Income","35-44","Outside San Francisco","2015-16"
"5026","5015","Access to Housing","Counseling","Other","Moderate Income","35-44","Outside San Francisco","2015-16"
"5037","5037","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"5048","5037","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","10","2015-16"
"5059","5059","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","Outside San Francisco","2015-16"
"5070","5059","Access to Housing","Counseling","Other","Extremely Low Income","45-54","Outside San Francisco","2015-16"
"5081","5081","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5092","5081","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5103","5103","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","9","2015-16"
"5114","5114","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","3","2015-16"
"5115","5103","Access to Housing","Counseling","Other","Extremely Low Income","45-54","9","2015-16"
"5126","5126","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"5137","5126","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"5148","5148","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","25-34","6","2015-16"
"5159","5148","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","6","2015-16"
"5170","5170","Access to Housing","Applications for Affordable Rental Units","White","Low Income","35-44","7","2015-16"
"5181","5170","Access to Housing","Counseling","White","Low Income","25-34","7","2015-16"
"5192","5192","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"5203","5192","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"5214","5214","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"5225","5225","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","3","2015-16"
"5226","5214","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"5237","5237","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","5","2015-16"
"5248","5237","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","5","2015-16"
"5259","5259","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","35-44","6","2015-16"
"5270","5259","Access to Housing","Counseling","Other","Low Income","35-44","6","2015-16"
"5281","5281","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5292","5281","Access to Housing","Counseling","White","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5303","5303","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","35-44","5","2015-16"
"5314","5303","Access to Housing","Counseling","Black/African American","Low Income","35-44","5","2015-16"
"5325","5325","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","8","2015-16"
"5336","5336","Legal Services","Counseling","Other","Extremely Low Income","25-34","10","2015-16"
