"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","sd","pda_exist","pda_proposed","nhood_37","nhood_41","plans","zoning","height_bulk","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","2142001A","2007 22ND AV","0","BP FILED","2016-12-16","2","1",,,,,,,,"ADD DWELLING UNIT THROUGH LEGALIZATION PROCESS AT 1ST FL","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"KCONNER",,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Outer Sunset","Sunset/Parkside",,"RH-1","40-X",,"37.7501443","-122.4796715","POINT (-122.4796715 37.7501443)","39","39","10","7","35"
"Resident","7326001","PARKMERCED, PHASE I","1","BP APPROVED","2017-12-21 9:42","299","299",,,,,,"2014.1370","Phase 1 is comprised of four development subphases: Subphase A through Subphase D. The parcels subject to Phase 1 are shown by subphase on the attached Existing Phase 1 Site Plan diagram and further described by block number and area on page 4 of this application. Phase 1 consists primarily of residential development on the western and southeastern portions of the Project site. In addition, as described in more detail below, Phase 1 will include a number of Community Improvements and CEQA Mitigation Measures, as required by the approved Parkmerced Phasing Plan.","ERECT A 299 RESIDENTIAL 17 STORY TYPE 1-A BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,"NTRAN","Gibson Dunn & Crutcher LLP","Jim Abrams","415 393 8370","13 - Ingleside","7","19th Avenue","19th Avenue","Lakeshore","Lakeshore","Parkmerced","PM-R","65-PM","Parkmerced","37.71602946","-122.4731701","POINT (-122.4731701 37.71602946)","42","42","10","8","16"
"Vacant","4910024","1465 DONNER AV","0","BP Filed","2019-01-28","0","0",,"0",,,,,,"TO COMPLY WITH #20183262. CHANGE OF USE FROM WAREHOUSE TO MIXED USE CULTIVATION & SITE PERMIT TO REB","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","PDR-2","40-X","3rd St Alcohol Restrict","37.72267396","-122.3915087","POINT (-122.3915087 37.72267396)","88","88","2","9","1"
"Mixres","3753076","272 CLARA ST","1","CONSTRUCTION","2018-10-15","3","2",,,,,,"2013.0669","Add two stories to existing 2 story mixuse building; change of use from R-3 to R-2","2 UNITS VERTICAL ADDITION TO EXISTING 2-STORY BLDG. - CHANGE OF USE FROM B & R-3 TO B & R-2. (N) STEEL STRUCTURE & CONC. FOOTINGS TO SUPPORT (N) 2 STORY ADDITION. FIRE SUPRESSION IN ENTIRE BUILDING. (TO COMPLY WITH MAHER ORDINANCE EXTENDED ORDINANCE NO.15","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,,"Michael Jones","Michael Jones","805-878-7944","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","East SoMa (EN); Central SoMa","MUR","45-X","Youth and Family Zone; Central SoMa","37.77831226","-122.404112","POINT (-122.404112 37.77831226)","32","32","1","10","34"
"Resident","7105007F","248 FARALLONES ST","0","BP Filed","2019-01-23","2","1",,"0",,,,,,"UNIT LEGALIZATION ORD 43-14. LEGALIZE (E) UNIT INSTALLED WITHOUT PERMIT. 2 BEDROOM & 1 BATHROOM.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","11",,"Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.71429549","-122.4609334","POINT (-122.4609334 37.71429549)","81","81","10","1","24"
"Resident","0829015","522 OAK ST","1","CONSTRUCTION","2019-01-16","2","1",,"0",,,,,,"LEGALIZATION OF EXTG DWELLING UNIT TO COMPLY WITH NOV #201708871 (EID) AND 201798238(BID) PER ORD# 4","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"5 - Western Addition","5",,"Central City Neighborhoods","Western Addition","Hayes Valley",,"RH-3","40-X",,"37.77445464","-122.4286659","POINT (-122.4286659 37.77445464)","22","22","4","11","9"
"Vacant","0285005A","420 SUTTER ST","0","PL Filed","2019-01-25",,"0",,"0",,,,"2018-011365PRJ","demolish an existing 2-story retail building and construct a 12 story, 165 guestroom tourist hotel with a total square footage of approximately 72,581 square feet. The hotel is envisioned to have a rooftop deck for passive recreational use, ground level hotel lobby/public space, and approximately 2,737 square feet of general retail space oriented to Sutter Street.",,"72581","59913",,,"0",,,"0",,,"0",,,"0",,"2693","-9975",,"0",,"69888","69888","0","165","165","NTRAN","Stanton Architecture",,"4158659600","4 - Downtown","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Downtown/Civic Center","Financial District/South Beach","Downtown","C-3-R","80-130-F",,"37.78960215","-122.4074598","POINT (-122.4074598 37.78960215)","19","19","6","3","8"
"Resident","6635054","3310 MISSION ST","1","BP ISSUED","2019-04-17 12:57","8","8",,"0",,,,,,"TO ERECT 5 STORIES,1 BASEMENT, TYPE 3-A, 8 DWELLING UNIT RESIDENTIAL, RETAIL WITH PARKING (R-2, M, S","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"11 - Bernal Heights","9","Mission-San Jose Corridor","J Church and Mission Corridor","Bernal Heights","Bernal Heights","Mission District Streetscape Plan; Mission Public Life Plan","NC-3","40-X","Mission Alcohol Restrict; Mission Street Formula Retail Restaurant Subdistrict; Fringe Financial Services RUD","37.74379282","-122.4213739","POINT (-122.4213739 37.74379282)","83","83","9","2","2"
"Resident","1533029","458 12TH AV","1","CONSTRUCTION","2017-05-31","3","1",,,,,,"2016-000851PRJ","Approved 4/26/2016, per NSR #2016K230986 recorded on 4/15/2016, to legalize a third dwelling unit at the ground floor of an existing two-family two-story (over garage) residential dwelling, per Section 207.3 (Ord #43-14). The project includes the addition of 2 bedrooms, kitchen, living room, bathroom.

201601227764 - add retaining wall and patio at rear (40 CY soil removal).","UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE AS BUILT UNIT #3 ON 1ST FLOOR 2 BEDROOMS, KITCHEN, LIVING ROOM, BATHROOM.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CCLARKE",,"LOCK KENNETH",,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RH-2","40-X",,"37.77957853","-122.470292","POINT (-122.470292 37.77957853)","5","5","8","4","11"
"Vacant","0310004","33 KEARNY ST","1","BP ISSUED","2018-05-24 9:45",,,,"0",,,,,,"CHANGE OF USE FROM RETAIL LTO RESTAURANT","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"4 - Downtown","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Financial District","Financial District/South Beach","Downtown Streetscape Plan; Downtown","C-3-O","80-130-F",,"37.788266","-122.4038642","POINT (-122.4038642 37.788266)","19","19","6","3","8"
"CIE","3616084","2558 - 2564 MISSION ST","0","PL FILED","2016-03-17",,,,,,,,"2016-003529PRJ","Proposed change of use of (E) commercial space into (N) hands-on learning environment.",,"5023","0","0","5023","5023","0",,,"0",,,"0",,,"5023","0","-5023",,"0","0",,,,,,"RSUCRE","Alta Vista School","Ed Walters","4154673700","8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan","NCT-MISSION","85-X","Mission Alcohol Restrict; Mission Street Formula Retail Restaurant Subdistrict; Fringe Financial Services RUD","37.75597879","-122.4191494","POINT (-122.4191494 37.75597879)","53","53","3","2","20"
"Mixres","3532019B","235 VALENCIA ST","1","CONSTRUCTION","2019-06-18","50","50","6","6","BMR","55% AMI;",,"2016-007877PRJ","Demolition of existing 9,210 sq. ft. retail automotive repair building and construction of a 55-ft. tall, five-story and approx. 34,912 sq. ft. mixed-use building containing 6,367 sq. ft. of ground floor commercial use and 28,545 sq. ft. of residential use for 40 dwelling units at the floors above. No auto parking is proposed, and Clinton Park to be improved as a living alley with bulb-out, landscaping, paving, and site furniture.",,"5479","-3521",,,,,,,,,,"9000","0","-9000",,"5479","5479",,"0",,,,,,,"RSUCRE","DDG 235 Valencia Realty LLC","Craig Hamburg",,"8 - Mission","9","Market & Octavia","Market Octavia","Mission","Mission","Market and Octavia; Market and Octavia Living Alleys","NCT-3","50-X",,"37.76920136","-122.4218423","POINT (-122.4218423 37.76920136)","53","53","3","2","20"
"Resident","1548010","539 05TH AV","1","BP ISSUED","2019-06-17 9:19","2","1",,"0",,,,,,"VERTICAL & HORIZONTAL ADDITION. INTERIOR & EXTERIOR REMODEL. REPLACE ALUM WINDOWS WITH ALUM CLAD WOO","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RH-3","40-X",,"37.77837186","-122.4633479","POINT (-122.4633479 37.77837186)","5","5","8","4","11"
"Resident","5884026","325 BOWDOIN ST","1","BP ISSUED","2018-12-27 12:53","1","1",,,,,,"2007.0213","The project proposal is to subdivide the existing corner lot into two new lots.  Requires variance.  Demo of existing garage structure and new construction of a single family home.","ERECT 3-STORY, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"EJACKSON",,,,"12 - South Central","9",,,"Excelsior","Portola",,"RH-1(D)","40-X",,"37.7306204","-122.4125923","POINT (-122.4125923 37.7306204)","91","91","2","2","25"
"Resident","1769004","1315 14TH AV","1","BP ISSUED","2017-10-02 9:54","2","1",,,,,,,,"PER UNIT LEGALIZATION ORDINANCE 43-14, LEGALIZE ONE FAMILY DWELLING.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"JIMENEZS",,,,"14 - Inner Sunset","5",,"Central City Neighborhoods","Inner Sunset","Inner Sunset",,"RH-2","40-X",,"37.76342488","-122.4719356","POINT (-122.4719356 37.76342488)","109","109","10","11","14"
"Resident","7148039","297 - 299 SAGAMORE ST","1","CONSTRUCTION","2019-04-01","1","1",,,,,,"2016-008899PRJ","The proposal is to construct a new two-story over garage single-family dwelling on a vacant lot (to be subdivided into 297 & 299 Sagamore Streets) for total of two dwelling units. The project includes a curbcut closure along Alemany Blvd, new curbcut along Sagamore St and associated landscaping. See attached plans.","TO ERECT 3 STORIES OF ONE SINGLE FAMILY TYPE 5 CONSTRUCTION.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,"SIA Consulting","Su Yun Zeng (Jess)","4159220200","13 - Ingleside","11",,"Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.71116154","-122.4620029","POINT (-122.4620029 37.71116154)","81","81","10","1","24"
"Resident","3521053A","33 NORFOLK ST","1","BP ISSUED","2019-06-26 11:55","11","11",,,,,,"2014.0008","The project sponsor proposes to merge Lots 053A and 093 and to replace the existing industrial building and parking lot with a 5-story, 55-foot tall, residential building with a total of 11 residential units. The project is proposing to provide 4 off-street parking spaces and 12 bicycle parking spaces.","TO ERECT 5 STORIES, NO BASEMENT, TYPE 1, 11 DWELLING UNITS AND PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED. ROUTE TO DPH **","0","-2900","0",,,"0",,,"0",,,"2900","0","-2900","0",,,,,"0",,,,,,"CTOWNES",,,,"8 - Mission","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","Mission","Western SoMa (EN)","WMUG","55-X","Western SoMa","37.7711554","-122.4138559","POINT (-122.4138559 37.7711554)","32","32","1","10","20"
"Resident","3729063","767 TEHAMA ST","1","CONSTRUCTION","2019-01-15","5","3",,,,,,"2015-006913PRJ","NOV#201519311,201519321,201247141,201168394,201168456,200788234, 120666964. REMODEL OF (E)UNITS (763,765 & 767) INCL DEMO & CONST ON 2ND & 3RD FL.RELOC/REMODEL (E)KITCHENS, BATHRMS, BEDRM & LIVING RMS FOR ALL UNIT. VERT ADD FOR (N)TOP UNITS W/ROOFDECK.CONVERT(E)GROUNDFL (N)","COMPLY TO NOV#201519311,201519321,201247141,201168394,201168456,200788234, 120666964. REMODEL OF (E)UNITS (763,765 & 767) INCL DEMO & CONST ON 2ND & 3RD FL.RELOC/REMODEL (E)KITCHENS, BATHRMS, BEDRM & LIVING RMS FOR ALL UNIT. VERT ADD FOR (N)TOP UNITS W/RO","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"JDISALVO",,"CITY LIFE PROPERTIES LLC",,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN)","RED-MX","45-X","Western SoMa","37.77490467","-122.4119202","POINT (-122.4119202 37.77490467)","32","32","1","10","34"
"Vacant","0147012A","782 BROADWAY","0","PL Filed","2018-11-14","4","4",,"0",,,,"2018-015572PRJ","To construct a new 4 story, four dwelling over commercial mixed use building. The building would be approximately 6,307 gross square feet (gsf), and provide 14 bedrooms.",,"411","411",,,"0",,,"0",,,"0",,,"0",,"411","411",,"0",,,"0",,,,"NTRAN","Schaub Ly Architects, Inc.",,"4156828060","3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Russian Hill","Chinatown","Chinatown","CCB","65-N",,"37.79770002","-122.4097938","POINT (-122.4097938 37.79770002)","106","106","6","3","6"
"Resident","5888019","78 STONEYBROOK AV","0","BP Filed","2018-03-29","2","1",,"0",,,,,,"LEGALIZE UNPERMITTED INTERIOR REMODELING ON THE 1ST FL.  ORD #43-14","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"12 - South Central","11",,,"Excelsior","Excelsior",,"RH-1","40-X",,"37.72956644","-122.4224734","POINT (-122.4224734 37.72956644)","94","94","9","1","7"
"Resident","1249023","1801 HAIGHT ST","0","PL Filed","2017-12-28","7","7",,"0",,,,"2017-001816PRJ","New 4-story building on a lot with existing building to remain. New building to have 7 dwelling units and ground floor commercial, roof deck and basement.

The PPA was submitted on 2/10/17 and the 90 day deadline is 5/11/17.",,"4018","4018",,,"0",,,"0",,,"0",,,"0",,"4018","4018",,"0",,,"0",,,,"MWOODS",,"Michael Harris","4152438272","6 - Buena Vista","5",,"Central City Neighborhoods","Haight Ashbury","Haight Ashbury","Haight Ashbury Public Realm Plan","NCD-HAIGHT","40-X","Fringe Financial Services RUD; Haight Street Alcohol Restricted Use","37.76912258","-122.4520332","POINT (-122.4520332 37.76912258)","25","25","7","11","3"
"Resident","7548027","50 SUSSEX ST","1","BP ISSUED","2019-06-26 8:28","1","1",,"0",,,,,,"REAR BLDG: CHANGE STORAGE SHED TO ACCESSORY DWELLING UNIT. ADD A KITCHEN, BICYCLE STORAGE & HEATING","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8",,"J Church and Mission Corridor","Glen Park","Glen Park",,"RH-1","40-X",,"37.73671323","-122.4334631","POINT (-122.4334631 37.73671323)","96","96","9","5","10"
"Resident","2378031","2466 GREAT HY","0","BP Filed","2018-04-13","3","1",,"0",,,,,,"ADD A (N) UNIT ON 1ST FL TO COMPLY ORD# 162-16. RELOCATEION THE 2ND (E) STAIRS FROM INTERIOR TO REAR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RM-1","40-X",,"37.74044988","-122.5063537","POINT (-122.5063537 37.74044988)","39","39","10","7","35"
"Resident","0825036","427 PIERCE ST","0","BP Filed","2017-02-17","7","0",,"0",,,,"2017-004068PRJ","UNDER ORDINANCE 162-16, ADD (1)(N) RESIDENTIAL UNIT @ BASEMENT. (2) BEDROOM, (2) BATH, (8) WINDOWS @ REAR YARD. ** MAHER: N/A **","UNDER ORDINANCE 162-16, ADD (1)(N) RESIDENTIAL UNIT @ BASEMENT. (2) BEDROOM, (2) BATH, (8) WINDOWS @ REAR YARD.
** MAHER: N/A **","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"DWEISSGL","Cumby Architecture",,"4155051536","5 - Western Addition","5",,"Central City Neighborhoods","Western Addition","Hayes Valley",,"RM-1","40-X",,"37.77415763","-122.4344986","POINT (-122.4344986 37.77415763)","26","26","4","11","9"
"Resident","0215024","51 PRIEST ST","1","BP ISSUED","2018-11-07 10:18","2","1",,,,,,"2017-004138PRJ","ADD UNIT PER ORD 162-16. NEW DWELLING UNIT BEING ADDED AT GROUND FLOOR UNDER THE CITY'S ADU PROGRAM PER ORDINANCE 162-16. 1 BEDROOM, 1 BATHROOM AND 1 KITCHEN BEING ADDED","ADD UNIT PER ORD 162-16. NEW DWELLING UNIT BEING ADDED AT GROUND FLOOR UNDER THE CITY'S ADU PROGRAM PER ORDINANCE 162-16. 1 BEDROOM, 1 BATHROOM AND 1 KITCHEN BEING ADDED","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"GPANTOJA",,"51 PRIEST LLC",,"3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Nob Hill","Nob Hill",,"RH-2","50-X",,"37.79370373","-122.4153211","POINT (-122.4153211 37.79370373)","16","16","6","3","21"
"Mixres","1408001","301 25TH AV","0","PL FILED","2015-06-17","9","9",,,,,,"2014.0952PRJ","Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and residential at floors 2, 3 & 4.",,"1777","1777",,,,,,,,,,,,,"0","1777","1777",,"0",,,,,,,"LAJELLO","Double AA Corp.","Wisfe Aish","650-589-7722","1 - Richmond","1",,"Richmond Corridors","Outer Richmond","Outer Richmond",,"NC-1","40-X",,"37.78362465","-122.4852608","POINT (-122.4852608 37.78362465)","8","8","8","4","29"
"Resident","6086010B","456 LISBON ST","1","BP ISSUED","2018-11-20 8:30","2","1",,"0",,,,,,"UNIT LEGALIZAITON ORD 43-14. LEGALIZATION OF EXISTING UNIT.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"12 - South Central","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Excelsior","Excelsior",,"RH-1","40-X",,"37.72119717","-122.4345578","POINT (-122.4345578 37.72119717)","90","90","9","1","7"
"Resident","1030003","1711 BAKER ST","0","BP Filed","2019-06-25","2","1",,"0",,,,,,"CONVERT (E) NON-CONDITIONED STORAGE AREA INTO (N) ADU PER ORDIANCE 162-16. NO EXPANSION OF BUILDING","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","2",,,"Western Addition","Presidio Heights",,"RH-2","40-X",,"37.78711889","-122.443953","POINT (-122.443953 37.78711889)","103","103","8","6","31"
"Resident","4094048","923 - 939 KANSAS ST","1","BP REINSTATED","2019-05-09 13:58","2","2",,,,,,"2013.1856","The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and 40 to 60 feet in height.  The projct site and the roadway it fronts are on a hillside of serpentine rock that would require excavation for the construction of the buildings and street and sidewalk improvements. The project would require excavation to a depth of 24 feet.","ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"DVU",,,,"9 - South of Market","10","Eastern Neighborhoods","Eastern Neighborhoods","Potrero Hill","Potrero Hill","Showplace Square/Potrero Hill (EN)","RH-2","40-X",,"37.75809933","-122.4025896","POINT (-122.4025896 37.75809933)","54","54","2","9","26"
"Resident","0818012","474 FELL ST","0","BP Filed","2018-06-14","1","1",,"0",,,,,,"CHANGE OF USE. VERTICAL ADDITION AT REAR STRUCTURE. CONVERT GARAGE INTO SFD.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"5 - Western Addition","5","Market & Octavia","Market Octavia","Western Addition","Hayes Valley","Market and Octavia; Market and Octavia Living Alleys","RTO","40-X",,"37.77584345","-122.425682","POINT (-122.425682 37.77584345)","22","22","4","11","9"
"Resident","3084008","842 MONTEREY BL","1","CONSTRUCTION","2019-02-28","2","1",,"0",,,,,,"COMPLY WITH NOV #201780911, 200876639, 200875573. LEGALIZE 2ND UNIT INCLUDING KITCHEN, LIVING RM, DI","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","7",,,"West of Twin Peaks","West of Twin Peaks",,"RH-1(D)","40-X",,"37.73178651","-122.4544476","POINT (-122.4544476 37.73178651)","70","70","9","8","41"
"Resident","1827040","2121 JUDAH ST","1","BP ISSUED","2019-02-13 15:32","3","1",,"0",,,,,,"TO LEGALIZE GROUND FLOOR UNIT PER ORDINANCE 43-14 TO ADD A 3RD UNIT CONSIST OF KITCHEN, BEDROOM & BA","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Outer Sunset","Sunset/Parkside",,"RH-3","40-X",,"37.76110348","-122.4849279","POINT (-122.4849279 37.76110348)","39","39","10","7","35"
"Resident","1202001A","651 SCOTT ST","1","BP ISSUED","2018-07-24 11:33","15","3",,,,,,"2016-010367PRJ","BPA 2016.07.21.2978:  	ADD 3 UNITS: 1 STUDIO UNIT & 2 ONE BEDROOM UNITS. 1 KITCHEN & 1 BATHROOM FOR EACH UNIT. PER ORD 162-16 AND PER NSRs K532328 and K532330.

Under BPA # 201811206387 - revise unit #3 to two bedroom unit (856 square feet) 

BPA 2016.07.21.2976:  MANDATORY SOFT STORY USING IEBC APPN, A-4 PER SFBC CHAP. 34B","ADD 3 UNITS: 1 STUDIO UNIT & 2 ONE BEDROOM UNITS. 1 KITCHEN & 1 BATHROOM FOR EACH UNIT. PER ORD 30-15.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"RSALGADO","Hood Thomas Architects",,"4153852303","5 - Western Addition","5",,"Central City Neighborhoods","Western Addition","Hayes Valley",,"RM-2","40-X",,"37.77578752","-122.4365443","POINT (-122.4365443 37.77578752)","23","23","4","11","9"
"Resident","5000001","490 JAMESTOWN AV","1","BP FILED","2015-10-27","63","63",,,,,,,,"BLDG #2. ERECT 5-STORY, TYPE 5, 63 UNITS, NO BASEMENT. NEW RESIDENTIAL BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Candlestick Point; Bayview Hunters Point","P","CP","Candlestick Pt Activity Node","37.71334402","-122.3851069","POINT (-122.3851069 37.71334402)","79","79","2","9","1"
"Resident","2402002C","2433 23RD AV","1","CONSTRUCTION","2018-06-07","2","1",,,,,,,,"LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CLARKECO",,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RH-1","40-X",,"37.74222147","-122.4802626","POINT (-122.4802626 37.74222147)","40","40","10","7","35"
"Mixres","3559001","2201 MARKET ST","1","BP FILED","2016-07-27","9","9","2","2",,,,"2014.0161","Demolition of existing 3,788 sq. ft. commercial building and construction of new 22,660 sq. ft., six-story mixed-use building with 3,224 sq. ft. ground floor commercial use, 16,053 sq. ft. of residential for fourteen dwelling units at upper floors, 1,955 sq. ft. of common and private open spaces and a 3,383 sq. ft. basement garage with seven automobile and 14 bicycle parking spaces.","ERECT A 6 STORIES, 9 DWELLING, BASEMENT, TYPE 1B NEW BUILDING.","2650","-1138",,,,,,,,,,,,,"3788","2650","-1138",,,,,,,,,"DVU","Chris Foley","Chris Foley","361-4803","7 - Central","8","Market & Octavia","Market Octavia","Castro/Upper Market","Castro/Upper Market","Market and Octavia; Market and Octavia Living Alleys","NCT-UPPER MARKET","60/65-X",,"37.76536026","-122.4311941","POINT (-122.4311941 37.76536026)","38","38","3","5","5"
"Resident","1169002A","2324 -2328 FULTON STREET","1","BP ISSUED","2019-03-18 9:19","4","0",,"0",,,,"2017-004583PRJ","ADD UNIT PER ORDINANCE NO. 162-16, INSTALL NEW 1 BEDROOM AND 1 BATHROOM UNIT ON GROUND FLOOR. SOFT STORY APPLICATION UNDER PA #201605268466. Not a project under CEQA","ADD UNIT PER ORDINANCE NO. 162-16, INSTALL NEW 1 BEDROOM AND 1 BATHROOM UNIT ON GROUND FLOOR. SOFT STORY APPLICATION UNDER PA #201605268466","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"DWEISSGL",,"GILES GORGON M ANTONIO ARACELI",,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Lone Mountain/USF",,"RH-3","40-X",,"37.77495408","-122.4549585","POINT (-122.4549585 37.77495408)","12","12","8","4","18"
"Resident","6614032","269 28TH ST","0","BP Filed","2019-03-08","2","1",,"0",,,,,,"GROUND LEVEL RENOVATION: INFILL UNIT WITH KITCHEN, 1 1/2 BATH, BEDROOM","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8","Mission-San Jose Corridor","J Church and Mission Corridor","Noe Valley","Noe Valley",,"RH-2","40-X",,"37.74496403","-122.4283036","POINT (-122.4283036 37.74496403)","84","84","9","5","22"
"Resident","0798057","802 - 808 STEINER ST","1","BP APPROVED","2017-08-16 8:43","3","3",,,,,,"2014.0020","Construction of three new four-story residential buildings containing a total of eight dwelling units (19,071 sf) over one level of below-grade parking (16 spaces).","TO ERECT 4 STORIES, 3 UNIT RESIDENTIAL BUILDING. AS ""802 STEINER STREET, BLOCK 0798, LOT 057""","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"5 - Western Addition","5",,"Central City Neighborhoods","Western Addition","Hayes Valley",,"RH-3","40-X",,"37.77688346","-122.4327565","POINT (-122.4327565 37.77688346)","23","23","4","11","9"
"Resident","0847013","622 HAIGHT ST","1","CONSTRUCTION","2019-05-23","3","1",,"0",,,,,,"PER UNIT LEGLIZATION ORDINANCE 43-14, ADD FIRST FLOOR UNIT, RENOVATION; ADD MASTER BEDROOM, ADD BEDR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"6 - Buena Vista","5",,"Central City Neighborhoods","Western Addition","Haight Ashbury","Lower Haight Public Realm Plan","RH-3","40-X",,"37.77207532","-122.4329472","POINT (-122.4329472 37.77207532)","26","26","4","11","3"
