"project_type","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","supedist","pda","neighborhood","nhood_1990","year","qtr","year_qtr","latitude","longitude","geocoded_column",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Mixres","3725093","5M","true","PL APPROVED","2016-01-04T00:00:00.000","688","688","58","58","On-site BMR Project; Land Dedication","90% AMI;","Ownership","2011.0409","Project review for a development .  A mix of residential, office, retail and other uses on the approx. 4 acre site on the SE corner of 5th/ Mission and extending towards sixth street & south to Howard Street,  The site is comprised of 23 parcels.",,"617900","574800","0","17300","-23600","0","0","0","0","593500","591300","0","0","0","0","7100","7100","0","0","0","0","0","0","0","0","KGUY",,,,"4 - Downtown","6","Downtown-Van Ness-Geary","South of Market","South of Market","2019","Q1","2019_Q1","37.78215365","-122.4066011","POINT (-122.4066011 37.78215365)","32","1","10","34"
"Resident","4008003","580 DE HARO ST","true","CONSTRUCTION","2018-11-27T00:00:00.000","2","2","0","0","Fee Payment",,"Ownership","2013.1671","The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential buildings (9 units total). The project would also include the construction of 9 off-street parking spaces.","ERECT 3-STORY, 1 BASEMENT, TYPE V, 2 DWELLING UNITS BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AA CONV","Kevin Dill","Kevin Dill","415-254-4790","9 - South of Market","10","Eastern Neighborhoods","Potrero Hill","Potrero Hill","2019","Q1","2019_Q1","37.7625648","-122.4016989","POINT (-122.4016989 37.7625648)","54","2","9","26"
"Resident","5991001","300 - 308 UNIVERSITY ST","true","BP ISSUED","2017-06-09T00:00:00.000","1","1","0","0",,,,"2014.1345","New construction of four single-family dwellings on four vacant lots.","TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","EJASZEWS","Jeremy  Schaub","Jeremy  Schaub","682-8060x103","12 - South Central","9",,"Portola","Excelsior","2019","Q1","2019_Q1","37.72634449","-122.4142602","POINT (-122.4142602 37.72634449)","92","2","2","25"
"Resident","0918002E","2328 NORTH POINT ST","true","BP ISSUED","2016-11-07T00:00:00.000","1","-1","0","0",,,,,,"ADD 13'-2""X 25'X 1-STORY @ REAR. ADD 1-STORY ON TOP. ALTER SHAPE OF WESTERN LIGHTWELL @ GROUND & ENLARGE EASTERN LIGHTWELL. ROOF DECK OVER 15' FRONT SETBACK OVER 3RD STORY. ROOF DECK ON TOP OF (N) STORY. INTERNAL RECONFIGURATION.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BBENDIX",,,,"2 - Marina","2",,"Marina","Marina","2019","Q1","2019_Q1","37.80276859","-122.445705","POINT (-122.445705 37.80276859)","17","4","6","13"
"Resident","4757047","1167 PALOU AV","false","BP FILED","2014-10-28T00:00:00.000","2","1","0","0",,,,,,"LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14. (1 BEDROOM, 1 BATHROOM, KITCHEN, LIVING, AND OFFICE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NFOSTER",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.72918618","-122.382995","POINT (-122.382995 37.72918618)","78","2","9","1"
"Visitor","0327011","72 ELLIS ST","true","BP ISSUED","2019-02-26T00:00:00.000","0","0","0","0",,,,"2009.1105","Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.","TO ERECT 11 STORIES, 1 BASEMENT, 156 UNITS HOTEL ROOM & RETAIL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED **","79054","79054","0","0","0","0","0","0","0","0","0","0","0","0","0","2500","2500","0","0","0","76554","76554","0","156","156","BHELBER","Walter Le","Chris Fol","577-9885","4 - Downtown","3","Downtown-Van Ness-Geary","Financial District/South Beach","Downtown/Civic Center","2019","Q1","2019_Q1","37.78579904","-122.4074423","POINT (-122.4074423 37.78579904)","19","6","3","8"
"Resident","1840002","1419 FUNSTON AV","true","BP ISSUED","2017-02-03T00:00:00.000","2","1","0","0",,,,,,"REMODEL 2ND LEVEL & ADD 2ND UNIT ON 3RD FLOOR INCLUDING KITCHEN AND BATHROOM. ALSO REAR HORIZONTAL ADDITION.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","APERRY",,,,"14 - Inner Sunset","7",,"Inner Sunset","Inner Sunset","2019","Q1","2019_Q1","37.76155437","-122.4707648","POINT (-122.4707648 37.76155437)","109","10","8","14"
"Mixres","4059001C","2230 3RD ST","false","PL FILED","2014-03-06T00:00:00.000","37","37","0","0",,,,"2013.0531","The proposed project would result in the demolition of an existing commercial warehouse building (Tire Dealer) and construct a new 7-story mixed-use commercial and residential building with ground floor commercial/residential flex space and residential parking. The project would contain 37 dwellings units and 23 off-street parking spaces.",,"2399","-3201","0","0","0","0","0","0","0","0","0","0","0","0","0","2399","-3201","0","0","0","0","0","0","0","0","JBANALES","Marc Dimalanta","Marc Dimalanta","415-252-0888","9 - South of Market","10","Eastern Neighborhoods","Potrero Hill","Potrero Hill","2019","Q1","2019_Q1","37.76124703","-122.3889407","POINT (-122.3889407 37.76124703)","55","2","9","26"
"Resident","0744002","807 FRANKLIN ST","true","BP ISSUED","2018-12-31T00:00:00.000","48","47","5","5",,,,"2013.1224","The proposed project is the addition & alteration to a historic, single-family victorian home, including the removal of non-historic rear addition and expansion of penthouse and construction of a new 8-story, multi-family residential apartment building in","Erect 8 stories, one basement, type 1-a, 48 units residential (r-2)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SLAI","Toby Morris","Edward Morris","415 749-0302","5 - Western Addition","5","Downtown-Van Ness-Geary","Western Addition","Downtown/Civic Center","2019","Q1","2019_Q1","37.78212013","-122.4227109","POINT (-122.4227109 37.78212013)","100","4","11","39"
"Resident","0676033","1800 BUCHANAN ST","true","BP ISSUED","2016-08-08T00:00:00.000","6","6","0","0",,,,"2015-007328PRJ","Proposes to construct a new 4-story residential building over an existing underground garage structure serving an adjacent property.  The new building would contain six dwelling units and five off- street parking spaces.","TO ERECT 3 STORIES OF 6 DWELLING UNITS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AKIRBY","Reuben, Junius, and Rose, LLP",,"4155679000","5 - Western Addition","5","Downtown-Van Ness-Geary","Pacific Heights","Western Addition","2019","Q1","2019_Q1","37.7867939","-122.430325","POINT (-122.430325 37.7867939)","101","4","11","30"
"Resident","5335034","2065 QUESADA AV","true","BP ISSUED","2018-09-04T00:00:00.000","1","1","0","0",,,,,,"ERECT 3-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","EJARDINE",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.73699595","-122.398435","POINT (-122.398435 37.73699595)","87","2","9","1"
"Mixres","0337014A","469 EDDY ST","true","BP ISSUED","2018-11-30T00:00:00.000","28","28","3","3","On-site BMR Project","90% AMI;","Ownership","2014.0562","Save the existing facade and build a new 8-story building with 29 residential units, 2,600 sf of ground floor retail, and 16 below-grade vehicle parking spaces.","VERTICAL ADDITION. HISTORIC RESTORATION OF (E) BLDG: CONSTRUCTION OF AN 8 STORY, 80 FT TALL, 47,100 SF MIXED USE RESIDENTIAL-COMMERCIAL BLDG. NEW BLDG WILL INCLUDE 28 UNITS OF DWELLING, APPROX 700 SF OF GROUND FLR COMMERICAL SPACE & PARKING GARAGE FOR 9 C","2600","-18085","0","0","0","0","0","0","0","0","0","0","0","-20685","0","2600","2600","0","0","0","0","0","0","0","0","SNGAN","Barbara Borgfeldt","Nick Cranmer","415-501-0931","4 - Downtown","6","Downtown-Van Ness-Geary","Tenderloin","Downtown/Civic Center","2019","Q1","2019_Q1","37.78330387","-122.4153187","POINT (-122.4153187 37.78330387)","20","5","10","36"
"Resident","6019002","326 NAPLES ST","true","BP ISSUED","2017-04-11T00:00:00.000","2","1","0","0",,,,,,"LEGALIZE UNDER ORDINANCE #43-14 SCOPE OF WORK ADDRESSES VIOLATION #201339371 - SCOPE OF WORK TO LEGALIZE (E) DWELLING UNIT INSTALLED IN BASEMENT OF (E) 2 STORY WOOD FRAME STRUCTURE. INCLUDES REPLACEMENT OF ALL INTERIOR FINISHES FOR BEDROOM/BATHROOM AND KI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NKWIATKO",,,,"12 - South Central","11",,"Excelsior","Excelsior","2019","Q1","2019_Q1","37.72362874","-122.4294464","POINT (-122.4294464 37.72362874)","90","9","1","7"
"Mixres","4045003","2171 03RD ST","true","CONSTRUCTION","2019-03-28T00:00:00.000","109","109","17","17","On-site BMR Project","90% AMI;","Ownership","2013.0784","The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of space and would include 109 dwelling units, 3,143 square feet
of ground-floor retail space, and 72 parking spaces. Parking would be provided at the basement level with access from 19th Street. The project would include common open space on a podium level above the parking level and on the roof, with pedestrian bridges connecting the two buildings at each level including the roof.","ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.","4833","-30441","0","0","0","0","0","0","0","0","0","35274","0","-35274","0","4833","4833","0","0","0","0","0","0","0","0","DVU",,,,"9 - South of Market","10","Eastern Neighborhoods","Potrero Hill","Potrero Hill","2019","Q1","2019_Q1","37.76234051","-122.3882552","POINT (-122.3882552 37.76234051)","55","2","9","26"
"Resident","6521004","13 LUCKY ST","true","BP REINSTATED","2018-03-19T00:00:00.000","1","1","0","0",,,,"2013.0284","Variance to the rear yard, exposure, and open space requriements for the new construction of a SFD.","ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DSANCHEZ",,,,"8 - Mission","9","Eastern Neighborhoods","Mission","Mission","2019","Q1","2019_Q1","37.75223595","-122.4132578","POINT (-122.4132578 37.75223595)","53","3","2","20"
"Resident","5386001","2006 KEITH ST","true","BP ISSUED","2018-04-27T00:00:00.000","2","2","0","0",,,,,,"(n) 2-story building.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","EJARDINE",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.7286919","-122.3903096","POINT (-122.3903096 37.7286919)","86","2","9","1"
"PDR","3808003","150 HOOPER ST","true","CONSTRUCTION","2018-05-25T00:00:00.000","0","0","0","0",,,,"2012.0203","The Project Sponsor proposes to replace the property?s existing mini-storage with truck rental use with three new four-story buildings, up to 58 feet in height. These new buildings consist of a stand-alone, 100% ?PDR Building? that includes 56,402 sf of of PDR space and two rectangular-shaped buildings (the ?North Building? and ?South Building?) that will contain approximately 86,382 sf of high-ceiling mezzanine PDR space at the ground floor and approximately 284,471 sf of office/institutional space on the upper floors. The project may also offer shared retail space accessory to the site?s PDR uses. It will also include approximately 41,600 sf of open space, consisting of, 1) a 40-foot wide interior linear courtyard that will provide loading access, natural light and air to the interior, 2) an approximately 10,000 sf privately-owned, publically-accessible open space (the ?POPOS Plaza?) on the property?s southwestern corner, adjacent to the adjoining California College of the Arts (CCA) campus. The Project Sponsor has partnered with CCA and SFMade, a non-profit organization focused on building San Francisco?s economic base by developing the local manufacturing sector, on the project?s design and implementation, including preparation of a PDR Business Plan (the ?Business Plan?). The Business Plan outlines strategies for providing a flexible PDR space typology mix, designing office spaces attractive to design-related technology and engineering firms, engaging strategic partners at all phases of development and in on-going operations, and focusing on access and pathways to deliver PDR jobs to the community.","CONSTRUCT (N) MERCANTILE/RETAIL/PDR BUILDING.","142784","56252","0","0","0","0","0","0","0","0","0","86532","142784","56252","0","0","0","0","0","0","0","0","0","0","0","CTOWNES",,,,"9 - South of Market","10","Eastern Neighborhoods","Mission Bay","South of Market","2019","Q1","2019_Q1","37.76868678","-122.399391","POINT (-122.399391 37.76868678)","33","1","9","4"
"Resident","1550045","522 08TH AV","true","CONSTRUCTION","2018-03-09T00:00:00.000","2","1","0","0",,,,,,"VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","LAMORENA",,,,"1 - Richmond","1",,"Inner Richmond","Inner Richmond","2019","Q1","2019_Q1","37.77852998","-122.4659236","POINT (-122.4659236 37.77852998)","5","8","4","11"
"Resident","1811001","3701 JUDAH ST","false","BP FILED","2015-04-09T00:00:00.000","2","1","0","0",,,,,,"LEGALIZED GROUND FLOOR 2ND FLOOR, ADD KITCHEN. LEGALIZATION OF DWELLING UNITS INSTALLED W/O A PERMIT PER ORDINANCE NO. 43-14. PER SF ORIDINANCE 43-16 EXEMPTION.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"15 - Outer Sunset","4",,"Sunset/Parkside","Outer Sunset","2019","Q1","2019_Q1","37.76045837","-122.5018927","POINT (-122.5018927 37.76045837)","39","10","7","35"
"Resident","0280017","824 HYDE ST","true","PL APPROVED","2015-08-11T00:00:00.000","15","7","0","0",,,,"2012.1445","Construct a new residential building containing 5 stories & 15 residential units in accordance with current planning code requirements. The project does not provide parking","TO DEMOLISH 4 STORIES, 8 UNITS RESIDENTIAL BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SSANCHEZ",,,,"4 - Downtown","3","Downtown-Van Ness-Geary","Nob Hill","Downtown/Civic Center","2019","Q1","2019_Q1","37.78857857","-122.4165918","POINT (-122.4165918 37.78857857)","50","6","3","21"
"Mixres","3732028","980 FOLSOM ST","true","BP ISSUED","2019-02-27T00:00:00.000","34","34","4","4","BMR","90% AMI;",,"2013.0977","The proposal is to demolish the exiting 7,530 square-foot (sf), single-story auto repair building, and construct a new mixed-use building fronting on Folsom and Clemintina Streets. The proposed project would consist of approximately 36,494 sf containing 3","ERECT 8-STORY, 34 CONDO UNITS ABOVE PARKING & COMMERCIAL BUILDING.","765","-6765","0","0","0","0","0","0","0","0","0","0","0","-7530","0","765","765","0","0","0","0","0","0","0","0","CTOWNES",,,,"9 - South of Market","6","Eastern Neighborhoods","South of Market","South of Market","2019","Q1","2019_Q1","37.77901663","-122.4053641","POINT (-122.4053641 37.77901663)","32","1","10","34"
"Resident","5545019","1525 SHOTWELL ST","true","CONSTRUCTION","2018-11-28T00:00:00.000","1","1","0","0",,,,,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","JSPEIRS",,,,"11 - Bernal Heights","9",,"Bernal Heights","Bernal Heights","2019","Q1","2019_Q1","37.74473515","-122.4146545","POINT (-122.4146545 37.74473515)","83","9","2","2"
"MIPS","3776080","9 FREELON ST","false","BP FILED","2015-04-17T00:00:00.000","0","0","0","0",,,,"2015-006088PRJ","CONSTRUCT (N) 3-STORY OFFICE BUILDING","CONSTRUCT (N) 3-STORY OFFICE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","CTOWNES","SF Freelon Holdings","SF FREELON HOLDINGS LLC",,"9 - South of Market","6","Eastern Neighborhoods","South of Market","South of Market","2019","Q1","2019_Q1","37.7794002","-122.3959587","POINT (-122.3959587 37.7794002)","32","1","10","34"
"Resident","7536010","628 29TH ST","true","BP ISSUED","2016-10-03T00:00:00.000","1","1","0","0",,,,,,"ERECT A ONE STORY GARAGE & ONE PLAYROOM AT FRONT.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","APERRY",,,,"7 - Central","8",,"Noe Valley","Noe Valley","2019","Q1","2019_Q1","37.74348266","-122.4343185","POINT (-122.4343185 37.74348266)","84","9","5","22"
"Mixres","6310001","HOPE SF SUNNYDALE","true","PL APPROVED","2015-07-09T00:00:00.000","1700","775","1082","307",,,,"2010.0305","The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentities",,"72500","43224","0","0","0","0","0","0","0","0","0","0","0","0","29276","72500","43224","0","0","0","0","0","0","0","0","MSNYDER",,,,"12 - South Central","10","San Francisco/San Mateo Bi-County Area","Visitacion Valley","Visitacion Valley","2019","Q1","2019_Q1","37.71308743","-122.4189902","POINT (-122.4189902 37.71308743)","74","9","9","40"
"Resident","3727045","618 NATOMA ST","true","PL APPROVED","2015-06-11T00:00:00.000","6","1","0","0",,,,"2014.1409","Variance request to the open space requirement to permit the conversion of storage space to habitable space as part of the creation of a new dwelling unit.",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AA CONV","Michael Smith","Javier Solorzano","415-724-5240","4 - Downtown","6","Eastern Neighborhoods","South of Market","South of Market","2019","Q1","2019_Q1","37.77812994","-122.4105708","POINT (-122.4105708 37.77812994)","32","1","10","34"
"Resident","3615047","657 CAPP ST","true","CONSTRUCTION","2017-05-22T00:00:00.000","9","5","0","0",,,,"2015-000141PRJ","Vertical and horizontal additions to existing three-story building containing four residences and two vehicle parking spaces. Move existing building approx. 11' to front of lot; add one story; add five residential units; add one vehicle parking space. Add roof decks. Add curb cut and new entrance to off-street parking; remove unauthorized rear yard additions","VERTICAL & HORIZONTAL ADDITIONS. NEW INTERIOR & EXTERIOR WALLS, FLOORS, WINDOWS, DOORS & BUILDING SYSTEMS. REMODEL 3-STORY W/ 4 DWELLING UNITS TO 4-STORY W/ 9 DWELLING UNITS & PARKING FOR 2 CARS & 1 ACCESSIBLE VAN.(E)STRUCTURE IS MOVED HORIZONTALLY TO MAT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","JACKSON","Zack / de Vito Architecture Constru",,"4154957889","8 - Mission","9","Eastern Neighborhoods","Mission","Mission","2019","Q1","2019_Q1","37.75625022","-122.4174529","POINT (-122.4174529 37.75625022)","53","3","2","20"
"Resident","3995022","595 MARIPOSA ST","true","CONSTRUCTION","2019-03-15T00:00:00.000","20","20","0","0","Fee Payment",,,"2014.1579","The proposed project is to build upon an existing surface parking lot and construct a 5-story residential building containing 20 residential units with a combination of private and common open space. Then net new construction would be 16,757 square feet.","TO ERECT 5 STORIES, TYPE VA OVER I, NO BASEMENT, 20 UNITS RESIDENTIAL BUILDING.  Future address of 601 Tennessee. MAHER COMPLIANCE REQUIRED.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DISALVOJ",,,,"9 - South of Market","10","Eastern Neighborhoods","Potrero Hill","Potrero Hill","2019","Q1","2019_Q1","37.76414083","-122.3895284","POINT (-122.3895284 37.76414083)","55","2","9","26"
"Resident","3582054","4072 18TH ST","false","BP FILED","2017-07-31T00:00:00.000","2","1","0","0",,,,,,"HORIZONTAL ADDITION TO BACK OF EXISTING BLDG. ADDITION OF 1 DWELLING UNIT. FOR A TOTAL OF 2 RESIDENTIAL UNITS.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TKENNEDY",,,,"7 - Central","8","Market & Octavia","Castro/Upper Market","Castro/Upper Market","2019","Q1","2019_Q1","37.7611561","-122.4343168","POINT (-122.4343168 37.7611561)","38","3","5","5"
"Resident","7295018","477 EUCALYPTUS DR","true","CONSTRUCTION","2018-07-06T00:00:00.000","1","1","0","0",,,,,,"TO ERECT 3 STORIES, TYPE 5-B, SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","JLOOK",,,,"13 - Ingleside","7","19th Avenue","Lakeshore","Lakeshore","2019","Q1","2019_Q1","37.73050338","-122.4783861","POINT (-122.4783861 37.73050338)","41","10","8","16"
"Resident","5577006","5, 9, 15, 21 JOY ST","false","BP FILED","2015-06-22T00:00:00.000","1","1","0","0",,,,"2015-008351PRJ","Construction of three new 2-story, single-family dwellings with no off-street parking.","CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MPUTRA",,"HAYWARD DAVID ANTONY",,"11 - Bernal Heights","9",,"Bernal Heights","Bernal Heights","2019","Q1","2019_Q1","37.74365521","-122.4069862","POINT (-122.4069862 37.74365521)","60","9","2","2"
"Mixres","3954016","1301 16TH ST","true","CONSTRUCTION","2019-03-26T00:00:00.000","172","172","28","28","On-site BMR Project","90% AMI;","Rental","2013.0698","The proposed project would involve demolition of an existing one-story warehouse and construction of a new 7-story, residential building.  The building would consist of 7 residential levels with 276 units, ground floor parking and mechanical spaces. The project would provide from 56 to 82 off-street parking spaces.","TO ERECT 7 STORIES, NO BASEMENT, TYPE III-A / I-A, 172 UNIT RESIDENTIAL WITH RETAIL AND PARKING. (R-2,M,B,A-3,S-2)","9632","-27968","0","0","0","0","0","0","0","0","0","38600","2764","-34836","0","6868","6868","0","0","0","0","0","0","0","0","CTEAGUE","William Mollard","William Mollard","409-9267","9 - South of Market","10","Eastern Neighborhoods","Mission Bay","Potrero Hill","2019","Q1","2019_Q1","37.76584514","-122.4002394","POINT (-122.4002394 37.76584514)","54","1","9","4"
"Resident","0543012","1848 GREEN ST","true","BP ISSUED","2017-02-22T00:00:00.000","1","-1","0","0",,,,,,"HORIZONTAL/VERTICAL ADDITION TO AN EXISTING 2 UNIT BLDG INTO SINGLE FAMILY DWG. DEMO OF EXISTING GARAGE IN REAR YARD, NEW GARAGE ADDED TO EXISTING BASEMENT, VERTICAL ADDITION TO INCLUDE NEW 3RD STORY, TERRACE, ROOF DECK & STAIR PENTHOUSE, DWELLING UNIT ME","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BBENDIX",,,,"2 - Marina","2",,"Marina","Marina","2019","Q1","2019_Q1","37.79717076","-122.4295759","POINT (-122.4295759 37.79717076)","15","4","6","13"
"Mixres","1609021F","700 36TH AV","true","CONSTRUCTION","2018-05-02T00:00:00.000","6","6","0","0",,,,"2009.0653","Vacant lot. Contruct new 6-unit residential building above retail.","TO ERECT 4 STORIES, NO BASEMENT, 6 UNITS RESIDENTIAL WITH COMMERCIAL BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ASTARR",,,,"1 - Richmond","1",,"Outer Richmond","Outer Richmond","2019","Q1","2019_Q1","37.77554029","-122.496011","POINT (-122.496011 37.77554029)","8","8","4","29"
"Resident","1462031","460 31ST AV","true","CONSTRUCTION","2018-08-29T00:00:00.000","2","2","0","0",,,,"2014-003232PRJ","Demolish existing non-historic single family dwelling. Construct new 4-story over basement two-family dwelling with 4 parking spaces","TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILIES DWELLING BLDG.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BBENDIX","Gabriel Ng + Architects, Inc.",,"4156828060","1 - Richmond","1",,"Outer Richmond","Outer Richmond","2019","Q1","2019_Q1","37.78062938","-122.4908871","POINT (-122.4908871 37.78062938)","8","8","4","29"
"Resident","3749012","15 GUY PL","true","CONSTRUCTION","2019-03-04T00:00:00.000","2","1","0","0",,,,"2015-000943PRJ","Demolish an existing single-family dwelling and construct a new two-family dwelling.","CONSTRUCT NEW 6-STORY 2-DWELLING RESIDENTIAL BUILDING OF TYPE 1A CONSTRUCTION AT GROUND FLOOR AND TYPE 3B CONSTRUCTION AT FLOORS 2 TO 6.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DVU","ZONE Consulting",,"4158105116","9 - South of Market","6","Downtown-Van Ness-Geary","Financial District/South Beach","South of Market","2019","Q1","2019_Q1","37.78630746","-122.394352","POINT (-122.394352 37.78630746)","30","1","10","8"
"Resident","7538037","290 BEACON ST","true","BP APPROVED","2015-08-25T00:00:00.000","1","0","0","0",,,,,,"HORIZ.ADDITION. 3 NEW BEDROOMS,1 NEW BATH,NEW BASEMENT LEVEL & LARGER MASTER BEDROOM AREA.REMOVE INTERIOR WALLS FOR (E)BEDROOM TO CREATE NEW FAMILY ROOM WITH DECK OVER ADDITION BELOW.DEMOLISH DINING ROOM ROOF/WALLS TO CREATE NEW HIGHER ROOF & EXTENDED DIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FLORESVE",,,,"7 - Central","8",,"Glen Park","Glen Park","2019","Q1","2019_Q1","37.74083915","-122.43233","POINT (-122.43233 37.74083915)","59","9","5","10"
"Resident","3502024","140 DUBOCE AV","false","BP FILED","2018-11-09T00:00:00.000","17","2","0","0",,,,"2014.1392","Variance request to the rear yard, open space, and exposure requirements to permit an addition that creates two additional dwelling units.",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","AA CONV","Greg Schank","Troy Kashnipour","415.431.0869","8 - Mission","8","Market & Octavia","Mission","Mission","2019","Q1","2019_Q1","37.77001322","-122.4234968","POINT (-122.4234968 37.77001322)","27","1","5","20"
"CIE","7106052","327 CAPITOL AV","true","CONSTRUCTION","2018-05-02T00:00:00.000","0","0","0","0",,,,"2015-000060PRJ","Change of use from a religious facility to a child care facility for up to 90 children ages 2.5-6 years old.","CHANGE OF USE FROM RELIGIOUS FACILITY TO CHILD CARE UP TO 90 CHILDREN. RENOVATE EXTG STRUCTURE FOR UPGRADES FOR LICENSED PRE-SCHOOL INCLUDING; ADA, MECHANICAL, LIFE SAFETY AND SEISMIC.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","APERRY","Quickdraw Permit Consulting",,"4155521888","13 - Ingleside","11",,"Oceanview/Merced/Ingleside","Ocean View","2019","Q1","2019_Q1","37.71355321","-122.4593027","POINT (-122.4593027 37.71355321)","81","10","1","24"
