"permit_no","description","site_address","site_city","site_zip","site_number","site_apn","parent_permit_no","reference_no","business_license","site_description","fees_charged","fees_paid","site_streetname","jobvalue","expired","balance_due","approved","issued","applied","subtype","finaled","type","site_subdivision","status","bldg_sf","project_number","other_date1","prefix","garage_sf","site_geotype","no_units","valid_for_days","application_no","paid_date","geocoded_column","duration","processing_time"
"S98-01104","SEE DESCRIPTION",,,,,,,,,,"145","145",,"12000","1999-01-18T00:00:00.000","0","1998-07-22T00:00:00.000","1998-07-22T00:00:00.000","1998-07-22T00:00:00.000",,"1999-01-18T00:00:00.000","BLDG",,"EXPIRED",,,,"S",,,,,,"1998-07-23T00:00:00.000","POINT (-119.662127 37.211164)","129","1"
"S98-01406","SEE DESCRIPTION",,,,,,,,,,"206.7","206.7",,"3300","1999-03-07T00:00:00.000","0","1998-09-08T00:00:00.000","1998-09-08T00:00:00.000","1998-09-08T00:00:00.000",,"1999-03-07T00:00:00.000","BLD2",,"EXPIRED",,,,"S",,,,,,"1998-09-16T00:00:00.000","POINT (-119.662127 37.211164)","129","1"
"S97-02301","SEE DESCRIPTION",,,,,,,,,,"132","132",,"4000","1998-06-21T00:00:00.000","0","1997-12-23T00:00:00.000","1997-12-23T00:00:00.000","1997-12-23T00:00:00.000",,"1998-06-21T00:00:00.000","BLD2",,"EXPIRED",,,,"S",,,,,,"1997-12-23T00:00:00.000","POINT (-119.662127 37.211164)","129","1"
"WW17-00155",,,,,,,,,,,,,,"0",,"0",,,"2017-12-17T00:00:00.000","CLASS V - FOG PERMIT","2018-07-16T00:00:00.000","FATS OIL  GREASE PERMIT",,"FINALED","0",,,"WW","0",,"0",,,,"POINT (-119.662127 37.211164)","151",
"Z94-00241","SEE DESCRIPTION",,,,,,,,,,"919.5","919.5",,"180000","1995-05-31T00:00:00.000","0","1994-12-02T00:00:00.000","1994-12-02T00:00:00.000","1994-12-02T00:00:00.000",,,"PCHK",,"EXPIRED",,,,"Z",,,,,,"1994-12-02T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"Z96-00158","SEE DESCRIPTION",,,,,,,,,,"349.5","349.5",,"40000","1998-07-24T00:00:00.000","0","1996-07-24T00:00:00.000","1996-07-24T00:00:00.000","1996-07-24T00:00:00.000",,,"PCHK",,"EXPIRED",,,,"Z",,,,,,"1996-07-24T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"Z99-00161","SEE DESCRIPTION",,,,,,,,,,"207","207",,"20000","2001-09-15T00:00:00.000","0","1999-09-16T00:00:00.000","1999-09-16T00:00:00.000","1999-09-16T00:00:00.000",,,"PCHK",,"EXPIRED",,,,"Z",,,,,,"1999-09-16T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"Z93-00241","SEE DESCRIPTION",,,,,,,,,,"207","207",,"20000","1994-06-06T00:00:00.000","0","1993-12-08T00:00:00.000","1993-12-08T00:00:00.000","1993-12-08T00:00:00.000",,,"PCHK",,"EXPIRED",,,,"Z",,,,,,"1993-12-08T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"Z95-00326","INSTALL COPING AT PARAPET",,,,,,,"1",,,"54","54",,"600","1995-10-22T00:00:00.000","0","1995-04-25T00:00:00.000","1995-04-25T00:00:00.000","1995-04-25T00:00:00.000",,,"PCHK",,"EXPIRED",,,,"Z",,,,,,"1995-04-25T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"UC14-09625",,,,,,,,,,,,,,"0","2015-05-17T00:00:00.000","0",,,"2014-11-18T00:00:00.000","EBMUD - 723",,"UTILITY CONTRACTOR",,"EXPIRED","0",,,"UC","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"13-00860","623 28TH STREET",,,,,,,,,,"401.88","0",,"0","2013-08-19T00:00:00.000","401.88",,,"2013-02-20T00:00:00.000","MISCELLANEOUS",,"ENCROACHMENT",,"EXPIRED","0",,,"EN","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"13-02359","T/A DRAW DOWN ACCOUNT -  BUBBA'S LOWBED",,,,,,,,,,"16","16",,"0","2013-11-26T00:00:00.000","0",,,"2013-05-30T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2013-06-05T00:00:00.000","POINT (-119.662127 37.211164)",,
"13-03169","PIO'S TRUCKLINE",,,,,,,,,,"90","90",,"0","2014-01-15T00:00:00.000","0","2013-07-19T00:00:00.000","2013-07-19T00:00:00.000","2013-07-19T00:00:00.000","ANNUAL",,"TRANSPORTATION",,"ISSUED","0",,,"EN","0",,"0",,,"2013-07-19T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"13-05561","T/A DRAW DOWN ACCOUNT - BIGGE CRANE & RIGGING","ADK",,,,,,,,,"16","16","ADK","0","2014-05-26T00:00:00.000","0",,,"2013-11-27T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2014-01-23T00:00:00.000",,,
"B19-02453",,,,,,,,,,,"33.66","0",,"0",,"33.66",,,"2019-09-10T00:00:00.000","SOLAR",,"BLD ELC RESIDENTIAL",,"VOID","0",,,"B","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"BP18-01260","FIRE DAMAGE REPAIR: CC18-00109:",,,,,,,,,,"3301.74","0",,"149270",,"3301.74",,,"2018-11-16T00:00:00.000","BLD RESIDENTIAL",,"BLD PLAN CHECK",,"APPLIED","0",,,"BP","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"EN19-00634","SEAVER AVE & S. 47TH STREET","SEAVER AVE S. 47TH STREET",,,"SEAVER AVE",,,,,,"620.16","0","S. 47TH STREET","0",,"620.16",,,"2019-06-19T00:00:00.000","PGE",,"ENCROACHMENT",,"APPLIED","0",,,"EN","0",,"0",,,,,,
"EN19-01406","T/A DRAW DOWN ACCOUNT",,,,,,,,,,"16.32","0",,"0",,"16.32","2019-12-11T00:00:00.000",,"2019-12-11T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"ISSUED","0",,,"EN","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"EN22-00269",,,,,,,,,,,"0","0",,"0",,"0",,,,"MISCELLANEOUS",,"ENCROACHMENT",,"APPLICATION PROCESSED","0",,,"EN","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"ESTIMATE4-AA","DO NOT DELETE",,,,,,,,,,"168902","0",,"1009260",,"168902",,,,"NEW",,"BLD COMMERCIAL",,"APPLIED","8228",,,"B","0",,"4",,,,"POINT (-119.662127 37.211164)",,
"LGA17-01446","VOID",,,,,,,,,,,,,"0",,"0",,,"2017-08-01T00:00:00.000",,,"LATERAL GRANT APPLICATION",,"VOID","0",,,"LGA","0",,"0",,,,"POINT (-119.662127 37.211164)",,
"M93-00195","SEE DESCRIPTION",,,,,,,,,,"824.5","824.5",,"150000","1993-12-22T00:00:00.000","0","1993-06-25T00:00:00.000","1993-06-25T00:00:00.000","1993-06-25T00:00:00.000",,,"DEMO",,"EXPIRED",,,,"M",,,,,,"1993-06-25T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"M93-00391","REINSPECTION FEE",,,,,,,,,,"15","15",,"0","1994-06-18T00:00:00.000","0","1993-12-20T00:00:00.000","1993-12-20T00:00:00.000","1993-12-20T00:00:00.000",,,"PLTY",,"EXPIRED",,,,"M",,,,,,"1993-12-20T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"P92-00177","SEE DESCRIPTION",,,,,,,,,,"64","64",,"1862","1992-12-15T00:00:00.000","0","1992-06-18T00:00:00.000","1992-06-18T00:00:00.000","1992-06-18T00:00:00.000",,,"CONVERTED",,"EXPIRED",,,,"P",,,,,,"1992-06-18T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"RC17-22719","145 S 45TH","145S 45TH","RICHMOND","94804-3411","145","513101014",,,"40025253",,,,"S 45TH",,,,,,,"PARTIALLY COVERED",,"RENT CONTROL / JUST CAUSE",,"CALL PROGRAM FOR STATUS",,,,"RC",,,,,,,,,
"RC17-25595",,,,,,,,,,,"0","0",,,,"0",,,,"FULLY COVERED",,"RENT CONTROL / JUST CAUSE",,"CALL PROGRAM FOR STATUS",,,,"RC",,,,,,,"POINT (-119.662127 37.211164)",,
"RC18-02643","10 1ST","10 1ST","RICHMOND","94801-3481","10","538350037",,,,,"557.43","0","1ST",,,"557.43",,,,"FULLY COVERED",,"RENT CONTROL / JUST CAUSE",,"NONCOMPLIANT",,,,"RC",,,,,,,"POINT (-122.368669 37.931601)",,
"S94-01219","LIGHTNING STRIKE-ELECTRICAL DRY WALL PAINT",,,,,,,,,,"141","141",,"5000","1995-04-05T00:00:00.000","0","1994-10-07T00:00:00.000","1994-10-07T00:00:00.000","1994-10-07T00:00:00.000",,,"BLDG",,"ISSUED",,,,"S",,,,,,"1994-10-07T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"S99-00928","SEE DESCRIPTION",,,,,,,,,,"353","353",,"38470","1999-12-18T00:00:00.000","0","1999-06-21T00:00:00.000","1999-06-21T00:00:00.000","1999-06-21T00:00:00.000",,"1999-12-18T00:00:00.000","BLDG",,"EXPIRED",,,,"S",,,,,,"1999-06-21T00:00:00.000","POINT (-119.662127 37.211164)","130","1"
"S99-01488","SEE DESCRIPTION",,,,,,,,,,"64","64",,"100","2000-03-21T00:00:00.000","0","1999-09-23T00:00:00.000","1999-09-23T00:00:00.000","1999-09-23T00:00:00.000",,"2000-03-21T00:00:00.000","BLDG",,"EXPIRED",,,,"S",,,,,,"1999-09-23T00:00:00.000","POINT (-119.662127 37.211164)","129","1"
"13-05254","T/A DRAW DOWN ACCOUNT - BIGGE CRANE & RIGGING","ADK",,,,,"13-05249",,,,"16","16","ADK","0","2014-05-06T00:00:00.000","0",,,"2013-11-07T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2014-01-17T00:00:00.000",,,
"13-01813","600 MCLAUGHLIN STREET (COC)","600 MCLAUGHLIN ST","RICHMOND","94805-1949","600","519180010","11-01171",,,"RICH TRAFFIC CTR LOTS 1 & 2 BLK 7","155","155","MCLAUGHLIN ST","0","2025-04-25T00:00:00.000","0","2011-03-24T00:00:00.000","2013-04-26T00:00:00.000","2013-04-26T00:00:00.000","CERTIFICATE OF COMP",,"WASTEWATER",,"ISSUED","0",,,"ENG","0","PARCEL","0",,,"2013-04-26T00:00:00.000","POINT (-122.325019 37.937439)",,"1"
"B15-00895","REMOVE/REPLACE GAS WATER HEATER","440 S 28TH ST","RICHMOND","94804-2940","440","549082006",,,,"B BOORMANS ADDN LOT 9 POR 8 & 10 BLK 3","259.22","259.22","S 28TH ST","1159","2016-05-17T00:00:00.000","0",,"2015-03-20T00:00:00.000","2015-03-20T00:00:00.000","WATER HEATER","2015-11-19T00:00:00.000","BLD PLM RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-03-23T00:00:00.000","POINT (-122.342861 37.925821)","175","1"
"13-00881","REMODEL KITCHEN AND BATHS (MSTBDRM BATH  &","1413 LINCOLN AVE","RICHMOND","94801-5300","1413","530280013",,,,"BROWN ANDRADE #3 LOTS 28 & 29 BLK 3","529.48","529.48","LINCOLN AVE","20000","2013-09-18T00:00:00.000","0",,"2013-02-21T00:00:00.000","2013-02-21T00:00:00.000","ALTERATION/REPAIR","2013-03-22T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-02-21T00:00:00.000","POINT (-122.356083 37.945978)","22","1"
"13-01212","KITCHEN & BATHROOM REMODELING","245 SANFORD AVE","RICHMOND","94801-1862","245","561162014",,,,"WALLS 2ND ADDN LOT 25 POR 26 BLK 224","1285.8","1285.8","SANFORD AVE","32800","2013-10-27T00:00:00.000","0",,"2013-03-18T00:00:00.000","2013-03-18T00:00:00.000","ALTERATION/REPAIR","2013-04-30T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-03-18T00:00:00.000","POINT (-122.367787 37.951961)","32","1"
"13-00087","IN KIND REPLACEMENT OF EXISTING DECK & STAIRS","203 BUENA VISTA AVE","RICHMOND","94801-4026","203","556161007",,,,"GLEN PARK 3","409.14","409.14","BUENA VISTA AVE","15000","2013-09-11T00:00:00.000","0",,"2013-01-07T00:00:00.000","2013-01-07T00:00:00.000","ALTERATION/REPAIR","2013-03-15T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-02-15T00:00:00.000","POINT (-122.383312 37.922484)","50","1"
"B15-12182","OTC:REPLACE MOTOR FOR HEAT EXCHANGER 1100-B1 FIN FAN AT D&R","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","327.92","320.14","CHEVRON WAY","4150","2016-09-06T00:00:00.000","7.78",,"2015-12-15T00:00:00.000","2015-12-14T00:00:00.000","EQUIP NEW","2016-03-10T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","64","2"
"B14-06044","ENTRY DECK AND STAIR","148 LAKESHORE CT","RICHMOND","94804-4597","148","560760027","13-03929",,,"T7683 L1 B33 U391","1166.34","1166.34","LAKESHORE CT","39000","2016-01-04T00:00:00.000","0",,"2015-07-08T00:00:00.000","2014-05-13T00:00:00.000","ALTERATION/REPAIR",,"BLD RESIDENTIAL",,"EXPIRED","0",,,"B","0","PARCEL","0",,,"2015-07-08T00:00:00.000","POINT (-122.344897 37.910702)",,"302"
"B14-05919","VOLUNTARY SEISMIC RETROFIT/ FRONT DECK REPLACEMENT","721 OCEAN AVE","RICHMOND","94801-3733","721","558223008",,,,"BAY VIEW ADDN 4 70","2068.86","2068.86","OCEAN AVE","97300","2015-07-14T00:00:00.000","0",,"2014-05-13T00:00:00.000","2014-05-05T00:00:00.000","ALTERATION/REPAIR","2015-01-15T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-06-02T00:00:00.000","POINT (-122.394533 37.928628)","184","7"
"B14-08282","REMOVE & REPLACE 7 EXISTING WINDOWS INSTALL","438 36TH ST","RICHMOND","94805-2163","438","516090019",,,,"RICH PULLMAN HOME TR LOTS 34 TO 36 BLK 8","386.31","386.31","36TH ST","7500","2015-03-09T00:00:00.000","0",,"2014-09-10T00:00:00.000","2014-09-10T00:00:00.000","ALTERATION/REPAIR",,"BLD RESIDENTIAL",,"EXPIRED","0",,,"B","0","PARCEL","0",,,"2014-09-10T00:00:00.000","POINT (-122.334754 37.935854)",,"1"
"B14-04136","HVAC SPLIT SYSTEM CHANGE OUT SAME LOCATION  FURANCE ONLY","320 28TH ST","RICHMOND","94804-1731","320","515242011",,,,"NICH MAC AVE CIV CEN LOTS 13 & 14 BLK 7","251.53","251.53","28TH ST","5950","2014-10-05T00:00:00.000","0",,"2014-01-22T00:00:00.000","2014-01-22T00:00:00.000","HVAC REPLACE","2014-04-08T00:00:00.000","BLD MCH RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-01-22T00:00:00.000","POINT (-122.341944 37.935413)","55","1"
"B15-11098","CO N 1MPLETE REWIRE OF HOUSE/BATHROOM AND KITCHEN REMODEL","1316 GARVIN AVE","RICHMOND","94801-2322","1316","529230003",,,,"BROWN ANDRADE LOT 36 BLK 19","1442.4","1442.4","GARVIN AVE","30000","2016-08-31T00:00:00.000","0",,"2015-09-03T00:00:00.000","2015-09-03T00:00:00.000","ALTERATION/REPAIR","2016-03-04T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-09-03T00:00:00.000","POINT (-122.357067 37.943816)","132","1"
"13-01885","5218 GARVIN (CERTIFICATE OF LATERAL COMPLIANCE)","5218 GARVIN AVE","RICHMOND","94805-1437","5218","523044003","13-01586",,,"E RICH BLVD LOT 3 BLK 35","155","155","GARVIN AVE","0","2025-04-29T00:00:00.000","0","2013-04-30T00:00:00.000","2013-04-30T00:00:00.000","2013-04-30T00:00:00.000","CERTIFICATE OF COMP",,"WASTEWATER",,"ISSUED","0",,,"ENG","0","PARCEL","0",,,"2013-04-30T00:00:00.000","POINT (-122.325523 37.944865)",,"1"
"B15-09732","REPLACE FOUNDATION FOR 6 EXISTING CALGON TANKS &","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","1866.94","1690.04","CHEVRON WAY","100000","2018-04-24T00:00:00.000","176.9",,"2015-05-06T00:00:00.000","2015-04-28T00:00:00.000","EQUIP UPGRADE","2017-09-20T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-06-28T00:00:00.000","POINT (-122.390873 37.931244)","627","7"
"13-03388","1288 SANDELING ISLAND (COC)","1288 SANDERLING IS","RICHMOND","94801-4117","1288","560410049","13-03080",,,"TRACT 3520 LOT 58","155","155","SANDERLING IS","0","2028-07-31T00:00:00.000","0","2013-07-30T00:00:00.000","2013-08-01T00:00:00.000","2013-08-01T00:00:00.000","CERTIFICATE OF COMP",,"WASTEWATER",,"ISSUED","0",,,"ENG","0","PARCEL","0",,,"2013-08-02T00:00:00.000","POINT (-122.380286 37.909218)",,"1"
"B15-00699","INSTALL 3.12 KW ROOF MOUNT PV SOLAR","2906 MC KENZIE DR","RICHMOND","94806-2613","2906","414042007",,,,"TRACT 2134 LOT 25 BLK 20","652","652","MC KENZIE DR","6500","2015-09-06T00:00:00.000","0",,"2015-03-02T00:00:00.000","2015-02-27T00:00:00.000","SOLAR","2015-03-10T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0","PLN15-124",,"B","0","PARCEL","0",,,"2015-03-03T00:00:00.000","POINT (-122.33292 37.976719)","8","2"
"B14-06136","BATHROOM REMODELING AND SHEET ROCK PATCH","1309 MARIPOSA ST","RICHMOND","94804-4934","1309","508082003",,,,"RICHMOND ANNEX 4 4","264.71","264.71","MARIPOSA ST","3000","2014-12-15T00:00:00.000","0",,"2014-05-19T00:00:00.000","2014-05-16T00:00:00.000","ALTERATION/REPAIR","2014-06-18T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-05-19T00:00:00.000","POINT (-122.322192 37.914359)","24","2"
"13-01771","76 SEA BREEZE (PRE/POST VIDEO REVIEW)","76 SEABREEZE DR","RICHMOND","94804-7410","76","560560029",,,,"T6978 L29","60","60","SEABREEZE DR","0","2014-04-23T00:00:00.000","0",,"2013-04-24T00:00:00.000","2013-04-24T00:00:00.000","SEWER LATERAL VIDEO REVIEW",,"WASTEWATER",,"ISSUED","0",,,"ENG","0","PARCEL","0",,,"2013-04-24T00:00:00.000","POINT (-122.340449 37.910086)",,"1"
"13-02849","T/A DRAW DOWN ACCOUNT - K L H TRANSPORT",,,,,,,,,,"16","16",,"0","2013-12-25T00:00:00.000","0",,,"2013-06-28T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2013-07-10T00:00:00.000","POINT (-119.662127 37.211164)",,
"13-01988","REPAIR CONCRETE PILE AT BERTH #1 LONG WHARF.","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","1042.58","1042.58","CHEVRON WAY","44000","2015-10-24T00:00:00.000","0","2013-05-13T00:00:00.000","2013-05-16T00:00:00.000","2013-05-06T00:00:00.000","REMODEL/REPAIR","2015-04-27T00:00:00.000","BLD COMMERCIAL",,"FINALED","0","CHM08-001",,"BLD","0","ADDRESS","0",,,"2013-05-16T00:00:00.000","POINT (-122.390873 37.931244)","516","9"
"13-05371","REPLACE WALL FURNACE","4326 NELSON DR","RICHMOND","94803-2303","4326","431132003",,,,"TRACT 2088 LOT 498","246.48","246.48","NELSON DR","3100","2014-05-14T00:00:00.000","0",,"2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","HVAC REPLACE","2013-12-03T00:00:00.000","BLD MCH RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2013-11-15T00:00:00.000","POINT (-122.300332 37.969416)","13","1"
"13-05589","REPLACE FIRE DAMAGED PORTIONS OF EXIST DECK","6318 BONITA CT","RICHMOND","94806-4219","6318","419194020","13-05085",,,"TRACT 3131 LOT 20 BLK 6","187","187","BONITA CT","0","2014-05-26T00:00:00.000","0",,"2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","BLD RESIDENTIAL",,"BLD OTC PLAN CHK",,"EXPIRED","0",,,"B","0","PARCEL","0",,,"2013-11-27T00:00:00.000","POINT (-122.317474 37.957631)",,"1"
"13-01187","T/A DRAW DOWN ACCOUNT - GHILOTTI BROTHERS",,,,,,,,,,"16","16",,"0","2013-09-10T00:00:00.000","0",,,"2013-03-14T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2013-03-22T00:00:00.000","POINT (-119.662127 37.211164)",,
"B16-00207","2.34KW ROOF MOUNTED PV SOLAR W/9MODULES","5735 DOREMUS AVE","RICHMOND","94805-1576","5735","520010019",,,,"E RICH HGTS #2 LOT 14 BLK 81 & TR ADJ","500","500","DOREMUS AVE","5200","2016-09-03T00:00:00.000","0",,"2016-01-27T00:00:00.000","2016-01-25T00:00:00.000","P.V. SYSTEM","2016-03-07T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0","PLN16-045",,"B","0","PARCEL","0",,,"2016-01-27T00:00:00.000","POINT (-122.319334 37.944434)","31","3"
"13-03136","REPIPE DRAIN LINE UNDER HOUSE","723 39TH ST","RICHMOND","94805-1850","723","518010006",,,,"GRAND VIEW TERR LOT 16 POR 17 BLK 24","310.04","310.04","39TH ST","5678","2015-01-10T00:00:00.000","0",,"2013-07-18T00:00:00.000","2013-07-18T00:00:00.000","ALTERATION/REPAIR","2014-07-14T00:00:00.000","BLD PLM RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2014-07-02T00:00:00.000","POINT (-122.330544 37.941751)","258","1"
"B14-07601","REPLACE 12 WINDOWS & 3 PATIO DOORS","5157 RAIN CLOUD DR","RICHMOND","94803-2618","5157","433403006",,,,"T04833 L0353 B","393.29","393.29","RAIN CLOUD DR","19580","2015-02-17T00:00:00.000","0",,"2014-08-07T00:00:00.000","2014-08-06T00:00:00.000","ALTERATION/REPAIR","2014-08-21T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-08-07T00:00:00.000","POINT (-122.269884 37.964888)","12","2"
"B15-10580","OTC: TEMPORARY POWER FOR TRAILERS AT FCC","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","666.47","578.02","CHEVRON WAY","50000","2016-03-19T00:00:00.000","88.45",,"2015-07-21T00:00:00.000","2015-07-21T00:00:00.000","EQUIP UPGRADE","2015-09-21T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","45","1"
"B15-10031","2.6 KW ROOF MOUNTED PV SOLAR WITH 10 MODULES","1505 FOX GLOVE PL","RICHMOND","94806-1883","1505","405570041",,,,"T8116 L41","500","500","FOX GLOVE PL","5746","2015-12-09T00:00:00.000","0",,"2015-06-05T00:00:00.000","2015-06-01T00:00:00.000","SOLAR","2015-06-12T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-06-05T00:00:00.000","POINT (-122.334456 37.992098)","10","5"
"13-03098","CODE COMPLIANCE DUE TO FIRE","2811 SAN LUIS AVE","RICHMOND","94804-5920","2811","510082002",,,,"RICHMOND ANNEX POR LOTS 89 & 10 BLK 91","421","421","SAN LUIS AVE","0","2014-01-12T00:00:00.000","0",,"2013-07-16T00:00:00.000","2013-07-16T00:00:00.000","CODE COMPLIANCE",,"BLD RESIDENTIAL",,"ISSUED","0",,,"BLD","0","PARCEL","0",,,"2013-07-16T00:00:00.000","POINT (-122.31092 37.902653)",,"1"
"B14-06156","1 TEMPORARY 120KW GENERATOR FOR YDIB C-400/","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","299.93","288.43","CHEVRON WAY","6500","2014-12-09T00:00:00.000","11.5","2014-05-21T00:00:00.000","2014-05-22T00:00:00.000","2014-05-20T00:00:00.000","TEMP POWER","2014-06-12T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2014-06-30T00:00:00.000","POINT (-122.390873 37.931244)","18","3"
"13-03786","230 HARBOUR WAY SOUTH","230 HARBOUR WAY","RICHMOND","94804-2428","230","550340006",,,,"NYSTROM ADDN PORS BLKS 6910 & TR ADJ","577.44","577.44","HARBOUR WAY","0","2013-10-27T00:00:00.000","0","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","2013-08-23T00:00:00.000","CONCRETE",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0","PARCEL","0",,,"2013-08-28T00:00:00.000","POINT (-122.359998 37.934782)",,"4"
"B16-00615","OTC: REMOVE & REINSTALL CONTROL VALVE 83FV005 & POSITIONER","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","342.5","327.5","CHEVRON WAY","8000","2017-05-16T00:00:00.000","15",,"2016-03-04T00:00:00.000","2016-03-02T00:00:00.000","EQUIP REPAIR","2016-11-17T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","187","3"
"13-04669","208 W CHANSLOR (COC)","208 W CHANSLOR AVE","RICHMOND","94801-3435","208","901040411","13-03335",,,,"100","100","W CHANSLOR AVE","0","2028-10-07T00:00:00.000","0","2013-08-16T00:00:00.000","2013-10-08T00:00:00.000","2013-10-08T00:00:00.000","CERTIFICATE OF COMP",,"WASTEWATER",,"ISSUED","0",,,"ENG","0","PARCEL","0",,,"2013-10-10T00:00:00.000","POINT (-122.371088 37.9321)",,"1"
"13-01651","EXISTING CELL SITE REPLACE EXISTING ANTENNAS FOR","5500 VALLEY VIEW CT","RICHMOND","94803-7100","5500","435180008",,,,"PCL MAP 129 PG 10 POR PCL B",,,"VALLEY VIEW CT","6700","2013-10-14T00:00:00.000","0",,,"2013-04-17T00:00:00.000",,,"BLD COMMERCIAL",,"EXPIRED","0",,,"BLD","0","PARCEL","0",,,,,,
"B15-10291","4.68 KW ROOF MOUNTED PV SOLAR WITH 18 MODULES","608 BRADFORD DR","RICHMOND","94806-1715","608","408033022",,,,"PARCHESTER VILLAGE #1 LOT 168","500","500","BRADFORD DR","10343","2015-12-15T00:00:00.000","0",,"2015-06-18T00:00:00.000","2015-06-17T00:00:00.000","SOLAR",,"BLD ELC RESIDENTIAL",,"EXPIRED","0","PLN15-357",,"B","0","PARCEL","0",,,"2015-06-18T00:00:00.000","POINT (-122.355179 37.985504)",,"2"
