"a_employee_number","e_eeo_function","e_marital_status","e_gender","e_eeo_race","e_eeo_part_full_t","e_activity_status","e_inactive_date","e_terminated_code","e_terminated_date","a_bargain_primary","a_org_primary","a_project_primary","a_location_primary","a_location_p_desc","a_location_p_short","a_job_code_primary","a_job_class_descsh","a_job_class_desc","e_status","status_long_descriptor","e_hire_date","e_permanent_date","e_service_date","e_work_location","a_object_primary","e_orig_hire_date","e_adv_del","prem_white","prem_hawaiian","prem_black","prem_asian","prem_hispanic","prem_amerind"
"525","09","Single","Female","Black","F","Inactive","2010-10-14T00:00:00.000","100","2010-10-15T00:00:00.000","1000","81112091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1015","ADMIN AIDE","ADMINISTRATIVE AIDE","1","Full Time Permanent","2003-08-12T00:00:00.000","1991-02-04T00:00:00.000","1991-02-04T00:00:00.000","310","400003","1991-02-04T00:00:00.000","P","N","N","N","N","N","N"
"526","09","Single","Female","Black","P","Inactive","2015-12-30T00:00:00.000","100","2015-12-31T00:00:00.000","1000","41141191",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1225","HSG PS II","HOUSING PROGRAM SPECIALIST II","1","Full Time Permanent","2003-02-01T00:00:00.000","1999-06-01T00:00:00.000","1999-06-01T00:00:00.000","310","400003","1999-06-01T00:00:00.000","E","N","N","N","N","N","N"
"530","09","Single","Male","Black","F","Inactive","2009-12-30T00:00:00.000","100","2009-12-31T00:00:00.000","1000","81111091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1353","RES HSE MG","RESIDENT HOUSING MANAGER","1","Full Time Permanent","2002-01-02T00:00:00.000","2003-07-01T00:00:00.000","1993-07-01T00:00:00.000","310","400003","1993-07-01T00:00:00.000","P","N","N","N","N","N","N"
"531","09","Single","Female","Caucasian","F","Inactive","2017-06-30T00:00:00.000","100","2017-07-01T00:00:00.000","2000","45142391",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","2275","HS PROG AN","HOUSING PROGRAMS ANALYST","4","F.T.S. Probationary","2000-06-20T00:00:00.000","1992-02-18T00:00:00.000","1992-02-18T00:00:00.000","310","400002","1992-02-18T00:00:00.000","E","N","N","N","N","N","N"
"533","15","Single","Female","Black","F","Inactive","2019-07-09T00:00:00.000","300","2019-07-01T00:00:00.000","1000","45142391",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1200","EXE SEC II","EXECUTIVE SECRETARY II","1","Full Time Permanent","2007-08-01T00:00:00.000","1996-04-07T00:00:00.000","1998-08-13T00:00:00.000","310","400003","1996-04-07T00:00:00.000","P","N","N","N","N","N","N"
"534","09","Single","Female","Black","F","Inactive","2013-02-19T00:00:00.000","700","2013-02-20T00:00:00.000","1000","81115091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1000","ACCT I","ACCOUNTANT I","1","Full Time Permanent","2002-12-16T00:00:00.000","2002-12-16T00:00:00.000","1996-07-22T00:00:00.000","170","400003","1996-07-22T00:00:00.000","E","N","N","N","N","N","N"
"535","09","Single","Male","Hispanic","F","Inactive","2019-07-09T00:00:00.000","300","2019-07-01T00:00:00.000","1000","41141191",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1230","HSG PS III","HOUSING PROGRAM SPECIALIST III","1","Full Time Permanent","2002-05-06T00:00:00.000","1994-06-27T00:00:00.000","1994-06-27T00:00:00.000","310","400003","1994-06-27T00:00:00.000","P","N","N","N","N","N","N"
"537","09","Single","Female","Asian","F","Inactive","2011-12-29T00:00:00.000","100","2011-12-30T00:00:00.000","1000","81112091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1311","MIS TECH","MIS TECHNICIAN","1","Full Time Permanent","2000-02-03T00:00:00.000","1976-01-02T00:00:00.000","1976-01-02T00:00:00.000","310","400003","1976-01-02T00:00:00.000","P","N","N","N","N","N","N"
"538","09","Single","Male","Hispanic","F","Inactive","2011-10-30T00:00:00.000","100","2011-10-31T00:00:00.000","2000","81111091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","2195","DEP DR HS","DEPUTY DIR HOUSING AUTHORITY","1","Full Time Permanent","2000-12-13T00:00:00.000","1999-12-13T00:00:00.000","1989-12-13T00:00:00.000","310","400002","1999-12-13T00:00:00.000","P","N","N","N","N","N","N"
"539","06","Single","Female","Caucasian","P","Inactive","2009-06-29T00:00:00.000",,"2009-06-06T00:00:00.000","1000","01251051",,"25","COMMUNITY SERVICES","COMM SRV","1317","OFF AST II","OFFICE ASSISTANT II","1","Full Time Permanent","2000-07-17T00:00:00.000","2000-07-17T00:00:00.000","2000-07-17T00:00:00.000","250","400003","2000-07-17T00:00:00.000",,"N","N","N","N","N","N"
"542","12","Married","Male","Asian","F","Active",,,,"1000","01232231",,"23","PUBLIC WORKS DEPARTMENT","PW","1066","BDG WK III","BUILDING TRADES WORKER III","4","F.T.S. Probationary","2014-03-22T00:00:00.000","2014-09-22T00:00:00.000","1991-01-28T00:00:00.000","233","400003","1991-01-28T00:00:00.000","E","N","N","N","N","N","N"
"543","09","Single","Male","Black","F","Inactive","2017-09-28T00:00:00.000","100","2017-09-29T00:00:00.000","2000","45142491",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","2255","FIN MANAGE","FINANCE MANAGER","1","Full Time Permanent","2004-11-01T00:00:00.000","1986-10-20T00:00:00.000","1988-08-27T00:00:00.000","170","400002","1986-10-20T00:00:00.000","E","N","N","N","N","N","N"
"544","09","Single","Female","Black","F","Inactive","2010-09-30T00:00:00.000","100","2010-10-01T00:00:00.000","1000","81114091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1313","MOD PRG SP","MODERNIZATION PGM SPECIALIST","1","Full Time Permanent","2006-01-18T00:00:00.000","1998-11-02T00:00:00.000","1999-04-20T00:00:00.000","310","400003","1998-11-02T00:00:00.000","P","N","N","N","N","N","N"
"546","14","Single","Female","Black","F","Active",,,,"2000","01181016",,"18","HUMAN RESOURCES MANAGEMENT","HRM","2385","PRIN PR AN","PRINCIPAL PERSONNEL ANALYST","1","Full Time Permanent","2008-05-12T00:00:00.000","1996-07-08T00:00:00.000","1997-06-02T00:00:00.000","180","400002","1996-07-08T00:00:00.000","E","N","N","N","N","N","N"
"549","06","Married","Male","Black","F","Active",,,,"1000","11233731",,"23","PUBLIC WORKS DEPARTMENT","PW","1215","GRDSKP GRD","GROUNDSKEEPER/GARDENER","1","Full Time Permanent","2007-07-02T00:00:00.000","1988-12-15T00:00:00.000","1988-12-15T00:00:00.000","330","400003","1988-12-15T00:00:00.000","E","N","N","N","N","N","N"
"552","09","Single","Female","Black","F","Inactive","2019-07-09T00:00:00.000","300","2019-07-01T00:00:00.000","4000","41141191",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","4115","PRO MAN I","PROJECT MANAGER I","17","Full Time Exemp","2003-08-26T00:00:00.000","1993-10-12T00:00:00.000","1993-10-12T00:00:00.000","310","400001","1993-10-12T00:00:00.000","P","N","N","N","N","N","N"
"554","04","Married","Male","Caucasian","F","Inactive","2015-05-08T00:00:00.000","100","2015-05-09T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1986-06-10T00:00:00.000","1986-06-10T00:00:00.000","1986-06-10T00:00:00.000","190","400004","1986-06-10T00:00:00.000","E","N","N","N","N","N","N"
"556","04","Single","Male","Hispanic","F","Inactive","2015-01-29T00:00:00.000","700","2015-01-30T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2000-12-18T00:00:00.000","2000-12-18T00:00:00.000","1997-07-18T00:00:00.000","190","400004","2000-12-18T00:00:00.000","E","N","N","N","N","N","N"
"557","04","Married","Male","Black","F","Inactive","2012-08-05T00:00:00.000","100","2012-08-06T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1986-06-09T00:00:00.000","1986-06-09T00:00:00.000","1986-06-09T00:00:00.000","190","400004","1986-06-09T00:00:00.000",,"N","N","N","N","N","N"
"558","04","Single","Male","Hispanic","F","Active",,,,"5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2018-01-28T00:00:00.000","2019-01-28T00:00:00.000","2000-06-12T00:00:00.000","190","400004","2000-06-12T00:00:00.000","E","N","N","N","N","N","N"
"563","04","Married","Male","Black","F","Inactive","2017-11-30T00:00:00.000","100","2017-12-01T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2006-05-22T00:00:00.000","1990-01-22T00:00:00.000","1990-01-22T00:00:00.000","190","400004","1990-01-22T00:00:00.000","E","N","N","N","N","N","N"
"565","04","Married","Male","Black","F","Inactive","2016-05-31T00:00:00.000","200","2016-06-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1991-01-02T00:00:00.000","1991-01-02T00:00:00.000","1988-07-25T00:00:00.000","190","400004","1991-01-02T00:00:00.000","E","N","N","N","N","N","N"
"566","04","Single","Male","Black","F","Inactive","2020-09-04T00:00:00.000","100","2020-08-21T00:00:00.000","4000","01191021",,"13","CITY MANAGER","CITY MGR","4105","POL CHIEF","POLICE CHIEF","1","Full Time Permanent","2016-01-09T00:00:00.000",,"1984-09-01T00:00:00.000","190","400001","1984-09-01T00:00:00.000","P","N","N","N","N","N","N"
"567","04","Married","Male","Black","F","Inactive","2012-05-16T00:00:00.000","100","2012-05-17T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5500","POL CAPTAI","POLICE CAPTAIN","1","Full Time Permanent","2010-05-27T00:00:00.000","1979-02-19T00:00:00.000","1980-06-05T00:00:00.000","190","400004","1979-02-19T00:00:00.000","P","N","N","N","N","N","N"
"569","04","Married","Male","Caucasian","F","Active",,,,"5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1994-05-16T00:00:00.000","1994-01-03T00:00:00.000","1994-05-16T00:00:00.000","190","400004","1994-01-03T00:00:00.000","E","N","N","N","N","N","N"
"571","04","Married","Male","Caucasian","F","Inactive","2012-07-17T00:00:00.000","100","2012-07-18T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2006-05-22T00:00:00.000","1986-06-08T00:00:00.000","1986-06-08T00:00:00.000","190","400004","1986-06-08T00:00:00.000",,"N","N","N","N","N","N"
"573","04","Married","Male","Indian","F","Inactive","2015-06-30T00:00:00.000","200","2015-07-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1993-11-08T00:00:00.000","1993-11-08T00:00:00.000","1989-02-24T00:00:00.000","190","400004","1993-11-08T00:00:00.000","E","N","N","N","N","N","N"
"574","04","Single","Female","Caucasian","F","Inactive","2016-06-15T00:00:00.000","200","2016-06-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2006-05-22T00:00:00.000","1992-01-02T00:00:00.000","1992-05-12T00:00:00.000","190","400004","1992-01-02T00:00:00.000","E","N","N","N","N","N","N"
"576","04","Married","Male","Black","F","Inactive","2014-05-23T00:00:00.000","100","2014-05-24T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","4","F.T.S. Probationary","2013-01-06T00:00:00.000","1981-01-27T00:00:00.000","1978-03-27T00:00:00.000","190","400004","1981-01-27T00:00:00.000","E","N","N","N","N","N","N"
"578",,"Married","Female","Hispanic","T","Inactive","2010-03-16T00:00:00.000",,,"8000","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2010-03-01T00:00:00.000",,"2010-03-01T00:00:00.000","190","400006",,"P","N","N","N","N","N","N"
"579","04","Single","Male","Asian","F","Inactive","2018-06-19T00:00:00.000","400","2018-06-20T00:00:00.000","8500","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2017-02-20T00:00:00.000",,"1999-12-13T00:00:00.000","190","400006","1999-07-23T00:00:00.000","E","N","N","N","N","N","N"
"580",,"Married","Male","Caucasian","T","Inactive","2010-03-16T00:00:00.000",,"2007-12-31T00:00:00.000","8000","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2010-03-01T00:00:00.000",,"1990-09-08T00:00:00.000","190","400006",,"P","N","N","N","N","N","N"
"584","04","Single","Female","Caucasian","F","Inactive","2015-06-30T00:00:00.000","200","2015-07-01T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2011-07-03T00:00:00.000","1991-04-25T00:00:00.000","1991-04-25T00:00:00.000","190","400004","1991-04-25T00:00:00.000","E","N","N","N","N","N","N"
"586","04","Single","Male","Caucasian","F","Inactive","2009-08-03T00:00:00.000",,"2009-07-13T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1986-05-02T00:00:00.000","1986-05-02T00:00:00.000","1984-05-02T00:00:00.000","190","400004","1986-05-02T00:00:00.000",,"N","N","N","N","N","N"
"588","04","Married","Male","Black","F","Inactive","2016-12-19T00:00:00.000","200","2016-12-20T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1993-06-28T00:00:00.000","1993-06-28T00:00:00.000","1993-06-28T00:00:00.000","190","400004","1993-06-28T00:00:00.000","E","N","N","N","N","N","N"
"589","04","Married","Male","Caucasian","F","Active",,,,"5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2000-02-22T00:00:00.000","2000-02-22T00:00:00.000","1995-02-22T00:00:00.000","190","400004","2000-02-22T00:00:00.000","E","N","N","N","N","N","N"
"590","04","Single","Male","Hispanic","F","Inactive","2017-11-01T00:00:00.000","100","2017-11-02T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1994-12-12T00:00:00.000","1994-07-22T00:00:00.000","1994-12-12T00:00:00.000","190","400004","1994-07-22T00:00:00.000","E","N","N","N","N","N","N"
"591",,"Single","Male","Caucasian","T","Inactive","2010-03-16T00:00:00.000",,,"8000","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2010-03-01T00:00:00.000",,"2010-03-01T00:00:00.000","190","400006",,"P","N","N","N","N","N","N"
"593","04","Married","Male","Caucasian","F","Inactive","2017-04-24T00:00:00.000","100","2017-04-25T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2013-06-02T00:00:00.000","1990-09-28T00:00:00.000","1989-08-28T00:00:00.000","190","400004","1989-04-28T00:00:00.000","P","N","N","N","N","N","N"
"595","04","Married","Male","Black","P","Inactive","2019-11-05T00:00:00.000","400","2019-11-01T00:00:00.000","8500","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2015-10-19T00:00:00.000",,"1987-04-21T00:00:00.000","190","400006","1985-08-23T00:00:00.000","P","N","N","Y","N","N","N"
"597","04","Single","Male","Caucasian","F","Inactive","2016-05-30T00:00:00.000","200","2016-05-31T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1997-06-23T00:00:00.000","1997-06-23T00:00:00.000","1992-07-23T00:00:00.000","190","400004","1997-06-23T00:00:00.000","E","N","N","N","N","N","N"
"598","04","Married","Male","Black","F","Inactive","2019-12-19T00:00:00.000","200","2019-11-18T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2009-03-01T00:00:00.000","1994-07-18T00:00:00.000","1993-04-18T00:00:00.000","190","400004","1993-04-18T00:00:00.000","P","N","N","N","N","N","N"
"599","04","Married","Male","Hispanic","F","Inactive","2017-07-15T00:00:00.000","100","2017-07-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2005-12-16T00:00:00.000","1991-01-03T00:00:00.000","1991-01-03T00:00:00.000","190","400004","1991-01-03T00:00:00.000","E","N","N","N","N","N","N"
"605","04","Married","Male","Caucasian","F","Inactive","2015-03-15T00:00:00.000","200","2015-03-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2001-04-23T00:00:00.000","2001-04-23T00:00:00.000","2001-04-23T00:00:00.000","190","400004","2001-04-23T00:00:00.000","E","N","N","N","N","N","N"
"606","04","Married","Male","Caucasian","F","Inactive","2018-09-15T00:00:00.000","200","2018-09-16T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5500","POL CAPTAI","POLICE CAPTAIN","1","Full Time Permanent","2010-11-01T00:00:00.000","1994-08-22T00:00:00.000","1994-08-22T00:00:00.000","190","400004","1994-08-22T00:00:00.000","P","N","N","N","N","N","N"
"607","04","Single","Male","Hispanic","F","Inactive","2011-05-31T00:00:00.000","100","2011-06-01T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2009-03-01T00:00:00.000","2010-03-01T00:00:00.000","1991-12-30T00:00:00.000","190","400004","1991-12-30T00:00:00.000",,"N","N","N","N","N","N"
"608","04","Single","Male","Caucasian","F","Active",,,,"5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2019-03-03T00:00:00.000","2020-03-03T00:00:00.000","1996-06-01T00:00:00.000","190","400004","1999-02-01T00:00:00.000","E","N","N","N","N","N","N"
"610","04","Married","Male","Caucasian","F","Inactive","2012-02-14T00:00:00.000","100","2012-02-15T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2005-06-05T00:00:00.000","1988-08-25T00:00:00.000","1983-08-25T00:00:00.000","190","400004","1988-08-25T00:00:00.000",,"N","N","N","N","N","N"
"612","04","Married","Male","Black","F","Inactive","2020-03-25T00:00:00.000","200","2020-02-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2011-07-03T00:00:00.000","1993-11-23T00:00:00.000","1996-05-28T00:00:00.000","190","400004","1993-11-23T00:00:00.000","E","N","N","N","N","N","N"
"613","04","Married","Male","Black","F","Inactive","2019-12-19T00:00:00.000","100","2019-12-16T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2017-05-14T00:00:00.000","2018-05-14T00:00:00.000","1988-06-21T00:00:00.000","190","400004","1993-06-21T00:00:00.000","E","N","N","N","N","N","N"
"614","04","Married","Male","Caucasian","F","Inactive","2010-05-04T00:00:00.000","100","2010-05-05T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1996-10-15T00:00:00.000","1996-10-15T00:00:00.000","1991-10-15T00:00:00.000","190","400004","1996-10-15T00:00:00.000",,"N","N","N","N","N","N"
"615","04","Married","Male","Black","F","Inactive","2011-06-01T00:00:00.000","200","2011-05-31T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5500","POL CAPTAI","POLICE CAPTAIN","1","Full Time Permanent","2006-05-22T00:00:00.000","1986-04-28T00:00:00.000","1986-04-28T00:00:00.000","190","400004","1986-04-28T00:00:00.000","P","N","N","N","N","N","N"
"617","04","Single","Male","Black","F","Inactive","2014-10-15T00:00:00.000","200","2014-10-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1988-12-11T00:00:00.000","1988-08-12T00:00:00.000","1988-12-11T00:00:00.000","190","400004","1988-08-12T00:00:00.000","E","N","N","N","N","N","N"
"618","04","Single","Male","Caucasian","F","Inactive","2014-06-19T00:00:00.000","200","2014-06-20T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2010-05-02T00:00:00.000","1993-04-19T00:00:00.000","1988-04-19T00:00:00.000","190","400004","1993-04-19T00:00:00.000","E","N","N","N","N","N","N"
"619","04","Married","Male","Caucasian","F","Inactive","2013-07-20T00:00:00.000","100","2013-07-21T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1991-01-05T00:00:00.000","1991-01-05T00:00:00.000","1991-01-05T00:00:00.000","190","400004","1991-01-05T00:00:00.000","E","N","N","N","N","N","N"
"620","04","Married","Male","Caucasian","F","Inactive","2016-06-19T00:00:00.000","100","2016-06-20T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1993-11-08T00:00:00.000","1993-11-08T00:00:00.000","1993-11-08T00:00:00.000","190","400004","1993-11-08T00:00:00.000","E","N","N","N","N","N","N"
"621","04","Married","Male","Caucasian","F","Inactive","2015-09-11T00:00:00.000","100","2015-09-12T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1985-09-10T00:00:00.000","1984-05-13T00:00:00.000","1984-08-10T00:00:00.000","190","400004","1984-05-13T00:00:00.000","E","N","N","N","N","N","N"
"622","04","Married","Male","Asian","F","Inactive","2013-10-28T00:00:00.000","100","2013-10-29T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2003-01-26T00:00:00.000","1990-08-01T00:00:00.000","1990-12-09T00:00:00.000","190","400004","1990-08-01T00:00:00.000","E","N","N","N","N","N","N"
"624","04","Single","Male","Black","F","Inactive","2017-01-17T00:00:00.000","500","2017-01-18T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2011-07-03T00:00:00.000","1994-03-31T00:00:00.000","1994-08-22T00:00:00.000","190","400004","1994-03-31T00:00:00.000","P","N","N","N","N","N","N"
"625","04","Single","Male","Caucasian","F","Inactive","2015-07-19T00:00:00.000","100","2015-07-20T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1993-07-07T00:00:00.000","1989-01-27T00:00:00.000","1988-12-12T00:00:00.000","190","400004","1989-01-27T00:00:00.000","P","N","N","N","N","N","N"
"628","04","Single","Male","Caucasian","F","Inactive","2019-11-05T00:00:00.000","400","2019-11-01T00:00:00.000","8500","01191021",,"19","POLICE","POLICE","8075","POL OFF","POLICE OFFICER","12","PERS Retiree <960 Hours","2009-06-15T00:00:00.000",,,"190","400006","1984-08-31T00:00:00.000","P","N","N","N","N","N","N"
"630","04","Married","Female","Caucasian","F","Inactive","2015-04-30T00:00:00.000","200","2015-05-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2008-09-16T00:00:00.000","2009-09-16T00:00:00.000","2003-06-05T00:00:00.000","190","400004","2000-08-21T00:00:00.000","E","N","N","N","N","N","N"
"631","04","Married","Male","Black","F","Inactive","2021-02-15T00:00:00.000","200","2021-01-16T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1997-06-23T00:00:00.000","1997-01-17T00:00:00.000","1997-06-23T00:00:00.000","190","400004","1997-01-17T00:00:00.000","E","N","N","N","N","N","N"
"632","04","Married","Male","Black","F","Inactive","2012-12-31T00:00:00.000","100","2013-01-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2000-10-23T00:00:00.000","1986-07-21T00:00:00.000","1986-07-21T00:00:00.000","190","400004","1986-07-21T00:00:00.000","E","N","N","N","N","N","N"
"633","04","Single","Male","Black","F","Inactive","2010-04-30T00:00:00.000","100","2010-05-01T00:00:00.000","5500","01191021",,"19","POLICE","POLICE","5505","POL LIEUTN","POLICE LIEUTENANT","1","Full Time Permanent","2006-05-22T00:00:00.000","1974-08-17T00:00:00.000","1976-01-26T00:00:00.000","190","400004","1974-08-17T00:00:00.000",,"N","N","N","N","N","N"
"635","04","Single","Male","Black","F","Inactive","2013-01-12T00:00:00.000","200","2013-01-13T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5005","POL SERGEA","POLICE SERGEANT","1","Full Time Permanent","2006-05-22T00:00:00.000","1994-07-13T00:00:00.000","1994-12-12T00:00:00.000","190","400004","1994-07-13T00:00:00.000","E","N","N","N","N","N","N"
"637","04","Single","Male","Asian","F","Inactive","2013-06-30T00:00:00.000","100","2013-07-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1984-01-22T00:00:00.000","1984-01-22T00:00:00.000","1984-01-22T00:00:00.000","190","400004","1984-01-22T00:00:00.000","E","N","N","N","N","N","N"
"639","04","Single","Male","Caucasian","F","Inactive","2012-12-21T00:00:00.000","100","2012-12-22T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1989-12-10T00:00:00.000","1989-08-04T00:00:00.000","1989-12-10T00:00:00.000","190","400004","1989-08-04T00:00:00.000","E","N","N","N","N","N","N"
"641","04","Single","Male","Black","F","Inactive","2014-11-30T00:00:00.000","100","2014-12-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1988-08-12T00:00:00.000","1988-08-12T00:00:00.000","1988-12-10T00:00:00.000","190","400004","1988-08-12T00:00:00.000","E","N","N","N","N","N","N"
"642","04","Married","Male","Black","F","Inactive","2013-07-31T00:00:00.000","100","2013-08-01T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1981-05-28T00:00:00.000","1981-05-28T00:00:00.000","1981-05-28T00:00:00.000","190","400004","1981-05-28T00:00:00.000","E","N","N","N","N","N","N"
"643","04","Married","Male","Caucasian","F","Inactive","2016-08-02T00:00:00.000","100","2016-08-03T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2000-02-22T00:00:00.000","2000-02-22T00:00:00.000","1995-02-22T00:00:00.000","190","400004","2000-02-22T00:00:00.000","E","N","N","N","N","N","N"
"647","04","Married","Male","Caucasian","F","Active",,,,"5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","2001-02-20T00:00:00.000","2001-02-20T00:00:00.000","1999-06-20T00:00:00.000","190","400004","2001-02-20T00:00:00.000","E","N","N","N","N","N","N"
"648","04","Married","Male","Caucasian","F","Inactive","2009-08-10T00:00:00.000",,"2009-08-03T00:00:00.000","5000","01191021",,"19","POLICE","POLICE","5000","POL OFFICE","POLICE OFFICER","1","Full Time Permanent","1986-06-01T00:00:00.000","1986-06-01T00:00:00.000","1984-08-01T00:00:00.000","190","400004","1986-06-01T00:00:00.000",,"N","N","N","N","N","N"
