"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.901165","-75.299815","8883 DONLEY RD","WATERVILLE","NY","13480","2019-01-02T00:00:00.000","2019","360650258001025","45610","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17406372"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","39.305909","-91.477880","905 E HOME ST","VANDALIA","MO","63382","2019-01-01T00:00:00.000","2019","290079501001018","27509","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"14187912"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.199758","-75.220573","4747 COUNTY HIGHWAY 47","WALTON","NY","13856","2015-12-31T00:00:00.000","2015","360259705003000","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","32.593722","-83.777890","202 INLET LN","BYRON","GA","31008","2019-01-01T00:00:00.000","2019","132250401011036","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.900865","-89.660393","2461 4TH AVE","GRAND MARSH","WI","53936","2017-02-11T00:00:00.000","2017","550019504001068","76735","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.921531","-74.785875","234 STATE ROUTE 168","FORT PLAIN","NY","13339","2016-02-12T00:00:00.000","2016","360430109002221","45610","1",,,"10 Mbps/1 Mbps",,,,"17406372"
"CAF II","522412","CONSOLIDATED COMMUNICATIONS INC.","ELLENSBURG TEL CO","47.067502","-120.671345","41 MAIN ST","THORP","WA","98946","2019-01-01T00:00:00.000","2019","530379752002024","3191","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"1321008"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.778543","-84.7365476","7490 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","45.487847","-92.859806","37245 VIBO TRL","NORTH BRANCH","MN","55056","2016-12-16T00:00:00.000","2016","270251102004101","46910","1",,,"10 Mbps/1 Mbps",,,,"27551364"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","33.131425","-91.865449","119 WILCOX RD","HAMBURG","AR","71646","2019-01-01T00:00:00.000","2019","050039604001153","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","34.031065","-93.512818","523 RAILROAD ST","DELIGHT","AR","71940","2019-11-15T00:00:00.000","2019","051099535002114","32312","11","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.429765","-83.499808","699 MOSS MILL RD","BALDWIN","GA","30511","2019-01-01T00:00:00.000","2019","130119701002171","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","33.977716","-83.230513","2096 BEAVERDAM RD","COLBERT","GA","30628","2019-11-15T00:00:00.000","2019","132219602013006","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","39.927124","-80.249595","819 BROWNS CREEK RD","SYCAMORE","PA","15364","2019-11-15T00:00:00.000","2019","420599703004102","34807","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"13001364"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.859321","-95.996755","3903 54TH ST","NEHAWKA","NE","68413","2019-01-01T00:00:00.000","2019","310259660003027","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","45.159740","-68.853760","138 MILL ST","LAGRANGE","ME","04453","2019-01-01T00:00:00.000","2019","230190215002062","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.208049","-96.228609","3050A GARFIELD AVE","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670703002039","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","230479","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE CAROLINAS, INC.","35.316850","-83.821741","265 CLAUDE ROGERS RD","ROBBINSVILLE","NC","28771","2015-12-31T00:00:00.000","2015","370759203002038","11981","1",,,"10 Mbps/1 Mbps",,,,"3680305"
"CAF II","421472","CONSOLIDATED COMMUNICATIONS INC","FAIRPOINT COMMUNICATIONS MISSOURI, INC.","38.644229","-94.459858","11903 E 261ST ST","CASS COUNTY","MO","64078","2019-01-01T00:00:00.000","2019","290370611003024","3503","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"1689792"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","43.043676","-82.776747","11091 FOLEY RD","EMMETT","MI","48022","2017-11-13T00:00:00.000","2017","261476581001016","68512","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.539887000","-84.427271000","3670 CROOKED CREEK RD","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002076","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.213539","-96.039664","3010B JAY AVE","BOYDEN","IA","51234","2019-12-31T00:00:00.000","2019","191670701003024","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.739644","-95.872044","29007 CONCAN CROSSING CT","KATY","TX","77494","2016-12-01T00:00:00.000","2016","481576732002067","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.165369","-96.139149","3347A HICKORY AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670702003002","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","552302","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST, INC.","38.824487","-119.353075","24 LODGE POLE RD","WELLINGTON","NV","89444","2019-01-28T00:00:00.000","2019","320199608002100","2970","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1379496"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.840371","-84.7578914","325 NICHOLAS RIDGE","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021012","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.778156","-95.955434","34205 I-10","BROOKSHIRE","TX","77423","2016-12-01T00:00:00.000","2016","484736802003100","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.367480","-69.067881","148 RYAN RD","NORTHPORT","ME","04849","2019-01-01T00:00:00.000","2019","230270440003073","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7311119000","-84.9631716000","2530 HWY 184","GALLATIN COUNTY","KY","41045","2019-11-15T00:00:00.000","2019","210779601012189","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.238302","-92.373526","9 TIGERS EYE ST","GREENBRIER","AR","72058","2019-01-01T00:00:00.000","2019","050450301021012","32312","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"13163784"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.765792","-82.662710","2120 NE COUNTY ROAD 337","HIGH SPRINGS","FL","32643","2019-01-01T00:00:00.000","2019","120419502011068","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.229388","-96.018323","3911 290TH ST","BOYDEN","IA","51234","2019-12-31T00:00:00.000","2019","191670701003023","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","300665","WINDSTREAM HOLDINGS, INC.","WINDSTREAM OH","39.904585","-81.636892","55432 IOWA RD","CUMBERLAND","OH","43732","2019-01-01T00:00:00.000","2019","390599780003037","13073","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"4154268"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8433444","-84.7598222","211 JENNA DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021012","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.126309","-83.618371","209 INDIAN SPRINGS DR","JEFFERSON","GA","30549","2019-01-01T00:00:00.000","2019","131570107023030","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","32.641789","-83.823926","1957 BURNETT RD","BYRON","GA","31008","2019-01-01T00:00:00.000","2019","132250401024029","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","33.154510","-92.031377","278 ASHLEY ROAD 13","CROSSETT","AR","71635","2019-01-01T00:00:00.000","2019","050039607001022","32312","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.234597","-83.820154","1726 GA HIGHWAY 133","MOULTRIE","GA","31768","2019-01-01T00:00:00.000","2019","130719703001041","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7279055","-84.7965212","235 PONDEROSA DR","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.183667","-89.645848","1209 N WALNUT ST","LITCHFIELD","IL","62056","2016-12-01T00:00:00.000","2016","171359577002049","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","39.440899","-87.052437","3724 NORTH COUNTY ROAD 300 EAST","CENTERPOINT","IN","47840","2017-09-25T00:00:00.000","2017","180210405001027","59894","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22815084"
"CAF II","280460","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MISSISSIPPI","34.820856","-88.49416","325 COUNTY ROAD 430","RIENZI","MS","38865","2017-12-19T00:00:00.000","2017","280039507001007","2528","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"816996"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.555020000","-84.478301000","13243 HWY 330 W","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002069","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","36.972397","-86.261601","3099 GOTTS HYDRO RD","OAKLAND","KY","42159","2019-01-01T00:00:00.000","2019","212270116004025","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"ACAM","220377","PINELAND TEL COOP","PINELAND TEL COOP","32.796921","-82.345874","1235 MCGARRH MILL POND RD","SWAINSBORO","GA","30401","2017-11-29T00:00:00.000","2017","131079702001046","1987","1",,,"1 Gbps/500 Mbps",,,,"4489915.56"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.242088","-96.002748","3991 280TH ST","BOYDEN","IA","51234","2019-12-31T00:00:00.000","2019","191670701003013","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.899197","-96.516640","15101 MCKELVIE RD","WAVERLY","NE","68462","2019-01-01T00:00:00.000","2019","311090101002125","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.809347","-74.460555","781 E LYKERS RD","SPRAKERS","NY","12166","2016-02-12T00:00:00.000","2016","360570727004020","45610","1",,,"10 Mbps/1 Mbps",,,,"17406372"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","29.851328","-94.631115","312 ALBRITTON GULLY RD","HANKAMER","TX","77560","2019-01-01T00:00:00.000","2019","480717103002014","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.661360","-114.522533","4651 HIDDEN BEACHES DR","BLYTHE","CA","92225","2019-12-18T00:00:00.000","2019","060650470002078","90224","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38074824"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","45.967314","-68.501958","506 HAPPY CORNER RD","PATTEN","ME","04765","2019-01-01T00:00:00.000","2019","230190290002122","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.705788","-117.025053","36370 ALAMAR MESA DR","HEMET","CA","92545","2019-12-31T00:00:00.000","2019","060650433173017","90224","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38074824"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7857651","-84.6943275","605 MARS DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","42.998380","-96.314101","4489A EAGLE AVE","IRETON","IA","51027","2019-12-31T00:00:00.000","2019","191670703001067","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.417740","-80.022474","580 MILL CREEK RD","UTICA","PA","16362","2019-09-10T00:00:00.000","2019","420850325011131","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","39.645047","-79.641656","13999 N PRESTON HWY","BRUCETON MILLS","WV","26525","2015-12-31T00:00:00.000","2015","540779638003018","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.526900","-83.896599","215 WHISPERING WINDS DR","MURRAYVILLE","GA","30564","2019-01-01T00:00:00.000","2019","131879601012043","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","42.778187","-71.225408","7 TRAVELERS DR","SALEM","NH","03079","2017-12-31T00:00:00.000","2017","330151004003010","13131","1","40","2017-12-31T00:00:00.000","1 Gbps/500 Mbps",,,,"4376604"
"CAF II","415214","AT&T INC.","SOUTHWESTERN BELL-KS","39.163607","-95.125330","21520 235TH ST","TONGANOXIE","KS","66086","2019-12-31T00:00:00.000","2019","201030716002034","35375","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"18942372"
"CAF II","415214","AT&T INC.","SOUTHWESTERN BELL-KS","37.673735","-95.282176","14355 210TH RD","ERIE","KS","66733","2019-12-31T00:00:00.000","2019","201339516002100","35375","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"18942372"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","36.646078","-90.547765","1980 HIGHWAY V","HARVIELL","MO","63945","2019-01-01T00:00:00.000","2019","290239502021134","27509","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14187912"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.349251","-83.367821","381 MCKIE RD","COMMERCE","GA","30530","2019-11-15T00:00:00.000","2019","131198902001037","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.397285","-82.510736","3918 JAMES RIVER RD","HUNTINGTON","WV","25701","2015-11-24T00:00:00.000","2015","540990052002006","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.978038","-89.214928","2491 COLUMBUS RD","EAGLE RIVER","WI","54521","2015-12-31T00:00:00.000","2015","551259502003159","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.524254","-83.347482","6925 BART HOLCOMB RD","TOCCOA","GA","30577","2019-01-01T00:00:00.000","2019","132579704004059","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.376030","-83.232610","425 W VINTON ST","ALAPAHA","GA","31622","2019-01-01T00:00:00.000","2019","130199701002010","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","230479","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE CAROLINAS, INC.","35.985065","-82.490759","423 GROUSE THICKET LN","MARS HILL","NC","28754","2015-12-31T00:00:00.000","2015","371999604002011","11981","1",,,"10 Mbps/1 Mbps",,,,"3680305"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.215485","-96.013222","3932 300TH STREET","BOYDEN","IA","51234","2019-12-31T00:00:00.000","2019","191670701003023","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","40.727324","-81.079372","102 MAJOR RD NE","MINERVA","OH","44657","2016-05-25T00:00:00.000","2016","390197202002009","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.947801","-83.731510","301 SHAKE RAG RD","HIAWASSEE","GA","30546","2019-01-01T00:00:00.000","2019","132819603003000","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.441376","-86.479319","110 KENT DR","CANEYVILLE","KY","42721","2019-01-01T00:00:00.000","2019","210859506001025","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.992390","-83.312203","420 MAIN ST","ABBEVILLE","GA","31001","2019-01-01T00:00:00.000","2019","133159601001060","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","39.169693","-82.587644","1100 RICHLAND FURNACE RD","WELLSTON","OH","45692","2017-09-13T00:00:00.000","2017","390799573001003","66592","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22927848"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7394603","-84.7854231","215 EAGLE TUNNEL RD","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011046","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7892657","-84.6998908","116 SOUTHRIDGE ESTATES","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","42.869213","-72.896621","10 SUMNER LN","WILMINGTON","VT","05363","2019-01-01T00:00:00.000","2019","500259680002014","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","421472","CONSOLIDATED COMMUNICATIONS INC","FAIRPOINT COMMUNICATIONS MISSOURI, INC.","38.515690","-94.186071","33005 S STATE ROUTE F","CASS COUNTY","MO","64747","2019-01-01T00:00:00.000","2019","290370612001052","3503","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"1689792"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7740094","-84.7680333","70 MILLERS RIDGE","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.795367","-93.362898","1431 E 318TH RD","BOLIVAR","MO","65613","2019-07-25T00:00:00.000","2019","291679602001029","27509","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"14187912"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.876582","-83.938211","739 SKINNER BRANCH RD","CLAY CITY","KY","40312","2016-12-31T00:00:00.000","2016","211979702003014","84333","1",,,"10 Mbps/1 Mbps",,,,"30962544"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8484438","-84.7658793","490 SOUTHFORK RD","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.284998","-84.602383","273 GOOCHTOWN RD","EUBANK","KY","42567","2019-01-01T00:00:00.000","2019","211999301004050","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.29894190","-84.89742690","29416 BARBER RD","LOGAN TOWNSHIP","IN","47060","2019-04-12T00:00:00.000","2019","180290802021015","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.817312","-84.739938","973 HWY 2850","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021034","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","210318","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMM-SOUTH","30.922961","-87.380176","3235 N CAMP RD","MC DAVID","FL","32568","2015-12-31T00:00:00.000","2015","120330039002228","951","1",,,"10 Mbps/1 Mbps",,,,"288866"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.764880","-84.679500","99 WOODPOINT DR","LANCASTER","KY","40444","2019-11-15T00:00:00.000","2019","210799701001049","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.364386","-93.975475","8283 STATE HIGHWAY 184","BRONSON","TX","75930","2019-01-01T00:00:00.000","2019","484039502001062","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.264015","-96.000250","1809 COUNTY ROAD 318","CENTERVILLE","TX","75833","2019-11-15T00:00:00.000","2019","482899503002094","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","39.883867","-80.461170","540 MCCLELLAN RD","WIND RIDGE","PA","15380","2019-01-01T00:00:00.000","2019","420599704002142","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","465102","CENTURYLINK, INC.","QWEST CORP-CO","39.845312","-105.480241","1505 HIGHPOINT CIR","BLACK HAWK","CO","80422","2016-12-31T00:00:00.000","2016","080470138001134","53139","1",,,"10 Mbps/1 Mbps",,,,"33716249"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","46.187155","-92.795532","63335 STATE HIGHWAY 23","ASKOV","MN","55704","2017-02-19T00:00:00.000","2017","271159503002019","46910","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"27551364"
