"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Clinton Prairie Corporation Office","16035424","Non-Instructional Facility (Nif)","Clinton Prairie School Corp","130197","School District",,"Active",,,,"2390 South County Road 450 W",,"Frankfort","Clinton","IN","46041",,"2390 South County Road 450 W",,"Frankfort","Clinton","IN","46041",,"765-659-1339",,,"Jon Meyers",,"40.252309","-86.590564",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","csampson@cpsc.k12.in.us","2021-01-14T09:51:00.000"
"Piner Middle School","85795","School","Sherman Indep School District","140482","School District","0013044441","Active",,,,"402 W. Pecan Street",,"Sherman","Grayson","TX","75090","1701","402 W. Pecan Street",,"Sherman","Grayson","TX","75090","1701","903-891-6470","mplyler@shermanisd.net",,"Susan Whitenack",,"33.636624","-96.614234","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"1117","0","0","725","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mplyler@shermanisd.net","2021-08-20T17:55:00.000"
"Lisa Academy West High","16047899","School","Lisa Academy","17011360","School District",,"Active",,,,"6711 W Markham St",,"Little Rock","Pulaski","AR","72205",,"6711 W Markham St",,"Little Rock","Pulaski","AR","72205",,"501-227-4942",,,"Al Morgan",,"34.752194","-92.348984","Urban",,"No","No","No","No","No","A number for each school in the district",,"451",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"451","0","0","284","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","cmiller@fundsforlearning.com","2021-12-07T16:15:00.000"
"Gabbs High School","202833","School","Nye County School District","143398","School District",,"Active",,,,"Po Box 147",,"Gabbs","Nye County","NV","89409","0147","Po Box 147",,"Gabbs","Nye County","NV","89409","0147","702-285-2692",,,"Raymond Ritchie",,"38.831604","-117.581204","Rural",,"No","No","No","No","No","A number for each school in the district",,"9",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12602","12","32","360","190",,"9","0","0","7","Yes","0.4545",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","gperson@erateelite.com","2020-11-19T10:58:00.000"
"Perryville Elementary School","24118","School","Cecil County Public School District","126421","School District",,"Active",,,,"Maryland Ave And Maywood",,"Perryville","Cecil","MD","21903",,"Maryland Ave And Maywood",,"Perryville","Cecil","MD","21903",,"410-996-6020",,,"Richard Raulie",,"39.5642846","-76.0682625","Urban",,"No","No","No","No","No","A number for each school in the district",,"368",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0703","703","24","240","576",,"368","0","0","192","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-19T16:33:00.000"
"Hebron Academy","4017","School","Networkmaine","16055092","Consortium","0009954306","Active",,,,"339 Paris Road",,"Hebron","Oxford","ME","04238",,"P.O. Box 309, 399 Paris Road",,"Hebron","Oxford","ME","04238","0309","207-966-2100","agodomsky@hebronacademy.org",,"Alex Godomsky","Alex Godomsky","44.1986348","-70.40786109999999","Rural",,"Yes","No","No","No","No",,,"261",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"261","0","0","1","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","agodomsky@hebronacademy.org","2021-12-07T09:16:00.000"
"Warrenton High School","113391","School","Warrenton-Hammond Sch Dist 30","144903","School District",,"Active",,,,"1700 S Main Ave",,"Warrenton","Clatsop","OR","97146","9569","1700 S Main Ave",,"Warrenton","Clatsop","OR","97146","9569","503-861-3317",,,"Mike Moha",,"46.147231","-123.926849","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"260",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"260","0","0","143","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2022-01-31T14:44:00.000"
"Tonopah Elementary School","99874","School","Nye County School District","143398","School District",,"Active",,,,"1220 Idaho Circle",,"Tonopah","Nye","NV","89049",,"Po Box 553",,"Tonopah","Nye","NV","89049",,"702-482-6644",,,"Raymond Ritchie",,"38.0596744","-117.2341135","Rural",,"No","No","No","No","No","A number for each school in the district",,"148",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12202","12","32","360","194",,"148","0","0","138","Yes","0.5787",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T12:37:00.000"
"Briarwood Elementary School","109866","School","Santa Clara Unif School Dist","144304","School District","0012722906","Active",,,,"1930 Townsend Ave",,"Santa Clara","Santa Clara","CA","95051","2203","1930 Townsend Ave",,"Santa Clara","Santa Clara","CA","95051","2203","408-554-6202",,,"Joe Zeligs",,"37.357966","-121.986967","Urban",,"No","No","No","No","No","A number for each school in the district",,"324",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","43696746048821",,,,,,"324","0","0","170","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-08-20T11:46:00.000"
"Mount Charleston Elem School","99873","School","Nye County School District","143398","School District",,"Active",,,,"1521 Idaho St",,"Pahrump","Nye","NV","89048","5900","1521 Idaho St",,"Pahrump","Nye","NV","89048","5900","702-727-7892",,,"Raymond Ritchie",,"36.182255","-115.986587","Urban",,"No","No","No","No","No","A number for each school in the district",,"56",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"56","0","0","56","Yes","0.7488",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-19T11:50:00.000"
"Vector School District Inc. K-6","16057658","School","Skyline Education, Inc.","17005142","School District","0020184149","Active",,,,"2020 N Arizona Ave Ste G62",,"Chandler","Maricopa","AZ","85225","3496","2020 N Arizona Ave Ste G62",,"Chandler","Maricopa","AZ","85225","3496","480-763-8425",,,"Kj Weihing",,"33.337436","-111.844578","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"219",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","07-85-62-001","07-85-62-000",,,,,"219","0","0","219","Yes","0.8378",,,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","kjweihing@skylineschools.com","2021-01-13T21:48:00.000"
"Palestine Public Library","140752","Library",,,,"0012047676","Active","443028082","2021-04-13T17:05:00.000","Approved","2000 S Loop 256, Suite 42",,"Palestine","Anderson","TX","75801","7607","2000 S Loop 256, Suite 42",,"Palestine","Anderson","TX","75801","7607","903-729-4121","asanchez@palestine-tx.org","www.palestine.lib.tx.us","Ana Sanchez","Ana Sanchez","31.73531","-95.60899","Rural","Rural","Yes","No","No","No","No",,,,"PALESTINE INDEPENDENT SCHOOL DIST","140751","No","No","No","No","No","No","No","No","TX0211","002","32","17760","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","asanchez@palestine-tx.org","2022-08-25T19:53:00.000"
"Holly Hall Elementary School","24151","School","Cecil County Public School District","126421","School District",,"Active",,,,"260 Whitehall Rd",,"Elkton","Cecil","MD","21921","6429","260 Whitehall Rd",,"Elkton","Cecil","MD","21921","6429","410-996-5050",,,"Richard Raulie",,"39.591247","-75.8256564","Urban",,"No","No","No","No","No","A number for each school in the district",,"395",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0311","311","24","240","570",,"395","0","0","223","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-19T16:10:00.000"
"Cypress Springs Elementary","17022710","School","Dripping Springs Indep Sch Dist","141701","School District",,"Active",,,,"11091 Darden Hill Rd",,"Driftwood","Hays","TX","78619",,"Po Box 479",,"Dripping Springs","Hays County","TX","78620",,"512-858-3000",,,"Cindi Wade",,"30.153337","-98.005028","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"643",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","105904105",,,,,,"643","0","0","19","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","cisom@esc12.net","2021-12-07T15:14:00.000"
"Parkview Elementary School","55631","School","Novi Community School District","130998","School District","0012024733","Active",,,,"45825 W 11 Mile Rd",,"Novi","Oakland","MI","48374","2409","45825 W 11 Mile Rd",,"Novi","Oakland","MI","48374","2409","248-449-1220",,,"Gregory Mcintyre",,"42.479022","-83.499814","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"587","0","0","23","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-12-07T15:15:00.000"
"Imagine Schools At Riverside County","16075953","School",,,,"0023432115","Active","443013316","2019-11-08T02:00:00.000","Approved","50930 Calhoun Street",,"Coachella","Riverside","CA","92236",,"50930 Calhoun Street",,"Coachella","Riverside","CA","92236",,"760-391-9200",,,"Denise Kenney","Denise Kenney","33.678334","-116.206007","Urban",,"Yes","No","No","No","No",,,"841",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","33103300125385",,,,,,"841","0","0","638","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","divya.advani@usac.org","2022-01-31T11:52:00.000"
"West Middlesex Jr-Sr High Sch","17515","School","West Middlesex Area Sch Dist","125502","School District",,"Active",,,,"3591 Sharon Rd",,"West Middlesex","Mercer","PA","16159","3721","3591 Sharon Rd",,"West Middlesex","Mercer","PA","16159","3721","412-528-9951",,,"James Foster",,"41.172562","-80.452087","Urban",,"No","No","No","No","No","A number for each school in the district",,"419",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"419","0","0","171","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2019","2022-01-31T12:40:00.000"
"Sherman Isd Middle School On Lamar","17019212","School","Sherman Indep School District","140482","School District",,"Active",,,,"2201 E Lamar Street",,"Sherman","Grayson","TX","75090",,"2201 E Lamar Street",,"Sherman","Grayson","TX","75090",,"903-891-6400",,,"Susan Whitenack",,"33.641627","-96.582288","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"1036","0","0","660","No",,"None",,"No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","dsovereign@kelloggllc.com","2021-08-20T17:55:00.000"
"Coleman Area Library","131100","Library","Midland Esa","17001316","Consortium","0030341648","Active","443027937","2021-12-07T14:46:00.000","Approved","111 First St.","Po Box 515","Coleman","Midland County","MI","48618",,"111 First St.","Po Box 515","Coleman","Midland County","MI","48618",,"989-465-6398",,,"Amy Comber Gross","Gale Nelson","43.754691","-84.582458","Rural",,"Yes","No","No","No","No",,,,"COLEMAN COMM SCHOOL DISTRICT","131101","No","No","No","No","No","No","No","No",,,,"8000","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","colemanarealibrary@gmail.com","2021-01-08T11:09:00.000"
"West Allis-West Milwaukee School District","132900","School District","Teach Wisconsin","199528","Consortium","0013315957","Active","443003609","2019-09-20T11:36:00.000","Approved","1205 S 70th St",,"Milwaukee","Milwaukee","WI","53227","2303","1205 S 70th St",,"Milwaukee","Milwaukee","WI","53227","2303","414-604-3000","tenutaf@wawm.k12.wi.us","http://www.wawm.k12.wi.us","Frona Tenuta","Frona Tenuta","43.019361","-88.000467",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","derrick.harrison@usac.org","2020-11-19T11:33:00.000"
"Mckinley Elementary School","77195","School","Iola Unified School Dist 257","137722","School District","0005598776","Active",,,,"209 S Kentucky St",,"Iola","Allen","KS","66749","3547","209 S Kentucky St",,"Iola","Allen","KS","66749","3547","620-365-4860","jeremy.meyer@usd257.org","http://mckinley.usd257.org","Marcie Boring",,"37.919828","-95.390609","Rural",,"No","No","No","No","No","A number for each school in the district",,"214",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1560",,,,,,"214","0","0","91","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","marcie.boring@usd257.org","2020-11-19T09:55:00.000"
"Novi Community School District","130998","School District","Michigan Statewide Educational Network Consortium","17007965","Consortium","0012023594","Active","443001841","2016-07-13T15:47:00.000","Approved","25345 Taft Rd",,"Novi","Oakland","MI","48374","2423","25345 Taft Rd",,"Novi","Oakland","MI","48374","2423","248-449-1200","gregory.mcintyre@novik12.org",,"Gregory Mcintyre","Gregory Mcintyre","42.475921","-83.495413",,,"No","No","Yes","No","No","One number for my whole district","6935",,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","aaron.richardson@usac.org","2021-12-07T15:18:00.000"
"Readington Middle School","9720","School","Readington Township Sch Dist","123570","School District",,"Active",,,,"48 Readington Road",,"Whitehouse Station","Hunterdon","NJ","08889",,"48 Readington Road",,"Whitehouse Station","Hunterdon","NJ","08889",,"908-534-2113",,,"Gaye Villa",,"40.588876","-74.760285","Urban",,"No","No","No","No","No","A number for each school in the district",,"532",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"532","0","0","45","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","rbeck@eratespecialist.org","2020-11-19T12:21:00.000"
"Ingenium Charter School","16039595","School","Cenic-Corporation For Education Network Initiatives In California","225495","Consortium","0020207742","Active",,,,"22250 Elkwood Street",,"Canoga Park","Los Angeles","CA","91304",,"22250 Elkwood Street",,"Canoga Park","Los Angeles","CA","91304",,"818-850-1168","icsusac@ingeniumschools.org","ingeniumcharter.org","Jay Aguda","Jay Aguda","34.211462","-118.612004","Urban",,"Yes","No","No","No","No",,,"422",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","19647330121137",,,,,,"422","0","0","379","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","kyle@educationrate.com","2020-11-19T12:19:00.000"
"Campus School (St Gabriels)","11163","School","City School District Of New Rochelle","123714","School District","0013004031","Active",,,,"50 Washington Ave",,"New Rochelle","Westchester","NY","10801","5505","50 Washington Ave",,"New Rochelle","Westchester","NY","10801","5505","914-576-4393",,,"Anastasia Tzortzatos",,"40.911438","-73.787226","Urban",,"No","No","No","No","No","A number for each school in the district",,"79",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"79","0","0","55","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","crt@erateexchange.com","2022-01-31T08:50:00.000"
"Elkton Senior High School","24143","School","Cecil County Public School District","126421","School District",,"Active",,,,"110 James St",,"Elkton","Cecil","MD","21921","4907","110 James St",,"Elkton","Cecil","MD","21921","4907","410-996-5004",,,"Richard Raulie",,"39.6228627","-75.8346486","Urban",,"No","No","No","No","No","A number for each school in the district",,"1059",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0302","302","24","240","568",,"1059","0","0","448","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-19T16:07:00.000"
"Johnson Elementary School","99870","School","Nye County School District","143398","School District",,"Active",,,,"900 Jack Rabbit St",,"Pahrump","Nye","NV","89048","5612","900 Jack Rabbit St",,"Pahrump","Nye","NV","89048","5612","702-727-6619",,,"Raymond Ritchie",,"36.195364","-115.997549","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"415",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12108","12","32","360","351",,"415","0","0","415","Yes","0.7332",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T11:44:00.000"
"Floyd Elementary School","16047348","School","Nye County School District","143398","School District",,"Active",,,,"6181 S. Jane Ave",,"Pahrump","Nye","NV","89061",,"6181 S. Jane Ave",,"Pahrump","Nye","NV","89061",,"775-727-7743",,,"Raymond Ritchie",,"36.1290118","-115.930432","Rural",,"No","No","No","No","No","A number for each school in the district",,"479",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12210","12","32","360","752",,"479","0","0","433","Yes","0.5645",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T10:53:00.000"
"Leflore Co Elementary School","43124","School","Greenwood Leflore Consolidated Schools","17019166","School District",,"Active",,,,"401 Lakeside Dr",,"Itta Bena","Leflore","MS","38941",,"401 Lakeside Dr",,"Itta Bena","Leflore","MS","38941",,"662-254-6225",,,"Shannon Storms",,"33.489406","-90.320157","Rural",,"No","No","No","No","No","A number for each school in the district",,"323",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","4200021","28",,,,,"372","0","0","372","Yes","0.7412",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","ukelly@lefcsd.org","2021-12-07T10:31:00.000"
"New Valley High School","109852","School","Santa Clara Unif School Dist","144304","School District","0012722997","Active",,,,"1875 Lawrence Road",,"Santa Clara","Santa Clara","CA","95051",,"1875 Lawrence Road",,"Santa Clara","Santa Clara","CA","95051",,"408-984-0632",,,"Joe Zeligs",,"37.356696","-121.995614","Urban",,"No","No","No","No","No","A number for each school in the district",,"138",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","43696744338406",,,,,,"138","0","0","91","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-08-20T11:46:00.000"
"Vista Middle School","99498","School","Las Cruces Public Schools","143313","School District",,"Active",,,,"4465 Elks Rd",,"Las Cruces","Dona Ana","NM","88005",,"4465 Elks Rd",,"Las Cruces","Dona Ana","NM","88005",,"505-527-9465",,,"Matthew Dawkins",,"32.369492","-106.793875","Urban",,"No","No","No","No","No","A number for each school in the district",,"679",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"679","0","0","476","Yes","0.4379",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-01-13T21:31:00.000"
"Carver Center","29137","School","Rutherford Co School District","126967","School District",,"Active",,,,"900 Carver St",,"Spindale","Rutherford","NC","28160","2008","900 Carver St",,"Spindale","Rutherford","NC","28160","2008","704-286-3901",,,"Kim Carpenter",,"35.359991","-81.919051","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"119","0","0","119","Yes","0.7589",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update","2021-06-20T10:12:00.000"
"Tivy Field House / Tivy Stadium","17003360","Non-Instructional Facility (Nif)","Kerrville Indep School Dist","141483","School District",,"Active",,,,"1310 Sidney Baker St.",,"Kerrville","Kerr","TX","78028",,"1009 Barnett",,"Kerrville","Kerr","TX","78028",,"830-257-2200","sara.boettcher@kerrvilleisd.net",,"James Caddell",,"30.056172","-99.130912",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","phollingsworth@esc12.net","2020-11-19T15:40:00.000"
"Warrenton-Hammond Sch Dist 30","144903","School District","Cascade Technology Alliance","17006679","Consortium","0021652714","Active","443027255","2020-11-23T12:48:00.000","Approved","820 Sw Cedar Ave",,"Warrenton","Clatsop","OR","97146","9745","820 Sw Cedar Ave",,"Warrenton","Clatsop","OR","97146","9745","503-861-2281",,,"Mike Moha","Mike Moha","46.158482","-123.930851",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","reinhardtj@warrentonk12.org","2022-01-31T14:44:00.000"
"Whiteside Elementary School","92592","School","Lubbock Isd","141986","School District","0012704482","Active",,,,"7508 Albany Ave",,"Lubbock","Lubbock","TX","79424","2510","7508 Albany Ave",,"Lubbock","Lubbock","TX","79424","2510","806-219-7300","sfirenza@lubbockisd.org",,"Scott Firenza",,"33.523707","-101.925499","Urban",,"No","No","No","No","No","A number for each school in the district",,"509",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"500","0","0","416","Yes","0.52",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","elias.bengoa@lubbockisd.org","2021-12-07T10:55:00.000"
"Skyline Gila River Schools, Llc 5-8","97510","School","Skyline Education, Inc.","17005142","School District","0020610549","Active",,,,"255 E Riggs Rd",,"Chandler","Maricopa","AZ","85249","7443","255 E Riggs Rd",,"Chandler","Maricopa","AZ","85249","7443","623-385-3580",,"https://skylinegilariver.com/","Kj Weihing",,"33.218445","-111.82797","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"252",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","07-85-66-001","07-85-66-000","04","00801","2941",,"252","0","0","252","Yes","1",,,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2020","2021-01-13T21:51:00.000"
"Concordia High School","74935","School","Concordia School District R 2","137107","School District",,"Active",,,,"117 West 11th Street",,"Concordia","Lafayette","MO","64020",,"117 West 11th Street",,"Concordia","Lafayette","MO","64020",,"660-463-2246",,,"Theresa Christian",,"38.977725","-93.568711","Rural",,"No","No","No","No","No","A number for each school in the district",,"177",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1050","054037",,,,,"177","0","0","72","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","fnorman@mo-k12.org","2022-08-25T19:38:00.000"
"Washington Elementary School","85802","School","Sherman Indep School District","140482","School District","0013058524","Active",,,,"815 S Travis St",,"Sherman","Grayson","TX","75090","7917","815 S Travis St",,"Sherman","Grayson","TX","75090","7917","903-891-6700",,,"Susan Whitenack",,"33.628818","-96.606267","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"425","0","0","387","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mplyler@shermanisd.net","2021-08-20T17:55:00.000"
"White Eagle Elementary","69999","School","Indian Prairie C U Dist 204","135747","School District",,"Active",,,,"1585 White Eagle Dr",,"Naperville","Du Page","IL","60564","9301","1585 White Eagle Dr",,"Naperville","Du Page","IL","60564","9301","630-375-3600",,,"Rodney Mack",,"41.725817","-88.229268","Urban",,"No","No","No","No","No","A number for each school in the district",,"566",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"566","0","0","61","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-02-11T11:54:00.000"
"Rfk Community Schools - Ambassador - Global Leadership","16067618","School","Los Angeles Unified School District","143454","School District",,"Active",,,,"701 S. Catalina",,"Los Angeles","Los Angeles","CA","90005",,"701 S. Catalina",,"Los Angeles","Los Angeles","CA","90005",,"213-480-4540","email@notprovided.com",,"Christian Ramos",,"34.059706","-118.295611","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"545","0","0","512","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-07T09:02:00.000"
"Skowhegan Area High School","4594","School","School Administrative District #54","121764","School District",,"Active",,,,"61 Academy Circle",,"Skowhegan","Somerset","ME","04976",,"61 Academy Circle",,"Skowhegan","Somerset","ME","04976","0248","207-474-5511",,,"David Person",,"44.76503659999999","-69.7193803","Rural",,"No","No","No","No","No","A number for each school in the district",,"725",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"725","0","0","514","Yes","0.4425",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","dperson@msad54.org","2021-12-07T08:45:00.000"
"Center For Teaching & Learning","4290","School","Networkmaine","16055092","Consortium",,"Active",,,,"119 Cross Point Road",,"Edgecomb","Lincoln","ME","04556",,"119 Cross Point Road",,"Edgecomb","Lincoln","ME","04556",,"207-882-9706",,,,,"43.979585","-69.648938","Rural",,"Yes","No","No","No","No",,,"65",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"65","0","0","8","No",,"Survey",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jasmine.artis@usac.org","2021-12-07T09:07:00.000"
