"application_number","form_version","form_pdf","application_status","application_nickname","filing_window","applicant_name","billed_entity_address","billed_entity_city","billed_entity_state","billed_entity_zip_code","billed_entity_zip_code_ext","billed_entity_number","fcc_registration_number","applicant_type","applicant_subtype","contact_name","contact_phone","contact_email","consulting_firm","total_student_count","urban_rural_status","selected_members_entity_data","total_count_of_selected_members","unmet_student_needs_1","unmet_student_needs_2","unmet_student_needs_3","unmet_student_needs_4","unmet_student_needs_5","unmet_student_needs_6","unmet_student_needs_7","unmet_student_needs_8","unmet_student_needs_9","unmet_student_needs_10","unmet_student_needs_11","unmet_student_needs_12","total_funding_commitment_request_amount","certified_datetime","window_status","last_updated_datetime","funding_request_number","funding_request_status","funding_request_nickname","service_type","agreement_contract_type","service_provider_name","service_provider_identification_number","service_start_date","service_end_date","invoicing_method","new_construction_self_provisioned_network","funding_request_narrative","frn_recurring_charges","frn_one_time_charges","frn_total_charges","frn_approved_amount","recipients_of_service_entity_data","frn_total_count_of_recipients_of_service","invoice_deadline_date","service_delivery_date","obligation_file","fcdl_date","fcdl_comment_for_frn","frn_authorized_disbursement","frn_line_id","product_type","product_make","product_model","connection_type","bandwidth_download","bandwidth_upload","firewall_included","network_equipment_type","network_equipment_make_model","monthly_recurring_unit_cost","monthly_quantity","line_id_months_of_service","line_total_recurring_costs","one_time_unit_cost","one_time_unit_quantity","line_total_one_time_costs","line_total_cost"
"ECF202102393","Current",,"Committed","Oakwood ECF#1.2","ECF Window 1","COMMUNITY UNIT SCHOOL DIST 076","12190 US ROUTE 150","OAKWOOD","IL","61858",,"136282","0002807865","School District","Public School District","John Hughes IV","847-422-3254","john@comaudit.services","{COMMUNICATIONS AUDIT SERVICES|17021966},{NEW HOPE TECHNOLOGY FOUNDATION|16054699}","977","Rural",,,"660","40","0","180","40","0","480","0","0","0","0","0","48850","2021-07-13T08:48:15.000","In Window","2022-03-14T17:15:02.000","ECF2190002446","Funded","Apple products","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Apple devices for PreK and K students","0","48850","48850","48850",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","48850","1","Tablets","Apple","PK2K3LL/A",,,,,,,"0","0","0","0","299","100","29900","29900"
"ECF202102393","Current",,"Committed","Oakwood ECF#1.2","ECF Window 1","COMMUNITY UNIT SCHOOL DIST 076","12190 US ROUTE 150","OAKWOOD","IL","61858",,"136282","0002807865","School District","Public School District","John Hughes IV","847-422-3254","john@comaudit.services","{COMMUNICATIONS AUDIT SERVICES|17021966},{NEW HOPE TECHNOLOGY FOUNDATION|16054699}","977","Rural",,,"660","40","0","180","40","0","480","0","0","0","0","0","48850","2021-07-13T08:48:15.000","In Window","2022-03-14T17:15:02.000","ECF2190002446","Funded","Apple products","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Apple devices for PreK and K students","0","48850","48850","48850",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","48850","2","Tablets","Apple","PUQW2LL/A",,,,,,,"0","0","0","0","379","50","18950","18950"
"ECF202102751","Current",,"Committed","ECF 471 Student Devices","ECF Window 1","CENTERPOINT SCHOOL DISTRICT","755 HIGHWAY 8 EAST","AMITY","AR","71921",,"139451","0005024898","School District","Public School District","Butch Sims","870-356-3612 Ext. 4217","butch.sims@goknights.us",,"1008","Rural",,,"900","900","900","328","45","45","680","0","0","0","100","0","247385","2021-08-08T16:19:39.000","In Window","2021-12-06T10:31:42.000","ECF2190002826","Funded","Student Laptops","Equipment","Contract","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"The Centerpoint School District is looking to purchase 400 Dell 3100, 11"" Chromebooks.  Attached with be the price quote provided by CDW.","0","128000","128000","128000",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted","128000","3","Laptops","Dell","Dell 3100-N4020",,,,,,,"0","0","0","0","320","400","128000","128000"
"ECF202111154","Current",,"Committed","hotspots2122","ECF Window 1","PIKE COUNTY PUBLIC LIBRARY","119 E HARFORD ST","MILFORD","PA","18337",,"125957","0011911740","Library System","Public Library System","Rose Chiocchi","570-296-8211","director@pcpl.org",,,"Rural",,,,,,,,,,,,,,,"11598","2021-08-13T12:15:51.000","In Window","2021-09-24T12:35:02.000","ECF2190016325","Funded","hotspots - monthly","Services","Contract","T-MOBILE USA, INC.","143026181","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","We are requesting the monthly hotspot services to ensure better access to students and patrons who are remote learning.","9348","0","9348","9348",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","1911","1",,,,"Mobile Broadband","37","8","No",,,"31.16","25","12","9348","0","0","0","9348"
"ECF202102918","Current",,"Committed","Emergency Connectivity Fund","ECF Window 1","SEDALIA SCHOOL DISTRICT 200","2806 MATTHEW DR.","SEDALIA","MO","65301","7981","137372","0011735875","School District","Public School District","Jim Earle","386-405-3979","jim@federalprogramconsulting.com","{FEDERAL PROGRAM CONSULTING INC|16060500}","4847","Urban",,,"2517","290","290","4691","290","290","4691","290","290","0","0","0","274624","2021-08-13T07:59:22.000","In Window","2021-10-12T13:21:16.000","ECF2190003026","Funded","Emergency Connectivity Fund","Equipment","Contract","MIDWEST COMPUTECH","143010103","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"We are requesting reimbursement for mobile hotspots purchased through T-Mobile to address our remote learning students who did not have adequate access to the internet. We are also requesting reimbursement for 800 Chromebooks purchased to keep up with the ongoing needs of the district to address online learning needs of our students.","60000","184624","244624","244624",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","The amount of the funding request was changed from $262.78 to $230.78 to remove the ineligible service(s): Google Chrome EDU GOOGLE INC: New Google Chrome EDU Perpetual license SKU, software.","0","1","Laptops","Dell","Chromebook 11 3000 3100",,,,,,,"0","0","0","0","230.78","800","184624","184624"
"ECF202103158","Current",,"Committed","Oak Grove Y24 ECF","ECF Window 1","OAK GROVE SCHOOL DISTRICT 104","8409 E. 9TH ST.","CUSHING","OK","74023",,"140058","0012680245","School District","Public School District","Kimberly Phillips","918-445-0048","kimberly@crwconsulting.com","{CRW CONSULTING|16024800}","177","Rural",,,"80","84","97","60","20","20","54","3","26","0","0","0","38880","2021-07-30T10:15:42.000","In Window","2021-09-24T12:35:02.000","ECF2190005396","Funded","Chromebooks","Equipment","Non-Contracted","TRAFERA, LLC","143052823","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"HP 11A G8 EE CBK A4-9120C  Chromebooks","0","31920","31920","31920",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as Submitted.","31920","1","Laptops","HP","11A G8 EE Chromebook",,,,,,,"0","0","0","0","399","80","31920","31920"
"ECF202104380","Current",,"Committed","Maysville ECF","ECF Window 1","MAYSVILLE INDEP SCHOOL DISTRICT","600 1ST STREET","MAYSVILLE","OK","73057",,"139790","0011969052","School District","Public School District","Shelly Hildebrand-Beach","405-867-5595","shildebrand@maysville.k12.ok.us","{CLABORN SERVICES LLC|16062431}","325","Rural",,,"213","38","38","120","40","40","120","40","40","0","0","0","68515.35","2021-08-02T16:34:06.000","In Window","2021-09-24T12:35:02.000","ECF2190004674","Funded","Chromebooks","Equipment","Non-Contracted","CRAIG PC'S SALES AND SERVICE INC.","143007052","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"ASUS Chromebooks for students","0","46920","46920","46920",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","46920","1","Laptops","Asus","204-MA",,,,,,,"0","0","0","0","391","120","46920","46920"
"ECF202104389","Current",,"Committed","2021_ECF_133086_Randolph SD","ECF Window 1","RANDOLPH SCHOOL DISTRICT","110 MEADOWOOD DRIVE","RANDOLPH","WI","53956",,"133086","0004150249","School District","Public School District","Tiffany Bullion","315-422-7608","erate@erateexchange.com","{E2E EXCHANGE, LLC|16043595}","491","Rural",,,"250","70","0","250","70","0","250","0","0","0","0","0","73162.5","2021-08-12T10:10:56.000","In Window","2021-10-12T13:21:16.000","ECF2190004690","Funded","Heartland_Devices","Equipment","Non-Contracted","HEARTLAND TECHNOLOGY GROUP, INC.","143010763","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Eligible devices provided to those who would otherwise lack a device sufficient to engage in remote learning.","0","73162.5","73162.5","73162.5",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","73162.5","1","Laptops","Asus","Chromebook C204",,,,,,,"0","0","0","0","292.65","250","73162.5","73162.5"
"ECF202104472","Current",,"Committed","Highland Park ECF #1","ECF Window 1","NORTH SHORE SCHOOL DIST 112","1936 GREENBAY ROAD","HIGHLAND PARK","IL","60035",,"135258","0011872652","School District","Public School District","John Hughes IV","847-422-3254","john@comaudit.services","{COMMUNICATIONS AUDIT SERVICES|17021966},{NEW HOPE TECHNOLOGY FOUNDATION|16054699},{ZELLER AND ASSOCIATES, LLC|16051885}","3881","Urban",,,"3360","50","0","2930","50","0","430","0","0","0","0","0","184800","2021-07-26T18:32:58.000","In Window","2021-11-01T17:54:58.000","ECF2190004806","Funded","Apple devices","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Apple devices","0","184800","184800","184800",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","169420","1","Tablets","Apple","MYLX2LL/A",,,,,,,"0","0","0","0","400","430","172000","172000"
"ECF202104472","Current",,"Committed","Highland Park ECF #1","ECF Window 1","NORTH SHORE SCHOOL DIST 112","1936 GREENBAY ROAD","HIGHLAND PARK","IL","60035",,"135258","0011872652","School District","Public School District","John Hughes IV","847-422-3254","john@comaudit.services","{COMMUNICATIONS AUDIT SERVICES|17021966},{NEW HOPE TECHNOLOGY FOUNDATION|16054699},{ZELLER AND ASSOCIATES, LLC|16051885}","3881","Urban",,,"3360","50","0","2930","50","0","430","0","0","0","0","0","184800","2021-07-26T18:32:58.000","In Window","2021-11-01T17:54:58.000","ECF2190004806","Funded","Apple devices","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Apple devices","0","184800","184800","184800",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","169420","2","Tablets","Apple","BRBY2LL/A",,,,,,,"0","0","0","0","400","30","12000","12000"
"ECF202104605","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/330244/ECF202104605/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202104605_CERTIFIED.pdf","Certified","Manalapan-Englishtown_FY21ECF","ECF Window 1","MANALAPAN-ENGLISHTOWN SCH DIST","54 MAIN ST","ENGLISHTOWN","NJ","07726","1529","122991","0003325057","School District","Public School District","Vincent LaForgia","973-200-4815","vince@erateconsulting.com","{E-RATE CONSULTING INC.|16043594}","4884","Urban",,,"197","11","11","668","38","19","413","74","42","160","25","12","345649.28","2021-08-13T10:00:01.000","In Window","2021-08-13T10:00:04.000","ECF2190017074","Pending","Pupil connectivity","Services","Contract","VERIZON WIRELESS (CELLCO PARTNERSHIP)","143000677","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","Broadband connectivity for pupils who otherwise lack a broadband connection sufficient to engage in remote learning.","40800","0","40800",,,,,,,,,,"1",,,,"Mobile Broadband","100","10","No",,,"40","85","12","40800","0","0","0","40800"
"ECF202104741","Current",,"Committed","FY21 East Hanover Twp  ECF Laptops","ECF Window 1","EAST HANOVER TWP SCHOOL DIST","20 SCHOOL AVE","EAST HANOVER","NJ","07936","2902","123136","0011909454","School District","Public School District","Nicole Nicoletti","267-352-0185","nnicoletti@eratespecialist.org","{EDUCATIONAL CONSORTIUM FOR TELECOM SAVINGS|16024807}","924","Urban",,,"600","4","4","600","4","4","80","0","0","0","0","0","25984","2021-07-28T10:11:35.000","In Window","2021-09-24T12:35:02.000","ECF2190005145","Funded","CDW Acer Laptops","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"District is purchasing laptops for teachers who will be in need of the laptops in order to participate in remote teaching, after school office hours, and homework assignments throughout the upcoming year. Maintaining these laptops is imperative to meeting the unmet needs of the students and teachers during the school year.","0","25984","25984","25984",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted","25984","1","Laptops","Acer","315 CB315-3HT-C330",,,,,,,"0","0","0","0","324.8","80","25984","25984"
"ECF202103126","Current",,"Committed","Form 471-ECF-FY-2021-2022","ECF Window 1","ACADEMIA DISCIPULOS DE CRISTO EN VEGA ALTA","URB. STA. RITA CALLE 6 FINAL","VEGA ALTA","PR","00692",,"16055059","0020200945","School","Pre-K,Private School","Janice Rivera","787-883-2909","victor.sevilla08@yahoo.com",,"414","Urban",,,"122","122","122","0","0","0","122","122","122","0","0","0","187350.7","2021-07-16T15:15:08.000","In Window","2021-10-25T14:51:26.000","ECF2190003280","Funded","Form 471-ECF-FY-2021-2022-SERVICE","Services","Contract","A NEW VISION IN EDUCATIONAL SERVICES & MATERIALS (NEVESEM)","143022659","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","We are requesting the monthly recurring LTE Unlimited Data Mobile cost for 122 hotspots to serve students that would not have sufficient access.","131686.8","6100","137786.8","137786.8",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","Approved as submitted.","40697.63","1",,,,"Mobile Broadband","50","10","No",,,"89.95","122","12","131686.8","0","0","0","131686.8"
"ECF202104605","Current",,"Committed","Manalapan-Englishtown_FY21ECF","ECF Window 1","MANALAPAN-ENGLISHTOWN SCH DIST","54 MAIN ST","ENGLISHTOWN","NJ","07726","1529","122991","0003325057","School District","Public School District","Vincent LaForgia","973-200-4815","vince@erateconsulting.com","{E-RATE CONSULTING INC.|16043594}","4884","Urban",,,"197","11","11","668","38","19","413","74","42","160","25","12","345649.28","2021-08-13T10:00:01.000","In Window","2021-10-12T13:21:16.000","ECF2190017077","Funded","Teacher Devices","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Connected devices for teachers for use within the circumstances and for the purposes prescribed by ECF Program rules.","0","145200","145200","145200",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","144800","1","Laptops","HP","Chromebook 14",,,,,,,"0","0","0","0","400","363","145200","145200"
"ECF202104985","Current",,"Committed","Apple Laptops and iPads","ECF Window 1","ROBERT F. MUNROE DAY SCHOOL","91 OLD MT. PLEASANT","QUINCY","FL","32352",,"16077062","0023473044","School","Pre-K,Private School","Jeremy M. Potter","850-856-5500","jeremy.potter@rfmunroe.org",,"336","Rural",,,"50","50","50","200","0","0","30","0","0","20","50","20","15200","2021-07-27T21:37:06.000","In Window","2021-10-25T14:51:26.000","ECF2190005473","Funded","Apple Laptops","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"We would like to purchase 8 laptops for faculty.","0","3200","3200","3200",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","MR1: The funding request amount for Connected Device was reduced from $899.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.MR2: The funding request amount for Connected Device was reduced from $1108.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.MR3: The FRN was modified to change the Service Provider from Apple Education Services to Apple Inc.","0","1","Laptops","Apple","MacBook Air Pack",,,,,,,"0","0","0","0","400","5","2000","2000"
"ECF202104985","Current",,"Committed","Apple Laptops and iPads","ECF Window 1","ROBERT F. MUNROE DAY SCHOOL","91 OLD MT. PLEASANT","QUINCY","FL","32352",,"16077062","0023473044","School","Pre-K,Private School","Jeremy M. Potter","850-856-5500","jeremy.potter@rfmunroe.org",,"336","Rural",,,"50","50","50","200","0","0","30","0","0","20","50","20","15200","2021-07-27T21:37:06.000","In Window","2021-10-25T14:51:26.000","ECF2190005473","Funded","Apple Laptops","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"We would like to purchase 8 laptops for faculty.","0","3200","3200","3200",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","MR1: The funding request amount for Connected Device was reduced from $899.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.MR2: The funding request amount for Connected Device was reduced from $1108.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.MR3: The FRN was modified to change the Service Provider from Apple Education Services to Apple Inc.","0","3","Laptops","Apple","MacBook Air",,,,,,,"0","0","0","0","400","3","1200","1200"
"ECF202101052","Current",,"Committed","Hoke471-ECF-Broadband-Devices-2021-2022","ECF Window 1","HOKE COUNTY SCHOOL DISTRICT","310 WOOLEY ST","RAEFORD","NC","28376",,"126997","0012051074","School District","Public School District","Benjamin Reeves","910-391-3438","breeves@hcs.k12.nc.us",,"9547","Urban",,,"0","627","0","0","627","0","0","700","0","0","0","0","236156.03","2021-08-10T10:31:01.000","In Window","2021-12-06T10:31:42.000","ECF2190005581","Funded","MiFi-Hotspots","Equipment","Non-Contracted","VERIZON WIRELESS (CELLCO PARTNERSHIP)","143000677","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Purchasing 700 hotspots/broadband connectivity for Hoke County Schools.
Cost per hotspot is $149.99 plus Tax per hotspot  ($10.12) which is $160.11 (total cost per hotspot)","0","112080.03","112080.03","112080.03",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","95300.82","2","Taxes and Reasonable Charges","Tax","Tax",,,,,,,"0","0","0","0","7087.03","1","7087.03","7087.03"
"ECF202101056","Current",,"Committed","ECF WTA","ECF Window 1","WESTCHESTER TORAH ACADEMY","130 UNION AVE","HARRISON","NY","10528","2009","17029004","0031099849","School","Pre-K,Private School","David Merel","914-828-0500","dmerel@westchesterta.org",,"210","Urban",,,"210","210","210","0","30","0","210","180","210","0","0","0","105764","2021-07-01T14:18:10.000","In Window","2022-02-14T18:28:11.000","ECF2190001022","Funded","Network Devices and Chromebooks","Equipment","Non-Contracted","BEST BUY STORES LP","143016760","2021-09-02T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"The two parts of our request are new laptops and new network hardware for our students. These are critical to remote learning for obvious reasons, but each one has specific traits that will be critical to our students' success if we have to return to remote learning.

The laptops we intend to purchase and distribute to our students will be replacing current student devices. The current devices were sufficient for in-school learning, but turned out to be totally insufficient for remote learning. The enhanced processor speed and RAM will enable students to simultaneously run remote learning (Zoom) and whatever educational programs/digital workbooks that they are assigned. Additionally, the new devices have better cameras--something particularly important to the engagement of younger students--and upgraded radio antennas, which allow the devices to take advantage of the higher bandwidth that the routers will be supplying.

The routers will be instrumental in ensuring a smooth connection and appropriate learning environment for the students. The two most common complaints during past remote learning were bad connections to the wifi, and an inability to set up a calm environment that is conducive to learning. The mesh network handles both of these problems. By providing continuous coverage over a large area--and multiple access points so that impenetrable walls can be circumvented--the students can be provided with a strong network that reaches to the quiet corner of their bedroom or study. It became exceedingly clear during remote learning that students learning from the living room or kitchen table--especially when multiple students live in the same home--simply could not focus appropriately; enabling them to have private workspaces will greatly improve their learning capabilities.","0","61160","61160","61160",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","The funding request amount for Connected Device was reduced from $429.99 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.","46670","1","Laptops","Lenovo","Flex 5",,,,,,,"0","0","0","0","359","130","46670","46670"
"ECF202104717","Current",,"Committed","Kajeet renewal","ECF Window 1","RACINE UNIFIED SCHOOL DISTRICT","3109 MOUNT PLEASANT ST","RACINE","WI","53404",,"132911","0007248321","School District","Public School District","Mike Van Laningham","262-631-7171","michael.vanlaningham@rusd.org",,"17560","Urban",,,"16500","3300","16500","16500","1100","16500","1400","200","1400","0","10","10","52600.92","2021-08-09T10:13:10.000","In Window","2022-08-16T17:56:23.000","ECF2190005129","Funded","Kajeet Hotspots","Equipment","Non-Contracted","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"This is wireless hot spots provided through Kajeet","0","0","0","0",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","The FRN was modified from $52,600.98 to $0.00 to agree with the applicant documentation.","0","2","Taxes and Reasonable Charges","Telecom Admin","Fee",,,,,,,"0.01","0","0","0","0","1","0","0"
"ECF202108175","Current",,"Committed","FY21-ECF-Bark River","ECF Window 1","BARK RIVER-HARRIS SCHOOL DIST","HIGHWAY US 2 AND 41","HARRIS","MI","49845",,"131731","0012021408","School District","Public School District","Robert Rice","810-923-9290","bob@triple-r.us","{TRIPLE R CONSULTANTS|16055924},{E2E EXCHANGE, LLC|16043595}","743","Urban",,,"646","25","671","646","25","671","701","0","0","0","0","0","216328.6","2021-08-06T11:44:42.000","In Window","2022-03-14T17:15:02.000","ECF2190010374","Funded","ECF-Equipment","Equipment","Contract","INACOMPTECHNICAL SERVICES GROUP, LLC","143032908","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Chromebooks for students.","0","216328.6","216328.6","216328.6",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted.","216328.6","1","Laptops","Hewlett Packard","Chromebook 14 G6",,,,,,,"0","0","0","0","308.6","701","216328.6","216328.6"
"ECF202104605","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/330244/ECF202104605/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202104605_CERTIFIED.pdf","Certified","Manalapan-Englishtown_FY21ECF","ECF Window 1","MANALAPAN-ENGLISHTOWN SCH DIST","54 MAIN ST","ENGLISHTOWN","NJ","07726","1529","122991","0003325057","School District","Public School District","Vincent LaForgia","973-200-4815","vince@erateconsulting.com","{E-RATE CONSULTING INC.|16043594}","4884","Urban",,,"197","11","11","668","38","19","413","74","42","160","25","12","345649.28","2021-08-13T10:00:01.000","In Window","2021-08-13T10:00:04.000","ECF2190017077","Pending","Teacher Devices","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Connected devices for teachers for use within the circumstances and for the purposes prescribed by ECF Program rules.","0","145200","145200",,,,,,,,,,"1","Laptops","HP","Chromebook 14",,,,,,,"0","0","0","0","400","363","145200","145200"
"ECF202103126","Current",,"Committed","Form 471-ECF-FY-2021-2022","ECF Window 1","ACADEMIA DISCIPULOS DE CRISTO EN VEGA ALTA","URB. STA. RITA CALLE 6 FINAL","VEGA ALTA","PR","00692",,"16055059","0020200945","School","Pre-K,Private School","Janice Rivera","787-883-2909","victor.sevilla08@yahoo.com",,"414","Urban",,,"122","122","122","0","0","0","122","122","122","0","0","0","187350.7","2021-07-16T15:15:08.000","In Window","2021-10-25T14:51:26.000","ECF2190003280","Funded","Form 471-ECF-FY-2021-2022-SERVICE","Services","Contract","A NEW VISION IN EDUCATIONAL SERVICES & MATERIALS (NEVESEM)","143022659","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","We are requesting the monthly recurring LTE Unlimited Data Mobile cost for 122 hotspots to serve students that would not have sufficient access.","131686.8","6100","137786.8","137786.8",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","Approved as submitted.","40697.63","2",,,,"Installation, Activation, and Initial Configuration","0","0","No",,,"0","0","0","0","50","122","6100","6100"
"ECF202111082","Current",,"Committed","Duplin - Chromebook Request","ECF Window 1","DUPLIN COUNTY SCHOOL DISTRICT","315 N MAIN STREET","KENANSVILLE","NC","28349","0128","126990","0012656328","School District","Public School District","Jason Ginn","910-296-6138","jginn@duplinschools.net",,"10415","Rural",,,"1267","2035","3302","9611","2035","2035","4828","0","4828","0","0","0","1495545.42","2021-08-13T12:16:23.000","In Window","2021-10-12T13:21:16.000","ECF2190021536","Funded","Duplin - 4828 Chromebooks","Equipment","Non-Contracted","ITSAVVY LLC","143034186","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"We are requesting funding to replace 4828 Chromebooks that will be end of life/support in June 2022, as indicated in the documents attached in the previous section. Funding will ensure that all students in Duplin County Schools have a school-issued device beyond the end of life/support date of June 2022, to best prepare us for remote learning and other pandemic-related situations.","0","1495545.42","1495545.42","1495545.42",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","1495545.42","1","Laptops","HP","11 G8 EE",,,,,,,"0","0","0","0","289.5","4828","1397706","1397706"
"ECF202105569","Current",,"Committed","ECF Round 1","ECF Window 1","INTRINSIC SCHOOLS CONSORTIUM","4540 W BELMONT AVE","CHICAGO","IL","60641",,"17000687","0022960470","Consortium",,"Megan Albera-Angellotti","312-218-7834","erate@intrinsicschools.org","{INFINITE CONNECTIONS, INC.|16062454}","1658",,"{16075120|INTRINSIC SCHOOLS|School|1022||Urban},{17022369|INTRINSIC SCHOOLS - DOWNTOWN CAMPUS|School|636||Urban}","2","600","146","0","600","146","0","600","146","0","0","0","0","176040","2021-08-12T10:44:57.000","In Window","2022-05-24T06:55:58.000","ECF2190009707","Funded","ECF_Hotspot Devices","Equipment","Non-Contracted","T-MOBILE USA, INC.","143026181","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"This FRN is for 20 Franklin T9 hotspot devices for students that do not have sufficient internet access to engage in remote learning.","0","1200","1200","1200","{16075120|INTRINSIC SCHOOLS|SCHOOL|CHICAGO|IL},{17022369|INTRINSIC SCHOOLS - DOWNTOWN CAMPUS|SCHOOL|CHICAGO |IL}","2","2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","5","2021-11-23T00:00:00.000","Approved as submitted.","0","1","Wi-Fi hotspots","Franklin","T9",,,,,,,"0","0","0","0","60","20","1200","1200"
