"program","application_number","funding_year","hcp_number","hcp_name","status","applicant_type","site_consortium_name","site_address_line_1","site_address_line_2","site_city","site_county","site_state","site_zip_code","participating_site_locations","contact_first_name","contact_middle_initial","contact_last_name","contact_phone","contact_email","posting_start_date","allowable_contract_start_date","posting_end_date","number_of_days_posted","expected_bid_evaluation_period","requested_contract_period","request_for_services","cat_expense_leased_ind","cat_expense_equipment_ind","cat_expense_leased_cons","cat_expense_equipment_cons","cat_expense_design_cons","cat_expense_infrast_cons","cat_expense_mgmt_cons","rfp_submitted","link_to_fcc_form_pdf","mail_contact_first_name","mail_contact_middle_initial","mail_contact_last_name","mail_contact_organization_name","mail_contact_phone","mail_contact_fax","mail_contact_email","mail_address_line_1","mail_address_line_2","mail_city","mail_state","mail_zip","hcp_fcc_registration_number","mad","description_of_services_requested","rfp_1","rfp_2","rfp_3","rfp_4","rfp_5","rfp_6","rfp_7","rfp_8","rfp_9","rfp_10","additional_document_1","additional_document_2","additional_document_3","additional_document_4","additional_document_5","additional_document_6","additional_document_7","additional_document_8","additional_document_9","additional_document_10"
"HCF","100016956","2017","17890","North Baltimore Medical Office","APPROVED","INDIVIDUAL",,"209 Briar Hill Road","Suite B","North Baltimore","Wood","OH","45872",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2017-01-09","2017-02-07","2017-02-06","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_651306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100008970","2015","16006","Renville County Hospital & Clinics of Hector","APPROVED","INDIVIDUAL",,"131 Birch Avenue W","P. O. Box 117","Hector","Renville","MN","55342",,,,,,,"2015-06-29","2015-07-28","2015-07-27","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_202931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100047361","2021","17234","New England Telehealth Consortium","APPROVED","CONSORTIUM",,"41 Pleasant Street",,"Bangor","Penobscot","ME","04401",,,,,,,"2021-02-11","2021-03-12","2021-03-11",,,,,"N","N","Y","Y","N","N","N","1","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_2098118",,,,,,,,,,,,,,,"Voice, WAN and Internet Services",,,,,,,,,,,,,,,,,,,,
"Telecom","43128367","2012","14652","Martin County Community Care Clinic","APPROVED","INDIVIDUAL",,"1238 Middle Fork Road","2 miles south of town on sr3","Inez","Martin","KY","41224",,"Trish",,"Lafferty","(606) 298-4000","lafferty@hrmc.org","2012-06-28","2012-07-27","2012-07-26",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2051478","Geoff",,"Boggs","USF Healthcare Consulting","(877) 223-5818","(888) 284-0010","gboggs@uasave.com","P O Box 326",,"Prospect","KY","40059","0001789163","120","phones, data, Internet, telecommunciations, teleradiology, transferring patient information",,,,,,,,,,,,,,,,,,,,
"Telecom","43182327","2018","22975","Oak Valley Hospital District, Escalon Community Health Center","APPROVED","INDIVIDUAL",,"2080 MCHENRY AVE",,"ESCALON","San Joaquin","CA","95320",,"Sherri",,"Peral","(209) 848-4120","speral@ovhd.com","2018-01-12","2018-02-10","2018-02-09","28","2","36 months or less","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3155467","Steve",,"Rau","Channelford Associates, Inc.","(805) 495-3255",,"steve@channelford.com","2006 Channelford Road",,"Westlake Village","CA","91361","0020965109","324",,,,,,,,,,,,,,,,,,,,,
"HCF","100014624","2016","45289","Baptist Health Family Clinic Pangburn","APPROVED","INDIVIDUAL",,"304 Main St",,"Pangburn","White","AR","72121",,"Karon","M","Lysne","(651) 905-3830","breconsulting@comcast.net","2016-05-31","2016-06-29","2016-06-28","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_472816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43168269","2017","44802","CPC_Muleshoe","APPROVED","INDIVIDUAL",,"119 East Avenue C",,"Muleshoe","Bailey","TX","79347",,"Ashley",,"McElroy","(806) 272-4433","ashleymc@clplains.org","2017-01-03","2017-02-01","2017-01-31","28","28","1-5 Years","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2963897","Cagan",,"Cummings","Central Plains Center","(806) 293-2636","(806) 296-5804","CaganC@clplains.org","2700 Yonkers Street",,"Plainview","TX","79072","0024815524","562",,,,,,,,,,,,,,,,,,,,,
"Telecom","43202087","2020","61761","Aspirus Inc.-Athens Clinic","APPROVED","INDIVIDUAL",,"729 PINE ST",,"ATHENS","Marathon","WI","54411",,"Dan",,"Rost","(715) 847-2511","dan.rost@aspirus.org","2020-02-27","2020-03-27","2020-03-26","28","1","month to month 1 yr 3 yr5 yr","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3451600","Michael",,"O'Connor","USF Consultants","(906) 420-8590",,"michael@usfnow.com","PO Box 6641",,"Monona","WI","53716","0026380600","186",,,,,,,,,,,,,,,,,,,,,
"HCF","100005266","2015","16464","Maxton Medical Center","APPROVED","INDIVIDUAL",,"610 East Martin Luther King Drive",,"Maxton","Robeson","NC","28364",,"Timothy",,"Basile","(973) 581-5328","Timothy.Basile@solixinc.com","2015-01-23","2015-02-20","2015-02-19","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_97303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43201738","2020","67148","Hope Community Resources - Dillingham/Bristol Bay Region","APPROVED","INDIVIDUAL",,"2301 Sockeye Circle",,"Dillingham","Dillingham","AK","99576",,"Jerry",,"Kung","(907) 433-4801","JKung@HopeAlaska.Org","2020-03-09","2020-04-07","2020-04-06","28","1","MTM or up to 5 year contract with voluntary extensions not to exceed 5 years.","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3455522","Daniel","J","Kettwich","ADS Advanced Data Services, Inc.","(281) 465-8888","888-802-6428","dkettwich@adsadsi.com","Post Office Box 117",,"Saltillo","TX","75478","0016724577","340",,,,,,,,,,,,,,,,,,,,,
"HCF","100000325","2013","10972","Okanogan Douglas Hospital District 1","APPROVED","INDIVIDUAL",,"507 Hospital Way",,"Brewster","Okanogan","WA","98812",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2013-12-05","2014-01-03",,"28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_14319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100038686","2020","12789","Sharkey - Issaquena Community Hospital","APPROVED","INDIVIDUAL",,"47 South 4th Street",,"Rolling Fork","Sharkey","MS","39159",,"Geoff",,"Boggs","(502) 228-1907","gboggs@uasave.com","2020-01-16","2020-02-14","2020-02-13","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1643249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43143115","2014","11274","Mercy Hospital Grayling","APPROVED","INDIVIDUAL",,"1100 East Michigan Ave.",,"Grayling","Crawford","MI","49738",,"Lori",,"Shively","(989) 348-5461","shivelyl@trinity-health.org","2014-05-30","2014-06-28","2014-06-27",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2495917","Lois","J","McManus","Munson Medical Center","(231) 935-6806",,"lmcmanus@mhc.net","PO Box 1012",,"Traverse City","MI","49685-1012","0005889522","192","Circuits to provide voice, video, and data, for the purpose of telecommunications, sending and receiving patient files, medical billing information, images, electronic medical records, medical administration, and telemedicine, etc. Including connectivity to other Mercy Health facilities as well as other healthcare networks as needed.",,,,,,,,,,,,,,,,,,,,
"Telecom","43155259","2015","12223","Family Medical Practice","APPROVED","INDIVIDUAL",,"412 SW 351 Hwy",,"Cross City","Dixie","FL","32628-3827",,"Lane","M","Lunn","(850) 298-6007","llunn@nfmc.org","2015-05-28","2015-06-26","2015-06-25",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2703781","Lane","M","Lunn","North Florida Medical Centers, Inc.","(850) 298-6007",,"llunn@nfmc.org","2804 Remingotn Green Circle",,"Tallahassee","FL","32308","0015054612","124","NFMC requires a data line of at least 3Mb MPLS in order for the medical center to connect to the corporate office in Tallahassee, FL for telephone and EMR capabilities, including image files.",,,,,,,,,,,,,,,,,,,,
"HCF","100013716","2016","44990","J C Blair Memorial Hospital - Convienent Care Center","APPROVED","INDIVIDUAL",,"7651 Lake Raystown Shopping",,"Huntingdon","Huntingdon","PA","16652",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2016-05-11","2016-06-09","2016-06-08","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_456946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100037053","2020","51730","WRMC Surgery Clinic - Batesville Surgery","APPROVED","INDIVIDUAL",,"501 Virginia Drive","Suite A","Batesville","Independence","AR","72501",,"Steve",,"Rau","(805) 495-3256","steve@channelford.com","2020-01-23","2020-02-21","2020-02-20","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1647802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100019654","2017","25579","Falls Community Hospital & Clinic","APPROVED","INDIVIDUAL",,"322 Coleman St.",,"Marlin","Falls","TX","76661",,"Michael",,"Tamburino","(973) 581-6714","michael.tamburino@solixinc.com","2017-01-17","2017-02-15","2017-02-14","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_663383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43209449","2021","51824","Towner County Medical Center dbe Towner County Living Center","APPROVED","INDIVIDUAL",,"701 11th St",,"Cando","Towner","ND","58324",,"Tammy",,"Larson","(701) 968-2560","tammyl@tcmedcenter.org","2020-11-12","2020-12-11","2020-12-10","28","28","month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3544779","Geoff","W","Boggs","USF Healthcare Consulting Inc","(502) 228-1907",,"gboggs@uasave.com","P O Box 326",,"Prospect","KY","40059","0019169929","163",,,,,,,,,,,,,,,,,,,,,
"Telecom","43177182","2017","47168","Hickory County Health Department","APPROVED","INDIVIDUAL",,"201 Cedar","PO Box 21","Hermitage","Hickory","MO","65668",,"Dawn",,"Vader","(417) 745-2138","vaderd@hickorycountyhealth.org","2017-06-21","2017-07-20","2017-07-19","28","60","7/1/2017 - 6/30/2018","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3054999","Dawn",,"Vader","Hickory County Health Department","(417) 745-2138","4177452138","vaderd@hickorycountyhealth.org","201 Cedar","PO Box 21","Hermitage","MO","65668","0012805875","125",,,,,,,,,,,,,,,,,,,,,
"Telecom","43131980","2013","31128","Morehouse General Hospital - Janos OBGYN","APPROVED","INDIVIDUAL",,"316 W. Walnut Avenue",,"Bastrop","Morehouse","LA","71220",,"Virginia",,"Loveday","(318) 283-3845","virginia.loveday@mghospital.com","2013-04-15","2013-05-14","2013-05-13",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2215735","Geoff",,"Boggs","USF Healthcare Consulting","(877) 223-5818","(888) 284-0010","gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0009573635","241","Phones, Data, Internet, Telecommunications, Teleradiology, Transferring of patient information",,,,,,,,,,,,,,,,,,,,
"Telecom","43216747","2022","31185","Family Counseling Center Outpatient Mental Health Clinic","APPROVED","INDIVIDUAL",,"3001 WARRIOR LN",,"POPLAR BLUFF","Butler","MO","63901",,"Dustin",,"Skelton","(573) 888-5925","dustins@fccinc.org","2021-08-04","2021-09-02","2021-09-01","28","28","month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3696168","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907",,"gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0021916697","299",,,,,,,,,,,,,,,,,,,,,
"HCF","100023961","2018","52403","Morehead Women's Health","APPROVED","INDIVIDUAL",,"522 South Van Buren Road",,"Eden","Rockingham","NC","27288",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2018-01-09","2018-02-07","2018-02-06","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_933667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43124372","2012","18183","Guthrie Clinic - Owego","APPROVED","INDIVIDUAL","GUTHRIE HEALTHCARE","128 North Avenue",,"Owego","Tioga","NY","13827",,"Mark",,"Middaugh","(570) 882-5373","middaugh_mark@guthrie.org","2012-05-24","2012-06-22","2012-06-21",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2039335","David",,"Wagner","PEM Filings, LLC","(203) 437-6546","(800) 574-3869","david@pemfilings.com","50 Waterbury Rd #357",,"Prospect","CT","06712","0012328233","171","Internet & Telecommunications services for medical purposes.  This includes: bandwidth for general Internet connectivity, data circuits
 for sending and receiving medical billing info, files and/or images to and from remote  locations, medical administration &  telemedicine.  
 Email all bid information requests to the mailing contact,  david@pemfilings.com. If no response in 7 days, call  203-437-6546",,,,,,,,,,,,,,,,,,,,
"Telecom","43165573","2016","32151","Alaska Island Community Services - Naukati","APPROVED","INDIVIDUAL",,"Blk 2","Lot 11 Roseroot","Naukati Bay","Prince of Wales-Outer Ketchikan","AK","99950-0550",,"Mark","T","Walker","(907) 874-2373","mark.walker@akics.org","2016-05-25","2016-06-23","2016-06-22",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2860828","Mark","T","Walker","Alaska Island Community Services","(907) 874-2373",,"mark.walker@akics.org","PO Box 1231",,"Wrangell","AK","99929","0022596548","709","Transmission of data, medical images and x-rays, medical research, high definition video used for tele-health services.
This is a yearly filing, no response requested.",,,,,,,,,,,,,,,,,,,,
"HCF","100043836","2021","26113","Mental Health Centers of Illinois - Lincoln","APPROVED","INDIVIDUAL",,"762 S. Postville Drive","760 S Postville DRive","Lincoln","Logan","IL","62656",,"Stacey",,"Bilsland","(815) 464-5248","sbilsland@savitagroup.com","2020-09-18","2020-10-17","2020-10-16","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1975966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43134299","2013","32487","Boone Memorial Hospital - Rural Health Clinic","APPROVED","INDIVIDUAL",,"173 State Street",,"Madison","Boone","WV","25130",,"Mark",,"Linville","(304) 369-1230","mlinville@bmh.org","2013-05-28","2013-06-26","2013-06-25",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2252174","Geoff",,"Boggs","USF Healthcare Consulting","(877) 223-5818","(888) 875-8810","gboggs@uasave.com","P O Box 326",,"Prospect","KY","40059","0002017820","28","Phones, Data, Internet, Telecommunications, Teleradiology, Transferring of patient information",,,,,,,,,,,,,,,,,,,,
"Telecom","43216402","2022","27890","Medina County Hospital District dba Medina Regional Hospital","APPROVED","INDIVIDUAL",,"3100 Avenue E",,"Hondo","Medina","TX","78861",,"Kevin",,"Frosch","(830) 426-7898","kevin.frosch@medinahospital.net","2021-07-27","2021-08-25","2021-08-24","28","28","month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3691690","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907",,"gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0021415757","260",,,,,,,,,,,,,,,,,,,,,
"Telecom","43162486","2016","18405","Lodi Community Hospital","APPROVED","INDIVIDUAL",,"225 Elyria St",,"Lodi","Medina","OH","44254",,"Rob",,"Baldauf","(330) 948-1222","rbaldauf@lodihospital.com","2016-04-05","2016-05-04","2016-05-03",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2827067","David",,"Wagner","PEM Filings, LLC","(203) 437-6546","(800) 574-3869","david@pemfilings.com","50 Waterbury Rd #357",,"Prospect","CT","06712","0014897433","103","Internet & Telecommunications services for medical purposes.  This includes: bandwidth for general Internet connectivity, voice, data circuits for sending and receiving medical billing info, files and/or images to and from remote  locations, medical administration &  telemedicine.  Email all bid information requests to the mailing contact,  david@pemfilings.com. If no response in 7 days, call  203-437-6546",,,,,,,,,,,,,,,,,,,,
"HCF","100026829","2018","24899","UH Conneaut Medical Center","APPROVED","INDIVIDUAL",,"158 W MAIN RD",,"CONNEAUT","Ashtabula","OH","44030",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2018-03-13","2018-04-11","2018-04-10","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_976905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43228312","2023","59881","Missouri Delta Medical Center - Restart Rehab New Madrid","APPROVED","INDIVIDUAL",,"406 US HIGHWAY 61",,"NEW MADRID","New Madrid","MO","63869-1642",,"Gary",,"Gaines","(573) 472-7646","ggaines@missouridelta.com","2022-08-15","2022-09-13","2022-09-12","28","28","month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3882452","Geoff",,"Boggs","USF Healthcare Consulting, Inc.","(502) 228-1907",,"gboggs@uasave.com","PO Box 326",,"Prospect","KY","40059","0002550846","345",,,,,,,,,,,,,,,,,,,,,
"Telecom","43199216","2020","14153","Lamb Healthcare Center","APPROVED","INDIVIDUAL",,"1500 South Sunset Avenue",,"Littlefield","Lamb","TX","79339",,"Cindy",,"Klein","(806) 385-6411","cklein@lambhc.org","2020-01-06","2020-02-04","2020-02-03","28","28","month to month up to 60 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3435163","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907","(888) 875-8810","gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0013243340","531",,,,,,,,,,,,,,,,,,,,,
"Telecom","43208845","2021","52148","Willow Care Nursing Home","APPROVED","INDIVIDUAL",,"2646 State Route 76",,"Willow Springs","Howell","MO","65793",,"Sherry",,"Miller","(417) 469-0204","smiller@willowhealthcare.com","2020-11-04","2020-12-03","2020-12-02","28","7","MTM up to 60 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3540604","Timothy",,"Basile","Solix Inc.","(973) 581-5238","(973) 599-6548","timothy.basile@solixinc.com","10 Lanidex Plaza West",,"Parsippany","NJ","07054","0026235606","223",,,,,,,,,,,,,,,,,,,,,
"Telecom","43145506","2014","27098","Greene County Rural Health Clinic","APPROVED","INDIVIDUAL",,"116 N. Main Street","White Hall","White Hall","Greene","IL","62092",,"Deborah",,"Campbell","(217) 374-2188","dcampbell@boydhcs.org","2014-06-16","2014-07-15","2014-07-14",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2509758","Deborah","J","Campbell","Thomas H. Boyd Memorial Hospital DBA - Greene County Rural Health Clinic","(217) 942-6946","(217) 942-6091","dcampbell@boydhcs.org","800 School Street",,"Carrollton","IL","62016","0014772933","238","The service will be used for voice, video and data communications that will enable sharing of information, educational opportunities and a broad range of medical consultations.",,,,,,,,,,,,,,,,,,,,
"Telecom","43135341","2013","17030","Trover Clinic","APPROVED","INDIVIDUAL",,"200 Clinic Drive",,"Madisonville","Hopkins","KY","42431",,"Steve",,"Fricker","(270) 824-3538","sfricker@trover.org","2013-05-25","2013-06-23","2013-06-22",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2250622","David",,"Wagner","PEM Filings, LLC","(203) 437-6546","(800) 574-3869","david@pemfilings.com","50 Waterbury Rd #357",,"Prospect","CT","06712","0015027782","184","Internet & Telecommunications services for medical purposes.  This includes: bandwidth for general Internet connectivity, voice, data circuits
 for sending and receiving medical billing info, files and/or images to and from remote  locations, medical administration &  telemedicine.  
 Email all bid information requests to the mailing contact,  david@pemfilings.com. If no response in 7 days, call  203-437-6546",,,,,,,,,,,,,,,,,,,,
"HCF","100035922","2020","44813","Baxter Regional Medical Center - Salem Clinic","APPROVED","INDIVIDUAL",,"106 Hwy 62",,"Salem","Fulton","AR","72756",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2020-01-08","2020-02-06","2020-02-05","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1634957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43132498","2013","11750","Cooperstown Medical Center","APPROVED","INDIVIDUAL",,"1200 ROBERTS AVE NE",,"COOPERSTOWN","Griggs","ND","58425-7101",,"Connie",,"Swenson","(701) 797-2221","cswenson@coopermc.com","2013-04-30","2013-05-29","2013-05-28",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2227564","Connie",,"Swenson","Cooperstown Medical Center","(701) 797-2221","701-797-2421","cswenson@coopermc.com","1200 ROBERTS AVE NE",,"COOPERSTOWN","ND","58425-7101","0011343548","77","ATM/T1 Dedicated Bandwidth Required - This rural health facility requires QOS for telehealth applications which include clinical consultations, video, and data. Network management is required. This is a month to month circuit and is part of the NDHA Consortium. Please contact Carla Anderson - carla@e-copernicus.com",,,,,,,,,,,,,,,,,,,,
"Telecom","43228332","2023","30367","North Central Missouri Mental Health Center - Brookfield","APPROVED","INDIVIDUAL",,"1102 W. Helm Street",,"Brookfield","Linn","MO","64628",,"Kim",,"Kriegel","(660) 359-4487","kkriegel@ncmmh.org","2022-08-15","2022-09-13","2022-09-12","28","28","Month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3882649","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907",,"gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0021700869","112",,,,,,,,,,,,,,,,,,,,,
"HCF","100039850","2020","45852","Work & Wellness Waupun","APPROVED","INDIVIDUAL",,"680 West Brown Street",,"Waupun","Dodge","WI","53963",,"Timothy",,"Basile","(973) 581-5238","timothy.basile@solixinc.com","2020-02-05","2020-03-05","2020-03-04","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1659435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100013636","2016","46185","Trinity Mother Frances - Mount Pleasant","APPROVED","INDIVIDUAL",,"2001 W. Ferguson Rd.","Ste. 1000","Mount Pleasant","Titus","TX","75455",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2016-05-09","2016-06-06","2016-06-06","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_453728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100012082","2016","31773","Charles cole Memorial Hospital-Port Allegany Community Health Center","APPROVED","INDIVIDUAL",,"45 Pine Street",,"Port Allegany","McKean","PA","16743",,"Steve",,"Rau","(805) 495-3255","steve@channelford.com","2016-05-10","2016-06-08","2016-06-07","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_456145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100010535","2016","41830","Westbrook Health Services - St. Marys","APPROVED","INDIVIDUAL",,"210 Second Street",,"St. Marys","Pleasants","WV","26170",,"Michael",,"Tamburino","(973) 581-6714","michael.tamburino@solixinc.com","2016-01-27","2016-02-25","2016-02-24","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_378695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100020058","2017","43911","LeConte Medical Center","APPROVED","INDIVIDUAL",,"742 Middle Creek Rd",,"Sevierville","Sevier","TN","37862",,"Geoff",,"Boggs","(502) 228-1907","gboggs@uasave.com","2017-01-19","2017-02-17","2017-02-16","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_665937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43154599","2015","42059","Adair Family Medical Center","APPROVED","INDIVIDUAL",,"937 Campbellsville Rd.",,"Columbia","Adair","KY","42728",,"Lisa",,"Bennett","(270) 384-2777","lbennett@cumberlandfamilymedical.com","2015-06-02","2015-07-01","2015-06-30",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2708370","David",,"Boggs","The USF Group","(615) 791-5785",,"david.boggs@theusfgroup.com","P.O. Box 680001",,"Franklin","TN","37068","0021745468","91","We are a community health center comprised of multiple, separate clinic sites across south
central and north central Kentucky that come under the umbrella of the parent organization,
Cumberland Family Medical Center, Inc. As a health care facility, we utilize telecommunication
links between our rural sites and rely on telephone and internet services to transmit documents,
xray,
pertinent medical data and provide communication needs for our staff and patients.",,,,,,,,,,,,,,,,,,,,
"Telecom","43169029","2017","31409","Benton Medical Center","APPROVED","INDIVIDUAL",,"15921 Boundary Dr.",,"Ashland","Benton","MS","38603",,"Miles","D","Nunnally","(662) 224-8951","miles.nunnally@nmphc.org","2017-01-10","2017-02-08","2017-02-07","28","5","Month to Month up to 5 Years","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2968337","Miles","D","Nunnally","Benton Medical Center","(662) 224-8951",,"miles.nunnally@nmphc.org","15921 Boundary Dr.",,"Ashland","MS","38603","0022113500","194",,,,,,,,,,,,,,,,,,,,,
"Telecom","43148678","2014","13068","McDonough District Hospital","APPROVED","INDIVIDUAL",,"525 East Grant Street",,"Macomb","McDonough","IL","61455",,"Harlan",,"Baker","(309) 836-1517","htbaker@mdh.org","2014-11-10","2014-12-09","2014-12-08",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2588360","David",,"Wagner","PEM Filings, LLC","(203) 437-6546","(800) 574-3869","david@pemfilings.com","50 Waterbury Rd #357",,"Prospect","CT","06712","0014880918","201","Internet & Telecommunications services for medical purposes. This includes: bandwidth for general Internet connectivity, voice, data circuits for sending and receiving medical billing info, files and/or images to and from remote locations, medical administration & telemedicine. Email all bid information request to the mailing contact, david@pemfilings.com. If no response in 7 days, call 203-437-6546",,,,,,,,,,,,,,,,,,,,
