"company","customer_service","carrier_type","city","carrier_state","zip_code","county","website"
"Safelink Wireless","800-723-3546","Wireless","Edgewood","MD","21009","Harford","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","800-288-2020","Wireline","Canyon","TX","79015","Randall","https://www.att.com/gen/general?pid=22888"
"South Central Telcom LLC","270-678-2111","ACP Home Internet","Watterson Park","KY","40231","Jefferson","https://www.scrtc.com"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Portland","ME","04103","Cumberland","https://www.breezeline.com/"
"AT&T","855-301-0355","Wireline","Livonia","MI","48150","Wayne","https://www.att.com/gen/general?pid=22888"
"Pioneer Telephone","888-782-2667","Wireline","Okeene","OK","73763","Blaine,Kingfisher,Major","http://gopioneer.com"
"AT&T","855-301-0355","Wireline","Forest","MS","39074","Scott,Smith","https://www.att.com/gen/general?pid=22888"
"Life Wireless","888-543-3620","Wireless","Wolford","ND","58385","Pierce,Rolette","https://www.lifewireless.com/"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Berwyn","IL","60804","Cook","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Life Wireless","888-543-3620","Wireless","California City","CA","93501","Kern","https://www.lifewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Woodlawn Beach","FL","32563","Santa Rosa","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Butterfield","TX","79938","El Paso,Hudspeth","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Spanaway","WA","98387","Pierce","https://qlinkwireless.com/"
"Dart Phone","888-360-2030","Wireline","Oklahoma City","OK","73142","Oklahoma","http://www.dartphone.com/lifeline"
"Assurance Wireless","888-898-4888","Wireless","Milwaukee","WI","53225","Milwaukee,Waukesha","http://www.assurancewireless.com"
"Tag Mobile","866-959-4918","Wireless","Harlan","KY","40806","Harlan","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Manchester","VA","23225","Chesterfield,Richmond","https://www.lifewireless.com"
"Life Wireless","888-543-3620","ACP Mobile Internet","Navarre Beach","FL","32566","Santa Rosa","https://www.lifewireless.com"
"Frontier Communications","800-921-8101","Wireline","La Victoria","TX","78582","Starr","https://frontier.com/discountprograms/LifelineProgram"
"Tag Mobile","866-959-4918","Wireless","Botines","TX","78045","Webb","https://www.tagmobile.com/"
"Verizon","800-837-4966","Wireline","Blue Point","NY","11715","Suffolk","http://www.verizonwireless.com/wcms/consumer/explore/lifeline.html"
"Assurance Wireless","888-898-4888","Wireless","Kent","WA","98002","King","http://www.assurancewireless.com"
"North American Local, LLC","888-247-3903","ACP Mobile Internet",,"LA","71367","Evangeline,Rapides,St. Landry","https://www.northamericanlocal.com"
"Truconnect","800-430-0443","Wireless","McLendon-Chisholm","TX","75189","Collin,Hunt,Rockwall","http://www.truconnect.com/lifeline/freephone/signup"
"AT&T","855-301-0355","Wireline","McCormick","SC","29835","Edgefield,McCormick","https://www.att.com/gen/general?pid=22888"
"Life Wireless","888-543-3620","Wireless","Clinton","AR","72031","Conway,Stone,Van Buren","https://www.lifewireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet",,"MD","20711","Anne Arundel","https://www.breezeline.com/"
"Life Wireless","888-543-3620","Wireless","St. Louis","MO","63112","St. Louis","https://www.lifewireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Mentor","OH","44094","Lake","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Westphalia","MD","20774","Prince George's","https://www.lifewireless.com/"
"Safelink Wireless","800-723-3546","Wireless",,"MI","49872","Delta","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Tag Mobile","866-959-4918","Wireless",,"KY","40178","Breckinridge","https://www.tagmobile.com/"
"Assurance Wireless","888-898-4888","Wireless","Orem","UT","84097","Utah","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Downs","IL","61705","McLean","https://www.accesswireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet",,"ME","04772","Aroostook","https://www.breezeline.com/"
"Safelink Wireless","800-723-3546","Wireless","Jermyn","PA","18433","Lackawanna","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"American Broadband & Telecommunications","866-966-2628","Wireline","Aasu","AS","96799","Eastern,Manu'a,Swains Island,Western","http://www.ambt.net/home-solutions/telephone/american-assistance.aspx"
"Q Link Wireless","855-754-6543","Wireless","Winchester","KS","66097","Jefferson,Leavenworth","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Holtsville","NY","11742","Suffolk","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Tampa","FL","33606","Hillsborough","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Olive Hill","KY","41164","Carter,Elliott,Lewis","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Fort Madison","IA","52627","Lee","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Yettem","CA","93292","Tulare","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Bonita Springs","FL","34134","Collier,Lee","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Tag Mobile","866-959-4918","Wireless","Pueblo","CO","81005","Pueblo","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet",,"VA","20160",,"https://www.lifewireless.com"
"Tag Mobile","866-959-4918","Wireless","Simonton","TX","77476","Fort Bend","https://www.tagmobile.com/"
"Coleman County Telephone Cooperative","800-439-1723","Wireline",,"TX","76845","Coleman","http://cctelco.org/s_telephone.html"
"Safelink Wireless","800-723-3546","Wireless","Potterville","MI","48876","Eaton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Viasat","855-463-9333","ACP Home Internet","Ochelata","OK","74051","Osage,Washington","https://www.viasat.com/acp"
"Life Wireless","888-543-3620","Wireless","Bellefonte","KY","41169","Greenup","https://www.lifewireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Atlanta","GA","30030","DeKalb","https://www.standupwireless.com/learn/"
"Q Link Wireless","855-754-6543","Wireless","Bowie","TX","76230","Clay,Jack,Montague","https://qlinkwireless.com/"
"iWireless","888-900-5899","Wireless","Tullytown","PA","19057","Bucks","https://www.accesswireless.com/lifeline/about-the-lifeline-program"
"Dart Phone","888-360-2030","Wireline",,"OK","73195",,"http://www.dartphone.com/lifeline"
"Panora Telco","641-755-2800","ACP Home Internet","Fremont","IA","52561","Keokuk,Mahaska","https://www.panoratelco.com"
"Life Wireless","888-543-3620","Wireless","Blawnox","PA","15238","Allegheny","https://www.lifewireless.com/"
"Amerimex Communications","888-224-3213","Wireless","Savannah","GA","31401","Chatham","https://safetynetwireless.com/how-to-qualify/"
"Assurance Wireless","888-898-4888","Wireless",,"IA","50980",,"http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Bethel Heights","AR","72745","Benton","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Sammamish","WA","98075","King","https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Meade","KS","67864","Meade","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless",,"PA","16224","Armstrong,Clarion","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless",,"CA","90510",,"https://www.accesswireless.com/"
"Hawaiian Telcom, Inc.","808-643-3456","Wireline","Ainaloa","HI","96778","Hawaii","http://www.hawaiiantel.com/Homephone/LifelineProgramRecommendation/tabid/1624/Default.aspx"
"Windstream Communications","800-347-1991","Wireline","Timblin","PA","16240","Armstrong,Clarion,Jefferson","https://www.windstream.com"
"Access Wireless","866-594-3644","Wireless","Zumbro Falls","MN","55991","Olmsted,Wabasha","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Ave Maria","FL","34142","Collier,Hendry","https://www.lifewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Anaheim","CA","92804","Orange","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Germantown","OH","45342","Montgomery,Warren","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Q Link Wireless","855-754-6543","Wireless","Mount Gay-Shamrock","WV","25601","Logan","https://qlinkwireless.com/"
"Air Voice Wireless","877-247-7799","Wireless",,"PA","16664","Bedford","http://feelsafewireless.com/DesktopMichigan.aspx"
"Access Wireless","866-594-3644","Wireless","Brownwood","TX","76802","Brown","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Berry","KY","41003","Grant,Harrison,Pendleton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Lemay","MO","63125","St. Louis","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Tempo Telecom, LLC","877-822-8501","Wireless","Westminster","MD","21157","Carroll","https://mytempo.com/lifeline-wireless/"
"Access Wireless","866-594-3644","Wireless","Atlantis","FL","33463","Palm Beach","https://www.accesswireless.com/"
"Air Voice Wireless","877-247-7799","Wireless","Sherwood","OH","45244","Clermont,Hamilton","http://feelsafewireless.com/DesktopMichigan.aspx"
"AT&T","855-301-0355","Wireline","Shively","KY","40208","Jefferson","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Warfield","VA","23889","Brunswick","https://www.accesswireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Mammoth","AZ","85623","Pinal","https://www.standupwireless.com/learn/"
"Q Link Wireless","855-754-6543","Wireless","Waco","TX","76705","McLennan","https://qlinkwireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Fort Worth","TX","76020","Parker,Tarrant,Wise","https://www.standupwireless.com/learn/"
"Access Wireless","866-594-3644","Wireless","Cedar Hill","MO","63016","Jefferson","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Cheyenne","WY","82009","Laramie","https://www.lifewireless.com"
"Access Wireless","866-594-3644","Wireless","Whiteside","MO","63387","Lincoln","https://www.accesswireless.com/"
"MetroNet","877-407-3224","ACP Home Internet",,"FL","34284",,"https://www.metroinc.com"
"Nex-Tech Wireless","877-621-2600","Wireline","Larned","KS","67550","Pawnee,Stafford","https://www.nex-techwireless.com/lifeline"
"Life Wireless","888-543-3620","Wireless","Flatwoods","KY","41101","Boyd,Greenup","https://www.lifewireless.com/"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet","North Palm Beach","FL","33408","Palm Beach","https://www.tritechwireless.com"
"Q Link Wireless","855-754-6543","Wireless","Pierson","MI","49339","Montcalm","https://qlinkwireless.com/"
"Tag Mobile","866-959-4918","Wireless","Pleasant Hills","MD","21085","Baltimore,Harford","https://www.tagmobile.com/"
"Q Link Wireless LLC","855-754-6543","Wireless","Fayetteville","GA","30215","Clayton,Fayette","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Minneapolis","MN","55413","Hennepin","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Hudson","IN","46747","DeKalb,LaGrange,Steuben","https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Perry","AR","72125","Conway,Perry","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Longstreet","LA","71046","Caddo,De Soto","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Montour Falls","NY","14891","Schuyler","https://www.breezeline.com/"
"Safetynet Wireless","888-224-3213","Wireless","North Edwards","CA","93523","Kern","https://safetynetwireless.com/how-to-qualify/"
"StandUP Wireless","800-544-4441","Wireless","Newport Beach","CA","92663","Orange","https://www.standupwireless.com/learn/"
"Assurance Wireless","888-898-4888","Wireless","Milton","WV","25510","Cabell,Lincoln,Putnam","http://www.assurancewireless.com"
"Truconnect","800-430-0443","Wireless","Houston","TX","77028","Harris","http://www.truconnect.com/lifeline/freephone/signup"
"Assurance Wireless","888-898-4888","Wireless","Prosper","TX","75009","Collin,Denton","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless",,"NY","13065",,"https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","855-301-0355","Wireline","College Park","GA","30344","Fulton","https://www.att.com/gen/general?pid=22888"
"Assurance Wireless","888-898-4888","Wireless",,"PA","18943",,"http://www.assurancewireless.com"
"Starry, Inc","888-231-9403","ACP Home Internet","Los Angeles","CA","91402","Los Angeles","https://www.starry.com"
"Safelink Wireless","800-723-3546","Wireless","Hunters Creek Village","TX","77063","Harris","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"T-Mobile","800-937-8997","Wireless","Newport","KY","41075","Campbell","https://www.t-mobile.com/offers/lifeline-program"
"Access Wireless","866-594-3644","Wireless","Wood Village","OR","97060","Multnomah","https://www.accesswireless.com/"
"Tag Mobile","866-959-4918","Wireless","Hunters Creek Village","TX","77024","Harris","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Colchester","CT","06415","Middlesex,New London","https://www.lifewireless.com"
"Tag Mobile","866-959-4918","Wireless","Nederland","CO","80466","Boulder","https://www.tagmobile.com/"
"CenturyLink","800-407-5411","Wireline",,"OR","97369","Lincoln","http://www.centurylink.com/Pages/Support/LifeLine/"
"Life Wireless","888-543-3620","Wireless","Milner","GA","30204","Lamar,Monroe,Upson","https://www.lifewireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Chesapeake","VA","23324","Chesapeake","https://www.breezeline.com/"
"Assurance Wireless","888-898-4888","Wireless","Kaysville","UT","84041","Davis","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless",,"WI","53194",,"http://www.assurancewireless.com"
"Life Wireless","888-543-3620","ACP Mobile Internet","Danbury","CT","06801","Fairfield","https://www.lifewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Avoca","PA","18641","Lackawanna,Luzerne","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless","Whitesboro","AL","35956","Etowah","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Lakewood","WA","98444","Pierce","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless",,"MD","20875",,"http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","South Pasadena","CA","91030","Los Angeles","https://www.lifewireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet",,"NY","12431","Greene","https://www.breezeline.com/"
"Tag Mobile","866-959-4918","Wireless","Whitewright","TX","75491","Collin,Fannin,Grayson","https://www.tagmobile.com/"
"Valley Telephone Cooperative, Inc.","800-446-2031","Wireline","Garza-Salinas II","TX","78582","Starr","http://www.vtx1.net/"
"Assurance Wireless","888-898-4888","Wireless","Buckhead","GA","30625","Morgan,Putnam","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Lewis","WI","54872","Burnett,Polk","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Dalton Gardens","ID","83815","Kootenai","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless",,"WV","26374","Monongalia,Preston,Taylor","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Selma","TX","78148","Bexar","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Palo Alto","CA","94304","Santa Clara","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Callao","MO","63534","Macon","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Kysorville","NY","14437","Livingston,Steuben","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Clear Wireless, LLC","888-341-3471","ACP Home Internet","Herkimer","NY","13350","Herkimer","https://clearwireless.com"
"Assurance Wireless","888-898-4888","Wireless","Santa Fe Springs","CA","90703","Los Angeles,Orange","http://www.assurancewireless.com"
"Blue Casa","800-360-1902","Wireline","Indio","CA","92201","Riverside","http://www.bluecasa.com/en/home_phone/california_lifeline"
"Tag Mobile","866-959-4918","Wireless","Suttons Bay","MI","49682","Leelanau","https://www.tagmobile.com/"
"Access Wireless","866-594-3644","Wireless","Miami Gardens","FL","33054","Miami-Dade","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Miami Lakes","FL","33018","Miami-Dade","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Crossville","TN","38571","Cumberland","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Tinley Park","IL","60423","Cook,Will","https://www.accesswireless.com/"
"Vernon Communications Cooperative","608-634-3136","ACP Home Internet","Hortonville","WI","54944","Outagamie","https://www.vernoncom.coop"
"Q Link Wireless","855-754-6543","Wireless","Paducah","KY","42001","McCracken","https://qlinkwireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Emerald Bay","TX","75757","Cherokee,Smith","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Roy","UT","84405","Davis,Weber","https://qlinkwireless.com/"
"American Broadband & Telecommunications","866-966-2628","Wireless","Toledo","OH","43604","Lucas","http://www.americanassistance.com/eligibility/"
"Access Wireless","866-594-3644","Wireless","Dilworth","MN","56560","Clay,Wilkin","https://www.accesswireless.com/"
"Molalla Communications Company","503-829-1100","Wireline","Molalla","OR","97038","Clackamas,Marion","https://www.molalla.com/"
"Access Wireless","866-594-3644","Wireless","Chevy Chase Section Five","MD","20815","Montgomery","https://www.accesswireless.com/"
"Air Voice Wireless","877-247-7799","Wireless","Progress","PA","17103","Dauphin","http://feelsafewireless.com/DesktopMichigan.aspx"
"Safelink Wireless","800-723-3546","Wireless","Ojus","FL","33180","Miami-Dade","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","855-301-0355","Wireline","Union City","GA","30349","Clayton,Fulton","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Baskin","LA","71219","Franklin","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","San Antonio","TX","78260","Bexar","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Five Points","FL","32055","Columbia","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Kent","WA","98038","King","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless",,"OH","45897","Hancock","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Gwynn","VA","23066","Mathews","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Woodlawn","NC","27302","Alamance,Caswell,Orange","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Blue Casa","800-360-1902","Wireline","West Hollywood","CA","90038","Los Angeles","http://www.bluecasa.com/en/home_phone/california_lifeline"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet",,"FL","32862",,"https://www.tritechwireless.com"
"Assist Wireless","855-392-7747","Wireless","Gowen","OK","74547","Latimer,Pittsburg","https://www.assistwireless.com/home/lifeline-plans-directory/"
"Assurance Wireless","888-898-4888","Wireless",,"TX","88533",,"http://www.assurancewireless.com"
"Coalfields Telephone","606-478-9401","Wireline",,"KY","41604","Floyd","http://www.coalfields.net/phone/lifeline/"
"Amerimex","888-900-8593","Wireless","Enon Valley","PA","16120","Beaver,Lawrence","https://safetynetwireless.com/how-to-qualify/"
"T-Mobile","800-937-8997","Wireless","Longwood","FL","32750","Seminole","https://www.t-mobile.com/offers/lifeline-program"
"Q Link Wireless","855-754-6543","Wireless","Patterson","AR","72101","Jackson,Woodruff","https://qlinkwireless.com/"
"Windstream Communications","800-347-1991","Wireline","Huntsville","TX","77320","San Jacinto,Walker","https://www.windstream.com"
"Assurance Wireless","888-898-4888","Wireless",,"DC","20444",,"http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Oriskany","NY","13424","Oneida","https://www.accesswireless.com/"
"North American Local, LLC","888-247-3903","ACP Mobile Internet","Cecilia","LA","70517","Lafayette,St. Martin","https://www.northamericanlocal.com"
"U.S. Cellular","800-944-9400","Wireless","Oklahoma City","OK","73139","Cleveland,Oklahoma","https://www.uscellular.com/plans/lifeline/index.html"
"Q Link Wireless","855-754-6543","Wireless",,"TX","76003",,"https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Linwood","NY","14486","Livingston","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Life Wireless","888-543-3620","Wireless","Sheridan","CO","80110","Arapahoe,Denver","https://www.lifewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Clarkton","MO","63837","Dunklin","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Covington","OK","73730","Garfield","https://www.accesswireless.com/"
"Sebastian","800-841-9311","ACP Home Internet","Hillsborough","CA","94401","San Mateo","https://www.sebastiancorp.com/"
"CenturyLink","800-407-5411","Wireline","Albany","OR","97389","Linn","http://www.centurylink.com/Pages/Support/LifeLine/"
"Tag Mobile","866-959-4918","Wireless",,"MI","48068",,"https://www.tagmobile.com/"
"GRM Networks","800-451-2301","Wireline","Laredo","MO","64652","Grundy","http://www2.grm.net/phone/"
"Assurance Wireless","888-898-4888","Wireless",,"NY","13110","Onondaga","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Richfield","WI","53022","Washington","https://www.lifewireless.com/"
"Amerimex Communications","888-224-3213","Wireless","Carrollton","GA","30118","Carroll","https://safetynetwireless.com/how-to-qualify/"
"Life Wireless","888-543-3620","Wireless","New Athens","OH","43907","Harrison,Jefferson","https://www.lifewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Whitewater","WI","53190","Jefferson,Rock,Walworth","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"enTouch Wireless","866-488-8719","Wireless","Fobes Hill","WA","98290","Snohomish","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Assurance Wireless","888-898-4888","Wireless","Rosharon","TX","77583","Brazoria,Fort Bend","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Round Top","TX","78954","Austin,Fayette","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Tullytown","PA","19055","Bucks","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Springmont","PA","19608","Berks","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Lowes","KY","42051","Graves","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless",,"IA","50664","Fayette","http://www.assurancewireless.com"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","High Springs","FL","32643","Alachua,Columbia,Gilchrist","https://www.breezeline.com/"
"StandUP Wireless","800-544-4441","Wireless","Irvine","CA","92618","Orange","https://www.standupwireless.com/learn/"
"Dart Phone","888-360-2030","Wireline","Bray","OK","73533","Cotton,Stephens","http://www.dartphone.com/lifeline"
"Safelink Wireless","800-723-3546","Wireless","Lakeline","OH","44095","Lake","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Princeton","IA","52753","Scott","http://www.assurancewireless.com"
"FeelSafe Wireless by Air Voice","877-247-7799","Wireless",,"MS","39165",,"http://feelsafewireless.com/DesktopMichigan.aspx"
"Access Wireless","866-594-3644","Wireless","Vienna","WV","26105","Wood","https://www.accesswireless.com/"
"Tag Mobile, LLC","866-959-4918","Wireless","Ceylon","MN","56121","Martin","http://www.tagmobile.com/site/index.aspx"
"Life Wireless","888-543-3620","ACP Mobile Internet","Glen Lyn","VA","24093","Giles","https://www.lifewireless.com"
"Vernon Communications Cooperative","608-634-3136","ACP Home Internet","Cecil","WI","54111","Oconto,Shawano","https://www.vernoncom.coop"
"Clear Wireless, LLC","888-341-3471","ACP Home Internet","Falls View","WV","25040","Fayette","https://clearwireless.com"
"Yourtel America","855-299-9990","Wireless","Belleville","IL","62203","St. Clair","https://www.icc.illinois.gov/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Warm Mineral Springs","FL","34287","Sarasota","https://www.lifewireless.com"
"PBT Telecom","803-894-3121","Wireline","North","SC","29112","Calhoun,Lexington,Orangeburg","https://www.comporium.com/lifeline-program-phone/"
"Access Wireless","866-594-3644","Wireless","South Bend","WA","98577","Grays Harbor,Lewis,Pacific","https://www.accesswireless.com/"
"TerraCom Wireless","877-351-4747","Wireless","Jacinto City","TX","77015","Harris","https://www.terracomwireless.com/lifeline-free-plans.php"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet",,"WV","25125","Clay,Nicholas","https://www.breezeline.com/"
"Tag Mobile","866-959-4918","Wireless","Salley","SC","29137","Aiken,Orangeburg","https://www.tagmobile.com/"
"RT Communications, Inc.","800-927-2643","Wireline","Sundance","WY","82729","Crook,Weston","http://www.rangeweb.net/lifeline-assistance/"
"Life Wireless","888-543-3620","Wireless","Palos Park","IL","60439","Cook,DuPage,Will","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless",,"IN","47456","Morgan,Owen,Putnam","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Cumming","IA","50211","Madison,Warren","https://www.lifewireless.com/"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Coleharbor","ND","58531","McLean","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Life Wireless","888-543-3620","ACP Mobile Internet","Norene","TN","37184","Smith,Wilson","https://www.lifewireless.com"
"Viasat","855-463-9333","ACP Home Internet",,"FL","32203",,"https://www.viasat.com/acp"
"Safelink Wireless","800-723-3546","Wireless","Rio","FL","34994","Martin,St. Lucie","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"SafetyNet Wireless","888-224-3213","Wireless","Charlotte","MI","48813","Calhoun,Eaton","https://safetynetwireless.com/how-to-qualify/"
"StandUP Wireless","800-544-4441","Wireless","Atlanta","GA","30315","DeKalb,Fulton","https://www.standupwireless.com/learn/"
"Air Voice Wireless","877-247-7799","Wireless","Pickerington","OH","43110","Fairfield,Franklin,Pickaway","http://feelsafewireless.com/DesktopMichigan.aspx"
"Tempo Telecom","877-822-8501","Wireless","West Liberty","WV","26003","Brooke,Marshall,Ohio","https://mytempo.com/lifeline-wireless/"
"Safelink Wireless","800-723-3546","Wireless","Van Voorhis","PA","15063","Allegheny,Washington","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Russell","MN","56169","Lyon","https://www.accesswireless.com/"
"Tempo Telecom, LLC","877-822-8501","Wireless","Valdez","CO","81082","Las Animas","https://mytempo.com/lifeline-wireless/"
"Assurance Wireless","888-898-4888","Wireless","Perris","CA","92571","Riverside","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","ACP Mobile Internet","Dade City","FL","33525","Pasco","https://www.lifewireless.com"
