"project_id","fiscal_year","functional_area","project_name","deliverable_objective","responsible_department","amount","fund_source"
"1121151170.58101.02","2017","Administration & Sub-Awards","ADA Compliance","Hearing Loops in Healthy Active Living Centers - Morningside","City Planning","8300","CDBG"
"1121151170.58101.03","2017","Administration & Sub-Awards","ADA Compliance","Hearing Loops in Healthy Active Living Centers - Homewood","City Planning","8300","CDBG"
"1121151170.58101.04","2017","Administration & Sub-Awards","ADA Compliance","First Responders Guide for People with Disabilities","City Planning","8000","CDBG"
"1125015170.58101.00","2017","Administration & Sub-Awards","Emergency Solutions Grant","Shelter, Rapid Rehousing, Homeless Prevention, & Street Outreach Assistance","City Planning","1149245","OTHER"
"1126717317.50000.01","2017","Administration & Sub-Awards","Comprehensive Plan","Park Standards & Adopt-A-Park Toolkit","City Planning","40000","BOND"
"1126717317.50000.01","2017","Administration & Sub-Awards","Comprehensive Plan","Park Standards & Adopt-A-Park Toolkit","City Planning","40000","OTHER"
"1126717317.50000.02","2017","Administration & Sub-Awards","Comprehensive Plan","South Side Park Master Plan","City Planning","40000","BOND"
"1126717317.50000.02","2017","Administration & Sub-Awards","Comprehensive Plan","South Side Park Master Plan","City Planning","40000","OTHER"
"1126743017.50000.00","2017","Neighborhood & Community Development","War Memorials & Public Art","War Memorial and Public Art Conservation","City Planning","50000","BOND"
"1126749817.50000.00","2017","Neighborhood & Community Development","Signage & Wayfinding","Wayfinding Signage - Construction","City Planning","105998","BOND"
"1126749817.50000.00","2017","Neighborhood & Community Development","Signage & Wayfinding","Wayfinding Signage - Construction","City Planning","436102","OTHER"
"1150000170.58101.00","2017","Administration & Sub-Awards","CDBG Personnel","Overall Administration","City Planning","1100000","CDBG"
"1156332170.58101.00","2017","Administration & Sub-Awards","CDBG Adminstration","Overall Administration","City Planning","55000","CDBG"
"1156900170.58101.00","2017","Administration & Sub-Awards","Citizen Participation","Provide Information to the City of Pittsburgh Regarding the CDBG Program","City Planning","200000","CDBG"
"2526120017.50000.01","2017","Public Safety","Firefighting Equipment","Digital Control Dispatch Consoles (2)","Bureau of Fire","200000","PAYGO"
"2526120017.50000.02","2017","Public Safety","Firefighting Equipment","EMS Station Installations (11)","Bureau of Fire","550000","PAYGO"
"2526120017.50000.03","2017","Public Safety","Firefighting Equipment","Fire Station Installations (29)","Bureau of Fire","1450000","PAYGO"
"4015010170.58101.00","2017","Facility Improvement","Recreation & Senior Center Facility Improvements","Brighton Heights - Roof","Public Works","50000","CDBG"
"4020590117.50000.00","2017","Engineering & Construction","Trail Development","Trolley Trail Phase 2","Mobility & Infrastructure","247741","OTHER"
"4020590117.50000.00","2017","Engineering & Construction","Trail Development","Trolley Trail Phase 2","Mobility & Infrastructure","61935","PAYGO"
"4021450117.50000.00","2017","Facility Improvement","Beechview Community & Senior Center","Beechview Senior Center Closeout","Public Works","250000","BOND"
"4021501017.50000.00","2017","Facility Improvement","Recreation & Senior Center Facility Improvements","Phillips - HVAC","Public Works","350000","BOND"
"4022003517.50000.01","2017","Engineering & Construction","Step Repair & Replacement","Carnahan Road/Banksville Steps","Public Works","125000","BOND"
"4022003517.50000.02","2017","Engineering & Construction","Step Repair & Replacement","City Accelerator Step Assessment","Public Works","100000","BOND"
"4022003517.50000.02","2017","Engineering & Construction","Step Repair & Replacement","City Accelerator Step Assessment","Public Works","100000","OTHER"
"4022003517.50000.03","2017","Engineering & Construction","Step Repair & Replacement","Lower Oakley Street Steps/Phase 2","Public Works","60000","BOND"
"4023101117.50000.01","2017","Engineering & Construction","Bridge Upgrades","Columbus Avenue Bridge Wall Repair","Public Works","50000","BOND"
"4023101117.50000.02","2017","Engineering & Construction","Bridge Upgrades","Columbus Avenue Bridge Handicapped Ramp & Intersection Improvements","Public Works","100000","BOND"
"4023181117.50000.00","2017","Engineering & Construction","Flex Beam Guiderails & Fencing","Flex Beam Guiderails","Public Works","50000","PAYGO"
"4023305917.50000.00","2017","Engineering & Construction","West Ohio Street Bridge (TIP)","Construction Phase","Mobility & Infrastructure","130500","BOND"
"4023305917.50000.00","2017","Engineering & Construction","West Ohio Street Bridge (TIP)","Construction Phase","Mobility & Infrastructure","2479500","OTHER"
"4023845217.50000.00","2017","Facility Improvement","Bob O'Connor Golf Course","Bob O'Connor Golf Course","Public Works","200000","BOND"
"4023910317.50000.00","2017","Engineering & Construction","Slope Failure Remediation","Brahm Street Wall","Public Works","150000","BOND"
"4024100117.50000.01","2017","Facility Improvement","Play Area Improvements","New Safety Structure - Herschel Playground","Public Works","64435","PAYGO"
"4024100117.50000.02","2017","Facility Improvement","Play Area Improvements","Paint Structure - Herschel Playground","Public Works","15000","PAYGO"
"4024100117.50000.03","2017","Facility Improvement","Play Area Improvements","Replace Parts - Herschel Playground","Public Works","7000","PAYGO"
"4024100217.50000.01","2017","Facility Improvement","Play Area Improvements","Upgrade Play Structure - Mellon Park","Public Works","12000","BOND"
"4024100217.50000.02","2017","Facility Improvement","Play Area Improvements","Playground Audit - 38 Playgrounds","Public Works","50000","BOND"
"4024100217.50000.03","2017","Facility Improvement","Play Area Improvements","Playground Audits - 56 Playgrounds in CDBG areas","Public Works","72800","BOND"
"4024100217.50000.04","2017","Facility Improvement","Play Area Improvements","ADA Accessibility - Townsend Park","Public Works","137500","BOND"
"4024100217.50000.05","2017","Facility Improvement","Play Area Improvements","New Play Structure - Mellon Park","Public Works","15000","BOND"
"4024100217.50000.06","2017","Facility Improvement","Play Area Improvements","New Safety Structure - Mellon Park","Public Works","119660","BOND"
"4024100217.50000.07","2017","Facility Improvement","Play Area Improvements","New Play Structure - Magee Playground","Public Works","70000","BOND"
"4024100217.50000.08","2017","Facility Improvement","Play Area Improvements","New Safety Structure - Magee Playground","Public Works","52500","BOND"
"4024100217.50000.09","2017","Facility Improvement","Play Area Improvements","New Play Structure - Stratmore Parklet","Public Works","70000","BOND"
"4024100217.50000.10","2017","Facility Improvement","Play Area Improvements","New Safety Structure - Stratmore Parklet","Public Works","30000","BOND"
"4024200017.50000.01","2017","Facility Improvement","Pool Rehabilitation","Pool Liner - Sue Murray","Public Works","55000","BOND"
"4024200017.50000.02","2017","Facility Improvement","Pool Rehabilitation","ADA Site Accessibility - Riverview","Public Works","800000","BOND"
"4024200017.50000.03","2017","Facility Improvement","Pool Rehabilitation","Relocate Filter Building Above Ground - Riverview","Public Works","800000","BOND"
"4024200017.50000.04","2017","Facility Improvement","Pool Rehabilitation","Pool Liner - West Penn","Public Works","55000","BOND"
"4024200017.50000.05","2017","Facility Improvement","Pool Rehabilitation","Pump Replacement","Public Works","50000","BOND"
"4024200017.50000.06","2017","Facility Improvement","Pool Rehabilitation","Bathroom Renovations to Achieve ADA Compliance","Public Works","75000","BOND"
"4024500117.50000.01","2017","Facility Improvement","Park Reconstruction","Phillips Park Master Plan","Public Works","30000","PAYGO"
"4024500117.50000.02","2017","Facility Improvement","Park Reconstruction","Moore Park Recreation Center Entry Stair Replacement","Public Works","20000","PAYGO"
"4024500117.50000.03","2017","Facility Improvement","Park Reconstruction","Moore Park Soccer Field Reseeding & Maintenance","Public Works","30000","PAYGO"
"4024500517.50000.01","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Armstrong Park","Public Works","7500","BOND"
"4024500517.50000.02","2017","Facility Improvement","Park Reconstruction","McKinley Park Green Infrastructure & Recreation Project","Public Works","243350","BOND"
"4024500517.50000.02","2017","Facility Improvement","Park Reconstruction","McKinley Park Green Infrastructure & Recreation Project","Public Works","437500","OTHER"
"4024500517.50000.03","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - McKinley Park","Public Works","5000","BOND"
"4024500517.50000.04","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Brighton Heights","Public Works","10000","BOND"
"4024500517.50000.05","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Legion","Public Works","5000","BOND"
"4024500517.50000.06","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Brookline Memorial Park","Public Works","42250","BOND"
"4024500517.50000.07","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Chartiers","Public Works","50000","BOND"
"4024500517.50000.08","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Troy Hill Citizen's Park","Public Works","5000","BOND"
"4024500517.50000.09","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Mellon Park","Public Works","25000","BOND"
"4024500517.50000.10","2017","Facility Improvement","Park Reconstruction","Lewis Hockey Relocation to McBride","Public Works","50000","BOND"
"4024500517.50000.11","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Marmaduke","Public Works","10000","BOND"
"4024500517.50000.12","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Phillips Park","Public Works","5000","BOND"
"4024500517.50000.13","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Moore Park","Public Works","48000","BOND"
"4024500517.50000.14","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Stratmore","Public Works","32000","BOND"
"4025740817.50000.00","2017","Engineering & Construction","18th Street Signal Updates (TIP)","Preliminary Engineering","Mobility & Infrastructure","52600","BOND"
"4025740817.50000.00","2017","Engineering & Construction","18th Street Signal Updates (TIP)","Preliminary Engineering","Mobility & Infrastructure","210400","OTHER"
"4026711117.50000.01","2017","Engineering & Construction","Audible Pedestrian & Traffic Signals","Brownsville Road and Parkfield Street","Public Works","100000","BOND"
"4026711117.50000.02","2017","Engineering & Construction","Audible Pedestrian & Traffic Signals","Haberman/Warrington/Busway Intersection Signal Update Design & Construction","Public Works","25000","BOND"
"4026711117.50000.03","2017","Engineering & Construction","Audible Pedestrian & Traffic Signals","Walnut Street & South Aiken Avenue Traffic Signal Update","Public Works","200000","BOND"
"4026719717.50000.00","2017","Engineering & Construction","Carnahan Road - Wenzell Avenue (TIP)","Construction","Mobility & Infrastructure","560000","BOND"
"4026719717.50000.00","2017","Engineering & Construction","Carnahan Road Wenzell Avenue (TIP)","Construction","Mobility & Infrastructure","2240000","OTHER"
"4026734117.50000.00","2017","Facility Improvement","Sport Facility Improvements","Alton Field Concession Stand","Public Works","50000","PAYGO"
"4026734817.50000.01","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - McBride Park","Public Works","5200","BOND"
"4026734817.50000.02","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Moore Park","Public Works","70000","BOND"
"4026734817.50000.03","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Moore Park","Public Works","10400","BOND"
"4026734817.50000.04","2017","Facility Improvement","Sport Facility Improvements","Court Renovation with Color Coat - Moore Park","Public Works","90000","BOND"
"4026734817.50000.05","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Jefferson Park","Public Works","39375","BOND"
"4026734817.50000.06","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - McGonigle Park","Public Works","35000","BOND"
"4026734817.50000.07","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - McKinley Park","Public Works","5200","BOND"
"4026734817.50000.08","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - McKinley Park","Public Works","45375","BOND"
"4026734817.50000.09","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Fairywood Park","Public Works","5200","BOND"
"4026734817.50000.10","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Chartiers Park","Public Works","35000","BOND"
"4026734817.50000.11","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Mellon Park","Public Works","35000","BOND"
"4026734817.50000.12","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Mellon Park","Public Works","49500","BOND"
"4026734817.50000.13","2017","Facility Improvement","Sport Facility Improvements","Phase II Schenely Park Oval Turf Package","Public Works","240000","BOND"
"4026734817.50000.14","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Herschel Park","Public Works","10400","BOND"
"4026734817.50000.15","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Magee Playground","Public Works","85000","BOND"
"4026734817.50000.16","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Magee Playground","Public Works","5200","BOND"
"4026734817.50000.17","2017","Facility Improvement","Sport Facility Improvements","ADA Bleachers for Dek Hockey - Marmaduke","Public Works","39000","BOND"
"4026734817.50000.18","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Marmaduke","Public Works","5200","BOND"
"4026734817.50000.19","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Phillips Park","Public Works","43500","BOND"
"4026734817.50000.20","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Joe Natoli Playground","Public Works","5200","BOND"
"4026734817.50000.21","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack and Color Coating - Stratmore Park","Public Works","55313","BOND"
"4026737617.50000.00","2017","Engineering & Construction","Greenfield Avenue Bridge (TIP)","Construction","Mobility & Infrastructure","40000","BOND"
"4026737617.50000.00","2017","Engineering & Construction","Greenfield Avenue Bridge (TIP)","Construction","Mobility & Infrastructure","760000","OTHER"
"4026740117.50000.01","2017","Engineering & Construction","Bike Infrastructure","Bike Lanes - 18th Street","Mobility & Infrastructure","110000","PAYGO"
"4026740117.50000.02","2017","Engineering & Construction","Bike Infrastructure","Bike Facilities - Baum/Centre Crossing","Mobility & Infrastructure","100000","PAYGO"
"4026740117.50000.03","2017","Engineering & Construction","Bike Infrastructure","Bike Lanes - Brighton Road","Mobility & Infrastructure","70000","PAYGO"
"4026740117.50000.04","2017","Engineering & Construction","Bike Infrastructure","Bike Lanes - Ellsworth Avenue","Mobility & Infrastructure","100000","PAYGO"
"4026748117.50000.01","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Haberman/Warrington/Busway Intersection Crosswalks & Signage","Mobility & Infrastructure","15000","PAYGO"
"4026748117.50000.02","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Trelona Way Reconstruction","Mobility & Infrastructure","100000","PAYGO"
"4026748417.50000.01","2017","Engineering & Construction","Bike Share","Administration","Mobility & Infrastructure","10000","OTHER"
"4026748417.50000.02","2017","Engineering & Construction","Bike Share","Bikes (250)","Mobility & Infrastructure","325000","OTHER"
"4026748417.50000.03","2017","Engineering & Construction","Bike Share","Docks (500)","Mobility & Infrastructure","125000","OTHER"
"4026748417.50000.04","2017","Engineering & Construction","Bike Share","Education & Outreach","Mobility & Infrastructure","1500","PAYGO"
"4026748417.50000.05","2017","Engineering & Construction","Bike Share","Education & Outreach","Mobility & Infrastructure","48500","OTHER"
"4026748417.50000.06","2017","Engineering & Construction","Bike Share","Import Duties & Customs","Mobility & Infrastructure","18000","OTHER"
"4026748417.50000.07","2017","Engineering & Construction","Bike Share","Kiosks (25)","Mobility & Infrastructure","187500","OTHER"
"4026748417.50000.08","2017","Engineering & Construction","Bike Share","Planning, Engineering, and Siting","Mobility & Infrastructure","50000","PAYGO"
"4026748417.50000.09","2017","Engineering & Construction","Bike Share","Shipping","Mobility & Infrastructure","9000","OTHER"
"4026748617.50000.01","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Allegheny Circle Phase 2 (SMART)","Mobility & Infrastructure","735343","BOND"
"4026748617.50000.01","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Allegheny Circle Phase 2 (SMART)","Mobility & Infrastructure","741196","OTHER"
"4026748617.50000.02","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Broadway Avenue Complete Streets Streetscape Improvements - Design","Mobility & Infrastructure","150000","BOND"
"4026748617.50000.03","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Grandview Avenue Sidewalk & Curb Repair","Mobility & Infrastructure","200000","BOND"
"4026748617.50000.04","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","Lowrie Street","Mobility & Infrastructure","80000","BOND"
"4026748617.50000.05","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","SS Neighborhood Street (SMART)","Mobility & Infrastructure","149857","BOND"
"4026748617.50000.05","2017","Engineering & Construction","Streetscape & Intersection Reconstruction","SS Neighborhood Street (SMART)","Mobility & Infrastructure","599426","OTHER"
"4026750017.50000.01","2017","Facility Improvement","Public Safety Facility Improvements","Fire Station 28 - Roof Replacement","Public Works","300000","BOND"
"4026750017.50000.02","2017","Facility Improvement","Public Safety Facility Improvements","Fire Station 13 - Roof Replacement","Public Works","200000","BOND"
"4026750017.50000.03","2017","Facility Improvement","Public Safety Facility Improvements","Medic 8 - Roof Replacement","Public Works","125000","BOND"
"4026750017.50000.04","2017","Facility Improvement","Public Safety Facility Improvements","Fire Station 6 - Roof Replacement","Public Works","250000","BOND"
"4026750017.50000.05","2017","Facility Improvement","City Facility Improvements","City-County Building - Council Chambers","Public Works","25000","BOND"
"4026750017.50000.06","2017","Facility Improvement","City Facility Improvements","City-County Building - Elevator #6","Public Works","321000","BOND"
"4026750017.50000.07","2017","Facility Improvement","Public Safety Facility Improvements","Fire Station 26 - Roof Replacement, Interior Renovations","Public Works","300000","BOND"
"4026750017.50000.08","2017","Facility Improvement","City Facility Improvements","Facilities Division Emergency Repairs","Public Works","200000","BOND"
"4026750017.50000.09","2017","Facility Improvement","City Facility Improvements","Facilities Optimization Plan Phase II","Public Works","1000000","BOND"
"4026750017.50000.10","2017","Facility Improvement","Public Safety Facility Improvements","Fire Stations - Aprons","Public Works","150000","BOND"
"4026750017.50000.11","2017","Facility Improvement","Public Safety Facility Improvements","Fire Stations - Bay Floors","Public Works","175000","BOND"
"4026750017.50000.12","2017","Facility Improvement","Recreation & Senior Center Facility Improvements","Schenley Ice Rink - Rink Renovations Design","Public Works","225000","BOND"
"4026750017.50000.13","2017","Facility Improvement","Recreation & Senior Center Facility Improvements","Schenley Ice Rink - Upper Plaza Restoration","Public Works","60000","BOND"
"4026750017.50000.14","2017","Facility Improvement","Recreation & Senior Center Facility Improvements","Olympia Park Building Phase II Renvoation","Public Works","250000","BOND"
"4026750117.50000.00","2017","Engineering & Construction","Ramp & Public Sidewalk","ADA Curb Ramps & Public Sidewalks","Public Works","100000","PAYGO"
"4026751117.50000.01","2017","Engineering & Construction","Ramp & Public Sidewalk","City Sidewalks","Public Works","50000","BOND"
"4026751117.50000.02","2017","Engineering & Construction","Ramp & Public Sidewalk","Pinecastle Avenue Sidewalk Reconstruction","Public Works","50000","BOND"
"4026900017.50000.01","2017","Engineering & Construction","Street Resurfacing","CONCRETE, BRICK, & BLOCKSTONE","Public Works","750000","BOND"
"4026900017.50000.02","2017","Engineering & Construction","Street Resurfacing","CONCRETE, BRICK, & BLOCKSTONE","Public Works","250000","BOND"
"4026900017.50000.03","2017","Engineering & Construction","Street Resurfacing","Crack Sealing","Public Works","465000","BOND"
"4026900017.50000.04","2017","Engineering & Construction","Street Resurfacing","Pavement Markings","Public Works","465000","BOND"
"4026900017.50000.05","2017","Engineering & Construction","Street Resurfacing","Pothole Materials","Public Works","620000","BOND"
"4026900017.50000.06","2017","Engineering & Construction","Street Resurfacing","Ramps","Public Works","477830","BOND"
"4026900017.50000.07","2017","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Public Works","10516025","BOND"
"4026900117.50000.01","2017","Engineering & Construction","Street Resurfacing","Bike & Pedestrian Thermoplastic Paint","Public Works","200000","PAYGO"
"4026900117.50000.02","2017","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Public Works","270000","PAYGO"
"4026900117.50000.03","2017","Engineering & Construction","Street Resurfacing","Sampsonia Way Green Alley","Public Works","150000","PAYGO"
"4030092017.50000.01","2017","Engineering & Construction","PennDOT Local Share (TIP)","PennDOT ADA Ramp Reconstruction","Mobility & Infrastructure","100000","BOND"
"4030092017.50000.02","2017","Engineering & Construction","PennDOT Local Share (TIP)","PennDOT Investments in City Infrastructure","Mobility & Infrastructure","100000","BOND"
"4030117170.58101.01","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Allegheny Commons Park Arch Street","Public Works","15600","CDBG"
"4030117170.58101.02","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Allegheny Commons Park Arch Street","Public Works","91688","CDBG"
"4030117170.58101.03","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Cowley","Public Works","5200","CDBG"
"4030117170.58101.04","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Ormsby Park","Public Works","41250","CDBG"
"4030117170.58101.05","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Paul J. Sciullo III Memorial Park","Public Works","35000","CDBG"
"4030117170.58101.06","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Fort Pitt Park","Public Works","5200","CDBG"
"4030117170.58101.07","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Allegheny Commons West Park Tennis","Public Works","5200","CDBG"
"4030117170.58101.08","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Enright Park","Public Works","5200","CDBG"
"4030117170.58101.09","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Arsenal Park","Public Works","5200","CDBG"
"4030117170.58101.10","2017","Facility Improvement","Sport Facility Improvements","Court Renovation with Color Coat - Arsenal Park","Public Works","57000","CDBG"
"4030117170.58101.11","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Manchester Playground","Public Works","5200","CDBG"
"4030117170.58101.12","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Niagara Park","Public Works","7875","CDBG"
"4030117170.58101.13","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Fineview Park","Public Works","35000","CDBG"
"4030117170.58101.14","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Arlington Park","Public Works","5200","CDBG"
"4030117170.58101.15","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Arlington Park","Public Works","38250","CDBG"
"4030117170.58101.16","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Frazier Park","Public Works","35000","CDBG"
"4030117170.58101.17","2017","Facility Improvement","Sport Facility Improvements","Court Renovation with Color Coat - Frazier Park","Public Works","26125","CDBG"
"4030117170.58101.18","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Gardner","Public Works","5200","CDBG"
"4030117170.58101.19","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Granville Park","Public Works","23155","CDBG"
"4030117170.58101.20","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Lewis Playground","Public Works","5200","CDBG"
"4030117170.58101.21","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Robert E. Williams Park","Public Works","10969","CDBG"
"4030117170.58101.22","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Paulson Playground","Public Works","5200","CDBG"
"4030117170.58101.23","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Kennard Park","Public Works","5200","CDBG"
"4030117170.58101.24","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Kennard Park","Public Works","77063","CDBG"
"4030117170.58101.25","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Spring Hill Park","Public Works","35000","CDBG"
"4030117170.58101.26","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - Spring Hill Park","Public Works","5200","CDBG"
"4030117170.58101.27","2017","Facility Improvement","Sport Facility Improvements","Court Renovation with Color Coat - Spring Hill Park","Public Works","121000","CDBG"
"4030117170.58101.28","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coatings - Winters Park","Public Works","26250","CDBG"
"4030117170.58101.29","2017","Facility Improvement","Sport Facility Improvements","Ballfield Renovations - Volunteer's Field","Public Works","65000","CDBG"
"4030117170.58101.30","2017","Facility Improvement","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Vincennes  Park","Public Works","19125","CDBG"
"4030117170.58101.31","2017","Facility Improvement","Sport Facility Improvements","Court Activation Button - East Hills Park","Public Works","5200","CDBG"
"4030142017.50000.01","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Leslie","Public Works","30000","BOND"
"4030142017.50000.02","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Enright","Public Works","30000","BOND"
"4030142017.50000.03","2017","Facility Improvement","Water Feature Upgrades","Water Meters and Backflow Preventers","Public Works","200000","BOND"
"4030142017.50000.03","2017","Facility Improvement","Water Feature Upgrades","Water Meters and Backflow Preventers","Public Works","200000","OTHER"
"4030142017.50000.04","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor  - Swisshelm","Public Works","30000","BOND"
"4030142017.50000.05","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor  - Moore Park","Public Works","30000","BOND"
"4030142017.50000.06","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Shaler","Public Works","30000","BOND"
"4030143170.58101.01","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Frazier","Public Works","30000","CDBG"
"4030143170.58101.02","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Larimer","Public Works","30000","CDBG"
"4030143170.58101.03","2017","Facility Improvement","Water Feature Upgrades","Add Spray Feature Sensor - Spring Hill","Public Works","30000","CDBG"
"4030144017.58101.01","2017","Facility Improvement","Park Reconstruction - Regional Asset District Parks","Major Playground Renovations","Public Works","330000","OTHER"
"4030144017.58101.02","2017","Facility Improvement","Park Reconstruction - Regional Asset District Parks","Parks Equipment","Public Works","100000","OTHER"
"4030144017.58101.03","2017","Facility Improvement","Park Reconstruction - Regional Asset District Parks","Street Resurfacing","Public Works","240000","OTHER"
"4030144017.58101.04","2017","Facility Improvement","Park Reconstruction - Regional Asset District Parks","Wall/Sidewalk/Step Renovations","Public Works","150000","OTHER"
"4030144017.58101.05","2017","Facility Improvement","Park Reconstruction - Regional Asset District Parks","Schenley Park Chiller","Public Works","125000","OTHER"
"4030920117.50000.00","2017","Engineering & Construction","PennDOT Local Share (TIP)","Signal Replacement","Mobility & Infrastructure","3000","PAYGO"
"4039000170.58101.01","2017","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Public Works","247800","CDBG"
"4039000170.58101.02","2017","Engineering & Construction","Street Resurfacing","Ramps","Public Works","472170","CDBG"
"4039103170.58101.00","2017","Engineering & Construction","Slope Failure Remediation","Baldauf Street Wall","Public Works","400000","CDBG"
"4041002170.58101.01","2017","Facility Improvement","Play Area Improvements","New Play Structure - Cowley Playground","Public Works","70000","CDBG"
"4041002170.58101.02","2017","Facility Improvement","Play Area Improvements","New Safety Surface - Cowley Playground","Public Works","61180","CDBG"
"4041002170.58101.03","2017","Facility Improvement","Play Area Improvements","Inclusive/Accessible Playground Project","Public Works","100000","CDBG"
"4041002170.58101.04","2017","Facility Improvement","Play Area Improvements","New Play Structure - Larimer Playground","Public Works","70000","CDBG"
"4041002170.58101.05","2017","Facility Improvement","Play Area Improvements","New Safety Surface - Larimer Playground","Public Works","67500","CDBG"
"4041002170.58101.06","2017","Facility Improvement","Play Area Improvements","New Play Structure - Leolyn Parklet","Public Works","70000","CDBG"
"4041002170.58101.07","2017","Facility Improvement","Play Area Improvements","New Safety Structure - Leolyn Parklet","Public Works","60000","CDBG"
"4045000170.58101.01","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Baxter","Public Works","26000","CDBG"
"4045000170.58101.02","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - McCandless Park","Public Works","6000","CDBG"
"4045000170.58101.03","2017","Facility Improvement","Park Reconstruction","Niagara Park","Public Works","12000","CDBG"
"4045000170.58101.04","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Lewis Park","Public Works","14000","CDBG"
