"project_id","project_name","deliverable_objective","address","latitude","longitude","district","council"
"0129118180.58101.00","City Council's Unspecified Local Option","Macedonia Family and Community Enrichment Center","1835 Centre Ave 15219","40.44280","-79.98223","District 6","6"
"0129892170.58101.00","City Council's Unspecified Local Option","Manchester Citizens Corporation","1319 Allegheny Ave 15233","40.45478","-80.02008","District 6","6"
"0129780180.58101.00","City Council's Unspecified Local Option","Mount Washington CDC","608 Virginia Ave 15211","40.43205","-80.01527","District 3","3"
"0130122150.58101.00","City Council's Unspecified Local Option","Mount Washington CDC","608 Virginia Ave 15211","40.43205","-80.01527","District 3","3"
"0123310180.58101.00","City Council's Unspecified Local Option","Mount Washington Community Center","City Council's Unspecified Local Option Mount Washington Community Center","40.43097","-80.01354","District 2","2"
"0121377170.58101.00","City Council's Unspecified Local Option","National Council of Jewish Women","1620 Murray Ave 15217","40.43871","-79.92312","District 8","8"
"0121377180.58101.00","City Council's Unspecified Local Option","National Council of Jewish Women","1620 Murray Ave 15217","40.43871","-79.92312","District 5","5"
"0121377180.58101.00","City Council's Unspecified Local Option","National Council of Jewish Women","1620 Murray Ave 15217","40.43871","-79.92312","District 8","8"
"0130104170.58101.00","City Council's Unspecified Local Option","Neighborhood Academy","709 N Aiken Ave 15206","40.47281","-79.93236","District 8","8"
"0130104180.58101.00","City Council's Unspecified Local Option","Neighborhood Academy","709 N Aiken Ave 15206","40.47281","-79.93236","District 8","8"
"0130003180.58101.00","City Council's Unspecified Local Option","North Shore Stallions","2900 N Charles St 15214","40.47045","-80.01104","District 6","6"
"0129851180.58101.00","City Council's Unspecified Local Option","Northside Coalition for Fair Housing","1821 Brighton Rd 15212","40.45974","-80.01740","District 6","6"
"0123270180.58101.00","City Council's Unspecified Local Option","Northside Community Development Fund / Northside Chronicle","922 Middle St 15212","40.45609","-79.99974","District 6","6"
"0129784170.58101.00","City Council's Unspecified Local Option","Northside Leadership Conference","1319 Allegheny Ave 15233","40.45478","-80.02008","District 1","1"
"0130162170.58101.00","City Council's Unspecified Local Option","Northside Leadership Conference Seniors (The Allegheny/West Park Court/Arch Court/Sheptsky Arms)","1319 Allegheny Ave 15233","40.45478","-80.02008","District 1","1"
"0130009170.58101.00","City Council's Unspecified Local Option","Northside Old Timers","1310 Arch St 15212","40.45695","-80.00911","District 6","6"
"0130203180.58101.00","City Council's Unspecified Local Option","Northside Partnership (McNaugher School)","2610 Maple Ave 15214","40.47179","-80.00777","District 6","6"
"0130163170.58101.00","City Council's Unspecified Local Option","Northside Senior Center","6 Allegheny Square E 15212","40.45286","-80.00550","District 1","1"
"0130164170.58101.00","City Council's Unspecified Local Option","Northside Senior Programming","3515 McClure Ave 15212","40.47927","-80.03549","District 1","1"
"0123124170.58101.00","City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
"0123124170.58101.00","City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 8","8"
"0123124180.58101.00","City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
"0123124180.58101.00","City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 8","8"
"0121379170.58101.00","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
"0121379170.58101.00","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 8","8"
"0121379180.58101.00","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
"0121379180.58101.00","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 8","8"
"0123365170.58101.00","City Council's Unspecified Local Option","PA Cleanways of Allegheny County","2801 N Charles St 15214","40.47056","-80.01381","District 3","3"
"0123365170.58101.00","City Council's Unspecified Local Option","PA Cleanways of Allegheny County","2801 N Charles St 15214","40.47056","-80.01381","District 4","4"
"0123365170.58101.00","City Council's Unspecified Local Option","PA Cleanways of Allegheny County","2801 N Charles St 15214","40.47056","-80.01381","District 8","8"
"0123365180.58101.00","City Council's Unspecified Local Option","PA Cleanways of Allegheny County","2801 N Charles St 15214","40.47056","-80.01381","District 3","3"
"0121924170.58101.00","City Council's Unspecified Local Option","PACE","603 Stanwix St 15222","40.44219","-80.00394","District 6","6"
,"City Council's Unspecified Local Option","Parks & Recreation - Westwood Oakwood Athletic Association supplies",,"40.42553","-80.06586","District 2","2"
"0123151170.58101.00","City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 3","3"
"0123151170.58101.00","City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 4","4"
"0123151170.58101.00","City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 8","8"
"0123151180.58101.00","City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 3","3"
"0129970170.58101.00","City Council's Unspecified Local Option","Peoples Oakland","3433 Bates St 15213","40.43615","-79.95609","District 8","8"
"0129970180.58101.00","City Council's Unspecified Local Option","Peoples Oakland","3433 Bates St 15213","40.43615","-79.95609","District 8","8"
"0121384170.58101.00","City Council's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","District 3","3"
"0121384180.58101.00","City Council's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","District 3","3"
"0121384180.58101.00","City Council's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","District 7","7"
"0121384180.58101.00","City Council's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","District 8","8"
"0129655170.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 1","1"
"0129655170.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 3","3"
"0129655170.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 4","4"
"0129655170.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 5","5"
"0129655170.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 8","8"
"0129655180.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 5","5"
"0129655180.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 7","7"
"0129655180.58101.00","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 8","8"
"0129787170.58101.00","City Council's Unspecified Local Option","Pittsburgh AIDS Task Force","5913 Penn Ave 15206","40.46210","-79.92520","District 3","3"
"0129787170.58101.00","City Council's Unspecified Local Option","Pittsburgh AIDS Task Force","5913 Penn Ave 15206","40.46210","-79.92520","District 5","5"
"0129787170.58101.00","City Council's Unspecified Local Option","Pittsburgh AIDS Task Force","5913 Penn Ave 15206","40.46210","-79.92520","District 8","8"
"0123243170.58101.00","City Council's Unspecified Local Option","Pittsburgh Parks Conservancy","45 S 23rd St 15203","40.42941","-79.97282","District 8","8"
"0123243180.58101.00","City Council's Unspecified Local Option","Pittsburgh Parks Conservancy","45 S 23rd St 15203","40.42941","-79.97282","District 8","8"
"0123243170.58101.00","City Council's Unspecified Local Option","Pittsburgh Parks Conservancy - Allegheny Commons Fountain","E North Ave & Cedar Ave 15212","40.45580","-80.00299","District 1","1"
"0123198170.58101.00","City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 6","6"
"0123198170.58101.00","City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 7","7"
"0123198170.58101.00","City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 8","8"
"0123198180.58101.00","City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 7","7"
"0123198180.58101.00","City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 8","8"
"0123279170.58101.00","City Council's Unspecified Local Option","Poise Foundation","603 Stanwix St 15222","40.44219","-80.00394","District 9","9"
"0123279180.58101.00","City Council's Unspecified Local Option","Poise Foundation","603 Stanwix St 15222","40.44219","-80.00394","District 9","9"
"0130149170.58101.00","City Council's Unspecified Local Option","Prayer and Deliverance Community Opportunities (PADCO)","8508 Bricelyn St 15221","40.45823","-79.87405","District 5","5"
"0130145180.58101.00","City Council's Unspecified Local Option","Preservation Pittsburgh / Allegheny City Historic Gallery","City Council's Unspecified Local Option Preservation Pittsburgh / Allegheny City Historic Gallery","40.45343","-80.00055","District 1","1"
"0123289170.58101.00","City Council's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","District 8","8"
"0123289180.58101.00","City Council's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","District 5","5"
"0123289180.58101.00","City Council's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","District 8","8"
"0123052170.58101.00","City Council's Unspecified Local Option","Reading is Fundamental of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 1","1"
"0123052170.58101.00","City Council's Unspecified Local Option","Reading is Fundamental of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 5","5"
"0123307170.58101.00","City Council's Unspecified Local Option","Rebuilding Together Pittsburgh","7800 Susquehanna St 15208","40.44966","-79.88881","District 5","5"
"0123054170.58101.00","City Council's Unspecified Local Option","Riverview Manor","1500 Letort St 15212","40.48001","-80.03758","District 1","1"
"0123054180.58101.00","City Council's Unspecified Local Option","Riverview Towers Apartments","52 Garetta St 15217","40.41344","-79.92120","District 5","5"
"0121272170.58101.00","City Council's Unspecified Local Option","Saint Clair Athletic Association","810 Fisher St 15210","40.41100","-79.97464","District 3","3"
"0121272180.58101.00","City Council's Unspecified Local Option","Saint Clair Athletic Association","810 Fisher St 15210","40.41100","-79.97464","District 3","3"
"0130067170.58101.00","City Council's Unspecified Local Option","Saint Mark's Evangelical Lutheran / Brookline Meals on Wheels","933 Brookline Blvd 15226","40.39254","-80.01782","District 4","4"
"0130067180.58101.00","City Council's Unspecified Local Option","Saint Mark's Evangelical Lutheran / Brookline Meals on Wheels","933 Brookline Blvd 15226","40.39254","-80.01782","District 4","4"
"0123264170.58101.00","City Council's Unspecified Local Option","Saint Michael's Food Bank","1308 Spring Garden Ave 15212","40.46081","-79.98847","District 1","1"
"0123250180.58101.00","City Council's Unspecified Local Option","Saint Rosalia Food Bank","411 Greenfield Ave 15207","40.42570","-79.94386","District 5","5"
"0129852170.58101.00","City Council's Unspecified Local Option","Schenley Heights Community Development Program","3171 Ewart Dr 15219","40.44870","-79.95973","District 6","6"
"0129852180.58101.00","City Council's Unspecified Local Option","Schenley Heights Community Development Program","3171 Ewart Dr 15219","40.44870","-79.95973","District 6","6"
"0129791170.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 3","3"
"0129791170.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 7","7"
"0129791170.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 8","8"
"0129791180.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 3","3"
"0129791180.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 5","5"
"0129791180.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 7","7"
"0129791180.58101.00","City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 8","8"
,"City Council's Unspecified Local Option","Sheraden Baseball","Allendale St & Allendale Circle 15204","40.45918","-80.06488","District 2","2"
"0130150170.58101.00","City Council's Unspecified Local Option","SLB Radio Productions","10 Children's Way 15212","40.45238","-80.00663","District 5","5"
"0123291170.58101.00","City Council's Unspecified Local Option","Southside Slopes Neighborhood Association","2201 Salisbury St 15210","40.41924","-79.97501","District 3","3"
"0123291180.58101.00","City Council's Unspecified Local Option","Southside Slopes Neighborhood Association","2201 Salisbury St 15210","40.41924","-79.97501","District 3","3"
"0123058170.58101.00","City Council's Unspecified Local Option","Southwest Pittsburgh CDC/ Grass Cutting & Employment Center","1004 Arch St 15212","40.45408","-80.00862","District 2","2"
"0121267170.58101.00","City Council's Unspecified Local Option","Spring Hill Civic League","1351 Damas St 15212","40.46537","-79.98956","District 1","1"
"0129909180.58101.00","City Council's Unspecified Local Option","Spring Hill Civic League","1351 Damas St 15212","40.46537","-79.98956","District 1","1"
"0129909170.58101.00","City Council's Unspecified Local Option","St. Ambrose Manor","1235 Yetta Ave 15212","40.46313","-79.99196","District 1","1"
"0123200170.58101.00","City Council's Unspecified Local Option","St. Pauls Benevolent Education & Missionary Institute","108 N Dithridge St 15213","40.44719","-79.95051","District 3","3"
"0123200180.58101.00","City Council's Unspecified Local Option","St. Pauls Benevolent Education & Missionary Institute","108 N Dithridge St15213","40.44719","-79.95051","District 3","3"
"0129982170.58101.00","City Council's Unspecified Local Option","Steel City Boxing","Homer St & Damas St 15212","40.46539","-79.99127","District 1","1"
"0129982180.58101.00","City Council's Unspecified Local Option","Steel City Boxing","Homer St & Damas St 15212","40.46539","-79.99127","District 6","6"
"0123101170.58101.00","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 8","8"
"0123101180.58101.00","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 5","5"
"0123101180.58101.00","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 6","6"
"0123101180.58101.00","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 8","8"
"0130193180.58101.00","City Council's Unspecified Local Option","The Open Door","12 Stratmore Ave 15205","40.44430","-80.05869","District 2","2"
"0130037170.58101.00","City Council's Unspecified Local Option","The P.R.O.M.I.S.E. Group","2325 Hazelton St 15214","40.46747","-80.00619","District 6","6"
"0129866170.58101.00","City Council's Unspecified Local Option","Tree of Hope","250 E Ohio St 15212","40.45340","-80.00324","District 3","3"
"0129866180.58101.00","City Council's Unspecified Local Option","Tree of Hope","250 E Ohio St 15212","40.45340","-80.00324","District 3","3"
"0129798170.58101.00","City Council's Unspecified Local Option","Troy Hill Citizens, Inc","1619 Lowrie St 15212","40.46322","-79.98290","District 1","1"
"0123125170.58101.00","City Council's Unspecified Local Option","Union Project","801 N Negley Ave 15206","40.47192","-79.92652","District 7","7"
"0123125180.58101.00","City Council's Unspecified Local Option","Union Project","801 N Negley Ave 15206","40.47192","-79.92652","District 7","7"
"0123298180.58101.00","City Council's Unspecified Local Option","Uptown Partners of Pittsburgh","710 Fifth Ave 15219","40.43853","-79.99294","District 6","6"
"0121292170.58101.00","City Council's Unspecified Local Option","Veterans Leadership Program of Western PA","2934 Smallman St 15201","40.45884","-79.97442","District 3","3"
"0123261170.58101.00","City Council's Unspecified Local Option","Washington Heights Athletic Association","Skookum Field - Bradley St 15211","40.43988","-80.02834","District 2","2"
"0121296170.58101.00","City Council's Unspecified Local Option","Washington Heights Ecumenical Food Bank","213 Bailey Ave 15211","40.42703","-80.00243","District 3","3"
"0121296180.58101.00","City Council's Unspecified Local Option","Washington Heights Ecumenical Food Bank","213 Bailey Ave 15211","40.42703","-80.00243","District 3","3"
"0130194180.58101.00","City Council's Unspecified Local Option","West End Boxing","2940 Sheraden Blvd 15204","40.45420","-80.05395","District 2","2"
"0130195180.58101.00","City Council's Unspecified Local Option","West End Employment Center","City Council's Unspecified Local Option West End Employment Center","40.44331","-80.04142","District 2","2"
"0126002170.58101.00","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 4","4"
"0126002170.58101.00","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 7","7"
"0126002170.58101.00","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 8","8"
"0126002180.58101.00","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 7","7"
"0126002180.58101.00","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 8","8"
"0123387170.58101.00","City Council's Unspecified Local Option","Western Pennsylvania School for Blind Children","201 N Bellefield Ave 15213","40.44892","-79.95317","District 8","8"
"0123387180.58101.00","City Council's Unspecified Local Option","Western Pennsylvania School for Blind Children","201 N Bellefield Ave 15213","40.44892","-79.95317","District 8","8"
"0130159170.58101.00","City Council's Unspecified Local Option","Westside Mustangs Youth Football Athletic Association","2940 Sheraden Blvd 15204","40.45429","-80.05434","District 2","2"
"0125046170.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 1","1"
"0125046170.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 4","4"
"0125046170.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 8","8"
"0125046180.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 5","5"
"0125046180.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 7","7"
"0125046180.58101.00","City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 8","8"
"0130106170.58101.00","City Council's Unspecified Local Option","Zellous Hope","611 Chartiers Ave 15136","40.46517","-80.06079","District 2","2"
"0123388170.58101.00","City Council's Unspecified Local Option","Zionist Organization Association","6507 Wilkins Ave 15217","40.44448","-79.91738","District 8","8"
"0129972170.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Center for Victims - Pittsburgh Mediation Center","3433 E Carson St 15203","40.42083","-79.95801","City-Wide","3"
"0129972180.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Center for Victims - Pittsburgh Mediation Center","3433 E Carson St 15203","40.42083","-79.95801","City-Wide","3"
"0167146170.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","City-Wide",
"0167146180.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","City-Wide",
"0129655170.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","City-Wide","3"
"0129655180.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","City-Wide","3"
"0121390170.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Hunger","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
"0121390180.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Hunger","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
"0121391170.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Safety","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
"0121391180.58101.00","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Safety","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
"4026750017.50000.05","City Facility Improvements","City-County Building - Council Chambers","414 Grant St 15219","40.43811","-79.99685","District 6","6"
"4026750017.50000.06","City Facility Improvements","City-County Building - Elevator #6","414 Grant St 15219","40.43811","-79.99685","District 6","6"
"4526752018.50000.02","City Facility Improvements","City-County Building - Elevator Modernization","414 Grant St 15219","40.43811","-79.99685","District 6","6"
"4526752018.50000.03","City Facility Improvements","City-County Building - Roof","414 Grant St 15219","40.43811","-79.99685","District 6","6"
"4526752118.50000.02","City Facility Improvements","City-Owned Facilities - Demolition and Abatement","City-Wide",,,"City-Wide",
"4526752118.50000.05","City Facility Improvements","Division 1 - Asbestos Abatement","Kilbuck Rd, Riverview Park 15214","40.47813","-80.01741","District 1","1"
"4526752118.50000.06","City Facility Improvements","Division 1 - Roof Replacement","Kilbuck Rd, Riverview Park 15214","40.47813","-80.01741","District 1","1"
"4526752018.50000.01","City Facility Improvements","Division 5 - Insulated Metal Siding","1330 Hassler St 15220","40.43952","-80.04652","District 2","2"
"4526752118.50000.01","City Facility Improvements","Division 5 - Structural Repairs","1330 Hassler St 15220","40.43952","-80.04652","District 2","2"
"4026750017.50000.08","City Facility Improvements","Facilities Division Emergency Repairs","City-Wide",,,"City-Wide",
"4026750017.50000.09","City Facility Improvements","Facilities Optimization Plan Phase II","City-Wide",,,"City-Wide",
"4526752118.50000.04","City Facility Improvements","Homewood Infrastructure Upgrades","Homewood 15208","40.45461","-79.89753","District 9","9"
"4526752018.50000.04","City Facility Improvements","Project Administration (BOND)","City-Wide",,,"City-Wide",
"4526752118.50000.03","City Facility Improvements","Project Administration (PAYGO)","City-Wide",,,"City-Wide",
"1221000180.58101.02","Community Based Organizations","Council District 1 Community Based Organizations (ACCBO)","Council District 1",,,"District 1","1"
"1221000180.58101.03","Community Based Organizations","Council District 2 Community Based Organizations (ACCBO)","Council District 2",,,"District 2","2"
"1221000180.58101.04","Community Based Organizations","Council District 3 Community Based Organizations (ACCBO)","Council District 3",,,"District 3","3"
"1221000180.58101.05","Community Based Organizations","Council District 4 Community Based Organizations (ACCBO)","Council District 4",,,"District 4","4"
"1221000180.58101.06","Community Based Organizations","Council District 5 Community Based Organizations (ACCBO)","Council District 5",,,"District 5","5"
"1221000180.58101.07","Community Based Organizations","Council District 6 Community Based Organizations (ACCBO)","Council District 6",,,"District 6","6"
"1221000180.58101.08","Community Based Organizations","Council District 7 Community Based Organizations (ACCBO)","Council District 7",,,"District 7","7"
"1221000180.58101.09","Community Based Organizations","Council District 8 Community Based Organizations (ACCBO)","Council District 8",,,"District 8","8"
"1221000180.58101.10","Community Based Organizations","Council District 9 Community Based Organizations (ACCBO)","Council District 9",,,"District 9","9"
"1121000170.58101.00","Community Based Organizations","Improve Housing and Economic Development in Distressed Areas of the City","City-Wide",,,"City-Wide",
"1221000180.58101.01","Community Based Organizations","Mayor Community Based Organizations (ACCBO)","City-Wide",,,"City-Wide",
"6026740018.50000.01","Complete Streets","Baum-Centre Crossings","Baum Blvd & Centre Ave 15206","40.45639","-79.93887","District 7","7"
"6026740018.50000.02","Complete Streets","Brighton Road - Bike Infrastructure","Brighton Rd & Shadeland Ave 15212","40.48230","-80.03511","District 1","1"
"6026740018.50000.04","Complete Streets","Ellsworth Slow Street","Ellsworth Ave 15206","40.45274","-79.93673","District 8","8"
"6026740018.50000.05","Complete Streets","Grandview Avenue Traffic Calming","Grandview Ave 15211","40.43334","-80.00990","District 2","2"
"6026740018.50000.03","Complete Streets","Neighborhood Traffic Calming Response","City-Wide",,,"City-Wide",
"6026740018.50000.06","Complete Streets","Parkfield Street Traffic Calming","Parkfield St & Spokane Ave 15210","40.39124","-79.99068","District 4","4"
"6026740018.50000.07","Complete Streets","Prospect Drive Traffic Calming","Prospect Dr & Hobart St 15217","40.43195","-79.93306","District 5","5"
"6026740018.50000.09","Complete Streets","Saline Street Traffic Calming","Saline St & Alexis St 15207","40.42693","-79.94955","District 5","5"
"6026740018.50000.08","Complete Streets","South Dallas Avenue Road Diet","S Dallas Ave & Ridgeville St 15217","40.44396","-79.91209","District 8","8"
"1126717318.50000.00","Comprehensive Plan","Emerald View Park - Master Site Plan","Arlington Ave & William St 15203","40.42753","-79.99736","District 3","3"
"1126717318.50000.00","Comprehensive Plan","Emerald View Park - Master Site Plan","Arlington Ave & William St 15203","40.42753","-79.99736","District 3","3"
"1126717317.50000.01","Comprehensive Plan","Park Standards & Adopt-A-Park Toolkit","City-Wide",,,"City-Wide",
"1126717317.50000.01","Comprehensive Plan","Park Standards & Adopt-A-Park Toolkit","City-Wide",,,"City-Wide",
"1167373180.58101.00","Comprehensive Plan","Sheraden Park Master Plan","Thornton St & Surban St 15204","40.45561","-80.05720","District 2","2"
"1167373180.58101.00","Comprehensive Plan","Sheraden Park Master Plan","Thornton St & Surban St 15204","40.45561","-80.05720","District 2","2"
"1126717317.50000.02","Comprehensive Plan","South Side Park Master Plan","831 E Warrington Ave 15210","40.42169","-79.99385","District 3","3"
"0325100018.50000.00","Comprehensive Revenue Management System","New Revenue System","City-Wide",,,"City-Wide",
"1130172118.50000.00","Cultural Heritage Plan","Cultural Heritage Plan Implementation & Architectural Inventory","City-Wide",,,"City-Wide",
"1130172118.50000.00","Cultural Heritage Plan","Cultural Heritage Plan Implementation & Architectural Inventory","City-Wide",,,"City-Wide",
"0272100117.50000.03","Demolition of Condemned Buildings","Accamando Center Busway Entry Plan","Saw Mill Run Blvd across from Maytide St 15210","40.38477","-79.99520","District 4","4"
"0272100117.50000.01","Demolition of Condemned Buildings","Demolition of Vacant Properties","City-Wide",,,"City-Wide",
"0272100117.50000.02","Demolition of Condemned Buildings","Party Wall Program","City-Wide",,,"City-Wide",
"4426735917.50000.01","Design, Construction, & Inspection Services","CM/CI Services","City-Wide",,,"City-Wide",
"6026735918.50000.01","Design, Construction, & Inspection Services","Construction Management/Construction Inspection","City-Wide",,,"City-Wide",
"4426735917.50000.02","Design, Construction, & Inspection Services","Infrastructure Engineering","City-Wide",,,"City-Wide",
"4426735917.50000.03","Design, Construction, & Inspection Services","Structures Engineering","City-Wide",,,"City-Wide",
"6026735918.50000.02","Design, Construction, & Inspection Services","Vision Zero Study","City-Wide",,,"City-Wide",
"6030173118.50000.00","District 7 Mobility Trust Fund","Pedestrian Improvements, Mobility, and Infrastructure","Council District 7",,,"District 7","7"
"6030174118.50000.00","East Carson Street (PENNDOT)","East Carson Street - Construction","E Carson St & 17th St 15203","40.42885","-79.98202","District 3","3"
"8267290118.50000.01","Economic Development & Housing","125 New/Substantially Renovated Rental Units Developed","City-Wide",,,"City-Wide",
"8267290180.58101.01","Economic Development & Housing","125 New/Substantially Renovated Rental Units Developed","City-Wide",,,"City-Wide",
"8267290118.50000.01","Economic Development & Housing","130 New/Substantially Renovated Rental Units Developed","City-Wide",,,"City-Wide",
"8267290118.50000.02","Economic Development & Housing","35 New/Substantially Renovated for Sale Housing Units Developed","City-Wide",,,"City-Wide",
"8267290180.58101.02","Economic Development & Housing","50 Residential Facades Improved","City-Wide",,,"City-Wide",
"8267290118.50000.03","Economic Development & Housing","New Business Start Up, Business Expansion, and Business Attraction","City-Wide",,,"City-Wide",
"8226729017.53901.01","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","City-Wide",,,"City-Wide",
